date,rno,rname,nichime,kimarite,wdir,wspd,santan,payout,ninki,win_course,win_teiban,zenzuke
2025-09-15,4,一般戦,6,抜き,無,0,1-4-3,3930,12,1,1,0
2025-09-15,5,ウインウイン,6,逃げ,東,2,1-2-5,2360,9,1,1,1
2025-09-15,6,一般戦,6,まくり,南東,2,2-1-4,4120,20,2,2,0
2025-09-15,7,ウインウイン,6,逃げ,無,0,1-2-5,2320,8,1,1,0
2025-09-15,8,一般戦,6,まくり,南東,2,2-6-5,4520,17,3,2,1
2025-09-15,9,戸田特選,6,まくり,南東,3,6-2-1,5310,20,6,6,0
2025-09-15,10,選抜戦,6,まくり,南東,3,3-5-4,16430,53,4,3,1
2025-09-15,11,選抜戦,6,差し,南東,3,2-1-6,9070,45,2,2,0
2025-09-15,12,優勝戦,6,まくり差し,東,3,6-2-1,46090,105,6,6,0
2025-09-18,1,予選,1,まくり,無,0,4-5-1,2270,5,4,4,0
2025-09-18,2,予選,1,逃げ,北西,1,1-4-5,8440,42,1,1,0
2025-09-18,3,予選,1,まくり,無,0,2-4-5,11330,43,2,2,0
2025-09-18,4,予選,1,まくり差し,南,1,5-4-1,76740,72,5,5,0
2025-09-18,5,ウインウイン,1,逃げ,南西,1,1-4-3,1370,4,1,1,0
2025-09-18,6,予選,1,逃げ,無,0,1-2-5,1990,1,1,1,0
2025-09-18,7,ウインウイン,1,逃げ,無,0,1-3-4,540,1,1,1,0
2025-09-18,8,予選,1,逃げ,無,0,1-2-3,1490,4,1,1,0
2025-09-18,9,戸田特賞,1,差し,北西,6,2-1-6,5550,16,2,2,0
2025-09-18,10,戸田特賞,1,差し,北,5,2-6-3,10730,42,2,2,0
2025-09-18,11,記者選抜戦,1,まくり,北東,5,3-1-6,4000,13,3,3,0
2025-09-18,12,戸田選抜戦,1,逃げ,北東,5,1-4-3,1690,4,1,1,0
2025-09-19,1,予選,2,逃げ,北西,1,1-2-3,1080,1,1,1,0
2025-09-19,2,予選,2,まくり差し,無,0,4-5-3,3320,13,4,4,0
2025-09-19,3,予選,2,まくり,北,1,4-6-3,5520,31,4,4,0
2025-09-19,4,予選,2,まくり,北東,1,5-2-1,7730,33,5,5,0
2025-09-19,5,ウインウイン,2,逃げ,北東,1,1-4-5,8710,27,1,1,0
2025-09-19,6,予選,2,差し,北東,3,2-1-4,4280,19,2,2,0
2025-09-19,7,ウインウイン,2,逃げ,北東,3,1-6-4,2090,10,1,1,0
2025-09-19,8,予選,2,まくり,北東,1,5-2-3,2210,8,5,5,0
2025-09-19,9,戸田特賞,2,まくり,東,1,2-5-6,5530,22,2,2,0
2025-09-19,10,戸田特賞,2,差し,東,4,2-1-6,3120,11,2,2,0
2025-09-19,11,戸田特選,2,差し,東,3,2-1-5,9940,35,2,2,1
2025-09-19,12,記者選抜戦,2,まくり差し,東,3,6-4-5,30130,66,6,6,0
2025-09-20,1,予選,3,逃げ,無,0,1-5-2,2980,7,1,1,1
2025-09-20,2,予選,3,差し,無,0,3-2-4,1510,4,3,3,0
2025-09-20,3,予選,3,差し,無,0,2-6-5,1980,5,2,2,1
2025-09-20,4,予選,3,逃げ,無,0,1-4-2,2720,6,1,1,0
2025-09-20,5,ウインウイン,3,まくり差し,無,0,6-4-1,9910,31,5,6,0
2025-09-20,6,予選,3,まくり,無,0,3-5-6,890,1,4,3,1
2025-09-20,7,ウインウイン,3,まくり差し,北西,2,4-3-1,21730,33,4,4,0
2025-09-20,8,予選,3,抜き,北西,1,3-6-2,2740,9,3,3,0
2025-09-20,9,戸田特賞,3,逃げ,北西,3,1-3-5,940,3,1,1,0
2025-09-20,10,戸田特賞,3,まくり,無,0,4-2-6,2740,13,4,4,0
2025-09-20,11,戸田特選,3,まくり差し,西,3,5-1-3,11060,33,5,5,0
2025-09-20,12,記者選抜戦,3,逃げ,無,0,1-5-4,4750,19,1,1,0
2025-09-21,1,一般戦,4,まくり,北西,4,3-1-2,5960,26,3,3,0
2025-09-21,2,一般戦,4,まくり,北西,4,2-3-6,2310,5,2,2,0
2025-09-21,3,一般戦,4,まくり,北西,5,3-5-2,6070,25,3,3,0
2025-09-21,4,一般戦,4,まくり,北西,4,3-4-5,12410,47,3,3,0
2025-09-21,5,ウインウイン,4,差し,北西,4,2-6-1,25670,70,2,2,0
2025-09-21,6,一般戦,4,まくり差し,北西,7,3-2-5,1160,2,3,3,0
2025-09-21,7,ウインウイン,4,逃げ,北西,7,1-2-4,1450,5,1,1,0
2025-09-21,8,一般戦,4,差し,北西,6,4-1-2,4950,20,4,4,0
2025-09-21,9,戸田特選,4,差し,北西,6,5-4-3,30390,68,5,5,0
2025-09-21,10,選抜戦,4,まくり,北西,5,2-4-5,5950,24,3,2,1
2025-09-21,11,選抜戦,4,逃げ,北西,7,1-6-2,9880,32,1,1,0
2025-09-21,12,優勝戦,4,逃げ,北西,6,1-2-3,820,1,1,1,0
2025-09-26,1,予選,1,逃げ,北西,1,1-3-4,1130,1,1,1,0
2025-09-26,2,予選,1,逃げ,無,0,1-6-3,3320,13,1,1,0
2025-09-26,3,予選,1,まくり,北東,1,4-5-6,2030,4,4,4,0
2025-09-26,4,予選,1,抜き,南東,1,3-4-2,6010,29,3,3,0
2025-09-26,5,ウインウイン,1,まくり,南東,2,2-3-4,44510,71,2,2,0
2025-09-26,6,予選,1,まくり,南東,2,2-3-4,7750,27,2,2,0
2025-09-26,7,ウインウイン,1,差し,南東,3,4-6-2,7570,27,6,4,1
2025-09-26,8,予選,1,まくり差し,南東,2,6-4-2,1800,4,5,6,0
2025-09-26,9,戸田特賞,1,逃げ,無,0,1-4-5,7900,27,1,1,0
2025-09-26,10,戸田特賞,1,逃げ,東,1,1-4-5,9900,41,1,1,0
2025-09-26,11,記者選抜戦,1,差し,無,0,4-2-5,10210,42,4,4,0
2025-09-26,12,戸田選抜戦,1,逃げ,南東,3,1-3-2,630,1,1,1,0
2025-09-27,1,予選,2,逃げ,無,0,1-2-3,820,2,1,1,0
2025-09-27,2,予選,2,逃げ,北東,1,1-3-5,1400,3,1,1,0
2025-09-27,3,予選,2,逃げ,北西,2,1-2-5,5700,17,1,1,1
2025-09-27,4,予選,2,逃げ,北西,2,1-6-2,6420,22,1,1,0
2025-09-27,5,ウインウイン,2,差し,北西,1,2-4-1,8860,32,2,2,0
2025-09-27,6,予選,2,逃げ,無,0,1-2-4,10850,46,1,1,0
2025-09-27,7,ウインウイン,2,まくり,南東,2,5-1-6,5200,19,5,5,0
2025-09-27,8,予選,2,逃げ,南東,1,1-3-4,13030,48,1,1,0
2025-09-27,9,戸田特賞,2,抜き,南東,1,1-3-6,2530,11,1,1,0
2025-09-27,10,戸田特賞,2,逃げ,北東,1,1-3-2,1860,6,1,1,0
2025-09-27,11,戸田特選,2,逃げ,無,0,1-6-3,2110,5,1,1,1
2025-09-27,12,記者選抜戦,2,逃げ,北東,2,1-6-4,4100,18,1,1,0
2025-09-28,1,予選,3,抜き,南東,3,2-5-6,6680,28,2,2,0
2025-09-28,2,予選,3,恵まれ,南,2,3-6-5,2950,11,3,3,0
2025-09-28,3,予選,3,まくり,南,2,4-6-1,18100,60,5,4,0
2025-09-28,4,予選,3,まくり差し,南,3,4-1-5,2900,9,4,4,0
2025-09-28,5,ウインウイン,3,まくり,南東,5,4-6-1,32650,50,4,4,0
2025-09-28,6,予選,3,抜き,南東,4,5-1-2,2190,5,5,5,0
2025-09-28,7,ウインウイン,3,逃げ,南東,4,1-2-4,560,1,1,1,0
2025-09-28,8,予選,3,まくり差し,南東,4,3-4-1,3510,15,3,3,0
2025-09-28,9,戸田特賞,3,まくり,南,3,4-6-5,21750,64,4,4,0
2025-09-28,10,戸田特賞,3,抜き,南,3,2-5-6,1700,6,2,2,1
2025-09-28,11,戸田特選,3,抜き,南,3,1-5-2,8370,36,1,1,0
2025-09-28,12,記者選抜戦,3,逃げ,南,3,1-3-2,1580,5,1,1,0
2025-09-29,1,一般戦,4,まくり差し,無,0,3-1-5,4880,24,3,3,0
2025-09-29,2,一般戦,4,逃げ,無,0,1-3-2,1410,2,1,1,0
2025-09-29,3,一般戦,4,まくり,無,0,2-3-5,7050,30,2,2,0
2025-09-29,4,一般戦,4,まくり,北西,1,3-5-2,900,2,3,3,0
2025-09-29,5,ウインウイン,4,逃げ,無,0,1-2-3,2420,10,1,1,0
2025-09-29,6,一般戦,4,逃げ,無,0,1-6-2,5190,16,1,1,0
2025-09-29,7,ウインウイン,4,まくり差し,北東,1,5-4-3,27700,74,5,5,0
2025-09-29,8,一般戦,4,まくり,無,0,3-2-5,7280,27,3,3,0
2025-09-29,9,戸田特選,4,まくり,無,0,2-1-5,4840,14,2,2,0
2025-09-29,10,選抜戦,4,逃げ,西,2,1-2-5,1560,4,1,1,0
2025-09-29,11,選抜戦,4,まくり,無,0,4-3-2,5080,20,3,4,1
2025-09-29,12,優勝戦,4,差し,西,3,2-1-3,1900,6,2,2,0
2025-10-04,1,予選,1,逃げ,北西,1,1-3-2,4010,16,1,1,0
2025-10-04,2,予選,1,逃げ,西,2,1-2-6,9400,41,1,1,0
2025-10-04,3,予選,1,逃げ,北西,3,1-5-2,2330,6,1,1,0
2025-10-04,4,予選,1,逃げ,北西,2,1-2-3,1100,1,1,1,0
2025-10-04,5,ウインウイン,1,逃げ,無,0,1-4-2,520,1,1,1,0
2025-10-04,6,予選,1,差し,無,0,2-4-6,8170,33,2,2,0
2025-10-04,7,ウインウイン,1,逃げ,無,0,1-2-4,1050,4,1,1,0
2025-10-04,8,予選,1,逃げ,無,0,1-6-4,7480,30,1,1,0
2025-10-04,9,予選,1,逃げ,無,0,1-5-4,2400,7,1,1,0
2025-10-04,10,戸田特賞,1,逃げ,無,0,1-2-3,740,1,1,1,0
2025-10-04,11,記者選抜戦,1,抜き,無,0,3-2-1,25480,54,3,3,0
2025-10-04,12,ウインク選抜,1,まくり,無,0,3-6-2,8850,34,3,3,0
2025-10-05,1,予選,2,逃げ,無,0,1-4-6,1490,5,1,1,0
2025-10-05,2,予選,2,まくり,無,0,4-1-5,1770,6,4,4,0
2025-10-05,3,予選,2,差し,無,0,4-3-5,6640,27,4,4,0
2025-10-05,4,予選,2,逃げ,無,0,1-3-5,1230,3,1,1,0
2025-10-05,5,ウインウイン,2,逃げ,南東,1,1-3-4,1430,6,1,1,0
2025-10-05,6,予選,2,逃げ,南東,1,1-6-3,1860,7,1,1,0
2025-10-05,7,ウインウイン,2,逃げ,無,0,1-6-5,18920,37,1,1,0
2025-10-05,8,予選,2,まくり,南西,1,3-2-4,6040,24,3,3,0
2025-10-05,9,予選,2,逃げ,南,2,2-5-4,13750,52,1,2,0
2025-10-05,10,戸田特賞,2,まくり,無,0,2-3-1,1750,6,2,2,0
2025-10-05,11,戸田特選,2,逃げ,南,2,1-2-4,2210,10,1,1,0
2025-10-05,12,記者選抜戦,2,抜き,南,2,1-4-2,1550,6,1,1,0
2025-10-06,1,予選,3,まくり,北西,3,4-3-2,5650,26,4,4,0
2025-10-06,2,予選,3,逃げ,北東,3,1-3-2,3700,13,1,1,0
2025-10-06,3,予選,3,逃げ,北東,1,1-5-2,11530,36,1,1,0
2025-10-06,4,予選,3,まくり,北,1,2-4-5,1470,1,2,2,0
2025-10-06,5,ウインウイン,3,抜き,北東,3,3-1-4,2750,12,3,3,0
2025-10-06,6,予選,3,抜き,北,2,2-3-6,820,1,2,2,0
2025-10-06,7,ウインウイン,3,逃げ,北東,2,1-4-3,690,2,1,1,0
2025-10-06,8,予選,3,まくり差し,東,6,5-6-1,2100,6,5,5,0
2025-10-06,9,予選,3,差し,東,6,2-1-3,1250,2,2,2,0
2025-10-06,10,戸田特賞,3,まくり,東,6,2-3-4,5740,22,2,2,0
2025-10-06,11,戸田特選,3,逃げ,東,6,1-5-3,10370,36,1,1,0
2025-10-06,12,記者選抜戦,3,まくり差し,東,6,3-1-5,3810,15,3,3,0
2025-10-07,1,予選,4,まくり差し,北,1,3-2-6,2870,10,3,3,0
2025-10-07,2,予選,4,差し,北西,2,3-2-5,2550,7,3,3,0
2025-10-07,3,予選,4,差し,北西,3,4-3-6,1140,2,4,4,0
2025-10-07,4,予選,4,逃げ,北,2,1-3-2,1320,2,1,1,0
2025-10-07,5,ウインウイン,4,まくり,北西,2,3-1-2,4710,21,3,3,0
2025-10-07,6,予選,4,逃げ,北,2,1-2-3,560,1,1,1,0
2025-10-07,7,ウインウイン,4,逃げ,北,1,1-3-4,460,1,1,1,0
2025-10-07,8,予選,4,まくり差し,北東,1,6-3-1,5240,29,4,6,0
2025-10-07,9,予選,4,逃げ,東,2,1-2-6,1030,2,1,1,0
2025-10-07,10,戸田特賞,4,逃げ,北東,2,1-2-5,2020,8,1,1,0
2025-10-07,11,戸田特選,4,逃げ,北東,2,1-2-4,660,2,1,1,0
2025-10-07,12,記者選抜戦,4,逃げ,北東,2,1-2-4,790,3,1,1,0
2025-10-08,1,一般戦,5,逃げ,無,0,1-4-5,5220,26,1,1,0
2025-10-08,2,一般戦,5,抜き,無,0,1-2-3,1320,4,1,1,0
2025-10-08,3,一般戦,5,まくり,無,0,3-1-5,3480,14,3,3,0
2025-10-08,4,一般戦,5,逃げ,無,0,1-3-5,1180,4,1,1,1
2025-10-08,5,一般戦,5,差し,無,0,2-6-1,8610,43,2,2,0
2025-10-08,6,一般戦,5,抜き,南東,1,1-5-6,5180,20,1,1,0
2025-10-08,7,一般戦,5,逃げ,南東,1,1-6-3,2310,8,1,1,0
2025-10-08,8,一般戦,5,逃げ,東,1,1-5-4,2040,10,1,1,1
2025-10-08,9,一般戦,5,差し,南東,1,2-1-4,1420,3,2,2,0
2025-10-08,10,準優勝戦,5,逃げ,東,1,1-2-3,770,1,1,1,0
2025-10-08,11,準優勝戦,5,逃げ,南東,1,1-2-3,440,1,1,1,0
2025-10-08,12,準優勝戦,5,逃げ,無,0,1-3-6,3780,14,1,1,0
2025-10-09,1,一般戦,6,まくり,南東,4,2-4-6,1420,4,2,2,0
2025-10-09,2,一般戦,6,抜き,北東,4,1-4-5,3430,11,1,1,0
2025-10-09,3,一般戦,6,逃げ,東,4,1-2-4,590,1,1,1,0
2025-10-09,4,一般戦,6,逃げ,北東,4,1-2-3,2520,9,1,1,0
2025-10-09,5,ウインウイン,6,逃げ,北東,3,1-4-2,910,2,1,1,0
2025-10-09,6,一般戦,6,まくり,北東,4,4-3-5,15670,37,4,4,0
2025-10-09,7,ウインウイン,6,逃げ,東,3,1-3-2,540,1,1,1,0
2025-10-09,8,一般戦,6,まくり差し,東,4,6-1-2,5440,18,6,6,0
2025-10-09,9,一般戦,6,逃げ,北東,3,1-2-5,720,1,1,1,0
2025-10-09,10,選抜戦,6,まくり差し,南東,3,4-3-2,20070,50,4,4,0
2025-10-09,11,選抜戦,6,差し,南東,3,2-1-4,3160,9,2,2,0
2025-10-09,12,優勝戦,6,逃げ,北東,3,1-2-3,650,1,1,1,0
2025-10-15,1,予選,1,まくり差し,北,1,5-4-1,3610,11,5,5,0
2025-10-15,2,予選,1,差し,北,1,2-5-4,17400,48,2,2,0
2025-10-15,3,予選,1,まくり差し,北東,1,4-1-2,4930,23,4,4,0
2025-10-15,4,予選,1,差し,無,0,4-2-6,1960,4,4,4,0
2025-10-15,5,ウインウイン,1,まくり差し,北東,2,5-2-6,120150,109,5,5,0
2025-10-15,6,予選,1,逃げ,東,2,1-4-3,4080,12,1,1,0
2025-10-15,7,ウインウイン,1,逃げ,北東,1,1-2-3,620,1,1,1,0
2025-10-15,8,予選,1,恵まれ,北東,2,1-3-2,370,1,1,1,0
2025-10-15,9,戸田特賞,1,逃げ,北東,2,1-4-2,1080,2,1,1,0
2025-10-15,10,戸田特賞,1,まくり,北東,1,4-2-5,2430,11,4,4,0
2025-10-15,11,記者選抜戦,1,逃げ,北東,2,1-2-5,1810,5,1,1,0
2025-10-15,12,戸田選抜戦,1,逃げ,北東,1,1-5-4,4010,16,1,1,0
2025-10-16,1,予選,2,抜き,無,0,2-5-3,3350,13,2,2,0
2025-10-16,2,予選,2,まくり差し,無,0,3-2-4,4890,21,3,3,0
2025-10-16,3,予選,2,抜き,無,0,3-2-5,2480,3,3,3,0
2025-10-16,4,予選,2,差し,無,0,2-1-4,11420,53,2,2,0
2025-10-16,5,ウインウイン,2,抜き,無,0,4-1-6,1380,4,4,4,0
2025-10-16,6,予選,2,まくり,北東,1,4-2-6,3180,13,4,4,0
2025-10-16,7,ウインウイン,2,逃げ,無,0,1-5-2,2000,8,1,1,0
2025-10-16,8,予選,2,逃げ,東,1,1-2-6,1290,3,1,1,0
2025-10-16,9,戸田特賞,2,まくり,東,1,3-1-5,780,1,3,3,0
2025-10-16,10,戸田特賞,2,まくり差し,無,0,5-1-3,4570,16,5,5,0
2025-10-16,11,戸田特選,2,逃げ,無,0,1-5-2,1540,4,1,1,0
2025-10-16,12,記者選抜戦,2,差し,無,0,2-6-1,33460,75,2,2,0
2025-10-17,1,予選,3,まくり差し,東,2,5-4-6,9690,40,5,5,0
2025-10-17,2,予選,3,まくり,北東,2,2-6-3,1720,4,2,2,0
2025-10-17,3,予選,3,逃げ,北東,2,1-3-4,7720,33,1,1,0
2025-10-17,4,予選,3,逃げ,北東,2,1-5-2,2020,2,1,1,0
2025-10-17,5,ウインウイン,3,逃げ,南東,2,1-5-4,5890,19,1,1,0
2025-10-17,6,予選,3,差し,北東,3,3-6-2,1340,4,3,3,0
2025-10-17,7,ウインウイン,3,逃げ,東,4,1-4-2,1070,5,1,1,0
2025-10-17,8,予選,3,逃げ,東,4,1-4-6,8900,30,1,1,0
2025-10-17,9,戸田特賞,3,まくり差し,東,3,6-3-1,8240,35,6,6,0
2025-10-17,10,戸田特賞,3,逃げ,東,3,1-6-5,7590,22,1,1,0
2025-10-17,11,戸田特選,3,まくり,東,3,3-6-2,59420,90,3,3,0
2025-10-17,12,記者選抜戦,3,逃げ,東,3,1-3-6,1390,4,1,1,0
2025-10-18,1,一般戦,4,まくり,無,0,3-5-2,12460,48,3,3,0
2025-10-18,2,一般戦,4,まくり差し,南東,1,3-2-5,5890,33,3,3,0
2025-10-18,3,一般戦,4,まくり差し,南東,3,4-3-2,2340,17,4,4,0
2025-10-18,4,一般戦,4,逃げ,南東,3,1-3-5,10780,38,1,1,0
2025-10-18,5,一般戦,4,逃げ,南,4,1-5-3,1440,3,1,1,0
2025-10-18,6,一般戦,4,まくり,南,4,2-5-6,3740,14,2,2,0
2025-10-18,7,一般戦,4,まくり,南,5,4-6-5,9330,33,3,4,1
2025-10-18,8,一般戦,4,逃げ,南,5,1-2-6,670,1,1,1,0
2025-10-18,9,戸田特賞,4,逃げ,南,4,1-2-5,2110,8,1,1,0
2025-10-18,10,戸田特賞,4,逃げ,南,5,1-3-6,4540,15,1,1,0
2025-10-18,11,準優勝戦,4,まくり,南,4,3-4-2,11130,33,3,3,0
2025-10-18,12,準優勝戦,4,まくり差し,南,3,3-1-6,8790,34,3,3,0
2025-10-19,1,一般戦,5,まくり差し,北東,2,3-1-6,1850,5,3,3,0
2025-10-19,2,一般戦,5,まくり差し,東,1,4-3-2,2340,5,4,4,0
2025-10-19,3,一般戦,5,まくり差し,東,2,3-4-5,4100,15,4,3,1
2025-10-19,4,一般戦,5,逃げ,東,4,1-5-2,2760,9,1,1,0
2025-10-19,5,ウインウイン,5,まくり,東,4,4-5-1,1950,9,4,4,0
2025-10-19,6,一般戦,5,逃げ,北東,3,1-2-6,1140,3,1,1,0
2025-10-19,7,ウインウイン,5,逃げ,東,4,1-4-2,1360,4,1,1,0
2025-10-19,8,一般戦,5,まくり,東,4,4-6-1,1600,6,4,4,0
2025-10-19,9,戸田特選,5,まくり差し,東,4,4-1-2,2980,9,4,4,0
2025-10-19,10,選抜戦,5,逃げ,東,4,1-4-2,6320,27,1,1,0
2025-10-19,11,選抜戦,5,差し,東,4,2-3-4,2450,10,2,2,0
2025-10-19,12,優勝戦,5,まくり差し,東,4,6-1-4,50730,98,6,6,0
2025-10-24,1,予選,1,逃げ,北,1,1-2-5,2960,10,1,1,0
2025-10-24,2,予選,1,まくり,北,2,2-5-4,9890,33,2,2,0
2025-10-24,3,予選,1,抜き,北東,2,2-1-3,7090,49,2,2,0
2025-10-24,4,予選,1,逃げ,北,2,1-2-4,4460,15,1,1,0
2025-10-24,5,ウインウイン,1,差し,北,1,2-4-1,3290,12,2,2,0
2025-10-24,6,予選,1,差し,北東,1,2-1-3,1520,3,2,2,0
2025-10-24,7,ウインウイン,1,逃げ,北東,1,1-2-4,1750,6,1,1,0
2025-10-24,8,予選,1,逃げ,北東,2,1-2-4,3100,11,1,1,0
2025-10-24,9,戸田特賞,1,逃げ,東,3,1-2-3,1550,3,1,1,0
2025-10-24,10,戸田特賞,1,まくり,北東,1,3-2-5,13160,35,3,3,0
2025-10-24,11,記者選抜戦,1,まくり,北東,3,5-1-3,33180,62,5,5,0
2025-10-24,12,戸田選抜戦,1,逃げ,北東,1,1-3-4,2030,6,1,1,0
2025-10-25,1,予選,2,抜き,北西,1,6-3-4,12070,52,5,6,0
2025-10-25,2,予選,2,まくり,北,1,4-1-5,2620,5,4,4,0
2025-10-25,3,予選,2,差し,北西,1,6-5-1,5450,23,6,6,0
2025-10-25,4,予選,2,まくり,北西,1,3-4-2,10720,51,3,3,0
2025-10-25,5,ウインウイン,2,まくり,北,1,2-3-1,6640,31,2,2,0
2025-10-25,6,予選,2,逃げ,北西,2,1-5-3,4450,20,1,1,0
2025-10-25,7,ウインウイン,2,逃げ,北西,2,1-2-4,700,1,1,1,0
2025-10-25,8,予選,2,まくり,北,1,4-6-2,11600,53,4,4,0
2025-10-25,9,戸田特賞,2,差し,北,1,3-1-5,1530,2,2,3,1
2025-10-25,10,戸田特賞,2,逃げ,北西,2,1-2-6,1150,4,1,1,0
2025-10-25,11,戸田特選,2,まくり差し,北西,1,3-1-5,5790,20,3,3,0
2025-10-25,12,記者選抜戦,2,まくり,無,0,2-3-4,8780,29,2,2,0
2025-10-26,1,予選,3,差し,北西,1,2-1-5,3540,14,2,2,0
2025-10-26,2,予選,3,差し,北西,1,2-5-1,8610,41,2,2,0
2025-10-26,3,予選,3,まくり,北西,1,6-5-2,2470,3,2,6,1
2025-10-26,4,予選,3,まくり,北西,1,3-1-4,4720,16,3,3,0
2025-10-26,5,ウインウイン,3,逃げ,北,2,1-4-3,4520,13,1,1,0
2025-10-26,6,予選,3,まくり差し,無,0,5-3-4,34780,88,5,5,0
2025-10-26,7,ウインウイン,3,逃げ,北,1,1-3-5,880,2,1,1,0
2025-10-26,8,予選,3,差し,北,1,2-1-5,1720,1,2,2,0
2025-10-26,9,戸田特賞,3,逃げ,北,1,1-3-5,4890,16,1,1,0
2025-10-26,10,戸田特賞,3,逃げ,北西,1,1-5-2,2910,10,1,1,0
2025-10-26,11,戸田特選,3,逃げ,北西,1,1-2-3,1200,3,1,1,0
2025-10-26,12,記者選抜戦,3,逃げ,北,1,1-2-6,5970,23,1,1,0
2025-10-27,1,一般戦,4,まくり,北,2,3-4-1,2970,12,3,3,0
2025-10-27,2,一般戦,4,逃げ,北,2,1-3-4,1740,6,1,1,0
2025-10-27,3,一般戦,4,逃げ,北西,3,1-2-4,2780,6,1,1,0
2025-10-27,4,一般戦,4,逃げ,北,1,1-4-6,900,2,1,1,0
2025-10-27,5,ウインウイン,4,まくり,北,1,4-5-2,6980,32,4,4,0
2025-10-27,6,一般戦,4,逃げ,北,2,1-4-3,2430,10,1,1,0
2025-10-27,7,ウインウイン,4,逃げ,北東,2,1-3-4,570,1,1,1,0
2025-10-27,8,一般戦,4,逃げ,北,1,1-6-4,10970,38,1,1,0
2025-10-27,9,戸田特選,4,まくり差し,南西,1,5-3-6,151650,110,5,5,0
2025-10-27,10,選抜戦,4,逃げ,無,0,1-5-6,14070,57,1,1,0
2025-10-27,11,選抜戦,4,まくり差し,無,0,6-4-1,22990,70,6,6,0
2025-10-27,12,優勝戦,4,まくり,無,0,5-6-4,31340,104,5,5,0
2025-11-04,1,予選,1,まくり,北東,2,2-4-3,3240,8,2,2,0
2025-11-04,2,予選,1,差し,北東,1,3-4-6,3610,15,3,3,0
2025-11-04,3,予選,1,抜き,北東,2,6-5-2,32170,89,6,6,0
2025-11-04,4,予選,1,逃げ,東,2,1-4-2,1360,1,1,1,0
2025-11-04,5,予選,1,まくり差し,無,0,4-3-1,7120,35,4,4,0
2025-11-04,6,予選,1,逃げ,無,0,1-2-5,540,1,1,1,0
2025-11-04,7,予選,1,逃げ,東,1,1-5-2,2390,7,1,1,0
2025-11-04,8,予選,1,逃げ,南東,1,1-2-6,2070,6,1,1,0
2025-11-04,9,戸田特賞,1,差し,東,2,4-3-2,45380,88,4,4,0
2025-11-04,10,戸田特賞,1,まくり差し,東,1,4-3-5,16840,44,4,4,0
2025-11-04,11,記者選抜戦,1,まくり,東,1,3-4-1,1560,5,3,3,0
2025-11-04,12,戸田選抜戦,1,まくり差し,無,0,5-1-6,29710,79,5,5,0
2025-11-05,1,予選,2,まくり,北東,1,3-1-6,7310,33,3,3,0
2025-11-05,2,予選,2,まくり,無,0,2-5-4,2800,8,2,2,0
2025-11-05,3,予選,2,差し,無,0,3-1-6,5340,20,3,3,0
2025-11-05,4,予選,2,まくり,無,0,6-1-4,11600,50,5,6,0
2025-11-05,5,予選,2,まくり,北,1,2-4-5,6640,27,2,2,0
2025-11-05,6,予選,2,まくり,北東,1,2-5-4,3180,10,2,2,0
2025-11-05,7,予選,2,逃げ,無,0,1-6-4,1630,2,1,1,1
2025-11-05,8,予選,2,逃げ,無,0,1-5-6,1490,2,1,1,1
2025-11-05,9,戸田特賞,2,まくり,無,0,4-2-6,26530,93,4,4,0
2025-11-05,10,戸田特賞,2,まくり,無,0,4-3-1,3130,13,4,4,0
2025-11-05,11,戸田特選,2,逃げ,無,0,1-5-2,3300,11,1,1,0
2025-11-05,12,記者選抜戦,2,逃げ,北,1,1-4-3,720,2,1,1,1
2025-11-06,1,予選,3,差し,北西,2,2-1-4,6990,27,2,2,0
2025-11-06,2,予選,3,まくり差し,北西,2,6-3-4,98950,119,6,6,0
2025-11-06,3,予選,3,逃げ,北,2,1-2-6,8830,37,1,1,0
2025-11-06,4,予選,3,抜き,北,1,1-4-2,2480,9,1,1,0
2025-11-06,5,予選,3,まくり,北西,3,4-5-3,8000,32,4,4,0
2025-11-06,6,予選,3,差し,北西,2,3-2-6,20330,74,3,3,0
2025-11-06,7,予選,3,差し,北,2,2-1-5,10220,33,2,2,0
2025-11-06,8,予選,3,まくり,北西,1,5-1-6,2370,8,4,5,0
2025-11-06,9,戸田特賞,3,まくり差し,北西,2,6-1-4,14320,44,6,6,0
2025-11-06,10,戸田特賞,3,差し,北,1,3-5-2,6250,24,3,3,0
2025-11-06,11,戸田特選,3,逃げ,北,1,1-5-6,1720,5,1,1,0
2025-11-06,12,記者選抜戦,3,逃げ,北,1,1-4-2,1800,6,1,1,0
2025-11-07,1,一般戦,4,恵まれ,北西,4,1-5-2,1240,6,1,1,0
2025-11-07,2,一般戦,4,逃げ,北西,4,1-3-4,4580,20,1,1,0
2025-11-07,3,一般戦,4,差し,北西,4,2-3-6,12960,44,2,2,0
2025-11-07,4,一般戦,4,差し,北,4,2-3-4,2590,10,2,2,0
2025-11-07,5,一般戦,4,まくり差し,北,5,3-2-5,2130,7,3,3,0
2025-11-07,6,一般戦,4,差し,北,4,2-1-6,1270,1,2,2,0
2025-11-07,7,一般戦,4,逃げ,北,3,1-3-5,1120,3,1,1,0
2025-11-07,8,一般戦,4,まくり差し,北西,4,3-1-6,5320,19,3,3,0
2025-11-07,9,戸田特賞,4,まくり差し,北西,4,4-1-5,29690,64,4,4,0
2025-11-07,10,戸田特賞,4,逃げ,北西,4,1-3-2,1370,2,1,1,0
