ym,touban,tot_n,tot_top3,c1n,c1w,c4n,c4w,c4mk,c4st_sum,c4st_n,c6n,c6w2,c6w3,c6st_sum,c6st_n,t4n,t4mk,t6n,t6_23
2025-08,5277,3,0,0,0,0,0,0,0,0,1,0,0,0.21,1,0,0,0,0
2025-08,5278,24,17,5,5,4,0,0,0.67,4,4,2,1,0.78,4,1,0,1,0
2025-08,5279,24,12,3,2,5,0,0,0.94,5,2,0,0,0.23,2,0,0,0,0
2025-08,5280,20,14,4,4,5,0,0,0.67,5,2,1,0,0.44,2,0,0,0,0
2025-08,5281,18,13,3,3,2,0,0,0.27,2,5,2,2,0.92,5,0,0,0,0
2025-08,5282,20,5,3,1,2,0,0,0.13,2,4,0,0,0.89,4,0,0,0,0
2025-08,5283,15,4,1,1,2,0,0,0.62,2,3,0,0,0.8,3,0,0,0,0
2025-08,5284,14,4,1,0,4,0,0,0.67,4,3,0,0,0.31,3,0,0,0,0
2025-08,5285,23,0,3,0,5,0,0,0.69,5,4,0,0,0.62,4,0,0,0,0
2025-08,5286,26,8,3,0,2,0,0,0.25,2,5,0,0,0.68,5,0,0,0,0
2025-08,5287,6,1,0,0,1,0,0,0.15,1,1,0,0,0.07,1,0,0,0,0
2025-08,5288,20,1,2,0,4,0,0,0.77,4,4,0,0,0.84,4,2,0,1,0
2025-08,5289,20,13,2,2,3,1,1,0.47,3,4,1,1,0.66,4,0,0,0,0
2025-08,5290,15,2,3,0,2,1,1,0.44,2,3,0,0,0.59,3,0,0,0,0
2025-08,5291,24,4,3,1,4,0,0,0.88,4,4,0,0,0.97,4,0,0,0,0
2025-08,5292,17,3,3,0,2,0,0,0.33,2,5,0,0,1.25,5,0,0,0,0
2025-08,5293,12,0,0,0,0,0,0,0,0,10,0,0,2.92,10,0,0,0,0
2025-08,5294,27,11,3,2,5,0,0,0.73,5,3,0,0,0.35,3,0,0,0,0
2025-08,5296,23,7,2,1,2,0,0,0.33,2,2,0,0,0.21,2,0,0,0,0
2025-08,5297,22,2,0,0,5,0,0,1.4,5,5,0,0,1.29,5,0,0,0,0
2025-08,5298,29,18,5,3,7,0,0,1.5,7,7,1,5,0.92,7,0,0,0,0
2025-08,5299,18,9,3,2,2,0,0,0.36,2,3,0,0,0.62,3,0,0,0,0
2025-08,5300,25,4,2,1,2,0,0,0.25,2,9,1,0,2.18,9,0,0,0,0
2025-08,5301,21,7,5,3,2,0,0,0.24,2,1,1,0,0.12,1,0,0,0,0
2025-08,5302,17,4,1,1,2,0,0,0.4,2,6,0,0,1.1,6,0,0,0,0
2025-08,5303,20,9,3,3,3,0,0,0.49,3,3,0,1,0.54,3,2,0,1,0
2025-08,5304,16,1,1,0,1,0,0,0.12,1,9,1,0,1.46,9,0,0,0,0
2025-08,5305,18,4,3,0,3,0,0,0.28,3,4,0,0,0.62,4,0,0,0,0
2025-08,5306,15,2,2,0,2,0,0,0.46,2,1,0,0,0.29,1,1,0,0,0
2025-08,5307,19,7,4,2,1,0,0,0.29,1,4,0,1,0.88,4,0,0,0,0
2025-08,5308,14,5,2,0,4,1,1,0.4,4,1,0,0,0.23,1,0,0,0,0
2025-08,5309,14,0,0,0,4,0,0,0.65,4,6,0,0,0.78,6,0,0,0,0
2025-08,5310,13,1,2,1,3,0,0,0.52,3,2,0,0,0.49,2,0,0,0,0
2025-08,5311,19,7,2,1,4,1,0,0.66,4,3,0,1,0.62,3,0,0,0,0
2025-08,5312,25,4,3,0,3,0,0,0.83,3,4,0,1,0.52,4,0,0,0,0
2025-08,5313,22,4,0,0,5,0,0,0.94,5,11,1,1,1.72,11,1,0,6,1
2025-08,5314,16,2,0,0,6,0,0,0.9,6,3,0,0,0.51,3,0,0,0,0
2025-08,5315,22,5,3,0,6,0,0,1.31,6,0,0,0,0,0,1,0,0,0
2025-08,5316,23,6,0,0,8,0,0,1.11,8,8,1,0,0.72,8,2,0,4,1
2025-08,5317,28,19,5,2,4,1,1,0.57,4,4,1,2,0.54,4,0,0,0,0
2025-08,5318,9,0,0,0,0,0,0,0,0,4,0,0,0.67,4,0,0,0,0
2025-08,5319,21,12,4,3,2,1,1,0.19,2,4,0,2,0.64,4,0,0,0,0
2025-08,5320,18,2,2,0,4,0,0,0.73,4,1,0,0,0.23,1,0,0,0,0
2025-08,5321,18,8,1,1,1,0,0,0.19,1,4,0,1,0.6,4,0,0,0,0
2025-08,5322,17,1,2,0,2,0,0,0.41,2,3,0,1,0.28,3,0,0,0,0
2025-08,5324,16,3,2,1,4,0,0,0.98,4,3,0,0,0.79,3,0,0,0,0
2025-08,5325,9,1,0,0,2,0,0,0.4,2,3,0,0,0.62,3,0,0,0,0
2025-08,5326,17,2,0,0,2,0,0,0.31,2,11,0,0,2.01,11,0,0,0,0
2025-08,5327,22,1,0,0,7,0,0,1.75,7,7,0,0,1.47,7,2,0,1,0
2025-08,5328,13,3,0,0,4,0,0,0.55,4,5,1,1,0.94,5,0,0,0,0
2025-08,5329,17,3,0,0,6,0,0,1.18,6,6,1,0,1.17,6,0,0,0,0
2025-08,5330,19,14,2,2,3,1,1,0.48,3,3,0,2,0.58,3,0,0,0,0
2025-08,5331,20,6,4,2,1,0,0,0.07,1,6,0,0,0.92,6,0,0,0,0
2025-08,5332,9,0,0,0,1,0,0,0.42,1,0,0,0,0,0,0,0,0,0
2025-08,5333,29,10,3,2,5,0,0,0.94,5,6,0,0,0.95,6,0,0,0,0
2025-08,5334,18,2,3,0,2,0,0,0.51,2,3,0,0,0.4,3,0,0,0,0
2025-08,5335,17,4,0,0,3,0,0,0.58,3,3,0,0,0.37,3,0,0,0,0
2025-08,5337,21,2,0,0,2,0,0,0.4,2,10,0,0,1.77,10,0,0,0,0
2025-08,5338,19,4,0,0,4,0,0,0.96,4,7,0,0,1.42,7,0,0,0,0
2025-08,5339,20,9,0,0,6,0,0,1.28,6,10,1,2,1.56,10,0,0,0,0
2025-08,5340,16,2,0,0,5,0,0,0.92,5,6,1,0,0.91,6,0,0,0,0
2025-08,5341,12,0,0,0,1,0,0,0.15,1,8,0,0,1.65,8,0,0,0,0
2025-08,5342,15,0,0,0,5,0,0,0.97,5,8,0,0,1.35,8,0,0,0,0
2025-08,5343,24,5,0,0,2,0,0,0.49,2,20,3,2,3.23,20,0,0,0,0
2025-08,5344,18,4,0,0,2,0,0,0.26,2,11,1,0,1.8,11,1,0,3,0
2025-08,5345,15,0,0,0,4,0,0,0.84,4,7,0,0,1.48,7,0,0,0,0
2025-08,5346,15,0,0,0,3,0,0,0.83,3,8,0,0,1.33,8,0,0,0,0
2025-08,5347,16,0,0,0,5,0,0,1.31,5,7,0,0,1.28,7,0,0,0,0
2025-08,5348,9,1,0,0,0,0,0,0,0,9,0,0,1.63,9,0,0,0,0
2025-08,5349,16,0,0,0,3,0,0,0.44,3,10,0,0,2.31,10,0,0,0,0
2025-08,5350,16,3,1,0,5,0,0,0.7,5,4,0,0,0.64,4,0,0,0,0
2025-08,5351,22,4,0,0,8,0,0,1.49,8,9,0,1,1.08,9,0,0,0,0
2025-08,5352,22,8,0,0,6,1,1,0.74,6,11,1,2,1.74,11,0,0,0,0
2025-08,5353,16,1,0,0,0,0,0,0,0,9,0,0,1.47,9,0,0,0,0
2025-08,5354,6,0,0,0,0,0,0,0,0,6,0,0,1.6,6,0,0,0,0
2025-08,5355,12,1,0,0,1,0,0,0.07,1,5,0,0,0.82,5,0,0,0,0
2025-08,5356,23,11,0,0,5,1,1,0.65,5,9,1,3,1.32,9,0,0,0,0
2025-08,5357,18,2,0,0,5,0,0,0.98,5,10,1,1,1.59,10,0,0,0,0
2025-08,5358,14,5,2,0,2,0,0,0.35,2,3,0,1,0.3,3,0,0,0,0
2025-08,5359,19,2,2,0,3,0,0,0.61,3,4,1,0,0.74,4,0,0,0,0
2025-08,5360,15,1,0,0,6,0,0,1.13,6,4,0,0,0.62,4,2,0,2,0
2025-08,5361,9,1,0,0,3,0,0,0.75,3,4,0,1,0.49,4,0,0,0,0
2025-08,5362,13,1,0,0,2,0,0,0.27,2,7,0,1,1.42,7,0,0,0,0
2025-08,5363,8,0,0,0,0,0,0,0,0,8,0,0,1,7,0,0,0,0
2025-08,5364,9,0,0,0,0,0,0,0,0,7,0,0,0.88,7,0,0,0,0
2025-08,5365,16,1,0,0,3,0,0,0.78,3,7,0,0,1.21,7,0,0,0,0
2025-08,5366,17,0,0,0,1,0,0,0.23,1,15,0,0,2.95,15,0,0,0,0
2025-08,5367,9,1,0,0,3,0,0,0.16,2,3,0,0,0.16,3,0,0,0,0
2025-08,5368,4,1,0,0,2,0,0,0.34,2,1,0,0,0.16,1,0,0,0,0
2025-08,5369,3,0,0,0,1,0,0,0.24,1,2,0,0,0.24,2,0,0,0,0
2025-08,5370,17,0,0,0,1,0,0,0.18,1,14,0,0,2.82,14,0,0,0,0
2025-08,5371,11,0,0,0,3,0,0,0.42,3,5,0,0,1.25,5,0,0,0,0
2025-08,5372,16,0,0,0,0,0,0,0,0,16,0,0,3.15,16,0,0,0,0
2025-08,5373,9,0,0,0,1,0,0,0.44,1,3,0,0,0.92,3,0,0,0,0
2025-08,5374,13,2,0,0,2,0,0,0.16,2,8,0,1,1.04,8,0,0,0,0
2025-08,5375,9,1,0,0,0,0,0,0,0,6,0,1,1.29,6,0,0,0,0
2025-08,5376,19,8,1,1,2,0,0,0.33,2,8,2,1,1.15,8,0,0,0,0
2025-08,5377,15,4,0,0,0,0,0,0,0,12,0,2,1.38,12,0,0,5,1
2025-08,5378,6,1,0,0,0,0,0,0,0,5,0,1,1.04,5,0,0,0,0
2025-08,5379,10,1,0,0,0,0,0,0,0,10,0,1,2.08,10,0,0,0,0
2025-08,5380,9,0,0,0,0,0,0,0,0,9,0,0,2.84,9,0,0,0,0
2025-08,5381,9,1,0,0,1,0,0,0.12,1,5,0,1,0.78,5,0,0,0,0
2025-08,5382,18,6,0,0,5,0,0,1.02,5,7,0,1,0.81,7,0,0,0,0
2025-08,5383,12,1,0,0,0,0,0,0,0,12,1,0,1.93,12,0,0,0,0
2025-08,5384,14,0,0,0,0,0,0,0,0,14,0,0,2.28,14,0,0,0,0
2025-08,5385,16,1,0,0,2,0,0,0.5,2,12,0,0,2.32,12,0,0,0,0
2025-08,5386,20,1,0,0,2,0,0,0.27,2,14,1,0,2.26,14,0,0,0,0
2025-08,5387,22,0,0,0,3,0,0,0.39,3,17,0,0,2.5,17,0,0,0,0
2025-08,5388,18,2,0,0,4,0,0,0.49,4,9,0,1,1.5,9,0,0,0,0
2025-08,5389,21,0,0,0,0,0,0,0,0,21,0,0,3.4,21,0,0,0,0
2025-08,5390,12,0,0,0,0,0,0,0,0,10,0,0,1.58,10,0,0,0,0
2025-08,5391,17,2,0,0,2,0,0,0.33,2,14,0,2,1.83,13,0,0,0,0
2025-08,5392,12,0,0,0,0,0,0,0,0,12,0,0,2.42,12,0,0,0,0
2025-08,5393,15,0,0,0,0,0,0,0,0,15,0,0,3.21,15,0,0,0,0
2025-08,5394,8,0,0,0,0,0,0,0,0,8,0,0,1.55,8,0,0,8,0
2025-08,5395,12,0,0,0,0,0,0,0,0,12,0,0,2.51,12,0,0,0,0
2025-08,5396,17,1,0,0,0,0,0,0,0,17,0,1,3.04,17,0,0,0,0
2025-08,5397,18,0,0,0,0,0,0,0,0,18,0,0,3.36,18,0,0,0,0
2025-08,5398,18,3,0,0,0,0,0,0,0,16,0,2,2.66,16,0,0,0,0
2025-08,5399,8,0,0,0,0,0,0,0,0,8,0,0,1.34,8,0,0,0,0
2025-08,5400,14,0,0,0,0,0,0,0,0,14,0,0,2.14,14,0,0,0,0
2025-08,5401,13,0,0,0,0,0,0,0,0,13,0,0,3.22,13,0,0,0,0
2025-08,5402,9,0,0,0,0,0,0,0,0,9,0,0,2.01,9,0,0,0,0
2025-08,5403,6,0,0,0,0,0,0,0,0,6,0,0,0.98,6,0,0,0,0
2025-08,5404,23,0,0,0,0,0,0,0,0,22,0,0,6.04,22,0,0,0,0
2025-08,5405,9,0,0,0,0,0,0,0,0,9,0,0,1.73,9,0,0,0,0
2025-08,5406,18,0,0,0,0,0,0,0,0,18,0,0,3.77,17,0,0,0,0
2025-08,5407,15,1,0,0,0,0,0,0,0,15,0,1,2.76,15,0,0,0,0
2025-08,5408,10,0,0,0,0,0,0,0,0,10,0,0,1.72,10,0,0,0,0
2025-08,5409,15,0,0,0,0,0,0,0,0,15,0,0,2.5,15,0,0,0,0
2025-08,5410,13,0,0,0,0,0,0,0,0,13,0,0,2.93,13,0,0,0,0
2025-08,5411,8,0,0,0,0,0,0,0,0,8,0,0,1.04,8,0,0,0,0
2025-08,5412,16,0,0,0,0,0,0,0,0,16,0,0,2.53,16,0,0,0,0
2025-08,5413,17,0,0,0,0,0,0,0,0,17,0,0,2.69,17,0,0,0,0
2025-08,5414,15,0,0,0,0,0,0,0,0,15,0,0,3.28,14,0,0,0,0
2025-08,5415,17,0,0,0,0,0,0,0,0,17,0,0,3.39,17,0,0,0,0
2025-08,5416,18,1,0,0,0,0,0,0,0,18,0,1,2.79,18,0,0,0,0
2025-08,5417,18,1,0,0,0,0,0,0,0,18,0,1,4.01,18,0,0,0,0
2025-08,5418,15,0,0,0,0,0,0,0,0,15,0,0,3.59,15,0,0,0,0
2025-08,5419,17,1,0,0,0,0,0,0,0,17,0,1,4.26,17,0,0,8,0
2025-08,5420,8,0,0,0,0,0,0,0,0,8,0,0,1.43,8,0,0,0,0
2025-09,2538,18,5,3,0,3,0,0,0.84,3,1,0,0,0.35,1,0,0,0,0
2025-09,2878,17,12,4,4,3,0,0,0.38,3,0,0,0,0,0,0,0,0,0
2025-09,3024,28,21,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09,3054,13,3,2,0,2,0,0,0.14,1,4,0,1,0.54,4,0,0,0,0
2025-09,3070,8,2,1,0,2,0,0,0.2,2,0,0,0,0,0,0,0,0,0
2025-09,3072,16,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09,3075,18,9,2,1,3,0,0,0.43,3,2,0,0,0.24,2,0,0,0,0
2025-09,3081,12,8,2,1,1,0,0,0.16,1,0,0,0,0,0,0,0,0,0
2025-09,3105,19,7,2,1,3,0,0,0.55,3,2,0,0,0.33,2,0,0,0,0
2025-09,3107,12,1,1,0,3,0,0,0.37,3,2,0,0,0.29,2,0,0,0,0
2025-09,3156,17,3,2,1,4,0,0,0.64,4,0,0,0,0,0,0,0,0,0
2025-09,3158,23,16,2,0,7,2,2,0.97,7,3,1,1,0.58,3,0,0,0,0
2025-09,3159,15,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09,3161,10,5,2,1,3,0,0,0.47,3,0,0,0,0,0,0,0,0,0
2025-09,3175,15,8,2,0,3,1,1,0.41,3,2,0,0,0.3,2,0,0,0,0
2025-09,3176,17,10,3,3,3,0,0,0.7,3,1,0,0,0.16,1,0,0,0,0
2025-09,3202,19,4,4,0,2,0,0,0.35,2,4,0,0,0.94,4,0,0,0,0
2025-09,3207,7,1,1,0,1,0,0,0.12,1,0,0,0,0,0,0,0,0,0
2025-09,3211,16,4,3,1,2,0,0,0.26,2,2,0,0,0.41,2,0,0,0,0
2025-09,3212,13,5,2,0,4,0,0,0.7,4,1,0,0,0.11,1,0,0,0,0
2025-09,3224,16,8,2,1,2,0,0,0.38,2,1,0,0,0.3,1,0,0,0,0
2025-09,3226,21,9,3,1,4,0,0,0.65,4,2,0,0,0.33,2,0,0,0,0
2025-09,3232,18,12,4,4,2,0,0,0.29,2,3,0,0,0.55,3,0,0,0,0
2025-09,3233,12,6,2,1,3,0,0,0.57,3,1,0,1,0.23,1,0,0,0,0
2025-09,3246,15,5,2,0,3,0,0,0.44,3,1,0,0,0.21,1,0,0,0,0
2025-09,3251,19,11,3,1,2,0,0,0.31,2,3,1,0,0.62,3,0,0,0,0
2025-09,3256,20,9,2,1,1,0,0,0.13,1,3,0,0,0.44,3,0,0,0,0
2025-09,3257,17,16,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09,3265,15,12,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09,3268,10,3,2,2,2,0,0,0.32,2,0,0,0,0,0,0,0,0,0
2025-09,3277,16,9,2,1,3,0,0,0.6,3,1,0,0,0.21,1,0,0,0,0
2025-09,3282,7,4,1,0,1,0,0,0.23,1,1,0,0,0.29,1,0,0,0,0
2025-09,3284,8,1,1,0,1,0,0,0.21,1,0,0,0,0,0,0,0,0,0
2025-09,3286,16,7,2,1,3,0,0,0.54,3,2,0,0,0.43,2,1,0,1,0
2025-09,3289,21,3,5,0,3,0,0,0.43,3,2,0,0,0.43,2,0,0,0,0
2025-09,3293,16,10,2,1,3,0,0,0.67,3,3,0,0,0.42,3,1,0,1,0
2025-09,3294,13,3,1,1,1,0,0,0.21,1,2,0,0,0.21,2,1,0,1,0
2025-09,3297,19,7,3,0,1,0,0,0.19,1,0,0,0,0,0,1,0,0,0
2025-09,3300,27,17,5,5,5,2,2,0.52,5,1,1,0,0.04,1,0,0,0,0
2025-09,3303,18,9,3,0,3,0,0,0.56,3,3,1,0,0.54,3,0,0,0,0
2025-09,3304,16,7,2,2,3,0,0,0.34,3,4,1,1,0.64,4,0,0,0,0
2025-09,3305,10,2,1,0,1,0,0,0.1,1,2,0,0,0.46,2,0,0,0,0
2025-09,3306,16,7,3,1,3,0,0,0.37,3,1,0,0,0.2,1,2,0,1,0
2025-09,3315,4,0,0,0,0,0,0,0,0,4,0,0,1.37,4,0,0,0,0
2025-09,3319,17,6,3,1,3,0,0,0.43,3,2,0,1,0.31,2,0,0,0,0
2025-09,3327,10,6,1,0,4,1,1,0.68,4,0,0,0,0,0,0,0,0,0
2025-09,3333,25,17,6,5,4,0,0,0.58,4,2,0,2,0.29,2,0,0,0,0
2025-09,3334,17,10,2,2,5,0,0,1.03,5,1,0,0,0.2,1,0,0,0,0
2025-09,3339,13,6,2,1,2,0,0,0.15,2,2,0,0,0.24,2,0,0,0,0
2025-09,3340,15,2,2,1,1,0,0,0.15,1,1,0,0,0.25,1,0,0,0,0
2025-09,3346,17,8,2,1,3,1,1,0.51,3,3,0,1,0.29,3,0,0,0,0
2025-09,3349,27,18,5,3,9,3,3,1.15,9,0,0,0,0,0,0,0,0,0
2025-09,3352,15,5,0,0,0,0,0,0,0,15,1,3,2.61,15,0,0,0,0
2025-09,3355,9,4,2,0,1,0,0,0.39,1,1,0,0,0.18,1,0,0,0,0
2025-09,3357,15,4,3,0,3,0,0,0.71,3,3,0,0,0.68,3,0,0,0,0
2025-09,3361,15,5,3,0,1,0,0,0.19,1,3,0,1,0.75,3,0,0,2,1
2025-09,3362,25,19,5,4,5,0,0,0.81,5,0,0,0,0,0,2,0,0,0
2025-09,3370,16,4,1,1,3,0,0,0.43,3,2,0,0,0.38,2,1,0,1,0
2025-09,3372,12,4,2,0,3,0,0,0.75,3,1,0,0,0.19,1,0,0,0,0
2025-09,3377,9,2,1,0,2,0,0,0.37,2,1,0,0,0.25,1,0,0,0,0
2025-09,3381,19,9,3,2,2,1,1,0.27,2,1,0,0,0.27,1,0,0,0,0
2025-09,3385,16,7,2,1,4,0,0,0.86,4,2,0,0,0.71,2,0,0,0,0
2025-09,3388,15,6,2,2,6,0,0,0.44,5,2,0,0,0.29,2,0,0,0,0
2025-09,3392,21,6,3,1,5,0,0,1,5,4,0,0,0.88,4,0,0,0,0
2025-09,3401,12,3,1,1,2,0,0,0.63,2,2,0,0,0.81,2,0,0,0,0
2025-09,3406,20,15,5,3,2,1,1,0.4,2,3,0,2,0.4,3,0,0,0,0
2025-09,3411,13,2,2,0,1,0,0,0.24,1,1,0,0,0.08,1,0,0,0,0
2025-09,3412,31,20,4,2,7,0,0,1,7,6,1,0,0.78,6,1,0,0,0
2025-09,3414,12,4,3,1,2,0,0,0.33,2,3,0,1,0.86,3,0,0,2,1
2025-09,3415,17,7,3,2,1,0,0,0.04,1,2,1,1,0.29,2,0,0,0,0
2025-09,3422,11,8,4,3,2,1,0,0.22,2,2,0,1,0.14,2,0,0,0,0
2025-09,3430,18,4,2,0,3,0,0,0.49,3,3,0,0,0.49,3,0,0,0,0
2025-09,3432,20,7,2,0,6,0,0,1.08,6,2,1,0,0.58,2,0,0,0,0
2025-09,3434,18,12,4,2,4,0,0,0.36,4,2,0,0,0.27,2,0,0,0,0
2025-09,3435,14,11,4,3,2,0,0,0.3,2,3,1,1,0.54,3,0,0,0,0
2025-09,3436,11,5,2,2,1,0,0,0.16,1,1,0,1,0.28,1,0,0,0,0
2025-09,3439,9,3,1,1,2,0,0,0.35,2,0,0,0,0,0,0,0,0,0
2025-09,3441,7,3,1,0,2,0,0,0.55,2,0,0,0,0,0,0,0,0,0
2025-09,3442,16,5,1,1,2,0,0,0.33,2,4,0,0,0.61,4,0,0,0,0
2025-09,3445,7,3,1,0,1,0,0,0.19,1,1,0,0,0.21,1,0,0,0,0
2025-09,3448,15,8,2,0,2,0,0,0.45,2,1,0,0,0.28,1,0,0,0,0
2025-09,3454,12,4,2,0,2,0,0,0.23,2,2,0,0,0.37,2,0,0,0,0
2025-09,3455,18,9,2,0,4,0,0,0.5,4,2,0,1,0.63,2,0,0,0,0
2025-09,3458,15,7,2,1,3,0,0,0.53,3,2,0,0,0.3,2,0,0,0,0
2025-09,3461,9,1,1,0,2,0,0,0.52,2,3,0,0,0.92,3,0,0,0,0
2025-09,3463,17,3,3,0,3,0,0,0.45,3,1,0,0,0.26,1,0,0,0,0
2025-09,3467,10,2,2,1,1,0,0,0.14,1,2,0,0,0.22,2,0,0,0,0
2025-09,3470,12,8,1,0,1,0,0,0.16,1,2,0,0,0.14,2,0,0,0,0
2025-09,3471,7,3,1,0,1,0,0,0.2,1,0,0,0,0,0,0,0,0,0
2025-09,3473,27,16,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09,3474,10,6,2,0,2,0,0,0.21,2,1,0,0,0.33,1,0,0,0,0
2025-09,3475,18,9,3,0,3,0,0,0.42,3,2,0,0,0.43,2,0,0,0,0
2025-09,3477,12,1,2,0,2,0,0,0.28,2,2,0,0,0.95,2,0,0,0,0
2025-09,3478,17,11,3,2,2,0,0,0.25,2,4,0,1,0.93,4,0,0,0,0
2025-09,3482,26,15,4,2,4,0,0,0.7,4,5,2,2,0.92,5,0,0,0,0
2025-09,3484,32,18,7,3,8,1,0,1.18,8,3,1,0,0.55,3,0,0,0,0
2025-09,3489,25,13,5,3,3,0,0,0.47,3,3,1,0,0.49,3,2,0,1,1
2025-09,3497,8,1,1,0,2,0,0,0.32,2,1,0,0,0.16,1,0,0,0,0
2025-09,3499,22,10,5,4,4,0,0,0.45,4,3,0,0,0.44,3,0,0,0,0
2025-09,3502,19,13,4,3,5,0,0,0.74,5,0,0,0,0,0,0,0,0,0
2025-09,3503,13,6,1,1,3,0,0,0.54,3,1,0,1,0.16,1,0,0,0,0
2025-09,3505,19,11,3,1,5,1,0,0.7,5,2,0,0,0.26,2,3,0,1,0
2025-09,3507,14,4,2,0,4,0,0,1.06,4,0,0,0,0,0,0,0,0,0
2025-09,3508,18,8,2,0,3,0,0,0.59,3,3,0,0,0.72,3,0,0,0,0
2025-09,3509,13,3,2,0,2,0,0,0.21,2,2,0,0,0.31,2,0,0,0,0
2025-09,3514,19,11,4,3,3,0,0,0.6,3,2,0,0,0.37,2,0,0,0,0
2025-09,3516,10,6,2,0,3,0,0,0.53,3,3,0,1,0.32,3,0,0,0,0
2025-09,3517,21,15,4,1,4,1,1,0.49,4,0,0,0,0,0,0,0,0,0
2025-09,3518,14,6,2,0,2,1,0,0.22,2,4,0,0,0.79,4,0,0,0,0
2025-09,3519,14,4,3,1,4,0,0,0.56,4,2,0,0,0.31,2,0,0,0,0
2025-09,3523,15,7,2,0,2,0,0,0.61,2,5,1,0,1.13,5,0,0,0,0
2025-09,3527,14,8,1,1,2,0,0,0.29,2,1,0,0,0.13,1,0,0,0,0
2025-09,3528,15,6,2,0,3,0,0,0.4,3,2,0,1,0.38,2,0,0,0,0
2025-09,3532,15,9,4,2,1,0,0,0.13,1,0,0,0,0,0,0,0,0,0
2025-09,3535,16,6,2,1,3,1,1,0.45,3,2,0,0,0.38,2,0,0,0,0
2025-09,3538,14,6,2,0,3,0,0,0.64,3,1,0,0,0.21,1,0,0,0,0
2025-09,3539,19,8,3,2,3,0,0,0.69,3,2,0,0,0.28,2,0,0,0,0
2025-09,3541,27,17,7,5,2,1,0,0.24,2,2,0,2,0.12,2,0,0,0,0
2025-09,3542,15,2,2,0,3,0,0,0.5,2,0,0,0,0,0,0,0,0,0
2025-09,3543,19,10,2,1,3,0,0,0.57,3,3,0,1,0.51,3,0,0,0,0
2025-09,3544,17,3,2,0,4,0,0,0.62,4,1,0,0,0.25,1,0,0,0,0
2025-09,3546,11,3,1,1,3,0,0,0.52,3,1,0,0,0.22,1,0,0,0,0
2025-09,3548,25,16,5,2,4,0,0,0.44,4,4,3,0,0.52,4,0,0,1,1
2025-09,3550,17,12,2,0,3,1,1,0.5,3,2,0,1,0.37,2,0,0,0,0
2025-09,3551,16,4,2,1,3,0,0,0.41,3,2,0,0,0.36,2,0,0,0,0
2025-09,3554,26,18,6,5,10,1,0,2.11,10,0,0,0,0,0,0,0,0,0
2025-09,3556,24,13,3,3,4,1,1,0.65,4,1,0,0,0.15,1,1,1,0,0
2025-09,3557,23,16,5,4,5,2,1,0.67,5,2,0,0,0.27,2,0,0,0,0
2025-09,3558,5,0,1,0,1,0,0,0.22,1,1,0,0,0.12,1,0,0,0,0
2025-09,3562,21,12,5,3,3,1,1,0.49,3,4,0,1,0.8,4,0,0,0,0
2025-09,3563,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09,3564,15,9,3,0,2,0,0,0.27,2,1,0,1,0.24,1,0,0,0,0
2025-09,3566,20,10,3,0,2,1,0,0.48,2,2,0,0,0.53,2,1,0,1,0
2025-09,3567,18,7,4,4,1,1,1,0.04,1,6,1,0,1.26,6,0,0,0,0
2025-09,3568,15,7,3,1,3,1,1,0.29,3,3,0,0,0.62,3,0,0,0,0
2025-09,3569,16,3,2,0,4,0,0,0.56,4,2,0,0,0.37,2,0,0,0,0
2025-09,3574,19,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09,3576,5,5,1,1,1,0,0,0.14,1,0,0,0,0,0,0,0,0,0
2025-09,3577,17,6,3,1,3,2,2,0.32,3,5,0,1,0.83,5,0,0,0,0
2025-09,3578,15,4,1,0,2,0,0,0.24,2,3,0,0,0.61,3,0,0,0,0
2025-09,3579,4,0,0,0,0,0,0,0,0,1,0,0,0.08,1,0,0,0,0
2025-09,3580,15,5,2,0,3,0,0,0.57,3,2,0,0,0.37,2,0,0,0,0
2025-09,3581,18,7,3,1,3,0,0,0.52,3,3,0,0,0.7,3,0,0,0,0
2025-09,3582,22,12,3,2,3,0,0,0.33,3,0,0,0,0,0,0,0,0,0
2025-09,3583,16,2,2,0,3,0,0,0.47,3,3,0,0,0.42,3,0,0,0,0
2025-09,3584,18,12,3,0,3,2,1,0.45,3,1,0,1,0.22,1,0,0,0,0
2025-09,3587,13,2,2,0,2,0,0,0.26,2,3,0,0,0.67,3,0,0,0,0
2025-09,3589,8,5,1,0,2,0,0,0.25,2,1,0,0,0.16,1,0,0,0,0
2025-09,3590,21,15,5,2,3,1,1,0.48,3,3,1,1,0.61,3,0,0,0,0
2025-09,3596,15,6,3,0,1,0,0,0.17,1,4,0,0,0.64,4,0,0,0,0
2025-09,3602,18,6,3,1,0,0,0,0,0,2,0,0,0.36,2,0,0,0,0
2025-09,3604,3,0,0,0,1,0,0,0.22,1,1,0,0,0.18,1,0,0,0,0
