ym,touban,tot_n,tot_top3,c1n,c1w,c4n,c4w,c4mk,c4st_sum,c4st_n,c6n,c6w2,c6w3,c6st_sum,c6st_n,t4n,t4mk,t6n,t6_23
2025-12,3839,18,5,2,1,3,0,0,0.37,3,2,0,0,0.53,2,0,0,0,0
2025-12,3841,24,16,5,3,2,1,0,0.4,2,4,0,1,0.58,4,1,0,1,0
2025-12,3842,12,6,1,0,2,0,0,0.31,2,1,0,0,0.37,1,0,0,0,0
2025-12,3843,16,7,2,2,2,0,0,0.29,2,1,0,0,0.11,1,0,0,0,0
2025-12,3845,9,6,2,1,2,0,0,0.55,2,1,0,1,0.14,1,2,0,1,1
2025-12,3848,17,8,3,0,2,0,0,0.22,2,3,0,1,0.4,3,0,0,0,0
2025-12,3849,28,24,10,8,5,2,2,0.62,5,0,0,0,0,0,0,0,0,0
2025-12,3850,25,12,3,2,5,1,1,0.85,5,2,0,0,0.15,2,0,0,0,0
2025-12,3851,8,0,1,0,1,0,0,0.12,1,3,0,0,0.31,3,0,0,0,0
2025-12,3852,25,11,4,3,3,0,0,0.46,3,4,0,1,1.13,4,2,0,1,0
2025-12,3853,25,11,6,4,2,0,0,0.38,2,4,0,1,0.89,4,0,0,0,0
2025-12,3854,26,18,6,3,6,0,0,1.05,6,2,0,0,0.29,2,0,0,0,0
2025-12,3857,22,7,2,2,6,0,0,1.56,6,7,0,2,1.13,7,4,0,1,0
2025-12,3859,16,6,2,1,3,0,0,0.49,3,2,0,0,0.31,2,0,0,0,0
2025-12,3860,16,1,2,0,3,0,0,0.58,3,5,0,0,0.9,5,0,0,0,0
2025-12,3863,22,10,4,1,3,0,0,0.6,3,4,0,1,0.86,4,1,0,2,1
2025-12,3866,18,12,3,2,3,0,0,0.17,3,2,0,1,0.35,2,0,0,0,0
2025-12,3867,12,1,1,0,3,0,0,0.52,3,2,0,0,0.43,2,0,0,0,0
2025-12,3868,19,6,1,0,2,0,0,0.35,2,3,0,1,0.8,3,1,0,2,0
2025-12,3869,20,9,4,2,3,0,0,0.39,3,1,0,0,0.16,1,0,0,0,0
2025-12,3870,19,6,3,0,3,2,2,0.44,3,4,0,0,0.71,4,2,1,2,0
2025-12,3871,8,3,1,1,1,1,1,0.17,1,1,0,0,0.16,1,0,0,0,0
2025-12,3872,24,14,4,3,4,0,0,0.95,4,3,0,1,0.5,3,0,0,0,0
2025-12,3873,20,9,3,3,0,0,0,0,0,9,1,0,2.13,9,0,0,0,0
2025-12,3874,22,11,5,2,4,1,1,0.91,4,4,0,1,0.57,4,0,0,0,0
2025-12,3875,18,7,3,2,5,0,0,0.75,5,3,0,0,0.81,3,0,0,0,0
2025-12,3876,22,17,3,2,3,1,1,0.33,3,5,1,0,0.48,5,0,0,0,0
2025-12,3878,17,6,2,0,5,0,0,0.75,5,2,0,0,0.3,2,0,0,0,0
2025-12,3880,19,9,3,1,4,0,0,0.93,4,3,0,1,0.59,3,0,0,0,0
2025-12,3882,20,11,3,3,2,0,0,0.27,2,3,0,0,0.58,3,0,0,1,0
2025-12,3885,29,17,4,4,4,0,0,0.36,4,4,0,1,0.8,4,0,0,0,0
2025-12,3888,19,14,4,4,3,1,1,0.29,3,5,1,1,0.68,5,0,0,0,0
2025-12,3889,19,8,3,1,4,0,0,0.8,4,1,0,0,0.25,1,0,0,0,0
2025-12,3891,19,3,2,0,4,0,0,0.84,4,3,0,0,0.61,3,0,0,0,0
2025-12,3892,18,8,2,2,1,0,0,0.19,1,3,0,0,0.47,3,0,0,0,0
2025-12,3893,17,2,1,0,1,0,0,0.12,1,3,1,0,0.41,3,0,0,0,0
2025-12,3895,14,2,3,0,2,0,0,0.37,2,1,0,0,0.19,1,0,0,0,0
2025-12,3896,17,5,2,0,4,0,0,0.71,4,3,0,0,0.59,3,0,0,0,0
2025-12,3897,13,8,2,1,3,1,0,0.54,3,1,0,0,0.13,1,0,0,0,0
2025-12,3898,25,19,5,4,1,0,0,0.17,1,4,0,1,0.65,4,0,0,0,0
2025-12,3900,30,19,5,4,7,0,0,1.64,7,3,0,0,0.43,3,0,0,0,0
2025-12,3904,22,11,4,2,3,0,0,0.43,3,3,0,2,0.69,3,0,0,0,0
2025-12,3905,28,17,5,3,4,0,0,0.55,4,3,0,1,0.62,3,0,0,0,0
2025-12,3906,20,9,2,0,4,1,1,0.9,4,2,1,0,0.48,2,0,0,0,0
2025-12,3907,21,9,5,3,3,1,1,0.48,3,6,0,0,1.02,6,0,0,0,0
2025-12,3908,25,16,6,5,2,0,0,0.36,2,4,0,2,0.73,4,0,0,0,0
2025-12,3909,19,15,5,3,3,0,0,0.7,3,2,1,0,0.29,2,0,0,0,0
2025-12,3910,18,5,3,0,3,1,0,0.52,3,3,0,0,0.75,3,0,0,0,0
2025-12,3911,29,12,4,3,5,0,0,0.86,5,4,0,0,0.74,4,0,0,0,0
2025-12,3912,14,8,3,3,2,0,0,0.31,2,0,0,0,0,0,0,0,0,0
2025-12,3915,20,14,4,3,3,1,1,0.66,3,2,0,0,0.42,2,0,0,0,0
2025-12,3918,29,16,5,0,5,0,0,0.78,5,5,1,1,0.65,5,0,0,0,0
2025-12,3920,18,8,2,1,6,0,0,0.9,6,0,0,0,0,0,0,0,0,0
2025-12,3921,12,2,2,1,2,0,0,0.5,2,3,0,0,0.8,3,0,0,0,0
2025-12,3922,29,10,5,0,5,1,0,0.91,5,2,0,0,0.54,2,0,0,0,0
2025-12,3928,20,5,2,1,5,0,0,1.08,5,4,0,0,1.03,4,0,0,0,0
2025-12,3929,19,8,3,1,3,0,0,0.6,3,4,0,1,0.57,4,0,0,0,0
2025-12,3930,20,10,4,3,6,0,0,1.27,6,3,0,0,0.62,3,0,0,0,0
2025-12,3931,14,7,2,0,1,0,0,0.08,1,2,0,1,0.22,2,0,0,0,0
2025-12,3932,17,9,1,1,4,1,1,0.76,4,3,0,0,0.54,3,0,0,0,0
2025-12,3933,23,7,3,0,4,0,0,0.71,4,0,0,0,0,0,0,0,0,0
2025-12,3934,21,10,3,3,3,0,0,0.6,3,2,0,0,0.36,2,0,0,0,0
2025-12,3935,18,11,3,2,3,0,0,0.57,3,4,1,1,0.7,4,0,0,0,0
2025-12,3940,29,19,8,6,4,0,0,0.54,4,5,2,0,0.67,5,1,0,2,0
2025-12,3941,19,14,4,3,4,2,2,0.63,4,2,1,0,0.24,2,0,0,0,0
2025-12,3942,19,14,4,3,4,2,2,0.52,4,1,0,0,0.16,1,0,0,0,0
2025-12,3944,22,15,3,2,5,1,0,0.93,5,3,0,1,0.54,3,0,0,0,0
2025-12,3945,19,6,3,1,2,0,0,0.39,2,2,0,0,0.62,2,1,0,1,0
2025-12,3946,21,14,5,3,3,1,0,0.49,3,0,0,0,0,0,0,0,0,0
2025-12,3947,19,10,3,0,2,0,0,0.54,2,4,1,0,0.7,4,0,0,0,0
2025-12,3948,19,7,2,1,3,0,0,0.67,3,4,0,0,1.18,4,0,0,0,0
2025-12,3949,12,4,1,0,3,0,0,0.65,3,0,0,0,0,0,0,0,0,0
2025-12,3950,19,4,2,0,2,0,0,0.25,2,2,0,0,0.28,2,0,0,0,0
2025-12,3951,21,13,3,0,1,1,1,0.1,1,4,0,1,0.91,4,0,0,0,0
2025-12,3952,12,9,2,0,3,1,1,0.27,3,1,0,0,0.11,1,0,0,0,0
2025-12,3953,17,3,2,1,3,0,0,0.27,2,5,0,0,1.18,5,0,0,0,0
2025-12,3956,25,15,4,2,4,0,0,0.67,4,4,1,0,0.65,4,0,0,0,0
2025-12,3957,27,15,5,3,6,1,1,1.16,6,2,0,1,0.29,2,0,0,0,0
2025-12,3959,15,11,3,2,1,0,0,0.16,1,1,0,0,0.21,1,0,0,0,0
2025-12,3960,8,7,3,2,2,0,0,0.19,2,1,0,0,0.12,1,0,0,0,0
2025-12,3963,21,11,4,4,3,0,0,0.55,3,4,0,0,0.8,4,0,0,0,0
2025-12,3964,18,11,2,0,5,0,0,1.07,5,2,0,0,0.32,2,0,0,0,0
2025-12,3965,10,8,2,0,2,1,1,0.26,2,1,0,0,0.19,1,0,0,0,0
2025-12,3966,19,12,5,4,2,0,0,0.31,2,2,0,0,0.38,2,0,0,0,0
2025-12,3967,16,5,1,0,3,0,0,0.66,3,2,0,0,0.41,2,0,0,0,0
2025-12,3968,28,18,7,4,6,0,0,1.14,6,4,1,0,0.83,4,0,0,0,0
2025-12,3973,21,10,5,2,3,0,0,0.63,3,4,0,0,0.82,4,0,0,0,0
2025-12,3974,7,4,1,0,1,0,0,0.15,1,1,0,0,0.17,1,0,0,0,0
2025-12,3975,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12,3976,19,6,2,0,4,0,0,0.6,4,3,0,0,0.62,3,0,0,0,0
2025-12,3977,23,11,3,2,5,1,0,0.96,5,4,1,0,0.61,4,0,0,0,0
2025-12,3978,11,6,2,1,2,0,0,0.46,2,3,0,0,0.88,3,0,0,0,0
2025-12,3981,17,7,4,2,4,0,0,0.69,4,4,0,1,0.82,4,0,0,0,0
2025-12,3982,23,7,3,1,4,0,0,0.53,4,3,0,0,0.34,3,2,0,1,0
2025-12,3983,17,8,2,1,1,0,0,0.18,1,3,0,0,0.46,3,0,0,0,0
2025-12,3984,24,23,10,9,4,1,1,0.53,4,2,0,2,0.46,2,1,0,1,1
2025-12,3986,20,11,4,3,4,0,0,0.54,4,3,0,0,0.52,3,0,0,0,0
2025-12,3987,23,14,4,3,5,0,0,0.73,5,4,0,0,0.84,4,0,0,0,0
2025-12,3988,24,12,5,4,4,0,0,0.67,4,3,0,0,0.62,3,0,0,0,0
2025-12,3989,16,8,3,0,4,0,0,0.56,4,2,0,1,0.54,2,0,0,0,0
2025-12,3990,14,3,3,1,1,0,0,0.08,1,2,0,0,0.4,2,0,0,0,0
2025-12,3992,27,15,4,4,5,1,1,0.59,5,2,0,0,0.21,2,0,0,0,0
2025-12,3993,17,10,3,1,4,0,0,0.64,4,1,0,1,0.18,1,0,0,0,0
2025-12,3994,13,8,2,1,4,1,1,0.8,4,1,0,0,0.16,1,0,0,0,0
2025-12,3995,20,11,4,4,2,2,2,0.21,2,3,0,0,0.26,3,0,0,1,0
2025-12,3997,25,18,4,3,3,1,1,0.58,3,3,0,1,0.54,3,0,0,0,0
2025-12,3998,16,7,2,1,2,0,0,0.28,2,3,0,0,0.52,3,0,0,0,0
2025-12,3999,21,12,4,1,3,1,0,0.28,3,4,0,1,0.59,4,0,0,0,0
2025-12,4000,28,17,6,4,5,0,0,0.8,5,4,0,1,0.92,4,0,0,0,0
2025-12,4002,28,19,6,5,8,4,3,1.12,8,2,0,1,0.22,2,0,0,0,0
2025-12,4003,20,6,3,2,4,0,0,0.71,4,2,0,0,0.16,2,0,0,0,0
2025-12,4004,25,14,4,2,5,0,0,0.93,5,3,0,0,0.55,3,0,0,0,0
2025-12,4006,8,3,1,1,2,0,0,0.39,2,1,0,0,0.23,1,0,0,0,0
2025-12,4007,10,5,2,0,1,0,0,0.13,1,3,0,0,0.47,3,0,0,0,0
2025-12,4009,22,11,5,5,6,0,0,0.74,6,3,0,0,0.26,3,0,0,0,0
2025-12,4010,11,4,1,0,2,0,0,0.36,2,1,0,1,0.18,1,0,0,0,0
2025-12,4011,24,14,2,2,4,0,0,0.47,4,2,0,1,0.18,2,0,0,0,0
2025-12,4012,20,13,5,3,4,0,0,0.55,4,3,0,2,0.84,3,0,0,0,0
2025-12,4013,17,7,3,2,1,0,0,0.1,1,2,0,0,0.26,2,0,0,0,0
2025-12,4014,7,5,1,0,1,0,0,0.18,1,1,0,0,0.25,1,0,0,0,0
2025-12,4015,20,13,3,1,3,0,0,0.48,3,2,0,1,0.36,2,0,0,0,0
2025-12,4016,16,6,3,2,2,0,0,0.46,2,3,1,0,0.37,3,0,0,0,0
2025-12,4017,23,11,4,4,3,1,1,0.57,3,4,0,1,1.06,4,0,0,0,0
2025-12,4019,19,13,4,2,2,0,0,0.29,2,3,0,0,0.46,3,0,0,0,0
2025-12,4020,18,4,2,1,3,0,0,0.42,3,2,0,1,0.29,2,0,0,0,0
2025-12,4022,6,1,1,0,1,0,0,0.19,1,1,0,0,0.15,1,0,0,0,0
2025-12,4023,19,7,2,2,3,0,0,0.61,3,2,0,0,0.18,2,0,0,0,0
2025-12,4024,17,13,3,2,4,1,1,0.58,4,1,0,1,0.19,1,0,0,0,0
2025-12,4025,31,20,6,5,7,2,2,1.19,7,4,0,2,0.71,4,0,0,0,0
2025-12,4027,16,8,3,1,1,1,1,0.09,1,2,0,0,0.24,2,0,0,0,0
2025-12,4028,16,7,2,1,1,0,0,0.71,1,3,0,1,0.51,3,0,0,0,0
2025-12,4030,19,12,5,3,3,1,0,0.25,3,3,0,0,0.48,3,0,0,0,0
2025-12,4031,20,9,2,0,2,1,1,0.3,2,3,0,0,0.75,3,0,0,0,0
2025-12,4033,17,11,3,2,3,0,0,0.37,3,2,0,1,0.28,2,1,0,1,1
2025-12,4034,16,4,2,2,4,0,0,0.69,3,3,0,0,0.78,3,0,0,0,0
2025-12,4035,22,6,2,1,4,1,1,0.87,4,3,0,0,0.74,3,0,0,0,0
2025-12,4036,16,11,2,1,2,1,0,0.45,2,5,0,4,0.86,5,0,0,0,0
2025-12,4039,16,6,3,0,2,0,0,0.15,2,3,0,0,0.52,3,0,0,0,0
2025-12,4040,21,10,5,3,3,0,0,0.38,3,5,0,1,0.64,5,0,0,0,0
2025-12,4041,22,8,2,1,5,0,0,0.9,5,2,0,0,0.56,2,0,0,0,0
2025-12,4042,25,16,5,3,4,0,0,0.87,4,5,0,2,1.11,5,0,0,0,0
2025-12,4043,23,15,6,5,4,0,0,0.49,4,2,0,0,0.56,2,0,0,0,0
2025-12,4044,23,16,5,1,4,1,1,0.48,4,3,0,1,0.48,3,0,0,0,0
2025-12,4045,10,6,2,1,1,0,0,0.13,1,2,1,0,0.38,2,0,0,0,0
2025-12,4047,19,8,4,3,3,1,1,0.54,3,4,0,0,0.89,4,0,0,0,0
2025-12,4049,24,17,5,5,3,1,0,0.53,3,1,1,0,0.28,1,0,0,0,0
2025-12,4050,12,7,2,2,2,0,0,0.36,2,3,0,0,0.61,3,0,0,0,0
2025-12,4051,15,9,2,2,1,0,0,0.06,1,2,0,1,0.56,2,0,0,1,1
2025-12,4052,25,16,4,3,4,1,1,0.93,4,5,0,1,1.14,5,0,0,0,0
2025-12,4053,25,16,6,3,3,1,0,0.34,3,5,0,1,0.9,5,0,0,2,1
2025-12,4054,25,12,3,1,6,0,0,0.95,6,2,0,0,0.35,2,0,0,0,0
2025-12,4055,23,10,5,4,3,0,0,0.39,3,3,0,1,0.5,3,0,0,0,0
2025-12,4057,24,18,4,2,5,1,1,1.06,5,2,0,1,0.3,2,0,0,0,0
2025-12,4058,22,16,3,3,5,0,0,1.14,5,2,0,0,0.45,2,0,0,0,0
2025-12,4059,26,12,4,1,5,0,0,0.47,5,4,1,0,0.52,4,0,0,0,0
2025-12,4060,21,12,2,1,3,1,0,0.32,3,3,0,0,0.61,3,0,0,0,0
2025-12,4061,15,10,3,2,4,0,0,0.5,4,2,0,1,0.11,2,0,0,0,0
2025-12,4062,22,9,5,1,2,0,0,0.38,2,4,0,0,0.78,4,0,0,0,0
2025-12,4063,27,18,7,5,3,1,1,0.66,3,5,1,2,0.5,5,0,0,0,0
2025-12,4064,21,15,5,3,2,0,0,0.31,2,2,1,1,0.35,2,2,0,1,1
2025-12,4065,16,5,2,1,3,0,0,0.66,3,3,0,0,0.48,3,0,0,0,0
2025-12,4066,11,6,2,2,1,0,0,0.19,1,3,0,0,0.51,3,0,0,0,0
2025-12,4067,5,2,0,0,0,0,0,0,0,1,0,1,0.27,1,0,0,0,0
2025-12,4068,15,8,3,2,1,0,0,0.14,1,3,0,0,0.57,3,0,0,0,0
2025-12,4069,22,15,6,4,5,0,0,1.01,5,3,1,1,0.71,3,0,0,0,0
2025-12,4071,11,4,1,1,2,0,0,0.28,2,2,0,1,0.43,2,0,0,0,0
2025-12,4072,31,22,7,6,6,1,1,0.59,6,4,0,1,0.64,4,0,0,0,0
2025-12,4073,18,10,3,0,3,0,0,0.35,3,1,0,1,0.2,1,0,0,0,0
2025-12,4074,9,1,1,0,2,0,0,0.33,2,2,0,0,0.24,2,0,0,0,0
2025-12,4075,16,9,3,3,2,0,0,0.19,2,2,0,1,0.27,2,0,0,0,0
2025-12,4076,27,17,3,3,5,0,0,0.85,5,2,0,1,0.42,2,2,0,1,1
2025-12,4077,19,5,2,1,2,1,0,0.42,2,2,0,0,0.41,2,0,0,0,0
2025-12,4079,19,9,4,1,3,0,0,0.53,3,4,1,0,0.8,4,0,0,0,0
2025-12,4080,15,12,6,6,1,0,0,0.15,1,3,1,1,0.67,3,0,0,0,0
2025-12,4081,22,7,3,1,6,0,0,1.12,6,4,0,0,0.98,4,0,0,0,0
2025-12,4082,17,9,3,2,3,0,0,0.65,3,3,1,0,0.68,3,0,0,0,0
2025-12,4083,27,21,5,5,5,2,2,0.61,5,2,0,1,0.41,2,2,1,1,1
2025-12,4084,23,16,6,6,4,2,1,0.52,4,4,0,1,0.46,4,0,0,0,0
2025-12,4085,18,10,3,2,4,0,0,0.91,4,3,0,0,0.68,3,0,0,0,0
2025-12,4086,18,10,3,1,3,0,0,0.36,3,3,0,0,0.52,3,2,0,1,0
2025-12,4089,30,18,7,7,7,1,0,1.05,7,3,0,1,0.38,3,0,0,0,0
2025-12,4090,28,19,6,3,4,1,1,0.69,4,4,1,0,0.75,4,0,0,0,0
2025-12,4092,18,7,2,1,3,0,0,0.46,3,3,0,0,0.46,3,0,0,0,0
2025-12,4093,25,9,4,2,3,0,0,0.85,3,3,0,0,0.61,3,0,0,0,0
2025-12,4094,15,4,2,0,5,0,0,1.07,5,2,0,0,0.39,2,0,0,0,0
2025-12,4095,29,24,8,6,6,0,0,0.78,6,2,1,0,0.16,2,0,0,0,0
2025-12,4096,14,10,4,4,1,0,0,0.13,1,3,0,3,0.68,3,0,0,0,0
2025-12,4097,15,5,1,0,1,0,0,0.15,1,5,0,1,1.33,5,0,0,0,0
2025-12,4098,11,3,1,0,1,0,0,0.17,1,1,0,0,0.11,1,0,0,0,0
2025-12,4099,30,19,6,5,8,1,1,1.2,8,1,0,1,0.13,1,0,0,0,0
2025-12,4100,20,9,3,1,5,2,2,0.67,5,2,0,0,0.48,2,0,0,0,0
2025-12,4102,26,16,5,4,5,2,1,1.01,5,5,1,1,0.99,5,0,0,0,0
2025-12,4103,19,9,2,2,5,0,0,1.09,5,2,0,1,0.52,2,0,0,0,0
2025-12,4104,18,12,3,2,4,1,0,0.62,4,3,1,0,0.53,3,0,0,0,0
2025-12,4105,29,18,6,2,3,0,0,0.43,3,6,0,1,1.14,6,0,0,0,0
2025-12,4106,15,3,1,0,3,0,0,0.65,3,2,0,0,0.48,2,0,0,0,0
2025-12,4108,22,15,4,3,3,1,0,0.42,3,3,0,1,0.51,3,0,0,0,0
2025-12,4109,24,13,5,3,2,0,0,0.22,2,4,1,1,0.58,4,0,0,0,0
2025-12,4110,17,9,3,1,4,1,0,0.71,4,1,0,0,0.15,1,0,0,0,0
2025-12,4111,19,12,3,2,4,0,0,0.55,4,1,0,0,0.14,1,0,0,0,0
2025-12,4112,13,8,2,1,4,2,1,0.78,4,2,0,0,0.45,2,0,0,0,0
2025-12,4113,20,12,4,2,3,0,0,0.63,3,5,0,0,0.91,5,0,0,0,0
2025-12,4116,23,11,4,2,5,1,1,0.94,5,4,0,0,0.9,4,0,0,0,0
2025-12,4117,17,10,4,2,2,0,0,0.67,2,2,0,0,0.39,2,0,0,0,0
2025-12,4118,27,16,8,6,3,1,0,0.6,3,5,0,1,0.91,5,2,0,1,0
2025-12,4119,14,4,3,1,3,0,0,0.7,3,4,0,0,0.82,4,0,0,0,0
2025-12,4120,23,15,3,2,6,1,1,0.9,6,3,0,0,0.54,3,0,0,0,0
2025-12,4121,21,13,4,3,5,1,1,0.82,5,4,0,2,0.59,4,0,0,0,0
2025-12,4122,27,18,5,3,3,0,0,0.58,3,3,0,2,0.58,3,2,0,1,1
2025-12,4123,21,12,6,5,2,0,0,0.29,2,3,0,1,0.71,3,0,0,0,0
2025-12,4124,21,13,5,3,2,0,0,0.38,2,3,0,1,0.36,3,0,0,0,0
2025-12,4128,17,6,2,0,2,0,0,0.15,2,2,0,1,0.28,2,0,0,0,0
2025-12,4129,17,3,2,0,3,0,0,0.62,3,0,0,0,0,0,0,0,0,0
2025-12,4133,22,12,2,2,5,0,0,0.88,5,3,0,1,0.52,3,3,0,1,1
2025-12,4134,24,14,5,3,2,0,0,0.3,2,5,0,1,1.13,5,0,0,0,0
2025-12,4136,21,19,7,7,2,0,0,0.34,2,4,0,3,0.7,4,0,0,0,0
2025-12,4137,25,18,6,4,6,1,1,0.93,6,4,1,0,0.34,4,4,0,1,0
2025-12,4138,18,5,2,0,3,0,0,0.41,3,2,1,0,0.4,2,0,0,0,0
2025-12,4139,18,10,4,1,3,1,0,0.42,3,3,0,0,0.38,3,0,0,0,0
2025-12,4140,17,8,4,3,4,0,0,0.76,4,3,0,1,0.38,3,0,0,0,0
2025-12,4142,23,12,4,1,4,0,0,0.95,4,2,0,0,0.46,2,1,0,1,0
2025-12,4143,22,6,3,1,4,0,0,0.39,4,3,0,0,0.49,3,2,0,1,0
2025-12,4144,26,19,5,2,3,0,0,0.56,3,5,0,1,0.8,5,0,0,0,0
2025-12,4145,18,7,2,0,5,0,0,1.6,5,2,0,0,0.65,2,2,0,1,0
2025-12,4146,17,10,3,1,3,1,1,0.54,3,2,0,1,0.34,2,0,0,0,0
2025-12,4148,27,18,5,3,6,0,0,0.9,6,4,0,1,0.59,4,0,0,0,0
2025-12,4150,28,15,4,2,4,1,1,0.54,4,6,0,1,1.15,6,0,0,0,0
2025-12,4151,26,11,4,3,7,0,0,1.55,7,0,0,0,0,0,0,0,0,0
2025-12,4152,18,10,2,1,3,0,0,0.6,3,2,0,0,0.43,2,0,0,0,0
2025-12,4154,20,7,4,1,5,0,0,0.78,5,5,0,0,1.46,5,0,0,0,0
2025-12,4155,23,14,4,1,4,1,0,0.61,4,2,0,0,0.21,2,0,0,0,0
2025-12,4156,14,9,3,2,1,0,0,0.28,1,2,0,0,0.32,2,0,0,0,0
2025-12,4158,15,7,2,2,3,0,0,0.63,3,3,0,2,0.4,3,0,0,0,0
2025-12,4159,19,9,4,0,4,0,0,0.78,4,1,0,0,0.21,1,0,0,0,0
2025-12,4161,16,7,4,2,3,1,1,0.51,3,3,1,0,0.37,3,0,0,0,0
2025-12,4162,23,6,2,0,5,0,0,0.85,5,2,0,0,0.37,2,1,0,1,0
2025-12,4163,21,11,5,4,2,0,0,0.43,2,3,0,0,0.65,3,0,0,0,0
2025-12,4164,13,7,3,1,2,0,0,0.52,2,2,0,0,0.4,2,0,0,0,0
2025-12,4166,18,10,3,3,3,0,0,0.26,3,3,0,1,0.31,3,0,0,0,0
2025-12,4167,17,9,3,0,4,1,1,0.61,4,3,1,0,0.56,3,0,0,0,0
2025-12,4168,19,12,6,5,3,0,0,0.21,3,1,0,0,0.13,1,0,0,0,0
2025-12,4169,18,5,3,1,3,0,0,0.62,3,3,0,0,0.71,3,0,0,0,0
2025-12,4171,22,17,5,4,4,0,0,0.82,4,3,1,2,0.79,3,0,0,0,0
2025-12,4172,8,5,1,1,1,0,0,0.17,1,2,1,0,0.34,2,0,0,0,0
2025-12,4173,22,6,3,2,5,0,0,1.03,5,2,0,0,0.34,2,0,0,0,0
2025-12,4174,32,21,8,4,9,3,3,1.38,9,0,0,0,0,0,0,0,0,0
2025-12,4175,27,18,4,3,8,1,1,0.92,8,2,0,0,0.38,2,2,1,1,0
2025-12,4176,12,3,2,0,3,0,0,0.74,3,1,0,0,0.15,1,0,0,0,0
2025-12,4177,8,2,1,1,1,0,0,0.18,1,2,0,0,0.38,2,0,0,0,0
2025-12,4179,27,15,5,3,4,0,0,0.66,4,5,0,2,0.91,5,0,0,0,0
2025-12,4180,21,10,3,1,4,0,0,0.75,4,1,0,0,0.21,1,0,0,0,0
2025-12,4181,11,5,1,1,2,0,0,0.47,2,1,0,1,0.15,1,0,0,0,0
2025-12,4182,20,8,4,1,4,0,0,0.79,4,2,0,0,0.53,2,0,0,0,0
2025-12,4183,18,6,2,2,4,0,0,0.49,4,3,0,0,0.55,3,0,0,0,0
2025-12,4184,19,15,5,3,4,3,0,0.63,4,2,0,0,0.25,2,0,0,0,0
2025-12,4186,12,4,2,2,2,0,0,0.29,2,1,0,0,0.27,1,2,0,1,0
2025-12,4188,10,9,2,1,2,1,1,0.15,2,1,0,0,0.09,1,0,0,0,0
2025-12,4189,26,16,6,4,4,0,0,0.79,4,2,0,0,0.26,2,0,0,0,0
2025-12,4191,31,23,5,4,5,1,1,0.85,5,2,0,1,0.2,2,2,0,1,1
2025-12,4193,27,18,6,5,6,0,0,0.9,6,3,0,1,0.43,3,0,0,0,0
2025-12,4195,27,12,6,3,5,0,0,0.97,5,5,0,0,0.77,5,0,0,0,0
2025-12,4196,23,10,3,1,4,0,0,0.55,4,3,0,0,0.55,3,0,0,0,0
2025-12,4197,21,9,5,1,6,0,0,0.91,6,2,0,0,0.48,2,0,0,0,0
2025-12,4199,26,20,8,7,6,1,1,0.89,6,0,0,0,0,0,0,0,0,0
2025-12,4200,24,11,4,4,6,0,0,1.22,6,4,0,0,0.83,4,1,0,1,0
2025-12,4202,16,5,3,2,4,1,0,0.77,4,3,0,0,0.56,3,0,0,0,0
2025-12,4203,14,5,2,1,3,0,0,0.37,3,2,0,0,0.33,2,0,0,0,0
2025-12,4204,20,15,3,2,5,0,0,0.82,5,3,0,0,0.52,3,0,0,0,0
2025-12,4205,16,9,5,2,2,1,1,0.23,2,2,0,0,0.22,2,0,0,0,0
2025-12,4207,19,15,3,1,5,1,1,0.64,5,2,0,0,0.04,2,2,0,1,0
2025-12,4208,9,7,3,2,1,1,1,0.15,1,1,0,0,0.24,1,0,0,0,0
2025-12,4209,25,14,4,2,4,0,0,0.91,4,3,0,0,0.51,3,0,0,0,0
2025-12,4210,21,15,5,2,3,1,1,0.41,3,2,0,0,0.38,2,0,0,0,0
2025-12,4211,19,7,2,1,1,0,0,0.36,1,4,0,1,0.79,4,0,0,0,0
2025-12,4213,18,4,0,0,1,0,0,0.09,1,16,2,0,2.8,16,0,0,0,0
2025-12,4214,25,16,7,2,4,1,1,0.48,4,3,0,1,0.41,3,0,0,0,0
2025-12,4215,22,14,5,3,6,1,1,0.72,6,3,0,1,0.7,3,0,0,0,0
2025-12,4216,21,13,5,4,4,1,1,0.5,4,2,0,0,0.41,2,0,0,0,0
2025-12,4218,23,18,4,3,5,0,0,0.61,5,0,0,0,0,0,0,0,0,0
2025-12,4219,11,5,0,0,2,0,0,0.53,2,0,0,0,0,0,0,0,0,0
2025-12,4224,19,9,3,2,3,0,0,0.59,3,3,1,0,0.44,3,0,0,0,0
2025-12,4225,13,7,3,2,2,0,0,0.25,2,3,0,0,0.66,3,0,0,0,0
2025-12,4226,17,6,2,1,3,0,0,0.64,3,2,0,0,0.27,2,0,0,0,0
2025-12,4227,20,10,4,3,4,0,0,1.01,4,3,0,0,0.53,3,0,0,0,0
2025-12,4228,23,16,4,2,4,1,1,0.67,4,3,0,1,0.61,3,0,0,0,0
2025-12,4229,25,11,4,1,2,0,0,0.36,2,3,0,1,0.62,3,0,0,0,0
2025-12,4231,22,9,3,0,5,2,1,0.69,5,2,0,0,0.49,2,0,0,0,0
2025-12,4232,27,12,4,1,6,1,0,1.26,6,4,0,1,0.91,4,1,0,0,0
2025-12,4233,22,16,4,3,2,0,0,0.36,2,3,1,1,0.67,3,0,0,0,0
2025-12,4234,24,12,3,1,5,0,0,0.77,5,3,0,0,0.89,3,0,0,0,0
