登番,選手名,地力3連対,全国6走,実6_2着率,実6_3着率,実6_2_3,期待6_2_3,残し残差,補正2着率,全国6ST,当地6走,当地6_2_3
3822,平尾崇典,63.5,34,8.8,8.8,17.6,34.0,-11.4,9.6,0.153,2,0.0
4500,山田康二,70.5,34,8.8,11.8,20.6,37.0,-11.4,10.2,0.152,1,0.0
4536,喜井つかさ,62.8,34,2.9,14.7,17.6,34.0,-11.4,5.5,0.176,1,0.0
4624,高田明,66.9,34,5.9,11.8,17.6,34.0,-11.4,7.6,0.149,0,
3505,山田竜一,50.2,37,2.7,2.7,5.4,22.1,-11.9,3.8,0.146,1,0.0
4926,吉川貴仁,79.1,26,15.4,15.4,30.8,49.7,-12.0,15.5,0.164,1,0.0
4431,石塚裕介,42.8,33,0.0,0.0,0.0,17.6,-12.1,1.6,0.232,0,
3744,徳増秀樹,60.3,18,5.6,0.0,5.6,28.6,-12.6,7.0,0.157,1,0.0
4384,鶴本崇文,65.7,37,5.4,10.8,16.2,34.0,-12.7,7.1,0.213,1,100.0
4370,山口達也,65.6,29,10.3,3.4,13.8,34.0,-13.3,10.7,0.155,1,0.0
4775,千葉真弥,61.3,28,0.0,7.1,7.1,28.6,-14.0,3.1,0.178,2,50.0
4163,山崎裕司,56.4,34,0.0,2.9,2.9,24.2,-14.8,2.3,0.187,1,0.0
4356,長岡良也,64.4,26,0.0,7.7,7.7,34.0,-16.7,4.1,0.173,0,
