登番,選手名,地力3連対,全国4走,実4まくり率,期待まくり率,まくり力,実4_1着率,全国4ST,当地4走,当地4まくり率
3838,伊藤啓三,50.8,27,3.7,6.6,-1.9,7.4,0.135,0,
3905,天野友和,64.7,47,8.5,11.0,-1.9,8.5,0.141,1,0.0
3983,須藤博倫,61.9,46,6.5,9.1,-1.9,8.7,0.135,7,14.3
4007,榮田将彦,43.7,28,3.6,6.5,-1.9,3.6,0.127,0,
4114,深澤達徳,46.6,28,3.6,6.5,-1.9,3.6,0.201,3,0.0
4210,松村康太,57.1,47,6.4,8.8,-1.9,6.4,0.167,0,
4409,坂元浩仁,66.0,36,8.3,11.0,-1.9,11.1,0.138,2,0.0
4424,松尾昂明,58.1,46,6.5,9.1,-1.9,8.7,0.171,8,0.0
4547,中田竜太,62.4,46,6.5,9.1,-1.9,10.9,0.141,11,0.0
5115,香川颯太,49.7,27,3.7,6.6,-1.9,3.7,0.146,0,
5138,村本大成,31.7,22,0.0,3.2,-1.9,0.0,0.176,1,0.0
5166,仲道大輔,65.0,36,8.3,11.0,-1.9,8.3,0.188,4,0.0
4119,泥谷一毅,56.6,47,6.4,8.8,-1.9,6.4,0.167,0,
3412,鈴木博,68.8,49,10.2,12.8,-2.0,12.2,0.173,8,12.5
3875,廣中良一,40.8,49,2.0,4.7,-2.0,2.0,0.153,0,
3941,池田浩二,72.9,42,11.9,14.6,-2.0,19.0,0.133,0,
4097,貫地谷直人,30.2,25,0.0,3.2,-2.0,0.0,0.214,0,
4199,北川潤二,66.1,70,8.6,11.0,-2.0,10.0,0.151,4,25.0
4253,西川真人,37.6,48,2.1,4.7,-2.0,4.2,0.165,1,0.0
4278,藤岡俊介,70.6,40,10.0,12.8,-2.0,12.5,0.128,0,
4320,峰竜太,74.8,34,11.8,14.6,-2.0,20.6,0.135,0,
4382,高山智至,42.2,48,2.1,4.7,-2.0,4.2,0.19,2,0.0
4682,大上卓人,59.8,47,6.4,9.1,-2.0,8.5,0.132,0,
4909,薮内瑞希,45.4,29,3.4,6.5,-2.0,6.9,0.183,0,
5113,黒明花夢,22.7,17,0.0,3.7,-2.0,0.0,0.187,1,0.0
5154,村松栄太,43.5,29,3.4,6.5,-2.0,6.9,0.177,0,
5169,堀本翔太,23.5,17,0.0,3.7,-2.0,0.0,0.199,0,
5242,高山弘斗,29.7,24,0.0,3.2,-2.0,4.2,0.151,5,0.0
5254,羽田妃希,30.8,25,0.0,3.2,-2.0,8.0,0.175,0,
5302,秋末秦悟,31.5,24,0.0,3.2,-2.0,0.0,0.194,1,0.0
5307,富永夏哉人,45.2,29,3.4,6.5,-2.0,6.9,0.177,1,0.0
3458,東健介,29.1,27,0.0,3.2,-2.0,0.0,0.176,0,
5235,岩田凌,22.5,18,0.0,3.7,-2.0,0.0,0.148,2,0.0
3211,北川敏弘,29.2,30,0.0,3.2,-2.1,0.0,0.158,0,
3268,森竜也,36.3,53,1.9,4.6,-2.1,1.9,0.181,6,16.7
3293,宮内由紀英,31.0,30,0.0,3.2,-2.1,0.0,0.189,1,0.0
3370,坪内実,31.0,28,0.0,3.2,-2.1,0.0,0.178,1,0.0
3590,濱野谷憲吾,65.8,48,8.3,11.0,-2.1,12.5,0.126,4,25.0
3681,山谷央,44.2,30,3.3,6.5,-2.1,6.7,0.15,2,0.0
3935,岩津徹郎,49.7,29,3.4,6.6,-2.1,6.9,0.157,1,0.0
3949,今出晋二,27.5,29,0.0,3.2,-2.1,0.0,0.173,0,
4030,森高一真,56.2,49,6.1,8.8,-2.1,10.2,0.123,0,
4275,菅野はやか,27.3,19,0.0,3.7,-2.1,0.0,0.155,0,
4387,平山智加,68.7,50,10.0,12.8,-2.1,16.0,0.155,1,0.0
4397,西村拓也,69.1,50,10.0,12.8,-2.1,16.0,0.127,2,0.0
4494,河合佑樹,61.4,33,6.1,9.1,-2.1,9.1,0.169,2,0.0
4503,上野真之介,71.7,50,10.0,12.8,-2.1,14.0,0.115,1,0.0
4510,坂本奈央,22.9,20,0.0,3.7,-2.1,0.0,0.21,0,
4528,黒井達矢,65.7,37,8.1,11.0,-2.1,10.8,0.171,7,0.0
4632,長尾京志郎,44.3,30,3.3,6.5,-2.1,3.3,0.199,2,0.0
4643,近江翔吾,64.2,37,8.1,11.0,-2.1,10.8,0.13,0,
4648,木村亮太,46.0,30,3.3,6.5,-2.1,10.0,0.141,0,
4839,四宮与寛,55.0,34,5.9,8.8,-2.1,8.8,0.138,1,0.0
4894,原村拓也,43.6,52,3.8,6.5,-2.1,9.6,0.198,0,
4900,中田夕貴,53.0,34,5.9,8.8,-2.1,14.7,0.172,6,0.0
5033,藤原孝斗,29.1,29,0.0,3.2,-2.1,3.4,0.182,2,0.0
5088,高憧四季,68.3,50,10.0,12.8,-2.1,20.0,0.147,1,0.0
5296,永田楽,29.0,30,0.0,3.2,-2.1,10.0,0.2,0,
5343,小林礼央,34.0,53,1.9,4.6,-2.1,1.9,0.17,3,0.0
3467,森弘行,31.2,30,0.0,3.2,-2.1,0.0,0.165,1,0.0
3596,河上年昭,32.5,28,0.0,3.2,-2.1,0.0,0.145,3,0.0
4964,土屋南,58.5,33,6.1,9.1,-2.1,9.1,0.149,1,0.0
3477,近藤稔也,28.3,35,0.0,3.2,-2.2,2.9,0.194,1,0.0
3647,伊藤雄二,30.6,35,0.0,3.2,-2.2,0.0,0.159,5,0.0
4103,山崎善庸,28.6,32,0.0,3.2,-2.2,0.0,0.214,2,0.0
4181,花本夏樹,31.7,32,0.0,3.2,-2.2,3.1,0.199,4,0.0
4308,河村了,70.2,41,9.8,12.8,-2.2,12.2,0.168,0,
4339,平瀬城啓,30.3,35,0.0,3.2,-2.2,0.0,0.169,2,0.0
4393,田中孝明,32.3,36,0.0,3.2,-2.2,2.8,0.209,3,0.0
4435,服部達哉,54.0,35,5.7,8.8,-2.2,11.4,0.172,0,
4448,青木玄太,70.9,41,9.8,12.8,-2.2,14.6,0.14,2,0.0
5054,佐々木大河,65.4,49,8.2,11.0,-2.2,12.2,0.137,1,0.0
5152,丸山祐也,28.4,34,0.0,3.2,-2.2,0.0,0.229,1,0.0
5244,黒田剛,28.6,33,0.0,3.2,-2.2,6.1,0.165,0,
5259,野田昇吾,22.6,22,0.0,3.7,-2.2,0.0,0.135,1,0.0
5280,廣瀬凜,71.8,41,9.8,12.8,-2.2,9.8,0.162,2,0.0
5332,村松遥輝,30.7,36,0.0,3.2,-2.2,5.6,0.173,5,0.0
3357,福島陽子,31.9,35,0.0,3.2,-2.2,0.0,0.183,0,
4129,宇野博之,31.9,34,0.0,3.2,-2.2,0.0,0.194,5,0.0
4197,渥美卓郎,27.7,32,0.0,3.2,-2.2,0.0,0.187,0,
4897,深見亜由美,29.7,33,0.0,3.2,-2.2,0.0,0.21,0,
5209,小野京平,23.7,21,0.0,3.7,-2.2,0.0,0.218,2,0.0
4724,吉田祐貴,24.0,22,0.0,3.7,-2.2,0.0,0.188,0,
3107,平岡重典,25.2,26,0.0,3.7,-2.3,3.8,0.179,2,0.0
3300,川崎智幸,58.4,35,5.7,9.1,-2.3,8.6,0.146,4,0.0
3411,池上隆行,28.2,38,0.0,3.2,-2.3,2.6,0.154,3,0.0
3775,泉啓文,32.1,38,0.0,3.2,-2.3,0.0,0.178,0,
3800,牧宏次,50.6,31,3.2,6.6,-2.3,3.2,0.158,1,0.0
3900,香川素子,66.9,38,7.9,11.0,-2.3,13.2,0.185,5,0.0
3920,正木聖賢,53.8,36,5.6,8.8,-2.3,8.3,0.156,0,
3922,菅沼佳昭,32.2,41,0.0,3.2,-2.3,7.3,0.171,0,
3928,林恵祐,29.8,40,0.0,3.2,-2.3,0.0,0.169,0,
4144,石塚久也,65.4,38,7.9,11.0,-2.3,10.5,0.166,7,0.0
4145,小澤学,31.3,42,0.0,3.2,-2.3,4.8,0.265,3,0.0
4176,樋口喜彦,27.5,25,0.0,3.7,-2.3,0.0,0.183,1,0.0
4219,本岡勝利,28.1,38,0.0,3.2,-2.3,0.0,0.17,0,
4268,和合俊介,26.0,25,0.0,3.7,-2.3,0.0,0.183,1,0.0
4272,大場広孝,46.0,32,3.1,6.5,-2.3,6.2,0.172,1,0.0
4306,畔柳俊吾,48.6,31,3.2,6.6,-2.3,3.2,0.192,0,
4347,魚谷香織,62.5,35,5.7,9.1,-2.3,5.7,0.198,3,0.0
4447,深川麻奈美,55.2,36,5.6,8.8,-2.3,11.1,0.171,2,50.0
4504,前田将太,57.1,36,5.6,8.8,-2.3,5.6,0.132,0,
4522,古澤光紀,59.6,35,5.7,9.1,-2.3,5.7,0.139,0,
4731,間野兼礼,48.6,31,3.2,6.6,-2.3,6.5,0.154,0,
4987,島倉都,31.6,38,0.0,3.2,-2.3,0.0,0.176,7,0.0
5011,高木圭大,30.9,39,0.0,3.2,-2.3,2.6,0.165,0,
3722,西村秀樹,23.8,25,0.0,3.7,-2.3,0.0,0.162,3,0.0
3353,前田光昭,24.8,26,0.0,3.7,-2.3,0.0,0.126,3,0.0
3442,宮武英司,43.8,33,3.0,6.5,-2.4,3.0,0.152,0,
3656,伯母芳恒,52.3,32,3.1,6.6,-2.4,6.2,0.161,3,0.0
3797,岩井繁,31.3,45,0.0,3.2,-2.4,0.0,0.205,1,0.0
3942,寺田祥,69.1,42,9.5,12.8,-2.4,9.5,0.146,0,
4066,東本勝利,63.6,39,7.7,11.0,-2.4,10.3,0.188,3,0.0
4262,馬場貴也,67.0,39,7.7,11.0,-2.4,17.9,0.143,2,0.0
4521,小池公生,50.5,32,3.1,6.6,-2.4,3.1,0.197,1,0.0
4555,富永大一,53.2,37,5.4,8.8,-2.4,8.1,0.171,1,0.0
4592,小林孝弘,44.4,33,3.0,6.5,-2.4,3.0,0.174,2,0.0
4593,小坂宗司,62.8,39,7.7,11.0,-2.4,10.3,0.182,6,16.7
4837,酒井陽祐,48.1,32,3.1,6.6,-2.4,3.1,0.14,1,0.0
4976,金山立樹,51.2,32,3.1,6.6,-2.4,6.2,0.202,0,
5043,中村日向,63.0,39,7.7,11.0,-2.4,10.3,0.134,0,
4901,出口舞有子,43.9,33,3.0,6.5,-2.4,3.0,0.166,1,0.0
4998,中村かなえ,39.1,16,0.0,4.7,-2.4,0.0,0.122,2,0.0
3551,藤田美代,27.3,30,0.0,3.7,-2.5,3.3,0.172,0,
4050,田口節子,74.2,36,11.1,14.6,-2.5,19.4,0.14,3,0.0
4151,下河誉史,51.5,57,3.5,6.6,-2.5,3.5,0.189,0,
4274,長畑友輔,43.0,34,2.9,6.5,-2.5,5.9,0.155,1,0.0
4466,南佑典,58.3,36,5.6,9.1,-2.5,8.3,0.169,0,
5002,上田健太,59.7,36,5.6,9.1,-2.5,11.1,0.161,2,0.0
5285,若林麗,23.4,31,0.0,3.7,-2.5,3.2,0.2,0,
2538,高橋二朗,24.4,31,0.0,3.7,-2.5,0.0,0.207,0,
3660,長谷川親王,22.6,30,0.0,3.7,-2.5,0.0,0.189,0,
3828,明石正之,49.3,35,2.9,6.6,-2.6,2.9,0.171,0,
4068,幸田智裕,45.6,35,2.9,6.5,-2.6,5.7,0.188,2,0.0
4191,赤羽克也,63.3,40,7.5,11.0,-2.6,7.5,0.167,7,14.3
4234,野相弘司,45.3,35,2.9,6.5,-2.6,2.9,0.165,1,0.0
4258,関根彰人,44.4,36,2.8,6.5,-2.6,5.6,0.192,7,0.0
4263,武重雄介,49.1,35,2.9,6.6,-2.6,2.9,0.183,0,
4292,麻生慎介,64.5,40,7.5,11.0,-2.6,12.5,0.148,1,0.0
4314,青木幸太郎,60.2,37,5.4,9.1,-2.6,5.4,0.14,2,0.0
4513,河野真也,58.3,37,5.4,9.1,-2.6,10.8,0.168,2,100.0
4631,新井英孝,48.5,35,2.9,6.6,-2.6,2.9,0.187,0,
4906,鈴木雅希,56.0,38,5.3,8.8,-2.6,7.9,0.143,3,33.3
4934,佐々木翔斗,57.3,38,5.3,8.8,-2.6,7.9,0.183,1,100.0
5047,國分将太郎,49.5,34,2.9,6.6,-2.6,8.8,0.174,1,0.0
4550,石岡将太,52.5,38,5.3,8.8,-2.6,10.5,0.157,0,
4892,柴田直哉,47.2,36,2.8,6.5,-2.6,2.8,0.177,1,0.0
5185,加藤優弥,49.0,35,2.9,6.6,-2.6,8.6,0.123,1,0.0
5376,吉田一心,48.8,35,2.9,6.6,-2.6,5.7,0.189,1,0.0
3741,松尾基成,25.1,39,0.0,3.7,-2.7,0.0,0.172,3,0.0
3745,橋本年光,56.2,23,4.3,8.8,-2.7,4.3,0.163,2,50.0
4064,原田篤志,71.1,44,9.1,12.8,-2.7,15.9,0.17,2,0.0
4108,吉村正明,56.2,39,5.1,8.8,-2.7,10.3,0.127,3,0.0
4120,柘植政浩,61.5,54,5.6,9.1,-2.7,7.4,0.168,0,
4229,市川美宏,35.8,22,0.0,4.6,-2.7,0.0,0.18,1,0.0
4264,長尾章平,68.3,54,9.3,12.8,-2.7,13.0,0.162,2,50.0
4345,西舘健,53.3,39,5.1,8.8,-2.7,10.3,0.162,1,0.0
4434,田中辰彦,63.5,41,7.3,11.0,-2.7,12.2,0.156,0,
4598,加藤政彦,54.7,39,5.1,8.8,-2.7,7.7,0.146,1,0.0
4853,前原哉,38.2,21,0.0,4.7,-2.7,9.5,0.219,0,
4890,石川諒,58.1,38,5.3,9.1,-2.7,13.2,0.113,0,
4910,中村泰平,72.3,44,9.1,12.8,-2.7,11.4,0.149,2,0.0
5110,杉山喜一,49.8,36,2.8,6.6,-2.7,2.8,0.154,2,0.0
3885,久田武,53.1,39,5.1,8.8,-2.7,7.7,0.167,1,0.0
3315,広瀬聖仁,36.7,23,0.0,4.6,-2.8,4.3,0.173,0,
3619,長谷川充,45.1,39,2.6,6.5,-2.8,2.6,0.185,3,0.0
4057,松井賢治,59.4,55,5.5,9.1,-2.8,9.1,0.161,4,25.0
4336,松田竜馬,46.4,39,2.6,6.5,-2.8,5.1,0.152,1,0.0
4508,野間大樹,54.2,40,5.0,8.8,-2.8,10.0,0.182,2,0.0
4551,三川昂暁,61.2,39,5.1,9.1,-2.8,12.8,0.167,2,50.0
4560,庄司樹良々,58.5,39,5.1,9.1,-2.8,12.8,0.116,1,0.0
4623,中北将史,44.5,38,2.6,6.5,-2.8,2.6,0.154,3,0.0
4842,山下昂大,57.6,39,5.1,9.1,-2.8,7.7,0.174,0,
4962,畑竜生,58.8,39,5.1,9.1,-2.8,7.7,0.156,0,
5187,小坂風太,34.1,23,0.0,4.6,-2.8,0.0,0.207,3,0.0
4168,石野貴之,60.6,39,5.1,9.1,-2.8,5.1,0.137,2,0.0
3896,上田洋平,52.1,37,2.7,6.6,-2.8,5.4,0.154,0,
3566,川添英正,48.6,38,2.6,6.6,-2.9,5.3,0.2,1,0.0
3606,川北浩貴,55.6,41,4.9,8.8,-2.9,7.3,0.164,0,
3804,中渡修作,45.8,40,2.5,6.5,-2.9,2.5,0.143,2,0.0
3853,岩崎正哉,50.2,38,2.6,6.6,-2.9,2.6,0.198,3,0.0
3948,大町利克,34.3,26,0.0,4.6,-2.9,0.0,0.19,2,0.0
4014,片岡恵里,54.4,41,4.9,8.8,-2.9,9.8,0.177,0,
4117,廣中智紗衣,65.1,42,7.1,11.0,-2.9,7.1,0.212,3,33.3
4295,小坂尚哉,73.3,38,10.5,14.6,-2.9,15.8,0.136,2,0.0
4360,庄司孝輔,55.5,41,4.9,8.8,-2.9,14.6,0.182,2,0.0
4469,土山卓也,56.7,41,4.9,8.8,-2.9,9.8,0.155,2,0.0
4486,野村誠,55.3,41,4.9,8.8,-2.9,9.8,0.176,1,0.0
4688,永井彪也,63.3,42,7.1,11.0,-2.9,11.9,0.119,1,0.0
4714,喜多須杏奈,49.0,39,2.6,6.6,-2.9,2.6,0.173,2,0.0
4782,浜崎準也,36.6,26,0.0,4.6,-2.9,3.8,0.179,0,
4951,新田洋一,51.0,38,2.6,6.6,-2.9,5.3,0.139,0,
5144,中尾彩香,48.6,39,2.6,6.6,-2.9,5.1,0.17,2,0.0
5163,清水愛海,65.2,42,7.1,11.0,-2.9,9.5,0.21,0,
5237,永松良教,41.5,25,0.0,4.7,-2.9,0.0,0.174,1,0.0
5271,杉山太陽,32.6,25,0.0,4.6,-2.9,4.0,0.191,0,
5330,安河内鈴之介,64.0,42,7.1,11.0,-2.9,11.9,0.146,2,0.0
4162,竹本太樹,38.8,23,0.0,4.7,-2.9,0.0,0.163,1,0.0
4357,田中和也,70.5,45,8.9,12.8,-2.9,15.6,0.157,0,
3708,岡部貴司,47.1,41,2.4,6.5,-3.0,2.4,0.165,2,0.0
3915,繁野谷圭介,58.4,40,5.0,9.1,-3.0,7.5,0.173,0,
3961,谷村一哉,71.4,25,8.0,12.8,-3.0,8.0,0.149,0,
4043,桐本康臣,58.6,40,5.0,9.1,-3.0,7.5,0.138,3,0.0
4071,古賀千晶,38.3,27,0.0,4.7,-3.0,0.0,0.158,0,
4325,新出浩司,42.4,27,0.0,4.7,-3.0,0.0,0.167,3,0.0
4411,沢田昭宏,53.9,42,4.8,8.8,-3.0,4.8,0.195,0,
4536,喜井つかさ,64.2,43,7.0,11.0,-3.0,14.0,0.155,3,66.7
4567,上村慎太郎,36.7,28,0.0,4.6,-3.0,0.0,0.24,0,
4891,寺島美里,39.8,26,0.0,4.7,-3.0,0.0,0.128,0,
4908,上田龍星,67.1,43,7.0,11.0,-3.0,14.0,0.137,2,50.0
5186,遠藤圭吾,39.3,27,0.0,4.7,-3.0,3.7,0.162,2,0.0
3514,山一鉄也,52.6,42,4.8,8.8,-3.0,9.5,0.165,1,0.0
4023,柴田友和,32.8,30,0.0,4.6,-3.0,0.0,0.181,1,0.0
4358,松本庸平,35.4,30,0.0,4.6,-3.0,3.3,0.249,0,
4549,小林文彦,58.8,40,5.0,9.1,-3.0,7.5,0.192,3,0.0
3156,金子良昭,33.3,33,0.0,4.6,-3.1,0.0,0.162,4,0.0
3392,小森信雄,39.5,28,0.0,4.7,-3.1,0.0,0.192,4,0.0
3448,高山秀雄,42.3,30,0.0,4.7,-3.1,0.0,0.201,2,0.0
3471,赤峰和也,33.2,31,0.0,4.6,-3.1,3.2,0.18,1,0.0
3505,山田竜一,51.2,42,2.4,6.6,-3.1,4.8,0.141,3,0.0
3507,藤井徹,35.7,33,0.0,4.6,-3.1,3.0,0.216,0,
3523,寳田亮治,38.8,28,0.0,4.7,-3.1,3.6,0.213,0,
3771,折下寛法,56.0,43,4.7,8.8,-3.1,7.0,0.145,2,50.0
3841,佐々木和伸,62.3,41,4.9,9.1,-3.1,9.8,0.151,1,0.0
3869,井芹大志,36.5,32,0.0,4.6,-3.1,0.0,0.196,0,
3889,須藤隆雄,34.4,31,0.0,4.6,-3.1,0.0,0.18,1,0.0
4051,清水敦揮,72.4,36,8.3,12.8,-3.1,16.7,0.18,0,
4164,岩永節也,36.1,31,0.0,4.6,-3.1,0.0,0.19,0,
4311,岡村仁,68.9,46,8.7,12.8,-3.1,13.0,0.138,4,25.0
4352,下條雄太郎,66.2,31,6.5,11.0,-3.1,16.1,0.14,0,
4558,宮野仁,33.5,31,0.0,4.6,-3.1,0.0,0.199,0,
4697,國弘翔平,35.7,33,0.0,4.6,-3.1,0.0,0.175,2,0.0
4720,西澤日花里,38.4,29,0.0,4.7,-3.1,0.0,0.172,1,0.0
4738,清埜翔子,55.5,43,4.7,8.8,-3.1,7.0,0.152,6,0.0
4787,椎名豊,73.0,39,10.3,14.6,-3.1,15.4,0.141,1,0.0
5000,岡本翔太郎,38.5,30,0.0,4.7,-3.1,3.3,0.121,0,
5316,村松将平,49.2,42,2.4,6.6,-3.1,7.1,0.133,2,0.0
3569,増田進,34.0,33,0.0,4.6,-3.1,0.0,0.168,0,
3859,多羅尾達之,38.4,30,0.0,4.7,-3.1,0.0,0.179,3,0.0
3964,宮地博士,36.8,32,0.0,4.6,-3.1,0.0,0.18,1,0.0
4098,赤澤文香,37.2,32,0.0,4.6,-3.1,0.0,0.196,0,
4514,上條嘉嗣,69.0,46,8.7,12.8,-3.1,15.2,0.202,6,0.0
4728,山口亮,39.7,29,0.0,4.7,-3.1,0.0,0.188,0,
3224,栗山繁洋,33.3,36,0.0,4.6,-3.2,0.0,0.197,0,
3686,鳥居塚孝博,60.2,42,4.8,9.1,-3.2,11.9,0.14,0,
3773,津留浩一郎,39.1,33,0.0,4.7,-3.2,3.0,0.156,0,
3988,古川誠之,60.8,42,4.8,9.1,-3.2,11.9,0.138,4,0.0
4053,芦澤望,58.2,42,4.8,9.1,-3.2,9.5,0.166,2,0.0
4202,浮田圭浩,41.5,32,0.0,4.7,-3.2,3.1,0.202,0,
4332,村上彰一,38.5,32,0.0,4.7,-3.2,3.1,0.208,2,0.0
4400,加藤奈月,35.3,34,0.0,4.6,-3.2,0.0,0.172,0,
4525,真子奈津実,41.6,32,0.0,4.7,-3.2,0.0,0.152,2,0.0
4785,木幡純也,38.5,32,0.0,4.7,-3.2,0.0,0.186,3,0.0
4905,土井祥伍,35.5,36,0.0,4.6,-3.2,0.0,0.18,0,
4918,川島拓郎,48.4,43,2.3,6.6,-3.2,2.3,0.153,3,0.0
4936,戸敷晃美,60.1,42,4.8,9.1,-3.2,9.5,0.159,2,0.0
4952,吉武真也,34.1,35,0.0,4.6,-3.2,0.0,0.182,2,0.0
5046,松山裕基,38.5,32,0.0,4.7,-3.2,0.0,0.172,1,0.0
5157,市川健太,37.2,36,0.0,4.6,-3.2,0.0,0.158,1,0.0
3297,藤丸光一,37.9,31,0.0,4.7,-3.2,3.2,0.207,1,0.0
3974,深山祐二,38.2,31,0.0,4.7,-3.2,3.2,0.154,4,0.0
4390,松本弓雄,32.5,34,0.0,4.6,-3.2,0.0,0.198,0,
4693,松下誉士,34.4,36,0.0,4.6,-3.2,0.0,0.186,0,
3474,松瀬弘美,42.2,34,0.0,4.7,-3.3,5.9,0.156,1,0.0
3831,安藤裕貴,42.5,35,0.0,4.7,-3.3,2.9,0.144,1,0.0
3984,坂口周,63.7,45,6.7,11.0,-3.3,8.9,0.162,1,0.0
4155,長野壮志郎,64.3,32,6.2,11.0,-3.3,12.5,0.133,0,
4246,喜多那由夏,38.5,36,0.0,4.7,-3.3,0.0,0.194,2,0.0
4299,中島浩哉,40.6,36,0.0,4.7,-3.3,2.8,0.143,0,
4350,篠崎元志,67.3,45,6.7,11.0,-3.3,8.9,0.153,0,
4491,田中堅,35.5,37,0.0,4.6,-3.3,0.0,0.183,2,0.0
4502,遠藤エミ,72.7,40,10.0,14.6,-3.3,25.0,0.142,1,0.0
4565,西村豪洋,33.8,37,0.0,4.6,-3.3,2.7,0.172,1,0.0
4686,丸野一樹,62.9,32,6.2,11.0,-3.3,9.4,0.122,3,33.3
4947,間庭菜摘,42.2,34,0.0,4.7,-3.3,0.0,0.172,1,0.0
4949,横田貴満,61.7,43,4.7,9.1,-3.3,7.0,0.161,0,
5078,山川波乙,42.3,35,0.0,4.7,-3.3,2.9,0.189,0,
5250,嶋田有里,38.0,35,0.0,4.7,-3.3,0.0,0.177,0,
5317,長尾萌加,45.6,46,2.2,6.5,-3.3,4.3,0.157,0,
3790,佐口達也,38.1,36,0.0,4.7,-3.3,0.0,0.191,0,
4579,中嶋健一郎,60.3,43,4.7,9.1,-3.3,11.6,0.158,2,0.0
4888,金児隆太,48.5,45,2.2,6.6,-3.3,6.7,0.174,6,0.0
3710,吉永泰弘,42.9,48,2.1,6.5,-3.4,6.2,0.175,0,
3769,佐竹恒彦,52.9,28,3.6,8.8,-3.4,7.1,0.171,0,
3934,鋤柄貴俊,53.1,46,4.3,8.8,-3.4,4.3,0.149,1,0.0
3967,鈴木茂高,39.1,41,0.0,4.7,-3.4,0.0,0.186,2,0.0
3990,芹澤克彦,40.4,38,0.0,4.7,-3.4,2.6,0.149,0,
4394,永嶋裕一,62.6,46,6.5,11.0,-3.4,15.2,0.148,1,0.0
4487,三原司,40.9,40,0.0,4.7,-3.4,5.0,0.179,0,
4543,重木輝彦,65.5,46,6.5,11.0,-3.4,8.7,0.182,0,
4564,山本景士郎,41.8,39,0.0,4.7,-3.4,2.6,0.196,1,0.0
4961,西橋奈未,61.9,44,4.5,9.1,-3.4,6.8,0.147,3,0.0
4995,田邉亮蔵,39.8,37,0.0,4.7,-3.4,0.0,0.182,1,0.0
5026,安河内健,63.4,46,6.5,11.0,-3.4,15.2,0.161,0,
5177,松井貫太,37.8,39,0.0,4.7,-3.4,0.0,0.196,1,0.0
5326,三嶌さらら,34.5,46,0.0,4.6,-3.4,4.3,0.186,0,
5351,齊藤廉,38.2,39,0.0,4.7,-3.4,5.1,0.142,4,0.0
3303,渡辺豊,43.7,48,2.1,6.5,-3.4,4.2,0.203,2,0.0
3807,岡部哲,40.5,41,0.0,4.7,-3.4,0.0,0.166,3,0.0
4388,是澤孝宏,61.1,44,4.5,9.1,-3.4,6.8,0.162,1,0.0
5118,野田なづき,57.1,28,3.6,8.8,-3.4,7.1,0.179,2,0.0
3081,岡本慎治,46.7,18,0.0,6.5,-3.5,0.0,0.167,4,0.0
3441,土屋太朗,46.3,50,2.0,6.5,-3.5,2.0,0.186,6,0.0
3502,渡邉英児,60.8,45,4.4,9.1,-3.5,4.4,0.156,3,0.0
4074,柳沢一,65.7,47,6.4,11.0,-3.5,14.9,0.143,2,0.0
4105,松下直也,53.9,47,4.3,8.8,-3.5,4.3,0.156,0,
4324,海野康志郎,67.1,47,6.4,11.0,-3.5,8.5,0.147,0,
4790,柳内敬太,63.3,47,6.4,11.0,-3.5,6.4,0.163,1,100.0
4963,實森美祐,58.6,45,4.4,9.1,-3.5,8.9,0.154,3,0.0
5064,品川二千翔,60.5,45,4.4,9.1,-3.5,11.1,0.153,2,0.0
3454,井川大作,56.1,29,3.4,8.8,-3.6,3.4,0.131,0,
3621,天野晶夫,54.6,29,3.4,8.8,-3.6,3.4,0.159,0,
3684,清水攻二,58.4,47,4.3,9.1,-3.6,8.5,0.17,0,
4639,雑賀勇貴,38.2,48,0.0,4.7,-3.6,2.1,0.163,4,0.0
4746,大豆生田蒼,54.3,29,3.4,8.8,-3.6,13.8,0.208,7,14.3
5037,田頭虎親,55.3,29,3.4,8.8,-3.6,10.3,0.172,0,
5279,石渡翔一郎,56.3,29,3.4,8.8,-3.6,10.3,0.176,1,0.0
3645,淺田千亜希,46.2,19,0.0,6.5,-3.6,5.3,0.154,0,
3687,花田和明,44.6,52,1.9,6.5,-3.6,3.8,0.17,3,0.0
4470,平田健之佑,67.0,34,5.9,11.0,-3.6,8.8,0.134,0,
3854,吉川元浩,63.8,48,6.2,11.0,-3.7,10.4,0.134,5,20.0
4290,稲田浩二,63.3,35,5.7,11.0,-3.7,8.6,0.1,1,0.0
4418,茅原悠紀,72.4,39,7.7,12.8,-3.7,15.4,0.114,1,0.0
4744,伊藤玲奈,43.2,20,0.0,6.5,-3.7,0.0,0.222,0,
4748,渡邉雄朗,67.3,35,5.7,11.0,-3.7,11.4,0.169,1,0.0
5216,長谷川晴哉,60.3,48,4.2,9.1,-3.7,8.3,0.139,3,33.3
5049,松井友汰,61.7,29,3.4,9.1,-3.7,6.9,0.169,2,0.0
4450,平高奈菜,58.9,30,3.3,9.1,-3.8,13.3,0.176,0,
3744,徳増秀樹,60.8,70,4.3,9.1,-3.9,12.9,0.128,3,0.0
4019,笠原亮,66.3,36,5.6,11.0,-3.9,13.9,0.161,2,0.0
4809,外崎悟,53.6,32,3.1,8.8,-3.9,9.4,0.142,6,0.0
4822,百武翔,62.5,50,4.0,9.1,-3.9,4.0,0.177,2,50.0
4884,勝浦真帆,51.8,22,0.0,6.6,-3.9,0.0,0.138,1,0.0
4991,宗行治哉,64.0,36,5.6,11.0,-3.9,11.1,0.19,2,0.0
3904,森貴洋,49.2,21,0.0,6.6,-3.9,0.0,0.17,0,
