登番,選手名,地力3連対,全国4走,実4まくり率,期待まくり率,まくり力,実4_1着率,全国4ST,当地4走,当地4まくり率
4747,山戸信二,34.5,24,8.3,4.6,2.3,12.5,0.142,0,
4771,下寺秀和,72.3,44,15.9,12.8,2.3,25.0,0.168,0,
5199,垂水悠,46.3,30,10.0,6.5,2.3,10.0,0.119,0,
5236,小宮涼雅,37.0,53,7.5,4.6,2.3,11.3,0.173,0,
4488,小山勉,69.8,31,16.1,12.8,2.3,22.6,0.151,2,0.0
4495,森晋太郎,57.9,32,12.5,9.1,2.3,12.5,0.146,2,0.0
5083,柳瀬幹太,42.9,30,10.0,6.5,2.3,16.7,0.15,0,
4660,宇田川信一,32.2,30,6.7,3.2,2.3,6.7,0.207,0,
4885,大山千広,66.7,20,15.0,11.0,2.3,15.0,0.139,0,
5090,生方靖亜,51.0,30,10.0,6.6,2.2,10.0,0.162,3,33.3
5135,仲航太,48.3,30,10.0,6.6,2.2,10.0,0.138,1,100.0
3543,福田雅一,49.1,30,10.0,6.6,2.2,10.0,0.173,0,
5012,加倉侑征,51.4,30,10.0,6.6,2.2,16.7,0.141,5,20.0
4533,峰重侑治,41.5,24,8.3,4.7,2.2,8.3,0.178,1,0.0
3349,吉田一郎,60.2,51,11.8,9.1,2.1,13.7,0.143,0,
3932,池田浩美,41.1,25,8.0,4.7,2.1,8.0,0.166,0,
4193,郷原章平,60.2,51,11.8,9.1,2.1,19.6,0.151,6,16.7
4368,山口隆史,32.4,32,6.2,3.2,2.1,6.2,0.21,0,
4449,中嶋達也,36.7,40,7.5,4.6,2.1,10.0,0.144,2,0.0
4472,尾嶋一広,64.8,51,13.7,11.0,2.1,15.7,0.149,3,66.7
4679,植田太一,59.5,42,11.9,9.1,2.1,14.3,0.165,0,
4715,村上遼,62.1,33,12.1,9.1,2.1,15.2,0.126,0,
4733,赤井睦,46.2,31,9.7,6.5,2.1,9.7,0.148,0,
5153,佐藤ほのか,31.2,32,6.2,3.2,2.1,6.2,0.172,0,
5367,赤松咲香,5.6,23,4.3,0.8,2.1,4.3,0.173,1,0.0
4499,滝川真由子,52.6,25,12.0,8.8,2.0,20.0,0.192,0,
4637,中田友也,57.2,34,11.8,8.8,2.0,17.6,0.148,1,0.0
4645,上村純一,63.1,36,13.9,11.0,2.0,19.4,0.139,2,0.0
4893,渡邉真奈美,46.3,32,9.4,6.5,2.0,9.4,0.151,1,0.0
4938,小芦るり華,65.3,36,13.9,11.0,2.0,16.7,0.169,2,50.0
4944,田代達也,35.1,41,7.3,4.6,2.0,7.3,0.178,4,0.0
4948,木場悠介,55.2,34,11.8,8.8,2.0,17.6,0.135,0,
5106,山崎祥,56.3,34,11.8,8.8,2.0,17.6,0.155,0,
5321,一色颯輝,46.3,20,10.0,6.5,2.0,15.0,0.185,0,
5338,香月大輝,30.6,52,5.8,3.2,2.0,5.8,0.149,2,0.0
4169,多田有佑,26.1,30,6.7,3.7,2.0,6.7,0.223,1,0.0
5417,小柳勝希,21.3,20,5.0,1.4,2.0,10.0,0.191,0,
3615,横田茂,41.9,41,7.3,4.7,1.9,7.3,0.153,2,100.0
3627,井上恵一,49.8,55,9.1,6.6,1.9,12.7,0.176,2,0.0
3952,中澤和志,68.7,39,15.4,12.8,1.9,20.5,0.129,5,20.0
3960,菊地孝平,58.7,52,11.5,9.1,1.9,19.2,0.1,4,25.0
4009,小林一樹,53.7,44,11.4,8.8,1.9,11.4,0.126,0,
4215,吉島祥之,56.0,44,11.4,8.8,1.9,11.4,0.142,0,
4327,加藤翔,35.9,42,7.1,4.6,1.9,7.1,0.197,3,0.0
4403,木下大將,61.2,43,11.6,9.1,1.9,16.3,0.151,2,50.0
4537,渡邉和将,67.4,44,13.6,11.0,1.9,20.5,0.126,0,
4573,佐藤翼,58.9,43,11.6,9.1,1.9,14.0,0.125,6,33.3
4819,蜂須瑞生,58.4,34,11.8,9.1,1.9,14.7,0.158,2,0.0
5073,上原健次郎,52.3,32,9.4,6.6,1.9,15.6,0.17,2,0.0
5104,山田丈,58.7,34,11.8,9.1,1.9,17.6,0.151,0,
5287,滝沢織寧,24.2,31,6.5,3.7,1.9,9.7,0.155,6,0.0
5337,出畑孝成,33.0,58,6.9,4.6,1.9,10.3,0.17,3,33.3
3726,桂林寛,41.5,26,7.7,4.7,1.9,7.7,0.158,0,
3857,阿波勝哉,39.5,26,7.7,4.7,1.9,11.5,0.213,4,0.0
3604,武藤綾子,36.4,27,7.4,4.6,1.8,11.1,0.166,0,
3778,安達美帆,21.3,23,4.3,1.4,1.8,8.7,0.215,3,0.0
4045,佐々木裕美,42.6,33,9.1,6.5,1.8,9.1,0.156,2,0.0
4196,田中太一郎,36.6,43,7.0,4.6,1.8,7.0,0.162,1,0.0
4404,岸蔭亮,32.4,35,5.7,3.2,1.8,5.7,0.189,2,0.0
4942,柴田朋哉,56.2,35,11.4,8.8,1.8,14.3,0.135,3,0.0
5070,中島航,35.2,27,7.4,4.6,1.8,7.4,0.192,2,0.0
5087,佐藤航,68.5,53,15.1,12.8,1.8,17.0,0.155,12,0.0
4239,竹田辰也,66.5,37,13.5,11.0,1.8,13.5,0.158,0,
5191,飛田江己,68.1,53,15.1,12.8,1.8,17.0,0.126,10,30.0
3503,堂原洋史,30.2,36,5.6,3.2,1.7,5.6,0.147,2,0.0
3578,塩田雄一,33.3,28,7.1,4.6,1.7,7.1,0.199,0,
3654,武田光史,62.7,45,13.3,11.0,1.7,24.4,0.154,4,0.0
3953,志道吉和,21.5,24,4.2,1.4,1.7,4.2,0.206,0,
3999,大瀧明日香,61.1,44,11.4,9.1,1.7,13.6,0.146,0,
4024,井口佳典,61.7,44,11.4,9.1,1.7,15.9,0.155,4,25.0
4035,杉江浩明,32.3,36,5.6,3.2,1.7,5.6,0.202,3,0.0
4811,向井田佑紀,44.1,46,8.7,6.5,1.7,10.9,0.162,2,0.0
5133,堀越雄貴,50.5,33,9.1,6.6,1.7,12.1,0.199,3,0.0
5318,河内一馬,22.8,32,6.2,3.7,1.7,6.2,0.174,2,0.0
3226,浦田信義,44.8,34,8.8,6.5,1.6,8.8,0.199,1,0.0
3611,岩崎芳美,56.7,36,11.1,8.8,1.6,11.1,0.131,4,25.0
3701,大西隆洋,29.9,37,5.4,3.2,1.6,5.4,0.166,0,
4245,高橋直哉,38.7,28,7.1,4.7,1.6,7.1,0.171,2,0.0
4415,下出卓矢,56.2,36,11.1,8.8,1.6,11.1,0.139,2,0.0
4512,高野哲史,68.8,47,14.9,12.8,1.6,19.1,0.153,0,
4656,大崎翔,46.2,34,8.8,6.5,1.6,14.7,0.146,4,0.0
4765,野田部宏子,44.6,34,8.8,6.5,1.6,8.8,0.127,0,
5060,数原魁,56.8,36,11.1,8.8,1.6,11.1,0.176,0,
3544,豊田訓靖,26.6,33,6.1,3.7,1.6,6.1,0.183,1,0.0
4090,中村尊,58.5,26,11.5,9.1,1.6,19.2,0.143,5,0.0
4939,宮之原輝紀,69.3,33,15.2,12.8,1.6,27.3,0.128,1,100.0
3158,島川光男,60.1,45,11.1,9.1,1.5,15.6,0.142,0,
3535,渡修平,33.7,29,6.9,4.6,1.5,6.9,0.2,0,
3629,浅見昌克,61.2,45,11.1,9.1,1.5,11.1,0.139,3,0.0
3931,黒崎竜也,55.6,27,11.1,8.8,1.5,14.8,0.147,0,
4122,安東幸治,55.2,46,10.9,8.8,1.5,19.6,0.16,3,0.0
4706,三浦洋次朗,55.2,46,10.9,8.8,1.5,13.0,0.175,5,0.0
4943,八木治樹,34.5,29,6.9,4.6,1.5,6.9,0.132,1,0.0
4967,中村魁生,67.5,46,13.0,11.0,1.5,19.6,0.126,0,
5042,畑田汰一,64.6,54,13.0,11.0,1.5,14.8,0.115,15,33.3
5277,井上未都,50.2,34,8.8,6.6,1.5,11.8,0.149,0,
5369,岡崎凪汰,21.6,27,3.7,1.4,1.5,3.7,0.173,0,
5386,米玉利大悟,18.1,27,3.7,1.4,1.5,3.7,0.162,0,
3175,渡辺千草,42.8,35,8.6,6.5,1.4,8.6,0.141,0,
3377,塚田修二,34.7,30,6.7,4.6,1.4,6.7,0.197,4,25.0
3757,畑和宏,56.9,37,10.8,8.8,1.4,10.8,0.149,0,
3956,横澤剛治,61.1,36,11.1,9.1,1.4,16.7,0.154,3,33.3
4158,木場雄二郎,43.9,35,8.6,6.5,1.4,8.6,0.166,0,
4231,鈴木裕隆,53.0,47,10.6,8.8,1.4,14.9,0.169,4,0.0
4277,金田大輔,43.7,35,8.6,6.5,1.4,8.6,0.162,0,
4323,山田佑樹,50.0,35,8.6,6.6,1.4,14.3,0.163,0,
4398,船岡洋一郎,68.1,48,14.6,12.8,1.4,16.7,0.129,1,0.0
4419,原加央理,57.2,37,10.8,8.8,1.4,16.2,0.16,0,
4689,豊田結,51.2,35,8.6,6.6,1.4,8.6,0.143,0,
4895,門間雄大,49.5,35,8.6,6.6,1.4,11.4,0.14,1,0.0
5055,眞鳥章太,55.5,47,10.6,8.8,1.4,12.8,0.163,0,
5121,定松勇樹,68.1,41,14.6,12.8,1.4,17.1,0.122,0,
5230,石原凪紗,39.5,29,6.9,4.7,1.4,6.9,0.186,2,0.0
3564,桑原啓,41.7,46,6.5,4.7,1.4,6.5,0.164,1,0.0
4281,大澤大夢,48.1,35,8.6,6.6,1.4,8.6,0.167,1,100.0
5270,小玉啓太,43.0,35,8.6,6.5,1.4,8.6,0.153,0,
5290,坂本一真,24.3,35,5.7,3.7,1.4,5.7,0.169,1,0.0
5124,上瀧絢也,40.8,29,6.9,4.7,1.4,6.9,0.176,0,
3641,一瀬明,59.4,56,10.7,9.1,1.3,17.9,0.18,1,0.0
3866,木山誠一,41.6,30,6.7,4.7,1.3,6.7,0.11,2,0.0
3976,内田圭,30.4,40,5.0,3.2,1.3,5.0,0.163,1,0.0
4118,宇佐見淳,64.4,55,12.7,11.0,1.3,20.0,0.157,5,20.0
4283,石井裕美,39.2,30,6.7,4.7,1.3,6.7,0.181,0,
4337,平本真之,67.4,39,12.8,11.0,1.3,17.9,0.134,3,33.3
4878,西岡育未,41.6,30,6.7,4.7,1.3,10.0,0.165,0,
4889,後藤盛也,47.0,23,8.7,6.5,1.3,8.7,0.142,1,100.0
5039,倉田茂将,42.4,47,6.4,4.7,1.3,10.6,0.143,2,0.0
5339,石井伸長,46.1,36,8.3,6.5,1.3,13.9,0.171,0,
3319,山崎義明,55.6,48,10.4,8.8,1.2,10.4,0.144,5,40.0
3852,澤大介,38.0,31,6.5,4.7,1.2,6.5,0.179,2,0.0
4431,石塚裕介,42.1,31,6.5,4.7,1.2,16.1,0.166,0,
4446,和田兼輔,71.4,49,14.3,12.8,1.2,14.3,0.131,1,0.0
4459,片岡雅裕,50.8,36,8.3,6.6,1.2,11.1,0.094,0,
4473,藤堂里香,51.8,36,8.3,6.6,1.2,13.9,0.172,0,
5076,石原光,49.8,36,8.3,6.6,1.2,8.3,0.18,2,50.0
5180,藤本紗弥香,28.6,19,5.3,3.2,1.2,5.3,0.181,0,
5320,岩崎麗子,17.7,32,3.1,1.4,1.2,3.1,0.153,1,0.0
4601,森野正弘,67.7,56,14.3,12.8,1.2,16.1,0.121,0,
5258,仲本舜,38.3,31,6.5,4.7,1.2,6.5,0.194,1,0.0
3637,齋藤和政,37.0,32,6.2,4.6,1.1,9.4,0.189,4,0.0
3653,品川賢次,43.2,24,8.3,6.5,1.1,8.3,0.19,2,0.0
3873,別府昌樹,42.6,24,8.3,6.5,1.1,12.5,0.13,0,
3959,坪井康晴,69.6,35,14.3,12.8,1.1,14.3,0.155,2,0.0
4033,伊藤将吉,64.8,40,12.5,11.0,1.1,15.0,0.134,1,0.0
4106,坂井康嗣,27.3,38,5.3,3.7,1.1,5.3,0.175,0,
4315,山崎昂介,42.6,37,8.1,6.5,1.1,8.1,0.163,0,
4356,長岡良也,63.8,48,12.5,11.0,1.1,12.5,0.163,1,0.0
4405,南野利騰,34.7,32,6.2,4.6,1.1,9.4,0.149,0,
4506,稗田聖也,64.9,40,12.5,11.0,1.1,22.5,0.126,3,0.0
4532,秋元哲,71.7,42,14.3,12.8,1.1,19.0,0.13,10,0.0
4641,磯村匠,43.6,37,8.1,6.5,1.1,10.8,0.19,1,0.0
5313,鈴木唯央,33.8,32,6.2,4.6,1.1,6.2,0.187,2,0.0
4203,小倉康典,36.4,32,6.2,4.6,1.1,9.4,0.143,3,33.3
4247,齊藤優,45.7,37,8.1,6.5,1.1,10.8,0.155,0,
3661,柳瀬興志,49.6,37,8.1,6.6,1.0,10.8,0.163,3,0.0
3911,鈴木猛,48.3,50,8.0,6.6,1.0,10.0,0.174,1,0.0
3977,山本兼士,40.0,50,6.0,4.7,1.0,10.0,0.165,0,
4060,島田一生,48.1,37,8.1,6.6,1.0,13.5,0.179,2,0.0
4161,黒柳浩孝,51.5,37,8.1,6.6,1.0,8.1,0.161,1,0.0
4375,照屋厚仁,58.6,38,10.5,9.1,1.0,13.2,0.15,2,50.0
4580,長谷川雅和,55.1,39,10.3,8.8,1.0,12.8,0.153,0,
4757,山田祐也,62.1,38,10.5,9.1,1.0,13.2,0.141,0,
4966,田川大貴,49.2,37,8.1,6.6,1.0,10.8,0.15,1,100.0
5103,芝田京介,30.1,20,5.0,3.2,1.0,5.0,0.211,2,0.0
5311,小林京平,47.7,37,8.1,6.6,1.0,13.5,0.162,0,
5356,長谷川暖,48.5,24,8.3,6.6,1.0,8.3,0.128,1,0.0
5348,小林甘寧,43.4,38,7.9,6.5,1.0,15.8,0.15,0,
4017,向井美鈴,52.2,38,7.9,6.6,0.9,13.2,0.188,2,0.0
4110,小澤和也,38.7,33,6.1,4.7,0.9,9.1,0.161,4,50.0
4146,柳橋宏紀,51.5,38,7.9,6.6,0.9,10.5,0.139,0,
4166,吉田拡郎,68.3,43,14.0,12.8,0.9,18.6,0.116,3,33.3
4669,井上茂,42.1,33,6.1,4.7,0.9,6.1,0.186,0,
4875,大塚康雅,46.0,39,7.7,6.5,0.9,12.8,0.195,2,0.0
5008,羽野諒,40.2,33,6.1,4.7,0.9,6.1,0.12,1,0.0
5081,篠原飛翔,61.0,39,10.3,9.1,0.9,15.4,0.167,0,
5382,山下心一,13.9,41,2.4,1.2,0.9,2.4,0.172,0,
4644,山田亮太,67.2,49,12.2,11.0,0.9,14.3,0.141,3,0.0
3054,北川幸典,53.2,30,10.0,8.8,0.8,13.3,0.173,0,
3302,谷川里江,45.3,26,7.7,6.5,0.8,11.5,0.15,2,0.0
4093,吉田宗弘,38.0,34,5.9,4.7,0.8,5.9,0.186,0,
4240,今井裕梨,57.9,29,10.3,9.1,0.8,13.8,0.136,1,0.0
4775,千葉真弥,62.3,29,10.3,9.1,0.8,10.3,0.156,2,0.0
5261,岡暢祐,33.3,35,5.7,4.6,0.8,8.6,0.169,2,0.0
5340,樋江井舞,30.0,48,4.2,3.2,0.8,6.2,0.159,0,
3842,星野太郎,42.9,26,7.7,6.5,0.8,11.5,0.179,0,
4846,佐藤駿介,34.6,35,5.7,4.6,0.8,8.6,0.162,3,0.0
5111,三村岳人,54.7,30,10.0,8.8,0.8,13.3,0.138,0,
3546,中里昌志,41.2,54,5.6,4.7,0.7,7.4,0.184,4,0.0
3860,松本浩貴,28.9,23,4.3,3.2,0.7,4.3,0.205,4,0.0
4112,大久保信一郎,58.3,40,10.0,9.1,0.7,17.5,0.186,1,0.0
4244,鈴木成美,29.0,23,4.3,3.2,0.7,4.3,0.127,2,0.0
4608,荒井翔伍,58.2,40,10.0,9.1,0.7,10.0,0.157,1,0.0
4727,安部慎一,41.3,35,5.7,4.7,0.7,5.7,0.146,0,
4789,古賀智之,56.4,41,9.8,8.8,0.7,9.8,0.149,5,20.0
5085,中村栄治,53.7,41,9.8,8.8,0.7,14.6,0.199,1,0.0
5114,小林孝彰,57.3,41,9.8,8.8,0.7,14.6,0.153,0,
5198,奥村明日香,41.6,35,5.7,4.7,0.7,8.6,0.206,0,
5308,藤森拓海,36.5,36,5.6,4.6,0.7,5.6,0.15,1,100.0
3075,中村裕将,40.3,35,5.7,4.7,0.7,5.7,0.137,5,20.0
3306,武田正紀,33.7,36,5.6,4.6,0.7,5.6,0.139,7,14.3
5031,渡辺空依,40.9,35,5.7,4.7,0.7,5.7,0.191,1,0.0
3662,大庭元明,51.9,40,7.5,6.6,0.6,12.5,0.176,0,
4113,木村浩士,49.1,40,7.5,6.6,0.6,10.0,0.183,0,
4317,木村紗友希,34.7,37,5.4,4.6,0.6,5.4,0.192,2,0.0
4764,小池礼乃,49.5,40,7.5,6.6,0.6,10.0,0.165,0,
4791,黒澤めぐみ,53.9,31,9.7,8.8,0.6,9.7,0.183,5,20.0
4865,立具敬司,40.8,17,5.9,4.7,0.6,5.9,0.19,1,0.0
4876,梅木敬太,43.1,41,7.3,6.5,0.6,9.8,0.177,2,0.0
4883,岡部大輝,58.9,30,10.0,9.1,0.6,26.7,0.168,3,0.0
5028,原田才一郎,67.1,42,11.9,11.0,0.6,14.3,0.175,4,0.0
5231,寺田空詩,52.7,31,9.7,8.8,0.6,12.9,0.168,3,0.0
5276,大島隆乃介,44.8,41,7.3,6.5,0.6,7.3,0.158,1,0.0
4143,浦田晃嗣,37.5,36,5.6,4.7,0.6,5.6,0.133,2,0.0
3814,金子貴志,41.7,37,5.4,4.7,0.5,5.4,0.181,1,0.0
3987,後藤正宗,60.5,41,9.8,9.1,0.5,12.2,0.142,2,0.0
4092,岡部大輔,49.5,27,7.4,6.6,0.5,7.4,0.164,0,
4227,安達裕樹,55.2,42,9.5,8.8,0.5,9.5,0.163,0,
4436,渋谷明憲,67.2,34,11.8,11.0,0.5,11.8,0.179,1,0.0
4437,中田元泰,60.0,41,9.8,9.1,0.5,12.2,0.149,0,
4489,岩川仁士,50.7,41,7.3,6.6,0.5,12.2,0.142,2,50.0
4681,太田潮,32.3,25,4.0,3.2,0.5,4.0,0.174,1,0.0
4761,山田晃大,52.1,41,7.3,6.6,0.5,12.2,0.153,1,0.0
4886,入海馨,64.6,34,11.8,11.0,0.5,17.6,0.144,0,
4969,町田洸希,48.3,27,7.4,6.6,0.5,7.4,0.183,0,
4982,中村将隆,49.7,27,7.4,6.6,0.5,7.4,0.17,1,0.0
5201,村上宗太郎,39.2,18,5.6,4.7,0.5,16.7,0.159,0,
4384,鶴本崇文,68.8,45,13.3,12.8,0.4,15.6,0.172,2,0.0
4526,池田雄祐,53.8,32,9.4,8.8,0.4,9.4,0.135,4,25.0
4529,嶋義信,57.4,32,9.4,8.8,0.4,12.5,0.153,2,0.0
4535,北山康介,71.2,30,13.3,12.8,0.4,20.0,0.137,0,
4562,阪本勇介,37.0,39,5.1,4.6,0.4,5.1,0.198,2,0.0
4803,飯田庄吾,27.7,26,3.8,3.2,0.4,7.7,0.195,1,0.0
4880,澤崎雄哉,54.5,32,9.4,8.8,0.4,12.5,0.162,2,0.0
4104,木下陽介,39.9,38,5.3,4.7,0.4,7.9,0.139,1,0.0
4372,原田佑実,58.1,31,9.7,9.1,0.4,12.9,0.158,0,
5066,鈴木孝明,67.8,45,13.3,12.8,0.4,17.8,0.16,4,25.0
3327,野長瀬正孝,61.6,64,9.4,9.1,0.3,14.1,0.189,7,0.0
3730,塩崎優司,41.7,39,5.1,4.7,0.3,7.7,0.17,0,
3787,天野誠,28.5,27,3.7,3.2,0.3,3.7,0.191,0,
3910,松下知幸,31.5,28,3.6,3.2,0.3,10.7,0.171,0,
4031,飯島誠,48.1,28,7.1,6.6,0.3,10.7,0.159,4,25.0
4468,大池佑来,63.8,35,11.4,11.0,0.3,11.4,0.161,3,33.3
4753,森照夫,40.7,19,5.3,4.7,0.3,5.3,0.139,2,0.0
4851,関浩哉,65.8,35,11.4,11.0,0.3,11.4,0.132,3,33.3
4957,竹之内極,53.6,43,9.3,8.8,0.3,11.6,0.158,1,0.0
5093,浦野海,47.0,29,6.9,6.5,0.3,6.9,0.183,2,0.0
5160,藤森陸斗,56.2,43,9.3,8.8,0.3,9.3,0.13,2,50.0
5207,高山敬悟,43.9,29,6.9,6.5,0.3,10.3,0.167,0,
5212,西川拓利,61.4,42,9.5,9.1,0.3,16.7,0.133,0,
5246,楠将太郎,52.4,28,7.1,6.6,0.3,14.3,0.167,7,0.0
5263,花田凱成,37.2,40,5.0,4.6,0.3,7.5,0.174,3,0.0
4723,寺島吉彦,40.8,19,5.3,4.7,0.3,10.5,0.16,2,0.0
4737,竹井貴史,77.1,40,15.0,14.6,0.3,22.5,0.135,2,50.0
3981,今坂晃広,34.5,41,4.9,4.6,0.2,4.9,0.184,2,0.0
4002,古結宏,66.8,44,11.4,11.0,0.2,22.7,0.127,0,
4013,中島孝平,67.4,44,11.4,11.0,0.2,13.6,0.129,1,0.0
4075,中野次郎,60.0,43,9.3,9.1,0.2,11.6,0.135,2,0.0
4233,亀山雅幸,64.2,44,11.4,11.0,0.2,11.4,0.173,0,
4391,松田祐季,61.5,43,9.3,9.1,0.2,14.0,0.155,2,0.0
4463,三苫晃幸,62.2,43,9.3,9.1,0.2,11.6,0.177,0,
4485,楠原正剛,50.9,43,7.0,6.6,0.2,9.3,0.15,0,
4516,野口勝弘,66.8,53,11.3,11.0,0.2,15.1,0.148,4,0.0
4784,向井田真紀,36.4,20,5.0,4.6,0.2,10.0,0.225,0,
5082,一色凌雅,55.1,44,9.1,8.8,0.2,13.6,0.16,0,
3747,國崎良春,58.3,32,9.4,9.1,0.2,12.5,0.166,1,0.0
3680,森林太,36.6,42,4.8,4.6,0.1,7.1,0.173,1,0.0
3882,新田智彰,47.0,45,6.7,6.5,0.1,8.9,0.159,0,
3951,石川吉鎬,48.1,44,6.8,6.6,0.1,6.8,0.178,0,
4139,丹下健,42.2,41,4.9,4.7,0.1,9.8,0.181,0,
4420,津久井拓也,55.9,56,8.9,8.8,0.1,16.1,0.149,2,0.0
4501,樋口由加里,47.7,44,6.8,6.6,0.1,9.1,0.158,5,0.0
5128,坪井爽佑,43.5,30,6.7,6.5,0.1,10.0,0.161,1,0.0
5328,井上慧人,30.3,30,3.3,3.2,0.1,3.3,0.165,1,0.0
3583,齋藤智裕,28.0,30,3.3,3.2,0.1,3.3,0.185,4,0.0
4781,西舘果里,42.9,15,6.7,6.5,0.1,6.7,0.192,1,0.0
3305,小野信樹,31.8,31,3.2,3.2,0.0,3.2,0.15,0,
3642,大塚浩二,30.3,31,3.2,3.2,0.0,3.2,0.207,1,0.0
3712,淺香文武,44.6,31,6.5,6.5,-0.0,9.7,0.172,2,0.0
3792,田中豪,67.2,36,11.1,11.0,0.0,16.7,0.135,3,0.0
3897,白井英治,63.1,45,11.1,11.0,0.0,15.6,0.138,2,0.0
4020,川上清人,32.3,31,3.2,3.2,0.0,3.2,0.194,0,
4042,丸岡正典,63.5,45,11.1,11.0,0.0,11.1,0.169,4,0.0
4182,吉田和仁,43.9,46,6.5,6.5,0.0,8.7,0.178,2,0.0
4376,藤田靖弘,56.9,45,8.9,8.8,0.0,15.6,0.167,1,0.0
4377,濱本優一,68.6,39,12.8,12.8,0.0,25.6,0.139,3,66.7
4381,田路朋史,58.6,33,9.1,9.1,0.0,15.2,0.157,3,0.0
4443,津田裕絵,56.3,45,8.9,8.8,0.0,11.1,0.178,1,0.0
4479,矢野真梨菜,29.9,32,3.1,3.2,-0.0,6.2,0.162,1,0.0
4500,山田康二,68.7,39,12.8,12.8,0.0,20.5,0.127,1,0.0
4540,相原利章,53.5,34,8.8,8.8,-0.0,11.8,0.114,0,
4674,池田剛規,52.9,45,8.9,8.8,0.0,13.3,0.159,0,
4752,西尾亮輔,36.9,44,4.5,4.6,-0.0,6.8,0.185,0,
4772,石丸海渡,70.8,39,12.8,12.8,0.0,15.4,0.093,0,
4836,大谷健太,43.7,31,6.5,6.5,-0.0,9.7,0.165,4,0.0
5089,前田翔,75.8,41,14.6,14.6,0.0,14.6,0.162,0,
5091,為本智也,61.9,22,9.1,9.1,0.0,13.6,0.154,0,
5370,日隈茜,0.9,22,0.0,0.0,0.0,0.0,0.16,0,
5380,野田亜湖,0.0,28,0.0,0.0,0.0,0.0,0.251,0,
5387,戸田海咲音,1.5,18,0.0,0.0,0.0,0.0,0.224,2,0.0
4395,下河雅史,46.9,46,6.5,6.5,0.0,8.7,0.179,3,0.0
5147,田中勇輔,33.1,22,4.5,4.6,-0.0,9.1,0.139,1,0.0
5219,森口和紀,44.4,31,6.5,6.5,-0.0,6.5,0.172,0,
5349,宮崎奏磨,1.9,40,0.0,0.0,0.0,0.0,0.205,3,0.0
5366,塩嶋泰空,2.0,20,0.0,0.0,0.0,0.0,0.199,0,
4287,今井貴士,58.2,33,9.1,9.1,0.0,9.1,0.162,1,0.0
3251,平石和男,58.1,45,8.9,9.1,-0.1,20.0,0.187,5,40.0
4081,樋口範政,39.0,44,4.5,4.7,-0.1,4.5,0.187,1,0.0
4228,吉田慎二郎,60.0,45,8.9,9.1,-0.1,11.1,0.139,2,0.0
4363,大野芳顕,56.6,46,8.7,8.8,-0.1,10.9,0.157,6,0.0
4408,仁科さやか,28.9,33,3.0,3.2,-0.1,3.0,0.222,0,
4904,松本一毅,50.2,46,6.5,6.6,-0.1,10.9,0.156,2,50.0
4985,井本昌也,65.5,46,10.9,11.0,-0.1,10.9,0.156,2,0.0
4989,石原翼,58.6,45,8.9,9.1,-0.1,11.1,0.135,0,
5131,江藤敦宏,28.9,33,3.0,3.2,-0.1,6.1,0.165,1,0.0
5151,山下奈緒,31.8,33,3.0,3.2,-0.1,3.0,0.243,1,0.0
5100,栗原一馬,40.0,22,4.5,4.7,-0.1,4.5,0.17,1,0.0
3528,笠野友紀恵,32.2,34,2.9,3.2,-0.2,5.9,0.154,2,0.0
3659,藤生雄人,60.2,34,8.8,9.1,-0.2,11.8,0.165,5,20.0
3685,荒井輝年,55.8,35,8.6,8.8,-0.2,11.4,0.149,2,50.0
3719,辻栄蔵,67.9,40,12.5,12.8,-0.2,17.5,0.139,5,20.0
3808,秋田健太郎,27.2,29,3.4,3.7,-0.2,3.4,0.152,1,0.0
4010,越智照浩,30.7,34,2.9,3.2,-0.2,2.9,0.14,3,0.0
4036,金田諭,67.8,40,12.5,12.8,-0.2,17.5,0.173,1,0.0
4137,君島秀三,68.0,40,12.5,12.8,-0.2,12.5,0.134,4,0.0
4225,土屋千明,60.7,23,8.7,9.1,-0.2,13.0,0.174,4,0.0
4614,石倉洋行,68.8,48,12.5,12.8,-0.2,20.8,0.121,0,
4653,小野達哉,68.7,32,12.5,12.8,-0.2,15.6,0.132,0,
4828,松山将吾,66.2,37,10.8,11.0,-0.2,16.2,0.134,4,0.0
4872,山下流心,44.0,48,6.2,6.5,-0.2,6.2,0.179,0,
5232,樅山拓馬,46.3,32,6.2,6.5,-0.2,6.2,0.128,1,100.0
5288,尾道佳諭,26.7,30,3.3,3.7,-0.2,3.3,0.162,7,14.3
5323,香川陽太,40.3,23,4.3,4.7,-0.2,4.3,0.178,2,50.0
3616,中村真,55.0,35,8.6,8.8,-0.2,14.3,0.146,3,33.3
4186,小川時光,25.5,29,3.4,3.7,-0.2,3.4,0.159,6,0.0
4563,齋藤真之,30.5,34,2.9,3.2,-0.2,2.9,0.193,1,0.0
5284,嘉手苅徹哉,23.9,29,3.4,3.7,-0.2,3.4,0.16,0,
5329,金子龍斗,42.9,32,6.2,6.5,-0.2,6.2,0.19,1,0.0
3333,丸尾義孝,62.6,56,10.7,11.0,-0.3,12.5,0.142,0,
3643,米田隆弘,50.5,32,6.2,6.6,-0.3,9.4,0.166,0,
3692,竹腰正樹,43.9,33,6.1,6.5,-0.3,6.1,0.15,1,0.0
3788,一宮稔弘,55.3,24,8.3,8.8,-0.3,8.3,0.114,0,
3851,森田昭彦,12.5,15,0.0,0.7,-0.3,0.0,0.199,0,
