登番,選手名,級別,支部,年齢,期,全国勝率,出走(13か月),攻め,ST,型,メモ,攻め手5,カド消し,まくり屋,壁(2号艇),差し巧者,まくり系ゼロ,4走,4まくり系1着率,5走,5まくり系1着率,6走,6まくり系1着率,4まくり力,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ,平均ST,F本数,L本数,F前ST,F後ST,F後ST変化,F後の走数,F慣れ候補
4405,南野利騰,B1,福井,41,99,4.54,198,,,,,,,,,,,35,5.7,40,0.0,28,0.0,1.0,10,5,1,3,1,0,0,0.16,1,0,0.16,0.18,+0.02,19,
3615,横田茂,B1,広島,53,71,4.54,198,,,,,,,,,,,44,9.1,39,0.0,33,0.0,2.8,20,12,2,3,3,0,0,0.15,0,0,0.15,,,0,
4988,牟田奨太,B1,静岡,29,120,4.22,198,,,,,○,,,,,,36,13.9,40,5.0,39,2.6,6.8,27,15,1,3,5,3,0,0.14,1,0,0.14,0.28,+0.14,4,
4592,小林孝弘,B1,山口,45,106,4.38,198,,,,,,,,,,,36,2.8,43,2.3,26,0.0,-2.6,18,6,3,0,7,2,0,0.15,1,0,0.15,0.17,+0.02,18,
3659,藤生雄人,A2,群馬,51,72,5.63,198,,,,,○,,,,,,40,7.5,38,5.3,26,0.0,-1.2,25,19,2,2,2,0,0,0.17,1,0,0.17,0.18,+0.02,10,
3503,堂原洋史,B1,埼玉,56,67,3.55,198,,,,,,,,,,,40,2.5,37,2.7,31,0.0,-0.2,13,7,2,3,1,0,0,0.16,0,0,0.16,,,0,
5332,村松遥輝,B1,静岡,22,133,3.74,198,,,,,,,,,,,37,0.0,41,2.4,35,0.0,-2.0,15,9,4,1,1,0,0,0.16,2,0,0.15,0.17,+0.02,88,
4831,羽野直也,A1,福岡,31,114,7.33,198,,,,,,○,,,,,37,2.7,41,4.9,32,3.1,-7.3,54,32,6,3,9,3,1,0.15,1,0,0.14,0.15,+0.01,91,
4976,金山立樹,B1,東京,32,120,4.92,198,,,,,○,,,,,,36,2.8,36,5.6,23,0.0,-2.6,24,10,1,8,2,3,0,0.20,0,0,0.20,,,0,
3961,谷村一哉,A1,山口,47,82,6.69,198,,,,,○,,,,,,31,9.7,34,8.8,36,5.6,-2.2,46,25,5,2,7,7,0,0.17,0,0,0.17,,,0,
5290,坂本一真,B1,東京,25,132,3.04,197,,,,,,,,,,,39,10.3,34,0.0,33,0.0,5.2,9,4,0,4,0,1,0,0.17,0,0,0.17,,,0,
4167,片岡秀樹,B1,徳島,44,90,4.65,197,,,,,,,,,,,37,2.7,35,0.0,45,0.0,-1.9,13,9,1,1,1,1,0,0.15,1,0,0.15,0.15,-0.01,21,候補
4896,花本剛,B1,山口,34,117,4.15,197,,,,,,,,,,,38,2.6,40,0.0,33,0.0,-1.2,19,12,2,4,0,1,0,0.18,1,0,0.18,0.19,+0.01,54,
3982,福田理,B1,岡山,48,83,4.15,197,,,,,,,,,,,36,8.3,42,4.8,26,3.8,2.8,18,7,2,7,2,0,0,0.17,0,0,0.17,,,0,
3544,豊田訓靖,B1,静岡,57,69,4.12,197,,,,,,,,,,,36,8.3,40,0.0,29,0.0,3.9,8,2,2,2,2,0,0,0.19,0,0,0.19,,,0,
3233,小畑実成,B1,岡山,59,57,4.55,197,,,,,,,,,,,38,10.5,40,2.5,29,0.0,3.7,21,8,2,7,2,1,1,0.17,1,0,0.16,0.17,+0.01,41,
4429,豊田泰洋,B1,広島,40,100,3.33,197,,,,,,,,,,,45,2.2,36,2.8,35,0.0,-0.7,13,8,2,0,2,1,0,0.19,1,0,0.18,0.20,+0.01,38,
3827,今泉徹,B1,群馬,53,78,4.07,197,,,,,,,,,,,41,2.4,38,0.0,30,0.0,-0.2,8,6,0,1,0,1,0,0.17,0,0,0.17,,,0,
4225,土屋千明,A2,群馬,44,92,6.19,197,,,,,,,,,,,27,7.4,38,0.0,33,0.0,-1.2,36,20,5,2,1,7,1,0.16,3,0,0.15,0.18,+0.03,51,
4846,佐藤駿介,B1,山口,32,115,4.59,197,,,,,,,,,,,41,4.9,32,0.0,34,0.0,0.4,16,9,1,2,0,2,2,0.17,0,0,0.17,,,0,
3805,高橋英之,B1,東京,52,77,5.52,197,,,,,,,,,,,36,16.7,32,3.1,29,0.0,5.3,26,12,2,7,5,0,0,0.13,1,0,0.12,0.15,+0.03,57,
5067,山田真聖,B1,山口,27,123,5.16,197,,,,,,,,,,,40,10.0,48,4.2,29,3.4,2.6,28,12,2,8,4,2,0,0.15,0,0,0.15,,,0,
5318,河内一馬,B1,愛知,25,133,3.92,197,,,,,,,,,,,33,6.1,37,2.7,41,0.0,2.0,10,5,0,2,2,1,0,0.17,1,0,0.17,0.18,+0.01,19,
4271,川崎公靖,B1,広島,44,94,4.26,197,,,,,,,,,,,40,5.0,45,2.2,22,0.0,-1.0,15,6,2,2,4,1,0,0.16,0,0,0.16,,,0,
4131,原豊土,B1,静岡,46,89,5.70,196,,,,,○,,,,,,36,16.7,41,9.8,37,0.0,5.3,40,23,4,6,6,1,0,0.16,0,0,0.16,,,0,
4677,片橋幸貴,A1,滋賀,38,109,6.07,196,,,,,○,,○,,,,34,20.6,42,9.5,34,0.0,6.8,48,21,5,5,11,5,1,0.15,0,0,0.15,,,0,
4981,牧山敦也,B1,佐賀,30,120,5.22,196,,,,,○,,,,,,44,2.3,37,8.1,34,0.0,-3.2,22,12,3,1,4,2,0,0.18,1,0,0.18,0.19,+0.02,49,
4740,齋藤達希,B1,静岡,34,111,4.51,196,,,,,,,,,,,37,2.7,42,2.4,31,0.0,-2.6,21,10,5,2,4,0,0,0.17,0,0,0.17,,,0,
4419,原加央理,A2,埼玉,39,99,5.57,196,,,,,,,,,,,40,12.5,36,2.8,26,0.0,2.4,25,11,5,5,3,1,0,0.16,0,0,0.16,,,0,
4875,大塚康雅,B1,東京,32,116,5.39,196,,,,,,,,,,,42,7.1,34,2.9,34,0.0,0.5,24,9,5,4,3,3,0,0.18,1,0,0.17,0.24,+0.06,22,慎重型
4274,長畑友輔,B1,東京,44,94,4.64,196,,,,,○,,,,,,35,2.9,37,8.1,34,0.0,-2.5,22,9,6,3,3,1,0,0.16,0,0,0.16,,,0,
4372,原田佑実,A2,大阪,39,97,6.06,196,,,,,○,,,,,,35,8.6,34,5.9,30,0.0,-0.4,46,24,9,4,7,2,0,0.16,0,0,0.16,,,0,
4714,喜多須杏,B1,徳島,35,110,5.00,196,,,,,,,,,,,43,2.3,41,2.4,27,0.0,-3.1,17,12,1,0,3,1,0,0.17,1,0,0.16,0.18,+0.02,47,
4317,木村紗友,B1,静岡,42,95,4.34,196,,,,,,,,,,,38,7.9,41,0.0,26,0.0,2.6,25,15,4,4,1,1,0,0.18,1,0,0.18,0.15,-0.03,21,候補
3910,松下知幸,B1,香川,52,81,4.16,196,,,,,,,,,,,33,3.0,42,0.0,32,0.0,0.2,22,10,7,2,3,0,0,0.17,0,0,0.17,,,0,
3568,木村光宏,B1,香川,55,70,4.11,196,,,,,,,,,,,46,10.9,31,0.0,18,0.0,4.2,25,14,2,5,3,1,0,0.17,0,0,0.17,,,0,
3627,井上恵一,A2,福岡,57,72,4.68,196,,,,,○,,,,,,58,8.6,31,6.5,7,14.3,1.8,33,19,0,8,1,3,2,0.19,1,0,0.18,0.19,+0.01,49,
4883,岡部大輝,A2,東京,30,116,6.20,196,,,,,○,,,,,,36,11.1,49,14.3,25,0.0,1.4,49,20,11,3,13,1,1,0.16,0,0,0.16,,,0,
3105,内山文典,B1,東京,63,52,5.14,195,,,,,,○,,,,,31,0.0,35,2.9,34,0.0,-4.4,24,14,3,5,1,0,1,0.17,1,0,0.17,,,0,
5007,近藤雄一,B1,東京,29,121,4.68,195,,,,,,,,,,,34,8.8,42,0.0,35,0.0,1.7,22,13,2,2,2,3,0,0.18,1,0,0.18,0.19,+0.01,47,
5048,眞鳥康太,B1,長崎,32,123,4.54,195,,,,,○,,,,,,24,12.5,39,7.7,78,1.3,3.7,22,8,0,7,3,2,2,0.19,1,0,0.19,0.24,+0.05,13,慎重型
4219,本岡勝利,B1,広島,44,92,3.93,195,,,,,,,,,,○,41,0.0,49,2.0,27,0.0,-2.3,6,3,1,0,0,1,1,0.19,1,0,0.18,0.23,+0.05,53,慎重型
3790,佐口達也,B1,群馬,54,77,4.51,195,,,,,,,,,,,40,0.0,32,0.0,33,0.0,-3.1,15,9,1,3,0,1,1,0.19,1,0,0.18,0.23,+0.04,14,
3761,山本光雄,B1,滋賀,54,76,5.09,195,,,,,○,,,,,,45,6.7,35,5.7,32,0.0,0.1,33,19,4,4,4,2,0,0.16,1,0,0.16,0.18,+0.02,27,
3757,畑和宏,A2,広島,54,76,5.57,195,,,,,,,,,,,43,14.0,39,2.6,24,4.2,3.5,28,15,1,9,2,1,0,0.16,1,0,0.16,,,0,
2538,高橋二朗,B1,東京,77,32,3.27,195,,,,,,,,,,○,35,0.0,32,0.0,24,0.0,-2.2,3,2,1,0,0,0,0,0.21,0,0,0.21,,,0,
4277,金田大輔,B1,岡山,43,94,4.65,195,,,,,○,,,,,,41,9.8,42,11.9,34,8.8,2.4,36,12,1,10,6,7,0,0.16,1,0,0.16,0.17,+0.02,42,
5316,村松将平,B1,静岡,25,133,5.20,195,,,,,,,,,,,47,2.1,47,0.0,44,2.3,-3.3,19,11,3,2,2,1,0,0.14,2,0,0.14,0.15,+0.02,83,
3752,宇土泰就,B1,福岡,55,76,4.16,195,,,,,○,,,,,,37,2.7,37,5.4,35,0.0,-1.1,14,7,3,2,1,1,0,0.16,0,0,0.16,,,0,
5354,渡邊雄斗,B1,三重,21,134,4.29,195,,,,,○,,,,,,42,0.0,43,7.0,80,0.0,-2.3,11,2,3,0,3,3,0,0.19,0,0,0.19,,,0,
5292,佐藤右京,B1,東京,24,132,4.46,195,,,,,,,,,,,33,3.0,36,0.0,35,2.9,-0.9,14,5,2,3,2,2,0,0.20,0,0,0.20,,,0,
5079,大石真央,B1,静岡,28,124,5.16,195,,,,,,,,,,,33,12.1,34,2.9,37,2.7,3.9,24,12,2,8,2,0,0,0.17,1,0,0.17,0.17,+0.00,28,候補
5329,金子龍斗,B1,兵庫,22,133,4.64,194,,,,,○,,,,,,39,5.1,52,7.7,42,4.8,-0.9,26,9,1,3,10,1,2,0.16,2,0,0.16,0.17,+0.01,98,
5093,浦野海,B2,福岡,24,124,3.57,194,,,,,,,,,,,32,3.1,40,0.0,37,0.0,-2.2,22,18,0,3,0,1,0,0.18,2,0,0.17,0.20,+0.03,55,
5181,森智哉,B1,岡山,28,128,4.78,194,,,,,○,,,,,,35,8.6,39,5.1,33,0.0,1.5,23,13,0,5,5,0,0,0.17,2,0,0.16,0.20,+0.03,19,
4845,前田紗希,A1,埼玉,33,115,6.04,194,,,,,○,,,,,,41,19.5,30,6.7,32,3.1,6.4,56,22,8,14,7,5,0,0.15,2,0,0.13,0.18,+0.05,52,慎重型
3161,古場輝義,B1,大阪,66,55,4.83,194,,,,,,○,,,,,46,2.2,32,0.0,0,,-5.3,16,8,1,2,2,3,0,0.18,0,0,0.18,,,0,
4491,田中堅,B1,群馬,39,102,4.32,194,,,,,,,,,,○,40,0.0,31,0.0,36,0.0,-3.9,9,8,0,0,0,1,0,0.19,0,0,0.19,,,0,
4669,井上茂,B1,福岡,41,109,4.17,194,,,,,,,,,,,38,5.3,40,0.0,29,0.0,-0.1,15,8,2,3,1,1,0,0.17,1,0,0.16,0.25,+0.09,11,慎重型
4995,田邉亮蔵,B1,東京,35,121,3.77,194,,,,,,,,,,,38,0.0,40,2.5,34,2.9,-3.8,19,12,1,5,1,0,0,0.19,0,0,0.19,,,0,
5271,杉山太陽,B1,福岡,25,131,4.04,194,,,,,,,,,,,27,0.0,42,2.4,32,0.0,-1.8,13,6,2,1,3,1,0,0.17,1,0,0.15,0.20,+0.05,62,慎重型
4752,西尾亮輔,B1,愛知,38,112,4.09,193,,,,,,,,,,,46,4.3,41,2.4,27,0.0,0.0,14,7,1,3,3,0,0,0.17,1,0,0.16,0.19,+0.02,51,
3849,中岡正彦,A1,香川,48,78,6.98,193,,,,,,,○,壁弱●,,,40,25.0,9,0.0,5,0.0,7.1,85,43,6,34,1,1,0,0.13,1,0,0.13,0.15,+0.02,63,
4248,岡本大,B1,長崎,44,93,4.56,193,,,,,,,,,,,43,2.3,40,2.5,22,0.0,-2.2,14,7,0,3,3,1,0,0.17,0,0,0.17,,,0,
4887,富澤祐作,B1,群馬,39,117,5.03,193,,,,,,,,,,,34,14.7,38,2.6,33,0.0,5.7,30,18,2,7,3,0,0,0.13,1,0,0.13,0.15,+0.02,27,
3685,荒井輝年,A2,岡山,52,73,6.28,193,,,,,○,,,,,,36,8.3,38,5.3,35,2.9,-0.6,29,12,1,6,6,4,0,0.15,3,0,0.15,0.16,+0.01,58,
3617,竹田広樹,B1,佐賀,53,71,3.84,193,,,,,○,,,,,,36,8.3,43,7.0,22,0.0,3.9,23,11,2,7,1,1,1,0.19,1,0,0.19,0.20,+0.01,63,
3477,近藤稔也,B1,徳島,55,66,3.70,193,,,,,,,,,,,37,2.7,35,2.9,33,0.0,-0.0,9,5,0,2,0,2,0,0.19,1,0,0.19,0.19,-0.00,11,候補
5334,樫葉新心,B1,徳島,22,133,2.80,193,,,,,,,,,,,35,0.0,41,2.4,35,0.0,-1.5,7,2,1,1,2,1,0,0.19,1,0,0.18,0.23,+0.05,36,慎重型
4987,島倉都,B1,群馬,29,120,3.62,193,,,,,,,,,,,41,0.0,30,0.0,33,0.0,-2.0,15,11,1,0,2,1,0,0.17,0,0,0.17,,,0,
5344,谷口丞,B1,滋賀,23,134,5.46,193,,,,,,,,,,,30,13.3,48,4.2,55,3.6,5.3,26,7,4,8,4,2,1,0.15,2,0,0.15,0.14,-0.00,33,候補
5167,小川竜太,B1,埼玉,26,127,5.39,193,,,,,,,,,,,37,5.4,39,2.6,29,3.4,-0.8,21,6,5,4,3,2,1,0.16,0,0,0.16,,,0,
4779,伊倉光,B1,東京,40,113,5.33,193,,,,,○,,,,,,40,5.0,40,10.0,28,0.0,-1.1,20,12,0,3,4,0,1,0.16,0,0,0.16,,,0,
3257,田頭実,A1,福岡,59,58,6.76,193,,,,,,,,壁弱●,,,5,0.0,0,,0,,,74,34,9,27,1,3,0,0.14,2,0,0.14,0.14,-0.00,103,候補
4272,大場広孝,B1,福岡,44,94,4.91,193,,,,,,,,,,,38,2.6,35,2.9,34,0.0,-2.7,15,5,4,2,2,2,0,0.16,1,0,0.15,0.17,+0.02,37,
5000,岡本翔太,B1,山口,32,121,4.94,192,,,,,,,,,,,35,5.7,41,4.9,34,2.9,0.3,23,15,2,1,4,1,0,0.13,1,0,0.12,0.14,+0.01,53,
3714,梶原正,B1,福岡,51,74,4.39,192,,,,,,,,,,,40,5.0,41,2.4,30,0.0,-0.2,20,15,0,3,2,0,0,0.15,0,0,0.15,,,0,
4656,大崎翔,A2,兵庫,39,108,4.84,192,,,,,,,,,,,39,10.3,41,2.4,28,0.0,2.8,28,13,7,1,6,1,0,0.15,0,0,0.15,,,0,
4104,木下陽介,B1,東京,46,88,4.39,192,,,,,○,,,,,,44,4.5,36,5.6,29,3.4,-1.4,22,10,1,8,1,2,0,0.14,0,0,0.14,,,0,
5250,嶋田有里,B1,長崎,24,130,4.81,192,,,,,,,,,,,37,0.0,33,0.0,29,0.0,-3.1,12,7,2,0,1,2,0,0.18,1,0,0.18,0.19,+0.01,22,
4730,土屋実沙,B1,静岡,37,111,5.38,192,,,,,,,,,,,42,4.8,31,3.2,23,0.0,-1.3,31,11,7,4,4,5,0,0.16,1,0,0.16,0.18,+0.02,38,
5027,重冨勇哉,B1,山口,29,122,4.09,192,,,,,○,,,,,,44,6.8,34,5.9,36,0.0,0.3,19,9,5,1,4,0,0,0.19,2,0,0.19,0.25,+0.06,2,
4213,重富伸也,B1,長崎,42,91,3.80,192,,,,,○,,,,,,30,13.3,42,11.9,71,14.1,6.0,22,2,0,15,5,0,0,0.16,2,0,0.15,0.17,+0.02,38,
4422,永井亮次,B1,大阪,38,99,4.66,192,,,,,,,,,,,35,2.9,39,2.6,33,0.0,-2.5,23,15,2,1,4,1,0,0.17,0,0,0.17,,,0,
3896,上田洋平,B1,滋賀,50,80,4.92,192,,,,,,,,,,,40,2.5,32,0.0,27,0.0,-2.9,19,13,3,1,1,1,0,0.16,0,0,0.16,,,0,
3350,藤本佳史,B1,山口,58,62,5.03,192,,,,,,○,,,,,40,0.0,39,0.0,31,0.0,-4.7,28,20,4,3,0,1,0,0.17,0,0,0.17,,,0,
5047,國分将太,B1,東京,32,123,6.11,191,,,,,○,,,,,,39,5.1,32,12.5,38,0.0,-2.9,30,12,8,5,4,1,0,0.16,0,0,0.16,,,0,
3212,亀本勇樹,B1,広島,64,57,4.56,191,,,,,,,,,,,52,9.6,19,0.0,14,0.0,3.3,18,10,1,6,1,0,0,0.16,1,0,0.16,0.16,-0.01,3,
5127,沼田大都,B1,愛知,29,126,4.45,191,,,,,,○,,,,,37,0.0,37,0.0,34,0.0,-4.6,15,7,3,1,2,2,0,0.21,1,0,0.20,0.24,+0.04,57,
4183,宇野弥生,A2,愛知,40,90,4.87,191,,,,,,,,,,,37,18.9,32,3.1,38,2.6,8.9,47,30,3,7,6,1,0,0.14,3,0,0.13,0.18,+0.05,39,慎重型
3838,伊藤啓三,B1,埼玉,51,78,5.44,191,,,,,○,,,,,,31,3.2,39,5.1,35,0.0,-2.2,22,9,5,3,3,1,1,0.15,0,0,0.15,,,0,
3392,小森信雄,B1,三重,61,64,4.41,191,,,,,,,,,,,31,0.0,38,0.0,32,0.0,-3.6,16,11,2,2,0,0,1,0.20,0,0,0.20,,,0,
4136,江夏満,A1,福岡,46,89,6.10,191,,,,,○,○,,,,,34,0.0,29,10.3,37,0.0,-9.0,42,28,5,4,4,1,0,0.17,1,0,0.17,0.17,+0.00,99,候補
4027,松江秀徳,A2,佐賀,48,85,5.40,191,,,,,○,,,,,,46,17.4,39,12.8,22,0.0,8.2,40,18,6,9,6,1,0,0.16,2,0,0.15,0.17,+0.02,48,
4003,表憲一,B1,福井,48,84,5.53,191,,,,,,○,,,,,34,0.0,40,2.5,35,0.0,-6.4,21,10,4,1,5,1,0,0.17,1,0,0.15,0.22,+0.06,43,慎重型
4964,土屋南,A2,岡山,29,119,6.19,191,,,,,,,,,,,38,5.3,30,3.3,27,3.7,-2.8,38,17,3,13,2,2,1,0.15,0,0,0.15,,,0,
5011,高木圭大,B1,長崎,29,121,4.03,190,,,,,,,,,,,39,0.0,34,2.9,35,0.0,-2.0,14,10,2,1,1,0,0,0.16,0,0,0.16,,,0,
4750,井上尚悟,B1,大阪,39,112,5.32,190,,,,,,,,,,,44,13.6,39,0.0,20,0.0,5.4,26,8,6,8,0,4,0,0.16,0,0,0.16,,,0,
4705,吉川勇作,B1,長崎,38,110,2.96,190,,,,,,,,,,,33,6.1,36,0.0,40,0.0,2.0,20,13,4,2,0,1,0,0.15,1,0,0.15,0.22,+0.07,11,慎重型
4947,間庭菜摘,B1,福岡,34,119,4.67,190,,,,,,,,,,,38,0.0,36,0.0,31,0.0,-3.8,12,8,1,1,0,2,0,0.18,0,0,0.18,,,0,
4065,金田幸子,B1,岡山,46,86,5.16,190,,,,,,,,,,,41,2.4,32,0.0,32,0.0,-2.9,26,12,2,8,2,1,1,0.17,0,0,0.17,,,0,
4631,新井英孝,B1,大阪,39,107,4.80,190,,,,,,,,,,,39,2.6,42,4.8,35,0.0,-2.8,27,14,2,1,4,6,0,0.15,2,0,0.15,0.18,+0.03,28,
3605,中村守成,B1,三重,54,71,4.15,190,,,,,,,,,,,36,2.8,38,0.0,29,0.0,-1.1,16,13,1,0,2,0,0,0.19,0,0,0.19,,,0,
3792,田中豪,A1,東京,53,77,6.07,190,,,,,,,,,,,36,13.9,35,2.9,29,6.9,0.7,45,19,4,11,8,3,0,0.16,0,0,0.16,,,0,
4025,山本隆幸,A1,兵庫,48,85,6.44,190,,,,,○,,,,,,37,16.2,37,13.5,23,8.7,2.3,56,30,2,14,8,2,0,0.17,0,0,0.17,,,0,
4093,吉田宗弘,B1,東京,45,87,4.49,190,,,,,,,,,,,35,5.7,43,0.0,22,0.0,1.0,16,10,1,4,0,1,0,0.18,1,0,0.18,0.19,+0.01,30,
3776,横井健太,B1,愛知,51,76,3.28,190,,,,,,,,,,○,35,0.0,39,0.0,39,0.0,-1.5,3,0,1,0,0,1,1,0.19,0,0,0.19,,,0,
4836,大谷健太,B1,埼玉,37,115,5.16,190,,,,,,,,,,,35,5.7,31,3.2,39,5.1,-0.5,33,13,4,11,2,2,1,0.16,1,0,0.16,0.22,+0.06,10,慎重型
5266,石田勇斗,B1,愛知,26,131,4.50,190,,,,,,,,,,,33,3.0,42,4.8,32,0.0,-1.6,20,12,0,2,3,1,2,0.15,1,0,0.15,0.16,+0.00,37,候補
4020,川上清人,B1,香川,46,84,3.93,190,,,,,,,,,,,31,3.2,39,0.0,39,2.6,0.3,16,8,1,2,2,2,1,0.18,0,0,0.18,,,0,
5203,神里琴音,B1,福岡,22,128,5.39,190,,,,,,○,,,,,40,0.0,35,2.9,27,0.0,-4.7,24,11,3,7,1,1,1,0.15,0,0,0.15,,,0,
4238,毒島誠,A1,群馬,42,92,7.85,190,,,,,○,○,,,,,32,9.4,25,12.0,8,0.0,-7.1,79,46,10,8,10,5,0,0.14,0,0,0.14,,,0,
5199,垂水悠,B1,徳島,24,128,4.83,189,,,,,○,,,,,,34,8.8,42,9.5,34,2.9,1.7,31,11,1,12,3,3,1,0.11,2,0,0.11,0.11,-0.01,11,候補
4041,小林基樹,B1,山口,47,85,3.94,189,,,,,,,,,,,36,2.8,37,0.0,19,0.0,-1.1,14,6,3,1,2,2,0,0.20,1,0,0.20,0.26,+0.06,19,慎重型
4897,深見亜由,B1,愛知,34,117,3.54,189,,,,,,,,,,,36,0.0,35,2.9,31,0.0,-2.0,12,7,0,5,0,0,0,0.20,0,0,0.20,,,0,
4625,渡邊裕貴,B1,静岡,40,107,5.26,189,,,,,,,,,,,34,14.7,39,2.6,33,6.1,6.5,31,16,5,9,1,0,0,0.17,0,0,0.17,,,0,
5151,山下奈緒,B1,大阪,31,127,4.32,189,,,,,,,,,,,35,2.9,35,0.0,32,3.1,0.1,12,4,0,3,2,3,0,0.22,0,0,0.22,,,0,
3852,澤大介,B1,三重,54,79,4.79,189,,,,,,,,,,,36,5.6,39,2.6,33,3.0,0.9,25,15,2,3,4,1,0,0.19,2,0,0.18,0.22,+0.04,52,
4484,稲生夏季,B1,東京,36,101,4.72,189,,,,,,○,,,,,33,0.0,33,3.0,33,0.0,-4.5,18,10,3,3,0,2,0,0.20,1,0,0.20,0.23,+0.04,24,
5044,渡邉健,B1,東京,27,122,3.35,189,,,,,○,,,,,,38,18.4,38,5.3,35,0.0,9.4,30,18,0,3,7,2,0,0.15,2,0,0.14,0.16,+0.02,32,
3306,武田正紀,B1,埼玉,58,60,4.15,189,,,,,,,,,,,41,9.8,33,0.0,28,0.0,4.0,13,5,0,5,1,1,1,0.15,0,0,0.15,,,0,
5065,伊久間陽,A2,群馬,28,123,5.33,189,,,,,○,,,,,,36,16.7,32,18.8,39,2.6,7.2,37,15,5,5,10,2,0,0.12,2,0,0.12,0.11,-0.00,57,候補
3773,津留浩一,B1,長崎,52,76,3.85,189,,,,,,,,,,○,38,0.0,40,0.0,28,0.0,-3.8,14,11,1,0,0,2,0,0.16,0,0,0.16,,,0,
4143,浦田晃嗣,B1,佐賀,45,89,3.89,189,,,,,,,,,,,41,4.9,43,0.0,24,4.2,0.4,12,7,0,4,1,0,0,0.16,1,0,0.15,0.17,+0.02,35,
3834,細川明人,B1,岡山,51,78,4.26,189,,,,,,,,,,,36,2.8,41,0.0,28,0.0,-1.1,13,9,0,4,0,0,0,0.19,0,0,0.19,,,0,
3542,清水紀克,B1,愛知,57,69,4.10,189,,,,,,,,,,,10,0.0,3,0.0,0,,,16,11,2,2,0,1,0,0.19,1,0,0.19,0.22,+0.03,2,
3796,長野道臣,B1,静岡,53,77,4.27,189,,,,,,,,,,,35,5.7,34,2.9,44,0.0,0.3,20,9,6,2,2,1,0,0.17,1,0,0.17,0.18,+0.01,24,
5245,倉富大誠,B1,愛知,24,130,5.37,188,,,,,○,,,,,,37,16.2,35,8.6,34,0.0,7.0,25,8,3,9,4,0,1,0.17,2,0,0.17,0.18,+0.00,46,候補
4837,酒井陽祐,B1,愛知,37,115,5.20,188,,,,,,,,,,,36,2.8,42,4.8,26,0.0,-2.6,17,11,3,1,2,0,0,0.16,0,0,0.16,,,0,
3889,須藤隆雄,B1,群馬,51,80,3.54,188,,,,,,,,,,,35,0.0,36,0.0,30,0.0,-3.0,14,7,1,3,1,2,0,0.16,1,0,0.16,0.24,+0.08,2,
4893,渡邉真奈,B1,東京,35,117,5.16,188,,,,,○,,,,,,36,8.3,33,6.1,28,0.0,1.3,29,11,2,9,3,3,1,0.15,0,0,0.15,,,0,
4062,後藤陽介,B1,愛知,47,86,4.30,188,,,,,○,,,,,,41,12.2,36,5.6,32,0.0,5.8,21,13,1,6,1,0,0,0.18,0,0,0.18,,,0,
3800,牧宏次,A2,東京,52,77,5.58,188,,,,,,,,,,,31,3.2,32,3.1,34,0.0,-2.2,23,13,3,2,4,1,0,0.16,0,0,0.16,,,0,
5322,根岸真優,B1,埼玉,24,133,3.34,188,,,,,,,,,,,32,3.1,40,0.0,31,3.2,0.7,8,5,0,3,0,0,0,0.17,0,0,0.17,,,0,
4339,平瀬城啓,B1,福井,42,96,3.90,188,,,,,,,,,,,38,0.0,41,0.0,29,0.0,-3.1,15,10,2,0,1,2,0,0.18,0,0,0.18,,,0,
4204,柴田大輔,B1,福岡,44,91,5.06,188,,,,,○,,,,,,42,9.5,34,5.9,32,6.2,2.3,31,12,5,6,6,2,0,0.18,1,0,0.18,0.23,+0.05,5,
3445,加藤高史,B1,埼玉,56,65,4.97,188,,,,,○,○,,,,,36,0.0,39,5.1,29,6.9,-4.6,17,12,2,0,3,0,0,0.18,2,0,0.18,0.21,+0.04,17,
4281,大澤大夢,B1,埼玉,42,94,5.27,188,,,,,,,,,,,40,10.0,37,0.0,25,0.0,2.5,27,16,3,5,1,2,0,0.16,0,0,0.16,,,0,
3313,本吉正樹,B1,東京,61,61,4.24,188,,,,,,,,,,,38,2.6,32,0.0,30,0.0,-1.2,20,9,6,2,3,0,0,0.18,0,0,0.18,,,0,
5312,川辺郭人,B1,佐賀,26,133,3.70,187,,,,,,,,,,,39,0.0,39,0.0,34,0.0,-1.5,14,6,3,3,0,1,1,0.17,1,0,0.17,0.20,+0.03,30,
3436,柏野幸二,A2,岡山,57,65,5.79,187,,,,,○,○,,,,,39,2.6,36,8.3,25,4.0,-4.8,37,22,6,3,5,1,0,0.13,2,0,0.13,0.14,+0.01,102,
3224,栗山繁洋,B1,佐賀,61,57,3.91,187,,,,,,,,,,,38,0.0,44,2.3,19,0.0,-2.0,12,7,1,1,2,1,0,0.19,1,0,0.19,0.19,-0.01,7,
4785,木幡純也,B1,愛知,38,113,4.18,187,,,,,,,,,,,35,0.0,39,0.0,29,0.0,-3.0,13,3,2,3,3,1,1,0.19,0,0,0.19,,,0,
3175,渡辺千草,B1,東京,62,55,4.51,187,,,,,,,,,,,38,10.5,37,0.0,30,0.0,2.9,11,2,3,3,3,0,0,0.16,0,0,0.16,,,0,
3717,立間充宏,A2,岡山,51,74,5.56,187,,,,,○,,,,,,26,11.5,37,10.8,41,0.0,1.5,31,17,4,5,5,0,0,0.16,1,0,0.16,0.17,+0.01,9,
4203,小倉康典,B1,群馬,44,91,4.15,187,,,,,○,,,,,,38,7.9,30,10.0,32,0.0,1.8,19,10,0,4,3,2,0,0.16,1,0,0.16,0.18,+0.02,1,
