c2_regno,c1_regno,c1_won,win_course,kimarite
4864,4236,1,1,逃げ
5253,5339,1,1,逃げ
4874,4175,0,3,まくり
4551,4010,0,2,まくり
4102,5231,0,3,まくり
4176,4672,0,3,まくり
4025,5213,1,1,逃げ
5184,3951,0,4,差し
4874,3582,0,4,まくり差し
5050,4261,1,1,逃げ
4513,3412,1,1,逃げ
4718,3822,1,1,逃げ
4004,3711,0,5,まくり差し
5032,3849,1,1,逃げ
5065,4118,1,1,逃げ
4817,4685,1,1,逃げ
4895,4214,0,5,差し
5000,4004,1,1,逃げ
3772,4973,0,4,まくり
3687,4695,0,3,差し
4725,3612,1,1,逃げ
4654,4329,1,1,逃げ
5048,5036,0,4,まくり差し
4533,3557,1,1,逃げ
5068,4760,1,1,逃げ
4237,4848,0,2,差し
4524,4566,1,1,逃げ
4503,4030,0,3,抜き
4459,4044,0,2,差し
4502,4237,1,1,逃げ
3946,4324,1,1,逃げ
3415,4524,1,1,逃げ
4238,4337,0,2,差し
4166,4686,0,3,まくり
4371,4320,1,1,逃げ
4719,4205,0,2,まくり
3305,3994,0,5,まくり差し
4202,4753,1,1,逃げ
4823,3731,1,1,抜き
5150,4289,0,2,差し
4660,5266,0,3,まくり
3701,3906,0,4,まくり差し
4715,3523,0,2,差し
4155,3482,0,5,まくり差し
5118,4243,0,3,恵まれ
3889,4960,1,1,逃げ
3662,4137,1,1,逃げ
4552,4643,0,3,まくり
3757,4294,1,1,逃げ
3966,3158,1,1,逃げ
4876,3987,0,3,差し
4532,4538,0,6,差し
3282,3907,0,5,まくり差し
3998,4523,0,5,まくり差し
4491,4653,1,1,逃げ
3202,3692,0,3,まくり
4705,3635,0,2,差し
4587,3576,1,1,逃げ
4786,4824,1,1,逃げ
4184,4296,0,5,まくり
4306,3655,0,5,まくり差し
3776,3852,1,1,逃げ
3918,3616,0,4,まくり
4099,4464,0,2,差し
4281,4704,1,1,逃げ
3953,3385,1,1,逃げ
4287,3973,1,1,逃げ
3852,3294,0,3,まくり
3922,4281,1,1,逃げ
4633,4804,1,1,逃げ
3813,4773,0,4,まくり
5196,4528,1,1,逃げ
5013,4123,1,1,逃げ
3473,3503,1,1,逃げ
5115,3904,0,3,まくり差し
4927,4548,1,1,逃げ
4414,4784,1,1,逃げ
3647,4413,1,1,逃げ
5267,4382,1,1,逃げ
4347,4275,0,2,まくり
5125,4549,0,4,まくり
4764,4927,0,4,まくり差し
4603,4852,1,1,逃げ
4548,4240,1,1,逃げ
4258,3748,0,4,まくり
4766,3722,0,3,まくり差し
4301,4979,0,3,まくり差し
4033,5073,1,1,逃げ
3882,4925,1,1,逃げ
4995,4511,1,1,逃げ
4273,4991,0,3,差し
4404,5101,0,5,抜き
4420,5033,0,3,まくり
4365,4906,0,2,まくり
4598,4496,0,2,差し
5135,3562,0,5,まくり差し
3652,4632,1,1,逃げ
3467,4016,0,5,差し
3441,4495,0,5,まくり差し
4428,4527,0,4,抜き
3072,4778,1,1,逃げ
3741,4311,1,1,逃げ
3981,4828,1,1,逃げ
4416,3629,1,1,逃げ
4295,3968,0,2,差し
4121,5216,1,1,逃げ
5132,5049,0,4,まくり
4120,3995,1,1,逃げ
4089,3535,0,5,まくり
3569,5352,0,4,まくり
3574,4460,0,2,差し
3825,4293,0,3,差し
4487,3024,0,4,まくり
4592,4000,1,1,逃げ
4460,3574,1,1,逃げ
4508,4492,1,1,逃げ
3024,4305,0,2,差し
4072,3984,1,1,逃げ
4181,4069,0,4,まくり
4639,3992,1,1,逃げ
4812,3900,1,1,逃げ
5336,4703,1,1,逃げ
4219,5014,1,1,逃げ
4978,3554,1,1,逃げ
4474,4615,1,1,逃げ
3773,3875,1,1,逃げ
5009,3334,0,2,まくり
5027,5203,0,2,差し
4424,3484,1,1,逃げ
3349,4366,1,1,逃げ
4288,4737,1,1,逃げ
4010,5221,1,1,逃げ
4011,4403,1,1,逃げ
5004,5005,1,1,逃げ
3439,3350,0,2,差し
4874,5253,0,5,恵まれ
3582,4864,0,2,差し
4261,5330,0,2,まくり
4236,4025,0,2,まくり
4403,4718,0,3,まくり
4136,4377,0,4,まくり
3251,4278,1,1,逃げ
3582,4042,1,1,逃げ
4725,4214,0,2,差し
5065,3548,1,1,逃げ
3684,3612,1,1,逃げ
4015,4788,0,2,差し
4575,4842,1,1,抜き
3304,4895,0,5,まくり差し
3772,4822,1,1,逃げ
3663,3406,1,1,逃げ
4004,4140,1,1,逃げ
5238,4654,1,1,逃げ
4118,3849,1,1,逃げ
5032,3557,1,1,逃げ
4789,4557,0,2,まくり
3372,3233,1,1,逃げ
4624,5279,1,1,逃げ
4138,5111,1,1,逃げ
4936,4450,0,5,差し
4553,4614,0,5,まくり差し
4949,3828,0,2,差し
4143,4105,0,6,まくり差し
5111,4402,1,1,逃げ
4904,4531,0,6,まくり差し
5063,4949,1,1,逃げ
4096,3435,0,2,差し
4337,4075,1,1,逃げ
4566,4537,1,1,逃げ
3854,4502,0,5,まくり
4266,4932,1,1,逃げ
4030,4500,1,1,逃げ
4856,5068,1,1,逃げ
4686,3854,0,3,まくり
3716,4024,0,4,まくり
4524,3783,0,3,抜き
4886,4238,0,2,差し
3779,4013,0,5,まくり差し
4371,4205,0,2,差し
4268,4169,1,1,逃げ
3478,5295,0,2,まくり
4379,4593,1,1,逃げ
4561,3701,0,2,まくり
5266,4472,1,1,逃げ
3662,5098,0,5,抜き
3587,5124,0,4,まくり
4375,4119,1,1,逃げ
4137,4660,0,3,まくり
4992,4715,1,1,逃げ
4552,4561,1,1,逃げ
4643,4063,1,1,逃げ
4129,4043,1,1,逃げ
4294,4184,0,2,まくり
4054,5060,0,3,まくり差し
3907,4640,0,2,差し
3692,4523,0,3,まくり差し
4226,3757,0,4,まくり差し
5031,4876,1,1,抜き
5212,4790,1,1,逃げ
4323,3475,1,1,逃げ
4532,4786,0,2,差し
4772,4296,0,4,差し
3966,3576,0,3,まくり
5273,4052,1,1,逃げ
3294,3922,0,3,抜き
3616,4909,1,1,逃げ
3957,5007,0,2,差し
3973,4287,0,3,まくり差し
4229,3953,0,3,まくり差し
4843,4875,1,1,逃げ
4773,3664,0,2,差し
5010,3888,1,1,逃げ
4530,3918,0,5,まくり差し
4704,5081,0,4,まくり
4544,4099,0,3,差し
3470,4347,1,1,逃げ
3503,4413,1,1,逃げ
4681,4276,1,1,逃げ
4275,4117,1,1,逃げ
3730,5125,1,1,逃げ
3175,4764,1,1,逃げ
5108,5218,1,1,逃げ
3473,4549,1,1,逃げ
4413,3659,1,1,逃げ
4276,4852,1,1,逃げ
4499,4240,0,2,抜き
4347,4845,1,1,逃げ
3832,4792,1,1,逃げ
5224,4059,0,5,まくり差し
3850,3546,0,2,まくり
4545,3681,0,2,抜き
4740,3257,1,1,逃げ
5123,4286,0,4,まくり
4684,3885,1,1,逃げ
5096,3611,1,1,逃げ
4863,4515,1,1,逃げ
5163,5044,1,1,逃げ
5087,3257,1,1,逃げ
4387,3590,1,1,逃げ
3461,4815,0,2,差し
5332,4283,0,5,まくり
4959,4041,1,1,抜き
3459,3808,0,2,まくり
5288,4623,0,5,まくり差し
4565,4003,0,3,まくり
3715,4738,0,2,差し
5306,4930,0,3,まくり差し
5153,4832,0,2,差し
4388,3874,0,5,まくり差し
4901,4519,0,3,まくり差し
3541,3940,1,1,逃げ
4778,4872,1,1,逃げ
4092,3072,0,4,まくり
3741,4834,1,1,逃げ
4085,4120,1,1,逃げ
3306,3564,0,4,まくり差し
3441,5257,1,1,逃げ
3990,4311,1,1,逃げ
4495,4442,1,1,逃げ
3602,5122,1,1,逃げ
3072,5049,1,1,逃げ
4428,3968,1,1,逃げ
4295,5216,1,1,逃げ
4835,4508,1,1,逃げ
3535,3226,1,1,逃げ
3024,4154,0,5,まくり
3574,4411,1,1,逃げ
4181,4526,1,1,逃げ
4332,4072,1,1,逃げ
5352,4195,0,3,まくり
3024,3574,0,2,差し
4305,4492,1,1,逃げ
3226,3984,1,1,逃げ
5143,5055,1,1,逃げ
5231,3412,1,1,逃げ
4874,5130,0,5,まくり
5213,4176,0,3,まくり
3251,3581,0,3,抜き
5339,5184,1,1,抜き
5330,4874,0,4,まくり
4513,5050,1,1,逃げ
3412,4551,1,1,逃げ
3951,4136,1,1,逃げ
4278,3822,1,1,逃げ
3582,5221,1,1,逃げ
4102,4236,0,4,まくり
5356,5220,1,1,逃げ
5369,5229,1,1,逃げ
5243,5058,1,1,逃げ
5237,4910,1,1,抜き
5293,5092,1,1,逃げ
5042,5181,1,1,逃げ
5147,5139,0,3,まくり差し
5083,5172,1,1,逃げ
5092,5278,1,1,逃げ
4910,4980,1,1,逃げ
5106,3442,1,1,逃げ
5157,4846,0,3,まくり差し
4594,4811,1,1,逃げ
4398,5035,0,3,まくり
4522,4076,1,1,逃げ
5211,4638,1,1,逃げ
3589,3963,1,1,逃げ
4950,3956,0,3,まくり差し
4062,3746,1,1,逃げ
4225,3944,1,1,逃げ
4050,4601,0,3,まくり差し
3687,4842,1,1,逃げ
4363,4817,1,1,逃げ
4015,3304,0,3,まくり差し
4695,3684,0,2,差し
3977,3711,0,3,差し
4234,5238,1,1,逃げ
4973,4822,1,1,逃げ
3406,3772,0,2,差し
4575,5036,0,2,まくり
3304,5032,0,4,差し
3612,4118,1,1,逃げ
4654,3557,0,4,まくり差し
3567,5193,1,1,逃げ
4162,3708,1,1,逃げ
3976,4981,0,2,差し
4093,4890,0,3,差し
4343,4936,1,1,逃げ
4402,4553,1,1,逃げ
3419,4624,1,1,抜き
5193,5241,0,2,まくり
5268,4314,0,6,まくり
5131,4096,1,1,逃げ
4708,4884,1,1,逃げ
4666,5142,1,1,逃げ
4826,5043,1,1,逃げ
4397,4013,1,1,逃げ
4586,3716,0,4,差し
4856,3779,1,1,逃げ
3783,4344,0,4,差し
4504,3897,0,6,まくり
4468,3415,0,3,抜き
4604,4459,1,1,逃げ
4350,4494,1,1,逃げ
3897,4586,1,1,逃げ
4847,3941,1,1,逃げ
4444,4418,1,1,逃げ
3866,4753,0,2,差し
5098,4182,0,3,まくり
4289,3523,0,6,まくり差し
5118,3731,1,1,逃げ
3906,5150,0,2,差し
3482,4374,1,1,逃げ
4992,4536,0,3,まくり
5124,4202,0,3,まくり
3889,3994,1,1,逃げ
3478,4715,1,1,逃げ
3662,4063,0,4,まくり
4375,4137,0,4,差し
3664,4704,1,1,逃げ
3852,5273,1,1,逃げ
4909,4773,1,1,逃げ
3655,3888,1,1,逃げ
4875,4099,1,1,逃げ
3953,5010,1,1,逃げ
4843,4804,0,3,差し
3655,4287,1,1,逃げ
4306,3813,0,3,まくり差し
5196,4633,0,2,差し
4530,4148,1,1,逃げ
5189,4544,1,1,逃げ
4603,5102,0,3,まくり
4244,4548,0,3,まくり
4641,4681,1,1,逃げ
4414,4275,0,3,差し
4675,4216,1,1,逃げ
3645,4123,1,1,逃げ
3473,5115,0,3,抜き
4784,4927,0,4,まくり
3730,3904,1,1,逃げ
4117,3999,0,2,差し
3659,4852,0,4,まくり
4499,4845,0,2,差し
3617,3993,0,5,まくり差し
4059,4899,1,1,逃げ
3891,4203,1,1,逃げ
4939,4367,0,4,まくり
4878,3850,1,1,逃げ
4053,4196,0,2,差し
5121,5096,1,1,逃げ
4939,4610,1,1,逃げ
5044,4387,1,1,逃げ
4183,5163,1,1,逃げ
3257,4545,1,1,逃げ
4515,5121,0,4,まくり差し
4081,3303,1,1,逃げ
4095,4565,0,3,差し
4815,3935,1,1,逃げ
3107,3207,0,3,まくり
4438,4478,0,5,抜き
4283,3459,0,4,まくり差し
4370,5153,0,2,まくり
3303,3315,0,4,抜き
4775,4470,1,1,逃げ
4748,5191,1,1,逃げ
5262,4095,1,1,逃げ
4519,4370,1,1,逃げ
4181,4299,1,1,逃げ
4154,3825,0,5,抜き
4944,4607,0,3,まくり
3535,3869,0,5,まくり差し
4072,4835,1,1,逃げ
3950,4293,1,3,差し
5143,4069,0,2,差し
4982,3740,1,1,逃げ
4607,4850,1,1,逃げ
3226,5026,1,1,逃げ
3024,3984,0,4,まくり
5213,4513,0,2,差し
4419,3439,1,1,逃げ
5339,3863,0,3,まくり
5130,5004,0,4,まくり差し
5184,5005,1,1,逃げ
5231,4718,1,1,逃げ
5330,4102,1,1,逃げ
4011,4261,0,5,まくり差し
4874,3251,0,4,まくり差し
4236,4042,1,1,逃げ
3822,4278,0,4,まくり
5005,4136,1,1,逃げ
5085,5158,0,4,まくり
5350,5114,0,3,まくり
5210,5141,0,1,逃げ
5172,5042,1,1,逃げ
5274,5105,1,1,逃げ
5141,5083,0,4,まくり
5207,5226,1,1,逃げ
5249,5256,1,1,逃げ
5275,5228,1,1,逃げ
5220,5034,1,1,逃げ
4952,3589,1,1,逃げ
4892,4108,1,1,逃げ
4518,4173,1,1,逃げ
3746,4331,1,1,逃げ
3944,4058,1,1,逃げ
4076,5145,1,1,逃げ
4846,4062,1,1,逃げ
3357,4080,1,1,逃げ
4844,4171,1,1,逃げ
3621,4522,1,1,逃げ
3956,4398,1,1,逃げ
3708,4614,1,1,逃げ
4105,3372,1,1,逃げ
3828,3419,0,3,まくり差し
4093,3567,0,4,まくり差し
4450,3435,0,2,差し
4624,5111,1,1,逃げ
4557,4666,0,5,まくり差し
4531,4343,1,1,逃げ
4981,4143,1,1,逃げ
5142,5193,0,2,差し
4553,4949,0,2,差し
4789,4096,1,1,逃げ
3933,4926,0,5,まくり
4146,4040,1,1,逃げ
3584,4580,1,1,逃げ
4728,4055,0,5,まくり差し
4352,4485,0,4,抜き
4189,4167,0,3,まくり
4019,3747,1,1,逃げ
5276,3868,0,2,まくり
4435,4840,0,2,差し
4383,3550,0,5,まくり
4962,3777,0,4,抜き
3744,4757,1,1,逃げ
4044,4061,1,1,逃げ
4848,4914,1,1,逃げ
4468,4571,0,5,まくり
4932,4166,1,1,逃げ
4024,4831,1,1,逃げ
4477,4503,1,1,逃げ
4494,3946,1,1,逃げ
4500,4504,0,2,まくり
4571,4445,1,1,逃げ
4013,4350,1,1,逃げ
4418,4371,1,1,逃げ
4444,4573,1,1,逃げ
4660,3662,0,5,まくり
3701,4375,1,1,逃げ
3305,5118,0,3,差し
4268,3866,1,1,逃げ
4536,4169,0,4,抜き
4182,4593,0,5,まくり差し
5302,4552,0,4,まくり差し
3587,4119,0,4,まくり
5266,4379,1,1,逃げ
4472,4374,0,2,差し
3523,5150,1,1,逃げ
4561,4715,1,1,逃げ
3690,3642,0,2,まくり
5161,3619,0,4,まくり
4985,4785,0,2,まくり
4917,4457,0,3,まくり
4372,4689,1,1,逃げ
4197,4483,1,1,逃げ
4049,4355,0,2,差し
3627,3577,0,5,まくり差し
4151,4430,1,1,逃げ
4098,4209,1,1,逃げ
4336,3792,1,1,逃げ
4239,3952,0,4,まくり
3718,4863,1,1,逃げ
4286,3432,1,1,逃げ
4196,3929,0,6,抜き
3257,3893,0,3,まくり
4432,4684,1,1,逃げ
4405,3508,0,5,まくり
3929,4183,1,1,逃げ
3885,4027,0,4,まくり
3590,4053,0,5,まくり差し
3611,4432,0,4,まくり
5087,5224,1,1,逃げ
4792,4939,0,5,まくり差し
5277,4854,0,5,まくり
3874,3107,1,1,逃げ
3207,4179,0,3,まくり
4832,3461,1,1,逃げ
4738,4438,0,2,差し
4769,4775,1,1,逃げ
4478,4081,1,1,逃げ
3940,4388,1,1,逃げ
4854,4748,0,4,まくり
5191,4769,1,1,逃げ
4179,4959,1,1,逃げ
3315,3541,0,3,差し
3982,3596,1,1,逃げ
4417,4572,0,2,差し
4292,5329,0,3,抜き
4700,4142,0,2,差し
5023,4122,0,3,まくり差し
3268,4339,0,4,差し
3497,4415,0,2,差し
4887,5178,1,1,逃げ
4384,4133,1,1,逃げ
3737,4376,0,2,差し
4697,4630,0,5,抜き
4584,4064,0,3,まくり
4410,4036,1,1,逃げ
5028,3826,1,1,逃げ
5272,4009,1,1,抜き
3983,4873,1,1,逃げ
3699,4028,1,1,逃げ
4015,3300,1,1,逃げ
4112,3474,0,5,まくり差し
4396,2878,0,3,抜き
3853,3685,0,3,まくり
3948,3505,0,5,まくり
4488,3892,1,1,逃げ
4028,4547,1,1,逃げ
3581,4278,1,1,抜き
4874,3412,1,1,逃げ
3350,4403,1,1,逃げ
5004,3293,0,5,差し
3863,5050,1,1,逃げ
4261,3582,1,1,逃げ
4176,4377,1,1,抜き
4874,3350,0,4,抜き
5050,3951,0,4,恵まれ
3582,5005,0,2,差し
4377,3822,1,1,逃げ
4042,4136,1,1,抜き
5293,5172,1,1,逃げ
5105,5278,1,1,逃げ
5133,4980,1,1,逃げ
5158,4910,1,1,逃げ
5247,5210,0,1,逃げ
5255,5170,0,2,差し
5226,5275,0,2,恵まれ
5234,5220,1,1,逃げ
5083,5229,0,4,まくり
5114,5058,1,1,逃げ
3566,4346,0,3,抜き
4440,4271,0,4,まくり差し
4977,4253,1,1,逃げ
3489,4084,1,3,まくり差し
4989,4540,0,2,差し
4467,4168,1,1,逃げ
4579,4983,1,1,逃げ
5308,5002,1,1,逃げ
5093,4348,1,1,逃げ
3761,3489,0,4,差し
4084,4168,1,1,逃げ
5035,5106,1,1,逃げ
4331,4950,1,1,逃げ
3963,4035,1,1,逃げ
4638,3945,0,5,まくり差し
3458,4594,1,1,逃げ
5145,4952,0,3,差し
4108,3621,0,3,まくり差し
4819,4225,1,1,逃げ
4080,4518,1,1,逃げ
4193,4050,1,1,逃げ
4058,4601,1,1,逃げ
5160,4437,0,4,まくり
5017,4948,1,1,逃げ
4976,4272,1,1,逃げ
4335,4979,1,1,抜き
5290,4020,1,1,逃げ
4264,4259,1,1,逃げ
4865,3908,1,1,逃げ
3787,4578,1,1,逃げ
3804,4429,1,1,逃げ
3796,5029,1,1,逃げ
3915,5134,1,1,逃げ
3833,3959,1,1,逃げ
3567,4884,1,1,逃げ
5265,4708,0,6,まくり
3233,4093,1,1,逃げ
4666,4936,1,1,逃げ
5279,4105,0,3,まくり差し
4614,4531,1,1,逃げ
5131,4138,0,5,抜き
4890,4557,0,4,まくり
5241,4450,1,1,逃げ
4314,4904,1,1,逃げ
4402,5193,0,4,恵まれ
5142,4096,1,1,逃げ
4691,4383,0,2,差し
3777,4423,0,3,まくり
4040,4509,1,1,逃げ
4651,3556,0,2,差し
4600,4871,1,1,逃げ
4448,5276,1,1,逃げ
5280,3176,0,3,抜き
4451,4520,0,2,まくり
3933,4894,0,3,抜き
4485,4189,0,3,まくり差し
4808,4352,0,6,抜き
4713,4019,1,1,逃げ
4760,4468,1,1,逃げ
4686,4503,1,1,逃げ
4537,4397,1,1,逃げ
5043,4571,1,1,逃げ
4831,4477,1,1,逃げ
4075,4826,1,1,逃げ
4848,4494,0,4,差し
4932,4586,1,1,逃げ
4886,4445,1,1,逃げ
4324,4238,1,1,逃げ
4262,4851,1,1,逃げ
5084,4444,1,1,逃げ
5254,4197,0,6,まくり差し
4215,4098,0,4,抜き
3619,5177,0,2,差し
4270,4372,0,3,差し
5235,4569,1,1,逃げ
5140,4985,1,1,逃げ
3743,3627,1,1,逃げ
4889,4809,1,1,逃げ
4689,4516,0,3,まくり差し
4785,5161,1,1,逃げ
3577,4631,1,1,逃げ
3654,3743,1,1,逃げ
3546,4878,0,4,まくり差し
4899,3718,1,1,逃げ
4203,4792,1,1,逃げ
4367,4863,1,1,逃げ
3257,4053,1,1,逃げ
3885,4286,0,2,差し
4939,5087,0,3,まくり差し
3508,4387,0,6,まくり差し
3893,5224,1,1,逃げ
3850,4545,1,1,逃げ
3257,5121,0,4,まくり
5096,3590,1,1,逃げ
3808,4815,1,1,逃げ
4775,5277,1,1,逃げ
4041,4438,0,3,抜き
3303,5332,0,3,差し
4623,4478,1,1,逃げ
3935,4854,1,1,抜き
4738,5262,0,3,まくり差し
4930,4748,1,1,逃げ
4003,3303,1,1,逃げ
4470,4519,1,1,逃げ
4959,3940,1,1,逃げ
4388,4370,0,4,差し
3558,3497,1,1,逃げ
4376,4406,1,1,逃げ
4572,5269,0,3,まくり差し
4122,5292,0,4,差し
3411,5064,1,1,逃げ
3870,4417,0,4,差し
4186,4351,0,3,まくり
3661,4308,1,1,逃げ
4156,4086,0,4,まくり
4064,3800,0,2,差し
5282,4384,1,1,抜き
4133,4471,1,1,逃げ
3788,3983,1,1,逃げ
4251,4199,1,1,逃げ
5326,3853,1,1,逃げ
3300,4475,1,1,逃げ
3867,4083,1,1,逃げ
3826,4015,1,1,逃げ
3932,4488,0,4,差し
3909,3788,0,2,まくり
4199,4678,0,2,差し
4036,5028,1,1,抜き
4547,3054,0,2,差し
4475,3909,0,5,差し
5313,5228,1,1,逃げ
5154,5256,1,1,逃げ
5139,5034,0,1,逃げ
5181,5141,0,3,まくり差し
5085,5303,0,3,差し
4980,5234,0,4,まくり
5210,5114,1,1,逃げ
5034,5255,0,3,抜き
5058,5158,1,1,逃げ
5229,5042,1,1,逃げ
5309,3401,0,4,まくり
4983,4360,0,2,差し
3880,4106,0,3,まくり差し
4521,5051,1,1,逃げ
4168,3761,0,6,まくり差し
2538,4150,0,3,まくり差し
4363,4659,1,1,逃げ
5299,4579,1,1,逃げ
3606,4228,1,1,逃げ
4111,4933,1,1,逃げ
4540,4521,0,3,まくり
4035,3458,1,1,逃げ
4846,4844,1,1,逃げ
5317,3357,0,5,まくり差し
4171,4068,0,2,差し
3442,4080,1,1,逃げ
4811,4819,1,1,逃げ
4173,4171,0,1,抜き
4062,4522,1,1,逃げ
4068,4398,1,1,逃げ
4950,3944,0,3,まくり差し
4844,4225,0,4,まくり
4821,4269,1,1,逃げ
4259,3915,0,6,まくり差し
5166,3804,0,5,まくり差し
4463,3796,0,3,まくり
4665,4676,0,6,まくり差し
3959,4865,0,2,差し
4918,3833,0,2,差し
4469,3859,0,2,まくり
5379,4692,0,5,まくり差し
3519,5104,0,3,まくり差し
3908,3717,0,2,差し
4452,5017,1,1,逃げ
3550,4962,1,1,逃げ
4167,4342,1,1,逃げ
3614,4808,0,3,まくり差し
4231,3744,1,1,逃げ
4580,4146,1,1,逃げ
4757,3933,0,2,抜き
4520,4728,1,1,逃げ
4926,3614,1,1,逃げ
4871,4813,1,1,逃げ
3933,4180,0,2,差し
4485,4600,0,2,差し
3747,4448,0,5,まくり差し
4537,4856,0,2,差し
4914,4886,0,5,まくり差し
4061,3779,0,6,抜き
3897,4604,1,1,逃げ
5068,4350,0,2,差し
4166,4266,1,1,抜き
4826,4030,1,1,逃げ
4324,3946,0,2,差し
4237,4344,0,2,差し
4320,4205,0,2,差し
4586,4238,1,1,逃げ
4851,4444,1,1,逃げ
3430,4903,1,1,逃げ
3583,4164,0,3,抜き
4732,3931,0,2,差し
4369,3896,0,4,まくり差し
5053,3957,0,5,まくり差し
5266,4427,1,1,逃げ
3434,4458,1,1,逃げ
4436,3848,0,5,まくり差し
3641,3905,1,1,逃げ
4626,3811,1,1,逃げ
3696,4514,1,1,逃げ
4227,3721,1,1,逃げ
4457,5140,1,1,逃げ
3743,4232,0,3,差し
4430,5334,1,1,逃げ
4569,4889,1,1,逃げ
4516,4917,0,3,まくり
3642,3654,1,1,逃げ
4631,5320,0,4,差し
3743,4215,0,2,まくり
4209,4239,1,1,逃げ
4421,4985,1,1,逃げ
3952,4049,1,1,逃げ
3792,4483,0,2,まくり
3993,3718,1,1,逃げ
4027,3257,1,1,逃げ
4750,4059,1,1,逃げ
4432,3891,0,3,まくり差し
3611,5123,1,1,逃げ
4515,4939,0,3,まくり
3432,4405,0,4,差し
4196,3617,1,1,逃げ
4792,4863,0,4,差し
3885,4750,0,4,まくり
3257,5163,0,2,まくり
4545,3590,0,4,まくり差し
4081,4283,0,4,まくり
4930,5306,0,2,まくり
3107,4901,0,6,まくり差し
4815,4565,0,4,差し
5191,5277,0,2,差し
5262,4470,1,1,逃げ
3459,3207,1,1,逃げ
4748,5288,1,1,逃げ
4283,3315,0,5,恵まれ
4769,4775,0,4,まくり
4438,4095,0,3,まくり差し
4832,3940,1,1,逃げ
4339,4186,1,1,逃げ
5292,3870,0,3,まくり差し
4471,4697,0,2,まくり
4308,3268,0,3,まくり差し
3713,3661,0,3,まくり
4957,5282,0,2,まくり
3596,4700,1,1,逃げ
5329,5023,0,3,まくり
4415,4887,1,1,逃げ
3800,4292,1,1,逃げ
4406,3737,1,1,逃げ
4630,4584,0,5,まくり差し
4678,4488,1,1,逃げ
3685,3300,1,1,逃げ
3054,4873,0,3,差し
3505,4564,0,2,まくり
3892,3853,1,1,逃げ
4479,4112,0,5,まくり差し
3788,4251,1,1,逃げ
3778,5326,0,4,まくり
4015,5086,0,2,抜き
4199,5028,1,1,逃げ
4083,4547,0,4,差し
4028,3909,1,1,逃げ
5083,5255,1,1,逃げ
5293,5226,1,1,逃げ
5234,5042,1,3,まくり
5139,4910,1,1,逃げ
5398,5356,0,5,まくり差し
5058,5313,0,2,抜き
5350,5158,0,4,まくり
5256,4980,1,1,逃げ
5226,5126,1,1,逃げ
4910,5058,1,1,逃げ
3660,3566,0,3,まくり差し
3637,3615,0,4,まくり
4271,3880,0,4,まくり
4228,4983,1,1,逃げ
4360,4111,0,2,差し
5051,4977,0,2,差し
4150,3606,1,1,逃げ
4724,4084,1,1,逃げ
4659,4989,1,1,逃げ
4618,5002,1,1,逃げ
3964,4168,1,1,逃げ
4035,5317,0,4,まくり
5035,5157,1,1,逃げ
4952,5211,0,3,まくり
4068,4076,1,1,逃げ
3589,4594,0,1,逃げ
3872,4171,1,1,逃げ
5106,5145,1,1,逃げ
4076,4398,1,1,逃げ
4594,4080,1,1,逃げ
4892,4062,0,2,差し
4257,4335,1,1,逃げ
5160,4676,0,4,まくり
4437,4469,0,4,まくり
4948,4731,0,6,まくり差し
3859,4463,0,4,まくり
4020,4264,1,1,抜き
4269,4821,1,1,逃げ
3463,4257,1,1,逃げ
5134,5351,1,1,逃げ
3717,4918,1,1,逃げ
5029,3833,0,3,まくり差し
4578,3908,0,3,まくり
4273,3775,1,1,逃げ
5037,4587,1,1,逃げ
5232,4711,1,1,逃げ
4650,4434,1,1,逃げ
4885,4909,0,4,まくり
3361,4276,1,1,逃げ
4302,5010,0,2,差し
4296,4163,1,1,逃げ
4358,3684,0,2,差し
4327,4931,0,3,差し
4210,4302,1,1,逃げ
3554,4296,0,2,差し
3319,5032,1,1,逃げ
4735,3516,0,4,差し
4077,4359,0,4,まくり
3900,4765,0,5,まくり差し
3579,3202,0,5,まくり
3454,3543,0,4,まくり差し
4812,4109,0,1,逃げ
5018,4575,1,1,逃げ
4861,4543,0,4,差し
4121,4288,0,2,差し
3304,3849,1,1,逃げ
4840,4757,1,1,逃げ
3868,4713,0,4,まくり
4600,4019,1,1,逃げ
4180,4451,1,1,逃げ
4055,5280,1,1,抜き
3933,4231,0,3,抜き
4813,4435,1,1,逃げ
4423,4691,0,5,まくり差し
4894,3584,0,5,まくり差し
3176,4651,1,1,逃げ
3777,4448,1,1,逃げ
4808,3744,1,1,逃げ
3692,4772,1,1,逃げ
4720,3704,0,2,差し
3475,4489,0,4,まくり差し
3613,3313,1,1,逃げ
4568,3591,0,2,まくり
4446,5049,0,2,差し
4345,3333,0,6,まくり差し
4461,3484,1,1,逃げ
4570,4824,0,4,まくり
4144,3997,0,2,抜き
4685,4532,1,1,逃げ
3922,4436,0,2,差し
3721,3544,0,2,差し
4427,3583,0,3,抜き
4514,4031,0,2,差し
3841,3430,1,1,逃げ
4727,4241,0,5,まくり差し
4710,4407,0,4,差し
3860,4911,0,3,まくり差し
3544,3434,1,1,逃げ
3827,3841,0,4,まくり
4988,4227,1,1,逃げ
3848,4357,0,3,まくり差し
4300,4837,0,4,まくり差し
4319,4680,0,4,差し
4550,4060,1,1,逃げ
4043,4644,0,3,まくり差し
4877,4306,1,1,逃げ
4071,4218,1,1,逃げ
4908,4395,1,1,逃げ
