c2_regno,c1_regno,c1_won,win_course,kimarite
5002,5261,1,1,逃げ
4933,5154,0,4,まくり
5273,5134,0,3,まくり差し
5086,5172,0,5,まくり差し
5055,5224,1,1,逃げ
5222,5125,1,1,逃げ
5102,4934,0,3,まくり
5132,5081,0,2,まくり
5134,5267,1,1,逃げ
4943,4133,0,4,抜き
4122,4890,0,3,まくり
4537,3893,0,2,まくり
3965,4114,0,2,まくり
4822,4287,0,2,差し
5139,3502,0,2,差し
4062,3747,0,4,まくり差し
4856,3888,0,2,抜き
3809,4318,0,6,抜き
4440,4413,1,1,逃げ
4470,4366,0,4,まくり差し
3422,3557,0,5,まくり差し
3441,4311,1,1,逃げ
5302,3889,1,1,逃げ
3746,4639,1,1,逃げ
4384,5006,0,2,まくり
5234,4109,0,2,差し
4124,3401,1,1,逃げ
4560,3975,0,2,差し
3590,3746,1,1,逃げ
4381,4906,0,6,まくり差し
4676,4737,0,2,差し
4139,4931,1,1,逃げ
3576,3590,1,1,逃げ
5090,3922,1,1,逃げ
4743,5063,0,4,まくり
4260,4555,1,1,逃げ
4983,3907,1,1,逃げ
4432,4246,0,4,抜き
3922,4264,1,2,まくり
4787,4395,0,2,まくり
4298,4584,1,1,逃げ
4823,4936,1,1,逃げ
3582,4732,1,1,逃げ
4042,4787,1,1,逃げ
4588,3712,1,1,逃げ
4520,4016,0,2,差し
4957,4461,0,4,まくり
4254,4623,1,1,逃げ
3898,3859,1,1,逃げ
4422,3984,0,3,まくり差し
4660,5276,0,4,まくり
5049,3577,0,2,まくり
4626,3731,0,5,まくり差し
3995,4342,1,1,逃げ
4939,3833,1,1,逃げ
4137,3556,1,1,逃げ
4452,4748,1,1,逃げ
4468,4420,0,3,まくり
5166,4401,0,2,まくり
5096,4757,0,2,差し
4769,3686,0,3,まくり
4608,5029,1,1,逃げ
3716,5110,0,2,まくり
4809,4649,0,3,まくり差し
4824,4095,0,2,差し
4401,4826,1,1,逃げ
3876,4468,0,3,抜き
3959,3716,1,1,逃げ
4020,4705,0,4,まくり差し
4106,4039,0,4,まくり差し
4624,4895,0,2,まくり
4365,3349,1,1,逃げ
4072,4193,1,1,逃げ
5241,4888,0,1,逃げ
4081,4134,1,1,逃げ
4637,4543,1,1,逃げ
4705,3161,0,4,まくり
4017,4364,0,3,抜き
4151,4044,1,1,逃げ
4625,4000,1,1,逃げ
3542,3463,0,4,差し
4343,2878,1,1,逃げ
4416,3286,1,1,抜き
3853,4108,1,1,逃げ
4919,4739,1,1,逃げ
3967,4228,1,1,逃げ
4681,3508,0,4,まくり
4000,4603,1,1,逃げ
4739,4120,1,1,逃げ
3542,4886,0,3,まくり
3473,4848,1,1,逃げ
4400,4627,0,4,まくり差し
5192,4773,1,1,逃げ
5277,3435,1,1,逃げ
3551,5193,1,1,逃げ
5123,4885,1,2,まくり
4050,4987,0,2,まくり
5003,5184,0,2,まくり
5189,3999,0,4,まくり
4819,4050,1,1,逃げ
4433,4590,1,1,逃げ
4111,4643,1,1,逃げ
3684,4075,1,1,逃げ
3987,3737,1,1,逃げ
4051,4015,1,1,逃げ
4103,3942,1,1,抜き
4054,4952,1,1,逃げ
5147,3072,0,3,まくり
4216,4944,0,3,差し
4898,3562,0,6,まくり差し
4015,4226,0,2,差し
3072,4121,1,1,逃げ
4116,4760,1,1,逃げ
5286,5298,1,1,逃げ
5185,5102,1,1,逃げ
5181,5222,0,3,まくり差し
5261,5255,1,1,逃げ
4934,5158,1,1,逃げ
5109,5093,1,1,逃げ
5134,4933,1,1,逃げ
5255,5136,1,1,逃げ
5002,4910,1,1,逃げ
4933,5224,1,1,逃げ
5125,5172,1,1,逃げ
5164,3489,1,1,逃げ
4204,4675,1,1,逃げ
3784,3541,0,2,差し
3703,4704,1,1,逃げ
5334,4349,0,3,まくり差し
5142,3587,0,2,差し
4230,3921,0,3,まくり
3543,4283,0,2,まくり
5272,4292,1,1,逃げ
4950,4200,0,2,まくり
4083,4817,0,2,まくり
4074,5121,0,2,まくり
3502,3965,0,4,抜き
5082,4834,1,1,逃げ
5051,3809,0,6,まくり差し
5050,4633,1,1,逃げ
5000,4537,1,1,逃げ
3935,4062,1,1,逃げ
3256,4122,1,1,逃げ
4413,4440,0,3,まくり差し
4067,4382,0,2,抜き
3557,3563,0,4,まくり
4027,4856,1,1,逃げ
4318,3422,0,4,まくり差し
3889,3576,1,1,逃げ
3441,3975,1,1,逃げ
4079,5037,0,4,抜き
5012,4474,1,1,逃げ
4332,4124,1,1,逃げ
4639,4931,0,3,抜き
4650,4261,1,1,逃げ
3746,4384,0,4,まくり
4209,4381,1,1,抜き
4467,4796,1,1,逃げ
3772,3590,1,1,逃げ
4311,4737,1,1,逃げ
3268,4129,1,1,逃げ
4584,4823,1,1,逃げ
4551,3589,1,1,逃げ
4105,3558,0,2,差し
3475,3580,0,4,まくり
3414,4066,0,1,逃げ
4063,4746,1,1,逃げ
3792,4298,0,4,まくり
4138,4601,0,5,まくり差し
4555,4983,1,1,逃げ
4936,4063,0,5,まくり差し
4197,5331,1,1,逃げ
4626,3859,0,2,差し
3814,5035,0,5,まくり差し
4957,4623,1,1,逃げ
4472,4588,1,1,逃げ
4960,4197,0,3,差し
3898,4329,0,5,まくり
4902,5228,1,1,逃げ
5276,3712,1,1,逃げ
3757,4137,1,1,逃げ
4090,3995,0,3,まくり差し
3833,3556,1,1,逃げ
4928,4388,0,2,差し
5064,4430,0,4,まくり差し
4420,4847,1,1,逃げ
4718,4769,0,5,まくり差し
4757,4084,1,1,逃げ
4337,4824,0,3,まくり
3822,5096,1,1,逃げ
4095,4652,0,4,まくり
4028,4370,0,4,まくり
5191,4688,1,1,逃げ
3983,4337,1,1,逃げ
4586,4024,0,5,まくり差し
3246,3860,0,5,まくり差し
4607,4835,0,2,差し
4375,4023,0,4,まくり差し
3659,3832,0,4,差し
4327,3300,0,5,まくり差し
5290,4377,1,1,逃げ
4837,3940,1,1,逃げ
3885,4594,1,1,恵まれ
3905,3251,1,1,逃げ
5141,3303,0,4,まくり
3860,4099,1,1,逃げ
4471,5042,1,1,逃げ
5305,4259,1,1,逃げ
4134,5014,0,2,恵まれ
3652,4151,0,3,差し
3161,4020,0,3,まくり
5296,4637,1,1,逃げ
4043,5257,1,2,まくり
3349,5145,1,1,逃げ
5067,4531,1,1,逃げ
3992,4575,1,1,逃げ
4379,4043,1,1,逃げ
4624,4350,1,1,逃げ
3212,3987,0,4,抜き
3564,3942,1,1,逃げ
3562,4288,1,1,逃げ
4952,4788,1,1,逃げ
3072,4424,1,1,逃げ
4836,3684,1,1,逃げ
4111,3742,0,6,まくり差し
3627,4216,1,1,逃げ
3562,4051,1,1,逃げ
3072,3737,1,1,抜き
4788,4075,1,1,逃げ
4121,4760,0,4,まくり
5154,5143,0,2,まくり
5086,5261,1,1,逃げ
5170,5269,0,6,抜き
5103,5134,0,5,恵まれ
5105,5102,0,4,まくり
5222,5112,0,4,まくり
5172,4934,1,2,差し
5157,5125,1,1,逃げ
5112,5243,1,1,逃げ
4933,5267,1,1,逃げ
4910,5224,0,4,まくり
5203,4302,1,1,逃げ
4817,3906,1,1,逃げ
5306,4580,1,1,逃げ
4711,4230,1,1,逃げ
3867,3990,0,3,まくり
4200,3838,0,3,まくり差し
3541,3784,0,2,抜き
3489,5334,0,4,まくり差し
4010,5069,1,1,逃げ
3921,4083,0,5,まくり差し
4798,4314,1,1,逃げ
3874,4659,1,1,逃げ
5155,4974,1,1,逃げ
4941,3579,1,1,逃げ
4994,4372,1,1,逃げ
3509,3528,0,4,まくり差し
4534,5088,1,1,逃げ
4984,4478,1,1,逃げ
5165,4317,0,4,まくり
5144,4484,0,2,まくり
4045,3994,0,3,まくり
4884,4117,0,3,差し
4536,4611,0,3,まくり
5163,4456,1,1,逃げ
4457,5050,1,1,逃げ
3977,3935,0,3,まくり差し
4834,5000,0,2,抜き
4366,4665,0,2,差し
4382,4470,0,4,抜き
5023,5082,0,3,まくり
4641,5139,1,1,逃げ
3888,4027,0,2,まくり
3563,4973,0,6,抜き
3616,4943,0,3,まくり
4287,4822,1,1,逃げ
4133,3256,1,1,逃げ
5008,5012,1,1,逃げ
4876,4139,1,1,抜き
4906,5234,1,1,逃げ
4552,3401,0,4,まくり差し
5037,4261,1,1,逃げ
4057,4124,1,1,逃げ
4931,4381,1,1,逃げ
4056,4209,0,2,差し
4112,4109,0,3,まくり差し
3401,4094,1,1,逃げ
4384,4560,1,1,逃げ
3590,4737,0,3,まくり
3891,3777,1,1,逃げ
4113,3081,0,5,まくり差し
5114,3955,0,2,差し
4439,5256,1,1,逃げ
3730,4391,0,4,まくり
4640,5058,1,1,抜き
3629,3687,0,5,まくり
4195,4128,0,2,差し
4840,4076,1,1,逃げ
4917,4218,1,1,逃げ
3968,4581,1,1,逃げ
4052,4483,1,1,逃げ
4746,3568,0,2,抜き
3582,4672,0,3,まくり
4260,4732,1,1,逃げ
4601,5090,1,1,逃げ
4395,3268,0,3,まくり差し
4246,3792,0,1,逃げ
3558,4119,1,1,逃げ
4264,4432,0,3,まくり差し
4063,4977,1,1,逃げ
4672,4743,1,1,逃げ
4066,4042,1,1,逃げ
4086,4718,0,3,抜き
4266,4928,0,2,差し
4682,3822,1,1,逃げ
4024,4608,0,5,まくり差し
3686,4296,1,1,抜き
4847,5064,0,2,まくり
4614,4610,1,1,逃げ
3783,4452,0,2,差し
5110,4809,0,5,まくり差し
4296,3959,1,1,逃げ
4084,4266,1,1,逃げ
4459,3783,0,3,まくり
3300,3647,0,2,抜き
4516,3911,0,3,まくり差し
4099,3246,0,3,抜き
4377,3828,0,2,差し
3726,3930,0,4,抜き
5042,4330,0,4,まくり
3647,4471,1,1,逃げ
4136,4607,1,1,逃げ
4835,3659,0,3,まくり
4594,4516,0,5,まくり差し
4786,4852,1,1,逃げ
4750,4144,0,2,差し
4020,5067,1,1,逃げ
4364,4365,0,2,差し
4106,4543,0,5,まくり差し
4518,4531,1,1,逃げ
5296,4017,0,4,まくり
3992,4043,1,1,逃げ
4888,3349,0,6,まくり差し
4365,5145,1,1,逃げ
4350,5257,1,1,逃げ
4043,4653,1,1,逃げ
5305,4940,0,3,まくり
3587,4074,1,1,逃げ
4580,4798,0,3,まくり
4704,4711,1,1,逃げ
5121,3703,0,2,恵まれ
4283,4204,1,1,逃げ
3838,5249,0,5,まくり差し
4302,5203,0,3,まくり
4966,4010,0,2,まくり
4659,4950,1,1,逃げ
5312,3543,1,1,逃げ
4314,3874,1,1,逃げ
3906,5142,1,1,逃げ
5140,3289,1,1,抜き
5052,3871,0,4,抜き
3232,4984,0,3,まくり差し
4098,3509,0,3,まくり差し
4843,4994,1,1,逃げ
3289,4289,0,4,まくり差し
4764,3334,0,4,抜き
4300,4373,0,3,まくり差し
4456,4414,0,2,差し
5264,4825,1,1,逃げ
4317,4927,1,1,逃げ
4243,4447,0,4,差し
4133,4641,1,1,逃げ
3256,3616,0,4,差し
4633,4067,0,3,恵まれ
4114,4287,0,3,まくり差し
4470,3965,0,4,恵まれ
3893,4457,0,5,まくり差し
4822,5023,0,2,差し
4890,3977,1,1,逃げ
4665,3557,1,1,逃げ
3747,3422,0,4,抜き
4062,4856,1,1,逃げ
4366,4537,1,1,逃げ
4202,4587,0,3,まくり差し
3333,3655,1,1,逃げ
3696,4685,0,3,まくり差し
4693,4494,1,1,逃げ
3233,4191,1,1,逃げ
3538,3024,1,1,逃げ
4247,3664,1,1,逃げ
4776,4902,1,1,逃げ
3474,4011,1,1,逃げ
5187,3578,0,4,まくり
3826,4488,1,1,逃げ
3024,3854,0,4,まくり
4128,3944,1,1,逃げ
3687,3964,0,5,まくり差し
4654,4231,1,1,逃げ
3567,3306,0,3,まくり差し
3777,3931,1,1,逃げ
5356,3621,1,1,逃げ
4581,3107,1,1,逃げ
3948,3406,0,3,まくり差し
3944,5114,1,1,逃げ
4231,4140,1,1,逃げ
3635,4052,1,1,逃げ
4076,4391,0,4,まくり
4129,3414,0,2,抜き
4063,4138,1,1,逃げ
3582,4244,0,4,まくり
3484,5292,0,2,差し
4042,3475,1,1,逃げ
3589,4260,0,4,まくり差し
4105,4787,1,1,逃げ
3907,4551,0,3,まくり差し
5090,4063,1,1,逃げ
4066,4042,0,4,まくり
4555,4584,1,1,逃げ
3175,3302,0,3,まくり
4808,3863,1,1,逃げ
3690,4036,0,3,まくり差し
4154,4203,1,1,逃げ
4358,4630,1,1,逃げ
4961,4175,0,6,まくり
4512,4348,0,4,まくり
4346,3800,0,3,まくり
5156,4797,0,5,まくり差し
5046,4434,0,3,まくり差し
3812,4025,1,1,逃げ
3966,3849,1,1,逃げ
4089,4388,0,3,まくり
4649,4583,1,1,逃げ
4652,4420,1,1,逃げ
3822,4086,0,3,まくり差し
4610,5166,1,1,逃げ
4748,4089,1,1,逃げ
5029,4614,0,3,まくり
4688,5191,0,3,差し
4583,4095,0,3,まくり
4370,3983,0,2,まくり
4826,4586,0,6,まくり差し
4430,4459,1,1,逃げ
5169,5315,0,5,まくり差し
4144,4145,0,2,まくり
3251,5280,1,1,逃げ
3327,4374,1,1,逃げ
5266,3905,1,1,逃げ
4330,3726,0,3,差し
3832,4786,1,1,逃げ
3940,4375,1,1,逃げ
4852,3885,0,6,まくり差し
5332,5141,1,1,逃げ
4211,3327,0,3,まくり
5315,4136,1,1,逃げ
4705,5275,1,1,逃げ
4039,3161,0,4,まくり差し
4846,4895,1,1,逃げ
4017,4134,1,1,逃げ
4637,4364,1,1,逃げ
4888,4044,1,1,逃げ
4081,4151,0,3,まくり差し
3652,4072,1,1,逃げ
4364,4259,0,3,まくり差し
4895,4350,1,1,逃げ
5257,5145,0,3,まくり差し
3990,5121,1,1,逃げ
4083,3867,0,2,まくり
3489,4230,1,1,逃げ
5069,4659,1,1,逃げ
4580,5312,1,1,逃げ
4302,5306,0,3,まくり
4817,5164,0,4,まくり差し
4292,4704,1,1,逃げ
5249,5142,0,2,差し
3838,5272,1,1,逃げ
3543,4966,1,1,逃げ
4798,4074,1,1,逃げ
3778,4098,0,4,まくり
4373,5140,0,2,差し
4117,4534,0,5,まくり
4974,4300,0,3,まくり
4289,4738,1,1,逃げ
4963,3232,0,2,差し
4484,4045,1,1,逃げ
4447,4843,0,3,まくり
5088,4764,0,2,まくり
4900,4243,1,1,逃げ
4927,4884,0,4,差し
4372,4963,1,1,逃げ
4114,4457,1,1,逃げ
5023,4440,0,3,抜き
3256,3616,1,1,逃げ
4633,3977,1,1,逃げ
3935,3888,1,1,逃げ
4943,4641,1,1,逃げ
5000,3809,1,1,逃げ
3857,4366,1,1,逃げ
5004,3502,1,1,逃げ
3747,4822,0,4,差し
3557,4537,1,1,逃げ
4122,4856,1,1,逃げ
3620,4816,1,1,逃げ
4356,3333,0,2,差し
3538,4776,0,2,差し
3854,4247,0,2,差し
3024,3997,1,1,逃げ
4513,3620,0,4,まくり
3872,3474,0,3,まくり差し
4988,4693,0,5,まくり差し
4191,5187,0,5,まくり差し
5078,3696,0,6,差し
4902,3554,1,1,抜き
4587,3024,0,5,まくり差し
3306,3629,0,3,まくり差し
4218,4439,0,2,まくり
5058,4840,0,2,抜き
3944,4917,0,3,差し
3621,4113,0,3,まくり
5128,4640,0,4,まくり差し
3406,3350,0,4,まくり差し
5217,3948,0,2,抜き
3955,3635,0,4,まくり
4483,4195,0,2,差し
4140,4654,1,1,逃げ
3730,5217,1,1,逃げ
3589,3922,1,1,逃げ
3792,4823,1,1,逃げ
4672,4936,1,1,逃げ
4260,4298,0,3,まくり差し
3414,3582,0,4,まくり差し
3268,4732,1,1,逃げ
5358,4105,0,3,まくり差し
4298,4584,1,1,逃げ
4743,4042,1,1,逃げ
4823,4787,1,1,逃げ
4551,4264,1,1,逃げ
3372,3156,0,4,まくり差し
4630,3470,1,1,逃げ
4172,3957,0,4,差し
4680,4277,0,4,まくり差し
3741,4509,1,1,逃げ
3812,4961,1,1,逃げ
5196,4635,0,2,抜き
4797,5009,0,2,抜き
4348,4172,0,2,恵まれ
4528,4710,0,4,まくり
4025,4808,1,1,逃げ
3611,4512,1,1,逃げ
5110,4401,1,1,逃げ
5096,4430,1,1,逃げ
4809,5191,1,1,逃げ
4468,4718,1,1,逃げ
4388,4826,1,1,抜き
4608,4586,1,1,逃げ
3686,5064,0,3,まくり差し
5029,4370,1,1,逃げ
4652,4748,1,1,逃げ
4266,4084,0,4,まくり
4847,4459,1,1,逃げ
3959,3716,1,1,逃げ
4374,5332,0,3,まくり
4594,3828,0,3,まくり差し
5280,4211,0,4,まくり差し
3251,4837,1,1,逃げ
4023,4327,1,1,逃げ
3940,3300,0,2,まくり
4594,3905,0,3,まくり
3930,4471,1,1,逃げ
3659,4375,1,1,逃げ
3911,4786,1,1,逃げ
4144,4377,0,3,まくり
4750,5141,0,3,まくり差し
5133,4899,1,1,逃げ
5179,4567,0,2,まくり
5127,4723,0,4,まくり
5034,4952,1,1,逃げ
5131,4918,0,4,まくり
4497,5237,0,2,差し
5223,5186,1,1,逃げ
4715,4875,0,2,まくり
5321,4638,0,2,まくり
5307,3908,0,3,まくり
5071,4064,1,1,逃げ
4982,4932,1,1,逃げ
3411,4603,1,1,逃げ
4592,3663,0,2,差し
5299,4953,0,3,まくり
4496,3442,0,4,差し
3265,4778,0,3,差し
4965,4450,1,1,逃げ
3654,4404,0,3,差し
5026,4359,0,2,差し
4286,4648,0,5,差し
3508,3711,1,1,逃げ
4163,3265,0,6,抜き
3995,3654,0,4,差し
4281,4331,1,1,逃げ
4872,4213,0,3,まくり
4041,4978,0,4,まくり差し
4169,5106,0,5,まくり差し
4803,5044,1,1,逃げ
3811,3952,1,1,逃げ
4472,4376,0,2,差し
4156,4288,0,2,差し
5044,4441,1,1,逃げ
4398,3623,0,4,差し
4200,4292,1,1,逃げ
5203,4302,0,4,まくり差し
4204,4798,1,1,逃げ
5249,4711,1,1,逃げ
4283,4966,0,3,まくり差し
3867,3587,0,3,まくり差し
3990,3906,0,2,差し
4010,3784,0,5,まくり差し
5069,5272,0,3,まくり
5121,4074,1,1,逃げ
4314,4230,0,4,まくり差し
4083,5142,1,1,逃げ
4414,5264,0,2,まくり
3334,4941,0,2,差し
4927,5144,0,2,差し
4825,3778,0,3,まくり
3579,4456,1,1,逃げ
3994,4900,0,5,まくり差し
4478,5155,0,6,まくり差し
3871,5165,0,3,抜き
4611,4536,0,2,差し
4984,4738,1,1,逃げ
4243,5088,1,1,逃げ
4373,4963,1,1,逃げ
4382,4633,1,1,逃げ
3563,4834,1,1,逃げ
4146,4890,0,6,まくり
4665,4122,1,1,逃げ
4641,5000,1,1,逃げ
4457,4470,1,1,逃げ
3893,4366,0,6,まくり
4440,4318,0,5,まくり差し
5082,4133,1,1,逃げ
4287,3616,1,1,抜き
4470,3747,1,1,逃げ
4537,4856,1,1,逃げ
3664,3826,0,2,差し
4816,3679,1,1,逃げ
5335,3872,0,3,まくり
3981,4356,1,1,逃げ
3997,4159,0,2,差し
3554,4499,1,1,逃げ
4443,3233,0,3,まくり
3024,3434,0,2,差し
4526,5085,0,4,まくり差し
4494,4355,1,1,逃げ
4011,3854,1,1,逃げ
4685,3554,1,1,逃げ
3964,4076,1,1,逃げ
4195,4449,0,4,まくり
4231,4140,1,1,逃げ
3687,3567,1,1,逃げ
4640,3891,0,4,まくり差し
4917,3621,0,4,まくり
3730,3777,1,1,逃げ
4439,3629,0,5,まくり差し
3931,3406,1,1,逃げ
4581,3944,1,1,逃げ
4052,5217,1,1,逃げ
5058,4483,1,1,逃げ
4395,4246,1,1,逃げ
4936,4129,0,2,まくり
3907,4555,1,1,逃げ
3922,4432,1,1,逃げ
3580,4983,1,1,逃げ
4746,4732,1,4,まくり差し
3568,4066,1,1,逃げ
4260,4601,1,1,逃げ
4983,4977,0,2,差し
4432,4298,1,1,逃げ
4042,4787,0,3,抜き
4203,3690,1,1,逃げ
3863,4268,0,4,まくり差し
4036,4680,0,4,差し
4434,4100,1,1,逃げ
4635,3966,1,1,逃げ
5046,3849,1,1,逃げ
3800,4154,1,1,逃げ
4710,4961,0,2,差し
3957,3611,0,3,まくり差し
5009,5161,0,2,まくり
3849,5196,1,1,逃げ
4509,4528,1,1,逃げ
3748,2538,0,3,まくり
4538,3566,0,4,まくり
4239,3277,1,1,逃げ
3581,3681,0,4,まくり差し
4232,4508,0,3,まくり
4053,3973,0,5,差し
4437,3548,0,4,まくり差し
5301,5104,0,3,まくり
3277,3362,1,1,逃げ
4736,4980,1,1,逃げ
5005,4437,1,1,逃げ
4297,3960,0,5,まくり差し
3983,4086,0,3,まくり差し
4401,4089,0,5,まくり差し
4407,4824,1,1,逃げ
3783,5096,0,2,抜き
3482,4608,0,4,まくり
3839,3686,0,5,まくり
4420,4452,0,6,抜き
3848,4583,0,4,差し
4388,4614,0,6,まくり差し
4266,4084,1,1,抜き
4337,4296,1,1,逃げ
4459,3716,1,1,逃げ
4145,3647,0,3,まくり差し
3930,5266,0,4,まくり差し
3905,5290,0,4,まくり差し
4852,5280,1,1,逃げ
4837,4330,0,4,まくり
3659,3940,1,1,逃げ
3832,3327,1,1,逃げ
4607,3860,0,4,まくり
4374,3303,0,4,まくり差し
5042,4750,1,1,逃げ
4377,3251,0,2,差し
4516,4136,0,6,まくり差し
5231,4220,0,2,まくり
3319,4424,1,1,逃げ
5066,3928,0,3,まくり
4051,4034,0,2,差し
4030,3850,1,1,逃げ
4939,4949,1,1,逃げ
4545,4409,1,1,逃げ
3284,4351,0,3,まくり差し
4525,4464,0,5,まくり
4463,4643,1,1,逃げ
5224,4096,1,1,逃げ
5270,5244,0,2,まくり
5294,5127,0,3,差し
4727,5033,0,3,まくり差し
4295,4747,0,2,まくり
5011,5076,0,4,まくり差し
3908,5307,0,2,まくり
4952,5352,0,3,まくり
4684,5178,0,4,まくり
5262,4148,1,1,逃げ
4661,4295,0,5,抜き
4864,4497,0,2,差し
5212,4269,1,1,逃げ
5098,5220,0,4,まくり差し
5172,5136,0,4,まくり差し
5263,5112,1,1,逃げ
5126,5267,1,1,逃げ
5289,5134,1,1,逃げ
5278,5238,0,6,まくり差し
5075,5130,0,3,まくり
5222,5252,0,2,差し
5183,5015,1,1,逃げ
4985,5303,1,1,逃げ
5120,5091,1,1,逃げ
5018,5043,0,5,まくり差し
4429,4345,0,3,まくり差し
5259,3212,0,2,差し
4965,3265,0,6,まくり
3841,4947,0,5,まくり差し
4435,3381,0,2,差し
3998,4278,1,1,逃げ
4369,3896,1,1,逃げ
3265,5259,0,2,抜き
4648,4163,1,1,逃げ
3442,4473,0,4,まくり
4450,4171,0,2,差し
3711,5026,1,1,逃げ
3497,4169,0,5,まくり
4060,4164,0,4,まくり
5106,4872,1,1,逃げ
5060,3842,1,1,逃げ
3982,5027,0,3,まくり
4049,4925,0,2,差し
4294,4472,1,1,逃げ
3623,5221,0,3,まくり
5027,4207,0,4,差し
4288,4398,1,1,逃げ
4441,4772,1,1,逃げ
5334,3874,0,4,まくり
4292,4580,1,1,逃げ
3784,3541,1,1,逃げ
4283,4314,1,1,逃げ
3906,3543,0,3,まくり
3587,3921,1,1,逃げ
4711,5249,0,2,まくり
5312,3838,0,5,まくり
5306,3489,1,1,逃げ
3874,4083,0,2,差し
4659,5121,0,5,まくり差し
4074,5142,1,1,逃げ
4974,4536,1,1,逃げ
4941,4373,0,2,まくり
5165,4243,1,1,逃げ
4984,4825,0,3,まくり
5264,4611,1,1,逃げ
5140,4738,1,1,逃げ
4117,4764,1,1,逃げ
3232,4447,0,5,まくり差し
4372,4927,1,1,逃げ
4963,4456,0,3,まくり
4373,5088,0,3,まくり
4289,4900,0,2,差し
4499,3024,0,6,まくり差し
3997,4513,1,1,逃げ
3578,4776,1,1,逃げ
5085,4685,1,1,逃げ
3872,4526,0,3,まくり
4356,5078,0,3,まくり差し
3891,4195,0,4,抜き
3629,3107,1,1,逃げ
3948,4917,1,1,逃げ
4140,5128,0,5,まくり差し
3687,4128,0,4,まくり
3955,4581,1,1,逃げ
4840,5356,1,1,逃げ
3931,4052,1,1,逃げ
3687,4640,1,1,逃げ
4581,5058,1,1,逃げ
3777,5114,0,3,抜き
5217,4483,0,4,抜き
4100,4358,0,3,まくり差し
4268,3372,0,4,差し
3470,3741,0,5,まくり差し
3175,3849,1,1,逃げ
4175,4509,0,4,まくり差し
5009,5156,1,1,逃げ
4348,4172,1,1,逃げ
3302,4346,0,3,差し
4277,4528,1,1,逃げ
4808,4512,1,1,逃げ
4434,4025,1,1,逃げ
5196,3849,0,2,まくり
3548,3297,1,1,逃げ
4967,4270,0,5,差し
4343,3293,0,3,まくり差し
4466,3699,0,5,まくり差し
3973,4958,0,6,恵まれ
3701,3158,0,3,まくり
4270,4505,1,1,逃げ
3297,4466,1,1,逃げ
3226,4967,1,1,逃げ
4508,4736,1,1,逃げ
3769,4033,0,4,まくり差し
4706,5068,1,1,逃げ
4728,4645,1,1,抜き
4261,5055,0,3,まくり
4096,3207,0,2,まくり
4179,4842,0,5,まくり差し
3284,5010,1,1,逃げ
4479,4224,1,6,まくり差し
4237,4695,1,1,逃げ
4220,4051,1,1,逃げ
4645,5224,1,1,逃げ
3572,4794,1,1,逃げ
4515,4030,1,1,逃げ
3908,5071,1,1,逃げ
4638,4982,1,1,逃げ
4438,5131,0,4,抜き
5178,4727,1,1,逃げ
4064,5133,1,1,抜き
5237,5212,0,2,抜き
4899,4684,1,1,逃げ
4567,5223,0,5,まくり差し
4148,5034,1,1,逃げ
4952,4715,1,1,逃げ
5033,4932,1,1,逃げ
4723,4064,0,5,まくり差し
5311,5132,1,1,逃げ
5093,5089,1,1,逃げ
5288,5028,0,6,まくり
5220,5018,1,1,逃げ
5152,5222,1,1,抜き
5199,5098,1,1,逃げ
5111,5183,1,1,逃げ
5167,5247,0,4,まくり差し
5303,5278,1,1,逃げ
5130,5255,0,4,まくり差し
5112,5120,0,2,差し
5015,4985,1,1,逃げ
3663,4496,0,4,差し
3381,3411,1,1,逃げ
3989,3265,0,3,抜き
4171,4758,0,4,差し
4404,3998,1,1,逃げ
4359,3654,0,4,まくり
3602,4055,0,2,差し
4182,3841,0,2,差し
4473,4592,0,2,差し
4603,5299,1,1,逃げ
3265,4953,0,4,恵まれ
3661,3995,1,1,逃げ
4331,4176,0,2,差し
4164,4041,0,3,まくり差し
5060,4896,1,1,逃げ
3952,4060,0,2,差し
4925,3982,0,5,まくり
4978,4049,0,2,まくり
4376,3623,1,4,まくり
4156,4441,1,1,逃げ
4294,4772,1,1,逃げ
4207,5221,1,1,逃げ
3623,3952,1,1,抜き
3994,3289,0,2,差し
3778,4289,1,1,逃げ
4900,3334,1,1,逃げ
4045,4984,1,1,逃げ
5165,4478,1,1,逃げ
5264,4825,1,1,逃げ
4300,4974,1,1,逃げ
4317,4117,0,3,まくり差し
3871,4884,0,4,まくり差し
4611,4373,1,1,逃げ
4974,5144,1,1,逃げ
4764,4927,0,4,差し
3538,4488,1,1,逃げ
3679,3655,1,1,逃げ
3474,3872,1,1,逃げ
4499,4247,1,1,逃げ
4159,4988,0,3,まくり差し
3664,5335,0,3,まくり差し
3981,3024,1,1,逃げ
3696,4202,1,1,逃げ
4355,4443,0,3,まくり
4685,3854,1,1,逃げ
3554,4776,1,1,逃げ
4494,3024,1,1,逃げ
4544,4482,1,1,逃げ
3159,4566,1,1,逃げ
4256,4760,1,1,逃げ
4324,4357,0,3,まくり差し
4503,4019,0,5,まくり差し
4907,4686,0,3,まくり
5084,4305,0,2,差し
4061,4719,1,1,逃げ
3159,3946,1,1,逃げ
4262,4504,1,1,逃げ
4573,3897,0,3,まくり差し
4320,4418,1,1,逃げ
5156,3175,0,2,差し
4710,4175,1,1,逃げ
4509,4961,0,3,まくり
3957,4797,1,1,逃げ
5046,5161,1,1,逃げ
4203,4434,1,1,逃げ
