regno,course,n,r1,r2,r3
3901,5,26,1,3,2
3901,4,26,1,4,8
3901,2,26,3,4,4
3901,6,12,0,0,1
3901,3,28,4,9,5
3901,1,15,10,0,1
4537,1,52,43,7,1
4537,4,43,9,4,12
4537,6,35,2,3,9
4537,5,41,4,6,15
4537,2,53,15,15,6
4537,3,39,7,10,9
4459,3,38,3,9,8
4459,6,43,0,4,8
4459,2,38,7,8,3
4459,1,51,32,10,3
4459,5,39,0,4,4
4459,4,36,4,11,5
4851,6,39,2,5,9
4851,3,39,9,9,5
4851,5,34,5,7,10
4851,2,42,9,12,7
4851,1,45,34,7,2
4851,4,34,4,10,7
4502,4,40,10,10,10
4502,1,58,40,9,2
4502,5,36,6,7,10
4502,2,34,7,10,7
4502,6,33,1,3,8
4502,3,31,7,13,6
3716,5,42,4,7,8
3716,3,35,7,5,12
3716,1,50,30,7,3
3716,6,37,2,5,5
3716,2,38,4,13,6
3716,4,40,7,6,5
4391,1,57,42,8,1
4391,3,39,9,8,6
4391,4,43,6,11,7
4391,2,36,7,10,6
4391,6,36,2,3,5
4391,5,36,0,8,11
4030,3,44,8,8,9
4030,2,48,4,15,11
4030,5,49,2,5,17
4030,1,46,26,9,1
4030,6,34,1,2,3
4030,4,48,5,12,12
4528,5,44,4,8,10
4528,1,46,37,4,3
4528,4,37,4,10,9
4528,2,32,5,8,3
4528,3,41,8,10,10
4528,6,30,2,5,11
4524,4,44,4,10,9
4524,1,53,41,3,3
4524,2,40,5,14,7
4524,5,52,2,7,13
4524,3,38,6,10,12
4524,6,29,1,2,7
4586,2,35,0,14,6
4586,6,39,3,4,7
4586,1,45,32,9,1
4586,4,44,3,15,9
4586,3,40,4,11,6
4586,5,38,8,8,5
4362,1,46,23,11,5
4362,5,27,3,7,3
4362,2,34,7,9,8
4362,6,24,0,1,7
4362,4,40,3,10,8
4362,3,32,2,6,10
4337,2,37,5,9,10
4337,6,32,1,4,6
4337,3,45,3,12,15
4337,4,37,6,9,9
4337,5,60,10,17,9
4337,1,61,46,10,1
4013,4,44,6,12,8
4013,2,39,6,15,7
4013,6,44,2,11,4
4013,3,32,3,12,11
4013,1,59,48,3,4
4013,5,40,4,6,12
4932,5,42,4,10,11
4932,2,42,9,10,13
4932,4,39,6,13,9
4932,3,36,11,7,6
4932,1,54,40,8,1
4932,6,40,3,5,7
4719,3,37,6,5,10
4719,5,42,6,7,2
4719,4,47,4,10,15
4719,2,37,9,12,12
4719,1,63,53,5,1
4719,6,35,0,4,8
4445,6,45,1,1,7
4445,4,40,6,6,7
4445,1,44,35,5,2
4445,2,37,3,11,9
4445,3,32,3,15,4
4445,5,37,3,2,9
4848,1,48,35,10,2
4848,3,35,7,10,8
4848,6,35,0,5,6
4848,5,44,4,8,9
4848,2,40,10,11,3
4848,4,34,1,9,8
3719,2,38,4,16,6
3719,4,39,7,8,6
3719,5,44,4,9,14
3719,1,46,29,8,7
3719,3,37,2,16,11
3719,6,36,1,4,11
4024,6,33,2,1,10
4024,2,41,4,13,12
4024,5,45,6,8,6
4024,3,34,7,12,5
4024,4,40,5,8,10
4024,1,46,26,9,3
4444,3,35,5,5,6
4444,6,35,0,2,13
4444,1,46,31,9,2
4444,2,37,3,12,9
4444,4,38,3,10,12
4444,5,37,6,6,6
4503,5,46,10,10,13
4503,3,37,9,13,5
4503,2,40,6,12,5
4503,6,34,2,4,7
4503,1,65,55,7,1
4503,4,50,7,16,13
4468,1,48,43,3,1
4468,5,37,3,6,8
4468,3,42,11,14,4
4468,4,35,4,9,7
4468,6,42,3,5,5
4468,2,42,7,14,10
4573,5,37,2,6,11
4573,1,44,32,6,4
4573,2,41,6,12,7
4573,6,40,0,4,8
4573,4,41,5,10,8
4573,3,38,7,8,5
3897,4,42,6,11,6
3897,2,40,7,13,10
3897,1,43,29,4,4
3897,6,30,0,3,8
3897,3,43,5,13,13
3897,5,29,1,4,6
4450,2,36,8,14,4
4450,6,34,0,3,6
4450,1,40,21,8,1
4450,5,41,7,6,6
4450,3,40,4,10,10
4450,4,30,4,10,7
4350,6,26,0,2,6
4350,1,59,49,6,3
4350,3,38,10,15,2
4350,2,41,7,13,7
4350,4,43,4,13,8
4350,5,43,4,11,5
4371,3,44,3,9,12
4371,6,29,0,2,6
4371,1,48,38,6,2
4371,2,39,5,13,8
4371,5,36,3,6,6
4371,4,38,3,6,4
4494,4,33,3,7,8
4494,1,42,27,2,2
4494,2,32,6,10,8
4494,5,41,6,5,12
4494,6,33,0,4,8
4494,3,39,9,13,5
4682,5,49,3,7,9
4682,1,49,40,2,1
4682,4,45,4,11,11
4682,6,30,1,5,4
4682,3,46,7,7,17
4682,2,35,7,9,6
4320,6,23,0,2,12
4320,4,34,7,10,9
4320,2,38,8,13,6
4320,5,28,3,7,7
4320,3,33,6,8,9
4320,1,48,40,3,2
4344,4,39,7,10,10
4344,1,50,35,11,1
4344,2,38,8,14,9
4344,6,27,1,1,8
4344,5,38,4,16,8
4344,3,50,7,10,9
3415,2,57,12,13,12
3415,4,50,7,8,15
3415,3,46,1,9,18
3415,1,55,38,9,3
3415,5,33,0,0,4
3415,6,14,0,1,5
4500,1,55,47,3,2
4500,5,38,5,5,11
4500,4,38,8,8,10
4500,6,33,1,3,4
4500,2,44,11,14,11
4500,3,47,12,10,9
4324,5,41,6,10,5
4324,4,46,4,9,6
4324,2,76,18,26,7
4324,3,59,15,14,12
4324,1,81,62,8,6
4324,6,17,2,2,3
4831,5,34,2,5,10
4831,3,26,7,8,6
4831,2,32,4,14,5
4831,6,29,1,1,7
4831,1,39,28,6,3
4831,4,31,3,6,13
3942,3,38,7,16,3
3942,1,65,41,12,3
3942,4,41,4,13,10
3942,6,20,0,0,4
3942,5,37,6,9,8
3942,2,36,5,12,9
4290,6,37,3,3,8
4290,3,38,4,13,6
4290,1,53,36,10,4
4290,5,44,4,8,10
4290,2,37,6,12,6
4290,4,33,3,10,8
4205,2,39,8,8,8
4205,6,29,2,3,6
4205,4,34,7,4,9
4205,3,36,7,9,8
4205,1,52,40,6,2
4205,5,36,4,11,8
4739,5,39,5,5,5
4739,4,43,2,14,8
4739,3,47,8,16,8
4739,2,49,8,14,9
4739,1,54,34,12,3
4739,6,30,2,4,13
4418,2,36,8,13,7
4418,6,35,0,5,10
4418,3,38,5,11,10
4418,4,37,5,10,11
4418,1,59,46,5,2
4418,5,35,6,11,7
3941,3,40,12,13,10
3941,5,42,5,4,16
3941,2,40,8,14,11
3941,4,42,8,9,8
3941,1,62,52,5,2
3941,6,29,0,2,7
4262,4,39,7,10,9
4262,2,40,10,16,5
4262,3,49,12,10,11
4262,6,38,2,4,9
4262,5,36,5,5,5
4262,1,65,50,3,6
4686,5,42,6,7,11
4686,4,32,3,10,4
4686,1,49,38,4,3
4686,3,41,8,10,11
4686,6,36,2,1,9
4686,2,45,8,11,8
4166,6,43,3,2,15
4166,1,66,51,10,2
4166,5,40,4,5,5
4166,4,42,7,10,11
4166,2,37,11,10,7
4166,3,33,3,15,4
4238,1,47,39,2,3
4238,4,26,4,6,7
4238,5,20,4,3,8
4238,3,31,13,7,4
4238,6,10,0,0,3
4238,2,26,7,8,2
5386,6,65,0,2,5
5386,5,38,1,1,2
5386,4,25,1,2,3
5386,1,15,2,2,1
5386,3,17,1,0,4
5386,2,17,0,1,3
3761,3,37,2,7,10
3761,6,28,0,2,3
3761,1,32,21,4,3
3761,4,43,2,7,9
3761,2,32,7,5,3
3761,5,31,2,4,5
4394,4,42,7,6,19
4394,1,39,22,8,3
4394,6,28,1,3,7
4394,3,41,5,11,7
4394,2,37,5,11,9
4394,5,37,2,5,10
4177,6,33,0,2,4
4177,3,22,2,3,2
4177,4,26,4,5,4
4177,2,30,2,3,7
4177,5,26,1,2,7
4177,1,27,17,5,1
4054,5,34,2,7,4
4054,1,34,16,5,2
4054,4,34,1,4,5
4054,6,43,0,3,3
4054,3,41,3,9,11
4054,2,29,1,5,3
5187,2,23,1,4,6
5187,6,18,1,1,3
5187,4,20,0,3,3
5187,1,19,3,2,4
5187,5,21,0,1,6
5187,3,20,0,2,4
4182,6,32,0,0,3
4182,2,40,4,11,5
4182,4,44,4,4,7
4182,3,38,2,15,5
4182,1,38,13,7,9
4182,5,40,1,2,9
4210,1,50,21,14,5
4210,4,46,3,6,20
4210,2,39,3,9,11
4210,5,37,3,3,12
4210,6,30,0,3,6
4210,3,33,2,5,8
4229,3,29,0,5,7
4229,5,32,0,3,3
4229,1,22,7,2,2
4229,4,21,0,1,7
4229,6,21,0,0,4
4229,2,27,3,3,5
5234,5,36,5,9,9
5234,3,50,7,12,13
5234,2,42,11,14,7
5234,4,47,15,9,8
5234,6,40,1,4,11
5234,1,57,35,12,7
4376,3,43,9,14,9
4376,4,44,7,14,9
4376,2,51,4,17,11
4376,6,47,1,6,3
4376,5,42,3,4,7
4376,1,54,36,4,4
5013,2,36,12,5,9
5013,5,42,2,5,9
5013,1,38,23,7,0
5013,4,40,12,3,8
5013,6,29,1,2,4
5013,3,46,10,6,8
4681,4,25,1,2,5
4681,5,27,0,2,4
4681,1,22,7,3,2
4681,2,31,1,6,9
4681,6,27,0,0,1
4681,3,26,2,3,3
4809,1,37,20,6,1
4809,5,36,3,4,7
4809,2,26,4,11,1
4809,3,35,5,7,8
4809,6,30,0,2,9
4809,4,32,3,6,8
5271,6,30,0,1,3
5271,2,29,1,6,5
5271,5,33,1,4,4
5271,1,18,5,0,1
5271,4,24,1,2,4
5271,3,30,2,4,9
4473,3,29,3,8,7
4473,6,30,0,4,3
4473,1,32,16,4,8
4473,5,30,2,5,3
4473,4,35,5,7,8
4473,2,31,3,5,7
3528,4,32,2,3,8
3528,3,32,2,1,3
3528,5,28,1,0,4
3528,6,21,0,0,5
3528,2,27,2,3,4
3528,1,28,6,5,5
5205,1,44,29,4,3
5205,5,38,1,6,10
5205,2,49,7,19,7
5205,3,37,6,11,9
5205,4,46,5,12,11
5205,6,40,1,4,8
4385,2,27,2,3,5
4385,6,15,0,0,2
4385,5,25,0,1,2
4385,3,22,0,3,4
4385,4,21,2,0,2
4385,1,16,3,2,4
4375,3,47,10,14,10
4375,4,36,4,6,5
4375,2,37,8,9,5
4375,6,39,1,2,12
4375,1,51,31,12,3
4375,5,46,3,4,12
4112,6,31,0,2,7
4112,3,36,5,13,7
4112,2,32,2,12,7
4112,1,32,21,5,2
4112,4,39,7,9,9
4112,5,41,2,5,9
5006,5,36,1,1,5
5006,1,19,4,3,1
5006,6,28,0,0,1
5006,2,31,0,5,2
5006,4,33,3,3,2
5006,3,37,2,2,10
4952,1,22,10,4,4
4952,5,32,1,1,2
4952,2,33,1,7,8
4952,6,25,0,0,0
4952,3,29,3,2,8
4952,4,33,0,3,6
3930,2,37,4,9,7
3930,5,37,0,3,4
3930,6,32,0,1,7
3930,4,43,7,4,10
3930,3,42,3,6,14
3930,1,40,21,9,5
4486,3,30,6,5,4
4486,4,40,4,8,8
4486,6,31,1,3,8
4486,2,44,7,17,5
4486,1,33,17,7,1
4486,5,42,2,12,6
3268,1,31,16,8,2
3268,4,51,1,5,7
3268,2,47,5,7,7
3268,3,47,1,8,6
3268,5,27,0,2,2
3268,6,5,0,0,0
4089,4,44,4,8,14
4089,2,41,4,13,11
4089,1,52,36,7,4
4089,3,51,9,10,15
4089,6,40,0,4,10
4089,5,39,4,6,15
3986,5,26,1,4,5
3986,3,26,1,2,10
3986,6,28,0,0,2
3986,2,28,5,7,4
3986,1,27,15,8,3
3986,4,23,0,5,7
5188,2,37,10,8,4
5188,4,38,6,7,4
5188,5,46,3,7,12
5188,3,50,9,11,12
5188,1,44,27,4,5
5188,6,29,3,3,3
5217,4,31,6,8,4
5217,1,40,25,4,3
5217,6,42,2,6,9
5217,3,37,3,14,7
5217,2,35,7,6,14
5217,5,33,5,6,10
4215,2,35,3,6,9
4215,3,45,9,12,11
4215,4,43,5,4,9
4215,5,47,8,11,9
4215,1,54,31,7,5
4215,6,43,0,2,10
5008,5,31,0,3,9
5008,3,31,0,10,3
5008,2,32,3,7,4
5008,4,30,1,4,5
5008,1,22,7,5,3
5008,6,24,0,1,3
3107,1,19,4,1,3
3107,5,25,1,0,2
3107,2,24,0,4,3
3107,4,26,1,1,4
3107,6,16,0,1,3
3107,3,29,1,2,4
4864,1,28,11,5,2
4864,4,31,1,3,7
4864,5,35,3,1,8
4864,2,32,2,6,4
4864,3,29,3,6,5
4864,6,21,0,0,1
4561,4,49,19,6,8
4561,3,48,15,6,3
4561,1,44,25,10,2
4561,2,53,12,8,8
4561,6,17,1,0,1
4561,5,25,3,1,5
5239,2,33,8,6,6
5239,5,39,4,3,7
5239,6,38,0,2,10
5239,3,39,7,8,8
5239,1,35,12,8,4
5239,4,24,1,3,6
4381,6,28,2,1,1
4381,3,38,10,11,8
4381,2,42,8,13,5
4381,5,51,3,5,11
4381,4,32,5,5,6
4381,1,50,29,10,7
5378,6,87,0,1,2
5378,5,41,0,1,1
5378,4,22,0,0,2
4052,1,50,38,7,1
4052,4,40,3,4,11
4052,5,42,2,7,10
4052,6,38,0,1,3
4052,2,44,7,17,8
4052,3,42,11,11,5
3578,2,28,2,4,2
3578,5,30,0,4,6
3578,6,20,0,0,2
3578,1,21,3,5,5
3578,4,28,2,1,3
3578,3,23,2,7,2
5369,6,45,0,0,1
5369,5,22,0,0,2
5369,4,22,1,1,0
5369,3,21,2,3,1
5369,2,19,2,3,2
5369,1,12,1,4,1
4060,1,30,12,7,4
4060,3,42,7,8,7
4060,6,33,2,0,3
4060,5,33,1,4,1
4060,4,35,5,6,8
4060,2,29,3,10,7
5298,2,37,9,12,3
5298,5,33,6,5,14
5298,6,43,1,7,14
5298,3,44,10,8,14
5298,1,49,40,3,0
5298,4,50,13,12,12
3882,5,39,2,3,10
3882,2,38,3,7,13
3882,1,30,11,7,4
3882,3,36,2,4,12
3882,4,43,4,4,8
3882,6,26,0,2,4
4074,3,51,7,18,11
4074,1,52,34,8,1
4074,4,43,6,11,14
4074,6,30,1,5,5
4074,5,43,3,10,11
4074,2,41,7,12,6
4789,5,35,5,8,4
4789,2,35,7,8,12
4789,4,40,4,10,6
4789,3,43,4,12,9
4789,6,33,0,3,2
4789,1,37,23,6,4
3701,4,36,2,3,7
3701,1,19,4,4,2
3701,6,22,0,1,3
3701,5,36,2,2,5
3701,3,33,0,3,3
3701,2,33,2,4,6
4969,1,23,12,2,4
4969,4,27,2,4,6
4969,3,35,0,8,15
4969,2,26,1,9,6
4969,5,36,0,4,8
4969,6,21,0,0,0
3567,6,25,0,1,0
3567,4,23,2,2,0
3567,1,21,7,5,1
3567,3,22,0,5,4
3567,5,26,0,3,3
3567,2,29,1,4,4
5178,1,28,10,5,4
5178,5,41,2,1,6
5178,4,41,1,4,5
5178,2,41,2,8,9
5178,6,31,0,1,1
5178,3,40,1,9,11
4051,5,38,0,12,12
4051,2,41,5,15,12
4051,6,28,2,5,6
4051,3,28,6,8,7
4051,1,47,33,5,4
4051,4,35,6,4,15
4944,2,36,5,4,5
4944,1,18,3,3,3
4944,4,38,3,2,7
4944,5,28,0,4,5
4944,3,39,4,5,7
4944,6,34,1,4,5
4319,4,36,6,7,9
4319,1,45,27,9,1
4319,3,44,5,13,10
4319,6,37,0,6,4
4319,2,45,5,15,15
4319,5,51,3,5,13
4010,6,18,0,0,2
4010,4,33,1,3,8
4010,2,29,0,5,3
4010,5,36,1,1,6
4010,1,20,9,1,2
4010,3,33,0,4,5
4603,5,37,3,4,5
4603,4,42,1,4,15
4603,3,42,2,15,8
4603,1,34,22,6,3
4603,6,32,0,1,6
4603,2,36,4,10,9
4677,6,29,1,3,6
4677,2,30,5,8,5
4677,1,38,19,7,6
4677,4,27,8,3,5
4677,3,28,7,8,8
4677,5,35,5,4,11
4887,4,35,6,3,6
4887,3,43,4,10,8
4887,5,37,1,7,4
4887,6,32,0,3,6
4887,2,33,2,10,5
4887,1,34,20,5,0
5262,3,36,1,8,13
5262,5,36,1,6,6
5262,1,25,4,7,2
5262,4,27,2,3,0
5262,2,34,3,7,8
5262,6,26,0,2,1
4736,2,38,12,9,7
4736,5,44,8,10,9
4736,1,56,41,10,1
4736,6,39,1,6,7
4736,3,33,5,17,4
4736,4,46,8,17,8
3582,3,88,15,23,13
3582,1,49,29,8,1
3582,2,86,17,20,15
3582,4,30,5,0,5
3582,5,1,0,0,0
4027,5,37,4,2,6
4027,3,37,3,9,16
4027,2,38,6,9,9
4027,1,39,22,5,2
4027,6,20,0,1,2
4027,4,43,9,3,7
5065,6,36,2,5,0
5065,2,31,3,12,5
5065,4,35,6,6,6
5065,3,30,3,7,5
5065,1,23,12,4,3
5065,5,26,7,3,1
5120,3,27,2,9,6
5120,2,32,2,10,8
5120,4,30,0,7,4
5120,1,30,18,7,1
5120,5,24,0,3,3
5120,6,20,0,2,1
5158,4,35,11,8,6
5158,6,38,3,6,6
5158,5,41,2,9,6
5158,2,42,10,8,8
5158,1,49,34,3,5
5158,3,33,10,11,3
4134,2,40,2,13,9
4134,6,35,2,5,8
4134,1,47,25,11,3
4134,3,38,7,15,6
4134,4,40,4,9,9
4134,5,39,2,6,9
3293,6,27,0,2,3
3293,3,30,0,2,3
3293,2,32,0,8,6
3293,1,27,3,4,4
3293,5,33,0,2,7
3293,4,30,0,3,9
4155,6,33,3,5,6
4155,3,44,6,11,15
4155,2,33,9,7,8
4155,5,39,3,7,5
4155,1,48,29,10,1
4155,4,31,3,12,8
3532,1,40,25,4,4
3532,2,61,15,15,9
3532,3,44,3,9,10
3532,4,20,3,5,6
3532,5,5,0,1,2
3532,6,2,0,0,0
4436,1,47,32,5,2
4436,3,42,9,11,13
4436,2,40,10,15,3
4436,5,43,2,14,11
4436,4,32,4,8,10
4436,6,37,2,0,9
5035,4,41,4,7,9
5035,3,38,7,7,10
5035,5,38,5,5,6
5035,2,38,7,15,4
5035,1,29,12,6,5
5035,6,31,1,0,6
3906,2,43,3,5,5
3906,3,47,2,8,10
3906,1,28,12,8,2
3906,6,33,0,4,4
3906,5,42,1,7,4
3906,4,38,1,5,3
4325,4,27,0,1,9
4325,1,31,9,7,7
4325,5,31,1,3,8
4325,6,29,0,0,4
4325,2,29,3,6,6
4325,3,32,0,5,7
3516,5,27,1,2,1
3516,2,26,2,9,4
3516,6,25,0,1,3
3516,4,28,3,3,3
3516,1,30,5,11,4
3516,3,26,3,2,1
4069,4,42,2,10,20
4069,3,37,7,11,6
4069,2,37,5,18,4
4069,1,52,31,10,4
4069,6,36,0,8,9
4069,5,44,2,6,7
4769,2,40,8,9,8
4769,1,56,35,11,4
4769,3,38,12,8,7
4769,5,44,3,8,13
4769,4,44,9,12,6
4769,6,41,1,2,14
5381,6,56,0,0,4
5381,4,39,2,3,2
5381,5,49,2,2,5
5381,2,12,0,1,3
5381,1,7,3,0,1
5381,3,10,0,1,2
3837,1,44,34,1,4
3837,2,31,7,11,9
3837,5,31,4,3,8
3837,6,34,0,7,5
3837,4,38,3,10,8
3837,3,44,8,12,10
4966,4,35,4,7,7
4966,2,38,8,13,5
4966,3,33,7,5,4
4966,6,40,0,1,4
4966,1,43,24,6,4
4966,5,44,2,9,5
4631,2,32,1,9,7
4631,5,39,3,6,6
4631,1,27,16,5,0
4631,3,31,6,7,4
4631,6,29,1,3,2
4631,4,34,1,5,9
5353,6,67,1,2,2
5353,5,44,0,6,2
5353,4,17,1,0,2
5353,3,9,1,0,1
5353,2,4,0,0,1
5353,1,4,1,1,0
4639,4,47,1,7,7
4639,2,34,2,9,2
4639,3,41,5,6,10
4639,1,29,15,9,0
4639,5,38,0,1,5
4639,6,17,0,0,2
5011,5,30,1,1,2
5011,6,26,0,1,3
5011,4,38,1,1,5
5011,3,33,0,7,7
5011,2,33,1,4,5
5011,1,22,8,5,4
4191,4,38,3,11,10
4191,6,26,0,3,4
4191,3,44,13,8,7
4191,5,42,2,12,10
4191,2,48,12,11,8
4191,1,43,29,7,3
5172,4,34,2,7,5
5172,1,36,22,4,3
5172,3,37,2,3,10
5172,5,36,2,5,10
5172,2,35,2,7,4
5172,6,39,2,4,7
5196,4,36,11,6,7
5196,6,35,4,5,7
5196,2,43,18,6,7
5196,1,45,31,5,4
5196,3,38,7,9,9
5196,5,39,7,7,10
4133,3,44,9,18,7
4133,5,34,3,4,7
4133,1,48,25,12,3
4133,2,45,6,15,10
4133,4,37,1,14,7
4133,6,38,5,6,9
4283,5,29,0,2,5
4283,3,26,2,0,7
4283,1,26,3,5,6
4283,4,29,2,5,5
4283,6,23,0,1,5
4283,2,34,2,3,13
4462,4,35,2,6,7
4462,5,38,4,1,7
4462,2,31,4,11,6
4462,1,27,15,2,5
4462,6,25,0,1,6
4462,3,27,5,8,4
3809,5,33,0,4,8
3809,1,16,4,1,3
3809,3,39,2,7,9
3809,2,18,1,3,6
3809,4,37,1,3,10
3809,6,32,0,1,7
4902,1,31,12,6,1
4902,3,38,5,8,7
4902,5,43,7,6,8
4902,4,41,2,7,9
4902,2,40,4,11,7
4902,6,28,1,2,4
5358,3,23,0,1,2
5358,6,32,0,0,3
5358,1,9,1,4,1
5358,2,13,0,0,1
5358,4,21,0,1,4
5358,5,20,0,0,5
3572,4,50,3,4,16
3572,1,45,18,12,3
3572,2,42,4,12,10
3572,3,40,4,7,9
3572,6,24,0,0,1
3572,5,42,0,3,7
4474,6,24,0,1,2
4474,4,42,3,7,10
4474,3,37,9,10,5
4474,1,33,18,5,3
4474,5,41,0,6,11
4474,2,39,2,13,6
4410,2,39,3,12,9
4410,6,26,0,2,3
4410,1,31,13,3,7
4410,4,39,6,4,6
4410,3,42,5,7,6
4410,5,38,0,5,6
4289,1,44,31,5,5
4289,5,39,0,4,6
4289,2,43,12,6,9
4289,6,31,1,2,7
4289,3,37,3,8,8
4289,4,40,6,7,9
4184,1,47,32,8,3
4184,3,35,6,9,7
4184,4,40,10,8,11
4184,5,34,6,5,15
4184,2,32,10,14,3
4184,6,27,3,3,7
4641,2,30,2,7,4
4641,4,37,4,3,11
4641,5,32,0,3,8
4641,1,23,11,5,0
4641,3,32,3,7,4
4641,6,27,0,2,5
5061,3,30,2,4,1
5061,6,34,1,0,2
5061,2,30,0,3,4
5061,4,29,3,5,3
5061,5,34,3,1,4
5061,1,22,6,4,3
4760,4,50,14,8,8
4760,1,70,56,4,4
4760,5,53,9,14,11
4760,6,37,1,6,7
4760,2,43,9,11,8
4760,3,52,13,17,11
4154,2,32,3,9,6
4154,1,37,16,7,6
4154,5,31,2,4,4
4154,3,45,6,9,9
4154,6,30,0,1,2
4154,4,38,2,7,11
4216,1,46,28,12,3
4216,6,41,1,2,6
4216,4,43,5,7,8
4216,3,38,1,6,12
4216,5,42,0,5,7
4216,2,36,1,11,8
4560,5,38,2,9,6
4560,4,36,5,5,12
4560,6,38,1,2,7
4560,1,39,24,7,2
4560,2,40,9,8,13
4560,3,30,3,4,10
5254,3,37,0,10,9
5254,2,20,1,1,6
5254,5,37,0,3,5
5254,6,32,0,0,3
5254,4,24,2,2,2
5254,1,11,4,1,2
5046,5,41,3,3,7
5046,1,25,10,2,3
5046,3,28,1,6,7
5046,4,30,0,4,4
5046,2,34,2,5,5
5046,6,27,0,2,7
4958,4,46,7,9,13
4958,6,42,0,1,12
4958,3,41,7,12,13
4958,2,51,12,17,6
4958,5,48,2,10,11
4958,1,50,33,4,5
3319,6,30,1,1,6
3319,4,47,5,11,11
3319,1,36,13,6,9
3319,2,35,4,8,8
3319,3,41,3,13,8
3319,5,34,0,7,10
5273,1,31,12,6,1
5273,2,37,4,3,7
5273,4,38,1,2,7
5273,6,26,0,0,0
5273,3,38,5,3,7
5273,5,41,5,4,5
4750,5,33,0,2,7
4750,6,18,0,1,3
4750,1,23,10,6,2
4750,2,30,4,11,5
4750,3,27,5,4,4
4750,4,40,7,5,5
4508,6,30,2,4,8
4508,4,39,4,6,5
4508,5,30,4,3,5
4508,1,28,13,9,2
4508,2,32,1,8,10
4508,3,27,1,8,7
3905,6,40,4,4,10
3905,5,39,2,8,11
3905,2,44,3,14,12
3905,4,47,4,14,10
3905,1,52,34,13,0
3905,3,41,4,13,11
5019,1,27,9,8,2
5019,5,31,1,4,5
5019,3,33,2,10,9
5019,2,24,1,8,8
5019,6,22,0,5,2
5019,4,25,2,4,5
5286,5,37,1,4,5
5286,6,27,1,2,2
5286,3,39,2,11,7
5286,2,38,4,8,6
5286,1,23,9,3,3
5286,4,25,1,3,3
5220,6,33,5,1,11
5220,4,41,8,10,12
5220,3,42,7,14,6
5220,1,46,28,7,5
5220,2,32,4,10,6
5220,5,39,7,7,6
4095,3,34,6,16,5
4095,1,65,44,9,2
4095,2,38,10,10,8
4095,6,31,2,8,5
4095,5,38,9,11,6
4095,4,47,7,12,10
4785,2,32,2,4,5
4785,5,35,1,3,5
4785,6,25,0,1,4
4785,4,31,0,5,7
4785,3,34,7,6,8
4785,1,25,3,5,3
3997,1,69,49,11,4
3997,4,50,5,9,17
3997,5,50,3,8,16
3997,3,46,11,8,13
3997,6,32,0,3,8
3997,2,50,9,17,11
5268,6,64,0,0,4
5268,3,23,0,8,2
5268,2,23,1,3,5
5268,1,15,3,2,1
5268,5,21,2,3,1
5268,4,22,1,1,0
3054,4,30,4,4,6
3054,3,24,6,4,7
3054,1,26,12,3,3
3054,2,31,7,7,7
3054,6,27,0,1,5
3054,5,28,0,4,8
4078,5,3,0,0,0
4078,1,2,0,1,0
4078,6,1,0,0,0
4078,3,2,1,0,0
4078,2,1,0,0,0
4366,3,43,10,9,12
4366,6,34,0,2,8
4366,4,46,10,5,13
4366,1,68,45,12,4
4366,5,56,7,13,18
4366,2,48,8,21,13
5179,6,28,0,0,3
5179,5,27,0,2,4
5179,4,26,3,5,2
5179,2,19,3,2,3
5179,3,18,1,3,4
5179,1,19,11,4,0
4305,5,33,8,9,5
4305,2,30,10,9,5
4305,6,34,4,8,12
4305,4,30,8,4,9
4305,3,31,9,5,6
4305,1,52,42,6,1
4505,2,33,7,13,5
4505,6,32,0,3,10
4505,5,37,5,5,9
4505,4,42,11,6,7
4505,1,40,31,6,1
4505,3,34,6,6,8
3737,1,55,39,9,5
3737,3,41,13,10,7
3737,5,35,3,5,10
3737,6,30,2,3,7
3737,4,39,1,8,13
3737,2,39,7,14,9
3535,5,40,1,4,6
3535,3,33,1,3,8
3535,6,28,0,0,0
3535,2,31,2,7,5
3535,1,27,13,4,1
3535,4,28,2,4,3
3855,4,2,0,0,0
3855,6,2,0,0,0
3855,3,1,0,0,0
3855,1,2,0,0,0
3855,2,1,0,0,1
3713,4,38,6,11,6
3713,1,35,19,8,3
3713,6,36,0,1,7
3713,5,31,2,5,5
3713,3,36,6,8,10
3713,2,34,7,11,3
3820,2,25,0,3,3
3820,5,25,0,0,0
3820,6,20,0,1,2
3820,3,25,0,3,2
3820,1,17,1,5,3
3820,4,16,0,1,1
3284,2,38,3,7,8
3284,5,40,0,4,11
3284,6,12,1,0,3
3284,4,32,1,3,3
3284,3,39,4,10,5
3284,1,30,18,4,3
3081,1,20,6,4,1
3081,5,21,0,2,6
3081,6,22,0,0,3
3081,3,19,4,4,2
3081,2,20,5,7,5
3081,4,18,0,6,1
3439,5,38,5,4,7
3439,1,43,25,9,3
3439,3,33,5,8,12
3439,4,34,8,9,2
3439,2,40,9,5,8
3439,6,31,0,2,9
3730,4,39,3,4,5
3730,3,39,2,12,8
3730,5,41,1,5,3
3730,2,39,2,8,10
3730,6,24,0,0,4
3730,1,30,16,5,2
3541,2,43,5,14,9
3541,6,33,1,2,8
3541,3,50,9,10,13
3541,4,34,3,7,12
3541,1,55,32,10,4
3541,5,47,2,9,9
3717,6,36,1,2,5
3717,4,23,3,2,8
3717,1,29,17,4,4
3717,2,35,2,10,8
3717,3,24,3,5,5
3717,5,31,3,4,5
3471,2,32,3,7,4
