regno,選手名,n2,nige,exp,壁力,負けn,自分勝ち率,まくり決着率,壁,弱タイプ
4532,秋元哲,48,0.625,0.617,0.8,18,0.611,0.444,,
4363,大野芳顕,44,0.6136,0.6047,0.9,17,0.353,0.647,,
4259,真庭明志,50,0.6,0.5911,0.9,20,0.4,0.6,,
4163,山崎裕司,44,0.5682,0.5582,1.0,19,0.158,0.842,,
4061,萩原秀人,44,0.6364,0.6249,1.1,16,0.375,0.688,,
3554,仲口博崇,56,0.5893,0.5774,1.2,23,0.304,0.739,,
4189,川上剛,57,0.5789,0.5656,1.3,24,0.292,0.792,,
4109,谷津幸宏,42,0.5476,0.5341,1.4,19,0.316,0.895,,
4748,渡邉雄朗,44,0.5682,0.5539,1.4,19,0.526,0.579,,
4515,藤田浩人,44,0.5682,0.5542,1.4,19,0.263,0.737,,
4174,赤坂俊輔,42,0.5952,0.5798,1.5,17,0.294,0.765,,
4472,尾嶋一広,42,0.619,0.6042,1.5,16,0.688,0.375,,
3489,大場敏,46,0.587,0.5694,1.8,19,0.211,0.842,,
4350,篠崎元志,40,0.675,0.655,2.0,13,0.462,0.846,,
4624,高田明,42,0.619,0.5979,2.1,16,0.5,0.625,,
3850,小川知行,41,0.561,0.5391,2.2,18,0.167,0.944,,
4581,吉村誠,41,0.5854,0.5638,2.2,17,0.647,0.471,,
4208,三浦永理,44,0.6136,0.5914,2.2,17,0.471,0.588,,
4294,古賀繁輝,43,0.6279,0.6047,2.3,16,0.438,0.75,,
4209,藤田竜弘,42,0.5952,0.5724,2.3,17,0.176,0.824,,
3627,井上恵一,44,0.5682,0.5451,2.3,19,0.053,0.947,,
4172,森定晃史,43,0.5581,0.5349,2.3,19,0.263,0.737,,
4105,松下直也,42,0.5952,0.5708,2.4,17,0.294,0.765,,
4910,中村泰平,40,0.6,0.5756,2.4,16,0.25,0.875,,
4486,野村誠,44,0.5909,0.5668,2.4,18,0.389,0.611,,
4058,野末智一,42,0.5952,0.5712,2.4,17,0.294,0.824,,
4468,大池佑来,40,0.625,0.6007,2.4,15,0.4,0.733,,
4218,吉川喜継,55,0.5818,0.5578,2.4,23,0.435,0.739,,
4623,中北将史,44,0.5682,0.5428,2.5,19,0.263,0.684,,
4409,坂元浩仁,44,0.6136,0.5885,2.5,17,0.588,0.647,,
3641,一瀬明,50,0.58,0.5546,2.5,21,0.286,0.762,,
3539,金子順一,44,0.5682,0.5418,2.6,19,0.211,0.789,,
3474,松瀬弘美,40,0.575,0.5493,2.6,17,0.353,0.824,,
3629,浅見昌克,42,0.5714,0.544,2.7,18,0.278,0.722,,
4260,中越博紀,41,0.6098,0.5824,2.7,16,0.125,0.875,,
5068,前田滉,40,0.625,0.5976,2.7,15,0.6,0.667,,
4311,岡村仁,46,0.6087,0.5821,2.7,18,0.667,0.556,,
5234,塚越海斗,41,0.6098,0.582,2.8,16,0.625,0.625,,
3909,佐々木康幸,45,0.6,0.5723,2.8,18,0.389,0.889,,
4302,西野翔太,60,0.6,0.5711,2.9,24,0.417,0.667,,
4679,植田太一,48,0.5833,0.5546,2.9,20,0.4,0.8,,
4295,小坂尚哉,45,0.6,0.5709,2.9,18,0.611,0.667,,
3944,山口裕二,41,0.6341,0.6029,3.1,15,0.267,0.733,,
4475,末永祐輝,43,0.6047,0.5725,3.2,17,0.176,0.882,,
4120,柘植政浩,40,0.625,0.5926,3.2,15,0.333,0.667,,
3349,吉田一郎,48,0.6042,0.572,3.2,19,0.526,0.737,,
4292,麻生慎介,41,0.6098,0.5768,3.3,16,0.438,0.688,,
4873,蒲原健太,42,0.5952,0.5622,3.3,17,0.353,0.706,,
4482,守屋美穂,41,0.6341,0.6001,3.4,15,0.467,0.533,,
4604,岩瀬裕亮,48,0.6667,0.6305,3.6,16,0.562,0.688,,
