date,race,rank,boat,regno,name,motor,exhib,course,st
2026-01-16,1,05,1,3637,齋藤和政,65,6.85,1,0.19
2026-01-16,1,06,5,4927,関野文,66,6.81,5,0.14
2026-01-16,2,01,3,4676,後藤隼之,68,6.7,3,0.18
2026-01-16,2,02,5,3986,沖島広和,74,6.75,5,0.18
2026-01-16,2,03,1,4422,永井亮次,70,6.73,1,0.17
2026-01-16,2,04,2,4607,鶴田勇雄,53,6.71,2,0.31
2026-01-16,2,05,4,4731,間野兼礼,57,6.72,4,0.17
2026-01-16,2,06,6,3718,伊達正利,34,6.73,6,0.20
2026-01-16,3,01,2,4083,福島勇樹,60,6.69,2,0.11
2026-01-16,3,02,4,5190,大月遊雅,44,6.63,4,0.12
2026-01-16,3,03,6,4281,大澤大夢,23,6.65,6,0.09
2026-01-16,3,04,3,4159,向後龍一,71,6.7,3,0.11
2026-01-16,3,05,1,3606,川北浩貴,28,6.7,1,0.09
2026-01-16,3,06,5,5306,河内悠利杏,47,6.66,5,0.10
2026-01-16,4,01,4,5090,生方靖亜,49,6.77,5,0.10
2026-01-16,4,02,5,4834,浜本裕己,54,6.69,6,0.08
2026-01-16,4,03,1,3448,高山秀雄,20,6.77,1,0.20
2026-01-16,4,04,3,5308,藤森拓海,59,6.77,4,0.15
2026-01-16,4,05,2,4155,長野壮志郎,29,6.76,3,0.08
2026-01-16,4,S1,6,3161,古場輝義,25,6.79,2,0.17
2026-01-16,5,01,1,3952,中澤和志,73,6.67,1,0.16
2026-01-16,5,02,3,3994,小野桜,45,6.76,3,0.17
2026-01-16,5,03,2,4114,深澤達徳,58,6.76,2,0.20
2026-01-16,5,04,4,3804,中渡修作,33,6.77,4,0.18
2026-01-16,5,05,5,5340,樋江井舞,36,6.7,5,0.16
2026-01-16,5,06,6,3761,山本光雄,43,6.74,6,0.22
2026-01-16,6,01,1,4201,佐竹友樹,46,6.77,1,0.17
2026-01-16,6,02,2,4917,岩橋裕馬,72,6.71,2,0.22
2026-01-16,6,03,5,3256,三角哲男,24,6.78,5,0.24
2026-01-16,6,04,6,4311,岡村仁,56,6.72,6,0.23
2026-01-16,6,05,4,4422,永井亮次,70,6.83,4,0.24
2026-01-16,6,06,3,5072,吉田杏美,27,6.74,3,0.19
2026-01-16,7,01,2,3606,川北浩貴,28,6.75,2,0.07
2026-01-16,7,02,5,4188,久田敏之,40,6.73,5,0.05
2026-01-16,7,03,1,3986,沖島広和,74,6.73,1,0.06
2026-01-16,7,04,6,4225,土屋千明,19,6.79,6,0.06
2026-01-16,7,05,3,3637,齋藤和政,65,6.77,3,0.11
2026-01-16,7,06,4,3895,堀本裕也,62,6.66,4,0.16
2026-01-16,8,01,6,5057,上田紗奈,63,6.58,6,0.15
2026-01-16,8,02,5,3448,高山秀雄,20,6.81,5,0.29
2026-01-16,8,03,1,4607,鶴田勇雄,53,6.76,1,0.27
2026-01-16,8,04,2,3340,池田雷太,17,6.75,2,0.24
2026-01-16,8,05,3,5190,大月遊雅,44,6.66,3,0.24
2026-01-16,8,06,4,3854,吉川元浩,22,6.75,4,0.21
2026-01-16,9,01,3,5090,生方靖亜,49,6.88,3,0.09
2026-01-16,9,02,2,4123,細川裕子,12,6.88,2,0.11
2026-01-16,9,03,5,4159,向後龍一,71,6.84,5,0.09
2026-01-16,9,04,6,4573,佐藤翼,75,6.89,6,0.10
2026-01-16,9,05,4,4114,深澤達徳,58,6.92,4,0.12
2026-01-16,9,06,1,4676,後藤隼之,68,6.8,1,0.12
2026-01-16,10,01,5,4731,間野兼礼,57,6.83,5,0.11
2026-01-16,10,02,2,5308,藤森拓海,59,6.76,2,0.16
2026-01-16,10,03,4,3994,小野桜,45,6.8,4,0.13
2026-01-16,10,04,6,4083,福島勇樹,60,6.76,6,0.07
2026-01-16,10,05,3,4644,山田亮太,41,6.78,3,0.12
2026-01-16,10,06,1,4927,関野文,66,6.82,1,0.08
2026-01-16,11,01,4,3686,鳥居塚孝博,55,6.91,3,0.14
2026-01-16,11,02,5,3952,中澤和志,73,6.89,4,0.17
2026-01-16,11,03,6,3463,乙津康志,14,6.89,5,0.19
2026-01-16,11,04,2,4588,田中京介,67,6.85,1,0.14
2026-01-16,11,05,3,3718,伊達正利,34,6.82,2,0.19
2026-01-16,11,K0,1,4155,長野壮志郎,29,,,K
2026-01-16,12,01,4,3256,三角哲男,24,6.93,4,0.09
2026-01-16,12,02,2,4225,土屋千明,19,6.99,2,0.10
2026-01-16,12,03,3,3804,中渡修作,33,6.89,3,0.14
2026-01-16,12,04,1,3854,吉川元浩,22,6.85,1,0.10
2026-01-16,12,05,6,4834,浜本裕己,54,6.94,6,0.08
2026-01-16,12,06,5,4281,大澤大夢,23,6.89,5,0.10
2026-01-17,1,01,4,4644,山田亮太,41,6.78,4,0.08
2026-01-17,1,02,2,4676,後藤隼之,68,6.77,2,0.15
2026-01-17,1,03,1,3895,堀本裕也,62,6.69,1,0.14
2026-01-17,1,04,5,4203,小倉康典,37,6.8,5,0.18
2026-01-17,1,05,3,4201,佐竹友樹,46,6.86,3,0.15
2026-01-17,1,06,6,3448,高山秀雄,20,6.83,6,0.20
2026-01-17,2,01,4,4225,土屋千明,19,6.79,4,0.02
2026-01-17,2,02,5,4123,細川裕子,12,6.83,5,0.01
2026-01-17,2,03,6,5340,樋江井舞,36,6.76,6,0.01
2026-01-17,2,04,1,5306,河内悠利杏,47,6.76,1,0.08
2026-01-17,2,05,2,3994,小野桜,45,6.81,2,0.09
2026-01-17,2,06,3,4927,関野文,66,6.83,3,0.08
2026-01-17,3,01,3,4188,久田敏之,40,6.94,3,0.06
2026-01-17,3,02,4,3256,三角哲男,24,6.8,4,0.12
2026-01-17,3,03,2,3637,齋藤和政,65,6.92,2,0.16
2026-01-17,3,04,1,5072,吉田杏美,27,6.77,1,0.08
2026-01-17,3,05,5,4588,田中京介,67,6.87,5,0.11
2026-01-17,3,S0,6,3340,池田雷太,17,6.85,6,0.05
2026-01-17,4,01,5,5057,上田紗奈,63,6.76,5,0.11
2026-01-17,4,02,6,4573,佐藤翼,75,6.85,6,0.09
2026-01-17,4,03,2,4281,大澤大夢,23,6.81,2,0.19
2026-01-17,4,04,4,4607,鶴田勇雄,53,6.87,4,0.12
2026-01-17,4,05,1,4917,岩橋裕馬,72,6.83,1,0.21
2026-01-17,4,06,3,3686,鳥居塚孝博,55,6.82,3,0.16
2026-01-17,5,01,1,5190,大月遊雅,44,6.75,1,0.19
2026-01-17,5,02,3,3854,吉川元浩,22,6.82,3,0.16
2026-01-17,5,03,4,4311,岡村仁,56,6.78,4,0.15
2026-01-17,5,04,2,4834,浜本裕己,54,6.77,2,0.19
2026-01-17,5,05,5,4731,間野兼礼,57,6.88,5,0.22
2026-01-17,5,06,6,4203,小倉康典,37,6.84,6,0.26
2026-01-17,6,01,5,4083,福島勇樹,60,6.8,5,0.08
2026-01-17,6,02,1,5090,生方靖亜,49,6.87,1,0.12
2026-01-17,6,03,2,4159,向後龍一,71,6.84,2,0.14
2026-01-17,6,04,4,5340,樋江井舞,36,6.81,4,0.18
2026-01-17,6,05,3,3986,沖島広和,74,6.91,3,0.16
2026-01-17,6,06,6,4644,山田亮太,41,6.8,6,0.05
2026-01-17,7,01,2,4588,田中京介,67,6.83,2,0.16
2026-01-17,7,02,1,5308,藤森拓海,59,6.82,1,0.12
2026-01-17,7,03,6,3952,中澤和志,73,6.9,6,0.10
2026-01-17,7,04,5,4676,後藤隼之,68,6.92,5,0.15
2026-01-17,7,05,4,5306,河内悠利杏,47,6.82,4,0.18
2026-01-17,7,06,3,3761,山本光雄,43,6.83,3,0.18
2026-01-17,8,01,1,3463,乙津康志,14,6.8,1,0.08
2026-01-17,8,02,6,4927,関野文,66,6.85,5,0.03
2026-01-17,8,03,3,4607,鶴田勇雄,53,6.9,3,0.14
2026-01-17,8,04,2,3804,中渡修作,33,6.88,2,0.15
2026-01-17,8,05,4,5072,吉田杏美,27,6.84,6,0.07
2026-01-17,8,06,5,3161,古場輝義,25,6.91,4,0.08
2026-01-17,9,01,1,4114,深澤達徳,58,6.8,1,0.18
2026-01-17,9,02,3,3606,川北浩貴,28,6.93,3,0.18
2026-01-17,9,03,5,4834,浜本裕己,54,6.83,5,0.12
2026-01-17,9,04,2,4123,細川裕子,12,6.83,2,0.25
2026-01-17,9,05,6,5057,上田紗奈,63,6.78,6,0.19
2026-01-17,9,06,4,3895,堀本裕也,62,6.88,4,0.16
2026-01-17,10,01,1,3854,吉川元浩,22,6.76,1,0.15
2026-01-17,10,02,4,3718,伊達正利,34,6.89,4,0.17
2026-01-17,10,03,5,4159,向後龍一,71,6.81,5,0.16
2026-01-17,10,04,6,4201,佐竹友樹,46,6.93,6,0.22
2026-01-17,10,05,2,4422,永井亮次,70,6.86,2,0.18
2026-01-17,10,06,3,4225,土屋千明,19,6.88,3,0.21
2026-01-17,11,01,1,4573,佐藤翼,75,6.75,1,0.14
2026-01-17,11,02,3,4311,岡村仁,56,6.8,3,0.19
2026-01-17,11,03,2,4083,福島勇樹,60,6.8,2,0.13
2026-01-17,11,04,4,3686,鳥居塚孝博,55,6.86,4,0.16
2026-01-17,11,05,5,3994,小野桜,45,6.87,5,0.14
2026-01-17,11,06,6,5090,生方靖亜,49,6.87,6,0.14
2026-01-17,12,01,3,3256,三角哲男,24,6.81,3,0.03
2026-01-17,12,02,4,4188,久田敏之,40,6.8,4,0.03
2026-01-17,12,03,2,4731,間野兼礼,57,6.76,2,0.06
2026-01-17,12,04,5,4281,大澤大夢,23,6.77,5,0.08
2026-01-17,12,05,1,3952,中澤和志,73,6.72,1,0.07
2026-01-17,12,06,6,5190,大月遊雅,44,6.91,6,0.11
2026-01-18,1,01,3,4588,田中京介,67,6.76,3,0.10
2026-01-18,1,02,1,4203,小倉康典,37,6.79,1,0.07
2026-01-18,1,03,2,3161,古場輝義,25,6.76,2,0.14
2026-01-18,1,04,6,3761,山本光雄,43,6.8,6,0.16
2026-01-18,1,05,4,3340,池田雷太,17,6.82,4,0.13
2026-01-18,1,06,5,3986,沖島広和,74,6.83,5,0.17
2026-01-18,2,01,3,3804,中渡修作,33,6.78,3,0.23
2026-01-18,2,02,2,4225,土屋千明,19,6.8,2,0.15
2026-01-18,2,03,4,3463,乙津康志,14,6.75,4,0.21
2026-01-18,2,04,5,3637,齋藤和政,65,6.89,5,0.20
2026-01-18,2,05,6,4917,岩橋裕馬,72,6.7,6,0.14
2026-01-18,2,06,1,4201,佐竹友樹,46,6.76,1,0.27
2026-01-18,3,01,1,4834,浜本裕己,54,6.7,1,0.04
2026-01-18,3,02,2,3448,高山秀雄,20,6.73,2,0.04
2026-01-18,3,03,3,4927,関野文,66,6.81,3,0.03
2026-01-18,3,04,6,4281,大澤大夢,23,6.78,6,0.07
2026-01-18,3,05,5,4607,鶴田勇雄,53,6.85,5,0.11
2026-01-18,3,06,4,5308,藤森拓海,59,6.77,4,0.05
2026-01-18,4,01,3,3854,吉川元浩,22,6.72,3,0.14
2026-01-18,4,02,6,4676,後藤隼之,68,6.81,5,0.23
2026-01-18,4,03,2,5057,上田紗奈,63,6.64,2,0.15
2026-01-18,4,04,1,3606,川北浩貴,28,6.76,1,0.14
2026-01-18,4,05,4,5090,生方靖亜,49,6.8,4,0.18
2026-01-18,4,06,5,3718,伊達正利,34,6.79,6,0.21
2026-01-18,5,01,1,4644,山田亮太,41,6.74,1,0.13
2026-01-18,5,02,3,4159,向後龍一,71,6.72,3,0.16
2026-01-18,5,03,2,4123,細川裕子,12,6.77,2,0.19
2026-01-18,5,04,6,3686,鳥居塚孝博,55,6.75,6,0.15
2026-01-18,5,05,5,3994,小野桜,45,6.76,5,0.12
2026-01-18,5,06,4,5190,大月遊雅,44,6.71,4,0.14
2026-01-18,6,01,1,3340,池田雷太,17,6.73,1,0.16
2026-01-18,6,02,3,4114,深澤達徳,58,6.76,3,0.12
2026-01-18,6,03,5,3952,中澤和志,73,6.77,5,0.09
2026-01-18,6,04,4,3804,中渡修作,33,6.77,4,0.07
2026-01-18,6,05,2,3986,沖島広和,74,6.86,2,0.18
2026-01-18,6,06,6,3895,堀本裕也,62,6.76,6,0.08
2026-01-18,7,01,3,4917,岩橋裕馬,72,6.72,3,0.18
2026-01-18,7,02,2,4607,鶴田勇雄,53,6.81,2,0.20
2026-01-18,7,03,1,3637,齋藤和政,65,6.81,1,0.18
2026-01-18,7,04,5,3161,古場輝義,25,6.82,5,0.20
2026-01-18,7,05,4,5340,樋江井舞,36,6.71,4,0.17
2026-01-18,7,06,6,5306,河内悠利杏,47,6.74,6,0.16
2026-01-18,8,01,1,4927,関野文,66,6.78,1,0.17
2026-01-18,8,02,4,4588,田中京介,67,6.81,4,0.19
2026-01-18,8,03,2,4201,佐竹友樹,46,6.8,2,0.19
2026-01-18,8,04,5,3448,高山秀雄,20,6.88,5,0.21
2026-01-18,8,05,3,5057,上田紗奈,63,6.62,3,0.19
2026-01-18,8,06,6,5072,吉田杏美,27,6.79,6,0.28
2026-01-18,9,01,5,4123,細川裕子,12,6.84,5,0.14
2026-01-18,9,02,4,4644,山田亮太,41,6.86,4,0.12
2026-01-18,9,03,6,4834,浜本裕己,54,6.79,6,0.10
2026-01-18,9,04,1,4676,後藤隼之,68,6.82,1,0.15
2026-01-18,9,05,3,3463,乙津康志,14,6.81,3,0.15
2026-01-18,9,06,2,3718,伊達正利,34,6.8,2,0.15
2026-01-18,10,01,1,4281,大澤大夢,23,6.75,1,0.10
2026-01-18,10,02,4,3854,吉川元浩,22,6.72,4,0.16
2026-01-18,10,03,3,5190,大月遊雅,44,6.78,3,0.11
2026-01-18,10,04,6,3606,川北浩貴,28,6.82,6,0.20
2026-01-18,10,S1,2,3994,小野桜,45,6.84,2,0.12
2026-01-18,10,S1,5,4225,土屋千明,19,6.81,5,0.16
2026-01-18,11,01,3,5090,生方靖亜,49,6.82,3,0.13
2026-01-18,11,02,2,3952,中澤和志,73,6.71,2,0.15
2026-01-18,11,03,4,4159,向後龍一,71,6.79,4,0.17
2026-01-18,11,04,1,3686,鳥居塚孝博,55,6.71,1,0.10
2026-01-18,11,05,6,4114,深澤達徳,58,6.82,6,0.23
2026-01-18,11,S1,5,5308,藤森拓海,59,6.83,5,0.19
2026-01-18,12,01,1,4573,佐藤翼,75,6.7,1,0.18
2026-01-18,12,02,4,4188,久田敏之,40,6.81,4,0.16
2026-01-18,12,03,5,4083,福島勇樹,60,6.74,5,0.09
2026-01-18,12,04,3,4311,岡村仁,56,6.74,3,0.24
2026-01-18,12,05,2,3256,三角哲男,24,6.78,2,0.19
2026-01-18,12,06,6,4731,間野兼礼,57,6.82,6,0.12
2026-01-21,1,01,1,5035,櫻井優,57,6.69,1,0.13
2026-01-21,1,02,5,4102,益田啓司,50,6.74,5,0.19
2026-01-21,1,03,3,3776,横井健太,64,6.73,3,0.20
2026-01-21,1,04,4,5341,山道諄也,46,6.73,4,0.28
2026-01-21,1,05,6,5253,藤井太雅,31,6.7,6,0.35
2026-01-21,1,06,2,3630,黒田誠司,63,6.79,2,0.27
2026-01-21,2,01,4,5009,大賀龍之介,62,6.74,4,0.12
2026-01-21,2,02,1,3544,豊田訓靖,40,6.66,1,0.07
2026-01-21,2,03,3,3654,武田光史,18,6.71,3,0.06
2026-01-21,2,04,5,5006,久保原秀人,26,6.74,5,0.13
2026-01-21,2,05,2,4979,中野夢斗,59,6.71,2,0.05
2026-01-21,2,06,6,3339,泉具巳,29,6.66,6,0.16
2026-01-21,3,01,2,3833,中辻博訓,72,6.71,2,0.27
2026-01-21,3,02,4,5092,篠原晟弥,17,6.63,4,0.19
2026-01-21,3,03,1,3977,山本兼士,12,6.62,1,0.24
2026-01-21,3,04,5,5359,佐藤世那,66,6.61,5,0.29
2026-01-21,3,05,3,4103,山崎善庸,56,6.67,3,0.25
2026-01-21,3,06,6,4989,石原翼,41,6.54,6,0.28
2026-01-21,4,01,6,5121,定松勇樹,34,6.6,6,0.06
2026-01-21,4,02,2,3412,鈴木博,75,6.59,2,0.09
2026-01-21,4,03,5,4962,畑竜生,71,6.59,5,0.19
2026-01-21,4,04,1,3730,塩崎優司,43,6.69,1,0.08
2026-01-21,4,05,4,5313,鈴木唯央,14,6.58,4,0.34
2026-01-21,4,06,3,3771,折下寛法,54,6.73,3,0.05
2026-01-21,5,01,1,4959,井上忠政,68,6.71,1,0.16
2026-01-21,5,02,4,4062,後藤陽介,44,6.82,4,0.13
2026-01-21,5,03,2,3990,芹澤克彦,38,6.74,2,0.15
2026-01-21,5,04,3,5032,谷口知優,24,6.68,3,0.15
2026-01-21,5,05,6,3605,中村守成,22,6.78,6,0.18
2026-01-21,5,06,5,5364,金子怜央,51,6.83,5,0.15
2026-01-21,6,01,3,5043,中村日向,27,6.68,3,0.17
2026-01-21,6,02,1,3712,淺香文武,37,6.76,1,0.24
2026-01-21,6,03,6,5246,楠将太郎,49,6.77,6,0.17
2026-01-21,6,04,4,3915,繁野谷圭介,20,6.74,4,0.16
2026-01-21,6,05,2,5041,荒牧凪沙,60,6.68,2,0.26
2026-01-21,6,06,5,3630,黒田誠司,63,6.77,5,0.16
2026-01-21,7,01,4,3627,井上恵一,25,6.76,4,0.03
2026-01-21,7,02,3,5325,澁川夏,67,6.76,2,0.03
2026-01-21,7,03,5,3744,徳増秀樹,36,6.73,5,0.04
2026-01-21,7,04,2,3339,泉具巳,29,6.69,3,0.03
2026-01-21,7,05,6,5341,山道諄也,46,6.79,6,0.09
2026-01-21,7,F,1,4981,牧山敦也,48,6.75,1,F0.02
2026-01-21,8,01,5,5035,櫻井優,57,6.83,5,0.11
2026-01-21,8,02,4,3590,濱野谷憲吾,55,6.85,4,0.12
2026-01-21,8,03,6,5350,網代良芽,58,6.78,6,0.08
2026-01-21,8,04,1,4076,杉田篤光,61,6.76,1,0.20
2026-01-21,8,05,2,3977,山本兼士,12,6.82,2,0.27
2026-01-21,8,06,3,5006,久保原秀人,26,6.79,3,0.21
2026-01-21,9,01,1,4962,畑竜生,71,6.65,1,0.03
2026-01-21,9,02,3,3743,林美憲,39,6.73,3,0.08
2026-01-21,9,03,2,4989,石原翼,41,6.73,2,0.08
2026-01-21,9,04,6,3439,大平誉史明,45,6.82,6,0.18
2026-01-21,9,05,4,3776,横井健太,64,6.81,4,0.17
2026-01-21,9,06,5,5009,大賀龍之介,62,6.76,5,0.16
2026-01-21,10,01,3,3412,鈴木博,75,6.78,3,0.15
2026-01-21,10,02,5,4934,佐々木翔斗,23,6.8,5,0.06
2026-01-21,10,03,1,4979,中野夢斗,59,6.82,1,0.15
2026-01-21,10,04,6,3990,芹澤克彦,38,6.77,6,0.09
2026-01-21,10,05,4,4102,益田啓司,50,6.81,4,0.09
2026-01-21,10,06,2,5359,佐藤世那,66,6.75,2,0.24
2026-01-21,11,01,3,5092,篠原晟弥,17,6.83,3,0.09
2026-01-21,11,02,1,3654,武田光史,18,6.74,1,0.13
2026-01-21,11,03,2,5002,上田健太,28,6.8,2,0.10
2026-01-21,11,04,6,3915,繁野谷圭介,20,6.9,6,0.15
2026-01-21,11,05,4,5032,谷口知優,24,6.8,4,0.13
2026-01-21,11,06,5,3771,折下寛法,54,6.87,5,0.09
2026-01-21,12,01,3,3744,徳増秀樹,36,6.85,3,0.14
2026-01-21,12,02,2,5121,定松勇樹,34,6.77,2,0.17
2026-01-21,12,03,4,4959,井上忠政,68,6.66,4,0.17
2026-01-21,12,04,6,5043,中村日向,27,6.75,6,0.14
2026-01-21,12,05,5,3833,中辻博訓,72,6.86,5,0.16
2026-01-21,12,06,1,3590,濱野谷憲吾,55,6.76,1,0.15
2026-01-22,1,01,1,3605,中村守成,22,6.8,1,0.23
2026-01-22,1,02,2,4962,畑竜生,71,6.62,2,0.16
2026-01-22,1,03,3,5313,鈴木唯央,14,6.66,3,0.20
2026-01-22,1,04,4,3654,武田光史,18,6.75,4,0.22
2026-01-22,1,05,6,5341,山道諄也,46,6.76,6,0.25
2026-01-22,1,06,5,3977,山本兼士,12,6.71,5,0.22
2026-01-22,2,01,5,3743,林美憲,39,6.8,3,0.27
2026-01-22,2,02,4,3712,淺香文武,37,6.79,5,0.22
2026-01-22,2,03,3,4934,佐々木翔斗,23,6.79,2,0.25
2026-01-22,2,04,6,4981,牧山敦也,48,6.88,6,0.28
2026-01-22,2,05,1,4103,山崎善庸,56,6.7,1,0.34
2026-01-22,2,06,2,5350,網代良芽,58,6.71,4,0.18
2026-01-22,3,01,2,4102,益田啓司,50,6.72,2,0.12
2026-01-22,3,02,5,4076,杉田篤光,61,6.67,5,0.10
2026-01-22,3,03,4,3730,塩崎優司,43,6.75,4,0.09
2026-01-22,3,04,3,5009,大賀龍之介,62,6.72,3,0.16
2026-01-22,3,05,1,5253,藤井太雅,31,6.76,1,0.24
2026-01-22,3,06,6,5364,金子怜央,51,6.6,6,0.13
2026-01-22,4,01,3,5035,櫻井優,57,6.76,3,0.15
2026-01-22,4,02,5,5043,中村日向,27,6.79,5,0.21
2026-01-22,4,03,2,3627,井上恵一,25,6.75,2,0.16
2026-01-22,4,04,6,3544,豊田訓靖,40,6.71,6,0.17
2026-01-22,4,05,4,5002,上田健太,28,6.74,4,0.16
2026-01-22,4,06,1,4062,後藤陽介,44,6.7,1,0.11
2026-01-22,5,01,1,3833,中辻博訓,72,6.85,1,0.15
2026-01-22,5,02,5,5325,澁川夏,67,6.68,5,0.19
2026-01-22,5,03,3,5041,荒牧凪沙,60,6.76,3,0.25
2026-01-22,5,04,4,3771,折下寛法,54,6.75,4,0.18
2026-01-22,5,05,2,5006,久保原秀人,26,6.77,2,0.21
2026-01-22,5,06,6,3630,黒田誠司,63,6.75,6,0.14
2026-01-22,6,01,3,3439,大平誉史明,45,6.75,3,0.24
2026-01-22,6,02,6,5032,谷口知優,24,6.8,6,0.24
2026-01-22,6,03,2,3744,徳増秀樹,36,6.7,2,0.26
2026-01-22,6,04,1,5246,楠将太郎,49,6.77,1,0.27
2026-01-22,6,05,4,3990,芹澤克彦,38,6.81,4,0.17
2026-01-22,6,06,5,5313,鈴木唯央,14,6.72,5,0.16
2026-01-22,7,01,2,5092,篠原晟弥,17,6.71,2,0.15
2026-01-22,7,02,1,3339,泉具巳,29,6.67,1,0.21
2026-01-22,7,03,5,3590,濱野谷憲吾,55,6.75,5,0.16
2026-01-22,7,04,6,4962,畑竜生,71,6.67,6,0.26
2026-01-22,7,05,4,5253,藤井太雅,31,6.74,4,0.23
2026-01-22,7,06,3,3712,淺香文武,37,6.77,3,0.16
2026-01-22,8,01,1,3915,繁野谷圭介,20,6.68,1,0.14
2026-01-22,8,02,4,5121,定松勇樹,34,6.68,4,0.02
2026-01-22,8,03,2,3544,豊田訓靖,40,6.75,2,0.05
2026-01-22,8,04,6,3776,横井健太,64,6.77,6,0.11
2026-01-22,8,05,5,5364,金子怜央,51,6.67,5,0.05
2026-01-22,8,06,3,5359,佐藤世那,66,6.72,3,0.06
2026-01-22,9,01,4,3412,鈴木博,75,6.74,4,0.16
2026-01-22,9,02,3,4076,杉田篤光,61,6.8,3,0.14
2026-01-22,9,03,2,5043,中村日向,27,6.72,2,0.17
2026-01-22,9,04,6,5325,澁川夏,67,6.71,6,0.15
2026-01-22,9,05,5,4103,山崎善庸,56,6.83,5,0.17
2026-01-22,9,06,1,4989,石原翼,41,6.75,1,0.16
2026-01-22,10,01,3,4959,井上忠政,68,6.64,3,0.22
2026-01-22,10,02,1,4934,佐々木翔斗,23,6.73,1,0.23
2026-01-22,10,03,2,3730,塩崎優司,43,6.82,2,0.26
2026-01-22,10,04,5,3627,井上恵一,25,6.77,5,0.30
2026-01-22,10,05,4,5041,荒牧凪沙,60,6.73,4,0.34
2026-01-22,10,06,6,3654,武田光史,18,6.85,6,0.28
2026-01-22,11,01,4,4979,中野夢斗,59,6.89,4,0.08
2026-01-22,11,02,3,3833,中辻博訓,72,6.77,3,0.20
2026-01-22,11,03,6,5002,上田健太,28,6.77,6,0.09
2026-01-22,11,04,1,3743,林美憲,39,6.66,1,0.21
2026-01-22,11,05,5,3605,中村守成,22,6.77,5,0.08
2026-01-22,11,06,2,5246,楠将太郎,49,6.74,2,0.28
2026-01-22,12,01,1,5121,定松勇樹,34,6.68,1,0.21
2026-01-22,12,02,4,3439,大平誉史明,45,6.78,4,0.20
2026-01-22,12,03,6,5092,篠原晟弥,17,6.77,5,0.19
2026-01-22,12,04,2,4062,後藤陽介,44,6.79,2,0.16
2026-01-22,12,05,5,5350,網代良芽,58,6.73,6,0.24
2026-01-22,12,06,3,4102,益田啓司,50,6.73,3,0.13
2026-01-23,1,01,1,5041,荒牧凪沙,60,6.67,1,0.25
2026-01-23,1,02,4,4934,佐々木翔斗,23,6.8,4,0.11
2026-01-23,1,03,2,3743,林美憲,39,6.78,2,0.20
2026-01-23,1,04,3,3339,泉具巳,29,6.71,3,0.15
2026-01-23,1,05,6,5341,山道諄也,46,6.85,6,0.10
2026-01-23,1,06,5,3544,豊田訓靖,40,6.83,5,0.11
2026-01-23,2,01,3,4989,石原翼,41,6.74,3,0.05
2026-01-23,2,02,4,3833,中辻博訓,72,6.75,4,0.06
2026-01-23,2,03,2,3605,中村守成,22,6.81,2,0.04
2026-01-23,2,04,6,5364,金子怜央,51,6.72,6,0.03
2026-01-23,2,05,5,3712,淺香文武,37,6.77,5,0.04
2026-01-23,2,F,1,5325,澁川夏,67,6.77,1,F0.02
2026-01-23,3,01,1,5009,大賀龍之介,62,6.82,1,0.16
2026-01-23,3,02,6,4959,井上忠政,68,6.63,6,0.26
2026-01-23,3,03,4,3630,黒田誠司,63,6.77,4,0.09
2026-01-23,3,04,2,3654,武田光史,18,6.8,2,0.16
2026-01-23,3,05,3,4979,中野夢斗,59,6.87,3,0.14
2026-01-23,3,06,5,4062,後藤陽介,44,6.85,5,0.27
2026-01-23,4,01,2,5043,中村日向,27,6.76,2,0.18
2026-01-23,4,02,4,3412,鈴木博,75,6.84,4,0.18
2026-01-23,4,03,6,3730,塩崎優司,43,6.85,6,0.30
2026-01-23,4,04,3,5350,網代良芽,58,6.68,3,0.16
2026-01-23,4,05,5,3439,大平誉史明,45,6.79,5,0.19
2026-01-23,4,06,1,5006,久保原秀人,26,6.87,1,0.33
2026-01-23,5,01,1,3590,濱野谷憲吾,55,6.7,1,0.19
2026-01-23,5,02,6,3977,山本兼士,12,6.78,6,0.27
2026-01-23,5,03,2,5032,谷口知優,24,6.76,2,0.22
2026-01-23,5,04,4,4103,山崎善庸,56,6.87,4,0.29
2026-01-23,5,05,5,5246,楠将太郎,49,6.82,5,0.26
2026-01-23,5,06,3,5253,藤井太雅,31,6.82,3,0.25
2026-01-23,6,01,5,5121,定松勇樹,34,6.78,1,0.24
2026-01-23,6,02,6,5035,櫻井優,57,6.74,4,0.14
2026-01-23,6,03,2,3915,繁野谷圭介,20,6.84,3,0.11
2026-01-23,6,04,4,3339,泉具巳,29,6.78,6,0.08
2026-01-23,6,05,1,5313,鈴木唯央,14,6.76,2,0.16
2026-01-23,6,06,3,3990,芹澤克彦,38,6.78,5,0.13
2026-01-23,7,01,2,4959,井上忠政,68,6.73,2,0.25
2026-01-23,7,02,3,5002,上田健太,28,6.75,3,0.25
2026-01-23,7,03,1,3771,折下寛法,54,6.83,1,0.16
2026-01-23,7,04,5,3776,横井健太,64,6.93,5,0.33
2026-01-23,7,05,6,4076,杉田篤光,61,6.84,6,0.34
2026-01-23,7,06,4,5359,佐藤世那,66,6.75,4,0.39
2026-01-23,8,01,1,3412,鈴木博,75,6.78,1,0.11
2026-01-23,8,02,4,3744,徳増秀樹,36,6.84,4,0.08
2026-01-23,8,03,5,5341,山道諄也,46,6.82,5,0.05
2026-01-23,8,04,3,3605,中村守成,22,6.86,3,0.09
2026-01-23,8,05,6,4981,牧山敦也,48,6.9,6,0.11
