date,race,rank,boat,regno,name,motor,exhib,course,st
2025-07-21,1,01,1,3736,岡本猛,67,7.13,1,0.12
2025-07-21,1,02,3,4234,野相弘司,41,7.18,3,0.19
2025-07-21,1,03,2,5022,伊藤尚汰,43,7.09,2,0.15
2025-07-21,1,04,5,4865,立具敬司,70,7.03,5,0.28
2025-07-21,1,05,6,4779,伊倉光,16,7.08,6,0.25
2025-07-21,1,06,4,5135,仲航太,62,7.05,4,0.19
2025-07-21,2,01,1,5029,中亮太,12,6.95,1,0.08
2025-07-21,2,02,4,5152,丸山祐也,66,7.02,4,0.17
2025-07-21,2,03,6,4085,荻野裕介,21,7.04,6,0.14
2025-07-21,2,04,5,4397,西村拓也,59,7.12,5,0.12
2025-07-21,2,05,3,3432,宮迫暢彦,55,7.03,3,0.13
2025-07-21,2,06,2,5007,近藤雄一郎,23,7.11,2,0.10
2025-07-21,3,01,2,4330,奈須啓太,49,7.04,2,0.11
2025-07-21,3,02,3,4967,中村魁生,27,6.98,3,0.11
2025-07-21,3,03,6,4413,水摩敦,36,6.96,6,0.17
2025-07-21,3,04,5,4675,井手良太,57,7.01,5,0.15
2025-07-21,3,05,4,4875,大塚康雅,20,7.07,4,0.14
2025-07-21,3,06,1,5190,大月遊雅,33,6.96,1,0.14
2025-07-21,4,01,1,5253,藤井太雅,44,6.95,1,0.18
2025-07-21,4,02,4,3940,飯山泰,29,6.94,4,0.14
2025-07-21,4,03,5,4485,楠原正剛,17,7.03,5,0.13
2025-07-21,4,04,6,5207,高山敬悟,69,6.95,6,0.14
2025-07-21,4,05,2,3161,古場輝義,38,7.12,2,0.21
2025-07-21,4,06,3,4039,村上功祐,26,7.1,3,0.18
2025-07-21,5,01,3,4083,福島勇樹,58,7.02,3,0.07
2025-07-21,5,02,1,4406,幸野史明,52,6.99,1,0.09
2025-07-21,5,03,4,4311,岡村仁,34,6.99,4,0.20
2025-07-21,5,04,5,4551,三川昂暁,13,7.0,5,0.38
2025-07-21,5,05,6,5054,佐々木大河,73,7.02,6,0.29
2025-07-21,5,06,2,5359,佐藤世那,68,7.0,2,0.11
2025-07-21,6,01,2,4256,渡辺浩司,32,7.08,2,0.15
2025-07-21,6,02,4,4093,吉田宗弘,56,7.04,4,0.11
2025-07-21,6,03,5,4384,鶴本崇文,60,7.08,5,0.13
2025-07-21,6,04,6,5382,山下心一,45,6.95,6,0.13
2025-07-21,6,05,1,2878,富山弘幸,18,7.11,1,0.08
2025-07-21,6,06,3,4779,伊倉光,16,7.06,3,0.14
2025-07-21,7,01,3,3590,濱野谷憲吾,15,7.07,3,0.07
2025-07-21,7,02,2,3736,岡本猛,67,7.09,2,0.10
2025-07-21,7,03,1,4180,上野秀和,30,7.05,1,0.09
2025-07-21,7,04,6,4393,田中孝明,75,7.18,6,0.15
2025-07-21,7,05,5,5007,近藤雄一郎,23,6.91,5,0.13
2025-07-21,7,S1,4,5004,河野主樹,72,6.99,4,0.21
2025-07-21,8,01,2,4082,濱崎誠,54,7.14,2,0.13
2025-07-21,8,02,1,5135,仲航太,62,6.96,1,0.06
2025-07-21,8,03,5,4085,荻野裕介,21,7.04,5,0.18
2025-07-21,8,04,3,4424,松尾昂明,10,6.96,3,0.10
2025-07-21,8,05,6,4967,中村魁生,27,7.02,6,0.10
2025-07-21,8,06,4,4100,松田隆司,61,7.02,4,0.17
2025-07-21,9,01,4,5029,中亮太,12,6.79,4,0.08
2025-07-21,9,02,2,4234,野相弘司,41,6.93,2,0.12
2025-07-21,9,03,5,4598,加藤政彦,63,6.92,5,0.06
2025-07-21,9,04,1,3161,古場輝義,38,7.0,1,0.12
2025-07-21,9,05,6,4675,井手良太,57,6.91,6,0.09
2025-07-21,9,06,3,4059,入澤友治,74,7.02,3,0.11
2025-07-21,10,01,1,4330,奈須啓太,49,6.94,1,0.08
2025-07-21,10,02,5,5022,伊藤尚汰,43,6.88,5,0.16
2025-07-21,10,03,6,4401,小林泰,35,6.94,6,0.17
2025-07-21,10,04,2,4083,福島勇樹,58,6.93,2,0.05
2025-07-21,10,05,3,3915,繁野谷圭介,53,7.06,3,0.10
2025-07-21,10,06,4,4039,村上功祐,26,7.0,4,0.11
2025-07-21,11,01,1,4384,鶴本崇文,60,7.03,1,0.08
2025-07-21,11,02,5,4875,大塚康雅,20,7.11,5,0.16
2025-07-21,11,03,3,4485,楠原正剛,17,7.02,3,0.08
2025-07-21,11,04,6,3872,岡田憲行,64,7.03,6,0.32
2025-07-21,11,05,2,4906,鈴木雅希,31,7.0,2,0.13
2025-07-21,11,06,4,4551,三川昂暁,13,7.07,4,0.12
2025-07-21,12,01,1,3590,濱野谷憲吾,15,6.91,1,0.12
2025-07-21,12,02,4,4397,西村拓也,59,6.92,4,0.27
2025-07-21,12,03,2,4311,岡村仁,34,6.94,2,0.15
2025-07-21,12,04,3,4413,水摩敦,36,7.0,3,0.20
2025-07-21,12,05,5,4256,渡辺浩司,32,7.06,5,0.25
2025-07-21,12,06,6,3940,飯山泰,29,6.89,6,0.25
2025-07-22,1,01,3,4598,加藤政彦,63,6.99,3,0.25
2025-07-22,1,02,6,4082,濱崎誠,54,7.1,6,0.26
2025-07-22,1,03,2,5054,佐々木大河,73,6.95,2,0.22
2025-07-22,1,04,1,5207,高山敬悟,69,6.9,1,0.25
2025-07-22,1,05,5,4093,吉田宗弘,56,6.93,5,0.23
2025-07-22,1,06,4,4393,田中孝明,75,6.95,4,0.31
2025-07-22,2,01,1,5152,丸山祐也,66,6.86,1,0.24
2025-07-22,2,02,3,4311,岡村仁,34,6.89,3,0.16
2025-07-22,2,03,6,4100,松田隆司,61,7.01,6,0.18
2025-07-22,2,04,4,4401,小林泰,35,6.97,4,0.19
2025-07-22,2,05,2,4875,大塚康雅,20,6.93,2,0.17
2025-07-22,2,06,5,2878,富山弘幸,18,7.01,5,0.18
2025-07-22,3,01,1,4039,村上功祐,26,6.99,1,0.15
2025-07-22,3,02,2,4413,水摩敦,36,7.02,2,0.17
2025-07-22,3,03,3,4180,上野秀和,30,7.02,3,0.13
2025-07-22,3,04,6,5190,大月遊雅,33,6.87,6,0.14
2025-07-22,3,05,4,4059,入澤友治,74,7.02,4,0.11
2025-07-22,3,06,5,3872,岡田憲行,64,6.94,5,0.18
2025-07-22,4,01,3,4406,幸野史明,52,6.97,3,0.16
2025-07-22,4,02,1,5022,伊藤尚汰,43,6.99,1,0.12
2025-07-22,4,03,2,3940,飯山泰,29,6.96,2,0.14
2025-07-22,4,04,4,4906,鈴木雅希,31,7.0,4,0.13
2025-07-22,4,05,6,3432,宮迫暢彦,55,6.97,6,0.19
2025-07-22,4,06,5,5004,河野主樹,72,6.95,5,0.12
2025-07-22,5,01,2,4397,西村拓也,59,6.91,2,0.13
2025-07-22,5,02,3,4865,立具敬司,70,7.0,3,0.11
2025-07-22,5,03,6,4330,奈須啓太,49,6.97,6,0.08
2025-07-22,5,04,5,5253,藤井太雅,44,6.92,5,0.10
2025-07-22,5,05,1,4085,荻野裕介,21,6.99,1,0.15
2025-07-22,5,06,4,4234,野相弘司,41,7.01,4,0.12
2025-07-22,6,01,1,5359,佐藤世那,68,6.94,1,0.13
2025-07-22,6,02,3,5007,近藤雄一郎,23,7.07,3,0.12
2025-07-22,6,03,2,4384,鶴本崇文,60,6.93,2,0.15
2025-07-22,6,04,6,4424,松尾昂明,10,6.95,6,0.06
2025-07-22,6,05,5,5207,高山敬悟,69,6.94,5,0.07
2025-07-22,6,06,4,4675,井手良太,57,6.97,4,0.15
2025-07-22,7,01,4,3915,繁野谷圭介,53,7.05,4,0.09
2025-07-22,7,02,2,3590,濱野谷憲吾,15,6.99,2,0.12
2025-07-22,7,03,1,5054,佐々木大河,73,6.88,1,0.09
2025-07-22,7,04,5,4779,伊倉光,16,6.94,5,0.12
2025-07-22,7,05,6,4485,楠原正剛,17,6.94,6,0.09
2025-07-22,7,06,3,5152,丸山祐也,66,6.98,3,0.15
2025-07-22,8,01,1,4551,三川昂暁,13,6.94,1,0.04
2025-07-22,8,02,2,4059,入澤友治,74,7.01,2,0.08
2025-07-22,8,03,6,3736,岡本猛,67,7.16,5,0.04
2025-07-22,8,04,5,4401,小林泰,35,7.16,4,0.06
2025-07-22,8,05,3,4082,濱崎誠,54,7.09,3,0.05
2025-07-22,8,06,4,5382,山下心一,45,7.07,6,0.06
2025-07-22,9,01,1,4083,福島勇樹,58,6.92,1,0.06
2025-07-22,9,02,4,3432,宮迫暢彦,55,6.91,4,0.12
2025-07-22,9,03,3,3161,古場輝義,38,7.02,3,0.18
2025-07-22,9,04,2,4100,松田隆司,61,7.03,2,0.11
2025-07-22,9,05,5,4413,水摩敦,36,6.95,5,0.18
2025-07-22,9,06,6,4093,吉田宗弘,56,6.96,6,0.19
2025-07-22,10,01,4,5253,藤井太雅,44,6.94,4,0.08
2025-07-22,10,02,3,4906,鈴木雅希,31,6.95,3,0.09
2025-07-22,10,03,6,4311,岡村仁,34,6.89,6,0.07
2025-07-22,10,04,2,4180,上野秀和,30,6.92,2,0.20
2025-07-22,10,05,1,4967,中村魁生,27,6.94,1,0.20
2025-07-22,10,06,5,5029,中亮太,12,6.84,5,0.07
2025-07-22,11,01,2,2878,富山弘幸,18,6.95,2,0.11
2025-07-22,11,02,4,3872,岡田憲行,64,6.93,4,0.27
2025-07-22,11,03,1,3940,飯山泰,29,6.98,1,0.09
2025-07-22,11,04,3,4330,奈須啓太,49,6.94,3,0.11
2025-07-22,11,05,5,4393,田中孝明,75,6.94,5,0.27
2025-07-22,11,06,6,5135,仲航太,62,6.94,6,0.22
2025-07-22,12,01,6,4598,加藤政彦,63,6.99,6,0.12
2025-07-22,12,02,4,4424,松尾昂明,10,6.84,4,0.10
2025-07-22,12,03,3,5190,大月遊雅,33,6.89,3,0.12
2025-07-22,12,04,5,3915,繁野谷圭介,53,6.93,5,0.10
2025-07-22,12,05,1,4397,西村拓也,59,6.86,1,0.09
2025-07-22,12,06,2,4406,幸野史明,52,6.89,2,0.15
2025-07-23,1,01,3,5253,藤井太雅,44,6.99,3,0.09
2025-07-23,1,02,1,5004,河野主樹,72,6.98,1,0.08
2025-07-23,1,03,4,4083,福島勇樹,58,6.97,4,0.19
2025-07-23,1,04,6,4406,幸野史明,52,7.05,6,0.20
2025-07-23,1,05,2,4865,立具敬司,70,6.98,2,0.12
2025-07-23,1,06,5,5382,山下心一,45,6.91,5,0.21
2025-07-23,2,01,1,4082,濱崎誠,54,7.06,1,0.18
2025-07-23,2,02,6,4875,大塚康雅,20,7.11,6,0.08
2025-07-23,2,03,2,4424,松尾昂明,10,6.95,2,0.13
2025-07-23,2,04,4,4180,上野秀和,30,7.05,4,0.08
2025-07-23,2,05,3,4397,西村拓也,59,7.01,3,0.10
2025-07-23,2,06,5,5359,佐藤世那,68,6.98,5,0.06
2025-07-23,3,01,1,4059,入澤友治,74,7.07,1,0.13
2025-07-23,3,02,2,5029,中亮太,12,6.96,2,0.15
2025-07-23,3,03,4,5022,伊藤尚汰,43,7.01,4,0.17
2025-07-23,3,04,3,3940,飯山泰,29,6.91,3,0.14
2025-07-23,3,05,6,3915,繁野谷圭介,53,7.04,6,0.29
2025-07-23,3,06,5,3736,岡本猛,67,7.0,5,0.15
2025-07-23,4,01,3,4384,鶴本崇文,60,7.03,4,0.16
2025-07-23,4,02,6,3161,古場輝義,38,7.05,2,0.23
2025-07-23,4,03,4,4779,伊倉光,16,6.98,5,0.21
2025-07-23,4,04,5,4234,野相弘司,41,7.08,6,0.25
2025-07-23,4,05,2,5190,大月遊雅,33,6.96,3,0.21
2025-07-23,4,06,1,4485,楠原正剛,17,6.9,1,0.18
2025-07-23,5,01,1,4393,田中孝明,75,6.96,1,0.06
2025-07-23,5,02,3,2878,富山弘幸,18,7.05,3,0.07
2025-07-23,5,03,6,3590,濱野谷憲吾,15,6.93,6,0.12
2025-07-23,5,04,2,4967,中村魁生,27,6.88,2,0.08
2025-07-23,5,05,4,4085,荻野裕介,21,6.96,4,0.14
2025-07-23,5,06,5,4100,松田隆司,61,6.96,5,0.13
2025-07-23,6,01,1,4093,吉田宗弘,56,6.97,1,0.16
2025-07-23,6,02,4,4413,水摩敦,36,7.02,4,0.20
2025-07-23,6,03,2,5004,河野主樹,72,6.87,2,0.15
2025-07-23,6,04,6,5007,近藤雄一郎,23,7.12,6,0.23
2025-07-23,6,05,3,4551,三川昂暁,13,7.0,3,0.16
2025-07-23,6,06,5,4039,村上功祐,26,7.04,5,0.17
2025-07-23,7,01,2,5135,仲航太,62,6.9,2,0.11
2025-07-23,7,02,1,3432,宮迫暢彦,55,6.94,1,0.08
2025-07-23,7,03,5,4311,岡村仁,34,6.95,5,0.04
2025-07-23,7,04,6,5359,佐藤世那,68,6.99,6,0.02
2025-07-23,7,05,4,4406,幸野史明,52,7.07,4,0.07
2025-07-23,7,06,3,5207,高山敬悟,69,6.96,3,0.09
2025-07-23,8,01,1,4598,加藤政彦,63,7.14,1,0.03
2025-07-23,8,02,4,3736,岡本猛,67,7.12,4,0.06
2025-07-23,8,03,6,5382,山下心一,45,7.02,6,0.11
2025-07-23,8,04,5,4330,奈須啓太,49,6.99,5,0.06
2025-07-23,8,05,3,4875,大塚康雅,20,7.05,3,0.03
2025-07-23,8,06,2,4675,井手良太,57,7.05,2,0.04
2025-07-23,9,01,1,4906,鈴木雅希,31,6.9,1,0.11
2025-07-23,9,02,2,5152,丸山祐也,66,6.89,2,0.15
2025-07-23,9,03,5,4083,福島勇樹,58,6.87,5,0.10
2025-07-23,9,04,3,5054,佐々木大河,73,6.9,3,0.14
2025-07-23,9,05,6,4234,野相弘司,41,7.04,6,0.11
2025-07-23,9,06,4,4397,西村拓也,59,6.87,4,0.13
2025-07-23,10,01,4,3940,飯山泰,29,6.91,4,0.08
2025-07-23,10,02,1,4424,松尾昂明,10,6.87,1,0.13
2025-07-23,10,03,3,4401,小林泰,35,7.01,3,0.12
2025-07-23,10,04,6,4865,立具敬司,70,7.0,6,0.11
2025-07-23,10,05,5,4967,中村魁生,27,6.92,5,0.13
2025-07-23,10,06,2,4485,楠原正剛,17,6.98,2,0.13
2025-07-23,11,01,1,3872,岡田憲行,64,6.99,1,0.15
2025-07-23,11,02,6,5253,藤井太雅,44,6.99,6,0.13
2025-07-23,11,03,5,3590,濱野谷憲吾,15,7.0,5,0.16
2025-07-23,11,04,2,4551,三川昂暁,13,6.98,2,0.14
2025-07-23,11,05,4,3161,古場輝義,38,7.09,4,0.16
2025-07-23,11,06,3,5022,伊藤尚汰,43,6.9,3,0.12
2025-07-23,12,01,4,4384,鶴本崇文,60,6.98,4,0.09
2025-07-23,12,02,3,5135,仲航太,62,6.88,3,0.13
2025-07-23,12,03,5,4082,濱崎誠,54,7.07,5,0.11
2025-07-23,12,04,6,5029,中亮太,12,6.97,6,0.11
2025-07-23,12,05,1,4413,水摩敦,36,7.04,1,0.17
2025-07-23,12,06,2,4085,荻野裕介,21,7.01,2,0.16
2025-07-24,1,01,4,4865,立具敬司,70,7.04,4,0.07
2025-07-24,1,02,1,4779,伊倉光,16,7.12,1,0.17
2025-07-24,1,03,5,4406,幸野史明,52,6.91,5,0.08
2025-07-24,1,04,6,4180,上野秀和,30,7.11,6,0.11
2025-07-24,1,05,3,4093,吉田宗弘,56,7.04,3,0.20
2025-07-24,1,06,2,3872,岡田憲行,64,7.09,2,0.16
2025-07-24,2,01,2,5207,高山敬悟,69,6.95,3,0.04
2025-07-24,2,02,6,2878,富山弘幸,18,7.09,4,0.07
2025-07-24,2,03,1,5007,近藤雄一郎,23,7.08,1,0.02
2025-07-24,2,04,3,5029,中亮太,12,6.99,5,0.07
2025-07-24,2,05,4,4598,加藤政彦,63,7.04,6,0.04
2025-07-24,2,06,5,3161,古場輝義,38,7.24,2,0.04
2025-07-24,3,01,1,4100,松田隆司,61,7.06,1,0.13
2025-07-24,3,02,3,4967,中村魁生,27,6.94,3,0.12
2025-07-24,3,03,2,4311,岡村仁,34,6.96,2,0.16
2025-07-24,3,04,6,4059,入澤友治,74,7.11,6,0.17
2025-07-24,3,05,5,5382,山下心一,45,7.01,5,0.22
2025-07-24,3,06,4,5359,佐藤世那,68,6.99,4,0.16
2025-07-24,4,01,1,4234,野相弘司,41,7.07,1,0.09
2025-07-24,4,02,4,4485,楠原正剛,17,7.02,4,0.13
2025-07-24,4,03,3,4085,荻野裕介,21,7.02,3,0.15
2025-07-24,4,04,6,4039,村上功祐,26,7.07,6,0.09
2025-07-24,4,05,5,4906,鈴木雅希,31,7.06,5,0.10
2025-07-24,4,06,2,3915,繁野谷圭介,53,7.05,2,0.11
2025-07-24,5,01,1,3432,宮迫暢彦,55,6.93,1,0.09
2025-07-24,5,02,2,5253,藤井太雅,44,6.92,2,0.11
2025-07-24,5,03,3,4424,松尾昂明,10,6.84,3,0.19
2025-07-24,5,04,4,3590,濱野谷憲吾,15,7.05,4,0.22
2025-07-24,5,05,6,5004,河野主樹,72,6.98,6,0.21
2025-07-24,5,06,5,4180,上野秀和,30,6.94,5,0.23
2025-07-24,6,01,3,4330,奈須啓太,49,7.01,3,0.10
2025-07-24,6,02,4,4082,濱崎誠,54,7.18,4,0.17
2025-07-24,6,03,6,4384,鶴本崇文,60,7.02,6,0.16
2025-07-24,6,04,2,4393,田中孝明,75,7.07,2,0.21
2025-07-24,6,05,1,4875,大塚康雅,20,7.01,1,0.14
2025-07-24,6,06,5,5190,大月遊雅,33,7.04,5,0.14
2025-07-24,7,01,6,4397,西村拓也,59,6.88,6,0.18
2025-07-24,7,02,4,5382,山下心一,45,6.98,4,0.15
2025-07-24,7,03,2,4093,吉田宗弘,56,6.97,2,0.20
2025-07-24,7,04,1,4401,小林泰,35,6.99,1,0.17
2025-07-24,7,05,3,2878,富山弘幸,18,6.98,3,0.21
2025-07-24,7,06,5,5152,丸山祐也,66,6.94,5,0.17
2025-07-24,8,01,4,5054,佐々木大河,73,6.99,4,0.10
2025-07-24,8,02,2,4598,加藤政彦,63,6.99,2,0.09
2025-07-24,8,03,6,5022,伊藤尚汰,43,6.96,6,0.19
2025-07-24,8,04,5,5135,仲航太,62,6.99,5,0.16
2025-07-24,8,05,3,4100,松田隆司,61,7.11,3,0.12
2025-07-24,8,06,1,4865,立具敬司,70,6.95,1,0.21
2025-07-24,9,01,1,3915,繁野谷圭介,53,6.9,1,0.12
2025-07-24,9,02,5,3940,飯山泰,29,6.92,5,0.08
2025-07-24,9,03,3,5004,河野主樹,72,6.86,3,0.09
2025-07-24,9,04,6,4551,三川昂暁,13,6.85,6,0.06
2025-07-24,9,05,4,5207,高山敬悟,69,6.87,4,0.09
2025-07-24,9,06,2,4779,伊倉光,16,6.87,2,0.12
2025-07-24,10,01,1,4413,水摩敦,36,6.96,1,0.16
2025-07-24,10,02,4,5007,近藤雄一郎,23,7.02,4,0.24
2025-07-24,10,03,3,3872,岡田憲行,64,7.08,3,0.17
2025-07-24,10,04,2,4330,奈須啓太,49,6.84,2,0.11
2025-07-24,10,05,5,3432,宮迫暢彦,55,6.93,5,0.18
2025-07-24,10,06,6,4083,福島勇樹,58,6.91,6,0.17
2025-07-24,11,01,1,5029,中亮太,12,6.96,1,0.08
2025-07-24,11,02,4,4384,鶴本崇文,60,7.01,4,0.15
2025-07-24,11,03,5,4059,入澤友治,74,6.96,5,0.18
2025-07-24,11,04,2,4039,村上功祐,26,6.99,2,0.09
2025-07-24,11,05,6,5152,丸山祐也,66,6.98,6,0.24
2025-07-24,11,06,3,3590,濱野谷憲吾,15,6.94,3,0.12
2025-07-24,12,01,1,4311,岡村仁,34,6.86,1,0.19
2025-07-24,12,02,6,4906,鈴木雅希,31,6.96,6,0.19
2025-07-24,12,03,4,4424,松尾昂明,10,6.79,4,0.12
2025-07-24,12,04,5,5054,佐々木大河,73,6.91,5,0.14
2025-07-24,12,05,2,4401,小林泰,35,6.95,2,0.19
2025-07-24,12,06,3,4393,田中孝明,75,7.0,3,0.17
2025-07-25,1,01,4,2878,富山弘幸,18,7.09,4,0.17
2025-07-25,1,02,6,4059,入澤友治,74,7.09,6,0.15
2025-07-25,1,03,2,5054,佐々木大河,73,7.01,2,0.27
2025-07-25,1,04,5,5207,高山敬悟,69,7.06,5,0.12
2025-07-25,1,05,3,3872,岡田憲行,64,7.15,3,0.23
2025-07-25,1,06,1,5190,大月遊雅,33,7.02,1,0.25
2025-07-25,2,01,5,4082,濱崎誠,54,7.01,5,0.11
2025-07-25,2,02,4,3161,古場輝義,38,7.16,2,0.11
2025-07-25,2,03,1,5359,佐藤世那,68,6.99,1,0.08
2025-07-25,2,04,2,4180,上野秀和,30,7.09,3,0.15
2025-07-25,2,05,3,4401,小林泰,35,7.1,4,0.13
2025-07-25,2,06,6,4083,福島勇樹,58,7.15,6,0.08
2025-07-25,3,01,5,4311,岡村仁,34,7.01,5,0.14
2025-07-25,3,02,2,4551,三川昂暁,13,7.0,2,0.16
2025-07-25,3,03,1,4234,野相弘司,41,7.01,1,0.18
2025-07-25,3,04,4,4330,奈須啓太,49,7.12,4,0.13
2025-07-25,3,05,3,3915,繁野谷圭介,53,6.94,3,0.17
2025-07-25,3,06,6,5007,近藤雄一郎,23,7.15,6,0.19
2025-07-25,4,01,1,5135,仲航太,62,6.85,1,0.13
2025-07-25,4,02,4,4967,中村魁生,27,6.83,4,0.04
2025-07-25,4,03,2,4397,西村拓也,59,6.99,2,0.08
2025-07-25,4,04,5,4039,村上功祐,26,7.0,5,0.03
2025-07-25,4,05,6,4598,加藤政彦,63,6.98,6,0.07
2025-07-25,4,06,3,4485,楠原正剛,17,6.93,3,0.05
2025-07-25,5,01,4,3590,濱野谷憲吾,15,7.03,4,0.06
2025-07-25,5,02,5,4085,荻野裕介,21,6.98,5,0.14
2025-07-25,5,03,6,4384,鶴本崇文,60,7.02,6,0.13
2025-07-25,5,04,2,5022,伊藤尚汰,43,6.96,2,0.10
2025-07-25,5,05,1,4093,吉田宗弘,56,6.98,1,0.08
2025-07-25,5,06,3,4424,松尾昂明,10,6.9,3,0.07
2025-07-25,6,01,4,3940,飯山泰,29,7.06,4,0.08
2025-07-25,6,02,2,4906,鈴木雅希,31,6.99,2,0.12
2025-07-25,6,03,1,3432,宮迫暢彦,55,6.99,1,0.10
2025-07-25,6,04,5,5004,河野主樹,72,6.95,5,0.18
2025-07-25,6,05,3,4413,水摩敦,36,6.93,3,0.17
2025-07-25,6,06,6,5382,山下心一,45,7.0,6,0.19
2025-07-25,7,01,6,5253,藤井太雅,44,7.0,6,0.20
2025-07-25,7,02,3,3161,古場輝義,38,7.17,3,0.11
2025-07-25,7,03,4,5054,佐々木大河,73,7.04,4,0.13
2025-07-25,7,04,2,4865,立具敬司,70,7.04,2,0.11
2025-07-25,7,05,1,4875,大塚康雅,20,7.08,1,0.16
2025-07-25,7,06,5,5029,中亮太,12,6.93,5,0.10
2025-07-25,8,01,1,3915,繁野谷圭介,53,6.92,1,0.22
2025-07-25,8,02,6,3872,岡田憲行,64,7.22,6,0.20
2025-07-25,8,03,5,4100,松田隆司,61,7.14,5,0.15
2025-07-25,8,04,4,4393,田中孝明,75,7.06,4,0.19
2025-07-25,8,05,2,5152,丸山祐也,66,7.03,2,0.25
2025-07-25,8,S1,3,5359,佐藤世那,68,7.01,3,0.18
2025-07-25,9,01,4,5190,大月遊雅,33,7.04,3,0.07
2025-07-25,9,02,3,4551,三川昂暁,13,7.11,2,0.07
2025-07-25,9,03,1,4401,小林泰,35,7.09,1,0.12
2025-07-25,9,04,5,4779,伊倉光,16,7.04,4,0.13
2025-07-25,9,05,2,4406,幸野史明,52,6.78,6,0.07
2025-07-25,9,06,6,4967,中村魁生,27,6.94,5,0.07
2025-07-25,10,01,1,4598,加藤政彦,63,6.96,1,0.04
2025-07-25,10,02,4,4083,福島勇樹,58,7.04,4,0.09
2025-07-25,10,03,5,4397,西村拓也,59,7.17,5,0.11
2025-07-25,10,04,3,3590,濱野谷憲吾,15,7.07,3,0.07
2025-07-25,10,05,2,4311,岡村仁,34,7.07,2,0.05
2025-07-25,10,06,6,4234,野相弘司,41,7.2,6,0.21
2025-07-25,11,01,1,4384,鶴本崇文,60,7.04,1,0.01
2025-07-25,11,02,4,4413,水摩敦,36,7.04,4,0.15
2025-07-25,11,03,3,3940,飯山泰,29,6.9,3,0.09
2025-07-25,11,04,2,4082,濱崎誠,54,6.99,2,0.10
2025-07-25,11,05,6,5135,仲航太,62,6.94,6,0.12
2025-07-25,11,06,5,5022,伊藤尚汰,43,6.87,5,0.12
2025-07-25,12,01,2,5029,中亮太,12,6.93,2,0.11
2025-07-25,12,02,3,4330,奈須啓太,49,6.97,3,0.08
2025-07-25,12,03,5,4906,鈴木雅希,31,7.11,5,0.21
2025-07-25,12,04,1,5253,藤井太雅,44,7.0,1,0.11
2025-07-25,12,05,4,4424,松尾昂明,10,6.91,4,0.20
2025-07-25,12,06,6,3432,宮迫暢彦,55,6.97,6,0.25
2025-07-26,1,01,1,5007,近藤雄一郎,23,7.14,1,0.11
2025-07-26,1,02,3,4093,吉田宗弘,56,7.1,3,0.13
2025-07-26,1,03,2,5004,河野主樹,72,7.06,2,0.13
2025-07-26,1,04,4,5207,高山敬悟,69,7.01,4,0.14
2025-07-26,1,05,6,4401,小林泰,35,7.15,6,0.18
2025-07-26,1,06,5,4406,幸野史明,52,6.94,5,0.13
2025-07-26,2,01,3,4180,上野秀和,30,7.09,3,0.08
2025-07-26,2,02,4,4100,松田隆司,61,7.14,4,0.05
2025-07-26,2,03,6,4906,鈴木雅希,31,7.25,6,0.12
2025-07-26,2,04,2,4393,田中孝明,75,7.11,2,0.10
2025-07-26,2,05,5,5253,藤井太雅,44,7.01,5,0.07
2025-07-26,2,06,1,4085,荻野裕介,21,7.09,1,0.11
2025-07-26,3,01,1,3590,濱野谷憲吾,15,6.98,1,0.10
2025-07-26,3,02,4,4485,楠原正剛,17,7.01,4,0.09
2025-07-26,3,03,2,2878,富山弘幸,18,7.02,2,0.13
2025-07-26,3,04,5,4865,立具敬司,70,7.12,5,0.11
2025-07-26,3,05,6,4059,入澤友治,74,7.08,6,0.09
2025-07-26,3,06,3,4779,伊倉光,16,7.08,3,0.11
2025-07-26,4,01,3,4424,松尾昂明,10,7.02,3,0.12
2025-07-26,4,02,1,4234,野相弘司,41,7.12,1,0.14
2025-07-26,4,03,6,4039,村上功祐,26,7.12,6,0.11
2025-07-26,4,04,2,5135,仲航太,62,7.01,2,0.26
2025-07-26,4,05,5,4875,大塚康雅,20,7.06,5,0.12
2025-07-26,4,S0,4,5152,丸山祐也,66,7.08,4,0.20
2025-07-26,5,01,1,4397,西村拓也,59,7.05,1,0.21
2025-07-26,5,02,4,4082,濱崎誠,54,7.17,4,0.19
2025-07-26,5,03,2,5022,伊藤尚汰,43,7.02,2,0.21
2025-07-26,5,04,5,4093,吉田宗弘,56,7.16,5,0.21
2025-07-26,5,05,3,5007,近藤雄一郎,23,7.2,3,0.19
2025-07-26,5,06,6,5382,山下心一,45,7.0,6,0.17
2025-07-26,6,01,1,3432,宮迫暢彦,55,7.0,1,0.11
2025-07-26,6,02,6,3940,飯山泰,29,6.98,6,0.13
2025-07-26,6,03,2,5207,高山敬悟,69,7.0,2,0.16
2025-07-26,6,04,5,4393,田中孝明,75,7.16,5,0.18
2025-07-26,6,05,3,4085,荻野裕介,21,7.15,3,0.12
2025-07-26,6,06,4,4406,幸野史明,52,6.98,4,0.14
2025-07-26,7,01,1,4311,岡村仁,34,7.02,1,0.19
2025-07-26,7,02,2,4100,松田隆司,61,7.14,2,0.13
2025-07-26,7,03,3,4485,楠原正剛,17,7.1,3,0.15
2025-07-26,7,04,5,4180,上野秀和,30,7.04,5,0.20
2025-07-26,7,05,4,4865,立具敬司,70,7.06,4,0.17
