date,race,rname,day_n,title,weather,wdir,wspd,wave,kimarite,combo,payout,c1_regno,c1_rank,win_boat,win_course,n_fins
2025-07-21,1,予選,1,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,4,3,逃げ,1-3-2,3950,3736,01,1,1,6
2025-07-21,2,予選,1,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,5,3,逃げ,1-4-6,11420,5029,01,1,1,6
2025-07-21,3,予選,1,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,5,3,まくり,2-3-6,1540,5190,06,2,2,6
2025-07-21,4,予選,1,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,5,3,逃げ,1-4-5,2710,5253,01,1,1,6
2025-07-21,5,予選,1,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,5,3,抜き,3-1-4,2180,4406,02,3,3,6
2025-07-21,6,予選,1,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,5,3,差し,2-4-5,2970,2878,05,2,2,6
2025-07-21,7,予選,1,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,5,3,抜き,3-2-1,2380,4180,03,3,3,6
2025-07-21,8,予選,1,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,5,3,差し,2-1-5,9290,5135,02,2,2,6
2025-07-21,9,予選特賞,1,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,6,3,差し,4-2-5,5040,3161,04,4,4,6
2025-07-21,10,予選特賞,1,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,5,3,逃げ,1-5-6,5300,4330,01,1,1,6
2025-07-21,11,予選特選,1,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,4,3,逃げ,1-5-3,4490,4384,01,1,1,6
2025-07-21,12,東京ベイＤＲ,1,トランスワードトロフィー東京大阪福岡三都市対抗戦,曇り,南,5,3,逃げ,1-4-2,1440,3590,01,1,1,6
2025-07-22,1,予選,2,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,4,3,差し,3-6-2,8520,5207,04,3,3,6
2025-07-22,2,予選,2,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,3,3,逃げ,1-3-6,11300,5152,01,1,1,6
2025-07-22,3,予選,2,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,5,3,逃げ,1-2-3,1860,4039,01,1,1,6
2025-07-22,4,予選,2,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,6,3,抜き,3-1-2,10270,5022,02,3,3,6
2025-07-22,5,予選,2,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,7,3,差し,2-3-6,4960,4085,05,2,2,6
2025-07-22,6,予選,2,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,6,3,逃げ,1-3-2,8540,5359,01,1,1,6
2025-07-22,7,予選,2,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,4,3,まくり,4-2-1,7740,5054,03,4,4,6
2025-07-22,8,予選,2,トランスワードトロフィー東京大阪福岡三都市対抗戦,曇り,南,4,3,逃げ,1-2-6,3840,4551,01,1,1,6
2025-07-22,9,予選特賞,2,トランスワードトロフィー東京大阪福岡三都市対抗戦,曇り,南,3,3,抜き,1-4-3,2930,4083,01,1,1,6
2025-07-22,10,予選特賞,2,トランスワードトロフィー東京大阪福岡三都市対抗戦,曇り,南,3,3,まくり差し,4-3-6,34880,4967,05,4,4,6
2025-07-22,11,予選特選,2,トランスワードトロフィー東京大阪福岡三都市対抗戦,曇り,南,4,3,差し,2-4-1,34520,3940,03,2,2,6
2025-07-22,12,記者選抜,2,トランスワードトロフィー東京大阪福岡三都市対抗戦,曇り,南,5,3,抜き,6-4-3,118180,4397,05,6,6,6
2025-07-23,1,予選,3,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,5,3,抜き,3-1-4,2920,5004,02,3,3,6
2025-07-23,2,予選,3,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,5,3,逃げ,1-6-2,22380,4082,01,1,1,6
2025-07-23,3,予選,3,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,5,3,逃げ,1-2-4,2940,4059,01,1,1,6
2025-07-23,4,予選,3,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,5,3,まくり,3-6-4,9150,4485,06,3,4,6
2025-07-23,5,予選,3,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,5,3,逃げ,1-3-6,5770,4393,01,1,1,6
2025-07-23,6,予選,3,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,4,3,抜き,1-4-2,3050,4093,01,1,1,6
2025-07-23,7,予選,3,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,5,3,差し,2-1-5,1160,3432,02,2,2,6
2025-07-23,8,予選,3,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,5,3,抜き,1-4-6,19950,4598,01,1,1,6
2025-07-23,9,予選特賞,3,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,5,3,抜き,1-2-5,3330,4906,01,1,1,6
2025-07-23,10,予選特賞,3,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,4,3,まくり,4-1-3,4480,4424,02,4,4,6
2025-07-23,11,予選特選,3,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,4,3,逃げ,1-6-5,7600,3872,01,1,1,6
2025-07-23,12,記者選抜,3,トランスワードトロフィー東京大阪福岡三都市対抗戦,曇り,南,4,3,まくり差し,4-3-5,9610,4413,05,4,4,6
2025-07-24,1,予選,4,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,4,3,まくり,4-1-5,16600,4779,02,4,4,6
2025-07-24,2,予選,4,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,5,3,まくり,2-6-1,26600,5007,03,2,3,6
2025-07-24,3,予選,4,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,5,3,逃げ,1-3-2,1770,4100,01,1,1,6
2025-07-24,4,予選,4,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,5,3,逃げ,1-4-3,6090,4234,01,1,1,6
2025-07-24,5,予選,4,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,4,3,逃げ,1-2-3,2560,3432,01,1,1,6
2025-07-24,6,予選,4,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,5,3,抜き,3-4-6,2300,4875,05,3,3,6
2025-07-24,7,予選,4,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,4,3,差し,6-4-2,57550,4401,04,6,6,6
2025-07-24,8,予選,4,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,5,3,まくり差し,4-2-6,13060,4865,06,4,4,6
2025-07-24,9,予選特賞,4,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,4,3,逃げ,1-5-3,2230,3915,01,1,1,6
2025-07-24,10,予選特賞,4,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,5,3,逃げ,1-4-3,9630,4413,01,1,1,6
2025-07-24,11,予選特選,4,トランスワードトロフィー東京大阪福岡三都市対抗戦,曇り,南,3,3,逃げ,1-4-5,4120,5029,01,1,1,6
2025-07-24,12,記者選抜,4,トランスワードトロフィー東京大阪福岡三都市対抗戦,曇り,南,4,3,逃げ,1-6-4,4310,4311,01,1,1,6
2025-07-25,1,一般,5,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,6,3,まくり,4-6-2,10190,5190,06,4,4,6
2025-07-25,2,一般,5,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,6,3,まくり差し,5-4-1,17180,5359,03,5,5,6
2025-07-25,3,一般,5,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,3,3,差し,5-2-1,12970,4234,03,5,5,6
2025-07-25,4,一般,5,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,4,3,逃げ,1-4-2,1820,5135,01,1,1,6
2025-07-25,5,一般,5,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,6,3,抜き,4-5-6,6370,4093,05,4,4,6
2025-07-25,6,一般,5,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,5,3,まくり,4-2-1,4220,3432,03,4,4,6
2025-07-25,7,一般,5,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,5,3,差し,6-3-4,37540,4875,05,6,6,6
2025-07-25,8,一般,5,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,6,3,逃げ,1-6-5,4130,3915,01,1,1,6
2025-07-25,9,一般特賞,5,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,4,3,差し,4-3-1,23010,4401,03,4,3,6
2025-07-25,10,準優勝戦,5,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,5,3,逃げ,1-4-5,5680,4598,01,1,1,6
2025-07-25,11,準優勝戦,5,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,5,3,逃げ,1-4-3,1810,4384,01,1,1,6
2025-07-25,12,準優勝戦,5,トランスワードトロフィー東京大阪福岡三都市対抗戦,曇り,南,4,3,まくり,2-3-5,7680,5253,04,2,2,6
2025-07-26,1,一般,6,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,5,3,逃げ,1-3-2,2080,5007,01,1,1,6
2025-07-26,2,一般,6,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,5,3,抜き,3-4-6,21650,4085,06,3,3,6
2025-07-26,3,一般,6,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,5,3,逃げ,1-4-2,790,3590,01,1,1,6
2025-07-26,4,一般,6,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,5,3,まくり差し,3-1-6,8480,4234,02,3,3,6
2025-07-26,5,一般,6,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,6,3,逃げ,1-4-2,740,4397,01,1,1,6
2025-07-26,6,一般,6,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,5,3,逃げ,1-6-2,3480,3432,01,1,1,6
2025-07-26,7,一般,6,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,7,4,逃げ,1-2-3,700,4311,01,1,1,6
2025-07-26,8,一般,6,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,7,4,まくり,4-2-1,2810,4779,03,4,4,6
2025-07-26,9,一般特選,6,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,7,4,まくり差し,3-1-5,5320,4059,02,3,3,6
2025-07-26,10,選抜,6,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,5,3,まくり差し,5-2-4,11180,4906,06,5,5,6
2025-07-26,11,選抜,6,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,6,4,差し,4-2-5,24140,3940,S0,4,4,6
2025-07-26,12,優勝戦,6,トランスワードトロフィー東京大阪福岡三都市対抗戦,晴,南,5,3,逃げ,1-2-3,890,4384,01,1,1,6
2025-07-29,1,予選,1,ＢＩＧＦＵＮ平和島杯,晴,南,2,3,差し,2-5-3,2360,4200,05,2,2,6
2025-07-29,2,東京ベイラン,1,ＢＩＧＦＵＮ平和島杯,晴,南,4,3,逃げ,1-3-5,800,4448,01,1,1,6
2025-07-29,3,予選,1,ＢＩＧＦＵＮ平和島杯,晴,南東,3,3,まくり差し,4-2-6,61280,3618,04,4,4,6
2025-07-29,4,予選,1,ＢＩＧＦＵＮ平和島杯,晴,南東,3,3,まくり差し,4-1-2,6090,4899,02,4,4,6
2025-07-29,5,予選,1,ＢＩＧＦＵＮ平和島杯,晴,南,3,3,まくり,3-2-5,8090,3542,05,3,3,6
2025-07-29,6,予選,1,ＢＩＧＦＵＮ平和島杯,晴,東,3,3,差し,2-5-3,7140,3928,04,2,2,6
2025-07-29,7,予選,1,ＢＩＧＦＵＮ平和島杯,晴,南東,3,3,逃げ,1-3-2,810,3990,01,1,1,6
2025-07-29,8,ベイブレイク,1,ＢＩＧＦＵＮ平和島杯,晴,南東,3,3,差し,4-1-5,1120,4017,02,4,4,6
2025-07-29,9,予選特賞,1,ＢＩＧＦＵＮ平和島杯,晴,南,3,3,逃げ,1-3-2,1170,5110,01,1,1,6
2025-07-29,10,予選特賞,1,ＢＩＧＦＵＮ平和島杯,晴,東,2,3,逃げ,1-3-4,1320,3965,01,1,1,6
2025-07-29,11,予選特選,1,ＢＩＧＦＵＮ平和島杯,晴,南東,2,3,まくり,4-6-3,31470,5132,04,4,4,6
2025-07-29,12,平和島選抜,1,ＢＩＧＦＵＮ平和島杯,晴,南東,2,3,逃げ,1-4-6,5350,3952,01,1,1,6
2025-07-31,1,予選,2,ＢＩＧＦＵＮ平和島杯,晴,北東,2,3,差し,2-1-3,2560,4665,02,2,2,6
2025-07-31,2,東京ベイラン,2,ＢＩＧＦＵＮ平和島杯,曇り,東,3,3,逃げ,1-4-6,2420,4099,01,1,1,6
2025-07-31,3,予選,2,ＢＩＧＦＵＮ平和島杯,晴,東,2,3,差し,4-6-1,20730,3286,03,4,4,6
2025-07-31,4,予選,2,ＢＩＧＦＵＮ平和島杯,晴,東,3,3,逃げ,1-3-2,1920,3850,01,1,1,6
2025-07-31,5,予選,2,ＢＩＧＦＵＮ平和島杯,晴,東,2,3,差し,2-1-4,1650,4081,02,2,2,6
2025-07-31,6,予選,2,ＢＩＧＦＵＮ平和島杯,晴,北東,2,3,まくり差し,6-1-3,34010,4457,02,6,6,6
2025-07-31,7,予選,2,ＢＩＧＦＵＮ平和島杯,晴,北東,3,3,抜き,1-4-3,7880,3911,01,1,1,6
2025-07-31,8,ベイブレイク,2,ＢＩＧＦＵＮ平和島杯,晴,北東,2,3,まくり,3-2-4,23470,4053,04,3,3,6
2025-07-31,9,予選特賞,2,ＢＩＧＦＵＮ平和島杯,晴,北東,3,3,まくり,5-1-6,5340,3406,02,5,5,6
2025-07-31,10,予選特賞,2,ＢＩＧＦＵＮ平和島杯,晴,東,2,3,逃げ,1-5-3,2900,4122,01,1,1,6
2025-07-31,11,予選特選,2,ＢＩＧＦＵＮ平和島杯,晴,東,2,3,逃げ,1-4-2,6440,4240,01,1,1,6
2025-07-31,12,記者選抜,2,ＢＩＧＦＵＮ平和島杯,晴,東,2,3,逃げ,1-2-5,1450,4137,01,1,1,6
2025-08-01,1,予選,3,ＢＩＧＦＵＮ平和島杯,曇り,北,7,5,まくり差し,4-1-5,1590,3226,02,4,4,6
2025-08-01,2,東京ベイラン,3,ＢＩＧＦＵＮ平和島杯,雨,北東,7,5,逃げ,1-4-2,1420,4496,01,1,1,6
2025-08-01,3,予選,3,ＢＩＧＦＵＮ平和島杯,曇り,北,6,5,まくり,2-4-3,1140,4479,06,2,2,6
2025-08-01,4,予選,3,ＢＩＧＦＵＮ平和島杯,雨,北,8,5,まくり,2-6-3,2490,3869,05,2,2,6
2025-08-01,5,予選,3,ＢＩＧＦＵＮ平和島杯,雨,北,7,5,まくり,2-4-1,5540,3647,03,2,2,6
2025-08-01,6,予選,3,ＢＩＧＦＵＮ平和島杯,曇り,北,8,5,逃げ,1-2-4,3930,3718,01,1,1,6
2025-08-01,7,予選,3,ＢＩＧＦＵＮ平和島杯,雨,北,6,5,抜き,2-4-3,22310,4062,05,2,3,6
2025-08-01,8,ベイブレイク,3,ＢＩＧＦＵＮ平和島杯,雨,北,6,5,逃げ,1-5-4,2500,4345,01,1,1,6
2025-08-01,9,予選特賞,3,ＢＩＧＦＵＮ平和島杯,曇り,北,5,4,差し,2-1-3,5090,4356,02,2,2,6
2025-08-01,10,予選特賞,3,ＢＩＧＦＵＮ平和島杯,曇り,北,7,5,差し,6-3-4,63310,4105,05,6,6,6
2025-08-01,11,予選特選,3,ＢＩＧＦＵＮ平和島杯,曇り,北,7,5,まくり差し,2-6-1,13560,3659,03,2,3,6
2025-08-01,12,記者選抜,3,ＢＩＧＦＵＮ平和島杯,曇り,北,6,5,まくり差し,5-6-3,10670,4225,04,5,5,6
2025-08-02,1,一般,4,ＢＩＧＦＵＮ平和島杯,晴,南,3,3,抜き,3-1-2,18720,3542,03,3,3,6
2025-08-02,2,一般,4,ＢＩＧＦＵＮ平和島杯,晴,南,4,3,まくり差し,4-1-6,12900,5237,02,4,4,6
2025-08-02,3,一般,4,ＢＩＧＦＵＮ平和島杯,晴,南,6,3,差し,2-1-5,1580,4784,02,2,2,6
2025-08-02,4,一般,4,ＢＩＧＦＵＮ平和島杯,晴,南,5,3,抜き,1-2-4,770,4225,01,1,1,6
2025-08-02,5,一般,4,ＢＩＧＦＵＮ平和島杯,晴,南,7,3,差し,2-3-4,3390,5131,06,2,2,6
2025-08-02,6,一般,4,ＢＩＧＦＵＮ平和島杯,晴,南,5,3,まくり,2-1-5,3970,4803,02,2,2,6
2025-08-02,7,一般,4,ＢＩＧＦＵＮ平和島杯,晴,南,5,3,逃げ,1-2-6,4530,4240,01,1,1,6
2025-08-02,8,一般,4,ＢＩＧＦＵＮ平和島杯,晴,南,5,3,まくり差し,3-6-2,8980,5259,05,3,3,6
2025-08-02,9,一般特賞,4,ＢＩＧＦＵＮ平和島杯,晴,南,5,3,まくり差し,3-1-5,4130,4053,02,3,3,6
2025-08-02,10,一般特賞,4,ＢＩＧＦＵＮ平和島杯,晴,南,5,3,まくり,3-1-4,4020,4345,02,3,3,6
2025-08-02,11,準優勝戦,4,ＢＩＧＦＵＮ平和島杯,曇り,南,3,3,差し,2-1-3,2350,5110,02,2,2,6
2025-08-02,12,準優勝戦,4,ＢＩＧＦＵＮ平和島杯,晴,南,5,3,逃げ,1-3-4,1360,4957,01,1,1,6
2025-08-03,1,一般,5,ＢＩＧＦＵＮ平和島杯,晴,北,3,3,まくり,5-6-3,8840,3928,05,5,4,6
2025-08-03,2,一般,5,ＢＩＧＦＵＮ平和島杯,晴,北東,2,3,まくり,6-3-1,5260,4081,03,6,6,6
2025-08-03,3,一般,5,ＢＩＧＦＵＮ平和島杯,晴,東,2,3,差し,2-1-6,3500,4200,02,2,2,6
2025-08-03,4,一般,5,ＢＩＧＦＵＮ平和島杯,晴,東,2,3,まくり,3-6-5,16760,4457,06,3,3,6
2025-08-03,5,一般,5,ＢＩＧＦＵＮ平和島杯,晴,東,2,3,逃げ,1-5-3,3120,3659,01,1,1,6
2025-08-03,6,一般,5,ＢＩＧＦＵＮ平和島杯,晴,南,4,3,抜き,3-2-1,8480,3647,03,3,3,6
2025-08-03,7,一般,5,ＢＩＧＦＵＮ平和島杯,晴,南,4,3,まくり,6-4-5,46070,5132,04,6,6,6
2025-08-03,8,一般,5,ＢＩＧＦＵＮ平和島杯,晴,南,4,3,抜き,3-1-2,5530,3226,02,3,3,6
2025-08-03,9,一般特選,5,ＢＩＧＦＵＮ平和島杯,晴,南東,2,3,逃げ,1-5-4,1320,4099,01,1,1,6
2025-08-03,10,選抜,5,ＢＩＧＦＵＮ平和島杯,晴,南東,3,3,逃げ,1-2-3,1280,3965,01,1,1,6
2025-08-03,11,選抜,5,ＢＩＧＦＵＮ平和島杯,晴,南東,2,3,逃げ,1-2-6,1730,4225,01,1,1,6
2025-08-03,12,優勝戦,5,ＢＩＧＦＵＮ平和島杯,曇り,南,2,3,逃げ,1-3-4,2550,4957,01,1,1,6
2025-08-07,1,予選,1,第１回アサヒビールカップ,曇り,西,1,3,まくり,3-4-1,2240,5100,03,3,3,6
2025-08-07,2,東京ベイラン,1,第１回アサヒビールカップ,曇り,北,1,3,逃げ,1-2-5,1310,3813,01,1,1,6
2025-08-07,3,予選,1,第１回アサヒビールカップ,曇り,西,1,3,まくり,5-6-3,4440,4329,05,5,4,6
2025-08-07,4,予選,1,第１回アサヒビールカップ,曇り,南,1,3,抜き,2-5-6,11130,5063,05,2,2,6
2025-08-07,5,予選,1,第１回アサヒビールカップ,晴,南,2,3,まくり,3-4-2,3450,3935,04,3,3,6
2025-08-07,6,予選,1,第１回アサヒビールカップ,曇り,南,1,3,まくり,4-2-5,15480,5301,05,4,4,6
2025-08-07,7,予選,1,第１回アサヒビールカップ,晴,南,2,3,抜き,4-2-1,5600,3775,03,4,4,6
2025-08-07,8,ベイブレイク,1,第１回アサヒビールカップ,晴,南,3,3,まくり差し,4-1-5,1020,4640,02,4,3,6
2025-08-07,9,予選特賞,1,第１回アサヒビールカップ,晴,南,1,3,逃げ,1-3-6,11580,5133,01,1,1,6
2025-08-07,10,予選特賞,1,第１回アサヒビールカップ,晴,南,5,3,逃げ,1-4-5,1470,3713,01,1,1,6
2025-08-07,11,予選特選,1,第１回アサヒビールカップ,晴,南,4,3,まくり,4-5-6,8430,4086,04,4,4,6
2025-08-07,12,平和島選抜,1,第１回アサヒビールカップ,曇り,南,3,3,まくり,3-4-2,16870,3978,05,3,3,6
2025-08-08,1,予選,2,第１回アサヒビールカップ,晴,南,4,3,差し,4-1-3,3810,3949,02,4,4,6
2025-08-08,2,東京ベイラン,2,第１回アサヒビールカップ,晴,南東,5,3,逃げ,1-3-5,1180,3679,01,1,1,6
2025-08-08,3,予選,2,第１回アサヒビールカップ,晴,南,5,3,逃げ,1-2-4,2120,4162,01,1,1,6
2025-08-08,4,予選,2,第１回アサヒビールカップ,晴,南,5,3,逃げ,1-2-3,960,5252,01,1,1,6
2025-08-08,5,予選,2,第１回アサヒビールカップ,曇り,南,2,3,まくり,5-6-1,2790,3868,03,5,5,6
2025-08-08,6,予選,2,第１回アサヒビールカップ,晴,北,1,3,逃げ,1-4-5,2440,3202,01,1,1,6
2025-08-08,7,予選,2,第１回アサヒビールカップ,晴,南,2,3,差し,2-1-3,2950,3863,02,2,2,6
2025-08-08,8,ベイブレイク,2,第１回アサヒビールカップ,晴,南東,2,3,逃げ,1-6-2,16580,5038,01,1,1,6
2025-08-08,9,予選特賞,2,第１回アサヒビールカップ,曇り,南東,4,3,差し,2-1-4,1220,4821,02,2,2,6
2025-08-08,10,予選特賞,2,第１回アサヒビールカップ,晴,南東,3,3,抜き,2-3-5,18760,4452,04,2,2,6
2025-08-08,11,予選特選,2,第１回アサヒビールカップ,晴,南,4,3,逃げ,1-3-5,750,3951,01,1,1,6
2025-08-08,12,記者選抜,2,第１回アサヒビールカップ,晴,南,5,3,差し,2-6-1,33560,4335,03,2,2,6
2025-08-09,1,予選,3,第１回アサヒビールカップ,曇り,南,2,3,逃げ,1-3-2,1170,3507,01,1,1,6
2025-08-09,2,東京ベイラン,3,第１回アサヒビールカップ,晴,南,2,3,逃げ,1-3-4,640,3978,01,1,1,6
2025-08-09,3,予選,3,第１回アサヒビールカップ,晴,南東,1,3,差し,5-4-3,33120,4945,04,5,6,6
2025-08-09,4,予選,3,第１回アサヒビールカップ,晴,南東,2,3,まくり,2-3-6,890,3444,06,2,2,6
2025-08-09,5,予選,3,第１回アサヒビールカップ,晴,南東,3,3,差し,2-4-5,10600,3340,05,2,2,6
2025-08-09,6,予選,3,第１回アサヒビールカップ,曇り,南,4,3,まくり,5-4-1,3160,4380,03,5,2,6
2025-08-09,7,予選,3,第１回アサヒビールカップ,晴,南,5,3,まくり差し,4-3-2,2190,5290,S1,4,4,6
2025-08-09,8,ベイブレイク,3,第１回アサヒビールカップ,晴,南,5,3,差し,4-1-5,1260,3662,02,4,4,6
2025-08-09,9,予選特賞,3,第１回アサヒビールカップ,晴,南東,4,3,まくり,6-2-1,33940,4306,03,6,6,6
2025-08-09,10,予選特賞,3,第１回アサヒビールカップ,晴,南,5,3,逃げ,1-3-4,520,5096,01,1,1,6
2025-08-09,11,予選特選,3,第１回アサヒビールカップ,晴,南,5,3,逃げ,1-4-2,2360,5217,01,1,1,6
2025-08-09,12,記者選抜,3,第１回アサヒビールカップ,晴,南,4,3,逃げ,1-6-4,9340,3849,01,1,1,6
2025-08-10,1,予選,4,第１回アサヒビールカップ,曇り,南,5,3,逃げ,1-5-3,2810,4020,01,1,1,6
2025-08-10,2,東京ベイラン,4,第１回アサヒビールカップ,曇り,南,4,3,逃げ,1-3-4,990,4335,01,1,1,6
2025-08-10,3,予選,4,第１回アサヒビールカップ,雨,南,5,3,逃げ,1-3-4,1610,4056,01,1,1,6
2025-08-10,4,予選,4,第１回アサヒビールカップ,雨,南,6,4,差し,2-4-6,2530,3502,04,2,2,6
2025-08-10,5,予選,4,第１回アサヒビールカップ,雨,南,6,4,逃げ,1-4-5,3230,3742,01,1,1,6
2025-08-10,6,予選,4,第１回アサヒビールカップ,曇り,南,6,4,逃げ,1-3-4,3010,5133,01,1,1,6
2025-08-10,7,予選,4,第１回アサヒビールカップ,雨,南,6,4,差し,2-1-6,3160,4474,02,2,2,6
2025-08-10,8,ベイブレイク,4,第１回アサヒビールカップ,雨,南,6,4,逃げ,1-4-2,2060,4452,01,1,1,6
2025-08-10,9,予選特賞,4,第１回アサヒビールカップ,雨,南,6,4,まくり,2-5-1,1920,3889,03,2,2,6
2025-08-10,10,予選特賞,4,第１回アサヒビールカップ,雨,南,6,4,まくり,4-1-5,1810,4086,02,4,4,6
2025-08-10,11,予選特選,4,第１回アサヒビールカップ,雨,南,4,3,逃げ,1-3-6,1850,3813,01,1,1,6
2025-08-10,12,記者選抜,4,第１回アサヒビールカップ,雨,南,6,4,逃げ,1-3-4,900,3679,01,1,1,6
2025-08-11,1,一般,5,第１回アサヒビールカップ,曇り,南,6,5,差し,4-2-3,2540,5290,06,4,4,6
2025-08-11,2,一般,5,第１回アサヒビールカップ,雨,南,6,5,まくり,3-1-4,5920,3889,02,3,3,6
2025-08-11,3,一般,5,第１回アサヒビールカップ,雨,南,6,5,逃げ,1-5-2,1310,5252,01,1,1,6
2025-08-11,4,一般,5,第１回アサヒビールカップ,雨,南,7,5,まくり差し,4-3-5,8630,3507,05,4,4,6
2025-08-11,5,一般,5,第１回アサヒビールカップ,雨,南,7,5,逃げ,1-2-4,1830,4452,01,1,1,6
2025-08-11,6,一般,5,第１回アサヒビールカップ,雨,南,7,5,抜き,4-1-5,3040,3775,02,4,4,6
2025-08-11,7,一般,5,第１回アサヒビールカップ,雨,南,5,4,逃げ,1-2-5,2600,5063,01,1,1,6
2025-08-11,8,一般,5,第１回アサヒビールカップ,曇り,南,5,4,逃げ,1-4-2,2620,3202,01,1,1,6
2025-08-11,9,一般特賞,5,第１回アサヒビールカップ,雨,南,4,3,逃げ,1-5-4,2510,3662,01,1,1,6
2025-08-11,10,準優勝戦,5,第１回アサヒビールカップ,雨,南,4,3,逃げ,1-2-5,1040,4335,01,1,1,6
2025-08-11,11,準優勝戦,5,第１回アサヒビールカップ,曇り,南,6,4,逃げ,1-2-6,2360,3849,01,1,1,6
2025-08-11,12,準優勝戦,5,第１回アサヒビールカップ,曇り,南,7,5,まくり差し,5-1-3,18630,5217,02,5,5,6
2025-08-12,1,一般,6,第１回アサヒビールカップ,曇り,南,6,3,まくり差し,3-1-2,10150,3863,02,3,3,6
2025-08-12,2,一般,6,第１回アサヒビールカップ,曇り,南,5,3,まくり,4-6-3,1760,3340,04,4,4,6
2025-08-12,3,一般,6,第１回アサヒビールカップ,曇り,南,3,3,逃げ,1-3-4,1700,4452,01,1,1,6
2025-08-12,4,一般,6,第１回アサヒビールカップ,曇り,南,3,3,逃げ,1-4-6,7690,4162,01,1,1,6
2025-08-12,5,一般,6,第１回アサヒビールカップ,曇り,南,3,3,抜き,1-4-3,1460,5096,01,1,1,6
2025-08-12,6,一般,6,第１回アサヒビールカップ,曇り,南,3,3,まくり差し,4-3-5,7200,4020,05,4,4,6
2025-08-12,7,一般,6,第１回アサヒビールカップ,曇り,南,3,3,逃げ,1-3-5,2630,5301,01,1,1,6
2025-08-12,8,一般,6,第１回アサヒビールカップ,曇り,南,4,3,逃げ,1-2-4,2290,4329,01,1,1,6
2025-08-12,9,一般特選,6,第１回アサヒビールカップ,曇り,南,3,3,抜き,2-1-3,4060,3662,02,2,2,6
