date,race,rname,day_n,title,weather,wdir,wspd,wave,kimarite,combo,payout,c1_regno,c1_rank,win_boat,win_course,n_fins
2026-01-31,11,予選特選,3,ＪＥＳＣＯカップ・平和島劇場開設１６周年記念,晴,南,2,3,逃げ,1-5-2,490,4983,01,1,1,6
2026-01-31,12,記者選抜,3,ＪＥＳＣＯカップ・平和島劇場開設１６周年記念,晴,南,1,3,まくり,4-1-3,19090,4832,02,4,4,6
2026-02-01,1,一般,4,ＪＥＳＣＯカップ・平和島劇場開設１６周年記念,晴,南西,2,3,まくり,4-3-5,3050,4692,05,4,4,6
2026-02-01,2,一般,4,ＪＥＳＣＯカップ・平和島劇場開設１６周年記念,晴,,0,3,差し,2-3-5,4070,4407,05,2,2,6
2026-02-01,3,一般,4,ＪＥＳＣＯカップ・平和島劇場開設１６周年記念,晴,北東,1,3,まくり,5-6-3,4380,5273,04,5,5,6
2026-02-01,4,一般,4,ＪＥＳＣＯカップ・平和島劇場開設１６周年記念,晴,南東,1,3,抜き,3-4-2,5300,5100,06,3,3,6
2026-02-01,5,一般,4,ＪＥＳＣＯカップ・平和島劇場開設１６周年記念,晴,東,2,3,まくり,4-5-6,5520,5266,05,4,4,6
2026-02-01,6,一般,4,ＪＥＳＣＯカップ・平和島劇場開設１６周年記念,晴,東,2,3,まくり差し,3-1-4,3260,5270,02,3,3,6
2026-02-01,7,一般,4,ＪＥＳＣＯカップ・平和島劇場開設１６周年記念,晴,東,2,3,まくり差し,5-1-2,7540,3158,02,5,5,6
2026-02-01,8,一般,4,ＪＥＳＣＯカップ・平和島劇場開設１６周年記念,晴,東,1,3,逃げ,1-4-3,1280,5232,01,1,1,6
2026-02-01,9,一般特選,4,ＪＥＳＣＯカップ・平和島劇場開設１６周年記念,晴,南東,2,3,逃げ,1-2-4,7120,4816,01,1,1,6
2026-02-01,10,選抜,4,ＪＥＳＣＯカップ・平和島劇場開設１６周年記念,晴,南東,1,3,逃げ,1-5-2,1290,5330,01,1,1,6
2026-02-01,11,選抜,4,ＪＥＳＣＯカップ・平和島劇場開設１６周年記念,晴,南,1,3,逃げ,1-6-2,5770,4036,01,1,1,6
2026-02-01,12,優勝戦,4,ＪＥＳＣＯカップ・平和島劇場開設１６周年記念,晴,南東,1,3,まくり差し,5-1-6,9090,4983,02,5,5,6
2026-02-04,1,予選,1,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,晴,北,1,3,まくり差し,3-2-5,6930,5046,05,3,3,6
2026-02-04,2,予選,1,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,晴,南東,1,3,まくり,2-6-4,3100,3982,06,2,2,6
2026-02-04,3,予選,1,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,晴,,0,3,まくり,5-1-3,1980,4740,02,5,5,6
2026-02-04,4,予選,1,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,晴,南,2,3,まくり,5-3-6,3830,5071,04,5,6,6
2026-02-04,5,東京ベイラン,1,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,晴,,0,3,逃げ,1-5-3,2830,4207,01,1,1,6
2026-02-04,6,予選,1,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,晴,南,2,3,まくり差し,5-1-6,19700,4728,02,5,5,6
2026-02-04,7,予選,1,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,晴,南,1,3,抜き,6-1-2,1660,4675,02,6,6,6
2026-02-04,8,ベイブレイク,1,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,晴,南,2,3,差し,5-2-1,15380,4156,03,5,5,6
2026-02-04,9,予選特賞,1,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,晴,南,3,3,まくり,2-4-3,1800,4995,06,2,2,6
2026-02-04,10,予選特賞,1,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,晴,南東,1,3,まくり,6-3-1,10040,4233,03,6,6,6
2026-02-04,11,予選特選,1,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,晴,南,1,3,抜き,1-2-4,930,4376,01,1,1,6
2026-02-04,12,平和島選抜,1,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,晴,南,1,3,逃げ,1-3-4,810,4366,01,1,1,6
2026-02-05,1,予選,2,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,晴,北,1,3,抜き,5-1-2,7860,4872,02,5,5,6
2026-02-05,2,予選,2,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,晴,南,2,3,逃げ,1-2-4,1760,3731,01,1,1,6
2026-02-05,3,予選,2,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,晴,南,1,3,まくり,4-2-6,4300,3566,05,4,4,6
2026-02-05,4,予選,2,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,晴,南,2,3,逃げ,1-2-5,3550,3246,01,1,1,6
2026-02-05,5,東京ベイラン,2,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,晴,南,1,3,差し,2-1-3,10600,3984,02,2,2,6
2026-02-05,6,予選,2,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,晴,南,2,3,まくり,4-5-6,1300,3340,04,4,3,6
2026-02-05,7,予選,2,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,曇り,東,1,3,まくり,5-4-6,7690,5331,05,5,5,6
2026-02-05,8,ベイブレイク,2,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,晴,南,2,3,逃げ,1-4-6,3340,3920,01,1,1,6
2026-02-05,9,予選特賞,2,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,晴,南,2,3,差し,5-1-4,33910,4693,02,5,5,6
2026-02-05,10,予選特賞,2,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,曇り,南,1,3,逃げ,1-6-2,7880,3896,01,1,1,6
2026-02-05,11,予選特選,2,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,曇り,南,1,3,逃げ,1-2-6,5860,4172,01,1,1,6
2026-02-05,12,記者選抜,2,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,曇り,,0,3,逃げ,1-2-3,1800,4926,01,1,1,6
2026-02-06,1,予選,3,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,晴,,0,3,逃げ,1-6-4,11820,3664,01,1,1,6
2026-02-06,2,予選,3,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,晴,,0,3,抜き,5-2-1,3430,5130,03,5,5,6
2026-02-06,3,予選,3,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,晴,,0,3,逃げ,1-5-6,14610,4876,01,1,1,6
2026-02-06,4,予選,3,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,晴,南東,1,3,まくり,3-2-1,4330,3814,03,3,3,6
2026-02-06,5,東京ベイラン,3,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,晴,南東,1,3,逃げ,1-2-6,1150,4737,01,1,1,6
2026-02-06,6,予選,3,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,晴,南,1,3,差し,2-1-6,6040,3987,02,2,4,6
2026-02-06,7,予選,3,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,晴,南,2,3,差し,4-1-3,4240,4146,02,4,4,6
2026-02-06,8,ベイブレイク,3,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,晴,南,2,3,逃げ,1-4-6,1000,4587,01,1,1,6
2026-02-06,9,予選特賞,3,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,晴,南,2,3,差し,2-1-4,1320,3653,02,2,2,6
2026-02-06,10,予選特賞,3,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,晴,南,3,3,まくり,6-1-5,2550,4150,02,6,5,6
2026-02-06,11,予選特選,3,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,晴,南,2,3,恵まれ,5-6-2,1360,4526,F,5,5,6
2026-02-06,12,記者選抜,3,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,晴,南,1,3,まくり,3-2-6,9490,4377,06,3,3,6
2026-02-07,1,一般,4,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,曇り,北,8,4,まくり,6-2-4,18100,5242,04,6,6,6
2026-02-07,2,一般,4,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,曇り,北,7,4,まくり,4-2-3,7120,5368,06,4,4,6
2026-02-07,3,一般,4,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,曇り,北,5,3,まくり差し,3-2-6,14100,5304,06,3,4,6
2026-02-07,4,一般,4,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,曇り,北,6,3,差し,4-2-1,2510,3664,03,4,4,6
2026-02-07,5,一般,4,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,曇り,北,5,3,まくり差し,4-1-6,6840,4872,02,4,4,6
2026-02-07,6,一般,4,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,雪,北,4,3,まくり差し,3-1-4,2950,4377,02,3,3,6
2026-02-07,7,一般,4,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,雪,北,3,3,抜き,5-3-4,5290,5247,04,5,5,6
2026-02-07,8,一般,4,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,雪,北,3,3,逃げ,1-6-5,17110,5178,01,1,1,6
2026-02-07,9,一般特選,4,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,雪,北,1,3,まくり差し,5-2-1,9090,5071,03,5,5,6
2026-02-07,10,選抜,4,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,雪,南,2,3,逃げ,1-5-3,8710,3920,01,1,1,6
2026-02-07,11,選抜,4,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,雪,南,2,3,逃げ,1-3-4,1060,4376,01,1,1,6
2026-02-07,12,優勝戦,4,ＢＴＳオラレ上越開設１４周年記念第６３回東中杯,曇り,南,2,3,逃げ,1-6-2,5590,4587,01,1,1,6
2026-02-12,1,予選,1,平和島レディースカップ,晴,北,4,3,逃げ,1-2-3,2810,4479,01,1,1,6
2026-02-12,2,予選,1,平和島レディースカップ,晴,,0,3,恵まれ,6-3-2,13490,3580,S1,6,6,6
2026-02-12,3,予選,1,平和島レディースカップ,晴,北,2,3,逃げ,1-4-3,5340,4680,01,1,1,6
2026-02-12,4,予選,1,平和島レディースカップ,晴,北東,3,3,逃げ,1-2-5,1030,4878,01,1,1,6
2026-02-12,5,東京ベイラン,1,平和島レディースカップ,晴,北東,1,3,抜き,4-1-5,5290,4373,02,4,4,6
2026-02-12,6,予選,1,平和島レディースカップ,晴,北東,2,3,まくり,4-3-5,26480,5198,05,4,4,6
2026-02-12,7,予選,1,平和島レディースカップ,晴,東,1,3,差し,2-4-6,3630,4484,05,2,2,6
2026-02-12,8,ベイブレイク,1,平和島レディースカップ,曇り,北東,1,3,逃げ,1-4-5,1440,4286,01,1,1,6
2026-02-12,9,予選,1,平和島レディースカップ,晴,南,2,3,恵まれ,4-2-6,2930,4984,F,4,4,6
2026-02-12,10,予選特賞,1,平和島レディースカップ,晴,,0,3,逃げ,1-2-3,840,4746,01,1,1,6
2026-02-12,11,予選特選,1,平和島レディースカップ,曇り,,0,3,まくり,3-1-4,2850,3232,02,3,3,6
2026-02-12,12,レディースＤ,1,平和島レディースカップ,曇り,南,2,3,抜き,1-6-5,11230,4117,01,1,1,6
2026-02-13,1,予選,2,平和島レディースカップ,曇り,北,2,3,差し,4-5-1,14440,5334,03,4,4,6
2026-02-13,2,予選,2,平和島レディースカップ,曇り,北,1,3,逃げ,1-2-3,4250,5277,01,1,1,6
2026-02-13,3,予選,2,平和島レディースカップ,曇り,北,1,3,差し,4-2-1,5910,3355,03,4,3,6
2026-02-13,4,予選,2,平和島レディースカップ,曇り,北東,2,3,差し,4-6-2,32190,3175,06,4,4,6
2026-02-13,5,東京ベイラン,2,平和島レディースカップ,晴,北東,2,3,逃げ,1-4-2,1470,3618,01,1,1,6
2026-02-13,6,予選,2,平和島レディースカップ,晴,東,1,3,逃げ,1-5-3,6620,5151,01,1,1,6
2026-02-13,7,予選,2,平和島レディースカップ,晴,南東,3,3,逃げ,1-6-2,4320,4414,01,1,1,6
2026-02-13,8,ベイブレイク,2,平和島レディースカップ,晴,南,3,3,逃げ,1-3-4,790,4519,01,1,1,6
2026-02-13,9,予選,2,平和島レディースカップ,晴,南,2,3,まくり,2-3-6,2350,4071,04,2,2,6
2026-02-13,10,予選特賞,2,平和島レディースカップ,晴,南,1,3,抜き,1-5-3,8800,5045,01,1,1,6
2026-02-13,11,予選特選,2,平和島レディースカップ,晴,東,1,3,まくり,2-5-1,23890,4289,03,2,2,6
2026-02-13,12,記者選抜,2,平和島レディースカップ,晴,,0,3,差し,2-3-4,19080,3900,S1,2,2,6
2026-02-14,1,予選,3,平和島レディースカップ,晴,北,1,3,まくり,3-6-5,10790,3207,06,3,2,6
2026-02-14,2,予選,3,平和島レディースカップ,晴,北,1,3,逃げ,1-2-5,3490,4464,01,1,1,6
2026-02-14,3,予選,3,平和島レディースカップ,晴,北,1,3,差し,3-2-1,7700,4726,03,3,3,6
2026-02-14,4,予選,3,平和島レディースカップ,晴,東,1,3,逃げ,1-5-6,1350,3993,01,1,1,6
2026-02-14,5,東京ベイラン,3,平和島レディースカップ,晴,,0,3,逃げ,1-4-5,1550,4011,01,1,1,6
2026-02-14,6,予選,3,平和島レディースカップ,晴,,0,3,逃げ,1-5-4,9450,3871,01,1,1,6
2026-02-14,7,予選,3,平和島レディースカップ,晴,南,1,3,まくり,2-6-3,130870,4569,06,2,2,6
2026-02-14,8,ベイブレイク,3,平和島レディースカップ,曇り,,0,3,まくり差し,3-1-4,3260,4627,02,3,3,6
2026-02-14,9,予選,3,平和島レディースカップ,曇り,東,1,3,差し,4-5-6,11670,4283,05,4,4,6
2026-02-14,10,予選特賞,3,平和島レディースカップ,曇り,南,3,3,逃げ,1-3-4,8700,4014,01,1,1,6
2026-02-14,11,予選特選,3,平和島レディースカップ,曇り,南,3,3,抜き,1-4-3,2000,5019,01,1,1,6
2026-02-14,12,記者選抜,3,平和島レディースカップ,曇り,南,2,3,逃げ,1-2-4,1000,3435,01,1,1,6
2026-02-15,1,予選,4,平和島レディースカップ,晴,南,1,3,抜き,1-3-6,13690,3302,01,1,1,6
2026-02-15,2,予選,4,平和島レディースカップ,晴,,0,3,まくり,3-2-1,6710,4385,03,3,3,6
2026-02-15,3,予選,4,平和島レディースカップ,晴,南,2,3,差し,2-1-3,1760,4947,02,2,2,6
2026-02-15,4,予選,4,平和島レディースカップ,晴,南,2,3,差し,6-3-1,68440,4349,03,6,6,6
2026-02-15,5,東京ベイラン,4,平和島レディースカップ,晴,東,1,3,まくり,4-2-3,13510,4117,04,4,4,6
2026-02-15,6,予選,4,平和島レディースカップ,晴,東,1,3,逃げ,1-4-2,1650,5156,01,1,1,6
2026-02-15,7,予選,4,平和島レディースカップ,晴,南,2,3,差し,5-2-6,24190,5153,05,5,5,6
2026-02-15,8,ベイブレイク,4,平和島レディースカップ,晴,南,1,3,逃げ,1-2-3,2660,4627,01,1,1,6
2026-02-15,9,予選,4,平和島レディースカップ,晴,南,3,3,まくり,2-3-1,1360,3778,03,2,2,6
2026-02-15,10,予選特賞,4,平和島レディースカップ,晴,南,2,3,逃げ,1-4-5,5050,4372,01,1,1,6
2026-02-15,11,予選特選,4,平和島レディースカップ,晴,南,2,3,差し,4-3-1,9590,3618,03,4,4,6
2026-02-15,12,記者選抜,4,平和島レディースカップ,晴,南,3,3,逃げ,1-3-4,650,4011,01,1,1,6
2026-02-16,1,一般,5,平和島レディースカップ,曇り,北,3,3,抜き,1-3-5,2260,4680,01,1,1,6
2026-02-16,2,一般,5,平和島レディースカップ,曇り,北,3,3,まくり,3-4-1,5820,4878,03,3,3,6
2026-02-16,3,一般,5,平和島レディースカップ,曇り,北,3,3,差し,4-3-5,4350,4283,05,4,4,6
2026-02-16,4,一般,5,平和島レディースカップ,曇り,南,3,3,逃げ,1-4-6,4240,4372,01,1,1,6
2026-02-16,5,一般,5,平和島レディースカップ,曇り,南,3,3,逃げ,1-4-3,1460,3618,01,1,1,6
2026-02-16,6,一般,5,平和島レディースカップ,曇り,南,2,3,逃げ,1-2-6,4630,4947,01,1,1,6
2026-02-16,7,一般,5,平和島レディースカップ,曇り,南,3,3,まくり差し,4-2-6,3690,4071,04,4,4,6
2026-02-16,8,一般,5,平和島レディースカップ,曇り,南,2,3,逃げ,1-3-2,1360,4746,01,1,1,6
2026-02-16,9,一般,5,平和島レディースカップ,曇り,南,2,3,逃げ,1-6-2,2850,4373,01,1,1,6
2026-02-16,10,準優勝戦,5,平和島レディースカップ,曇り,南,2,3,逃げ,1-6-4,4460,3435,01,1,1,6
2026-02-16,11,準優勝戦,5,平和島レディースカップ,曇り,南東,2,3,逃げ,1-6-3,5310,3232,01,1,1,6
2026-02-16,12,準優勝戦,5,平和島レディースカップ,曇り,南,2,3,逃げ,1-4-5,2560,4011,01,1,1,6
2026-02-17,1,一般,6,平和島レディースカップ,晴,北東,3,3,まくり,2-5-3,30650,3207,04,2,2,6
2026-02-17,2,一般,6,平和島レディースカップ,曇り,北,2,3,まくり差し,4-3-6,22350,5153,S0,4,4,6
2026-02-17,3,一般,6,平和島レディースカップ,曇り,,0,3,逃げ,1-4-2,3600,4569,01,1,1,6
2026-02-17,4,一般,6,平和島レディースカップ,曇り,北,3,3,まくり,4-1-3,3820,5198,02,4,4,6
2026-02-17,5,一般,6,平和島レディースカップ,曇り,北,1,3,抜き,6-3-2,16490,4726,06,6,6,6
2026-02-17,6,一般,6,平和島レディースカップ,曇り,北,3,3,差し,4-3-5,4770,3355,05,4,4,6
2026-02-17,7,一般,6,平和島レディースカップ,曇り,北,2,3,逃げ,1-2-5,920,4998,01,1,1,6
2026-02-17,8,一般,6,平和島レディースカップ,曇り,北,2,3,まくり差し,3-2-5,15360,3302,06,3,3,6
2026-02-17,9,一般,6,平和島レディースカップ,曇り,北,2,3,まくり差し,5-1-2,5480,5019,02,5,4,6
2026-02-17,10,選抜,6,平和島レディースカップ,曇り,北,1,3,抜き,3-2-1,4650,5156,03,3,3,6
2026-02-17,11,選抜,6,平和島レディースカップ,曇り,北東,1,3,まくり,4-5-6,6220,5045,04,4,4,6
2026-02-17,12,優勝戦,6,平和島レディースカップ,曇り,南東,1,3,逃げ,1-4-5,2620,4011,01,1,1,6
2026-02-21,1,予選,1,マンスリーＢＯＡＴＲＡＣＥ杯,晴,,0,3,差し,2-1-3,880,3474,02,2,2,6
2026-02-21,2,予選,1,マンスリーＢＯＡＴＲＡＣＥ杯,晴,南,1,3,抜き,3-1-5,6030,4339,02,3,3,6
2026-02-21,3,予選,1,マンスリーＢＯＡＴＲＡＣＥ杯,晴,北,1,3,逃げ,1-3-2,5680,3546,01,1,1,6
2026-02-21,4,予選,1,マンスリーＢＯＡＴＲＡＣＥ杯,晴,北東,2,3,まくり,3-4-2,33640,4231,04,3,3,6
2026-02-21,5,東京ベイラン,1,マンスリーＢＯＡＴＲＡＣＥ杯,晴,北,1,3,逃げ,1-6-2,2870,4544,01,1,1,6
2026-02-21,6,予選,1,マンスリーＢＯＡＴＲＡＣＥ杯,晴,南,2,3,まくり,4-5-3,8740,5185,05,4,4,6
2026-02-21,7,予選,1,マンスリーＢＯＡＴＲＡＣＥ杯,晴,東,1,3,まくり差し,4-1-6,7270,4689,02,4,4,6
2026-02-21,8,ベイブレイク,1,マンスリーＢＯＡＴＲＡＣＥ杯,晴,南,2,3,まくり差し,4-1-3,1630,3514,02,4,4,6
2026-02-21,9,予選特賞,1,マンスリーＢＯＡＴＲＡＣＥ杯,晴,南,2,3,まくり差し,5-1-3,18150,4420,02,5,5,6
2026-02-21,10,予選特賞,1,マンスリーＢＯＡＴＲＡＣＥ杯,晴,南,1,3,逃げ,1-3-2,740,3612,01,1,1,6
2026-02-21,11,予選特選,1,マンスリーＢＯＡＴＲＡＣＥ杯,晴,南,2,3,まくり,3-4-2,6960,4292,04,3,3,6
2026-02-21,12,平和島選抜,1,マンスリーＢＯＡＴＲＡＣＥ杯,晴,南,1,3,逃げ,1-5-2,2740,3159,01,1,1,6
2026-02-22,1,予選,2,マンスリーＢＯＡＴＲＡＣＥ杯,晴,南,1,3,まくり差し,4-2-3,2880,4200,05,4,4,6
2026-02-22,2,予選,2,マンスリーＢＯＡＴＲＡＣＥ杯,曇り,南,4,3,まくり,3-5-2,4910,4093,04,3,3,6
2026-02-22,3,予選,2,マンスリーＢＯＡＴＲＡＣＥ杯,晴,南,4,3,差し,5-2-3,3250,3475,05,5,2,6
2026-02-22,4,予選,2,マンスリーＢＯＡＴＲＡＣＥ杯,晴,南,5,3,逃げ,1-4-5,2650,4403,01,1,1,6
2026-02-22,5,東京ベイラン,2,マンスリーＢＯＡＴＲＡＣＥ杯,晴,南,6,4,逃げ,1-2-6,1330,4575,01,1,1,6
2026-02-22,6,予選,2,マンスリーＢＯＡＴＲＡＣＥ杯,晴,南西,6,4,まくり,3-2-5,1950,3945,04,3,3,6
2026-02-22,7,予選,2,マンスリーＢＯＡＴＲＡＣＥ杯,晴,南,7,5,逃げ,1-3-6,1250,4298,01,1,1,6
2026-02-22,8,ベイブレイク,2,マンスリーＢＯＡＴＲＡＣＥ杯,晴,南,7,5,逃げ,1-4-2,780,4073,01,1,1,6
2026-02-22,9,予選特賞,2,マンスリーＢＯＡＴＲＡＣＥ杯,晴,南,7,6,抜き,5-1-4,1980,4057,02,5,3,6
2026-02-22,10,予選特賞,2,マンスリーＢＯＡＴＲＡＣＥ杯,晴,南,6,6,逃げ,1-2-6,870,4653,01,1,1,6
2026-02-22,11,予選特選,2,マンスリーＢＯＡＴＲＡＣＥ杯,晴,南,7,7,逃げ,1-2-3,740,4398,01,1,1,6
2026-02-22,12,記者選抜,2,マンスリーＢＯＡＴＲＡＣＥ杯,晴,南,7,7,まくり,3-2-6,25840,4362,04,3,3,6
2026-02-23,1,予選,3,マンスリーＢＯＡＴＲＡＣＥ杯,晴,南西,6,5,まくり,3-4-6,3330,5319,04,3,3,6
2026-02-23,2,予選,3,マンスリーＢＯＡＴＲＡＣＥ杯,晴,南西,7,6,逃げ,2-3-4,940,4362,01,2,1,6
2026-02-23,3,予選,3,マンスリーＢＯＡＴＲＡＣＥ杯,晴,南西,7,6,差し,5-6-3,4360,4197,04,5,4,6
2026-02-23,4,予選,3,マンスリーＢＯＡＴＲＡＣＥ杯,晴,南,7,6,逃げ,1-2-5,5760,4181,01,1,1,6
2026-02-23,5,東京ベイラン,3,マンスリーＢＯＡＴＲＡＣＥ杯,晴,南,9,7,まくり,4-1-5,2840,3159,02,4,4,6
2026-02-23,6,予選,3,マンスリーＢＯＡＴＲＡＣＥ杯,晴,南,7,7,まくり,5-1-6,11320,4575,02,5,5,6
2026-02-23,7,予選,3,マンスリーＢＯＡＴＲＡＣＥ杯,晴,南,7,7,差し,2-1-4,2880,3772,02,2,2,6
2026-02-23,8,ベイブレイク,3,マンスリーＢＯＡＴＲＡＣＥ杯,晴,南,7,7,逃げ,1-2-3,2100,4134,01,1,1,6
2026-02-23,9,予選特賞,3,マンスリーＢＯＡＴＲＡＣＥ杯,晴,南,8,7,抜き,6-1-3,8290,4369,02,6,5,6
2026-02-23,10,予選特賞,3,マンスリーＢＯＡＴＲＡＣＥ杯,晴,南,6,6,まくり差し,3-1-5,8330,4043,02,3,3,6
2026-02-23,11,予選特選,3,マンスリーＢＯＡＴＲＡＣＥ杯,晴,南,6,6,逃げ,1-3-2,1730,4398,01,1,1,6
2026-02-23,12,記者選抜,3,マンスリーＢＯＡＴＲＡＣＥ杯,晴,南,5,5,抜き,1-5-3,1280,4504,01,1,1,6
2026-02-24,1,予選,4,マンスリーＢＯＡＴＲＡＣＥ杯,曇り,東,1,3,抜き,6-1-3,29260,5203,02,6,5,6
2026-02-24,2,予選,4,マンスリーＢＯＡＴＲＡＣＥ杯,曇り,北東,1,3,抜き,1-6-3,37510,4060,01,1,1,6
2026-02-24,3,予選,4,マンスリーＢＯＡＴＲＡＣＥ杯,曇り,北東,3,3,まくり,4-2-5,4450,3931,05,4,4,6
2026-02-24,4,予選,4,マンスリーＢＯＡＴＲＡＣＥ杯,曇り,北東,2,3,逃げ,1-4-3,1140,4292,01,1,1,6
2026-02-24,5,東京ベイラン,4,マンスリーＢＯＡＴＲＡＣＥ杯,晴,北東,2,3,逃げ,1-2-4,1400,3612,01,1,1,6
2026-02-24,6,予選,4,マンスリーＢＯＡＴＲＡＣＥ杯,曇り,北東,2,3,逃げ,1-5-2,740,4653,01,1,1,6
2026-02-24,7,予選,4,マンスリーＢＯＡＴＲＡＣＥ杯,晴,東,2,3,差し,5-1-2,5640,4298,02,5,5,6
2026-02-24,8,ベイブレイク,4,マンスリーＢＯＡＴＲＡＣＥ杯,晴,北東,2,3,逃げ,1-3-4,1850,4505,01,1,1,6
2026-02-24,9,予選特賞,4,マンスリーＢＯＡＴＲＡＣＥ杯,晴,南,4,3,逃げ,1-5-2,1130,4134,01,1,1,6
2026-02-24,10,予選特賞,4,マンスリーＢＯＡＴＲＡＣＥ杯,曇り,南,1,3,逃げ,1-4-6,3690,4544,01,1,1,6
2026-02-24,11,予選特選,4,マンスリーＢＯＡＴＲＡＣＥ杯,曇り,南,2,3,逃げ,1-4-2,2770,4504,01,1,1,6
2026-02-24,12,記者選抜,4,マンスリーＢＯＡＴＲＡＣＥ杯,曇り,南東,1,3,抜き,4-6-1,57130,4362,03,4,4,6
2026-02-25,1,一般,5,マンスリーＢＯＡＴＲＡＣＥ杯,雨,北,2,3,逃げ,1-4-3,2780,4527,01,1,1,6
2026-02-25,2,一般,5,マンスリーＢＯＡＴＲＡＣＥ杯,雨,北,3,3,抜き,4-6-2,26650,4093,06,4,4,6
2026-02-25,3,一般,5,マンスリーＢＯＡＴＲＡＣＥ杯,雨,北,3,3,まくり差し,4-5-3,7240,4197,05,4,4,6
2026-02-25,4,一般,5,マンスリーＢＯＡＴＲＡＣＥ杯,雨,北,4,3,まくり差し,6-1-2,4210,4505,02,6,3,6
2026-02-25,5,一般,5,マンスリーＢＯＡＴＲＡＣＥ杯,雨,北,4,3,まくり,5-6-4,10700,4292,05,5,5,6
2026-02-25,6,一般,5,マンスリーＢＯＡＴＲＡＣＥ杯,雨,北,4,3,差し,4-1-5,3170,4362,02,4,4,6
2026-02-25,7,一般,5,マンスリーＢＯＡＴＲＡＣＥ杯,雨,北,6,4,逃げ,1-6-4,3470,3772,01,1,1,6
2026-02-25,8,一般,5,マンスリーＢＯＡＴＲＡＣＥ杯,雨,北,6,4,逃げ,1-4-6,6710,3931,01,1,1,6
2026-02-25,9,一般特賞,5,マンスリーＢＯＡＴＲＡＣＥ杯,雨,北,7,5,逃げ,1-4-2,1240,4043,01,1,1,6
2026-02-25,10,準優勝戦,5,マンスリーＢＯＡＴＲＡＣＥ杯,雨,北,6,5,抜き,3-5-1,26860,3612,03,3,3,6
2026-02-25,11,準優勝戦,5,マンスリーＢＯＡＴＲＡＣＥ杯,雨,北,7,5,差し,5-1-4,40840,4134,02,5,4,6
2026-02-25,12,準優勝戦,5,マンスリーＢＯＡＴＲＡＣＥ杯,雨,北,6,5,逃げ,1-2-3,930,4544,01,1,1,6
2026-02-26,1,一般,6,マンスリーＢＯＡＴＲＡＣＥ杯,曇り,北,6,4,逃げ,1-3-6,2880,4200,01,1,1,6
2026-02-26,2,一般,6,マンスリーＢＯＡＴＲＡＣＥ杯,曇り,北,5,4,まくり,4-3-2,4740,5185,06,4,4,6
2026-02-26,3,一般,6,マンスリーＢＯＡＴＲＡＣＥ杯,曇り,北,6,4,逃げ,1-4-3,3740,3475,01,1,1,6
2026-02-26,4,一般,6,マンスリーＢＯＡＴＲＡＣＥ杯,曇り,北,6,4,まくり,5-3-4,3490,3474,06,5,2,6
