regno,選手名,全国外n,全国外3着率,当地外n,当地外3着率,採用外3着率,外3着源,n1c,負け,残し率,残し有効,型,n6,6コ2着率,6コ3着率,6残し有効,艇番5乗艇,艇番5_3連対率,艇番6乗艇,艇番6_3連対率,6ヒモ外し候補,艇番5低率
4523,中村辰也,97,0.247,3,0.0,0.247,全国,37,18,0.444,,,26,0.0,0.192,,33,0.424,31,0.355,,
4524,深谷知博,125,0.232,0,,0.232,全国,53,12,0.25,,,29,0.069,0.241,,45,0.444,36,0.417,,
4525,真子奈津実,79,0.177,0,,0.177,全国,22,12,0.25,,,17,0.0,0.118,,32,0.344,19,0.158,●,
4526,池田雄祐,93,0.204,3,0.333,0.204,全国,26,11,0.545,,,24,0.042,0.167,,32,0.312,31,0.29,,
4527,高野心吾,94,0.085,5,0.2,0.085,全国,23,13,0.308,,,21,0.048,0.048,,31,0.065,23,0.087,●,●
4528,黒井達矢,111,0.27,0,,0.27,全国,45,9,0.444,,,28,0.179,0.393,,38,0.605,38,0.579,,
4529,嶋義信,111,0.225,3,0.0,0.225,全国,38,13,0.231,,,34,0.059,0.206,,39,0.41,36,0.306,,
4530,小野生奈,103,0.165,0,,0.165,全国,58,13,0.769,,,30,0.2,0.233,,30,0.533,38,0.447,,
4531,武富智亮,119,0.277,4,0.0,0.277,全国,45,11,0.636,,,39,0.026,0.231,,41,0.659,36,0.306,,
4532,秋元哲,98,0.184,2,0.0,0.184,全国,55,17,0.588,,,24,0.167,0.125,,36,0.5,37,0.514,,
4533,峰重侑治,75,0.187,0,,0.187,全国,17,8,0.125,,,29,0.069,0.103,,23,0.174,26,0.269,,●
4534,坂咲友理,63,0.079,0,,0.079,全国,17,14,0.357,,,12,0.0,0.0,,25,0.2,14,0.0,,●
4535,北山康介,98,0.245,0,,0.245,全国,48,16,0.438,,,41,0.195,0.268,●,25,0.64,41,0.512,,
4536,喜井つかさ,119,0.277,0,,0.277,全国,47,18,0.5,,,31,0.065,0.161,,37,0.459,38,0.342,,
4537,渡邉和将,119,0.303,0,,0.303,全国,52,9,0.778,,,35,0.086,0.257,,40,0.525,41,0.512,,
4538,笠置博之,130,0.1,11,0.0,0.1,全国,34,20,0.3,,,47,0.064,0.085,●,27,0.63,38,0.421,,
4539,金子賢志,116,0.155,3,0.333,0.155,全国,47,10,0.6,,,41,0.073,0.195,●,37,0.378,42,0.381,,
4540,相原利章,96,0.25,18,0.222,0.25,全国,38,19,0.368,,,35,0.029,0.257,,28,0.25,34,0.324,,
4543,重木輝彦,110,0.273,3,0.0,0.273,全国,53,17,0.588,,,31,0.194,0.258,,35,0.543,38,0.526,,
4544,松田大志郎,127,0.213,4,0.0,0.213,全国,82,20,0.45,●,,33,0.242,0.333,,42,0.762,45,0.711,,
4545,岡村慶太,118,0.229,4,0.0,0.229,全国,57,8,0.25,,,43,0.14,0.256,●,35,0.543,45,0.511,,
4546,浜田亜理沙,85,0.235,0,,0.235,全国,41,14,0.571,,,21,0.238,0.238,,27,0.593,26,0.5,,
4547,中田竜太,121,0.231,0,,0.231,全国,50,26,0.462,●,,35,0.086,0.257,,37,0.459,38,0.395,,
4548,篠木亜衣花,53,0.038,0,,0.038,全国,12,9,0.111,,,20,0.0,0.0,,18,0.0,19,0.0,●,●
4549,小林文彦,107,0.262,0,,0.262,全国,37,17,0.412,,,27,0.074,0.259,,31,0.484,34,0.324,,
4550,石岡将太,94,0.234,3,0.0,0.234,全国,31,18,0.556,,,19,0.0,0.211,,35,0.343,23,0.304,,
4551,三川昂暁,122,0.197,4,0.25,0.197,全国,45,25,0.44,●,,42,0.119,0.238,●,36,0.472,44,0.409,,
4552,杉山勝匡,114,0.167,0,,0.167,全国,32,13,0.385,,,42,0.048,0.19,●,30,0.433,34,0.412,,
4553,坪口竜也,102,0.216,0,,0.216,全国,35,8,0.125,,,20,0.05,0.15,,40,0.525,23,0.261,,
4555,富永大一,104,0.202,9,0.111,0.202,全国,44,19,0.368,,,35,0.114,0.171,,27,0.519,36,0.278,,
4556,竹井奈美,92,0.326,0,,0.326,全国,46,11,0.727,,,27,0.148,0.185,,25,0.56,27,0.444,,
4557,松尾光広,97,0.186,1,1.0,0.186,全国,31,19,0.368,,,37,0.0,0.135,,28,0.179,35,0.229,●,●
4558,宮野仁,93,0.108,0,,0.108,全国,22,13,0.385,,,28,0.036,0.071,,38,0.237,27,0.074,●,●
4560,庄司樹良々,112,0.223,12,0.25,0.223,全国,38,14,0.5,,,37,0.054,0.189,,39,0.385,35,0.286,,
4561,藤山翔大,91,0.154,7,0.286,0.154,全国,44,19,0.526,,,17,0.0,0.059,,38,0.368,37,0.351,,
4562,阪本勇介,118,0.161,0,,0.161,全国,30,23,0.304,,,36,0.028,0.167,,40,0.3,32,0.219,●,
4563,齋藤真之,89,0.112,0,,0.112,全国,19,7,0.143,,,20,0.0,0.0,,37,0.243,19,0.0,●,●
4564,山本景士郎,103,0.194,2,0.0,0.194,全国,28,20,0.4,,,27,0.0,0.111,,35,0.2,28,0.107,●,●
4565,西村豪洋,108,0.204,8,0.25,0.204,全国,29,19,0.053,,,36,0.056,0.111,,36,0.389,30,0.167,●,
4566,塩田北斗,114,0.219,0,,0.219,全国,46,10,0.4,,,29,0.034,0.241,,38,0.526,37,0.351,,
4567,上村慎太郎,71,0.183,0,,0.183,全国,23,16,0.375,,,15,0.067,0.2,,28,0.143,17,0.235,●,●
4568,廣瀬真也,106,0.264,0,,0.264,全国,37,13,0.308,,,43,0.047,0.233,●,34,0.353,36,0.361,,
4569,中澤宏奈,76,0.079,12,0.0,0.079,全国,22,13,0.154,,,27,0.037,0.074,,27,0.481,25,0.04,●,
4570,前田聖文,115,0.235,4,0.0,0.235,全国,52,22,0.318,●,飛ぶ型,34,0.118,0.353,,35,0.486,41,0.488,,
4571,菅章哉,121,0.05,6,0.0,0.05,全国,35,15,0.133,,,74,0.068,0.068,●,32,0.5,41,0.268,,
4572,渡部悟,97,0.186,11,0.273,0.186,全国,39,15,0.4,,,35,0.2,0.2,,31,0.452,34,0.382,,
4573,佐藤翼,118,0.229,4,0.0,0.229,全国,44,12,0.5,,,40,0.1,0.2,●,33,0.515,42,0.31,,
4574,東潤樹,113,0.195,0,,0.195,全国,34,17,0.235,,,33,0.091,0.182,,35,0.4,33,0.303,,
4575,戸塚邦好,97,0.258,5,0.2,0.258,全国,35,9,0.556,,,27,0.222,0.259,,33,0.545,25,0.52,,
4578,藤山雅弘,106,0.16,8,0.375,0.16,全国,42,11,0.545,,,33,0.061,0.121,,39,0.359,31,0.194,●,
4579,中嶋健一郎,111,0.18,0,,0.18,全国,52,16,0.312,,,25,0.08,0.12,,36,0.528,34,0.382,,
4580,長谷川雅和,119,0.21,0,,0.21,全国,40,13,0.692,,,42,0.048,0.143,●,35,0.543,46,0.239,●,
4581,吉村誠,129,0.194,4,0.25,0.194,全国,53,18,0.444,,,38,0.079,0.105,,39,0.564,43,0.256,,
4583,古田祐貴,123,0.244,0,,0.244,全国,49,20,0.55,●,,40,0.025,0.2,●,40,0.375,41,0.22,●,
4584,村岡賢人,112,0.321,0,,0.321,全国,53,22,0.636,●,残す型,34,0.176,0.324,,33,0.576,42,0.548,,
4586,磯部誠,121,0.174,2,0.0,0.174,全国,45,13,0.692,,,39,0.103,0.179,,40,0.575,36,0.389,,
4587,木田峰由季,104,0.135,2,0.0,0.135,全国,49,20,0.65,●,残す型,33,0.121,0.121,,31,0.516,38,0.289,,
4588,田中京介,137,0.168,7,0.0,0.168,全国,48,21,0.476,●,,39,0.026,0.103,,42,0.31,40,0.225,●,
4589,塩崎桐加,81,0.148,0,,0.148,全国,24,11,0.455,,,22,0.091,0.045,,25,0.24,26,0.192,●,●
4590,渡邉優美,119,0.261,0,,0.261,全国,62,21,0.524,●,,37,0.189,0.189,,42,0.452,40,0.475,,
4592,小林孝弘,94,0.17,0,,0.17,全国,24,18,0.222,,,21,0.0,0.095,,38,0.263,23,0.13,●,
4593,小坂宗司,116,0.293,0,,0.293,全国,43,18,0.556,,,29,0.103,0.207,,38,0.421,39,0.436,,
4594,谷川祐一,110,0.255,0,,0.255,全国,44,13,0.538,,,15,0.067,0.2,,39,0.41,36,0.444,,
4596,葛原大陽,122,0.311,0,,0.311,全国,54,23,0.522,●,,39,0.103,0.308,,39,0.59,43,0.465,,
4598,加藤政彦,115,0.148,5,0.2,0.148,全国,43,20,0.55,●,,41,0.049,0.098,●,34,0.441,41,0.195,●,
4600,井内将太郎,110,0.291,0,,0.291,全国,45,12,0.25,,,30,0.0,0.2,,33,0.485,40,0.375,,
4601,森野正弘,122,0.254,6,0.167,0.254,全国,55,22,0.636,●,残す型,35,0.057,0.2,,34,0.471,38,0.368,,
4603,谷川将太,111,0.234,0,,0.234,全国,33,12,0.5,,,32,0.031,0.188,,34,0.382,32,0.188,●,
4604,岩瀬裕亮,132,0.242,0,,0.242,全国,61,7,0.429,,,37,0.054,0.243,,44,0.5,40,0.475,,
4607,鶴田勇雄,133,0.248,8,0.125,0.248,全国,51,24,0.458,●,,40,0.05,0.175,●,42,0.405,43,0.302,,
4608,荒井翔伍,102,0.225,5,0.0,0.225,全国,44,18,0.556,,,29,0.034,0.241,,33,0.364,33,0.242,●,
4610,佐藤大佑,134,0.134,3,0.333,0.134,全国,45,16,0.438,,,43,0.047,0.07,●,42,0.476,39,0.205,●,
4611,今井美亜,112,0.17,4,0.0,0.17,全国,46,9,0.333,,,33,0.061,0.152,,38,0.421,34,0.324,,
4614,石倉洋行,125,0.24,0,,0.24,全国,59,16,0.375,,,39,0.077,0.282,,40,0.5,44,0.455,,
4615,板倉敦史,92,0.141,9,0.111,0.141,全国,21,14,0.357,,,21,0.0,0.095,,37,0.297,21,0.143,●,
4618,乃村康友,102,0.245,0,,0.245,全国,25,15,0.133,,,31,0.032,0.258,,32,0.438,33,0.333,,
4619,伏田裕隆,128,0.156,10,0.4,0.156,全国,23,12,0.25,,,54,0.056,0.13,●,39,0.462,30,0.233,●,
4623,中北将史,113,0.168,0,,0.168,全国,32,15,0.333,,,24,0.0,0.125,,42,0.262,33,0.152,●,
4624,高田明,112,0.179,0,,0.179,全国,41,10,0.6,,,29,0.034,0.138,,44,0.5,34,0.324,,
4625,渡邊裕貴,93,0.097,0,,0.097,全国,23,10,0.3,,,29,0.103,0.069,,32,0.219,23,0.13,●,●
4626,伊藤紘章,91,0.187,0,,0.187,全国,24,14,0.286,,,26,0.038,0.154,,36,0.417,22,0.227,●,
4627,藤原菜希,88,0.205,4,0.0,0.205,全国,36,16,0.25,,,26,0.154,0.192,,28,0.429,30,0.367,,
4630,岩永雅人,103,0.214,5,0.0,0.214,全国,43,20,0.5,●,,40,0.125,0.125,●,25,0.44,43,0.302,,
4631,新井英孝,102,0.167,0,,0.167,全国,27,11,0.455,,,29,0.103,0.069,,36,0.417,28,0.179,●,
4632,長尾京志郎,81,0.235,0,,0.235,全国,17,10,0.5,,,24,0.042,0.125,,27,0.259,21,0.238,●,
4633,森智也,109,0.266,9,0.111,0.266,全国,39,18,0.444,,,34,0.059,0.176,,35,0.486,36,0.25,,
4635,峰重力也,82,0.159,3,0.0,0.159,全国,26,11,0.182,,,26,0.038,0.192,,27,0.259,29,0.276,,
4636,赤池修平,87,0.115,0,,0.115,全国,23,17,0.176,,,27,0.0,0.148,,27,0.111,24,0.208,●,●
4637,中田友也,99,0.232,0,,0.232,全国,31,13,0.538,,,29,0.103,0.138,,29,0.414,30,0.267,,
4638,小林遼太,103,0.155,0,,0.155,全国,28,17,0.235,,,28,0.107,0.179,,36,0.389,27,0.259,,
4639,雑賀勇貴,102,0.137,4,0.25,0.137,全国,27,14,0.643,,,16,0.0,0.125,,37,0.189,21,0.143,●,●
4640,山ノ内雅人,136,0.228,5,0.2,0.228,全国,55,23,0.652,●,残す型,37,0.135,0.216,,51,0.49,39,0.359,,
4641,磯村匠,96,0.25,1,0.0,0.25,全国,22,12,0.417,,,27,0.074,0.185,,32,0.312,28,0.321,,
4642,松尾夏海,104,0.221,0,,0.221,全国,53,9,0.111,,,26,0.077,0.308,,35,0.657,29,0.517,,
4643,近江翔吾,104,0.183,0,,0.183,全国,45,8,0.25,,,29,0.069,0.276,,33,0.455,34,0.441,,
4644,山田亮太,112,0.295,8,0.125,0.295,全国,39,15,0.667,,,26,0.077,0.385,,32,0.594,28,0.464,,
4645,上村純一,117,0.162,5,0.4,0.162,全国,51,12,0.667,,,41,0.122,0.244,●,39,0.436,41,0.439,,
4648,木村亮太,84,0.179,8,0.125,0.179,全国,25,16,0.438,,,24,0.042,0.125,,31,0.355,22,0.273,,
4649,和田操拓,128,0.164,0,,0.164,全国,45,22,0.455,●,,43,0.023,0.163,●,35,0.343,41,0.146,●,
4650,中山雄太,49,0.204,0,,0.204,全国,18,7,0.143,,,13,0.077,0.154,,17,0.471,13,0.231,,
4651,佐藤大騎,99,0.141,6,0.167,0.141,全国,20,14,0.143,,,27,0.037,0.111,,31,0.29,32,0.188,●,
4652,酒見峻介,99,0.222,0,,0.222,全国,31,18,0.333,,,30,0.0,0.167,,30,0.467,36,0.167,●,
4653,小野達哉,104,0.25,10,0.1,0.25,全国,54,9,0.556,,,34,0.147,0.235,,31,0.516,36,0.444,,
4654,篠田優也,109,0.229,3,0.0,0.229,全国,47,15,0.333,,,29,0.034,0.207,,30,0.5,37,0.324,,
4656,大崎翔,99,0.152,2,0.0,0.152,全国,27,15,0.467,,,26,0.077,0.192,,35,0.4,25,0.32,,
4659,木下翔太,117,0.274,9,0.111,0.274,全国,57,12,0.333,,,30,0.133,0.167,,37,0.486,39,0.462,,
4660,宇田川信一,75,0.173,0,,0.173,全国,18,14,0.5,,,22,0.045,0.136,,26,0.385,18,0.111,●,
4661,中島昂章,96,0.229,0,,0.229,全国,27,16,0.5,,,26,0.038,0.115,,36,0.472,28,0.214,●,
4663,籾山佳岳,30,0.2,0,,0.2,全国,9,1,0.0,,,9,0.0,0.333,,12,0.333,9,0.556,,
4664,東口晃,76,0.158,3,0.0,0.158,全国,18,15,0.2,,,17,0.0,0.176,,27,0.185,18,0.222,●,●
4665,加藤啓太,108,0.167,4,0.0,0.167,全国,24,20,0.5,,,27,0.074,0.111,,34,0.176,28,0.214,●,●
4666,日笠勝弘,58,0.121,2,0.0,0.121,全国,12,7,0.429,,,21,0.0,0.048,,20,0.25,17,0.059,●,
4669,井上茂,93,0.161,0,,0.161,全国,19,12,0.583,,,20,0.05,0.1,,36,0.25,23,0.174,●,
4672,守屋大地,109,0.138,0,,0.138,全国,25,23,0.348,,,30,0.1,0.1,,39,0.205,25,0.24,●,●
4674,池田剛規,128,0.211,5,0.0,0.211,全国,47,20,0.4,●,,37,0.108,0.243,,42,0.31,43,0.395,,
4675,井手良太,84,0.214,7,0.286,0.214,全国,25,13,0.308,,,26,0.192,0.115,,31,0.452,25,0.44,,
4676,後藤隼之,101,0.297,8,0.125,0.297,全国,34,18,0.278,,,22,0.091,0.182,,40,0.325,33,0.394,,
4677,片橋幸貴,91,0.242,0,,0.242,全国,36,18,0.333,,,29,0.103,0.207,,29,0.552,32,0.406,,
4678,水野望美,83,0.217,3,0.0,0.217,全国,25,8,0.375,,,20,0.0,0.15,,36,0.278,23,0.174,●,
4679,植田太一,123,0.195,4,0.0,0.195,全国,53,17,0.471,,,35,0.029,0.086,,41,0.366,36,0.167,●,
4680,後藤美翼,99,0.212,4,0.0,0.212,全国,36,24,0.333,,,23,0.087,0.261,,38,0.342,29,0.483,,
4681,太田潮,79,0.127,7,0.143,0.127,全国,22,15,0.2,,,27,0.0,0.037,,26,0.231,25,0.04,●,●
4682,大上卓人,124,0.194,4,0.0,0.194,全国,48,9,0.222,,,30,0.167,0.133,,44,0.409,36,0.361,,
4683,向井田直弥,89,0.067,0,,0.067,全国,,,,,,45,0.089,0.044,●,21,0.19,31,0.194,●,●
4684,楠原翔太,106,0.236,4,0.25,0.236,全国,37,13,0.385,,,30,0.067,0.2,,29,0.31,37,0.243,●,
4685,島村隆幸,108,0.269,0,,0.269,全国,59,13,0.308,,,35,0.114,0.314,,33,0.606,40,0.6,,
4686,丸野一樹,110,0.218,0,,0.218,全国,49,11,0.364,,,36,0.028,0.25,,38,0.605,38,0.316,,
4688,永井彪也,124,0.226,12,0.417,0.226,全国,56,16,0.5,,,43,0.07,0.186,●,38,0.447,42,0.357,,
4689,豊田結,102,0.157,6,0.167,0.157,全国,40,22,0.455,●,,33,0.03,0.152,,33,0.273,32,0.219,●,
4690,高石梨菜,14,0.214,5,0.2,0.214,全国,4,1,0.0,,,3,0.0,0.0,,7,0.571,4,0.25,,
4691,水原慎,82,0.207,0,,0.207,全国,23,12,0.333,,,22,0.045,0.136,,31,0.355,23,0.174,●,
4692,酒井俊弘,111,0.108,3,0.0,0.108,全国,35,24,0.458,,,46,0.13,0.152,●,33,0.333,34,0.441,,
4693,松下誉士,105,0.133,9,0.222,0.133,全国,27,21,0.286,,,32,0.0,0.188,,41,0.244,23,0.348,,●
4694,高田綾,92,0.196,0,,0.196,全国,27,18,0.333,,,24,0.042,0.208,,32,0.281,26,0.231,●,
4695,尾崎雄二,104,0.144,0,,0.144,全国,29,15,0.4,,,30,0.0,0.133,,36,0.278,27,0.185,●,
4697,國弘翔平,96,0.104,4,0.25,0.104,全国,26,15,0.133,,,28,0.071,0.071,,33,0.273,30,0.2,●,
4700,金子和之,102,0.235,4,0.0,0.235,全国,35,13,0.385,,,32,0.094,0.312,,30,0.533,30,0.4,,
4702,三浦敬太,103,0.214,11,0.364,0.214,全国,45,15,0.533,,,38,0.211,0.237,,29,0.621,38,0.5,,
4703,森永隆,112,0.152,0,,0.152,全国,51,21,0.381,●,,29,0.069,0.172,,33,0.455,39,0.436,,
4704,河野大,127,0.228,0,,0.228,全国,55,17,0.412,,,47,0.128,0.149,●,40,0.575,42,0.31,,
4705,吉川勇作,99,0.051,0,,0.051,全国,23,11,0.091,,,32,0.062,0.0,,38,0.079,25,0.08,●,●
4706,三浦洋次朗,131,0.16,3,0.0,0.16,全国,53,23,0.435,●,,35,0.114,0.057,,48,0.458,45,0.244,●,
4708,半田尚也,91,0.198,2,0.0,0.198,全国,23,17,0.118,,,20,0.0,0.2,,30,0.3,22,0.318,,
4709,岡村将也,114,0.272,0,,0.272,全国,42,24,0.417,●,,37,0.027,0.27,,32,0.594,41,0.268,,
4710,福田宗平,123,0.244,0,,0.244,全国,56,16,0.438,,,39,0.103,0.205,,45,0.511,42,0.357,,
4711,前出達吉,115,0.217,0,,0.217,全国,40,21,0.571,●,残す型,31,0.097,0.194,,40,0.475,38,0.342,,
4713,白神優,133,0.271,6,0.167,0.271,全国,62,16,0.438,,,43,0.186,0.233,●,42,0.571,52,0.5,,
4714,喜多須杏奈,97,0.247,0,,0.247,全国,25,15,0.2,,,22,0.0,0.182,,29,0.345,28,0.214,●,
4715,村上遼,90,0.222,5,0.0,0.222,全国,37,15,0.2,,,33,0.121,0.273,,26,0.5,35,0.429,,
4718,北川太一,105,0.171,0,,0.171,全国,44,16,0.438,,,32,0.094,0.219,,31,0.581,37,0.405,,
4719,上條暢嵩,124,0.202,0,,0.202,全国,63,10,0.5,,,35,0.114,0.229,,41,0.366,42,0.381,,
4720,西澤日花里,90,0.2,0,,0.2,全国,22,15,0.133,,,28,0.0,0.179,,32,0.219,28,0.179,●,●
4723,寺島吉彦,98,0.122,6,0.0,0.122,全国,20,14,0.357,,,49,0.082,0.061,●,32,0.344,28,0.25,,
4724,吉田祐貴,61,0.082,0,,0.082,全国,13,10,0.0,,,16,0.062,0.062,,19,0.211,14,0.143,,●
4725,佐竹太一,100,0.17,5,0.4,0.17,全国,30,16,0.25,,,33,0.0,0.152,,36,0.389,29,0.241,●,
4726,島田なぎさ,30,0.133,4,0.0,0.133,全国,9,7,0.143,,,7,0.0,0.143,,11,0.182,6,0.167,,
4727,安部慎一,92,0.196,3,0.0,0.196,全国,23,14,0.429,,,22,0.0,0.182,,35,0.171,21,0.238,●,●
4728,山口亮,90,0.122,3,0.0,0.122,全国,28,13,0.385,,,30,0.033,0.1,,32,0.188,28,0.143,●,●
4729,佐藤謙史朗,63,0.143,3,0.0,0.143,全国,18,13,0.154,,,17,0.118,0.0,,22,0.318,20,0.1,●,
4730,土屋実沙希,83,0.205,0,,0.205,全国,28,16,0.125,,,20,0.05,0.25,,29,0.345,28,0.321,,
4731,間野兼礼,92,0.141,5,0.0,0.141,全国,21,9,0.222,,,25,0.08,0.12,,32,0.312,27,0.185,●,
4732,堀本和也,128,0.25,8,0.0,0.25,全国,57,16,0.625,,,28,0.036,0.214,,48,0.562,45,0.4,,
4733,赤井睦,86,0.128,0,,0.128,全国,23,11,0.455,,,33,0.061,0.091,,29,0.241,25,0.08,●,●
4734,安河内将,116,0.259,0,,0.259,全国,54,16,0.562,,,30,0.033,0.2,,31,0.581,44,0.432,,
4735,角山雄哉,96,0.177,9,0.111,0.177,全国,27,15,0.333,,,27,0.0,0.148,,32,0.406,28,0.143,●,
4736,高倉和士,129,0.186,5,0.2,0.186,全国,53,14,0.643,,,38,0.158,0.158,,42,0.571,40,0.425,,
4737,竹井貴史,109,0.294,7,0.286,0.294,全国,61,18,0.5,,,32,0.281,0.344,,34,0.676,37,0.649,,
4738,清埜翔子,127,0.189,5,0.0,0.189,全国,56,13,0.385,,,39,0.026,0.154,,41,0.317,42,0.167,●,
4739,中村晃朋,112,0.232,8,0.125,0.232,全国,54,20,0.6,●,残す型,30,0.133,0.433,,38,0.395,41,0.634,,
4740,齋藤達希,105,0.133,9,0.111,0.133,全国,25,14,0.214,,,30,0.0,0.067,,40,0.3,29,0.069,●,
4743,木村仁紀,137,0.285,5,0.2,0.285,全国,56,19,0.526,,,38,0.158,0.368,,47,0.489,40,0.525,,
4744,伊藤玲奈,72,0.208,0,,0.208,全国,15,10,0.3,,,22,0.045,0.091,,27,0.333,22,0.136,●,
4746,大豆生田蒼,77,0.247,5,0.2,0.247,全国,25,9,0.333,,,27,0.074,0.074,,23,0.478,25,0.12,●,
4747,山戸信二,89,0.124,0,,0.124,全国,22,13,0.077,,,31,0.032,0.032,,30,0.133,27,0.074,●,●
4748,渡邉雄朗,117,0.205,11,0.182,0.205,全国,56,16,0.312,,,40,0.275,0.225,●,39,0.487,42,0.524,,
4750,井上尚悟,91,0.165,3,0.0,0.165,全国,23,13,0.462,,,18,0.056,0.167,,32,0.25,18,0.278,,
4752,西尾亮輔,104,0.173,0,,0.173,全国,25,19,0.421,,,26,0.038,0.038,,37,0.351,24,0.083,●,
4753,森照夫,61,0.131,0,,0.131,全国,18,10,0.3,,,25,0.08,0.12,,18,0.389,22,0.136,●,
4754,松尾充,111,0.216,9,0.111,0.216,全国,44,13,0.154,,,33,0.091,0.242,,33,0.576,35,0.371,,
4757,山田祐也,118,0.229,4,0.5,0.229,全国,59,15,0.467,,,35,0.114,0.143,,37,0.676,42,0.405,,
4758,富樫麗加,53,0.264,4,0.25,0.264,全国,17,5,0.4,,,17,0.0,0.059,,18,0.556,16,0.062,●,
4759,今泉友吾,111,0.261,10,0.2,0.261,全国,49,10,0.2,,,39,0.154,0.256,,35,0.629,43,0.419,,
4760,山崎郡,140,0.186,4,0.25,0.186,全国,70,14,0.286,,,37,0.162,0.189,,47,0.617,46,0.435,,
4761,山田晃大,123,0.187,0,,0.187,全国,50,18,0.333,,,42,0.048,0.167,●,39,0.282,42,0.214,●,
4762,藤原啓史朗,116,0.25,5,0.2,0.25,全国,62,12,0.5,,,45,0.133,0.244,●,32,0.531,47,0.532,,
4764,小池礼乃,94,0.16,0,,0.16,全国,36,14,0.429,,,29,0.0,0.103,,29,0.345,30,0.133,●,
4765,野田部宏子,93,0.129,5,0.0,0.129,全国,26,15,0.2,,,24,0.042,0.083,,31,0.387,26,0.154,●,
4766,石井孝之,83,0.108,4,0.25,0.108,全国,17,12,0.167,,,29,0.034,0.103,,27,0.222,27,0.148,●,●
4769,馬場剛,129,0.256,11,0.091,0.256,全国,55,21,0.524,●,,40,0.05,0.35,●,41,0.537,44,0.455,,
4771,下寺秀和,123,0.22,0,,0.22,全国,64,13,0.462,,,33,0.212,0.152,,39,0.487,38,0.421,,
4772,石丸海渡,106,0.217,0,,0.217,全国,51,14,0.643,,,33,0.152,0.152,,28,0.536,37,0.378,,
4773,中川りな,122,0.238,0,,0.238,全国,53,21,0.381,●,,33,0.03,0.152,,41,0.39,35,0.343,,
4775,千葉真弥,81,0.16,0,,0.16,全国,33,9,0.556,,,25,0.0,0.08,,26,0.423,26,0.154,●,
4776,竹田和哉,132,0.265,4,0.0,0.265,全国,65,13,0.538,,,39,0.051,0.385,,46,0.609,45,0.489,,
4778,堤啓輔,83,0.157,0,,0.157,全国,35,19,0.211,,,26,0.077,0.077,,34,0.471,30,0.2,●,
4779,伊倉光,97,0.206,14,0.214,0.206,全国,27,15,0.467,,,25,0.12,0.16,,31,0.29,27,0.259,,
4781,西舘果里,35,0.086,0,,0.086,全国,8,5,0.4,,,11,0.091,0.091,,12,0.417,10,0.3,,
4782,浜崎準也,75,0.12,0,,0.12,全国,15,10,0.2,,,19,0.0,0.263,,26,0.154,22,0.227,●,●
4784,向井田真紀,70,0.043,5,0.0,0.043,全国,19,12,0.333,,,23,0.087,0.043,,25,0.12,23,0.13,●,●
4785,木幡純也,91,0.176,0,,0.176,全国,24,21,0.238,,,25,0.04,0.16,,32,0.312,28,0.179,●,
4786,佐藤博亮,130,0.177,0,,0.177,全国,61,18,0.5,,,38,0.132,0.158,,42,0.476,42,0.357,,
4787,椎名豊,119,0.218,5,0.2,0.218,全国,61,16,0.5,,,36,0.167,0.194,,35,0.629,41,0.463,,
4788,小池哲也,117,0.299,3,0.667,0.299,全国,53,21,0.333,●,飛ぶ型,27,0.074,0.185,,46,0.609,34,0.353,,
4789,古賀智之,108,0.111,4,0.25,0.111,全国,34,13,0.385,,,33,0.091,0.061,,35,0.429,31,0.161,●,
4790,柳内敬太,130,0.254,0,,0.254,全国,53,11,0.273,,,43,0.07,0.186,●,36,0.389,44,0.341,,
4791,黒澤めぐみ,102,0.196,0,,0.196,全国,34,22,0.364,,,39,0.077,0.179,,31,0.484,37,0.297,,
4792,杉村賢也,69,0.174,11,0.091,0.174,全国,24,15,0.533,,,22,0.0,0.091,,25,0.32,29,0.103,●,
4793,金子萌,123,0.171,5,0.4,0.171,全国,43,15,0.333,,,40,0.175,0.1,●,42,0.548,41,0.268,,
4794,和田拓也,84,0.345,8,0.25,0.345,全国,36,6,0.833,,,20,0.15,0.35,,24,0.625,26,0.538,,
4796,春園功太,113,0.195,0,,0.195,全国,49,12,0.5,,,40,0.075,0.15,●,40,0.45,44,0.295,,
4797,中山将,107,0.243,4,0.0,0.243,全国,34,8,0.25,,,35,0.171,0.229,,34,0.588,36,0.472,,
4798,浜先真範,119,0.218,4,0.5,0.218,全国,54,14,0.643,,,34,0.088,0.206,,38,0.447,38,0.368,,
4803,飯田庄吾,87,0.149,6,0.167,0.149,全国,22,17,0.235,,,27,0.0,0.111,,33,0.273,24,0.042,●,
4804,高田ひかる,110,0.164,0,,0.164,全国,52,18,0.389,,,33,0.061,0.121,,31,0.516,38,0.263,,
4808,松尾拓,127,0.228,0,,0.228,全国,45,11,0.273,,,36,0.056,0.194,,46,0.609,40,0.25,,
4809,外崎悟,98,0.245,0,,0.245,全国,35,17,0.353,,,29,0.069,0.276,,27,0.333,34,0.412,,
4811,向井田佑紀,115,0.174,0,,0.174,全国,28,17,0.235,,,27,0.0,0.148,,39,0.513,33,0.182,●,
4812,西野雄貴,105,0.219,0,,0.219,全国,45,7,0.429,,,26,0.192,0.269,,38,0.579,36,0.472,,
4813,宮内直哉,93,0.129,8,0.0,0.129,全国,24,18,0.056,,,27,0.0,0.185,,30,0.2,29,0.207,●,●
