date,race,rname,day_n,wdir,wspd,wave,kimarite,combo,payout,win_boat,win_course,exp,inwin,resid
2026-02-04,7,予選,1,南,1,3,抜き,6-1-2,1660,6,6,0.5108657836587983,0,-0.5108657836587983
2026-02-04,8,ベイブレイク,1,南,2,3,差し,5-2-1,15380,5,5,0.4613686194560911,0,-0.4613686194560911
2026-02-04,9,予選特賞,1,南,3,3,まくり,2-4-3,1800,2,2,0.5316800056307643,0,-0.5316800056307643
2026-02-04,10,予選特賞,1,南東,1,3,まくり,6-3-1,10040,6,6,0.5310775041350926,0,-0.5310775041350926
2026-02-04,11,予選特選,1,南,1,3,抜き,1-2-4,930,1,1,0.6520139168789264,1,0.3479860831210736
2026-02-04,12,平和島選抜,1,南,1,3,逃げ,1-3-4,810,1,1,0.627778607728441,1,0.37222139227155904
2026-02-05,1,予選,2,北,1,3,抜き,5-1-2,7860,5,5,0.527072004811744,0,-0.527072004811744
2026-02-05,2,予選,2,南,2,3,逃げ,1-2-4,1760,1,1,0.45076392675776317,1,0.5492360732422368
2026-02-05,3,予選,2,南,1,3,まくり,4-2-6,4300,4,4,0.48864356143657606,0,-0.48864356143657606
2026-02-05,4,予選,2,南,2,3,逃げ,1-2-5,3550,1,1,0.46629867548819737,1,0.5337013245118026
2026-02-05,5,東京ベイラン,2,南,1,3,差し,2-1-3,10600,2,2,0.6788760526499497,0,-0.6788760526499497
2026-02-05,6,予選,2,南,2,3,まくり,4-5-6,1300,4,3,0.38440308201242157,0,-0.38440308201242157
2026-02-05,7,予選,2,東,1,3,まくり,5-4-6,7690,5,5,0.4891268141414026,0,-0.4891268141414026
2026-02-05,8,ベイブレイク,2,南,2,3,逃げ,1-4-6,3340,1,1,0.4372700055134567,1,0.5627299944865434
2026-02-05,9,予選特賞,2,南,2,3,差し,5-1-4,33910,5,5,0.3614672396733175,0,-0.3614672396733175
2026-02-05,10,予選特賞,2,南,1,3,逃げ,1-6-2,7880,1,1,0.5330880058810205,1,0.46691199411897955
2026-02-05,11,予選特選,2,南,1,3,逃げ,1-2-6,5860,1,1,0.5888898666389852,1,0.41111013336101476
2026-02-05,12,記者選抜,2,,0,3,逃げ,1-2-3,1800,1,1,0.7617295280102527,1,0.23827047198974727
2026-02-06,1,予選,3,,0,3,逃げ,1-6-4,11820,1,1,0.45076392675776317,1,0.5492360732422368
2026-02-06,2,予選,3,,0,3,抜き,5-2-1,3430,5,5,0.42286462047396,0,-0.42286462047396
2026-02-06,3,予選,3,,0,3,逃げ,1-5-6,14610,1,1,0.5880188287185475,1,0.4119811712814525
2026-02-06,4,予選,3,南東,1,3,まくり,3-2-1,4330,3,3,0.41977920529291846,0,-0.41977920529291846
2026-02-06,5,東京ベイラン,3,南東,1,3,逃げ,1-2-6,1150,1,1,0.6398528035286123,1,0.3601471964713877
2026-02-06,6,予選,3,南,1,3,差し,2-1-6,6040,2,4,0.6109066715675171,0,-0.6109066715675171
2026-02-06,7,予選,3,南,2,3,差し,4-1-3,4240,4,4,0.5553511160119615,0,-0.5553511160119615
2026-02-06,8,ベイブレイク,3,南,2,3,逃げ,1-4-6,1000,1,1,0.5733670627153813,1,0.4266329372846187
2026-02-06,9,予選特賞,3,南,2,3,差し,2-1-4,1320,2,2,0.4283085777296648,0,-0.4283085777296648
2026-02-06,10,予選特賞,3,南,3,3,まくり,6-1-5,2550,6,5,0.5930332248245072,0,-0.5930332248245072
2026-02-06,11,予選特選,3,南,2,3,恵まれ,5-6-2,1360,5,5,0.56497739705752,0,-0.56497739705752
2026-02-06,12,記者選抜,3,南,1,3,まくり,3-2-6,9490,3,3,0.6248466703423046,0,-0.6248466703423046
2026-02-07,1,一般,4,北,8,4,まくり,6-2-4,18100,6,6,0.374724006616148,0,-0.374724006616148
2026-02-07,2,一般,4,北,7,4,まくり,4-2-3,7120,4,4,0.6057260686256339,0,-0.6057260686256339
2026-02-07,3,一般,4,北,5,3,まくり差し,3-2-6,14100,3,4,0.38674065369825555,0,-0.38674065369825555
2026-02-07,4,一般,4,北,6,3,差し,4-2-1,2510,4,4,0.45076392675776317,0,-0.45076392675776317
2026-02-07,5,一般,4,北,5,3,まくり差し,4-1-6,6840,4,4,0.527072004811744,0,-0.527072004811744
2026-02-07,6,一般,4,北,4,3,まくり差し,3-1-4,2950,3,3,0.6248466703423046,0,-0.6248466703423046
2026-02-07,7,一般,4,北,3,3,抜き,5-3-4,5290,5,5,0.37753245032546495,0,-0.37753245032546495
2026-02-07,8,一般,4,北,3,3,逃げ,1-6-5,17110,1,1,0.42529702690736004,1,0.57470297309264
2026-02-07,9,一般特選,4,北,1,3,まくり差し,5-2-1,9090,5,5,0.45810333884679005,0,-0.45810333884679005
2026-02-07,10,選抜,4,南,2,3,逃げ,1-5-3,8710,1,1,0.4372700055134567,1,0.5627299944865434
2026-02-07,11,選抜,4,南,2,3,逃げ,1-3-4,1060,1,1,0.6520139168789264,1,0.3479860831210736
2026-02-07,12,優勝戦,4,南,2,3,逃げ,1-6-2,5590,1,1,0.5733670627153813,1,0.4266329372846187
2026-02-12,1,予選,1,北,4,3,逃げ,1-2-3,2810,1,1,0.3885822295734978,1,0.6114177704265022
2026-02-12,2,予選,1,,0,3,恵まれ,6-3-2,13490,6,6,0.4115482404832534,0,-0.4115482404832534
2026-02-12,3,予選,1,北,2,3,逃げ,1-4-3,5340,1,1,0.41051714758296287,1,0.5894828524170371
2026-02-12,4,予選,1,北東,3,3,逃げ,1-2-5,1030,1,1,0.39509209917781213,1,0.6049079008221878
2026-02-12,5,東京ベイラン,1,北東,1,3,抜き,4-1-5,5290,4,4,0.5430735835141473,0,-0.5430735835141473
2026-02-12,6,予選,1,北東,2,3,まくり,4-3-5,26480,4,4,0.4470779017012085,0,-0.4470779017012085
2026-02-12,7,予選,1,東,1,3,差し,2-4-6,3630,2,2,0.4664213392143538,0,-0.4664213392143538
2026-02-12,8,ベイブレイク,1,北東,1,3,逃げ,1-4-5,1440,1,1,0.5066980858170674,1,0.49330191418293257
2026-02-12,9,予選,1,南,2,3,恵まれ,4-2-6,2930,4,4,0.4891268141414026,0,-0.4891268141414026
2026-02-12,10,予選特賞,1,,0,3,逃げ,1-2-3,840,1,1,0.5906581878328618,1,0.40934181216713816
2026-02-12,11,予選特選,1,,0,3,まくり,3-1-4,2850,3,3,0.5712032707070597,0,-0.5712032707070597
2026-02-12,12,レディースＤ,1,南,2,3,抜き,1-6-5,11230,1,1,0.4353058107200955,1,0.5646941892799044
2026-02-13,1,予選,2,北,2,3,差し,4-5-1,14440,4,4,0.33307048249156956,0,-0.33307048249156956
2026-02-13,2,予選,2,北,1,3,逃げ,1-2-3,4250,1,1,0.5099787809111412,1,0.49002121908885876
2026-02-13,3,予選,2,北,1,3,差し,4-2-1,5910,4,3,0.34340500827018505,0,-0.34340500827018505
2026-02-13,4,予選,2,北東,2,3,差し,4-6-2,32190,4,4,0.30206884336385864,0,-0.30206884336385864
2026-02-13,5,東京ベイラン,2,北東,2,3,逃げ,1-4-2,1470,1,1,0.6232332501902068,1,0.3767667498097932
2026-02-13,6,予選,2,東,1,3,逃げ,1-5-3,6620,1,1,0.38997464060112,1,0.61002535939888
2026-02-13,7,予選,2,南東,3,3,逃げ,1-6-2,4320,1,1,0.45211810153918863,1,0.5478818984608114
2026-02-13,8,ベイブレイク,2,南,3,3,逃げ,1-3-4,790,1,1,0.5679309151055891,1,0.43206908489441087
2026-02-13,9,予選,2,南,2,3,まくり,2-3-6,2350,2,2,0.4631453723084371,0,-0.4631453723084371
2026-02-13,10,予選特賞,2,南,1,3,抜き,1-5-3,8800,1,1,0.5244091846663266,1,0.4755908153336734
2026-02-13,11,予選特選,2,東,1,3,まくり,2-5-1,23890,2,2,0.6331493377440988,0,-0.6331493377440988
2026-02-13,12,記者選抜,2,,0,3,差し,2-3-4,19080,2,2,0.6248275041350926,0,-0.6248275041350926
2026-02-14,1,予選,3,北,1,3,まくり,3-6-5,10790,3,2,0.2976374524392749,0,-0.2976374524392749
2026-02-14,2,予選,3,北,1,3,逃げ,1-2-5,3490,1,1,0.5553511160119615,1,0.4446488839880385
2026-02-14,3,予選,3,北,1,3,差し,3-2-1,7700,3,3,0.4478951815395145,0,-0.4478951815395145
2026-02-14,4,予選,3,東,1,3,逃げ,1-5-6,1350,1,1,0.4036338512431908,1,0.5963661487568093
2026-02-14,5,東京ベイラン,3,,0,3,逃げ,1-4-5,1550,1,1,0.6426600047258201,1,0.3573399952741799
2026-02-14,6,予選,3,,0,3,逃げ,1-5-4,9450,1,1,0.4612553914011775,1,0.5387446085988226
2026-02-14,7,予選,3,南,1,3,まくり,2-6-3,130870,2,2,0.4759276253487124,0,-0.4759276253487124
2026-02-14,8,ベイブレイク,3,,0,3,まくり差し,3-1-4,3260,3,3,0.5533742904401058,0,-0.5533742904401058
2026-02-14,9,予選,3,東,1,3,差し,4-5-6,11670,4,4,0.31086578365879824,0,-0.31086578365879824
2026-02-14,10,予選特賞,3,南,3,3,逃げ,1-3-4,8700,1,1,0.5831493377440987,1,0.4168506622559013
2026-02-14,11,予選特選,3,南,3,3,抜き,1-4-3,2000,1,1,0.42529702690736004,1,0.57470297309264
2026-02-14,12,記者選抜,3,南,2,3,逃げ,1-2-4,1000,1,1,0.6436843871869304,1,0.35631561281306956
2026-02-15,1,予選,4,南,1,3,抜き,1-3-6,13690,1,1,0.45211810153918863,1,0.5478818984608114
2026-02-15,2,予選,4,,0,3,まくり,3-2-1,6710,3,3,0.39968457898988347,0,-0.39968457898988347
2026-02-15,3,予選,4,南,2,3,差し,2-1-3,1760,2,2,0.45211810153918863,0,-0.45211810153918863
2026-02-15,4,予選,4,南,2,3,差し,6-3-1,68440,6,6,0.4099733401191262,0,-0.4099733401191262
2026-02-15,5,東京ベイラン,4,東,1,3,まくり,4-2-3,13510,4,4,0.4353058107200955,0,-0.4353058107200955
2026-02-15,6,予選,4,東,1,3,逃げ,1-4-2,1650,1,1,0.42529702690736004,1,0.57470297309264
2026-02-15,7,予選,4,南,2,3,差し,5-2-6,24190,5,5,0.2976374524392749,0,-0.2976374524392749
2026-02-15,8,ベイブレイク,4,南,1,3,逃げ,1-2-3,2660,1,1,0.5533742904401058,1,0.4466257095598942
2026-02-15,9,予選,4,南,3,3,まくり,2-3-1,1360,2,2,0.3681305332801558,0,-0.3681305332801558
2026-02-15,10,予選特賞,4,南,2,3,逃げ,1-4-5,5050,1,1,0.5997792052929184,1,0.4002207947070816
2026-02-15,11,予選特選,4,南,2,3,差し,4-3-1,9590,4,4,0.6232332501902068,0,-0.6232332501902068
2026-02-15,12,記者選抜,4,南,3,3,逃げ,1-3-4,650,1,1,0.6426600047258201,1,0.3573399952741799
2026-02-16,1,一般,5,北,3,3,抜き,1-3-5,2260,1,1,0.41051714758296287,1,0.5894828524170371
2026-02-16,2,一般,5,北,3,3,まくり,3-4-1,5820,3,3,0.39509209917781213,0,-0.39509209917781213
2026-02-16,3,一般,5,北,3,3,差し,4-3-5,4350,4,4,0.31086578365879824,0,-0.31086578365879824
2026-02-16,4,一般,5,南,3,3,逃げ,1-4-6,4240,1,1,0.5997792052929184,1,0.4002207947070816
2026-02-16,5,一般,5,南,3,3,逃げ,1-4-3,1460,1,1,0.6232332501902068,1,0.3767667498097932
2026-02-16,6,一般,5,南,2,3,逃げ,1-2-6,4630,1,1,0.45211810153918863,1,0.5478818984608114
2026-02-16,7,一般,5,南,3,3,まくり差し,4-2-6,3690,4,4,0.4631453723084371,0,-0.4631453723084371
2026-02-16,8,一般,5,南,2,3,逃げ,1-3-2,1360,1,1,0.5906581878328618,1,0.40934181216713816
2026-02-16,9,一般,5,南,2,3,逃げ,1-6-2,2850,1,1,0.5430735835141473,1,0.45692641648585275
2026-02-16,10,準優勝戦,5,南,2,3,逃げ,1-6-4,4460,1,1,0.6436843871869304,1,0.35631561281306956
2026-02-16,11,準優勝戦,5,南東,2,3,逃げ,1-6-3,5310,1,1,0.5712032707070597,1,0.4287967292929403
2026-02-16,12,準優勝戦,5,南,2,3,逃げ,1-4-5,2560,1,1,0.6426600047258201,1,0.3573399952741799
2026-02-17,1,一般,6,北東,3,3,まくり,2-5-3,30650,2,2,0.2976374524392749,0,-0.2976374524392749
2026-02-17,2,一般,6,北,2,3,まくり差し,4-3-6,22350,4,4,0.2976374524392749,0,-0.2976374524392749
2026-02-17,3,一般,6,,0,3,逃げ,1-4-2,3600,1,1,0.4759276253487124,1,0.5240723746512876
2026-02-17,4,一般,6,北,3,3,まくり,4-1-3,3820,4,4,0.4470779017012085,0,-0.4470779017012085
2026-02-17,5,一般,6,北,1,3,抜き,6-3-2,16490,6,6,0.4478951815395145,0,-0.4478951815395145
2026-02-17,6,一般,6,北,3,3,差し,4-3-5,4770,4,4,0.34340500827018505,0,-0.34340500827018505
2026-02-17,7,一般,6,北,2,3,逃げ,1-2-5,920,1,1,0.53532000945164,1,0.46467999054835996
2026-02-17,8,一般,6,北,2,3,まくり差し,3-2-5,15360,3,3,0.45211810153918863,0,-0.45211810153918863
2026-02-17,9,一般,6,北,2,3,まくり差し,5-1-2,5480,5,4,0.42529702690736004,0,-0.42529702690736004
2026-02-17,10,選抜,6,北,1,3,抜き,3-2-1,4650,3,3,0.42529702690736004,0,-0.42529702690736004
2026-02-17,11,選抜,6,北東,1,3,まくり,4-5-6,6220,4,4,0.5244091846663266,0,-0.5244091846663266
2026-02-17,12,優勝戦,6,南東,1,3,逃げ,1-4-5,2620,1,1,0.6426600047258201,1,0.3573399952741799
2026-02-21,1,予選,1,,0,3,差し,2-1-3,880,2,2,0.37233255420874356,0,-0.37233255420874356
2026-02-21,2,予選,1,南,1,3,抜き,3-1-5,6030,3,3,0.39560333884679005,0,-0.39560333884679005
2026-02-21,3,予選,1,北,1,3,逃げ,1-3-2,5680,1,1,0.33977920529291844,1,0.6602207947070815
2026-02-21,4,予選,1,北東,2,3,まくり,3-4-2,33640,3,3,0.43840281166045475,0,-0.43840281166045475
2026-02-21,5,東京ベイラン,1,北,1,3,逃げ,1-6-2,2870,1,1,0.7098896026464593,1,0.2901103973535407
2026-02-21,6,予選,1,南,2,3,まくり,4-5-3,8740,4,4,0.456281744883607,0,-0.456281744883607
2026-02-21,7,予選,1,東,1,3,まくり差し,4-1-6,7270,4,4,0.47438915702789697,0,-0.47438915702789697
2026-02-21,8,ベイブレイク,1,南,2,3,まくり差し,4-1-3,1630,4,4,0.6438806824516259,0,-0.6438806824516259
2026-02-21,9,予選特賞,1,南,2,3,まくり差し,5-1-3,18150,5,5,0.5072979143977003,0,-0.5072979143977003
2026-02-21,10,予選特賞,1,南,1,3,逃げ,1-3-2,740,1,1,0.5794200030073401,1,0.4205799969926599
2026-02-21,11,予選特選,1,南,2,3,まくり,3-4-2,6960,3,3,0.5998422894949418,0,-0.5998422894949418
2026-02-21,12,平和島選抜,1,南,1,3,逃げ,1-5-2,2740,1,1,0.5261705297979727,1,0.47382947020202726
2026-02-22,1,予選,2,南,1,3,まくり差し,4-2-3,2880,4,4,0.45076392675776317,0,-0.45076392675776317
2026-02-22,2,予選,2,南,4,3,まくり,3-5-2,4910,3,3,0.4115482404832534,0,-0.4115482404832534
2026-02-22,3,予選,2,南,4,3,差し,5-2-3,3250,5,2,0.5080157420433757,0,-0.5080157420433757
2026-02-22,4,予選,2,南,5,3,逃げ,1-4-5,2650,1,1,0.6426600047258201,1,0.3573399952741799
2026-02-22,5,東京ベイラン,2,南,6,4,逃げ,1-2-6,1330,1,1,0.6601690615970929,1,0.3398309384029071
2026-02-22,6,予選,2,南西,6,4,まくり,3-2-5,1950,3,3,0.38433231447810057,0,-0.38433231447810057
2026-02-22,7,予選,2,南,7,5,逃げ,1-3-6,1250,1,1,0.5360718878934192,1,0.4639281121065808
2026-02-22,8,ベイブレイク,2,南,7,5,逃げ,1-4-2,780,1,1,0.6459840040714758,1,0.3540159959285242
2026-02-22,9,予選特賞,2,南,7,6,抜き,5-1-4,1980,5,3,0.5690609271483988,0,-0.5690609271483988
2026-02-22,10,予選特賞,2,南,6,6,逃げ,1-2-6,870,1,1,0.7463233840090976,1,0.2536766159909024
2026-02-22,11,予選特選,2,南,7,7,逃げ,1-2-3,740,1,1,0.7208018635423945,1,0.2791981364576055
2026-02-22,12,記者選抜,2,南,7,7,まくり,3-2-6,25840,3,3,0.5229070809945527,0,-0.5229070809945527
2026-02-23,1,予選,3,南西,6,5,まくり,3-4-6,3330,3,3,0.511371168945254,0,-0.511371168945254
2026-02-23,2,予選,3,南西,7,6,逃げ,2-3-4,940,2,1,0.5229070809945527,1,0.47709291900544726
2026-02-23,3,予選,3,南西,7,6,差し,5-6-3,4360,5,4,0.3797792052929184,0,-0.3797792052929184
2026-02-23,4,予選,3,南,7,6,逃げ,1-2-5,5760,1,1,0.43875512840599806,1,0.5612448715940019
2026-02-23,5,東京ベイラン,3,南,9,7,まくり,4-1-5,2840,4,4,0.5261705297979727,0,-0.5261705297979727
2026-02-23,6,予選,3,南,7,7,まくり,5-1-6,11320,5,5,0.6601690615970929,0,-0.6601690615970929
2026-02-23,7,予選,3,南,7,7,差し,2-1-4,2880,2,2,0.469162454380529,0,-0.469162454380529
2026-02-23,8,ベイブレイク,3,南,7,7,逃げ,1-2-3,2100,1,1,0.5382916963791681,1,0.46170830362083193
2026-02-23,9,予選特賞,3,南,8,7,抜き,6-1-3,8290,6,5,0.5855565752092275,0,-0.5855565752092275
2026-02-23,10,予選特賞,3,南,6,6,まくり差し,3-1-5,8330,3,3,0.5382916963791681,0,-0.5382916963791681
2026-02-23,11,予選特選,3,南,6,6,逃げ,1-3-2,1730,1,1,0.7208018635423945,1,0.2791981364576055
2026-02-23,12,記者選抜,3,南,5,5,抜き,1-5-3,1280,1,1,0.6195628206288158,1,0.38043717937118415
2026-02-24,1,予選,4,東,1,3,抜き,6-1-3,29260,6,5,0.5330880058810205,0,-0.5330880058810205
2026-02-24,2,予選,4,北東,1,3,抜き,1-6-3,37510,1,1,0.469162454380529,1,0.5308375456194709
2026-02-24,3,予選,4,北東,3,3,まくり,4-2-5,4450,4,4,0.5684109855812925,0,-0.5684109855812925
2026-02-24,4,予選,4,北東,2,3,逃げ,1-4-3,1140,1,1,0.5998422894949418,1,0.4001577105050582
2026-02-24,5,東京ベイラン,4,北東,2,3,逃げ,1-2-4,1400,1,1,0.5794200030073401,1,0.4205799969926599
2026-02-24,6,予選,4,北東,2,3,逃げ,1-5-2,740,1,1,0.7463233840090976,1,0.2536766159909024
2026-02-24,7,予選,4,東,2,3,差し,5-1-2,5640,5,5,0.5360718878934192,0,-0.5360718878934192
2026-02-24,8,ベイブレイク,4,北東,2,3,逃げ,1-3-4,1850,1,1,0.6840168467481741,1,0.3159831532518259
2026-02-24,9,予選特賞,4,南,4,3,逃げ,1-5-2,1130,1,1,0.5382916963791681,1,0.46170830362083193
2026-02-24,10,予選特賞,4,南,1,3,逃げ,1-4-6,3690,1,1,0.7098896026464593,1,0.2901103973535407
2026-02-24,11,予選特選,4,南,2,3,逃げ,1-4-2,2770,1,1,0.6195628206288158,1,0.38043717937118415
2026-02-24,12,記者選抜,4,南東,1,3,抜き,4-6-1,57130,4,4,0.5229070809945527,0,-0.5229070809945527
2026-02-25,1,一般,5,北,2,3,逃げ,1-4-3,2780,1,1,0.4759276253487124,1,0.5240723746512876
2026-02-25,2,一般,5,北,3,3,抜き,4-6-2,26650,4,4,0.4115482404832534,0,-0.4115482404832534
2026-02-25,3,一般,5,北,3,3,まくり差し,4-5-3,7240,4,4,0.3797792052929184,0,-0.3797792052929184
2026-02-25,4,一般,5,北,4,3,まくり差し,6-1-2,4210,6,3,0.6840168467481741,0,-0.6840168467481741
2026-02-25,5,一般,5,北,4,3,まくり,5-6-4,10700,5,5,0.5998422894949418,0,-0.5998422894949418
2026-02-25,6,一般,5,北,4,3,差し,4-1-5,3170,4,4,0.5229070809945527,0,-0.5229070809945527
2026-02-25,7,一般,5,北,6,4,逃げ,1-6-4,3470,1,1,0.469162454380529,1,0.5308375456194709
2026-02-25,8,一般,5,北,6,4,逃げ,1-4-6,6710,1,1,0.5684109855812925,1,0.43158901441870745
2026-02-25,9,一般特賞,5,北,7,5,逃げ,1-4-2,1240,1,1,0.5382916963791681,1,0.46170830362083193
2026-02-25,10,準優勝戦,5,北,6,5,抜き,3-5-1,26860,3,3,0.5794200030073401,0,-0.5794200030073401
2026-02-25,11,準優勝戦,5,北,7,5,差し,5-1-4,40840,5,4,0.5382916963791681,0,-0.5382916963791681
2026-02-25,12,準優勝戦,5,北,6,5,逃げ,1-2-3,930,1,1,0.7098896026464593,1,0.2901103973535407
2026-02-26,1,一般,6,北,6,4,逃げ,1-3-6,2880,1,1,0.45076392675776317,1,0.5492360732422368
2026-02-26,2,一般,6,北,5,4,まくり,4-3-2,4740,4,4,0.456281744883607,0,-0.456281744883607
2026-02-26,3,一般,6,北,6,4,逃げ,1-4-3,3740,1,1,0.5080157420433757,1,0.49198425795662426
2026-02-26,4,一般,6,北,6,4,まくり,5-3-4,3490,5,2,0.37233255420874356,0,-0.37233255420874356
2026-02-26,5,一般,6,北,6,4,まくり差し,3-6-1,14450,3,3,0.33977920529291844,0,-0.33977920529291844
2026-02-26,6,一般,6,北,5,4,まくり差し,3-1-4,1840,3,3,0.39560333884679005,0,-0.39560333884679005
2026-02-26,7,一般,6,北,3,3,差し,2-1-4,2010,2,2,0.43840281166045475,0,-0.43840281166045475
2026-02-26,8,一般,6,北,4,3,差し,2-6-4,24250,2,2,0.47438915702789697,0,-0.47438915702789697
2026-02-26,9,一般特選,6,北,3,3,逃げ,1-3-4,1070,1,1,0.5360718878934192,1,0.4639281121065808
2026-02-26,10,選抜,6,北,6,4,差し,4-1-2,7620,4,4,0.5794200030073401,0,-0.5794200030073401
2026-02-26,11,選抜,6,北,6,4,逃げ,1-2-3,1270,1,1,0.5261705297979727,1,0.47382947020202726
2026-02-26,12,優勝戦,6,北,6,4,逃げ,1-4-6,2930,1,1,0.7098896026464593,1,0.2901103973535407
2026-03-02,1,予選,1,北,3,3,まくり,2-4-5,4360,2,2,0.46629867548819737,0,-0.46629867548819737
2026-03-02,2,予選,1,北,2,3,逃げ,1-2-3,2790,1,1,0.39194039734599845,1,0.6080596026540015
2026-03-02,3,予選,1,北,3,3,まくり,3-5-4,5030,3,3,0.4397792052929184,0,-0.4397792052929184
2026-03-02,4,予選,1,北,3,3,恵まれ,2-5-6,6540,2,2,0.45977920529291844,0,-0.45977920529291844
2026-03-02,5,東京ベイラン,1,北,2,3,抜き,3-2-1,15500,3,3,0.6763082391859695,0,-0.6763082391859695
2026-03-02,6,予選,1,北,2,3,まくり差し,5-6-1,2870,5,5,0.5553803216610464,0,-0.5553803216610464
2026-03-02,7,予選,1,,0,3,まくり差し,3-1-5,1510,3,3,0.5871263534070782,0,-0.5871263534070782
2026-03-02,8,ベイブレイク,1,東,1,3,まくり,4-1-5,1510,4,4,0.5846973634838853,0,-0.5846973634838853
2026-03-02,9,予選特賞,1,,0,3,逃げ,1-6-5,7680,1,1,0.46014222642295116,1,0.5398577735770489
2026-03-02,10,予選特賞,1,東,1,3,逃げ,1-3-2,2070,1,1,0.5320800042684827,1,0.4679199957315173
2026-03-02,11,予選特選,1,南東,1,3,逃げ,1-5-6,4650,1,1,0.6327716489195687,1,0.3672283510804313
2026-03-02,12,平和島選抜,1,東,1,3,差し,2-4-1,29730,2,2,0.6852692164566958,0,-0.6852692164566958
2026-03-03,1,予選,2,北,3,3,まくり差し,5-6-3,7660,5,5,0.4311560836205083,0,-0.4311560836205083
2026-03-03,2,予選,2,北,4,3,抜き,2-5-4,6130,2,2,0.4051070341796195,0,-0.4051070341796195
2026-03-03,3,予選,2,北,4,3,まくり,4-6-3,39430,4,4,0.6299857570499442,0,-0.6299857570499442
2026-03-03,4,予選,2,北,5,3,逃げ,1-2-5,2300,1,1,0.43454261444882436,1,0.5654573855511756
2026-03-03,5,東京ベイラン,2,北,4,3,逃げ,1-2-3,620,1,1,0.6477318347133229,1,0.35226816528667715
2026-03-03,6,予選,2,北,3,3,差し,2-6-5,3940,2,2,0.40884000601468,0,-0.40884000601468
2026-03-03,7,予選,2,北,4,3,まくり,4-1-6,6520,4,4,0.6707463324638725,0,-0.6707463324638725
2026-03-03,8,ベイブレイク,2,北,3,3,逃げ,1-4-2,880,1,1,0.4918882581689829,1,0.508111741831017
2026-03-03,9,予選特賞,2,北,4,3,逃げ,1-5-6,2840,1,1,0.5779525041350926,1,0.4220474958649074
2026-03-03,10,予選特賞,2,北,4,3,逃げ,1-3-2,1440,1,1,0.637521163255738,1,0.36247883674426196
2026-03-03,11,予選特選,2,北,4,3,逃げ,1-5-3,2100,1,1,0.6299857570499442,1,0.3700142429500558
2026-03-03,12,記者選抜,2,北,4,3,逃げ,1-6-3,1940,1,1,0.7282587686993324,1,0.27174123130066763
2026-03-04,1,予選,3,北,6,5,差し,2-1-5,1030,2,2,0.3467134747886923,0,-0.3467134747886923
2026-03-04,2,予選,3,北,6,5,まくり,4-6-1,2100,4,4,0.5955097928648069,0,-0.5955097928648069
2026-03-04,3,予選,3,北,6,4,逃げ,1-2-5,1670,1,1,0.632427760502978,1,0.367572239497022
2026-03-04,4,予選,3,北,8,5,差し,2-1-4,2970,2,2,0.33941434461596076,0,-0.33941434461596076
2026-03-04,5,東京ベイラン,3,北,6,5,逃げ,1-3-4,990,1,1,0.5855565752092275,1,0.41444342479077245
2026-03-04,6,予選,3,北,7,5,まくり差し,5-3-6,2770,5,5,0.3122700055134567,0,-0.3122700055134567
2026-03-04,7,予選,3,北,8,6,逃げ,1-4-2,2390,1,1,0.6288541978168698,1,0.3711458021831302
2026-03-05,1,一般,4,北,6,4,抜き,1-2-3,840,1,1,0.4613261589354985,1,0.5386738410645016
2026-03-05,2,一般,4,北西,6,4,逃げ,1-2-4,7910,1,1,0.43875512840599806,1,0.5612448715940019
2026-03-05,3,一般,4,北西,4,4,まくり差し,5-1-2,3910,5,5,0.6872700055134567,0,-0.6872700055134567
2026-03-05,4,一般,4,北西,3,3,逃げ,1-2-4,620,1,1,0.5320800042684827,1,0.4679199957315173
2026-03-05,5,一般,4,西,3,3,逃げ,1-3-4,800,1,1,0.5779525041350926,1,0.4220474958649074
2026-03-05,6,一般,4,西,1,3,逃げ,1-2-3,5730,1,1,0.5346269828987423,1,0.46537301710125767
2026-03-05,7,一般,4,北,1,3,逃げ,1-6-2,7650,1,1,0.5473561967772839,1,0.45264380322271613
2026-03-05,8,一般,4,南,3,3,逃げ,1-4-3,4710,1,1,0.45810333884679005,1,0.5418966611532099
2026-03-05,9,一般特賞,4,南,3,3,逃げ,1-2-3,380,1,1,0.5906581878328618,1,0.40934181216713816
2026-03-05,10,一般特賞,4,南,3,3,逃げ,1-4-2,2940,1,1,0.6039366721801234,1,0.39606332781987663
2026-03-05,11,準優勝戦,4,南,2,3,逃げ,1-4-5,2800,1,1,0.6852692164566958,1,0.3147307835433042
2026-03-05,12,準優勝戦,4,,0,3,差し,3-4-2,42780,3,3,0.5846973634838853,0,-0.5846973634838853
2026-03-06,1,一般,5,北,1,3,逃げ,1-2-3,4680,1,1,0.3467134747886923,1,0.6532865252113077
2026-03-06,2,一般,5,北,1,3,逃げ,1-3-6,3520,1,1,0.43454261444882436,1,0.5654573855511756
2026-03-06,3,一般,5,,0,3,抜き,2-1-5,6470,2,2,0.5183822254894559,0,-0.5183822254894559
2026-03-06,4,一般,5,北東,1,3,逃げ,1-4-3,760,1,1,0.671081647460903,1,0.32891835253909696
2026-03-06,5,一般,5,,0,3,差し,2-1-6,4860,2,2,0.6907083684481077,0,-0.6907083684481077
2026-03-06,6,一般,5,,0,3,まくり,2-5-3,3720,2,2,0.3122700055134567,0,-0.3122700055134567
