date,race,rname,day_n,wdir,wspd,wave,kimarite,combo,payout,win_boat,win_course,exp,inwin,resid
2025-09-16,12,記者選抜,4,南,5,4,まくり,4-1-5,7440,4,4,0.671081647460903,0,-0.671081647460903
2025-09-17,1,一般,5,東,2,3,逃げ,1-5-6,22270,1,1,0.48753561621087615,1,0.5124643837891238
2025-09-17,2,一般,5,南東,3,3,まくり,3-2-4,19060,3,3,0.4891268141414026,0,-0.4891268141414026
2025-09-17,3,一般,5,南東,3,3,逃げ,1-3-2,1120,1,1,0.5959415435508831,1,0.40405845644911687
2025-09-17,4,一般,5,南,4,3,まくり,3-2-1,7760,3,3,0.4861881152607006,0,-0.4861881152607006
2025-09-17,5,一般,5,南,5,3,逃げ,1-2-6,2070,1,1,0.6849807456415912,1,0.31501925435840883
2025-09-17,6,一般,5,南東,5,3,まくり,3-1-2,5240,3,3,0.6387355592311934,0,-0.6387355592311934
2025-09-17,7,一般,5,南,5,4,逃げ,1-2-4,12160,1,1,0.39560333884679005,1,0.6043966611532099
2025-09-17,8,一般,5,南,5,4,差し,2-5-1,12940,2,2,0.6079589224952152,0,-0.6079589224952152
2025-09-17,9,一般特賞,5,南,3,3,逃げ,1-4-5,1300,1,1,0.6949873203005601,1,0.3050126796994399
2025-09-17,10,準優勝戦,5,南,4,3,逃げ,1-3-5,3600,1,1,0.6269315299092529,1,0.37306847009074706
2025-09-17,11,準優勝戦,5,南,4,3,差し,2-3-1,9480,2,2,0.7531033800603367,0,-0.7531033800603367
2025-09-17,12,準優勝戦,5,南,4,3,逃げ,1-3-4,2000,1,1,0.6954921777484917,1,0.3045078222515083
2025-09-18,1,一般,6,南,3,3,差し,2-1-4,1500,2,2,0.4998096597352745,0,-0.4998096597352745
2025-09-18,2,一般,6,北東,2,3,逃げ,1-6-4,1100,1,1,0.5998301579176296,1,0.4001698420823704
2025-09-18,3,一般,6,東,1,3,まくり,4-3-6,16370,4,4,0.7181543699245905,0,-0.7181543699245905
2025-09-18,4,一般,6,南東,2,3,まくり差し,6-1-4,16350,6,6,0.6079589224952152,0,-0.6079589224952152
2025-09-18,5,一般,6,南,3,3,まくり差し,4-1-3,7460,4,4,0.4036338512431908,0,-0.4036338512431908
2025-09-18,6,一般,6,南,3,3,逃げ,1-3-2,1980,1,1,0.6387355592311934,1,0.3612644407688066
2025-09-18,7,一般,6,南,3,3,逃げ,1-3-2,320,1,1,0.615214773302245,1,0.38478522669775495
2025-09-18,8,一般,6,南,3,3,まくり差し,3-4-1,2960,3,3,0.39968457898988347,0,-0.39968457898988347
2025-09-18,9,一般特選,6,南,1,3,逃げ,1-2-3,660,1,1,0.6849807456415912,1,0.31501925435840883
2025-09-18,10,選抜,6,北,7,5,逃げ,1-6-2,7940,1,1,0.6707463324638725,1,0.3292536675361275
2025-09-18,11,選抜,6,北,5,4,逃げ,1-3-4,1170,1,1,0.7531033800603367,1,0.24689661993966328
2025-09-18,12,優勝戦,6,北,5,4,逃げ,1-4-6,4750,1,1,0.6954921777484917,1,0.3045078222515083
2025-09-22,1,予選,1,北東,4,3,差し,4-3-5,3390,4,4,0.4416037270847889,0,-0.4416037270847889
2025-09-22,2,予選,1,北東,3,3,まくり,4-5-2,1560,4,4,0.58310333884679,0,-0.58310333884679
2025-09-22,3,予選,1,北東,4,3,まくり,2-3-6,1620,2,2,0.4283085777296648,0,-0.4283085777296648
2025-09-22,4,予選,1,北東,5,3,まくり,2-3-5,1970,2,2,0.37753245032546495,0,-0.37753245032546495
2025-09-22,5,東京ベイラン,1,東,2,3,逃げ,1-3-4,1460,1,1,0.6284137180663704,1,0.37158628193362964
2025-09-22,6,予選,1,東,1,3,抜き,4-1-5,101920,4,4,0.5899829551581299,0,-0.5899829551581299
2025-09-22,7,予選,1,東,2,3,逃げ,1-3-5,5120,1,1,0.5846973634838853,1,0.41530263651611465
2025-09-22,8,ベイブレイク,1,東,1,3,まくり,4-1-5,1330,4,4,0.5712708609235132,0,-0.5712708609235132
2025-09-22,9,予選特賞,1,東,2,3,逃げ,1-4-3,4240,1,1,0.5816174593571986,1,0.41838254064280145
2025-09-22,10,予選特賞,1,南東,2,3,まくり,4-2-1,4170,4,4,0.5536763117637835,0,-0.5536763117637835
2025-09-22,11,予選特選,1,南東,2,3,まくり,6-1-3,9940,6,6,0.5382492358585754,0,-0.5382492358585754
2025-09-22,12,平和島選抜,1,東,1,3,まくり差し,4-5-6,4360,4,4,0.6141280037806561,0,-0.6141280037806561
2025-09-23,1,予選,2,北,3,3,まくり差し,6-3-1,18340,6,5,0.5224763696510437,0,-0.5224763696510437
2025-09-23,2,予選,2,北東,1,3,逃げ,1-3-4,1370,1,1,0.6039366721801234,1,0.39606332781987663
2025-09-23,3,予選,2,北東,1,3,まくり,6-3-4,55490,6,6,0.4759276253487124,0,-0.4759276253487124
2025-09-23,4,予選,2,北,1,3,逃げ,1-3-4,2440,1,1,0.6479437086045542,1,0.3520562913954458
2025-09-23,5,東京ベイラン,2,北東,1,3,逃げ,1-2-6,3840,1,1,0.5382916963791681,1,0.46170830362083193
2025-09-23,6,予選,2,東,1,3,逃げ,1-2-3,440,1,1,0.5997792052929184,1,0.4002207947070816
2025-09-23,7,予選,2,東,1,3,まくり,3-5-1,1370,3,3,0.40331509236220914,0,-0.40331509236220914
2025-09-23,8,ベイブレイク,2,北東,1,3,差し,4-2-3,6150,4,4,0.4283961946769194,0,-0.4283961946769194
2025-09-23,9,予選特賞,2,北,4,3,逃げ,1-5-3,1600,1,1,0.6620129765492693,1,0.33798702345073073
2025-09-23,10,予選特賞,2,東,2,3,まくり,4-5-6,23850,4,4,0.5899829551581299,0,-0.5899829551581299
2025-09-23,11,予選特選,2,北東,2,3,逃げ,1-4-3,1170,1,1,0.6141280037806561,1,0.38587199621934387
2025-09-23,12,記者選抜,2,東,2,3,まくり差し,3-1-2,10460,3,3,0.6852692164566958,0,-0.6852692164566958
2025-09-24,1,予選,3,北東,2,3,まくり,4-5-2,5880,4,4,0.42825600756131205,0,-0.42825600756131205
2025-09-24,2,予選,3,北東,3,3,逃げ,1-5-2,2390,1,1,0.7319457190115344,1,0.2680542809884656
2025-09-24,3,予選,3,南東,2,3,まくり差し,3-1-4,4900,3,3,0.46252179499471524,0,-0.46252179499471524
2025-09-24,4,予選,3,南東,2,3,まくり差し,5-6-1,14180,5,5,0.5342924183559642,0,-0.5342924183559642
2025-09-24,5,東京ベイラン,3,北東,3,3,逃げ,1-5-2,2010,1,1,0.6613686194560912,1,0.33863138054390884
2025-09-24,6,予選,3,東,1,3,逃げ,1-6-3,6390,1,1,0.6032579355973435,1,0.39674206440265647
2025-09-24,7,予選,3,東,2,3,抜き,4-1-3,5990,4,4,0.4441991169921316,0,-0.4441991169921316
2025-09-24,8,ベイブレイク,3,南東,2,3,まくり差し,4-3-5,2870,4,4,0.5382916963791681,0,-0.5382916963791681
2025-09-24,9,予選特賞,3,南,3,3,逃げ,1-4-5,1280,1,1,0.5855565752092275,1,0.41444342479077245
2025-09-24,10,予選特賞,3,南東,2,3,まくり,1-4-2,1610,1,2,0.5712708609235132,0,-0.5712708609235132
2025-09-24,11,予選特選,3,南東,1,3,逃げ,1-6-2,3410,1,1,0.5932852776334717,1,0.4067147223665283
2025-09-24,12,記者選抜,3,南東,2,3,逃げ,1-4-2,1960,1,1,0.5382916963791681,1,0.46170830362083193
2025-09-25,1,予選,4,南,5,3,逃げ,2-1-3,4240,2,1,0.5712708609235132,1,0.4287291390764868
2025-09-25,2,予選,4,南,5,3,まくり,2-3-4,1230,2,4,0.577532450325465,0,-0.577532450325465
2025-09-25,3,予選,4,南,2,3,差し,2-6-4,31700,2,2,0.4315672787419528,0,-0.4315672787419528
2025-09-25,4,予選,4,南,3,3,まくり,3-4-2,2420,3,3,0.5382916963791681,0,-0.5382916963791681
2025-09-25,5,東京ベイラン,4,南,4,3,逃げ,1-3-5,1610,1,1,0.5932852776334717,1,0.4067147223665283
2025-09-25,6,予選,4,南,4,3,逃げ,1-2-6,760,1,1,0.469162454380529,1,0.5308375456194709
2025-09-25,7,予選,4,南,2,3,差し,4-1-5,26410,4,4,0.6210448524946353,0,-0.6210448524946353
2025-09-25,8,ベイブレイク,4,南,1,3,差し,2-5-6,129030,2,2,0.46014222642295116,0,-0.46014222642295116
2025-09-25,9,予選特賞,4,南,3,3,まくり差し,5-1-3,6790,5,5,0.6852692164566958,0,-0.6852692164566958
2025-09-25,10,予選特賞,4,南,2,3,逃げ,1-4-2,980,1,1,0.6613686194560912,1,0.33863138054390884
2025-09-25,11,予選特選,4,南,3,3,抜き,1-4-6,4850,1,1,0.6141280037806561,1,0.38587199621934387
2025-09-25,12,記者選抜,4,南,3,3,逃げ,1-2-6,1680,1,1,0.6284137180663704,1,0.37158628193362964
2025-09-26,1,一般,5,東,1,3,逃げ,1-2-3,2750,1,1,0.42825600756131205,1,0.571743992438688
2025-09-26,2,一般,5,南東,3,3,逃げ,1-2-6,19670,1,1,0.5997792052929184,1,0.4002207947070816
2025-09-26,3,一般,5,南東,3,3,逃げ,1-5-4,6360,1,1,0.5899829551581299,1,0.41001704484187007
2025-09-26,4,一般,5,南東,2,3,逃げ,1-3-4,1690,1,1,0.40331509236220914,1,0.5966849076377909
2025-09-26,5,一般,5,南東,2,3,まくり,3-5-1,3640,3,3,0.5816174593571986,0,-0.5816174593571986
2025-09-26,6,一般,5,南東,2,3,逃げ,1-4-3,3030,1,1,0.46252179499471524,1,0.5374782050052848
2025-09-26,7,一般,5,南,2,3,まくり,3-6-5,3560,3,3,0.5536763117637835,0,-0.5536763117637835
2025-09-26,8,一般,5,南,2,3,逃げ,1-3-2,1070,1,1,0.46014222642295116,1,0.5398577735770489
2025-09-26,9,一般特賞,5,南東,1,3,逃げ,1-4-2,3260,1,1,0.6141280037806561,1,0.38587199621934387
2025-09-26,10,準優勝戦,5,南,2,3,逃げ,1-3-4,970,1,1,0.6620129765492693,1,0.33798702345073073
2025-09-26,11,準優勝戦,5,南東,1,3,逃げ,1-2-3,510,1,1,0.5855565752092275,1,0.41444342479077245
2025-09-26,12,準優勝戦,5,南,2,3,差し,2-1-6,8240,2,2,0.6613686194560912,0,-0.6613686194560912
2025-09-27,1,一般,6,南東,1,3,逃げ,1-5-3,7370,1,1,0.4315672787419528,1,0.5684327212580472
2025-09-27,2,一般,6,南東,3,3,差し,2-1-6,5290,2,2,0.5224763696510437,0,-0.5224763696510437
2025-09-27,3,一般,6,南東,2,3,まくり,4-1-5,12100,4,4,0.6479437086045542,0,-0.6479437086045542
2025-09-27,4,一般,6,南東,2,3,まくり,4-6-3,2850,4,4,0.6032579355973435,0,-0.6032579355973435
2025-09-27,5,一般,6,東,1,3,まくり差し,3-1-5,14360,3,3,0.5712708609235132,0,-0.5712708609235132
2025-09-27,6,一般,6,南東,2,3,まくり,4-2-6,1830,4,4,0.5382492358585754,0,-0.5382492358585754
2025-09-27,7,一般,6,東,1,3,逃げ,1-3-2,1530,1,1,0.5846973634838853,1,0.41530263651611465
2025-09-27,8,一般,6,南東,3,3,逃げ,1-2-5,2030,1,1,0.6210448524946353,1,0.37895514750536474
2025-09-27,9,一般特選,6,南東,2,3,まくり,3-2-5,11660,3,3,0.4283961946769194,0,-0.4283961946769194
2025-09-27,10,選抜,6,南東,2,3,まくり,3-4-5,15720,3,3,0.6284137180663704,0,-0.6284137180663704
2025-09-27,11,選抜,6,南,2,3,差し,4-5-2,16830,4,4,0.6141280037806561,0,-0.6141280037806561
2025-09-27,12,優勝戦,6,南,1,3,逃げ,1-6-3,14530,1,1,0.5855565752092275,1,0.41444342479077245
2025-10-01,1,予選,1,北東,2,3,まくり,4-6-3,10560,4,5,0.36517231278165235,0,-0.36517231278165235
2025-10-01,2,予選,1,北東,3,3,まくり差し,5-2-6,25130,5,5,0.33977920529291844,0,-0.33977920529291844
2025-10-01,3,予選,1,北,3,3,まくり,3-5-4,11830,3,3,0.4780208753183896,0,-0.4780208753183896
2025-10-01,4,予選,1,北東,2,3,まくり差し,3-1-4,1220,3,3,0.6248275041350926,0,-0.6248275041350926
2025-10-01,5,東京ベイラン,1,北東,2,3,逃げ,1-2-3,1030,1,1,0.6732440870335903,1,0.3267559129664097
2025-10-01,6,予選,1,北東,2,3,差し,3-2-6,35930,3,3,0.4315672787419528,0,-0.4315672787419528
2025-10-01,7,予選,1,北,3,3,逃げ,1-3-2,5110,1,1,0.6772412945910633,1,0.3227587054089367
2025-10-01,8,ベイブレイク,1,北東,2,3,逃げ,1-3-2,1760,1,1,0.6127251655588053,1,0.3872748344411947
2025-10-01,9,予選特賞,1,北,3,3,逃げ,1-2-3,1030,1,1,0.5871263534070782,1,0.4128736465929218
2025-10-01,10,予選特賞,1,北,3,3,まくり差し,5-6-3,10360,5,6,0.7185775041350926,0,-0.7185775041350926
2025-10-01,11,予選特選,1,北,3,3,逃げ,1-3-4,2070,1,1,0.7929765547660451,1,0.20702344523395488
2025-10-01,12,平和島選抜,1,北,1,3,まくり差し,4-6-5,48220,4,4,0.5930332248245072,0,-0.5930332248245072
2025-10-02,1,予選,2,北東,5,3,抜き,1-4-2,1300,1,1,0.5930332248245072,1,0.40696677517549285
2025-10-02,2,予選,2,北東,3,3,まくり,6-1-3,7200,6,6,0.42529702690736004,0,-0.42529702690736004
2025-10-02,3,予選,2,北東,1,3,まくり,3-4-2,4430,3,3,0.42529702690736004,0,-0.42529702690736004
2025-10-02,4,予選,2,北東,1,3,まくり差し,4-2-3,13480,4,4,0.5432382666227374,0,-0.5432382666227374
2025-10-02,5,東京ベイラン,2,東,1,3,逃げ,1-2-4,800,1,1,0.6074551932233662,1,0.39254480677663384
2025-10-02,6,予選,2,北東,2,3,逃げ,1-6-4,3840,1,1,0.37233255420874356,1,0.6276674457912564
2025-10-02,7,予選,2,東,2,3,まくり,3-2-1,3340,3,3,0.55540222589786,0,-0.55540222589786
2025-10-02,8,ベイブレイク,2,南東,1,3,逃げ,1-3-2,3190,1,1,0.5080157420433757,1,0.49198425795662426
2025-10-02,9,予選特賞,2,南東,1,3,逃げ,1-5-3,3460,1,1,0.6608298349939987,1,0.3391701650060013
2025-10-02,10,予選特賞,2,南東,2,3,逃げ,1-2-5,5650,1,1,0.489979613032273,1,0.510020386967727
2025-10-02,11,予選特選,2,南東,1,3,差し,3-4-5,6370,3,3,0.6288541978168698,0,-0.6288541978168698
2025-10-02,12,記者選抜,2,南東,1,3,逃げ,1-2-5,800,1,1,0.6910141215389106,1,0.3089858784610894
2025-10-03,1,予選,3,北,2,3,まくり,3-1-5,8320,3,4,0.5804671010426762,0,-0.5804671010426762
2025-10-03,2,予選,3,,0,3,逃げ,1-5-2,4860,1,1,0.3861127332874073,1,0.6138872667125927
2025-10-03,3,予選,3,東,1,3,逃げ,2-1-4,3530,2,1,0.5930332248245072,1,0.40696677517549285
2025-10-03,4,予選,3,北,2,3,逃げ,1-2-4,2860,1,1,0.45810333884679005,1,0.5418966611532099
2025-10-03,5,東京ベイラン,3,北東,1,3,逃げ,1-6-4,2990,1,1,0.627778607728441,1,0.37222139227155904
2025-10-03,6,予選,3,南東,1,3,差し,2-3-5,2530,2,2,0.42529702690736004,0,-0.42529702690736004
2025-10-03,7,予選,3,北東,1,3,抜き,2-3-5,7860,2,2,0.45810333884679005,0,-0.45810333884679005
2025-10-03,8,ベイブレイク,3,北東,2,3,まくり差し,3-1-4,2120,3,3,0.6299857570499442,0,-0.6299857570499442
2025-10-03,9,予選特賞,3,北,2,3,まくり,2-3-5,6770,2,2,0.5170510390456193,0,-0.5170510390456193
2025-10-03,10,予選特賞,3,東,1,3,逃げ,1-3-2,1110,1,1,0.5623275041350926,1,0.4376724958649074
2025-10-03,11,予選特選,3,南東,2,3,逃げ,1-2-5,670,1,1,0.6416262726066556,1,0.3583737273933444
2025-10-03,12,記者選抜,3,南東,2,3,逃げ,1-2-3,1170,1,1,0.7418167770392035,1,0.25818322296079654
2025-10-04,1,一般,4,北,1,3,まくり,2-6-1,6510,2,2,0.5523410595959453,0,-0.5523410595959453
2025-10-04,2,一般,4,南,4,3,差し,2-5-1,11090,2,2,0.5346269828987423,0,-0.5346269828987423
2025-10-04,3,一般,4,北,2,3,まくり差し,4-2-6,3440,4,5,0.374724006616148,0,-0.374724006616148
2025-10-04,4,一般,4,北,1,3,まくり,4-2-6,11890,4,4,0.42197689476990935,0,-0.42197689476990935
2025-10-04,5,一般,4,北,1,3,まくり差し,4-2-1,3900,4,4,0.42529702690736004,0,-0.42529702690736004
2025-10-04,6,一般,4,南,3,3,逃げ,1-3-2,1340,1,1,0.6608298349939987,1,0.3391701650060013
2025-10-04,7,一般,4,北,1,3,まくり,3-4-1,3670,3,3,0.4079379645846106,0,-0.4079379645846106
2025-10-04,8,一般,4,南,2,3,逃げ,1-6-3,3270,1,1,0.5224763696510437,1,0.4775236303489563
2025-10-04,9,一般特賞,4,北,1,3,逃げ,1-5-4,1860,1,1,0.5871263534070782,1,0.4128736465929218
2025-10-04,10,一般特賞,4,北東,1,3,逃げ,1-6-5,5310,1,1,0.7418167770392035,1,0.25818322296079654
2025-10-04,11,準優勝戦,4,北,1,3,逃げ,1-4-2,2120,1,1,0.7929765547660451,1,0.20702344523395488
2025-10-04,12,準優勝戦,4,,0,3,まくり,3-4-6,3950,3,2,0.5930332248245072,0,-0.5930332248245072
2025-10-05,1,一般,5,東,1,3,逃げ,1-4-3,2450,1,1,0.45810333884679005,1,0.5418966611532099
2025-10-05,2,一般,5,南東,1,3,まくり差し,4-2-6,5770,4,4,0.3861127332874073,0,-0.3861127332874073
2025-10-05,3,一般,5,北,2,3,逃げ,1-4-5,2450,1,1,0.45810333884679005,1,0.5418966611532099
2025-10-05,4,一般,5,南,3,3,抜き,4-1-5,1950,4,4,0.55540222589786,0,-0.55540222589786
2025-10-05,5,一般,5,東,1,3,逃げ,1-6-4,4970,1,1,0.5080157420433757,1,0.49198425795662426
2025-10-05,6,一般,5,南東,4,3,逃げ,1-5-4,3660,1,1,0.627778607728441,1,0.37222139227155904
2025-10-05,7,一般,5,南東,2,3,差し,2-1-5,3940,2,2,0.4780208753183896,0,-0.4780208753183896
2025-10-05,8,一般,5,南,2,3,恵まれ,4-5-2,1610,4,4,0.5170510390456193,0,-0.5170510390456193
2025-10-05,9,一般特選,5,南,3,3,逃げ,1-2-6,2340,1,1,0.5871263534070782,1,0.4128736465929218
2025-10-05,10,選抜,5,南,3,3,まくり,4-1-2,2620,4,5,0.5804671010426762,0,-0.5804671010426762
2025-10-05,11,選抜,5,南,4,3,まくり,3-1-2,5660,3,3,0.5930332248245072,0,-0.5930332248245072
2025-10-05,12,優勝戦,5,南,2,3,抜き,5-2-3,29860,5,2,0.7929765547660451,0,-0.7929765547660451
2025-12-26,1,予選,1,北西,7,5,まくり,4-3-1,10010,4,4,0.4283085777296648,0,-0.4283085777296648
2025-12-26,2,予選,1,北,6,6,差し,2-3-4,4910,2,2,0.4283085777296648,0,-0.4283085777296648
2025-12-26,3,予選,1,北西,7,6,逃げ,1-3-5,2980,1,1,0.5382492358585754,1,0.4617507641414246
2025-12-26,4,予選,1,北西,7,6,まくり差し,3-4-2,3710,3,3,0.4891268141414026,0,-0.4891268141414026
2025-12-26,5,東京ベイラン,1,北西,7,7,抜き,4-3-5,13780,4,4,0.5819247800693421,0,-0.5819247800693421
2025-12-26,6,予選,1,北西,8,7,逃げ,1-2-4,2690,1,1,0.38274383541799833,1,0.6172561645820016
2025-12-26,7,予選,1,北,8,7,差し,2-3-1,6950,2,2,0.5432382666227374,0,-0.5432382666227374
2025-12-26,8,ベイブレイク,1,北,8,7,差し,2-1-5,11320,2,2,0.4998275041350925,0,-0.4998275041350925
2025-12-27,1,予選,2,北,2,3,まくり差し,4-2-1,2800,4,4,0.4441991169921316,0,-0.4441991169921316
2025-12-27,2,予選,2,北,3,3,逃げ,1-5-3,2130,1,1,0.6479437086045542,1,0.3520562913954458
2025-12-27,3,予選,2,北,2,3,逃げ,1-4-5,2870,1,1,0.4470779017012085,1,0.5529220982987915
2025-12-27,4,予選,2,北,2,3,抜き,4-2-3,5440,4,4,0.30589714825808,0,-0.30589714825808
2025-12-27,5,東京ベイラン,2,北東,1,3,逃げ,1-4-5,3150,1,1,0.6709073719032359,1,0.3290926280967641
2025-12-27,6,予選,2,北,1,3,差し,4-1-5,22180,4,4,0.4903577408423759,0,-0.4903577408423759
2025-12-27,7,予選,2,北,1,3,まくり差し,6-3-2,3990,6,5,0.4780208753183896,0,-0.4780208753183896
2025-12-27,8,ベイブレイク,2,東,1,3,逃げ,1-3-2,2560,1,1,0.5890885761543915,1,0.4109114238456085
2025-12-27,9,予選特賞,2,東,1,3,まくり,2-4-6,5180,2,2,0.35977920529291846,0,-0.35977920529291846
2025-12-27,10,予選特賞,2,南東,1,3,逃げ,1-3-2,2240,1,1,0.5197792052929184,1,0.48022079470708157
2025-12-27,11,予選特選,2,,0,3,まくり差し,5-6-3,16360,5,5,0.5608409788371455,0,-0.5608409788371455
2025-12-27,12,記者選抜,2,北東,1,3,逃げ,1-3-5,2570,1,1,0.6873620033080741,1,0.31263799669192593
2025-12-28,1,予選,3,北,6,3,まくり,2-3-4,10650,2,2,0.4283085777296648,0,-0.4283085777296648
2025-12-28,2,予選,3,北,3,3,差し,4-5-3,4160,4,4,0.43454261444882436,0,-0.43454261444882436
2025-12-28,3,予選,3,北,2,3,逃げ,1-3-2,1000,1,1,0.42529702690736004,1,0.57470297309264
2025-12-28,4,予選,3,北,2,3,まくり,4-3-5,4700,4,4,0.42529702690736004,0,-0.42529702690736004
2025-12-28,5,東京ベイラン,3,北,3,3,逃げ,1-2-4,830,1,1,0.6469289442899521,1,0.35307105571004793
2025-12-28,6,予選,3,北,3,3,まくり,6-1-4,9340,6,6,0.36558439669868104,0,-0.36558439669868104
2025-12-28,7,予選,3,東,1,3,差し,2-4-3,2990,2,2,0.4311560836205083,0,-0.4311560836205083
2025-12-28,8,ベイブレイク,3,北,3,3,差し,4-2-1,4590,4,4,0.5755903070400897,0,-0.5755903070400897
2025-12-28,9,予選特賞,3,北東,3,3,逃げ,2-6-3,16880,2,1,0.6469289442899521,1,0.35307105571004793
2025-12-28,10,予選特賞,3,南東,1,3,抜き,1-6-5,3980,1,1,0.5099787809111412,1,0.49002121908885876
2025-12-28,11,予選特選,3,南東,1,3,まくり差し,6-4-2,7070,6,5,0.5819247800693421,0,-0.5819247800693421
2025-12-28,12,記者選抜,3,南東,1,3,逃げ,1-2-6,640,1,1,0.7463233840090976,1,0.2536766159909024
2025-12-29,1,予選,4,東,1,3,まくり,6-2-4,137860,6,6,0.4441991169921316,0,-0.4441991169921316
2025-12-29,2,予選,4,東,1,3,差し,2-1-3,6790,2,2,0.5597792052929185,0,-0.5597792052929185
2025-12-29,3,予選,4,,0,3,まくり,2-4-3,10770,2,2,0.551533797666309,0,-0.551533797666309
2025-12-29,4,予選,4,北,1,3,逃げ,1-5-4,4970,1,1,0.5687751769766539,1,0.4312248230233461
2025-12-29,5,東京ベイラン,4,南東,1,3,逃げ,1-2-6,2830,1,1,0.6873620033080741,1,0.31263799669192593
2025-12-29,6,予選,4,南,2,3,差し,2-1-4,7180,2,2,0.5170510390456193,0,-0.5170510390456193
2025-12-29,7,予選,4,南,1,3,まくり,2-3-5,10360,2,2,0.38274383541799833,0,-0.38274383541799833
2025-12-29,8,ベイブレイク,4,南,2,3,逃げ,1-4-3,840,1,1,0.58310333884679,1,0.41689666115321
2025-12-29,9,予選特賞,4,南,2,3,逃げ,1-3-5,1400,1,1,0.52354667296776,1,0.47645332703223997
2025-12-29,10,予選特賞,4,南,1,3,逃げ,1-2-3,830,1,1,0.7463233840090976,1,0.2536766159909024
2025-12-29,11,予選特選,4,,0,3,逃げ,1-3-2,1730,1,1,0.6947281400787445,1,0.3052718599212555
2025-12-29,12,記者選抜,4,北,1,3,逃げ,1-3-6,3930,1,1,0.6709073719032359,1,0.3290926280967641
2025-12-30,1,一般,5,,0,3,逃げ,1-3-2,1260,1,1,0.4283085777296648,1,0.5716914222703352
2025-12-30,2,一般,5,,0,3,まくり差し,4-1-5,4060,4,4,0.4780208753183896,0,-0.4780208753183896
2025-12-30,3,一般,5,北,1,3,逃げ,1-3-2,7880,1,1,0.4470779017012085,1,0.5529220982987915
2025-12-30,4,一般,5,東,1,3,まくり,3-4-5,53350,3,3,0.5170510390456193,0,-0.5170510390456193
2025-12-30,5,一般,5,北,1,3,逃げ,1-5-2,1440,1,1,0.6873620033080741,1,0.31263799669192593
2025-12-30,6,一般,5,北,1,3,逃げ,1-2-3,1280,1,1,0.5382492358585754,1,0.4617507641414246
2025-12-30,7,一般,5,北,1,3,まくり,5-1-4,2610,5,5,0.42529702690736004,0,-0.42529702690736004
2025-12-30,8,一般,5,,0,3,差し,2-1-4,2620,2,2,0.4441991169921316,0,-0.4441991169921316
2025-12-30,9,一般特賞,5,北,1,3,まくり差し,5-2-1,26240,5,5,0.4998275041350925,0,-0.4998275041350925
2025-12-30,10,準優勝戦,5,,0,3,逃げ,1-4-2,2480,1,1,0.7463233840090976,1,0.2536766159909024
2025-12-30,11,準優勝戦,5,,0,3,まくり差し,5-4-2,18590,5,5,0.58310333884679,0,-0.58310333884679
2025-12-30,12,準優勝戦,5,北,1,3,逃げ,1-5-6,5410,1,1,0.6709073719032359,1,0.3290926280967641
2025-12-31,1,一般,6,北,2,3,抜き,4-5-2,4010,4,4,0.38433231447810057,0,-0.38433231447810057
2025-12-31,2,一般,6,北,2,3,まくり,3-1-2,2910,3,3,0.551533797666309,0,-0.551533797666309
2025-12-31,3,一般,6,,0,3,差し,3-2-4,6210,3,3,0.4891268141414026,0,-0.4891268141414026
2025-12-31,4,一般,6,北,1,3,逃げ,1-3-2,2350,1,1,0.5170510390456193,1,0.48294896095438067
2025-12-31,5,一般,6,北,1,3,差し,4-2-3,3010,4,4,0.5382492358585754,0,-0.5382492358585754
2025-12-31,6,一般,6,北,1,3,逃げ,1-4-2,1350,1,1,0.5099787809111412,1,0.49002121908885876
2025-12-31,7,一般,6,北,1,3,まくり差し,3-5-1,2900,3,3,0.38274383541799833,0,-0.38274383541799833
2025-12-31,8,一般,6,北,1,3,逃げ,1-5-3,3230,1,1,0.30589714825808,1,0.69410285174192
2025-12-31,9,一般特選,6,南東,1,3,逃げ,1-2-3,1330,1,1,0.43454261444882436,1,0.5654573855511756
2025-12-31,10,選抜,6,,0,3,まくり差し,3-1-2,5630,3,3,0.5755903070400897,0,-0.5755903070400897
2025-12-31,11,選抜,6,南,1,3,逃げ,1-2-5,1590,1,1,0.6469289442899521,1,0.35307105571004793
2025-12-31,12,優勝戦,6,南,1,3,差し,2-6-4,43780,2,2,0.6709073719032359,0,-0.6709073719032359
2026-01-04,1,予選,1,北,3,3,抜き,2-1-3,6680,2,2,0.4891268141414026,0,-0.4891268141414026
2026-01-04,2,予選,1,北東,1,3,まくり,4-2-6,1890,4,4,0.3861127332874073,0,-0.3861127332874073
2026-01-04,3,予選,1,南,1,3,逃げ,1-5-2,16000,1,1,0.4664213392143538,1,0.5335786607856462
2026-01-04,4,予選,1,南,1,3,逃げ,1-4-3,4200,1,1,0.5224763696510437,1,0.4775236303489563
2026-01-04,5,東京ベイラン,1,,0,3,逃げ,1-3-2,1330,1,1,0.7844455425330142,1,0.21555445746698576
2026-01-04,6,予選,1,,0,3,差し,2-1-5,2830,2,2,0.45977920529291844,0,-0.45977920529291844
2026-01-04,7,予選,1,北,2,3,まくり,2-1-6,7130,2,3,0.5099787809111412,0,-0.5099787809111412
2026-01-04,8,ベイブレイク,1,北,1,3,逃げ,1-3-5,1380,1,1,0.5421857671973885,1,0.45781423280261146
2026-01-04,9,予選,1,南東,2,3,逃げ,1-6-2,1300,1,1,0.52354667296776,1,0.47645332703223997
