regno,選手名,n2,nige,exp,壁力,負けn,自分勝ち率,まくり決着率,壁,弱タイプ
4118,宇佐見淳,41,0.5122,0.5777,-6.5,20,0.35,0.55,,
4256,渡辺浩司,42,0.5714,0.6365,-6.5,18,0.389,0.611,,
4852,川原祐明,40,0.525,0.5895,-6.4,19,0.737,0.579,,
4357,田中和也,55,0.5091,0.5717,-6.3,27,0.444,0.481,,
3212,亀本勇樹,43,0.4884,0.5498,-6.1,22,0.091,0.682,,
5292,佐藤右京,41,0.4878,0.5477,-6.0,21,0.19,0.762,,
4236,松村敏,40,0.525,0.5846,-6.0,19,0.421,0.737,,
4293,鈴木智啓,40,0.475,0.5348,-6.0,21,0.238,0.667,,
5112,砂長知輝,48,0.5417,0.6015,-6.0,22,0.5,0.409,,
3576,白水勝也,49,0.5306,0.5905,-6.0,23,0.348,0.609,,
4099,吉永則雄,41,0.5122,0.5709,-5.9,20,0.3,0.6,,
4311,岡村仁,44,0.5227,0.5818,-5.9,21,0.524,0.619,,
5158,宮脇遼太,46,0.5435,0.6026,-5.9,21,0.476,0.714,,
4452,松尾祭,45,0.5111,0.5694,-5.8,22,0.364,0.455,,
4624,高田明,44,0.5455,0.6016,-5.6,20,0.5,0.55,,
3997,北村征嗣,52,0.5385,0.5949,-5.6,24,0.333,0.583,,
4035,杉江浩明,41,0.4878,0.5437,-5.6,21,0.19,0.667,,
4886,入海馨,43,0.5814,0.6369,-5.6,18,0.333,0.611,,
4796,春園功太,44,0.5455,0.6005,-5.5,20,0.55,0.6,,
4042,丸岡正典,41,0.561,0.6161,-5.5,18,0.444,0.5,,
5223,森清友翔,46,0.4565,0.5104,-5.4,25,0.28,0.6,,
4743,木村仁紀,54,0.537,0.5909,-5.4,25,0.36,0.72,,
5330,安河内鈴之介,46,0.5435,0.5969,-5.3,21,0.429,0.619,,
4055,吉田俊彦,54,0.5185,0.5717,-5.3,26,0.577,0.385,,
4539,金子賢志,41,0.561,0.6127,-5.2,18,0.389,0.389,,
5280,廣瀬凜,55,0.5455,0.5978,-5.2,25,0.52,0.48,,
4704,河野大,54,0.5556,0.6074,-5.2,24,0.375,0.625,,
3966,作間章,45,0.5111,0.5622,-5.1,22,0.409,0.636,,
4063,市橋卓士,51,0.5098,0.5605,-5.1,25,0.4,0.64,,
4320,峰竜太,40,0.625,0.6754,-5.0,15,0.533,0.467,,
3412,鈴木博,42,0.5,0.5505,-5.0,21,0.143,0.762,,
4151,下河誉史,47,0.5106,0.5604,-5.0,23,0.261,0.391,,
3641,一瀬明,50,0.5,0.5499,-5.0,25,0.24,0.72,,
4467,渡邉俊介,41,0.5122,0.5613,-4.9,20,0.3,0.65,,
5142,常住蓮,48,0.5625,0.6113,-4.9,21,0.571,0.429,,
3362,間嶋仁志,92,0.5,0.5475,-4.8,46,0.283,0.63,,
3550,都築正治,46,0.5652,0.6128,-4.8,20,0.3,0.75,,
5221,竹間隆晟,42,0.5238,0.5712,-4.7,20,0.6,0.55,,
5189,藤原早菜,45,0.4889,0.5356,-4.7,23,0.304,0.739,,
4052,興津藍,42,0.5476,0.5947,-4.7,19,0.316,0.526,,
3503,堂原洋史,42,0.4762,0.5222,-4.6,22,0.045,0.773,,
4436,渋谷明憲,42,0.5238,0.5696,-4.6,20,0.45,0.55,,
3662,大庭元明,42,0.5,0.5457,-4.6,21,0.238,0.571,,
4821,妻鳥晋也,40,0.525,0.5696,-4.5,19,0.316,0.579,,
4193,郷原章平,55,0.5091,0.5528,-4.4,27,0.481,0.519,,
4028,田村隆信,45,0.5778,0.622,-4.4,19,0.316,0.684,,
5016,宮田龍馬,41,0.5366,0.5792,-4.3,19,0.526,0.526,,
4974,安井瑞紀,43,0.5116,0.5547,-4.3,21,0.381,0.619,,
4298,宮下元胤,46,0.5217,0.5634,-4.2,22,0.227,0.591,,
5216,長谷川晴哉,42,0.5,0.5417,-4.2,21,0.429,0.619,,
4262,馬場貴也,41,0.6341,0.675,-4.1,15,0.6,0.2,,
4350,篠崎元志,46,0.587,0.6279,-4.1,19,0.632,0.526,,
3898,平田忠則,42,0.5476,0.5885,-4.1,19,0.579,0.316,,
4397,西村拓也,47,0.5957,0.6367,-4.1,19,0.474,0.474,,
3439,大平誉史明,40,0.55,0.5914,-4.1,18,0.389,0.5,,
4475,末永祐輝,46,0.5435,0.5848,-4.1,21,0.19,0.714,,
4168,石野貴之,45,0.6,0.6402,-4.0,18,0.444,0.556,,
4058,野末智一,44,0.5227,0.5631,-4.0,21,0.381,0.619,,
4611,今井美亜,43,0.5116,0.5521,-4.0,21,0.524,0.619,,
5060,数原魁,43,0.4884,0.5276,-3.9,22,0.364,0.636,,
4067,永井源,46,0.5217,0.5609,-3.9,22,0.455,0.636,,
4515,藤田浩人,45,0.5111,0.5491,-3.8,22,0.364,0.409,,
4179,広次修,40,0.525,0.5628,-3.8,19,0.474,0.421,,
4931,木谷賢太,45,0.5556,0.5924,-3.7,20,0.45,0.45,,
5352,西岡蒼志,40,0.525,0.5623,-3.7,19,0.211,0.737,,
4994,山本梨菜,42,0.5238,0.5595,-3.6,20,0.4,0.8,,
5205,刑部亜里紗,41,0.5122,0.5477,-3.5,20,0.3,0.4,,
4760,山崎郡,42,0.5952,0.6304,-3.5,17,0.353,0.471,,
4237,大峯豊,44,0.6136,0.6481,-3.4,17,0.529,0.353,,
4079,出畑孝典,45,0.5111,0.5448,-3.4,22,0.455,0.5,,
4856,豊田健士郎,50,0.6,0.6341,-3.4,20,0.6,0.7,,
3568,木村光宏,42,0.5238,0.5572,-3.3,20,0.1,0.5,,
4601,森野正弘,43,0.5581,0.5905,-3.2,19,0.579,0.368,,
4288,永田啓二,51,0.549,0.5809,-3.2,23,0.739,0.435,,
4948,木場悠介,40,0.5,0.5324,-3.2,20,0.15,0.75,,
4834,浜本裕己,46,0.5435,0.5744,-3.1,21,0.286,0.571,,
5153,佐藤ほのか,40,0.55,0.5814,-3.1,18,0.056,0.778,,
4472,尾嶋一広,47,0.5745,0.6046,-3.0,20,0.65,0.25,,
4342,谷野錬志,40,0.55,0.5804,-3.0,18,0.556,0.333,,
5036,福田翔吾,40,0.525,0.5555,-3.0,19,0.158,0.632,,
3915,繁野谷圭介,45,0.5333,0.5622,-2.9,21,0.381,0.429,,
4428,有賀達也,45,0.5333,0.5623,-2.9,21,0.429,0.571,,
4738,清埜翔子,43,0.4884,0.5178,-2.9,22,0.591,0.5,,
4261,岡祐臣,43,0.5349,0.5635,-2.9,20,0.1,0.7,,
3850,小川知行,43,0.5116,0.5396,-2.8,21,0.19,0.667,,
4218,吉川喜継,63,0.5397,0.5679,-2.8,29,0.379,0.586,,
5073,上原健次郎,42,0.5476,0.5754,-2.8,19,0.263,0.684,,
4289,落合直子,42,0.5,0.5281,-2.8,21,0.571,0.619,,
4117,廣中智紗衣,40,0.525,0.5525,-2.7,19,0.263,0.684,,
4159,向後龍一,49,0.551,0.577,-2.6,22,0.364,0.545,,
4173,岡谷健吾,44,0.5455,0.5704,-2.5,20,0.25,0.55,,
4710,福田宗平,49,0.551,0.5765,-2.5,22,0.318,0.636,,
3297,藤丸光一,59,0.5085,0.5334,-2.5,29,0.172,0.724,,
5043,中村日向,44,0.6136,0.639,-2.5,17,0.471,0.529,,
4061,萩原秀人,41,0.6098,0.6352,-2.5,16,0.375,0.562,,
5214,田中宏典,42,0.5714,0.5952,-2.4,18,0.111,0.722,,
5096,上原崚,42,0.5714,0.5954,-2.4,18,0.333,0.667,,
4294,古賀繁輝,41,0.5854,0.6096,-2.4,17,0.412,0.647,,
3304,烏野賢太,50,0.54,0.5636,-2.4,23,0.174,0.652,,
5121,定松勇樹,46,0.6304,0.6531,-2.3,17,0.588,0.412,,
4182,吉田和仁,43,0.5116,0.5348,-2.3,21,0.19,0.714,,
5279,石渡翔一郎,45,0.5111,0.5334,-2.2,22,0.5,0.409,,
3813,佐藤大介,41,0.5854,0.6069,-2.2,17,0.412,0.588,,
4938,小芦るり華,49,0.5714,0.5926,-2.1,21,0.714,0.429,,
4451,松崎祐太郎,45,0.5556,0.5768,-2.1,20,0.4,0.65,,
4084,杉山正樹,49,0.6122,0.6336,-2.1,19,0.211,0.632,,
5015,高橋竜矢,41,0.5854,0.6064,-2.1,17,0.647,0.412,,
4961,西橋奈未,41,0.5854,0.6062,-2.1,17,0.353,0.647,,
3546,中里昌志,40,0.525,0.5463,-2.1,19,0.105,0.789,,
4532,秋元哲,47,0.5957,0.6165,-2.1,19,0.526,0.421,,
5075,中島秀治,42,0.5714,0.5907,-1.9,18,0.333,0.444,,
3572,安田政彦,44,0.5455,0.5645,-1.9,20,0.2,0.65,,
4536,喜井つかさ,47,0.5319,0.5487,-1.7,22,0.545,0.545,,
4953,尾上雅也,44,0.5682,0.5847,-1.7,19,0.474,0.526,,
4839,四宮与寛,40,0.525,0.5416,-1.7,19,0.474,0.632,,
4043,桐本康臣,41,0.561,0.577,-1.6,18,0.167,0.556,,
3885,久田武,42,0.5714,0.5874,-1.6,18,0.5,0.333,,
4376,藤田靖弘,52,0.5385,0.5548,-1.6,24,0.208,0.75,,
3627,井上恵一,42,0.5238,0.5398,-1.6,20,0.05,0.8,,
3430,角浜修,42,0.5714,0.5875,-1.6,18,0.111,0.667,,
4583,古田祐貴,43,0.5349,0.5501,-1.5,20,0.25,0.6,,
3564,桑原啓,41,0.5122,0.5265,-1.4,20,0.35,0.75,,
4109,谷津幸宏,43,0.5349,0.5485,-1.4,20,0.2,0.75,,
4497,桑原悠,42,0.5952,0.6092,-1.4,17,0.647,0.353,,
4776,竹田和哉,46,0.587,0.6001,-1.3,19,0.526,0.421,,
3940,飯山泰,48,0.5417,0.5542,-1.3,22,0.364,0.591,,
4308,河村了,44,0.5909,0.603,-1.2,18,0.389,0.5,,
4189,川上剛,58,0.569,0.581,-1.2,25,0.32,0.68,,
3482,金子猛志,41,0.5122,0.5241,-1.2,20,0.15,0.75,,
