date,race,rname,fixed,day_n,title,wdir,wspd,wave,kimarite,combo,payout,ninki,win_boat,win_course,g1,exp,inwin,resid
2026-04-11,12,一般,0,5,ＢＴＳ鹿島開設１１周年記念　肥前鹿島干潟杯,北,1,1,逃げ,1-2-4,1000,3,1,1,A1,0.5276,1,0.4724
2026-04-12,1,一般,0,6,ＢＴＳ鹿島開設１１周年記念　肥前鹿島干潟杯,西,1,1,逃げ,1-5-2,690,2,1,1,A2,0.6388,1,0.3612
2026-04-12,2,一般,0,6,ＢＴＳ鹿島開設１１周年記念　肥前鹿島干潟杯,南西,1,1,逃げ,1-4-3,4330,14,1,1,A2,0.5877,1,0.4123
2026-04-12,3,一般,0,6,ＢＴＳ鹿島開設１１周年記念　肥前鹿島干潟杯,南西,2,1,抜き,1-4-5,720,2,1,1,A2,0.5743,1,0.4257
2026-04-12,4,一般,0,6,ＢＴＳ鹿島開設１１周年記念　肥前鹿島干潟杯,南東,1,1,逃げ,1-3-6,820,3,1,1,A1,0.7247,1,0.2753
2026-04-12,5,一般,0,6,ＢＴＳ鹿島開設１１周年記念　肥前鹿島干潟杯,南,2,1,逃げ,1-2-4,380,1,1,1,A1,0.6759,1,0.3241
2026-04-12,6,一般,0,6,ＢＴＳ鹿島開設１１周年記念　肥前鹿島干潟杯,南,2,1,逃げ,1-2-5,470,1,1,1,B1,0.5674,1,0.4326
2026-04-12,7,一般,1,6,ＢＴＳ鹿島開設１１周年記念　肥前鹿島干潟杯,南,2,1,逃げ,1-4-3,770,2,1,1,A2,0.6154,1,0.3846
2026-04-12,8,一般,0,6,ＢＴＳ鹿島開設１１周年記念　肥前鹿島干潟杯,南,2,1,恵まれ,1-6-2,590,1,1,1,B1,0.4741,1,0.5259
2026-04-12,9,準優勝戦,0,6,ＢＴＳ鹿島開設１１周年記念　肥前鹿島干潟杯,東,2,1,逃げ,1-2-3,700,2,1,1,B1,0.5199,1,0.4801
2026-04-12,10,準優勝戦,0,6,ＢＴＳ鹿島開設１１周年記念　肥前鹿島干潟杯,南,1,1,逃げ,1-2-4,400,1,1,1,A2,0.5297,1,0.4703
2026-04-12,11,準優勝戦,0,6,ＢＴＳ鹿島開設１１周年記念　肥前鹿島干潟杯,南,2,1,逃げ,1-4-3,2290,7,1,1,A1,0.6059,1,0.3941
2026-04-12,12,一般,0,6,ＢＴＳ鹿島開設１１周年記念　肥前鹿島干潟杯,東,1,1,まくり差し,5-1-2,2550,10,5,5,A2,0.4835,0,-0.4835
2026-04-13,1,一般,0,7,ＢＴＳ鹿島開設１１周年記念　肥前鹿島干潟杯,西,1,1,まくり差し,3-1-5,1280,4,3,3,B1,0.5849,0,-0.5849
2026-04-13,2,一般,0,7,ＢＴＳ鹿島開設１１周年記念　肥前鹿島干潟杯,西,1,1,逃げ,1-2-6,640,3,1,1,A2,0.6509,1,0.3491
2026-04-13,3,一般,0,7,ＢＴＳ鹿島開設１１周年記念　肥前鹿島干潟杯,西,1,1,逃げ,1-2-4,370,1,1,1,B1,0.5591,1,0.4409
2026-04-13,4,一般,0,7,ＢＴＳ鹿島開設１１周年記念　肥前鹿島干潟杯,西,1,1,差し,2-1-6,1160,3,2,2,B2,0.4122,0,-0.4122
2026-04-13,5,一般,0,7,ＢＴＳ鹿島開設１１周年記念　肥前鹿島干潟杯,南西,1,1,逃げ,1-4-6,1130,3,1,1,A1,0.6035,1,0.3965
2026-04-13,6,一般,0,7,ＢＴＳ鹿島開設１１周年記念　肥前鹿島干潟杯,南,1,1,まくり差し,4-1-2,1330,3,4,4,A1,0.6114,0,-0.6114
2026-04-13,7,一般,1,7,ＢＴＳ鹿島開設１１周年記念　肥前鹿島干潟杯,南,1,1,逃げ,1-6-5,4630,16,1,1,A1,0.7247,1,0.2753
2026-04-13,8,一般,0,7,ＢＴＳ鹿島開設１１周年記念　肥前鹿島干潟杯,北,1,1,逃げ,1-2-5,3830,14,1,1,A2,0.5769,1,0.4231
2026-04-13,9,一般特選,0,7,ＢＴＳ鹿島開設１１周年記念　肥前鹿島干潟杯,南西,1,1,まくり差し,3-1-2,3340,12,3,3,A2,0.4524,0,-0.4524
2026-04-13,10,特別選抜戦,0,7,ＢＴＳ鹿島開設１１周年記念　肥前鹿島干潟杯,南,1,1,逃げ,1-4-2,1960,5,1,1,A2,0.501,1,0.499
2026-04-13,11,特別選抜戦,0,7,ＢＴＳ鹿島開設１１周年記念　肥前鹿島干潟杯,北,1,1,逃げ,1-3-2,550,2,1,1,A1,0.6759,1,0.3241
2026-04-13,12,優勝戦,0,7,ＢＴＳ鹿島開設１１周年記念　肥前鹿島干潟杯,南,1,1,逃げ,1-5-6,2250,12,1,1,A1,0.6059,1,0.3941
2026-04-18,1,予選,1,1,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,西,2,1,まくり,3-5-2,5420,23,3,3,B2,0.4871,0,-0.4871
2026-04-18,2,予選,1,1,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,西,2,1,まくり,3-2-1,3470,18,3,3,B2,0.4615,0,-0.4615
2026-04-18,3,予選,1,1,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,北西,1,1,まくり,3-1-4,1830,6,3,3,B1,0.5185,0,-0.5185
2026-04-18,4,予選,1,1,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,西,1,1,逃げ,1-2-6,5140,17,1,1,B1,0.5769,1,0.4231
2026-04-18,5,予選,1,1,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,西,1,1,まくり,2-4-6,5590,21,2,2,B1,0.4203,0,-0.4203
2026-04-18,6,予選,1,1,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,西,1,1,まくり,3-6-1,1160,5,3,3,B1,0.3967,0,-0.3967
2026-04-18,7,予選,1,1,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,南西,1,1,逃げ,1-4-2,690,2,1,1,A1,0.6274,1,0.3726
2026-04-18,8,予選,1,1,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,南西,2,1,逃げ,1-3-2,430,1,1,1,A1,0.7296,1,0.2704
2026-04-18,9,予選特賞,1,1,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,南,2,1,逃げ,1-3-2,1280,4,1,1,B1,0.414,1,0.586
2026-04-18,10,予選特賞,1,1,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,西,1,1,逃げ,1-5-2,3400,10,1,1,A2,0.5324,1,0.4676
2026-04-18,11,予選特選,1,1,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,北,1,1,逃げ,1-3-5,540,2,1,1,A1,0.6677,1,0.3323
2026-04-18,12,発祥地選抜,1,1,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,北,1,1,逃げ,1-5-3,2190,12,1,1,A1,0.6105,1,0.3895
2026-04-19,1,予選,1,2,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,北東,3,2,逃げ,1-5-3,2810,7,1,1,B1,0.4756,1,0.5244
2026-04-19,2,予選,1,2,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,北東,3,2,逃げ,1-2-3,580,1,1,1,B1,0.5366,1,0.4634
2026-04-19,3,予選,1,2,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,北東,3,2,差し,2-1-4,5460,18,2,2,B1,0.502,0,-0.502
2026-04-19,4,予選,1,2,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,北,3,2,まくり差し,3-4-5,3590,14,3,3,B1,0.4019,0,-0.4019
2026-04-19,5,予選,1,2,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,北,2,1,まくり,4-1-2,2470,7,4,4,B1,0.4905,0,-0.4905
2026-04-19,6,予選,1,2,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,西,1,1,恵まれ,1-6-2,3750,11,1,1,A1,0.6634,1,0.3366
2026-04-19,7,予選,1,2,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,南,2,1,まくり,3-1-6,4020,19,3,3,B1,0.4307,0,-0.4307
2026-04-19,8,予選,1,2,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,南,2,1,抜き,1-2-6,1160,3,1,1,B1,0.5017,1,0.4983
2026-04-19,9,予選特賞,1,2,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,南,2,1,まくり差し,3-1-6,16010,33,3,3,A2,0.5606,0,-0.5606
2026-04-19,10,予選特賞,1,2,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,南,1,1,まくり差し,6-1-5,6570,23,6,6,A2,0.4377,0,-0.4377
2026-04-19,11,予選特選,1,2,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,東,1,1,逃げ,1-2-6,770,2,1,1,A1,0.7443,1,0.2557
2026-04-19,12,予選特選,1,2,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,北東,1,1,逃げ,1-5-4,2910,15,1,1,A1,0.6869,1,0.3131
2026-04-20,1,予選,1,3,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,西,2,1,まくり,4-5-1,1830,7,4,4,B1,0.4436,0,-0.4436
2026-04-20,2,予選,1,3,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,南西,2,1,逃げ,1-2-6,1150,2,1,1,B1,0.3827,1,0.6173
2026-04-20,3,予選,1,3,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,南,2,1,逃げ,1-3-2,2660,10,1,1,B1,0.5207,1,0.4793
2026-04-20,4,予選,1,3,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,西,4,3,まくり差し,3-1-6,620,2,3,3,B1,0.4437,0,-0.4437
2026-04-20,5,予選,1,3,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,南西,2,1,逃げ,1-3-2,2210,8,1,1,B1,0.5256,1,0.4744
2026-04-20,6,予選,1,3,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,南西,1,1,差し,2-4-6,880,4,2,2,B1,0.4909,0,-0.4909
2026-04-20,7,予選,1,3,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,西,2,1,まくり差し,5-1-3,2180,8,5,5,B1,0.6615,0,-0.6615
2026-04-20,8,予選,1,3,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,北西,2,1,抜き,1-2-4,540,1,1,1,A1,0.7443,1,0.2557
2026-04-20,9,予選特賞,1,3,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,西,2,1,逃げ,1-3-2,740,3,1,1,A2,0.6504,1,0.3496
2026-04-20,10,予選特賞,1,3,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,北,2,1,逃げ,1-3-2,1410,6,1,1,A2,0.6718,1,0.3282
2026-04-20,11,予選特選,1,3,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,北,2,1,逃げ,1-3-5,490,2,1,1,A1,0.6634,1,0.3366
2026-04-20,12,予選特選,1,3,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,北,2,1,逃げ,1-4-3,530,1,1,1,A1,0.7296,1,0.2704
2026-04-21,1,予選,1,4,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,東,3,2,差し,2-1-5,7080,21,2,2,B1,0.5732,0,-0.5732
2026-04-21,2,予選,1,4,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,北東,3,2,逃げ,1-3-2,610,2,1,1,B1,0.3572,1,0.6428
2026-04-21,3,予選,1,4,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,北西,1,1,抜き,3-5-4,7470,31,3,3,B1,0.3881,0,-0.3881
2026-04-21,4,予選,1,4,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,西,1,1,恵まれ,4-5-6,1500,8,4,4,B1,0.3704,0,-0.3704
2026-04-21,5,予選,1,4,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,西,2,1,逃げ,1-2-3,1130,3,1,1,B1,0.492,1,0.508
2026-04-21,6,予選,1,4,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,西,2,1,逃げ,1-2-6,770,2,1,1,B1,0.4635,1,0.5365
2026-04-21,7,予選,1,4,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,南西,1,1,まくり差し,3-1-2,1060,4,3,3,A2,0.6114,0,-0.6114
2026-04-21,8,予選,1,4,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,南西,2,1,逃げ,1-2-4,500,2,1,1,A2,0.6489,1,0.3511
2026-04-21,9,予選特賞,1,4,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,北東,3,2,逃げ,1-3-5,440,1,1,1,A1,0.6869,1,0.3131
2026-04-21,10,予選特選,1,4,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,東,2,1,まくり差し,5-1-3,12030,20,5,5,A1,0.6395,0,-0.6395
2026-04-21,11,予選特選,1,4,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,南,2,1,逃げ,1-4-3,960,3,1,1,A1,0.6105,1,0.3895
2026-04-21,12,一般特賞,1,4,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,南,2,1,まくり差し,5-4-1,3510,11,5,5,A1,0.681,0,-0.681
2026-04-22,1,一般,1,5,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,南東,1,1,差し,2-1-5,3280,12,2,2,B1,0.4436,0,-0.4436
2026-04-22,2,一般,1,5,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,南,2,1,逃げ,1-4-5,1880,5,1,1,B1,0.5366,1,0.4634
2026-04-22,3,一般,1,5,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,南東,1,1,まくり差し,5-4-1,11120,26,5,5,A2,0.6114,0,-0.6114
2026-04-22,4,一般,1,5,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,東,1,1,まくり差し,5-1-3,2430,8,5,5,A2,0.668,0,-0.668
2026-04-22,5,一般,1,5,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,南西,1,1,逃げ,1-2-5,420,1,1,1,A1,0.7296,1,0.2704
2026-04-22,6,一般,1,5,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,東,1,1,まくり差し,5-2-6,35110,45,5,5,A1,0.6262,0,-0.6262
2026-04-22,7,一般,1,5,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,北,1,1,逃げ,1-2-4,2560,11,1,1,A2,0.5324,1,0.4676
2026-04-22,8,一般,1,5,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,北,1,1,逃げ,1-5-6,4610,14,1,1,A2,0.5436,1,0.4564
2026-04-22,9,準優勝戦,1,5,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,北,2,1,逃げ,1-2-4,1030,3,1,1,A2,0.6489,1,0.3511
2026-04-22,10,準優勝戦,1,5,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,南,1,1,逃げ,1-2-3,580,1,1,1,A1,0.6869,1,0.3131
2026-04-22,11,準優勝戦,1,5,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,南,1,1,逃げ,1-3-4,1300,6,1,1,A1,0.7443,1,0.2557
2026-04-22,12,一般,1,5,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,南,1,1,逃げ,1-6-2,1200,2,1,1,B1,0.3704,1,0.6296
2026-04-23,1,一般,1,6,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,南,2,1,逃げ,1-5-3,2080,10,1,1,B1,0.5256,1,0.4744
2026-04-23,2,一般,1,6,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,南,2,1,逃げ,1-2-4,620,2,1,1,B1,0.492,1,0.508
2026-04-23,3,一般,1,6,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,南,1,1,逃げ,1-3-2,840,3,1,1,B1,0.4203,1,0.5797
2026-04-23,4,一般,1,6,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,南,2,1,逃げ,1-3-2,2630,11,1,1,B1,0.4635,1,0.5365
2026-04-23,5,一般,1,6,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,北東,3,2,逃げ,1-2-3,960,4,1,1,B1,0.5769,1,0.4231
2026-04-23,6,一般,1,6,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,北,3,2,逃げ,1-4-3,3120,12,1,1,B1,0.4863,1,0.5137
2026-04-23,7,一般,1,6,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,北,3,2,逃げ,1-3-2,1020,3,1,1,A1,0.6634,1,0.3366
2026-04-23,8,一般,1,6,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,北,3,2,逃げ,1-6-5,1210,3,1,1,B1,0.6415,1,0.3585
2026-04-23,9,一般特選,1,6,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,北,3,2,まくり差し,5-1-6,11610,30,5,5,B1,0.5732,0,-0.5732
2026-04-23,10,特別選抜戦,1,6,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,北,3,2,まくり差し,3-2-1,8770,26,3,3,B1,0.5399,0,-0.5399
2026-04-23,11,特別選抜戦,1,6,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,北,3,2,逃げ,1-2-4,790,4,1,1,A1,0.6274,1,0.3726
2026-04-23,12,優勝戦,1,6,ＲＳ第９戦　スカパー！・ＪＬＣ杯　オール進入固定,北,2,1,逃げ,1-5-3,2550,10,1,1,A1,0.7443,1,0.2557
2026-04-26,1,予選,0,1,ミッドナイトボートレースｉｎ大村　１,南,1,1,差し,2-1-3,2410,8,2,2,B1,0.475,0,-0.475
2026-04-26,2,予選,0,1,ミッドナイトボートレースｉｎ大村　１,南,1,1,まくり,2-6-3,4280,16,2,2,B1,0.5023,0,-0.5023
2026-04-26,3,予選,0,1,ミッドナイトボートレースｉｎ大村　１,南,1,1,逃げ,1-4-3,1560,5,1,1,B1,0.5906,1,0.4094
2026-04-26,4,予選,0,1,ミッドナイトボートレースｉｎ大村　１,南,1,1,逃げ,1-4-5,950,1,1,1,B1,0.6681,1,0.3319
2026-04-26,5,予選,0,1,ミッドナイトボートレースｉｎ大村　１,南,2,1,逃げ,1-5-2,5180,23,1,1,B1,0.3668,1,0.6332
2026-04-26,6,予選,0,1,ミッドナイトボートレースｉｎ大村　１,南,2,1,まくり,6-3-2,3180,15,6,6,B1,0.5128,0,-0.5128
2026-04-26,7,予選,1,1,ミッドナイトボートレースｉｎ大村　１,南,1,1,逃げ,1-6-3,1300,5,1,1,A1,0.633,1,0.367
2026-04-26,8,予選,0,1,ミッドナイトボートレースｉｎ大村　１,西,1,1,まくり,4-2-1,8000,28,4,4,B1,0.5192,0,-0.5192
2026-04-26,9,予選特賞,0,1,ミッドナイトボートレースｉｎ大村　１,東,1,1,抜き,1-5-3,1850,8,1,1,A2,0.6153,1,0.3847
2026-04-26,10,予選特賞,0,1,ミッドナイトボートレースｉｎ大村　１,東,1,1,逃げ,1-3-4,1020,1,1,1,A2,0.5436,1,0.4564
2026-04-26,11,予選特選,0,1,ミッドナイトボートレースｉｎ大村　１,東,1,1,逃げ,1-3-4,850,3,1,1,A2,0.6012,1,0.3988
2026-04-26,12,発祥地選抜,0,1,ミッドナイトボートレースｉｎ大村　１,東,1,1,抜き,1-6-5,12770,52,1,1,A1,0.6897,1,0.3103
2026-04-27,1,予選,0,2,ミッドナイトボートレースｉｎ大村　１,西,2,1,差し,2-1-3,1010,3,2,2,B1,0.4562,0,-0.4562
2026-04-27,2,予選,0,2,ミッドナイトボートレースｉｎ大村　１,西,2,1,差し,2-1-4,1010,4,2,2,B1,0.3544,0,-0.3544
2026-04-27,3,予選,0,2,ミッドナイトボートレースｉｎ大村　１,西,2,1,差し,6-2-5,7860,29,6,4,B1,0.5548,0,-0.5548
2026-04-27,4,予選,0,2,ミッドナイトボートレースｉｎ大村　１,南西,1,1,差し,2-5-3,15270,45,2,2,B1,0.3881,0,-0.3881
2026-04-27,5,予選,0,2,ミッドナイトボートレースｉｎ大村　１,南,2,1,まくり,3-5-4,1000,1,3,3,B1,0.391,0,-0.391
2026-04-27,6,予選,0,2,ミッドナイトボートレースｉｎ大村　１,南,1,1,まくり,2-1-3,1470,2,2,2,B1,0.3494,0,-0.3494
2026-04-27,7,予選,1,2,ミッドナイトボートレースｉｎ大村　１,南,1,1,まくり,4-1-5,840,2,4,4,A2,0.5637,0,-0.5637
2026-04-27,8,予選,0,2,ミッドナイトボートレースｉｎ大村　１,東,1,1,まくり差し,4-3-2,16350,50,4,5,A2,0.4497,0,-0.4497
2026-04-27,9,予選特賞,0,2,ミッドナイトボートレースｉｎ大村　１,東,1,1,抜き,1-4-5,7680,24,1,1,B1,0.5606,1,0.4394
2026-04-27,10,予選特賞,0,2,ミッドナイトボートレースｉｎ大村　１,東,1,1,差し,4-2-1,5620,18,4,4,A2,0.6038,0,-0.6038
2026-04-27,11,予選特選,0,2,ミッドナイトボートレースｉｎ大村　１,東,1,1,逃げ,1-2-6,1910,10,1,1,A1,0.6439,1,0.3561
2026-04-27,12,予選特選,0,2,ミッドナイトボートレースｉｎ大村　１,南東,1,1,逃げ,1-5-4,1630,8,1,1,A1,0.5468,1,0.4532
2026-04-28,1,予選,0,3,ミッドナイトボートレースｉｎ大村　１,西,1,1,逃げ,1-2-3,1770,6,1,1,A2,0.5901,1,0.4099
2026-04-28,2,予選,0,3,ミッドナイトボートレースｉｎ大村　１,南西,1,1,逃げ,1-3-2,680,2,1,1,A2,0.5477,1,0.4523
2026-04-28,3,予選,0,3,ミッドナイトボートレースｉｎ大村　１,南西,1,1,まくり差し,3-2-5,5140,21,3,3,B1,0.4519,0,-0.4519
2026-04-28,4,予選,0,3,ミッドナイトボートレースｉｎ大村　１,南,1,1,まくり,4-1-3,10890,36,4,4,B1,0.4697,0,-0.4697
2026-04-28,5,予選,0,3,ミッドナイトボートレースｉｎ大村　１,南西,1,1,逃げ,1-2-3,2650,9,1,1,B1,0.4271,1,0.5729
2026-04-28,6,予選,0,3,ミッドナイトボートレースｉｎ大村　１,北西,1,1,まくり,3-2-1,7480,33,3,4,B1,0.4245,0,-0.4245
2026-04-28,7,予選,1,3,ミッドナイトボートレースｉｎ大村　１,北西,2,1,差し,2-1-6,9250,22,2,2,A2,0.5305,0,-0.5305
2026-04-28,8,予選,0,3,ミッドナイトボートレースｉｎ大村　１,北東,2,1,まくり,5-2-6,3250,16,5,4,B1,0.3273,0,-0.3273
2026-04-28,9,予選特賞,0,3,ミッドナイトボートレースｉｎ大村　１,北西,1,1,逃げ,1-2-5,1940,5,1,1,B1,0.4799,1,0.5201
2026-04-28,10,予選特賞,0,3,ミッドナイトボートレースｉｎ大村　１,北西,2,1,まくり,3-4-5,47820,71,3,4,A2,0.5906,0,-0.5906
2026-04-28,11,予選特選,0,3,ミッドナイトボートレースｉｎ大村　１,北西,2,1,逃げ,1-4-3,740,3,1,1,A1,0.6753,1,0.3247
2026-04-28,12,予選特選,0,3,ミッドナイトボートレースｉｎ大村　１,西,1,1,逃げ,1-3-5,1020,1,1,1,A1,0.4369,1,0.5631
2026-04-29,1,予選,0,4,ミッドナイトボートレースｉｎ大村　１,北,1,1,逃げ,2-3-5,1820,3,2,1,B1,0.4369,1,0.5631
2026-04-29,2,予選,0,4,ミッドナイトボートレースｉｎ大村　１,北東,1,1,逃げ,1-5-3,8670,24,1,1,B1,0.5366,1,0.4634
2026-04-29,3,予選,0,4,ミッドナイトボートレースｉｎ大村　１,南西,1,1,まくり差し,3-4-2,50230,65,3,3,A2,0.7355,0,-0.7355
2026-04-29,4,予選,0,4,ミッドナイトボートレースｉｎ大村　１,西,1,1,逃げ,1-3-4,700,1,1,1,A2,0.5179,1,0.4821
2026-04-29,5,予選,0,4,ミッドナイトボートレースｉｎ大村　１,北東,1,1,まくり,3-4-5,3580,15,3,4,B1,0.5537,0,-0.5537
2026-04-29,6,予選,0,4,ミッドナイトボートレースｉｎ大村　１,東,1,1,まくり,4-6-5,3430,12,4,4,B1,0.3633,0,-0.3633
2026-04-29,7,予選,1,4,ミッドナイトボートレースｉｎ大村　１,北西,1,1,逃げ,1-2-4,650,2,1,1,A1,0.5468,1,0.4532
2026-04-29,8,予選,0,4,ミッドナイトボートレースｉｎ大村　１,東,1,1,抜き,2-4-6,940,2,2,2,B1,0.5872,0,-0.5872
2026-04-29,9,予選特賞,0,4,ミッドナイトボートレースｉｎ大村　１,東,1,1,まくり,6-3-4,2380,4,6,3,B2,0.523,0,-0.523
2026-04-29,10,予選特選,0,4,ミッドナイトボートレースｉｎ大村　１,東,1,1,まくり差し,6-5-2,31460,80,6,4,A2,0.6179,0,-0.6179
2026-04-29,11,予選特選,0,4,ミッドナイトボートレースｉｎ大村　１,東,1,1,逃げ,1-3-4,1120,2,1,1,A1,0.633,1,0.367
2026-04-29,12,一般特賞,0,4,ミッドナイトボートレースｉｎ大村　１,北東,1,1,抜き,3-1-2,1530,6,3,3,B1,0.475,0,-0.475
2026-04-30,1,一般,0,5,ミッドナイトボートレースｉｎ大村　１,北,1,1,まくり,4-2-5,6070,27,4,4,B2,0.523,0,-0.523
2026-04-30,2,一般,0,5,ミッドナイトボートレースｉｎ大村　１,北,1,1,抜き,2-6-5,28890,51,2,2,B1,0.3544,0,-0.3544
2026-04-30,3,一般,0,5,ミッドナイトボートレースｉｎ大村　１,北,1,1,差し,2-1-3,5370,20,2,2,A2,0.5305,0,-0.5305
2026-04-30,4,一般,0,5,ミッドナイトボートレースｉｎ大村　１,北西,1,1,逃げ,1-2-4,1200,3,1,1,A1,0.633,1,0.367
2026-04-30,5,一般,0,5,ミッドナイトボートレースｉｎ大村　１,西,1,1,抜き,5-2-3,37500,46,5,3,A1,0.6869,0,-0.6869
2026-04-30,6,一般,0,5,ミッドナイトボートレースｉｎ大村　１,北西,1,1,まくり,4-3-1,42760,66,4,4,B1,0.5599,0,-0.5599
2026-04-30,7,一般,1,5,ミッドナイトボートレースｉｎ大村　１,西,2,1,まくり差し,4-5-1,10850,28,4,4,B1,0.5775,0,-0.5775
2026-04-30,8,一般,0,5,ミッドナイトボートレースｉｎ大村　１,北,1,1,逃げ,1-2-4,1110,1,1,1,A1,0.4369,1,0.5631
2026-04-30,9,準優勝戦,0,5,ミッドナイトボートレースｉｎ大村　１,北西,1,1,差し,2-1-3,1260,4,2,2,A1,0.6582,0,-0.6582
2026-04-30,10,準優勝戦,0,5,ミッドナイトボートレースｉｎ大村　１,北西,1,1,恵まれ,2-3-6,2890,12,2,2,A1,0.565,0,-0.565
2026-04-30,11,準優勝戦,0,5,ミッドナイトボートレースｉｎ大村　１,北西,1,1,まくり差し,4-2-6,43790,60,4,4,A2,0.5606,0,-0.5606
2026-04-30,12,一般,0,5,ミッドナイトボートレースｉｎ大村　１,北,1,1,逃げ,1-2-6,2190,8,1,1,B1,0.4335,1,0.5665
2026-05-01,1,一般,0,6,ミッドナイトボートレースｉｎ大村　１,西,3,2,差し,2-1-5,4790,20,2,2,B1,0.3861,0,-0.3861
2026-05-01,2,一般,0,6,ミッドナイトボートレースｉｎ大村　１,北西,2,1,まくり,3-1-4,13010,39,3,4,B1,0.4484,0,-0.4484
