date,race,rname,fixed,day_n,title,wdir,wspd,wave,kimarite,combo,payout,ninki,win_boat,win_course,g1,exp,inwin,resid
2025-09-19,1,予選,0,1,サンケイスポーツ杯,西,2,1,逃げ,1-2-3,750,1,1,1,B1,0.514,1,0.486
2025-09-19,2,予選,0,1,サンケイスポーツ杯,西,2,1,逃げ,1-2-3,670,1,1,1,B1,0.5615,1,0.4385
2025-09-19,3,予選,0,1,サンケイスポーツ杯,西,1,1,逃げ,1-2-5,670,1,1,1,B1,0.4456,1,0.5544
2025-09-19,4,予選,0,1,サンケイスポーツ杯,西,1,1,逃げ,1-3-2,820,2,1,1,B1,0.5015,1,0.4985
2025-09-19,5,予選,0,1,サンケイスポーツ杯,西,1,1,まくり差し,5-1-4,2850,12,5,5,A2,0.5868,0,-0.5868
2025-09-19,6,予選,0,1,サンケイスポーツ杯,西,1,1,逃げ,1-2-3,1040,4,1,1,B1,0.4269,1,0.5731
2025-09-19,7,予選,1,1,サンケイスポーツ杯,南西,1,1,まくり差し,5-1-2,18300,23,5,5,A1,0.6634,0,-0.6634
2025-09-19,8,予選,0,1,サンケイスポーツ杯,南西,1,1,逃げ,1-3-2,680,2,1,1,A1,0.6473,1,0.3527
2025-09-19,9,予選特賞,0,1,サンケイスポーツ杯,東,1,1,まくり,4-6-1,4460,17,4,4,A2,0.4574,0,-0.4574
2025-09-19,10,予選特賞,0,1,サンケイスポーツ杯,東,1,1,差し,2-1-4,4940,17,2,2,A2,0.6326,0,-0.6326
2025-09-19,11,予選特選,0,1,サンケイスポーツ杯,東,1,1,逃げ,1-3-2,830,4,1,1,A1,0.6533,1,0.3467
2025-09-19,12,発祥地選抜,0,1,サンケイスポーツ杯,南東,1,1,逃げ,1-5-3,2230,11,1,1,A1,0.7259,1,0.2741
2025-09-20,1,予選,0,2,サンケイスポーツ杯,南西,3,2,差し,2-5-3,73350,86,2,2,B1,0.5113,0,-0.5113
2025-09-20,2,予選,0,2,サンケイスポーツ杯,南西,4,3,逃げ,1-3-4,3910,16,1,1,B1,0.555,1,0.445
2025-09-20,3,予選,0,2,サンケイスポーツ杯,南西,3,2,逃げ,1-5-3,1250,2,1,1,B1,0.5897,1,0.4103
2025-09-20,4,予選,0,2,サンケイスポーツ杯,南西,3,2,逃げ,1-2-6,3730,11,1,1,A2,0.6725,1,0.3275
2025-09-20,5,予選,0,2,サンケイスポーツ杯,南西,1,1,逃げ,1-2-4,2280,7,1,1,A2,0.475,1,0.525
2025-09-20,6,予選,0,2,サンケイスポーツ杯,南,1,1,逃げ,1-5-4,8260,27,1,1,B2,0.4581,1,0.5419
2025-09-20,7,予選,1,2,サンケイスポーツ杯,南,2,1,逃げ,1-2-5,530,1,1,1,A1,0.6439,1,0.3561
2025-09-20,8,予選,0,2,サンケイスポーツ杯,南,2,1,逃げ,1-4-3,1060,3,1,1,B1,0.4683,1,0.5317
2025-09-20,9,予選特賞,0,2,サンケイスポーツ杯,北,4,3,逃げ,1-2-3,1180,3,1,1,B1,0.5016,1,0.4984
2025-09-20,10,予選特賞,0,2,サンケイスポーツ杯,北西,2,1,逃げ,1-3-5,1390,5,1,1,A2,0.5567,1,0.4433
2025-09-20,11,予選特選,0,2,サンケイスポーツ杯,北西,2,1,逃げ,1-3-4,1420,6,1,1,A1,0.5405,1,0.4595
2025-09-20,12,予選特選,0,2,サンケイスポーツ杯,北西,2,1,逃げ,1-3-4,830,2,1,1,A1,0.7296,1,0.2704
2025-09-21,1,予選,0,3,サンケイスポーツ杯,北,4,3,逃げ,1-5-2,1910,7,1,1,B1,0.4599,1,0.5401
2025-09-21,2,予選,0,3,サンケイスポーツ杯,北,4,3,逃げ,1-3-2,1450,3,1,1,B1,0.4408,1,0.5592
2025-09-21,3,予選,0,3,サンケイスポーツ杯,北,4,3,逃げ,1-3-5,1280,5,1,1,B1,0.4245,1,0.5755
2025-09-21,4,予選,0,3,サンケイスポーツ杯,北,4,3,逃げ,1-5-3,20650,41,1,1,B1,0.4323,1,0.5677
2025-09-21,5,予選,0,3,サンケイスポーツ杯,北,4,3,まくり差し,3-1-4,2280,6,3,3,B1,0.5015,0,-0.5015
2025-09-21,6,予選,0,3,サンケイスポーツ杯,北,4,3,差し,4-6-2,3620,15,4,4,B1,0.5674,0,-0.5674
2025-09-21,7,予選,1,3,サンケイスポーツ杯,北,4,3,逃げ,1-4-3,3130,10,1,1,A2,0.5346,1,0.4654
2025-09-21,8,予選,0,3,サンケイスポーツ杯,北,3,2,逃げ,1-3-2,510,1,1,1,A2,0.5931,1,0.4069
2025-09-21,9,予選特賞,0,3,サンケイスポーツ杯,北,2,1,抜き,1-6-3,1690,7,1,1,A2,0.7046,1,0.2954
2025-09-21,10,予選特賞,0,3,サンケイスポーツ杯,北,2,1,逃げ,1-3-2,540,1,1,1,A2,0.565,1,0.435
2025-09-21,11,予選特選,0,3,サンケイスポーツ杯,東,1,1,逃げ,1-2-6,1430,6,1,1,A1,0.6634,1,0.3366
2025-09-21,12,予選特選,0,3,サンケイスポーツ杯,北西,1,1,逃げ,1-3-4,590,3,1,1,A1,0.6799,1,0.3201
2025-09-22,1,予選,0,4,サンケイスポーツ杯,,0,1,差し,4-6-2,8140,34,4,4,B1,0.3633,0,-0.3633
2025-09-22,2,予選,0,4,サンケイスポーツ杯,西,1,1,まくり差し,4-5-6,26390,71,4,4,B1,0.4354,0,-0.4354
2025-09-22,3,予選,0,4,サンケイスポーツ杯,北,3,2,差し,2-1-3,3670,21,2,2,B1,0.4239,0,-0.4239
2025-09-22,4,予選,0,4,サンケイスポーツ杯,北,1,1,逃げ,1-5-2,2080,7,1,1,B1,0.3974,1,0.6026
2025-09-22,5,予選,0,4,サンケイスポーツ杯,北東,1,1,逃げ,1-4-6,980,5,1,1,A1,0.6634,1,0.3366
2025-09-22,6,予選,0,4,サンケイスポーツ杯,,0,1,まくり,3-4-1,40690,41,3,4,A1,0.7384,0,-0.7384
2025-09-22,7,予選,1,4,サンケイスポーツ杯,,0,1,逃げ,1-4-2,510,2,1,1,A2,0.6807,1,0.3193
2025-09-22,8,予選,0,4,サンケイスポーツ杯,南,1,1,逃げ,1-3-2,1170,3,1,1,B1,0.573,1,0.427
2025-09-22,9,予選特賞,0,4,サンケイスポーツ杯,南,1,1,まくり差し,3-1-4,3320,11,3,3,A2,0.6578,0,-0.6578
2025-09-22,10,予選特選,0,4,サンケイスポーツ杯,北東,1,1,まくり差し,3-2-6,47550,56,3,3,A1,0.6634,0,-0.6634
2025-09-22,11,予選特選,0,4,サンケイスポーツ杯,,0,1,逃げ,1-5-2,3840,13,1,1,A1,0.6473,1,0.3527
2025-09-22,12,一般特賞,0,4,サンケイスポーツ杯,南東,1,1,逃げ,1-4-3,970,2,1,1,A2,0.6194,1,0.3806
2025-09-23,1,一般,0,5,サンケイスポーツ杯,北西,1,1,逃げ,1-3-5,2680,4,1,1,B1,0.4269,1,0.5731
2025-09-23,2,一般,0,5,サンケイスポーツ杯,北西,2,1,逃げ,1-2-4,3280,12,1,1,B1,0.4683,1,0.5317
2025-09-23,3,一般,0,5,サンケイスポーツ杯,北西,1,1,逃げ,1-2-6,3960,13,1,1,A2,0.5725,1,0.4275
2025-09-23,4,一般,0,5,サンケイスポーツ杯,南西,2,1,抜き,1-3-4,910,3,1,1,A2,0.6807,1,0.3193
2025-09-23,5,一般,0,5,サンケイスポーツ杯,南西,1,1,抜き,6-2-5,12180,29,6,5,A1,0.6582,0,-0.6582
2025-09-23,6,一般,0,5,サンケイスポーツ杯,西,1,1,抜き,1-3-4,1310,3,1,1,A2,0.5567,1,0.4433
2025-09-23,7,一般,1,5,サンケイスポーツ杯,西,1,1,逃げ,1-3-5,1860,7,1,1,A2,0.5931,1,0.4069
2025-09-23,8,一般,0,5,サンケイスポーツ杯,南,1,1,逃げ,1-3-4,1070,4,1,1,B1,0.4323,1,0.5677
2025-09-23,9,準優勝戦,0,5,サンケイスポーツ杯,南東,1,1,逃げ,1-2-4,1030,5,1,1,A1,0.5405,1,0.4595
2025-09-23,10,準優勝戦,0,5,サンケイスポーツ杯,南西,1,1,逃げ,1-2-3,580,1,1,1,A1,0.6799,1,0.3201
2025-09-23,11,準優勝戦,0,5,サンケイスポーツ杯,南西,2,1,逃げ,1-2-3,730,3,1,1,A1,0.7259,1,0.2741
2025-09-23,12,一般,0,5,サンケイスポーツ杯,南西,2,1,逃げ,1-6-4,1140,3,1,1,A2,0.475,1,0.525
2025-09-24,1,一般,0,6,サンケイスポーツ杯,南,1,1,まくり,4-1-6,17220,40,4,4,B1,0.4615,0,-0.4615
2025-09-24,2,一般,0,6,サンケイスポーツ杯,南,2,1,逃げ,1-6-4,12270,31,1,1,B1,0.5897,1,0.4103
2025-09-24,3,一般,0,6,サンケイスポーツ杯,南西,1,1,まくり差し,5-2-1,12680,31,5,5,B1,0.5704,0,-0.5704
2025-09-24,4,一般,0,6,サンケイスポーツ杯,西,1,1,逃げ,1-4-3,930,3,1,1,A2,0.5931,1,0.4069
2025-09-24,5,一般,0,6,サンケイスポーツ杯,,0,1,逃げ,1-4-2,1970,9,1,1,A2,0.7046,1,0.2954
2025-09-24,6,一般,0,6,サンケイスポーツ杯,南,2,1,逃げ,1-4-3,1080,3,1,1,A1,0.6439,1,0.3561
2025-09-24,7,一般,1,6,サンケイスポーツ杯,南東,1,1,逃げ,1-3-4,480,1,1,1,A1,0.7296,1,0.2704
2025-09-24,8,一般,0,6,サンケイスポーツ杯,東,3,2,逃げ,1-2-3,1830,9,1,1,A1,0.6509,1,0.3491
2025-09-24,9,一般特選,0,6,サンケイスポーツ杯,東,1,1,差し,2-4-1,48070,51,2,2,A2,0.5512,0,-0.5512
2025-09-24,10,特別選抜戦,0,6,サンケイスポーツ杯,東,1,1,逃げ,1-6-2,2380,9,1,1,A2,0.6725,1,0.3275
2025-09-24,11,特別選抜戦,0,6,サンケイスポーツ杯,東,1,1,まくり差し,3-1-2,4810,15,3,3,A2,0.6995,0,-0.6995
2025-09-24,12,優勝戦,0,6,サンケイスポーツ杯,東,2,1,逃げ,1-6-5,8760,22,1,1,A1,0.7259,1,0.2741
2025-09-27,1,予選,0,1,オールレディース競走,北西,1,1,まくり,3-4-6,2210,2,3,3,B1,0.478,0,-0.478
2025-09-27,2,予選,0,1,オールレディース競走,,0,1,逃げ,1-3-4,13660,40,1,1,B1,0.4925,1,0.5075
2025-09-27,3,予選,0,1,オールレディース競走,,0,1,まくり,3-5-2,12940,40,3,3,B2,0.4508,0,-0.4508
2025-09-27,4,予選,0,1,オールレディース競走,,0,1,まくり差し,5-1-2,1260,3,5,5,B1,0.5732,0,-0.5732
2025-09-27,5,予選,0,1,オールレディース競走,南東,1,1,抜き,4-3-1,37620,81,4,4,B1,0.2905,0,-0.2905
2025-09-27,6,予選,0,1,オールレディース競走,,0,1,まくり,3-5-6,4790,17,3,3,B1,0.4328,0,-0.4328
2025-09-27,7,予選,1,1,オールレディース競走,南東,1,1,まくり差し,4-1-6,5470,20,4,4,A2,0.5726,0,-0.5726
2025-09-27,8,予選,0,1,オールレディース競走,東,1,1,まくり,3-1-5,4250,19,3,3,B1,0.4615,0,-0.4615
2025-09-27,9,予選,0,1,オールレディース競走,,0,1,逃げ,1-2-6,1070,4,1,1,A2,0.573,1,0.427
2025-09-27,10,予選特賞,0,1,オールレディース競走,,0,1,逃げ,1-3-4,530,1,1,1,A2,0.6893,1,0.3107
2025-09-27,11,予選特選,0,1,オールレディース競走,南東,1,1,逃げ,1-2-5,3110,11,1,1,A1,0.7599,1,0.2401
2025-09-27,12,発祥地ドリー,0,1,オールレディース競走,南東,1,1,差し,2-1-3,5030,20,2,2,A1,0.6753,0,-0.6753
2025-09-28,1,予選,0,2,オールレディース競走,南東,3,2,差し,2-4-1,6820,19,2,2,B1,0.4896,0,-0.4896
2025-09-28,2,予選,0,2,オールレディース競走,南西,2,1,逃げ,1-4-6,1400,4,1,1,B1,0.6415,1,0.3585
2025-09-28,3,予選,0,2,オールレディース競走,南西,3,2,まくり,2-3-5,620,1,2,2,B2,0.3534,0,-0.3534
2025-09-28,4,予選,0,2,オールレディース競走,西,3,2,まくり,2-4-1,1790,5,2,2,B1,0.3766,0,-0.3766
2025-09-28,5,予選,0,2,オールレディース競走,西,3,2,逃げ,1-2-5,1120,1,1,1,B1,0.662,1,0.338
2025-09-28,6,予選,0,2,オールレディース競走,北西,2,1,まくり差し,3-1-6,850,3,3,3,B1,0.3557,0,-0.3557
2025-09-28,7,予選,1,2,オールレディース競走,北西,2,1,逃げ,1-2-3,480,1,1,1,A2,0.6179,1,0.3821
2025-09-28,8,予選,0,2,オールレディース競走,南西,1,1,まくり差し,3-4-1,30090,64,3,3,A2,0.5959,0,-0.5959
2025-09-28,9,予選,0,2,オールレディース競走,南西,2,1,まくり差し,3-4-2,9380,26,3,3,A2,0.6533,0,-0.6533
2025-09-28,10,予選特賞,0,2,オールレディース競走,南西,1,1,逃げ,1-4-5,1140,4,1,1,A1,0.6984,1,0.3016
2025-09-28,11,予選特選,0,2,オールレディース競走,南東,1,1,逃げ,1-5-3,5520,18,1,1,A1,0.7343,1,0.2657
2025-09-28,12,龍神ドリーム,0,2,オールレディース競走,南東,1,1,逃げ,1-4-3,1570,7,1,1,A1,0.6677,1,0.3323
2025-09-29,1,予選,0,3,オールレディース競走,北西,2,1,抜き,1-3-6,4890,17,1,1,B1,0.4615,1,0.5385
2025-09-29,2,予選,0,3,オールレディース競走,北西,2,1,差し,2-3-1,690,2,2,2,B1,0.3712,0,-0.3712
2025-09-29,3,予選,0,3,オールレディース競走,北西,2,1,まくり,3-4-5,530,1,3,3,B1,0.4269,0,-0.4269
2025-09-29,4,予選,0,3,オールレディース競走,北西,3,2,逃げ,1-4-5,3320,11,1,1,A2,0.6187,1,0.3813
2025-09-29,5,予選,0,3,オールレディース競走,北,4,3,まくり,2-6-5,3180,13,2,2,B2,0.5809,0,-0.5809
2025-09-29,6,予選,0,3,オールレディース競走,北東,3,2,まくり差し,4-1-6,14300,71,4,4,B1,0.3519,0,-0.3519
2025-09-29,7,予選,1,3,オールレディース競走,北,4,3,逃げ,1-3-4,2390,9,1,1,A2,0.5775,1,0.4225
2025-09-29,8,予選,0,3,オールレディース競走,北東,3,2,抜き,5-2-1,3440,15,5,5,B1,0.4683,0,-0.4683
2025-09-29,9,予選,0,3,オールレディース競走,北東,4,3,逃げ,1-2-3,1600,6,1,1,A2,0.5288,1,0.4712
2025-09-29,10,予選特賞,0,3,オールレディース競走,北東,2,1,逃げ,1-3-6,780,4,1,1,A1,0.7204,1,0.2796
2025-09-29,11,予選特選,0,3,オールレディース競走,北東,2,1,まくり,3-5-1,4800,19,3,3,A1,0.6011,0,-0.6011
2025-09-29,12,予選特選,0,3,オールレディース競走,北,2,1,逃げ,1-4-5,2970,11,1,1,A1,0.6059,1,0.3941
2025-09-30,1,予選,0,4,オールレディース競走,北西,3,2,逃げ,1-3-2,620,2,1,1,B1,0.6266,1,0.3734
2025-09-30,2,予選,0,4,オールレディース競走,南西,2,1,まくり,3-4-1,2890,14,3,3,B1,0.3921,0,-0.3921
2025-09-30,3,予選,0,4,オールレディース競走,南,3,2,まくり差し,3-5-2,5500,20,3,3,B1,0.5384,0,-0.5384
2025-09-30,4,予選,0,4,オールレディース競走,南,1,1,まくり,3-5-4,70430,85,3,3,B1,0.5192,0,-0.5192
2025-09-30,5,予選,0,4,オールレディース競走,南東,2,1,差し,2-1-5,18970,47,2,2,B1,0.3893,0,-0.3893
2025-09-30,6,予選,0,4,オールレディース競走,南,2,1,差し,6-2-5,51610,76,6,6,B2,0.3845,0,-0.3845
2025-09-30,7,予選,1,4,オールレディース競走,南西,1,1,逃げ,1-3-2,680,2,1,1,A2,0.7172,1,0.2828
2025-09-30,8,予選,0,4,オールレディース競走,南東,1,1,まくり,2-3-5,3820,13,2,2,A2,0.4615,0,-0.4615
2025-09-30,9,予選,0,4,オールレディース競走,南,1,1,逃げ,1-3-5,4680,19,1,1,A2,0.6361,1,0.3639
2025-09-30,10,予選特選,0,4,オールレディース競走,北東,1,1,逃げ,1-2-3,500,2,1,1,A1,0.6637,1,0.3363
2025-09-30,11,予選特選,0,4,オールレディース競走,北東,1,1,逃げ,1-3-4,2180,9,1,1,A1,0.6677,1,0.3323
2025-09-30,12,一般特賞,0,4,オールレディース競走,南東,1,1,逃げ,1-5-2,550,2,1,1,A1,0.5868,1,0.4132
2025-10-01,1,一般,0,5,オールレディース競走,北西,2,1,逃げ,1-2-4,3930,17,1,1,B1,0.4021,1,0.5979
2025-10-01,2,一般,0,5,オールレディース競走,北西,2,1,まくり,3-6-4,193820,94,3,3,A2,0.5959,0,-0.5959
2025-10-01,3,一般,0,5,オールレディース競走,北西,2,1,逃げ,1-4-3,1760,5,1,1,B1,0.4461,1,0.5539
2025-10-01,4,一般,0,5,オールレディース競走,北西,2,1,まくり,4-1-2,25290,57,4,4,B1,0.5101,0,-0.5101
2025-10-01,5,一般,0,5,オールレディース競走,北西,3,2,逃げ,1-3-2,7130,19,1,1,A1,0.6059,1,0.3941
2025-10-01,6,一般,0,5,オールレディース競走,北西,3,2,まくり,2-4-5,12070,33,2,2,A2,0.6335,0,-0.6335
2025-10-01,7,一般,1,5,オールレディース競走,北西,2,1,逃げ,1-4-3,880,3,1,1,A2,0.6361,1,0.3639
2025-10-01,8,一般,0,5,オールレディース競走,北西,2,1,まくり,3-1-6,2760,9,3,3,A2,0.4615,0,-0.4615
2025-10-01,9,準優勝戦,0,5,オールレディース競走,北西,2,1,逃げ,1-3-2,570,2,1,1,A1,0.6637,1,0.3363
2025-10-01,10,準優勝戦,0,5,オールレディース競走,北東,2,1,逃げ,1-2-6,1450,4,1,1,A1,0.7599,1,0.2401
2025-10-01,11,準優勝戦,0,5,オールレディース競走,北東,1,1,抜き,1-5-3,4810,15,1,1,A1,0.7343,1,0.2657
2025-10-01,12,一般,0,5,オールレディース競走,北,1,1,逃げ,1-2-4,560,1,1,1,A2,0.7172,1,0.2828
2025-10-02,1,一般,0,6,オールレディース競走,北西,2,1,逃げ,1-5-3,5410,19,1,1,B1,0.6415,1,0.3585
2025-10-02,2,一般,0,6,オールレディース競走,北西,2,1,差し,4-2-3,16750,51,4,4,B1,0.2905,0,-0.2905
2025-10-02,3,一般,0,6,オールレディース競走,北西,2,1,まくり,3-1-4,3770,12,3,3,A2,0.5934,0,-0.5934
2025-10-02,4,一般,0,6,オールレディース競走,北,3,2,まくり差し,4-6-3,8540,30,4,4,A2,0.5427,0,-0.5427
2025-10-02,5,一般,0,6,オールレディース競走,北東,3,2,逃げ,1-6-5,5790,22,1,1,A2,0.5775,1,0.4225
2025-10-02,6,一般,0,6,オールレディース競走,北,3,2,逃げ,1-3-2,2680,9,1,1,A1,0.7204,1,0.2796
2025-10-02,7,一般,1,6,オールレディース競走,北,3,2,逃げ,1-2-3,860,4,1,1,A2,0.6388,1,0.3612
2025-10-02,8,一般,0,6,オールレディース競走,北,3,2,逃げ,1-6-3,4130,19,1,1,B1,0.4652,1,0.5348
2025-10-02,9,一般,0,6,オールレディース競走,北東,1,1,差し,3-2-1,5340,17,3,3,A2,0.6346,0,-0.6346
2025-10-02,10,特別選抜戦,0,6,オールレディース競走,南東,1,1,逃げ,1-2-3,440,1,1,1,A1,0.6984,1,0.3016
2025-10-02,11,特別選抜戦,0,6,オールレディース競走,南東,1,1,逃げ,1-2-4,650,1,1,1,A1,0.6677,1,0.3323
2025-10-02,12,優勝戦,0,6,オールレディース競走,南東,1,1,逃げ,1-3-6,2630,9,1,1,A1,0.7343,1,0.2657
2025-10-05,1,予選,0,1,長崎新聞社杯,北西,2,1,まくり,4-6-2,5400,21,4,3,B1,0.3893,0,-0.3893
2025-10-05,2,予選,0,1,長崎新聞社杯,北西,2,1,まくり差し,4-1-6,2020,5,4,4,B1,0.4378,0,-0.4378
2025-10-05,3,予選,0,1,長崎新聞社杯,北西,2,1,逃げ,1-5-4,4440,19,1,1,B1,0.4108,1,0.5892
2025-10-05,4,予選,0,1,長崎新聞社杯,北西,2,1,まくり,3-4-1,10410,29,3,3,A2,0.4709,0,-0.4709
2025-10-05,5,予選,0,1,長崎新聞社杯,北西,2,1,差し,2-1-3,1450,5,2,2,A1,0.6449,0,-0.6449
2025-10-05,6,予選,0,1,長崎新聞社杯,北,2,1,逃げ,1-3-2,980,3,1,1,A1,0.6759,1,0.3241
2025-10-05,7,予選,1,1,長崎新聞社杯,西,2,1,抜き,1-3-2,780,2,1,1,A2,0.6565,1,0.3435
2025-10-05,8,予選,0,1,長崎新聞社杯,北西,2,1,まくり,4-1-2,52500,75,4,4,A2,0.5309,0,-0.5309
2025-10-05,9,予選特賞,0,1,長崎新聞社杯,北西,2,1,まくり,3-5-1,3160,13,3,3,A2,0.5885,0,-0.5885
2025-10-05,10,予選特賞,0,1,長崎新聞社杯,北西,2,1,逃げ,1-4-5,5140,19,1,1,A2,0.5415,1,0.4585
2025-10-05,11,予選特選,0,1,長崎新聞社杯,北西,2,1,抜き,3-1-4,2240,8,3,3,A1,0.4497,0,-0.4497
2025-10-05,12,龍神選抜,0,1,長崎新聞社杯,北西,2,1,まくり,4-3-5,20070,62,4,4,A1,0.6679,0,-0.6679
2025-10-06,1,予選,0,2,長崎新聞社杯,西,2,1,抜き,3-1-4,1560,4,3,3,B1,0.3881,0,-0.3881
2025-10-06,2,予選,0,2,長崎新聞社杯,北西,1,1,逃げ,1-3-4,1090,3,1,1,B1,0.5815,1,0.4185
2025-10-06,3,予選,0,2,長崎新聞社杯,北西,1,1,逃げ,2-3-1,3000,14,2,1,B1,0.6759,1,0.3241
2025-10-06,4,予選,0,2,長崎新聞社杯,北西,2,1,差し,3-1-2,4850,25,3,2,A2,0.4864,0,-0.4864
2025-10-06,5,予選,0,2,長崎新聞社杯,西,1,1,まくり差し,4-1-6,2970,11,4,4,A2,0.447,0,-0.447
2025-10-06,6,予選,0,2,長崎新聞社杯,北西,2,1,逃げ,1-4-3,1340,4,1,1,A1,0.6078,1,0.3922
2025-10-06,7,予選,1,2,長崎新聞社杯,北,3,2,逃げ,1-3-2,400,1,1,1,A2,0.5346,1,0.4654
2025-10-06,8,予選,0,2,長崎新聞社杯,北,3,2,まくり差し,3-1-6,3580,12,3,3,A2,0.5983,0,-0.5983
2025-10-06,9,予選特賞,0,2,長崎新聞社杯,北,3,2,逃げ,1-3-5,3070,10,1,1,A1,0.5981,1,0.4019
2025-10-06,10,予選特選,0,2,長崎新聞社杯,北,2,1,逃げ,1-4-2,620,2,1,1,A1,0.6473,1,0.3527
2025-10-06,11,予選特選,0,2,長崎新聞社杯,北西,1,1,逃げ,1-4-5,2590,8,1,1,A1,0.6711,1,0.3289
2025-10-06,12,予選特賞,0,2,長崎新聞社杯,北,2,1,まくり差し,4-1-2,2780,10,4,5,A1,0.5875,0,-0.5875
2025-10-07,1,一般,0,3,長崎新聞社杯,西,1,1,逃げ,1-6-3,2850,10,1,1,B1,0.3653,1,0.6347
2025-10-07,2,一般,0,3,長崎新聞社杯,北西,1,1,まくり,5-2-6,3360,12,5,5,B1,0.3273,0,-0.3273
2025-10-07,3,一般,0,3,長崎新聞社杯,北西,1,1,まくり差し,5-1-4,8040,24,5,3,A2,0.5551,0,-0.5551
2025-10-07,4,一般,0,3,長崎新聞社杯,北西,1,1,逃げ,1-4-5,1850,5,1,1,A2,0.6223,1,0.3777
2025-10-07,5,一般,0,3,長崎新聞社杯,西,1,1,逃げ,1-6-4,4610,15,1,1,A1,0.5703,1,0.4297
2025-10-07,6,一般,0,3,長崎新聞社杯,北西,1,1,逃げ,1-5-4,1540,7,1,1,A1,0.6473,1,0.3527
2025-10-07,7,一般,1,3,長崎新聞社杯,北西,1,1,逃げ,1-3-5,450,2,1,1,A1,0.652,1,0.348
2025-10-07,8,一般,0,3,長崎新聞社杯,北,3,2,まくり,2-4-3,9810,38,2,2,B1,0.4271,0,-0.4271
2025-10-07,9,準優勝戦,0,3,長崎新聞社杯,北,2,1,逃げ,1-2-5,1740,5,1,1,A1,0.6312,1,0.3688
2025-10-07,10,準優勝戦,0,3,長崎新聞社杯,北東,2,1,逃げ,1-2-6,2230,8,1,1,A1,0.6711,1,0.3289
2025-10-07,11,準優勝戦,0,3,長崎新聞社杯,北西,1,1,逃げ,1-2-5,1590,7,1,1,A1,0.6759,1,0.3241
2025-10-07,12,一般,0,3,長崎新聞社杯,南西,1,1,抜き,1-3-2,910,2,1,1,A2,0.4334,1,0.5666
2025-10-08,1,一般,0,4,長崎新聞社杯,北,3,2,まくり差し,3-4-6,15700,47,3,3,B1,0.5849,0,-0.5849
2025-10-08,2,一般,0,4,長崎新聞社杯,北,3,2,逃げ,1-3-6,2680,8,1,1,A2,0.5415,1,0.4585
2025-10-08,3,一般,0,4,長崎新聞社杯,北,4,3,逃げ,1-5-3,1190,3,1,1,A2,0.4505,1,0.5495
2025-10-08,4,一般,0,4,長崎新聞社杯,北東,4,3,逃げ,1-2-6,1320,1,1,1,A2,0.6526,1,0.3474
2025-10-08,5,一般,0,4,長崎新聞社杯,北東,4,3,逃げ,1-2-6,8320,20,1,1,A2,0.5844,1,0.4156
2025-10-08,6,一般,0,4,長崎新聞社杯,北東,4,3,まくり,3-1-6,840,1,3,3,A1,0.6242,0,-0.6242
2025-10-08,7,一般,1,4,長崎新聞社杯,北,3,2,逃げ,1-3-4,2650,11,1,1,A1,0.4369,1,0.5631
2025-10-08,8,一般,0,4,長崎新聞社杯,北東,4,3,まくり差し,3-1-4,15230,24,3,3,A1,0.6131,0,-0.6131
2025-10-08,9,一般特選,0,4,長崎新聞社杯,北,3,2,逃げ,1-5-2,1560,8,1,1,A2,0.5422,1,0.4578
2025-10-08,10,特別選抜戦,0,4,長崎新聞社杯,北,3,2,逃げ,1-4-5,6330,32,1,1,A2,0.6223,1,0.3777
2025-10-08,11,特別選抜戦,0,4,長崎新聞社杯,北東,2,1,逃げ,1-4-2,2470,8,1,1,A1,0.652,1,0.348
2025-10-08,12,優勝戦,0,4,長崎新聞社杯,北東,4,3,逃げ,1-3-2,710,3,1,1,A1,0.6759,1,0.3241
2025-10-14,1,予選,0,1,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,南,2,1,まくり,5-3-1,19500,64,5,6,B1,0.3534,0,-0.3534
2025-10-14,2,予選,0,1,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,南西,2,1,逃げ,1-2-5,1060,1,1,1,B1,0.5163,1,0.4837
2025-10-14,3,予選,0,1,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,北西,4,3,差し,6-4-1,30000,63,6,6,A2,0.5525,0,-0.5525
2025-10-14,4,予選,0,1,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,北東,1,1,まくり差し,5-4-1,10360,22,5,5,A2,0.6728,0,-0.6728
2025-10-14,5,予選,0,1,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,南東,1,1,恵まれ,1-2-3,390,1,1,1,B1,0.4683,1,0.5317
2025-10-14,6,予選,0,1,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,北西,1,1,差し,2-6-1,18450,55,2,2,B1,0.4542,0,-0.4542
2025-10-14,7,予選,1,1,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,東,1,1,まくり,3-5-4,5530,20,3,3,A2,0.5934,0,-0.5934
2025-10-14,8,予選,0,1,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,南東,1,1,逃げ,1-5-3,4020,14,1,1,A1,0.5582,1,0.4418
2025-10-14,9,予選特賞,0,1,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,東,2,1,逃げ,1-2-3,560,2,1,1,A1,0.6574,1,0.3426
