date,race,rname,fixed,day_n,title,weather,wdir,wspd,wave,kimarite,combo,payout,ninki,nitan,nitan_pay,nitan_ninki,tansho_pay,c1_regno,c1_rank,win_boat,win_course,n_fins
2025-12-30,10,Ｓ戦準優勝戦,0,5,第１４回クイーンズクライマックス／Ｇ３ＱＣシリーズ,晴,北,2,1,逃げ,1-2-3,810,1,1-2,280,1,110,4373,01,1,1,6
2025-12-30,11,トライアル,0,5,第１４回クイーンズクライマックス／Ｇ３ＱＣシリーズ,晴,北東,1,1,逃げ,1-6-3,7770,22,1-6,2760,8,150,4456,01,1,1,6
2025-12-30,12,トライアル,0,5,第１４回クイーンズクライマックス／Ｇ３ＱＣシリーズ,晴,北東,1,1,逃げ,1-6-5,12310,44,1-6,4030,15,120,4546,01,1,1,6
2025-12-31,1,Ｓ戦一般戦,0,6,第１４回クイーンズクライマックス／Ｇ３ＱＣシリーズ,晴,北,4,3,逃げ,1-3-2,950,3,1-3,350,2,110,4938,01,1,1,6
2025-12-31,2,Ｓ戦一般戦,0,6,第１４回クイーンズクライマックス／Ｇ３ＱＣシリーズ,晴,北,3,2,逃げ,1-2-5,1220,2,1-2,330,1,140,4289,01,1,1,6
2025-12-31,3,Ｓ戦一般戦,0,6,第１４回クイーンズクライマックス／Ｇ３ＱＣシリーズ,晴,北,2,1,逃げ,1-2-5,750,1,1-2,280,1,110,4123,01,1,1,6
2025-12-31,4,Ｓ戦一般戦,0,6,第１４回クイーンズクライマックス／Ｇ３ＱＣシリーズ,晴,北,4,3,抜き,1-2-3,610,1,1-2,270,1,140,5129,01,1,1,6
2025-12-31,5,Ｓ戦一般戦,0,6,第１４回クイーンズクライマックス／Ｇ３ＱＣシリーズ,晴,北,3,2,逃げ,1-3-4,450,3,1-3,330,1,110,4627,01,1,1,6
2025-12-31,6,Ｓ戦一般戦,0,6,第１４回クイーンズクライマックス／Ｇ３ＱＣシリーズ,晴,北,5,4,逃げ,1-3-6,2100,8,1-3,370,2,130,5193,01,1,1,6
2025-12-31,7,Ｓ戦一般戦,0,6,第１４回クイーンズクライマックス／Ｇ３ＱＣシリーズ,晴,北,5,4,逃げ,1-3-6,4170,16,1-3,550,2,110,4845,01,1,1,6
2025-12-31,8,Ｓ戦特別選抜,0,6,第１４回クイーンズクライマックス／Ｇ３ＱＣシリーズ,晴,北,6,5,逃げ,1-2-4,1300,4,1-2,250,1,130,4478,01,1,1,6
2025-12-31,9,Ｓ戦特別選抜,0,6,第１４回クイーンズクライマックス／Ｇ３ＱＣシリーズ,晴,北,4,3,逃げ,1-4-2,3600,11,1-4,1300,5,130,5045,01,1,1,6
2025-12-31,10,順位決定戦,0,6,第１４回クイーンズクライマックス／Ｇ３ＱＣシリーズ,晴,北,3,2,逃げ,1-5-3,3500,13,1-5,1100,5,120,4546,01,1,1,6
2025-12-31,11,Ｓ戦優勝戦,0,6,第１４回クイーンズクライマックス／Ｇ３ＱＣシリーズ,晴,北,3,2,逃げ,1-4-5,1970,7,1-4,520,2,110,4373,01,1,1,6
2025-12-31,12,賞金女王決定,0,6,第１４回クイーンズクライマックス／Ｇ３ＱＣシリーズ,晴,北,2,1,逃げ,1-5-3,5150,20,1-5,1050,5,130,4456,01,1,1,6
2026-01-03,1,予選,0,1,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,北西,4,3,逃げ,1-3-5,2170,8,1-3,290,1,120,4112,01,1,1,6
2026-01-03,2,予選,0,1,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,北,5,4,逃げ,1-3-2,820,1,1-3,300,1,120,3527,01,1,1,6
2026-01-03,3,予選,0,1,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,北,4,3,抜き,1-3-4,1000,4,1-3,330,2,150,3944,01,1,1,6
2026-01-03,4,予選,0,1,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,北,3,2,逃げ,1-2-3,3120,10,1-2,1740,5,150,5055,01,1,1,6
2026-01-03,5,予選,0,1,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,北,3,2,逃げ,1-3-6,7080,19,1-3,620,4,100,4241,01,1,1,6
2026-01-03,6,予選,0,1,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,北,3,2,逃げ,1-5-3,3690,13,1-5,2260,8,160,3989,01,1,1,6
2026-01-03,7,予選,1,1,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,北,3,2,逃げ,1-3-4,700,1,1-3,240,1,100,4171,01,1,1,6
2026-01-03,8,予選,0,1,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,北東,1,1,逃げ,1-3-5,1160,4,1-3,220,1,100,5195,01,1,1,6
2026-01-03,9,予選,0,1,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,北東,1,1,抜き,4-1-2,15830,42,4-1,4600,13,580,3892,02,4,4,6
2026-01-03,10,予選特選,0,1,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,南東,1,1,逃げ,1-2-6,2810,10,1-2,380,2,100,4352,01,1,1,6
2026-01-03,11,予選特選,0,1,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,南東,1,1,逃げ,1-3-6,810,1,1-3,300,1,150,4174,01,1,1,6
2026-01-03,12,予選,0,1,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,南東,1,1,逃げ,1-6-2,12930,42,1-6,2610,9,160,3906,01,1,1,6
2026-01-04,1,予選,0,2,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,北西,1,1,逃げ,1-6-2,3800,12,1-6,1160,5,200,4553,01,1,1,6
2026-01-04,2,予選,0,2,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,北西,1,1,逃げ,1-3-2,730,2,1-3,450,2,140,4259,01,1,1,6
2026-01-04,3,予選,0,2,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,北東,2,1,まくり,2-5-4,2550,4,2-5,710,2,180,5309,05,2,2,6
2026-01-04,4,予選,0,2,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,南東,1,1,差し,2-3-1,9320,36,2-3,2430,12,320,5011,03,2,2,6
2026-01-04,5,予選,0,2,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,東,1,1,まくり,4-5-3,10130,39,4-5,1430,8,630,4004,04,4,4,6
2026-01-04,6,予選,0,2,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,東,1,1,差し,4-2-1,2270,5,4-2,900,4,310,4248,03,4,4,6
2026-01-04,7,予選,1,2,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,南東,1,1,逃げ,1-3-4,580,1,1-3,180,1,120,4523,01,1,1,6
2026-01-04,8,予選,0,2,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,南東,1,1,逃げ,1-2-4,1720,6,1-2,610,1,270,5250,01,1,1,6
2026-01-04,9,予選,0,2,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,南東,1,1,逃げ,1-2-5,430,1,1-2,150,1,110,4495,01,1,1,6
2026-01-04,10,予選特選,0,2,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,南東,1,1,まくり,6-5-3,77390,64,6-5,29050,24,1730,4715,04,6,6,6
2026-01-04,11,予選特選,0,2,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,南東,1,1,抜き,1-3-4,1020,5,1-3,150,1,130,4096,01,1,1,6
2026-01-04,12,予選,0,2,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,南東,1,1,逃げ,1-6-2,2170,7,1-6,1240,4,130,4315,01,1,1,6
2026-01-05,1,予選,0,3,ミッドナイトボートレースｉｎ大村１０新春感謝競走,曇り,北,2,1,逃げ,1-2-3,1540,3,1-2,570,1,250,4408,01,1,1,6
2026-01-05,2,予選,0,3,ミッドナイトボートレースｉｎ大村１０新春感謝競走,曇り,北,2,1,まくり差し,4-1-2,8550,32,4-1,690,3,190,4948,02,4,4,6
2026-01-05,3,予選,0,3,ミッドナイトボートレースｉｎ大村１０新春感謝競走,曇り,北東,2,1,抜き,3-1-2,11760,37,3-1,3560,13,1940,4709,02,3,3,6
2026-01-05,4,予選,0,3,ミッドナイトボートレースｉｎ大村１０新春感謝競走,曇り,北東,1,1,逃げ,1-6-3,4520,15,1-6,2330,10,220,5261,01,1,1,6
2026-01-05,5,予選,0,3,ミッドナイトボートレースｉｎ大村１０新春感謝競走,曇り,北東,1,1,逃げ,1-2-3,1740,5,1-2,600,3,320,4705,01,1,1,6
2026-01-05,6,予選,0,3,ミッドナイトボートレースｉｎ大村１０新春感謝競走,曇り,北東,1,1,逃げ,1-5-4,4190,13,1-5,1090,4,140,4674,01,1,1,6
2026-01-05,7,予選,1,3,ミッドナイトボートレースｉｎ大村１０新春感謝競走,曇り,北東,1,1,逃げ,1-3-4,1110,4,1-3,340,2,140,4822,01,1,1,6
2026-01-05,8,予選,0,3,ミッドナイトボートレースｉｎ大村１０新春感謝競走,曇り,北東,1,1,逃げ,1-3-6,1590,2,1-3,450,1,150,5335,01,1,1,6
2026-01-05,9,予選,0,3,ミッドナイトボートレースｉｎ大村１０新春感謝競走,曇り,北東,1,1,まくり差し,3-1-2,7100,24,3-1,1010,4,500,4555,02,3,3,6
2026-01-05,10,予選特選,0,3,ミッドナイトボートレースｉｎ大村１０新春感謝競走,曇り,,0,1,まくり差し,6-2-1,5230,20,6-2,2620,10,480,4174,03,6,5,6
2026-01-05,11,予選特選,0,3,ミッドナイトボートレースｉｎ大村１０新春感謝競走,曇り,,0,1,逃げ,1-2-3,580,1,1-2,220,1,200,4715,01,1,1,6
2026-01-05,12,予選,0,3,ミッドナイトボートレースｉｎ大村１０新春感謝競走,曇り,,0,1,まくり,5-1-2,12920,81,5-1,2980,20,960,4924,02,5,5,6
2026-01-06,1,予選,0,4,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,北,2,1,まくり差し,3-4-1,15900,50,3-4,1800,8,520,5369,03,3,3,6
2026-01-06,2,予選,0,4,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,北東,2,1,まくり差し,4-1-6,11520,35,4-1,2840,10,1000,4499,02,4,4,6
2026-01-06,3,予選,0,4,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,北東,1,1,差し,2-1-5,970,2,2-1,460,2,330,4164,02,2,2,6
2026-01-06,4,予選,0,4,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,南東,1,1,逃げ,1-4-3,820,1,1-4,410,1,360,4299,01,1,1,6
2026-01-06,5,予選,0,4,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,南東,1,1,逃げ,1-4-2,3690,14,1-4,1510,8,220,5086,01,1,1,6
2026-01-06,6,予選,0,4,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,,0,1,まくり差し,3-2-1,4020,16,3-2,1020,4,200,4004,02,3,3,6
2026-01-06,7,予選,1,4,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,東,1,1,逃げ,1-3-4,480,1,1-3,230,1,130,3777,01,1,1,6
2026-01-06,8,予選,0,4,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,,0,1,抜き,2-3-5,4290,15,2-3,1500,5,310,5129,05,2,2,6
2026-01-06,9,予選,0,4,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,南東,1,1,逃げ,1-4-2,2620,11,1-4,800,4,120,4966,01,1,1,6
2026-01-06,10,予選特選,0,4,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,南東,1,1,逃げ,1-2-6,2960,9,1-2,220,1,100,4096,01,1,1,6
2026-01-06,11,予選特選,0,4,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,南東,1,1,逃げ,1-2-6,290,1,1-2,180,1,120,4352,01,1,1,6
2026-01-06,12,一般,0,4,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,南東,1,1,逃げ,1-3-5,680,1,1-3,310,1,150,4822,01,1,1,6
2026-01-07,1,一般,0,5,ミッドナイトボートレースｉｎ大村１０新春感謝競走,曇り,北西,4,3,逃げ,1-2-4,5010,18,1-2,1130,4,170,5195,01,1,1,6
2026-01-07,2,一般,0,5,ミッドナイトボートレースｉｎ大村１０新春感謝競走,曇り,北西,3,2,逃げ,1-6-2,5150,19,1-6,960,3,180,4112,01,1,1,6
2026-01-07,3,一般,0,5,ミッドナイトボートレースｉｎ大村１０新春感謝競走,曇り,北西,4,3,逃げ,1-5-6,3610,13,1-5,770,4,230,4164,01,1,1,6
2026-01-07,4,一般,0,5,ミッドナイトボートレースｉｎ大村１０新春感謝競走,曇り,北西,6,5,まくり,4-5-1,5870,19,4-5,3200,8,760,3944,03,4,4,6
2026-01-07,5,一般,0,5,ミッドナイトボートレースｉｎ大村１０新春感謝競走,曇り,北西,6,5,抜き,3-2-6,23030,53,3-2,9330,20,650,4259,04,3,3,6
2026-01-07,6,一般,0,5,ミッドナイトボートレースｉｎ大村１０新春感謝競走,曇り,北西,5,4,逃げ,1-6-3,1520,6,1-6,240,1,110,4174,01,1,1,6
2026-01-07,7,一般,1,5,ミッドナイトボートレースｉｎ大村１０新春感謝競走,曇り,北西,4,3,逃げ,1-4-3,1130,5,1-4,790,3,160,4966,01,1,1,6
2026-01-07,8,一般,0,5,ミッドナイトボートレースｉｎ大村１０新春感謝競走,曇り,北西,4,3,逃げ,1-2-4,5260,21,1-2,670,3,120,5129,01,1,1,6
2026-01-07,9,準優勝戦,0,5,ミッドナイトボートレースｉｎ大村１０新春感謝競走,曇り,北西,6,5,逃げ,1-2-6,3620,11,1-2,260,1,120,3777,01,1,1,6
2026-01-07,10,準優勝戦,0,5,ミッドナイトボートレースｉｎ大村１０新春感謝競走,曇り,北西,6,5,逃げ,1-3-5,420,2,1-3,150,1,100,4096,01,1,1,6
2026-01-07,11,準優勝戦,0,5,ミッドナイトボートレースｉｎ大村１０新春感謝競走,曇り,北西,5,4,逃げ,1-2-3,520,1,1-2,290,2,110,4352,01,1,1,6
2026-01-07,12,一般,0,5,ミッドナイトボートレースｉｎ大村１０新春感謝競走,曇り,北西,5,4,まくり,4-6-1,5330,20,4-6,2230,8,660,4241,03,4,4,6
2026-01-08,1,一般,0,6,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,北,4,3,まくり,3-2-6,64220,82,3-2,11450,20,1340,3527,05,3,3,6
2026-01-08,2,一般,0,6,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,北,3,2,まくり,2-4-3,10760,37,2-4,2990,11,430,4709,04,2,2,6
2026-01-08,3,一般,0,6,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,北東,3,2,逃げ,1-4-6,2990,12,1-4,960,4,100,4171,01,1,1,6
2026-01-08,4,一般,0,6,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,北東,3,2,逃げ,1-2-4,620,1,1-2,270,1,150,5086,01,1,1,6
2026-01-08,5,一般,0,6,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,北東,2,1,逃げ,1-3-2,1440,6,1-3,510,3,130,4495,01,1,1,6
2026-01-08,6,一般,0,6,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,北東,2,1,逃げ,1-2-4,1630,6,1-2,290,1,180,4555,01,1,1,6
2026-01-08,7,一般,1,6,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,南東,1,1,逃げ,1-2-4,580,1,1-2,330,2,120,5055,01,1,1,6
2026-01-08,8,一般,0,6,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,南東,1,1,逃げ,1-2-3,610,2,1-2,210,1,110,4674,01,1,1,6
2026-01-08,9,一般,0,6,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,,0,1,逃げ,1-6-3,4340,21,1-6,880,5,150,4948,01,1,1,6
2026-01-08,10,特別選抜戦Ｂ,0,6,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,東,1,1,差し,2-1-6,10230,39,2-1,1280,4,390,4004,02,2,2,6
2026-01-08,11,優勝戦,0,6,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,南東,1,1,逃げ,1-4-6,2320,12,1-4,550,3,110,4352,01,1,1,6
2026-01-08,12,特別選抜戦Ａ,0,6,ミッドナイトボートレースｉｎ大村１０新春感謝競走,晴,南東,1,1,逃げ,1-3-5,2090,9,1-3,290,1,120,4553,01,1,1,6
2026-01-15,1,予選,0,1,ＭＮボートレースｉｎ大村１１,晴,南西,2,1,抜き,4-5-3,3070,12,4-5,1180,5,430,3539,04,4,4,6
2026-01-15,2,予選,0,1,ＭＮボートレースｉｎ大村１１,晴,南西,4,3,まくり差し,6-1-5,14340,59,6-1,4040,19,590,3859,02,6,6,6
2026-01-15,3,予選,0,1,ＭＮボートレースｉｎ大村１１,晴,南西,4,3,差し,2-1-6,1580,4,2-1,640,2,440,5027,02,2,2,6
2026-01-15,4,予選,0,1,ＭＮボートレースｉｎ大村１１,晴,南西,1,1,逃げ,1-4-6,8040,26,1-4,860,3,200,5307,01,1,1,6
2026-01-15,5,予選,0,1,ＭＮボートレースｉｎ大村１１,晴,北東,1,1,まくり差し,3-1-5,1790,7,3-1,880,4,380,4995,02,3,3,6
2026-01-15,6,予選,0,1,ＭＮボートレースｉｎ大村１１,晴,南東,1,1,まくり,5-2-4,14450,37,5-2,1630,6,720,4945,05,5,4,6
2026-01-15,7,予選,1,1,ＭＮボートレースｉｎ大村１１,晴,北,2,1,逃げ,1-3-2,510,2,1-3,150,1,150,4430,01,1,1,6
2026-01-15,8,予選,0,1,ＭＮボートレースｉｎ大村１１,晴,,0,1,まくり,4-3-6,3990,18,4-3,910,5,240,3888,04,4,4,6
2026-01-15,9,予選特賞,0,1,ＭＮボートレースｉｎ大村１１,晴,南東,1,1,逃げ,1-3-5,700,1,1-3,180,1,100,4596,01,1,1,6
2026-01-15,10,予選特選,0,1,ＭＮボートレースｉｎ大村１１,晴,南西,1,1,逃げ,1-2-5,1490,5,1-2,250,1,120,3679,01,1,1,6
2026-01-15,11,発祥地選抜,0,1,ＭＮボートレースｉｎ大村１１,晴,南東,1,1,逃げ,1-2-4,750,1,1-2,410,2,120,4064,01,1,1,6
2026-01-15,12,予選特賞,0,1,ＭＮボートレースｉｎ大村１１,晴,北西,1,1,逃げ,1-4-3,3170,13,1-4,750,4,130,3964,01,1,1,6
2026-01-16,1,予選,0,2,ＭＮボートレースｉｎ大村１１,晴,南西,1,1,恵まれ,5-2-4,12260,39,5-2,3750,14,1170,5312,04,5,5,6
2026-01-16,2,予選,0,2,ＭＮボートレースｉｎ大村１１,晴,南西,1,1,逃げ,1-3-2,1760,7,1-3,590,3,230,3558,01,1,1,6
2026-01-16,3,予選,0,2,ＭＮボートレースｉｎ大村１１,晴,北西,1,1,差し,2-3-4,35170,61,2-3,14320,20,1320,4632,05,2,2,6
2026-01-16,4,予選,0,2,ＭＮボートレースｉｎ大村１１,晴,北,1,1,逃げ,1-2-5,2140,6,1-2,350,1,250,4258,01,1,1,6
2026-01-16,5,予選,0,2,ＭＮボートレースｉｎ大村１１,晴,南西,1,1,逃げ,1-2-4,4310,15,1-2,1440,6,260,4226,01,1,1,6
2026-01-16,6,予選,0,2,ＭＮボートレースｉｎ大村１１,晴,東,1,1,逃げ,1-3-2,750,2,1-3,280,1,160,4015,01,1,1,6
2026-01-16,7,予選,1,2,ＭＮボートレースｉｎ大村１１,晴,南東,1,1,逃げ,1-3-2,1080,5,1-3,390,1,150,3692,01,1,1,6
2026-01-16,8,予選,0,2,ＭＮボートレースｉｎ大村１１,晴,北東,1,1,まくり差し,3-1-2,10030,27,3-1,4890,11,950,4057,02,3,3,6
2026-01-16,9,予選特賞,0,2,ＭＮボートレースｉｎ大村１１,晴,南東,1,1,逃げ,1-3-5,980,3,1-3,310,2,110,4522,01,1,1,6
2026-01-16,10,予選特選,0,2,ＭＮボートレースｉｎ大村１１,晴,,0,1,逃げ,1-3-6,1310,6,1-3,210,1,110,5016,01,1,1,6
2026-01-16,11,予選特選,0,2,ＭＮボートレースｉｎ大村１１,晴,南東,1,1,まくり,3-1-2,5550,16,3-1,1210,4,690,5112,02,3,3,6
2026-01-16,12,予選特賞,0,2,ＭＮボートレースｉｎ大村１１,晴,北東,1,1,逃げ,1-3-5,2690,13,1-3,570,3,140,4603,01,1,1,6
2026-01-17,1,予選,0,3,ＭＮボートレースｉｎ大村１１,晴,北西,1,1,まくり差し,3-1-4,1880,6,3-1,740,4,240,3787,02,3,3,6
2026-01-17,2,予選,0,3,ＭＮボートレースｉｎ大村１１,晴,北西,1,1,逃げ,1-4-3,8180,34,1-4,2160,9,630,3921,01,1,1,6
2026-01-17,3,予選,0,3,ＭＮボートレースｉｎ大村１１,晴,南西,1,1,逃げ,1-5-4,1640,6,1-5,350,1,150,4336,01,1,1,6
2026-01-17,4,予選,0,3,ＭＮボートレースｉｎ大村１１,晴,南東,1,1,逃げ,1-3-2,3050,11,1-3,1400,4,110,4509,01,1,1,6
2026-01-17,5,予選,0,3,ＭＮボートレースｉｎ大村１１,晴,東,1,1,逃げ,1-3-2,430,1,1-3,160,1,120,4790,01,1,1,6
2026-01-17,6,予選,0,3,ＭＮボートレースｉｎ大村１１,晴,南東,1,1,差し,2-3-4,620,1,2-3,250,1,200,5284,04,2,2,6
2026-01-17,7,予選,1,3,ＭＮボートレースｉｎ大村１１,晴,東,1,1,逃げ,1-3-2,460,2,1-3,210,1,110,4402,01,1,1,6
2026-01-17,8,予選,0,3,ＭＮボートレースｉｎ大村１１,晴,北東,1,1,差し,2-4-1,11770,32,2-4,3510,11,1140,4124,03,2,2,6
2026-01-17,9,予選特賞,0,3,ＭＮボートレースｉｎ大村１１,晴,北東,1,1,逃げ,1-2-4,390,1,1-2,180,1,100,4052,01,1,1,6
2026-01-17,10,予選特選,0,3,ＭＮボートレースｉｎ大村１１,晴,南東,1,1,逃げ,1-3-4,1310,6,1-3,390,2,100,4063,01,1,1,6
2026-01-17,11,予選特選,0,3,ＭＮボートレースｉｎ大村１１,晴,南東,1,1,逃げ,1-2-3,500,1,1-2,220,1,100,4278,01,1,1,6
2026-01-17,12,予選特賞,0,3,ＭＮボートレースｉｎ大村１１,晴,北東,1,1,逃げ,1-4-5,1250,4,1-4,590,3,130,4695,01,1,1,6
2026-01-18,1,予選,0,4,ＭＮボートレースｉｎ大村１１,晴,南西,1,1,まくり差し,5-1-4,3000,8,5-1,1340,5,290,3875,02,5,5,6
2026-01-18,2,予選,0,4,ＭＮボートレースｉｎ大村１１,晴,北,1,1,まくり,2-4-6,1600,3,2-4,580,2,230,3820,05,2,2,6
2026-01-18,3,予選,0,4,ＭＮボートレースｉｎ大村１１,晴,南西,1,1,恵まれ,2-3-5,1980,7,2-3,480,2,160,3953,F,2,2,6
2026-01-18,4,予選,0,4,ＭＮボートレースｉｎ大村１１,晴,南西,1,1,まくり差し,3-1-6,660,1,3-1,340,2,240,3550,02,3,3,6
2026-01-18,5,予選,0,4,ＭＮボートレースｉｎ大村１１,晴,南東,1,1,まくり差し,6-1-3,6850,26,6-1,2100,8,1080,5242,02,6,6,6
2026-01-18,6,予選,0,4,ＭＮボートレースｉｎ大村１１,晴,南東,1,1,逃げ,1-4-2,1500,5,1-4,1050,4,200,4339,01,1,1,6
2026-01-18,7,予選,1,4,ＭＮボートレースｉｎ大村１１,晴,南西,1,1,まくり差し,3-1-2,1410,5,3-1,490,2,270,3841,02,3,3,6
2026-01-18,8,予選,0,4,ＭＮボートレースｉｎ大村１１,晴,南西,1,1,逃げ,1-3-4,2280,9,1-3,200,1,120,5095,01,1,1,6
2026-01-18,9,予選特賞,0,4,ＭＮボートレースｉｎ大村１１,晴,東,1,1,まくり,4-5-3,4620,20,4-5,1870,8,490,4068,04,4,4,6
2026-01-18,10,予選特選,0,4,ＭＮボートレースｉｎ大村１１,晴,南東,1,1,逃げ,1-3-2,1990,8,1-3,620,3,130,4064,01,1,1,6
2026-01-18,11,予選特選,0,4,ＭＮボートレースｉｎ大村１１,晴,南東,1,1,逃げ,1-2-5,1140,5,1-2,200,1,140,4063,01,1,1,6
2026-01-18,12,一般特賞,0,4,ＭＮボートレースｉｎ大村１１,晴,南西,1,1,逃げ,1-2-3,690,3,1-2,310,2,100,5016,01,1,1,6
2026-01-19,1,一般,0,5,ＭＮボートレースｉｎ大村１１,晴,北西,3,2,まくり差し,5-1-2,7410,20,5-1,2090,7,670,4336,02,5,5,6
2026-01-19,2,一般,0,5,ＭＮボートレースｉｎ大村１１,晴,北西,4,3,逃げ,1-2-3,4560,16,1-2,480,1,180,4509,01,1,1,6
2026-01-19,3,一般,0,5,ＭＮボートレースｉｎ大村１１,晴,北西,4,3,逃げ,1-6-3,1210,5,1-6,480,3,130,4052,01,1,1,6
2026-01-19,4,一般,0,5,ＭＮボートレースｉｎ大村１１,晴,北西,5,4,逃げ,1-2-5,780,3,1-2,220,1,110,4064,01,1,1,6
2026-01-19,5,一般,0,5,ＭＮボートレースｉｎ大村１１,晴,北西,3,2,逃げ,1-2-4,4700,14,1-2,1210,5,140,4057,01,1,1,6
2026-01-19,6,一般,0,5,ＭＮボートレースｉｎ大村１１,晴,北西,3,2,逃げ,1-2-5,1050,3,1-2,220,1,160,4430,01,1,1,6
2026-01-19,7,一般,1,5,ＭＮボートレースｉｎ大村１１,晴,北西,3,2,逃げ,1-3-4,590,3,1-3,190,1,120,5112,01,1,1,6
2026-01-19,8,一般,0,5,ＭＮボートレースｉｎ大村１１,晴,北西,3,2,逃げ,1-3-2,460,2,1-3,220,1,100,4522,01,1,1,6
2026-01-19,9,準優勝戦,0,5,ＭＮボートレースｉｎ大村１１,晴,北西,3,2,逃げ,1-2-5,1010,4,1-2,200,1,110,5016,01,1,1,6
2026-01-19,10,準優勝戦,0,5,ＭＮボートレースｉｎ大村１１,晴,北西,3,2,逃げ,1-3-4,970,4,1-3,370,2,100,4278,01,1,1,6
2026-01-19,11,準優勝戦,0,5,ＭＮボートレースｉｎ大村１１,晴,北西,3,2,逃げ,1-4-2,660,2,1-4,380,2,120,4063,01,1,1,6
2026-01-19,12,一般,0,5,ＭＮボートレースｉｎ大村１１,晴,北西,3,2,逃げ,1-2-4,740,1,1-2,190,1,120,4603,01,1,1,6
2026-01-20,1,一般,0,6,ＭＮボートレースｉｎ大村１１,晴,北,3,2,逃げ,1-3-2,660,3,1-3,360,2,110,4402,01,1,1,6
2026-01-20,2,一般,0,6,ＭＮボートレースｉｎ大村１１,晴,北,4,3,逃げ,1-3-2,530,2,1-3,230,2,120,5095,01,1,1,6
2026-01-20,3,一般,0,6,ＭＮボートレースｉｎ大村１１,晴,北,4,3,逃げ,1-3-5,1300,2,1-3,530,2,140,4339,01,1,1,6
2026-01-20,4,一般,0,6,ＭＮボートレースｉｎ大村１１,晴,北,3,2,逃げ,1-2-6,6210,18,1-2,860,3,170,3692,01,1,1,6
2026-01-20,5,一般,0,6,ＭＮボートレースｉｎ大村１１,晴,北,3,2,逃げ,1-2-5,740,1,1-2,260,1,170,3841,01,1,1,6
2026-01-20,6,一般,0,6,ＭＮボートレースｉｎ大村１１,晴,北,4,3,逃げ,1-4-3,1200,5,1-4,580,2,110,4015,01,1,1,6
2026-01-20,7,一般,1,6,ＭＮボートレースｉｎ大村１１,晴,北西,3,2,逃げ,1-4-2,420,2,1-4,250,2,100,4596,01,1,1,6
2026-01-20,8,一般,0,6,ＭＮボートレースｉｎ大村１１,晴,北,3,2,逃げ,1-6-4,3460,14,1-6,1260,5,150,3888,01,1,1,6
2026-01-20,9,一般特選,0,6,ＭＮボートレースｉｎ大村１１,雨,北,3,2,差し,4-1-2,16490,36,4-1,4380,11,1080,4124,02,4,4,6
