date,race,rank,boat,regno,name,motor,boatno,exhib,course,st
2025-09-19,1,01,1,5063,大塚雅治,38,54,6.91,1,0.27
2025-09-19,1,02,2,4603,谷川将太,14,29,6.93,2,0.28
2025-09-19,1,03,3,5276,大島隆乃介,76,39,6.96,3,0.26
2025-09-19,1,04,4,3951,石川吉鎬,49,34,6.98,4,0.26
2025-09-19,1,05,6,5337,出畑孝成,41,73,6.95,5,0.26
2025-09-19,1,06,5,5395,日高龍之介,28,76,6.91,6,0.35
2025-09-19,2,01,1,3892,草場康幸,59,61,6.93,1,0.09
2025-09-19,2,02,2,4254,川島圭司,69,70,6.94,2,0.16
2025-09-19,2,03,3,4434,田中辰彦,64,35,6.96,3,0.16
2025-09-19,2,04,4,4252,松下哲也,73,13,7.01,4,0.22
2025-09-19,2,05,6,3568,木村光宏,13,59,6.96,6,0.25
2025-09-19,2,06,5,5035,櫻井優,61,46,6.95,5,0.28
2025-09-19,3,01,1,4904,松本一毅,23,57,6.91,1,0.12
2025-09-19,3,02,2,4513,河野真也,37,60,6.94,2,0.26
2025-09-19,3,03,5,4903,吉田凌太朗,15,11,6.92,5,0.17
2025-09-19,3,04,4,4978,山田和佐,18,38,6.92,4,0.18
2025-09-19,3,05,6,3478,嶋田貴支,68,41,7.0,6,0.22
2025-09-19,3,06,3,4253,西川真人,16,22,6.97,3,0.24
2025-09-19,4,01,1,3882,新田智彰,50,68,7.0,1,0.13
2025-09-19,4,02,3,4095,福来剛,67,30,6.92,3,0.13
2025-09-19,4,03,2,5214,田中宏典,36,48,6.93,2,0.15
2025-09-19,4,04,4,3811,石田章央,63,31,6.97,4,0.13
2025-09-19,4,05,5,3775,泉啓文,52,43,6.9,5,0.13
2025-09-19,4,06,6,5375,庄島潤成,35,65,6.91,6,0.13
2025-09-19,5,01,5,4762,藤原啓史朗,19,37,6.87,5,0.19
2025-09-19,5,02,1,4015,前野竜一,75,64,6.9,1,0.25
2025-09-19,5,03,4,4632,長尾京志郎,24,58,6.9,4,0.22
2025-09-19,5,04,3,2878,富山弘幸,25,26,6.89,3,0.29
2025-09-19,5,05,2,4511,中岡健人,70,53,6.98,2,0.27
2025-09-19,5,06,6,5348,小林甘寧,47,44,6.89,6,0.18
2025-09-19,6,01,1,3567,吉岡誠,53,77,6.89,1,0.18
2025-09-19,6,02,2,4737,竹井貴史,74,50,6.88,2,0.21
2025-09-19,6,03,3,4089,妹尾忠幸,22,18,6.9,3,0.17
2025-09-19,6,04,5,4572,渡部悟,71,16,6.98,5,0.23
2025-09-19,6,05,6,3807,岡部哲,40,49,6.92,6,0.26
2025-09-19,6,06,4,5337,出畑孝成,41,73,6.9,4,0.18
2025-09-19,7,01,5,4301,関裕也,34,51,6.93,5,0.11
2025-09-19,7,02,1,4171,榎幸司,17,67,6.93,1,0.17
2025-09-19,7,03,2,4308,河村了,56,72,6.9,2,0.17
2025-09-19,7,04,4,3568,木村光宏,13,59,6.93,4,0.13
2025-09-19,7,05,3,3507,藤井徹,51,45,6.95,3,0.17
2025-09-19,7,06,6,5395,日高龍之介,28,76,6.88,6,0.16
2025-09-19,8,01,1,4264,長尾章平,27,33,6.92,1,0.12
2025-09-19,8,02,3,4904,松本一毅,23,57,6.88,3,0.15
2025-09-19,8,03,2,4323,山田佑樹,31,74,6.92,2,0.18
2025-09-19,8,04,6,4241,大串重幸,33,55,6.95,6,0.17
2025-09-19,8,05,4,5063,大塚雅治,38,54,6.94,4,0.23
2025-09-19,8,06,5,4252,松下哲也,73,13,6.98,5,0.17
2025-09-19,9,01,4,4109,谷津幸宏,45,69,6.97,4,0.12
2025-09-19,9,02,6,4216,星栄爾,57,56,6.92,6,0.19
2025-09-19,9,03,1,3951,石川吉鎬,49,34,6.97,1,0.25
2025-09-19,9,04,5,3892,草場康幸,59,61,6.94,5,0.16
2025-09-19,9,05,2,3775,泉啓文,52,43,6.91,2,0.21
2025-09-19,9,06,3,4978,山田和佐,18,38,6.92,3,0.24
2025-09-19,10,01,2,2878,富山弘幸,25,26,6.9,2,0.09
2025-09-19,10,02,1,3811,石田章央,63,31,6.92,1,0.13
2025-09-19,10,03,4,4172,森定晃史,72,62,6.92,4,0.15
2025-09-19,10,04,5,5276,大島隆乃介,76,39,6.9,5,0.13
2025-09-19,10,05,3,4292,麻生慎介,54,47,6.92,3,0.12
2025-09-19,10,06,6,4154,森安弘雅,55,21,6.92,6,0.12
2025-09-19,11,01,1,4434,田中辰彦,64,35,6.82,1,0.15
2025-09-19,11,02,3,4603,谷川将太,14,29,6.89,3,0.14
2025-09-19,11,03,2,4572,渡部悟,71,16,6.97,2,0.13
2025-09-19,11,04,4,4015,前野竜一,75,64,6.92,4,0.12
2025-09-19,11,05,6,5214,田中宏典,36,48,6.86,6,0.21
2025-09-19,11,06,5,4513,河野真也,37,60,6.89,5,0.17
2025-09-19,12,01,1,4762,藤原啓史朗,19,37,6.88,1,0.07
2025-09-19,12,02,5,4737,竹井貴史,74,50,6.89,5,0.09
2025-09-19,12,03,3,4171,榎幸司,17,67,6.96,3,0.08
2025-09-19,12,04,2,4264,長尾章平,27,33,6.94,2,0.03
2025-09-19,12,05,6,4095,福来剛,67,30,6.89,6,0.11
2025-09-19,12,06,4,4903,吉田凌太朗,15,11,6.91,4,0.06
2025-09-20,1,01,2,3811,石田章央,63,31,7.0,2,0.29
2025-09-20,1,02,5,5348,小林甘寧,47,44,6.93,6,0.18
2025-09-20,1,03,3,4511,中岡健人,70,53,6.99,3,0.25
2025-09-20,1,04,4,4241,大串重幸,33,55,6.98,4,0.23
2025-09-20,1,05,6,3507,藤井徹,51,45,7.0,5,0.21
2025-09-20,1,06,1,5035,櫻井優,61,46,6.98,1,0.35
2025-09-20,2,01,1,4572,渡部悟,71,16,7.06,1,0.11
2025-09-20,2,02,3,4109,谷津幸宏,45,69,7.07,3,0.14
2025-09-20,2,03,4,4253,西川真人,16,22,7.01,4,0.20
2025-09-20,2,04,5,4308,河村了,56,72,6.95,5,0.21
2025-09-20,2,05,2,4301,関裕也,34,51,7.02,2,0.18
2025-09-20,2,06,6,3567,吉岡誠,53,77,6.97,6,0.26
2025-09-20,3,01,1,3478,嶋田貴支,68,41,7.06,1,0.14
2025-09-20,3,02,5,4095,福来剛,67,30,6.99,5,0.21
2025-09-20,3,03,3,4254,川島圭司,69,70,7.03,3,0.17
2025-09-20,3,04,4,3807,岡部哲,40,49,7.01,4,0.17
2025-09-20,3,05,2,3882,新田智彰,50,68,7.04,2,0.21
2025-09-20,3,06,6,4323,山田佑樹,31,74,7.06,6,0.22
2025-09-20,4,01,1,4089,妹尾忠幸,22,18,6.97,1,0.16
2025-09-20,4,02,2,3568,木村光宏,13,59,6.96,2,0.16
2025-09-20,4,03,6,4978,山田和佐,18,38,6.97,6,0.25
2025-09-20,4,04,5,4171,榎幸司,17,67,7.02,5,0.26
2025-09-20,4,05,3,4632,長尾京志郎,24,58,6.98,3,0.26
2025-09-20,4,06,4,5375,庄島潤成,35,65,7.03,4,0.28
2025-09-20,5,01,1,4154,森安弘雅,55,21,7.04,1,0.01
2025-09-20,5,02,2,5063,大塚雅治,38,54,7.04,2,0.07
2025-09-20,5,03,4,5214,田中宏典,36,48,6.96,4,0.11
2025-09-20,5,04,6,4264,長尾章平,27,33,7.06,5,0.08
2025-09-20,5,05,5,5337,出畑孝成,41,73,6.98,6,0.17
2025-09-20,5,06,3,4216,星栄爾,57,56,7.1,3,0.06
2025-09-20,6,01,1,4511,中岡健人,70,53,6.97,1,0.10
2025-09-20,6,02,5,4172,森定晃史,72,62,7.0,5,0.21
2025-09-20,6,03,4,2878,富山弘幸,25,26,6.95,4,0.16
2025-09-20,6,04,3,3775,泉啓文,52,43,6.94,3,0.21
2025-09-20,6,05,2,4903,吉田凌太朗,15,11,6.96,2,0.13
2025-09-20,6,06,6,5395,日高龍之介,28,76,6.93,6,0.23
2025-09-20,7,01,1,4109,谷津幸宏,45,69,6.97,1,0.10
2025-09-20,7,02,2,4292,麻生慎介,54,47,6.98,2,0.13
2025-09-20,7,03,5,4904,松本一毅,23,57,6.91,5,0.12
2025-09-20,7,04,4,3892,草場康幸,59,61,6.96,4,0.15
2025-09-20,7,05,3,4252,松下哲也,73,13,6.97,3,0.13
2025-09-20,7,06,6,5348,小林甘寧,47,44,6.94,6,0.16
2025-09-20,8,01,1,4301,関裕也,34,51,7.0,1,0.11
2025-09-20,8,02,4,4434,田中辰彦,64,35,6.95,5,0.30
2025-09-20,8,03,3,3807,岡部哲,40,49,6.92,3,0.26
2025-09-20,8,04,5,3507,藤井徹,51,45,6.99,4,0.34
2025-09-20,8,S0,2,3951,石川吉鎬,49,34,7.05,2,0.19
2025-09-20,8,S2,6,4513,河野真也,37,15,6.94,6,0.40
2025-09-20,9,01,1,4253,西川真人,16,22,6.97,1,0.14
2025-09-20,9,02,2,4762,藤原啓史朗,19,37,6.9,2,0.14
2025-09-20,9,03,3,3478,嶋田貴支,68,41,6.97,3,0.14
2025-09-20,9,04,4,5035,櫻井優,61,46,6.96,4,0.12
2025-09-20,9,05,6,4603,谷川将太,14,29,6.9,6,0.17
2025-09-20,9,06,5,5375,庄島潤成,35,65,6.99,5,0.15
2025-09-20,10,01,1,4216,星栄爾,57,56,6.91,1,0.14
2025-09-20,10,02,3,4737,竹井貴史,74,50,6.86,3,0.17
2025-09-20,10,03,5,4978,山田和佐,18,38,6.88,5,0.11
2025-09-20,10,04,4,4323,山田佑樹,31,74,6.9,4,0.23
2025-09-20,10,05,2,4015,前野竜一,75,64,6.9,2,0.19
2025-09-20,10,06,6,5276,大島隆乃介,76,39,6.89,6,0.14
2025-09-20,11,01,1,4172,森定晃史,72,62,6.92,1,0.14
2025-09-20,11,02,3,4154,森安弘雅,55,21,6.94,3,0.08
2025-09-20,11,03,4,3882,新田智彰,50,68,6.96,4,0.04
2025-09-20,11,04,6,4308,河村了,56,72,6.88,6,0.03
2025-09-20,11,05,2,4241,大串重幸,33,55,6.93,2,0.14
2025-09-20,11,06,5,4632,長尾京志郎,24,58,6.91,5,0.04
2025-09-20,12,01,1,4903,吉田凌太朗,15,11,6.92,1,0.02
2025-09-20,12,02,3,5063,大塚雅治,38,54,6.94,3,0.10
2025-09-20,12,03,4,4089,妹尾忠幸,22,18,6.93,4,0.10
2025-09-20,12,04,6,4292,麻生慎介,54,47,6.97,6,0.06
2025-09-20,12,05,2,3567,吉岡誠,53,77,6.93,2,0.09
2025-09-20,12,S1,5,4254,川島圭司,69,70,6.94,5,0.09
2025-09-21,1,01,1,3568,木村光宏,13,59,6.79,1,0.15
2025-09-21,1,02,5,4216,星栄爾,57,56,6.84,5,0.10
2025-09-21,1,03,2,4171,榎幸司,17,67,6.84,2,0.15
2025-09-21,1,04,3,4323,山田佑樹,31,74,6.86,3,0.16
2025-09-21,1,05,4,5337,出畑孝成,41,73,6.86,4,0.16
2025-09-21,1,06,6,5395,日高龍之介,28,76,6.83,6,0.16
2025-09-21,2,01,1,4632,長尾京志郎,24,58,6.87,1,0.17
2025-09-21,2,02,3,4301,関裕也,34,51,6.84,3,0.13
2025-09-21,2,03,2,4603,谷川将太,14,29,6.82,2,0.16
2025-09-21,2,04,5,5348,小林甘寧,47,44,6.83,6,0.09
2025-09-21,2,05,4,3811,石田章央,63,31,6.9,4,0.06
2025-09-21,2,06,6,5063,大塚雅治,38,54,6.87,5,0.07
2025-09-21,3,01,1,5276,大島隆乃介,76,39,6.87,1,0.22
2025-09-21,3,02,3,4737,竹井貴史,74,50,6.86,3,0.24
2025-09-21,3,03,5,3807,岡部哲,40,49,6.89,5,0.15
2025-09-21,3,04,2,5035,櫻井優,61,46,6.89,2,0.26
2025-09-21,3,05,6,4253,西川真人,16,22,6.88,6,0.16
2025-09-21,3,06,4,4513,河野真也,37,15,6.89,4,0.18
2025-09-21,4,01,1,2878,富山弘幸,25,26,6.82,1,0.16
2025-09-21,4,02,5,3567,吉岡誠,53,77,6.87,5,0.15
2025-09-21,4,03,3,4572,渡部悟,71,16,6.89,3,0.12
2025-09-21,4,04,2,4095,福来剛,67,30,6.84,2,0.12
2025-09-21,4,05,4,3478,嶋田貴支,68,41,6.87,4,0.13
2025-09-21,4,06,6,3775,泉啓文,52,43,6.86,6,0.18
2025-09-21,5,01,3,4903,吉田凌太朗,15,11,6.83,3,0.09
2025-09-21,5,02,1,5214,田中宏典,36,48,6.85,1,0.16
2025-09-21,5,03,4,4904,松本一毅,23,57,6.82,4,0.13
2025-09-21,5,04,5,4109,谷津幸宏,45,69,6.87,5,0.14
2025-09-21,5,05,2,3892,草場康幸,59,61,6.87,2,0.12
2025-09-21,5,06,6,4511,中岡健人,70,53,6.86,6,0.17
2025-09-21,6,01,4,4089,妹尾忠幸,22,18,6.83,4,0.09
2025-09-21,6,02,6,4762,藤原啓史朗,19,37,6.83,5,0.11
2025-09-21,6,03,2,4252,松下哲也,73,13,6.87,2,0.11
2025-09-21,6,04,1,4978,山田和佐,18,38,6.87,1,0.19
2025-09-21,6,05,5,5395,日高龍之介,28,76,6.81,6,0.14
2025-09-21,6,06,3,3882,新田智彰,50,68,6.88,3,0.11
2025-09-21,7,01,1,4241,大串重幸,33,55,6.87,1,0.12
2025-09-21,7,02,4,4015,前野竜一,75,64,6.87,4,0.06
2025-09-21,7,03,3,5035,櫻井優,61,46,6.84,3,0.07
2025-09-21,7,04,5,5337,出畑孝成,41,73,6.86,5,0.08
2025-09-21,7,05,6,5375,庄島潤成,35,65,6.83,6,0.12
2025-09-21,7,06,2,4434,田中辰彦,64,35,6.85,2,0.13
2025-09-21,8,01,1,4292,麻生慎介,54,47,6.83,1,0.23
2025-09-21,8,02,3,4264,長尾章平,27,33,7.01,3,0.20
2025-09-21,8,03,2,4253,西川真人,16,22,6.89,2,0.21
2025-09-21,8,04,4,3507,藤井徹,51,45,6.89,4,0.17
2025-09-21,8,05,5,3568,木村光宏,13,59,6.82,5,0.18
2025-09-21,8,06,6,5348,小林甘寧,47,44,6.79,6,0.20
2025-09-21,9,01,1,4308,河村了,56,72,6.82,1,0.12
2025-09-21,9,02,6,4171,榎幸司,17,67,6.87,5,0.09
2025-09-21,9,03,3,4513,河野真也,37,15,6.88,3,0.11
2025-09-21,9,04,5,5214,田中宏典,36,48,6.86,6,0.03
2025-09-21,9,05,4,3775,泉啓文,52,43,6.91,4,0.10
2025-09-21,9,06,2,4632,長尾京志郎,24,58,6.84,2,0.12
2025-09-21,10,01,1,4254,川島圭司,69,70,6.87,1,0.08
2025-09-21,10,02,3,4172,森定晃史,72,62,6.89,3,0.12
2025-09-21,10,03,2,4216,星栄爾,57,56,6.86,2,0.15
2025-09-21,10,04,6,4252,松下哲也,73,13,6.86,6,0.11
2025-09-21,10,05,5,4154,森安弘雅,55,21,6.88,5,0.12
2025-09-21,10,06,4,4572,渡部悟,71,16,6.97,4,0.12
2025-09-21,11,01,1,4095,福来剛,67,30,6.89,1,0.21
2025-09-21,11,02,2,4089,妹尾忠幸,22,18,6.86,2,0.17
2025-09-21,11,03,6,3811,石田章央,63,31,6.93,6,0.19
2025-09-21,11,04,3,3892,草場康幸,59,61,6.88,3,0.18
2025-09-21,11,05,5,4323,山田佑樹,31,74,6.91,5,0.19
2025-09-21,11,06,4,5276,大島隆乃介,76,39,6.91,4,0.16
2025-09-21,12,01,1,4737,竹井貴史,74,50,6.85,1,0.18
2025-09-21,12,02,3,4762,藤原啓史朗,19,37,6.87,3,0.16
2025-09-21,12,03,4,4603,谷川将太,14,29,6.87,4,0.17
2025-09-21,12,04,2,4904,松本一毅,23,57,6.85,2,0.14
2025-09-21,12,05,5,2878,富山弘幸,25,26,6.89,5,0.16
2025-09-21,12,05,6,4015,前野竜一,75,64,6.88,6,0.19
2025-09-22,1,01,4,4172,森定晃史,72,62,6.92,4,0.16
2025-09-22,1,02,6,4301,関裕也,34,51,6.83,5,0.15
2025-09-22,1,03,2,4978,山田和佐,18,38,6.88,2,0.18
2025-09-22,1,04,1,3775,泉啓文,52,43,6.88,1,0.15
2025-09-22,1,05,5,5375,庄島潤成,35,65,6.85,6,0.22
2025-09-22,1,06,3,4292,麻生慎介,54,47,6.88,3,0.15
2025-09-22,2,01,4,3567,吉岡誠,53,77,6.88,4,0.04
2025-09-22,2,02,5,4434,田中辰彦,64,35,6.92,5,0.04
2025-09-22,2,03,6,3892,草場康幸,59,61,6.91,6,0.07
2025-09-22,2,04,2,4241,大串重幸,33,55,6.87,2,0.16
2025-09-22,2,05,1,3807,岡部哲,40,49,6.89,1,0.23
2025-09-22,2,06,3,3568,木村光宏,13,59,6.86,3,0.09
2025-09-22,3,01,2,5035,櫻井優,61,46,6.89,2,0.13
2025-09-22,3,02,1,3507,藤井徹,51,45,6.91,1,0.16
2025-09-22,3,03,3,4154,森安弘雅,55,21,6.83,3,0.14
2025-09-22,3,04,4,4903,吉田凌太朗,15,11,6.91,4,0.24
2025-09-22,3,05,5,5348,小林甘寧,47,44,6.89,5,0.27
2025-09-22,3,06,6,5395,日高龍之介,28,76,6.86,6,0.29
2025-09-22,4,01,1,4252,松下哲也,73,13,6.86,1,0.09
2025-09-22,4,02,5,4264,長尾章平,27,33,6.85,5,0.18
2025-09-22,4,03,2,3478,嶋田貴支,68,41,6.94,2,0.13
2025-09-22,4,04,4,4511,中岡健人,70,53,6.9,4,0.19
2025-09-22,4,05,3,3811,石田章央,63,31,6.91,3,0.16
2025-09-22,4,06,6,4632,長尾京志郎,24,58,6.87,6,0.23
2025-09-22,5,01,1,4095,福来剛,67,30,6.89,1,0.13
2025-09-22,5,02,4,4308,河村了,56,72,6.83,4,0.12
2025-09-22,5,03,6,4904,松本一毅,23,57,6.8,6,0.10
2025-09-22,5,04,3,5214,田中宏典,36,48,6.81,3,0.14
2025-09-22,5,05,5,3882,新田智彰,50,68,6.9,5,0.11
2025-09-22,5,06,2,5276,大島隆乃介,76,39,6.86,2,0.12
2025-09-22,6,01,3,4216,星栄爾,57,56,6.9,4,0.11
2025-09-22,6,02,4,4301,関裕也,34,51,6.84,5,0.11
2025-09-22,6,03,1,4762,藤原啓史朗,19,37,6.85,1,0.17
2025-09-22,6,04,5,5337,出畑孝成,41,73,6.88,6,0.18
2025-09-22,6,05,2,4109,谷津幸宏,45,69,6.95,2,0.16
2025-09-22,6,06,6,2878,富山弘幸,25,26,6.88,3,0.28
2025-09-22,7,01,1,4603,谷川将太,14,29,6.86,1,0.14
2025-09-22,7,02,4,4737,竹井貴史,74,50,6.9,4,0.15
2025-09-22,7,03,2,4172,森定晃史,72,62,6.91,2,0.16
2025-09-22,7,04,3,3567,吉岡誠,53,77,6.93,3,0.16
2025-09-22,7,05,5,4253,西川真人,16,22,6.93,5,0.21
2025-09-22,7,06,6,5395,日高龍之介,28,76,6.82,6,0.25
2025-09-22,8,01,1,4323,山田佑樹,31,74,6.9,1,0.17
2025-09-22,8,02,3,4903,吉田凌太朗,15,11,6.9,3,0.10
2025-09-22,8,03,2,4632,長尾京志郎,24,58,6.91,2,0.14
2025-09-22,8,04,6,4089,妹尾忠幸,22,18,6.91,5,0.14
2025-09-22,8,05,5,5063,大塚雅治,38,54,6.89,4,0.16
2025-09-22,8,06,4,5375,庄島潤成,35,78,6.93,6,0.17
2025-09-22,9,01,3,4015,前野竜一,75,64,6.93,3,0.08
2025-09-22,9,02,1,4513,河野真也,37,15,6.87,1,0.17
2025-09-22,9,03,4,4095,福来剛,67,30,6.92,4,0.08
2025-09-22,9,04,5,4511,中岡健人,70,53,6.98,5,0.12
2025-09-22,9,05,6,5035,櫻井優,61,46,6.89,6,0.12
2025-09-22,9,06,2,3807,岡部哲,40,49,6.87,2,0.09
2025-09-22,10,01,3,4434,田中辰彦,64,35,6.89,3,0.11
2025-09-22,10,02,2,4308,河村了,56,72,6.84,2,0.13
2025-09-22,10,03,6,4572,渡部悟,71,16,6.96,6,0.17
2025-09-22,10,04,1,4171,榎幸司,17,67,6.89,1,0.15
2025-09-22,10,05,4,4216,星栄爾,57,56,6.89,4,0.14
2025-09-22,10,06,5,3478,嶋田貴支,68,41,6.93,5,0.19
2025-09-22,11,01,1,4264,長尾章平,27,33,6.89,1,0.05
2025-09-22,11,02,5,4292,麻生慎介,54,47,6.94,5,0.07
2025-09-22,11,03,2,4154,森安弘雅,55,21,6.87,2,0.08
2025-09-22,11,04,3,4241,大串重幸,33,55,6.9,3,0.06
2025-09-22,11,05,6,3882,新田智彰,50,68,6.91,6,0.10
2025-09-22,11,06,4,4109,谷津幸宏,45,69,6.87,4,0.06
2025-09-22,12,01,1,3811,石田章央,63,31,6.92,1,0.12
2025-09-22,12,02,4,4762,藤原啓史朗,19,37,6.87,4,0.11
2025-09-22,12,03,3,3892,草場康幸,59,61,6.87,3,0.11
2025-09-22,12,04,2,5214,田中宏典,36,48,6.89,2,0.13
2025-09-22,12,05,5,4978,山田和佐,18,38,6.88,5,0.14
2025-09-22,12,06,6,5348,小林甘寧,47,44,6.83,6,0.18
2025-09-23,1,01,1,3567,吉岡誠,53,77,6.96,1,0.10
2025-09-23,1,02,3,4904,松本一毅,23,57,6.91,4,0.14
2025-09-23,1,03,5,4089,妹尾忠幸,22,18,6.91,3,0.12
2025-09-23,1,04,6,2878,富山弘幸,25,26,6.86,5,0.19
2025-09-23,1,05,2,3892,草場康幸,59,61,6.96,2,0.09
2025-09-23,1,06,4,4264,長尾章平,27,33,6.94,6,0.27
2025-09-23,2,01,1,4301,関裕也,34,51,6.91,1,0.20
2025-09-23,2,02,2,3568,木村光宏,13,59,6.95,2,0.18
2025-09-23,2,03,4,5063,大塚雅治,38,54,6.9,4,0.21
2025-09-23,2,04,5,5337,出畑孝成,41,73,6.93,5,0.22
2025-09-23,2,05,6,4172,森定晃史,72,62,6.96,6,0.23
2025-09-23,2,06,3,4903,吉田凌太朗,15,11,6.89,3,0.17
2025-09-23,3,01,1,4015,前野竜一,75,64,6.93,1,0.13
2025-09-23,3,02,2,4511,中岡健人,70,53,6.98,2,0.11
2025-09-23,3,03,6,4434,田中辰彦,64,35,6.9,6,0.04
2025-09-23,3,04,4,5276,大島隆乃介,76,39,6.9,4,0.11
2025-09-23,3,05,3,4171,榎幸司,17,67,6.98,3,0.12
2025-09-23,3,06,5,3775,泉啓文,52,43,6.93,5,0.09
2025-09-23,4,01,1,4603,谷川将太,14,29,6.9,1,0.20
2025-09-23,4,02,3,5214,田中宏典,36,48,6.89,3,0.16
2025-09-23,4,03,4,4095,福来剛,67,30,6.93,4,0.13
2025-09-23,4,04,2,4978,山田和佐,18,38,6.91,2,0.21
2025-09-23,4,05,5,4252,松下哲也,73,13,6.96,5,0.26
2025-09-23,4,06,6,4154,森安弘雅,55,21,6.89,6,0.29
2025-09-23,5,01,6,4762,藤原啓史朗,19,37,6.88,5,0.14
2025-09-23,5,02,2,4572,渡部悟,71,16,7.04,2,0.17
2025-09-23,5,03,5,4308,河村了,56,72,6.88,4,0.12
2025-09-23,5,04,1,4109,谷津幸宏,45,69,6.9,1,0.11
2025-09-23,5,05,4,3807,岡部哲,40,49,6.97,3,0.22
2025-09-23,5,06,3,5375,庄島潤成,35,78,6.97,6,0.19
2025-09-23,6,01,1,4216,星栄爾,57,56,6.96,1,0.15
2025-09-23,6,02,3,5035,櫻井優,61,46,6.94,3,0.18
2025-09-23,6,03,4,4632,長尾京志郎,24,58,6.93,4,0.21
2025-09-23,6,04,2,3507,藤井徹,51,45,6.95,2,0.24
2025-09-23,6,05,6,4737,竹井貴史,74,50,6.9,6,0.21
2025-09-23,6,06,5,3892,草場康幸,59,61,6.96,5,0.18
2025-09-23,7,01,1,4292,麻生慎介,54,47,7.0,1,0.15
2025-09-23,7,02,3,3478,嶋田貴支,68,41,7.01,3,0.11
2025-09-23,7,03,5,4323,山田佑樹,31,74,6.96,5,0.16
2025-09-23,7,04,4,3882,新田智彰,50,68,6.96,4,0.12
2025-09-23,7,05,2,4513,河野真也,37,15,6.93,2,0.13
2025-09-23,7,06,6,5348,小林甘寧,47,44,6.9,6,0.17
2025-09-23,8,01,1,2878,富山弘幸,25,26,6.9,1,0.11
2025-09-23,8,02,3,4241,大串重幸,33,55,6.92,3,0.18
2025-09-23,8,03,4,4253,西川真人,16,22,6.95,4,0.18
2025-09-23,8,04,2,5063,大塚雅治,38,54,6.92,2,0.17
2025-09-23,8,05,6,3811,石田章央,63,31,6.97,5,0.17
2025-09-23,8,06,5,5395,日高龍之介,28,76,6.87,6,0.19
2025-09-23,9,01,1,4172,森定晃史,72,62,6.89,1,0.01
2025-09-23,9,02,2,4264,長尾章平,27,33,6.96,2,0.07
2025-09-23,9,03,4,4603,谷川将太,14,29,6.89,4,0.18
2025-09-23,9,04,3,4308,河村了,56,72,6.9,3,0.10
2025-09-23,9,05,5,4015,前野竜一,75,64,6.92,5,0.14
2025-09-23,9,06,6,3567,吉岡誠,53,77,6.96,6,0.22
2025-09-23,10,01,1,4737,竹井貴史,74,50,6.89,1,0.17
2025-09-23,10,02,2,4095,福来剛,67,30,6.93,2,0.16
2025-09-23,10,03,3,4434,田中辰彦,64,35,6.93,3,0.21
2025-09-23,10,04,4,4904,松本一毅,23,57,6.91,4,0.16
2025-09-23,10,05,5,4903,吉田凌太朗,15,11,6.93,5,0.13
2025-09-23,10,06,6,4109,谷津幸宏,45,69,6.97,6,0.18
2025-09-23,11,01,1,4762,藤原啓史朗,19,37,6.92,1,0.05
2025-09-23,11,02,2,4301,関裕也,34,51,6.96,2,0.06
2025-09-23,11,03,3,4089,妹尾忠幸,22,18,6.95,3,0.10
2025-09-23,11,04,5,4216,星栄爾,57,56,6.96,5,0.13
2025-09-23,11,05,4,4171,榎幸司,17,67,6.96,4,0.13
2025-09-23,11,06,6,4292,麻生慎介,54,47,6.99,6,0.18
2025-09-23,12,01,1,4154,森安弘雅,55,21,6.9,1,0.08
2025-09-23,12,02,6,4241,大串重幸,33,55,6.95,4,0.08
2025-09-23,12,03,4,3478,嶋田貴支,68,41,7.02,3,0.08
2025-09-23,12,04,2,5276,大島隆乃介,76,39,6.94,2,0.16
2025-09-23,12,05,3,5337,出畑孝成,41,73,6.92,5,0.09
2025-09-23,12,06,5,4572,渡部悟,71,16,7.04,6,0.07
2025-09-24,1,01,4,3568,木村光宏,13,59,6.9,4,0.05
2025-09-24,1,02,1,4904,松本一毅,23,57,6.91,1,0.11
2025-09-24,1,03,6,3507,藤井徹,51,45,6.92,5,0.05
2025-09-24,1,04,5,5063,大塚雅治,38,54,6.94,6,0.03
2025-09-24,1,05,2,4323,山田佑樹,31,74,6.9,2,0.24
2025-09-24,1,S1,3,4632,長尾京志郎,24,58,6.92,3,0.16
2025-09-24,2,01,1,3478,嶋田貴支,68,41,6.96,1,0.22
2025-09-24,2,02,6,5348,小林甘寧,47,44,6.9,6,0.26
2025-09-24,2,03,4,4252,松下哲也,73,13,6.94,4,0.30
2025-09-24,2,04,2,3807,岡部哲,40,49,6.92,2,0.26
2025-09-24,2,05,5,4511,中岡健人,70,53,7.0,5,0.26
2025-09-24,2,06,3,3775,泉啓文,52,43,6.91,3,0.28
2025-09-24,3,01,5,5035,櫻井優,61,46,6.95,5,0.21
2025-09-24,3,02,2,4216,星栄爾,57,56,6.95,2,0.12
2025-09-24,3,03,1,4572,渡部悟,71,16,7.01,1,0.17
2025-09-24,3,04,3,4154,森安弘雅,55,21,6.98,3,0.20
2025-09-24,3,05,4,4253,西川真人,16,22,7.01,4,0.21
2025-09-24,3,06,6,5375,庄島潤成,35,78,6.97,6,0.22
2025-09-24,4,01,1,4292,麻生慎介,54,47,6.99,1,0.18
2025-09-24,4,02,4,4241,大串重幸,33,55,6.92,4,0.18
2025-09-24,4,03,3,3882,新田智彰,50,68,6.93,3,0.16
2025-09-24,4,04,5,3811,石田章央,63,31,6.98,5,0.17
