date,race,rank,boat,regno,name,motor,boatno,exhib,course,st
2025-10-26,2,06,6,3796,長野道臣,18,20,6.82,6,0.30
2025-10-26,3,01,1,3454,井川大作,57,22,6.85,1,0.09
2025-10-26,3,02,2,3809,吉田光,39,70,6.86,2,0.12
2025-10-26,3,03,5,4100,松田隆司,59,56,6.86,6,0.18
2025-10-26,3,04,4,3621,天野晶夫,36,18,6.78,4,0.21
2025-10-26,3,05,3,3983,須藤博倫,75,74,6.86,3,0.14
2025-10-26,3,06,6,4047,吉永浩則,67,28,6.88,5,0.18
2025-10-26,4,01,2,3788,一宮稔弘,11,77,6.78,5,0.09
2025-10-26,4,02,1,3933,山地正樹,22,14,6.79,1,0.13
2025-10-26,4,03,4,3473,石川真二,64,31,6.88,2,0.11
2025-10-26,4,04,5,3554,仲口博崇,69,30,6.83,3,0.15
2025-10-26,4,05,6,3920,正木聖賢,70,67,6.8,4,0.19
2025-10-26,4,06,3,4104,木下陽介,68,71,6.85,6,0.13
2025-10-26,5,01,4,3848,川上聡介,37,78,6.85,5,0.04
2025-10-26,5,02,3,4012,中村有裕,12,13,6.88,4,0.02
2025-10-26,5,03,5,3714,梶原正,25,47,6.82,6,0.14
2025-10-26,5,04,6,3612,馬袋義則,74,15,6.81,3,0.09
2025-10-26,5,05,1,4077,品田直樹,13,66,6.76,1,0.11
2025-10-26,5,06,2,4036,金田諭,31,12,6.8,2,0.14
2025-10-26,6,01,3,3822,平尾崇典,43,63,6.73,3,0.21
2025-10-26,6,02,1,3514,山一鉄也,28,27,6.77,1,0.23
2025-10-26,6,03,5,4007,榮田将彦,48,34,6.78,5,0.22
2025-10-26,6,04,6,3499,市川哲也,71,37,6.87,6,0.23
2025-10-26,6,05,2,3730,塩崎優司,53,68,6.84,2,0.28
2025-10-26,6,06,4,3587,武田信一,27,24,6.84,4,0.38
2025-10-26,7,01,1,3582,吉川昭男,23,75,6.78,1,0.08
2025-10-26,7,02,2,3527,中嶋誠一郎,56,38,6.84,2,0.08
2025-10-26,7,03,4,4084,杉山正樹,33,72,6.77,4,0.18
2025-10-26,7,04,3,3796,長野道臣,18,20,6.86,3,0.08
2025-10-26,7,05,6,3997,北村征嗣,47,19,6.82,6,0.21
2025-10-26,7,06,5,3741,松尾基成,66,39,6.84,5,0.24
2025-10-26,8,01,1,3880,浅見宗孝,26,25,6.83,1,0.10
2025-10-26,8,02,3,4066,東本勝利,65,17,6.8,3,0.15
2025-10-26,8,03,5,3809,吉田光,39,70,6.91,5,0.16
2025-10-26,8,04,2,3615,横田茂,41,52,6.87,2,0.15
2025-10-26,8,05,4,3777,樋口亮,73,57,6.88,4,0.16
2025-10-26,8,06,6,3448,高山秀雄,19,23,6.89,6,0.11
2025-10-26,9,01,1,3703,鳥飼眞,55,48,6.8,1,0.21
2025-10-26,9,02,3,3454,井川大作,57,22,6.85,3,0.12
2025-10-26,9,03,2,4002,古結宏,60,49,6.85,2,0.17
2025-10-26,9,04,5,3686,鳥居塚孝博,40,46,6.85,5,0.17
2025-10-26,9,05,4,4104,木下陽介,68,71,6.85,4,0.25
2025-10-26,9,06,6,3852,澤大介,32,60,6.84,6,0.23
2025-10-26,10,01,1,3412,鈴木博,21,62,6.8,1,0.17
2025-10-26,10,02,2,3920,正木聖賢,70,67,6.79,2,0.17
2025-10-26,10,03,5,3333,丸尾義孝,34,16,6.83,5,0.19
2025-10-26,10,04,4,3843,上之晃弘,49,65,6.86,4,0.22
2025-10-26,10,S2,3,4076,杉田篤光,63,32,6.82,3,0.22
2025-10-26,10,S0,6,3848,川上聡介,37,78,6.91,6,0.22
2025-10-26,11,01,1,3473,石川真二,64,31,6.87,1,0.11
2025-10-26,11,02,2,3499,市川哲也,71,37,6.84,2,0.13
2025-10-26,11,03,3,4004,山本浩輔,44,73,6.77,3,0.12
2025-10-26,11,04,4,4036,金田諭,31,12,6.84,4,0.08
2025-10-26,11,05,6,3621,天野晶夫,36,18,6.81,6,0.12
2025-10-26,11,06,5,3656,伯母芳恒,35,36,6.86,5,0.11
2025-10-26,12,01,1,3822,平尾崇典,43,63,6.72,1,0.19
2025-10-26,12,02,6,4084,杉山正樹,33,72,6.78,6,0.18
2025-10-26,12,03,4,3983,須藤博倫,75,74,6.79,5,0.19
2025-10-26,12,04,2,3554,仲口博崇,69,30,6.83,2,0.17
2025-10-26,12,05,5,3944,山口裕二,52,29,6.85,4,0.21
2025-10-26,12,06,3,3612,馬袋義則,74,15,6.8,3,0.17
2025-10-27,1,01,3,3615,横田茂,41,52,6.87,3,0.02
2025-10-27,1,02,1,3527,中嶋誠一郎,56,38,6.89,1,0.07
2025-10-27,1,03,5,4047,吉永浩則,67,28,6.92,5,0.04
2025-10-27,1,04,6,3587,武田信一,27,24,6.92,6,0.04
2025-10-27,1,05,2,4104,木下陽介,68,71,6.85,2,0.07
2025-10-27,1,F,4,4007,榮田将彦,48,34,6.79,4,F0.01
2025-10-27,2,01,1,3788,一宮稔弘,11,77,6.78,1,0.10
2025-10-27,2,02,5,3514,山一鉄也,28,27,6.79,5,0.10
2025-10-27,2,03,3,3843,上之晃弘,49,65,6.87,3,0.20
2025-10-27,2,04,4,4002,古結宏,60,49,6.83,4,0.15
2025-10-27,2,05,6,3686,鳥居塚孝博,40,76,6.82,6,0.10
2025-10-27,2,06,2,3282,池本輝明,15,43,6.81,2,0.15
2025-10-27,3,01,1,3714,梶原正,25,47,6.83,1,0.09
2025-10-27,3,02,3,3554,仲口博崇,69,30,6.85,3,0.12
2025-10-27,3,03,4,3454,井川大作,57,22,6.89,5,0.13
2025-10-27,3,04,6,4077,品田直樹,13,66,6.78,6,0.15
2025-10-27,3,05,5,3582,吉川昭男,23,75,6.81,4,0.10
2025-10-27,3,06,2,3880,浅見宗孝,26,25,6.87,2,0.10
2025-10-27,4,01,1,4100,松田隆司,59,56,6.91,1,0.21
2025-10-27,4,02,2,3621,天野晶夫,36,18,6.83,2,0.19
2025-10-27,4,03,4,3933,山地正樹,22,14,6.79,4,0.15
2025-10-27,4,04,5,3983,須藤博倫,75,74,6.87,5,0.15
2025-10-27,4,05,6,4004,山本浩輔,44,73,6.81,6,0.14
2025-10-27,4,06,3,3730,塩崎優司,53,68,6.94,3,0.34
2025-10-27,5,01,1,3741,松尾基成,66,39,6.83,1,0.14
2025-10-27,5,02,4,3997,北村征嗣,47,19,6.8,4,0.16
2025-10-27,5,03,3,3333,丸尾義孝,34,16,6.78,3,0.16
2025-10-27,5,04,5,3412,鈴木博,21,62,6.82,5,0.14
2025-10-27,5,05,2,3852,澤大介,32,60,6.83,2,0.16
2025-10-27,5,06,6,3809,吉田光,39,70,6.86,6,0.17
2025-10-27,6,01,4,4066,東本勝利,65,17,6.86,5,0.11
2025-10-27,6,02,1,3796,長野道臣,18,20,6.82,1,0.22
2025-10-27,6,03,2,3612,馬袋義則,74,15,6.86,2,0.21
2025-10-27,6,04,5,3920,正木聖賢,70,67,6.89,3,0.18
2025-10-27,6,05,6,4012,中村有裕,12,13,6.93,6,0.09
2025-10-27,6,06,3,4047,吉永浩則,67,28,6.93,4,0.16
2025-10-27,7,01,5,3454,井川大作,57,22,6.95,5,0.14
2025-10-27,7,02,2,3656,伯母芳恒,35,36,6.87,2,0.19
2025-10-27,7,03,6,4002,古結宏,60,49,6.87,6,0.13
2025-10-27,7,04,3,3703,鳥飼眞,55,48,6.92,3,0.49
2025-10-27,7,05,4,3615,横田茂,41,52,6.92,4,0.12
2025-10-27,7,06,1,3777,樋口亮,73,57,6.86,1,0.21
2025-10-27,8,01,3,3473,石川真二,64,31,6.92,2,0.07
2025-10-27,8,02,2,3448,高山秀雄,19,23,6.91,3,0.09
2025-10-27,8,03,4,4077,品田直樹,13,66,6.8,4,0.19
2025-10-27,8,04,5,3788,一宮稔弘,11,77,6.89,5,0.10
2025-10-27,8,05,6,3944,山口裕二,52,29,6.86,6,0.12
2025-10-27,8,06,1,4007,榮田将彦,48,34,6.83,1,0.26
2025-10-27,9,01,1,3499,市川哲也,71,37,6.9,1,0.10
2025-10-27,9,02,2,4084,杉山正樹,33,72,6.79,2,0.19
2025-10-27,9,03,3,3933,山地正樹,22,14,6.79,3,0.12
2025-10-27,9,04,4,3714,梶原正,25,47,6.91,4,0.17
2025-10-27,9,05,6,4036,金田諭,31,12,6.83,6,0.16
2025-10-27,9,06,5,4104,木下陽介,68,71,6.85,5,0.13
2025-10-27,10,01,1,3997,北村征嗣,47,19,6.75,1,0.18
2025-10-27,10,02,4,4100,松田隆司,59,56,6.83,4,0.16
2025-10-27,10,03,3,3621,天野晶夫,36,18,6.76,3,0.30
2025-10-27,10,04,6,3282,池本輝明,15,43,6.8,6,0.29
2025-10-27,10,05,2,3587,武田信一,27,24,6.84,2,0.18
2025-10-27,10,S1,5,3822,平尾崇典,43,63,6.73,5,0.15
2025-10-27,11,01,1,3554,仲口博崇,69,30,6.77,1,0.02
2025-10-27,11,02,3,3412,鈴木博,21,62,6.74,3,0.05
2025-10-27,11,03,4,4012,中村有裕,12,13,6.88,4,0.08
2025-10-27,11,04,2,3686,鳥居塚孝博,40,76,6.72,2,0.04
2025-10-27,11,05,5,3527,中嶋誠一郎,56,38,6.77,5,0.13
2025-10-27,11,06,6,3730,塩崎優司,53,68,6.79,6,0.18
2025-10-27,12,01,1,3983,須藤博倫,75,74,6.73,1,0.16
2025-10-27,12,02,2,3582,吉川昭男,23,75,6.77,2,0.07
2025-10-27,12,03,4,3333,丸尾義孝,34,16,6.77,4,0.08
2025-10-27,12,04,5,3777,樋口亮,73,57,6.76,5,0.12
2025-10-27,12,05,3,3514,山一鉄也,28,27,6.72,3,0.13
2025-10-27,12,06,6,4066,東本勝利,65,17,6.73,6,0.10
2025-10-28,1,01,1,3843,上之晃弘,49,65,6.78,1,0.16
2025-10-28,1,02,2,4047,吉永浩則,67,28,6.85,2,0.20
2025-10-28,1,03,5,3796,長野道臣,18,20,6.76,5,0.20
2025-10-28,1,04,4,3448,高山秀雄,19,23,6.84,4,0.20
2025-10-28,1,05,6,3656,伯母芳恒,35,36,6.78,6,0.19
2025-10-28,1,06,3,3880,浅見宗孝,26,25,6.82,3,0.39
2025-10-28,2,01,1,4036,金田諭,31,12,6.73,1,0.11
2025-10-28,2,02,2,3514,山一鉄也,28,27,6.71,3,0.15
2025-10-28,2,03,4,4004,山本浩輔,44,73,6.75,5,0.18
2025-10-28,2,04,5,3473,石川真二,64,31,6.79,2,0.13
2025-10-28,2,05,6,3983,須藤博倫,75,74,6.83,6,0.21
2025-10-28,2,06,3,3852,澤大介,32,60,6.78,4,0.20
2025-10-28,3,01,2,3788,一宮稔弘,11,77,6.76,2,0.04
2025-10-28,3,02,3,3920,正木聖賢,70,67,6.74,3,0.06
2025-10-28,3,03,5,4066,東本勝利,65,17,6.71,5,0.11
2025-10-28,3,04,4,3741,松尾基成,66,39,6.75,4,0.10
2025-10-28,3,05,6,3822,平尾崇典,43,63,6.67,6,0.14
2025-10-28,3,06,1,4104,木下陽介,68,71,6.71,1,0.20
2025-10-28,4,01,1,3730,塩崎優司,53,68,6.74,1,0.04
2025-10-28,4,02,3,3944,山口裕二,52,29,6.74,3,0.05
2025-10-28,4,03,4,3499,市川哲也,71,37,6.76,4,0.08
2025-10-28,4,04,6,3615,横田茂,41,52,6.77,6,0.11
2025-10-28,4,05,2,3714,梶原正,25,47,6.75,2,0.06
2025-10-28,4,06,5,3621,天野晶夫,36,18,6.71,5,0.02
2025-10-28,5,01,2,4012,中村有裕,12,13,6.8,3,0.12
2025-10-28,5,02,3,4100,松田隆司,59,56,6.78,4,0.15
2025-10-28,5,03,4,4084,杉山正樹,33,72,6.68,5,0.18
2025-10-28,5,04,5,3282,池本輝明,15,43,6.76,6,0.25
2025-10-28,5,05,6,3933,山地正樹,22,14,6.7,2,0.27
2025-10-28,5,06,1,3809,吉田光,39,70,6.76,1,0.27
2025-10-28,6,01,4,3612,馬袋義則,74,15,6.69,4,0.13
2025-10-28,6,02,5,3587,武田信一,27,24,6.77,5,0.17
2025-10-28,6,03,3,4077,品田直樹,13,66,6.68,3,0.21
2025-10-28,6,04,2,3703,鳥飼眞,55,48,6.74,2,0.20
2025-10-28,6,05,6,3527,中嶋誠一郎,56,38,6.73,6,0.21
2025-10-28,6,06,1,3448,高山秀雄,19,23,6.73,1,0.32
2025-10-28,7,01,1,3333,丸尾義孝,34,16,6.65,1,0.10
2025-10-28,7,02,3,3983,須藤博倫,75,74,6.77,3,0.04
2025-10-28,7,03,2,3686,鳥居塚孝博,40,76,6.7,2,0.07
2025-10-28,7,04,4,4104,木下陽介,68,71,6.74,4,0.00
2025-10-28,7,05,6,4007,榮田将彦,48,34,6.7,6,0.15
2025-10-28,7,06,5,3880,浅見宗孝,26,25,6.76,5,0.13
2025-10-28,8,01,3,3777,樋口亮,73,57,6.75,3,0.18
2025-10-28,8,02,1,3920,正木聖賢,70,67,6.7,1,0.18
2025-10-28,8,03,2,3412,鈴木博,21,62,6.72,2,0.21
2025-10-28,8,04,5,3852,澤大介,32,60,6.74,6,0.18
2025-10-28,8,05,6,3554,仲口博崇,69,30,6.77,4,0.18
2025-10-28,8,06,4,4047,吉永浩則,67,28,6.79,5,0.17
2025-10-28,9,01,1,3621,天野晶夫,36,18,6.69,1,0.27
2025-10-28,9,02,3,3997,北村征嗣,47,19,6.68,3,0.19
2025-10-28,9,03,4,3656,伯母芳恒,35,36,6.69,4,0.19
2025-10-28,9,04,2,3454,井川大作,57,22,6.78,2,0.24
2025-10-28,9,05,5,4084,杉山正樹,33,72,6.69,5,0.15
2025-10-28,9,06,6,3741,松尾基成,66,39,6.77,6,0.24
2025-10-28,10,01,1,4002,古結宏,60,49,6.73,1,0.11
2025-10-28,10,02,6,3582,吉川昭男,23,75,6.72,3,0.10
2025-10-28,10,03,5,3822,平尾崇典,43,63,6.67,2,0.19
2025-10-28,10,04,2,4004,山本浩輔,44,73,6.68,5,0.19
2025-10-28,10,05,3,3730,塩崎優司,53,68,6.75,4,0.13
2025-10-28,10,06,4,3796,長野道臣,18,20,6.76,6,0.15
2025-10-28,11,01,1,3944,山口裕二,52,29,6.71,1,0.23
2025-10-28,11,02,2,4066,東本勝利,65,17,6.71,2,0.19
2025-10-28,11,03,3,4036,金田諭,31,12,6.72,3,0.19
2025-10-28,11,04,4,3809,吉田光,39,70,6.76,4,0.18
2025-10-28,11,05,5,3843,上之晃弘,49,65,6.73,5,0.21
2025-10-28,11,06,6,3703,鳥飼眞,55,48,6.72,6,0.24
2025-10-28,12,01,4,4100,松田隆司,59,56,6.76,4,0.12
2025-10-28,12,02,6,3788,一宮稔弘,11,77,6.76,6,0.10
2025-10-28,12,03,5,3499,市川哲也,71,37,6.79,5,0.13
2025-10-28,12,04,1,3612,馬袋義則,74,15,6.73,1,0.20
2025-10-28,12,05,3,3686,鳥居塚孝博,40,76,6.78,3,0.10
2025-10-28,12,06,2,3473,石川真二,64,31,6.85,2,0.25
2025-10-29,1,01,5,3933,山地正樹,22,14,6.78,2,0.19
2025-10-29,1,02,3,3714,梶原正,25,47,6.84,4,0.19
2025-10-29,1,03,1,3656,伯母芳恒,35,36,6.82,1,0.20
2025-10-29,1,04,6,3514,山一鉄也,28,27,6.79,6,0.30
2025-10-29,1,05,2,3527,中嶋誠一郎,56,38,6.88,3,0.29
2025-10-29,1,06,4,4004,山本浩輔,44,73,6.76,5,0.24
2025-10-29,2,01,1,4047,吉永浩則,67,28,6.89,1,0.09
2025-10-29,2,02,2,3777,樋口亮,73,57,6.82,3,0.16
2025-10-29,2,03,6,3473,石川真二,64,31,6.85,2,0.11
2025-10-29,2,04,3,4002,古結宏,60,49,6.86,4,0.29
2025-10-29,2,05,5,4077,品田直樹,13,66,6.73,6,0.28
2025-10-29,2,06,4,3282,池本輝明,15,43,6.88,5,0.29
2025-10-29,3,01,2,4084,杉山正樹,33,72,6.8,2,0.08
2025-10-29,3,02,1,3686,鳥居塚孝博,40,76,6.81,1,0.08
2025-10-29,3,03,4,3788,一宮稔弘,11,77,6.84,4,0.06
2025-10-29,3,04,3,3809,吉田光,39,70,6.89,3,0.11
2025-10-29,3,05,6,3412,鈴木博,21,62,6.79,6,0.09
2025-10-29,3,06,5,3615,横田茂,41,52,6.88,5,0.08
2025-10-29,4,01,4,3920,正木聖賢,70,67,6.78,4,0.12
2025-10-29,4,02,6,3944,山口裕二,52,29,6.84,6,0.14
2025-10-29,4,03,3,3582,吉川昭男,23,75,6.8,3,0.12
2025-10-29,4,04,2,4100,松田隆司,59,56,6.91,2,0.14
2025-10-29,4,05,1,3587,武田信一,27,24,6.89,1,0.08
2025-10-29,4,06,5,3448,高山秀雄,19,23,6.95,5,0.18
2025-10-29,5,01,1,3852,澤大介,32,60,6.81,1,0.14
2025-10-29,5,02,4,3612,馬袋義則,74,15,6.86,4,0.10
2025-10-29,5,03,2,3843,上之晃弘,49,65,6.88,2,0.11
2025-10-29,5,04,6,3333,丸尾義孝,34,16,6.82,6,0.14
2025-10-29,5,05,5,4036,金田諭,31,12,6.83,5,0.13
2025-10-29,5,06,3,3741,松尾基成,66,39,6.85,3,0.11
2025-10-29,6,01,5,3997,北村征嗣,47,19,6.8,5,0.13
2025-10-29,6,02,2,3796,長野道臣,18,20,6.76,2,0.14
2025-10-29,6,03,1,4012,中村有裕,12,13,6.84,1,0.17
2025-10-29,6,04,3,3499,市川哲也,71,37,6.85,3,0.13
2025-10-29,6,05,6,3880,浅見宗孝,26,25,6.87,6,0.16
2025-10-29,6,06,4,3527,中嶋誠一郎,56,38,6.86,4,0.12
2025-10-29,7,01,2,4077,品田直樹,13,66,6.66,2,0.13
2025-10-29,7,02,3,3554,仲口博崇,69,30,6.78,3,0.17
2025-10-29,7,03,1,4066,東本勝利,65,17,6.74,1,0.11
2025-10-29,7,04,4,3514,山一鉄也,28,27,6.76,4,0.16
2025-10-29,7,05,6,4007,榮田将彦,48,34,6.74,6,0.15
2025-10-29,7,06,5,3788,一宮稔弘,11,77,6.74,5,0.11
2025-10-29,8,01,1,3615,横田茂,41,52,6.79,1,0.08
2025-10-29,8,02,4,3730,塩崎優司,53,68,6.8,4,0.13
2025-10-29,8,03,5,3777,樋口亮,73,57,6.8,5,0.17
2025-10-29,8,04,2,3983,須藤博倫,75,74,6.84,2,0.12
2025-10-29,8,05,3,3587,武田信一,27,24,6.84,3,0.12
2025-10-29,8,06,6,4104,木下陽介,68,71,6.78,6,0.26
2025-10-29,9,01,1,3944,山口裕二,52,29,6.76,1,0.15
2025-10-29,9,02,3,3282,池本輝明,15,43,6.81,3,0.17
2025-10-29,9,03,5,3686,鳥居塚孝博,40,76,6.74,5,0.18
2025-10-29,9,04,2,3933,山地正樹,22,14,6.74,2,0.16
2025-10-29,9,05,6,3454,井川大作,57,22,6.83,6,0.28
2025-10-29,9,06,4,3703,鳥飼眞,55,48,6.79,4,0.19
2025-10-29,10,01,1,3822,平尾崇典,43,63,6.71,1,0.13
2025-10-29,10,02,4,3412,鈴木博,21,62,6.75,4,0.20
2025-10-29,10,03,3,3621,天野晶夫,36,18,6.77,3,0.17
2025-10-29,10,04,6,4100,松田隆司,59,56,6.81,6,0.22
2025-10-29,10,05,5,4012,中村有裕,12,13,6.85,5,0.20
2025-10-29,10,06,2,3333,丸尾義孝,34,16,6.78,2,0.17
2025-10-29,11,01,1,4084,杉山正樹,33,72,6.73,1,0.13
2025-10-29,11,02,5,4002,古結宏,60,49,6.79,5,0.18
2025-10-29,11,03,3,4036,金田諭,31,12,6.82,3,0.15
2025-10-29,11,04,6,3714,梶原正,25,47,6.8,6,0.33
2025-10-29,11,05,2,3997,北村征嗣,47,19,6.77,2,0.16
2025-10-29,11,06,4,3582,吉川昭男,23,75,6.8,4,0.16
2025-10-29,12,01,1,3554,仲口博崇,69,30,6.78,1,0.16
2025-10-29,12,02,3,3880,浅見宗孝,26,25,6.86,3,0.20
2025-10-29,12,03,6,4066,東本勝利,65,17,6.75,6,0.17
2025-10-29,12,04,4,3741,松尾基成,66,39,6.84,4,0.16
2025-10-29,12,05,5,4004,山本浩輔,44,73,6.79,5,0.21
2025-10-29,12,06,2,3448,高山秀雄,19,23,6.8,2,0.18
2025-10-30,1,01,4,3686,鳥居塚孝博,40,76,6.79,4,0.12
2025-10-30,1,02,2,4077,品田直樹,13,61,6.83,2,0.15
2025-10-30,1,03,5,3983,須藤博倫,75,74,6.87,5,0.34
2025-10-30,1,04,1,3843,上之晃弘,49,65,6.86,1,0.17
2025-10-30,1,05,3,3499,市川哲也,71,37,6.85,3,0.18
2025-10-30,1,06,6,4100,松田隆司,59,56,6.86,6,0.34
2025-10-30,2,01,4,3333,丸尾義孝,34,16,6.82,4,0.11
2025-10-30,2,02,1,3933,山地正樹,22,14,6.81,1,0.14
2025-10-30,2,03,2,3777,樋口亮,73,57,6.86,2,0.15
2025-10-30,2,04,3,3615,横田茂,41,52,6.88,3,0.13
2025-10-30,2,05,5,3527,中嶋誠一郎,56,38,6.84,5,0.15
2025-10-30,2,06,6,4084,杉山正樹,33,72,6.79,6,0.15
2025-10-30,3,01,1,3714,梶原正,25,47,6.86,1,0.18
2025-10-30,3,02,5,3852,澤大介,32,60,6.88,6,0.18
2025-10-30,3,03,4,3920,正木聖賢,70,67,6.82,4,0.20
2025-10-30,3,04,3,3703,鳥飼眞,55,48,6.86,3,0.19
2025-10-30,3,05,2,4012,中村有裕,12,13,6.91,2,0.28
2025-10-30,3,06,6,3554,仲口博崇,69,30,6.83,5,0.15
2025-10-30,4,01,1,3788,一宮稔弘,11,77,6.78,1,0.09
2025-10-30,4,02,3,4002,古結宏,60,49,6.85,4,0.14
2025-10-30,4,03,4,3473,石川真二,64,31,6.91,2,0.14
2025-10-30,4,04,5,3730,塩崎優司,53,68,6.86,5,0.13
2025-10-30,4,05,2,4004,山本浩輔,44,73,6.8,3,0.18
2025-10-30,4,06,6,4104,木下陽介,68,71,6.84,6,0.21
2025-10-30,5,01,2,3822,平尾崇典,43,63,6.78,2,0.08
2025-10-30,5,02,1,3412,鈴木博,21,62,6.82,1,0.02
2025-10-30,5,03,5,3796,長野道臣,18,20,6.78,6,0.16
2025-10-30,5,04,4,3454,井川大作,57,22,6.89,4,0.10
2025-10-30,5,05,6,3612,馬袋義則,74,15,6.85,5,0.09
2025-10-30,5,06,3,3587,武田信一,27,24,6.88,3,0.06
2025-10-30,6,01,1,4066,東本勝利,65,17,6.79,1,0.19
2025-10-30,6,02,3,3656,伯母芳恒,35,36,6.87,3,0.19
2025-10-30,6,03,5,3448,高山秀雄,19,23,6.86,5,0.26
2025-10-30,6,04,6,3944,山口裕二,52,29,6.81,6,0.26
2025-10-30,6,05,4,4036,金田諭,31,12,6.86,4,0.23
2025-10-30,6,06,2,4047,吉永浩則,67,28,6.92,2,0.26
2025-10-30,7,01,2,3997,北村征嗣,47,19,6.84,2,0.10
2025-10-30,7,02,1,3582,吉川昭男,23,75,6.84,1,0.09
2025-10-30,7,03,4,3880,浅見宗孝,26,25,6.91,4,0.20
2025-10-30,7,04,3,3333,丸尾義孝,34,16,6.8,3,0.12
2025-10-30,7,05,5,3809,吉田光,39,70,6.84,5,0.16
2025-10-30,7,06,6,4007,榮田将彦,48,34,6.83,6,0.22
2025-10-30,8,01,1,3621,天野晶夫,36,18,6.8,1,0.11
2025-10-30,8,02,3,3514,山一鉄也,28,27,6.79,3,0.19
2025-10-30,8,03,4,3282,池本輝明,15,43,6.85,4,0.20
2025-10-30,8,04,2,3983,須藤博倫,75,74,6.85,2,0.20
2025-10-30,8,05,6,3777,樋口亮,73,57,6.86,6,0.24
2025-10-30,8,06,5,3741,松尾基成,66,39,6.87,5,0.24
2025-10-30,9,01,3,3920,正木聖賢,70,58,6.78,1,0.07
2025-10-30,9,02,2,3788,一宮稔弘,11,77,6.81,5,0.07
2025-10-30,9,03,6,3933,山地正樹,22,14,6.81,3,0.17
2025-10-30,9,04,1,4100,松田隆司,59,56,6.85,4,0.13
2025-10-30,9,05,4,3412,鈴木博,21,62,6.82,6,0.11
2025-10-30,9,06,5,4012,中村有裕,12,13,6.91,2,0.29
2025-10-30,10,01,4,3499,市川哲也,71,37,6.91,4,0.08
2025-10-30,10,02,1,4084,杉山正樹,33,72,6.81,1,0.18
2025-10-30,10,03,5,3822,平尾崇典,43,63,6.75,5,0.10
2025-10-30,10,04,6,3714,梶原正,25,47,6.86,6,0.23
2025-10-30,10,05,2,4066,東本勝利,65,17,6.84,3,0.16
2025-10-30,10,06,3,3473,石川真二,64,31,6.88,2,0.15
2025-10-30,11,01,1,3944,山口裕二,52,29,6.77,1,0.07
2025-10-30,11,02,5,3582,吉川昭男,23,75,6.89,3,0.12
2025-10-30,11,03,3,3454,井川大作,57,22,6.83,4,0.11
2025-10-30,11,04,4,4002,古結宏,60,49,6.81,5,0.13
2025-10-30,11,05,6,3843,上之晃弘,49,65,6.86,6,0.11
2025-10-30,11,06,2,3554,仲口博崇,69,30,6.8,2,0.13
2025-10-30,12,01,3,3852,澤大介,32,60,6.83,3,0.21
2025-10-30,12,02,1,3612,馬袋義則,74,15,6.81,1,0.19
2025-10-30,12,03,5,3997,北村征嗣,47,19,6.83,5,0.25
2025-10-30,12,04,6,3621,天野晶夫,36,18,6.79,6,0.21
2025-10-30,12,05,2,3656,伯母芳恒,35,36,6.83,2,0.20
2025-10-30,12,06,4,3730,塩崎優司,53,68,6.84,4,0.30
2025-10-31,1,01,3,4066,東本勝利,65,17,6.84,3,0.20
2025-10-31,1,02,1,3527,中嶋誠一郎,56,38,6.89,1,0.22
2025-10-31,1,03,5,3615,横田茂,41,52,6.9,5,0.24
2025-10-31,1,04,4,3809,吉田光,39,70,6.97,4,0.22
2025-10-31,1,05,2,3282,池本輝明,15,43,6.87,2,0.31
2025-10-31,1,06,6,3703,鳥飼眞,55,48,6.89,6,0.28
2025-10-31,2,01,1,3514,山一鉄也,28,27,6.88,1,0.09
2025-10-31,2,02,5,3587,武田信一,27,24,6.93,5,0.20
2025-10-31,2,03,6,3777,樋口亮,73,57,6.88,6,0.31
2025-10-31,2,04,4,3686,鳥居塚孝博,40,76,6.86,4,0.16
2025-10-31,2,05,3,3933,山地正樹,22,14,6.87,3,0.18
2025-10-31,2,06,2,3843,上之晃弘,49,65,6.92,2,0.14
2025-10-31,3,01,2,3796,長野道臣,18,20,6.87,2,0.18
2025-10-31,3,02,3,3612,馬袋義則,74,15,6.91,3,0.16
2025-10-31,3,03,1,4012,中村有裕,12,13,6.91,1,0.27
2025-10-31,3,04,6,3997,北村征嗣,47,19,6.82,6,0.26
2025-10-31,3,05,4,3714,梶原正,25,47,6.88,4,0.21
2025-10-31,3,06,5,4077,品田直樹,13,61,6.79,5,0.28
2025-10-31,4,01,1,3473,石川真二,64,31,6.93,1,0.08
2025-10-31,4,02,2,4104,木下陽介,68,71,6.89,2,0.12
2025-10-31,4,03,5,4004,山本浩輔,44,73,6.84,5,0.30
2025-10-31,4,04,3,4100,松田隆司,59,56,6.85,3,0.13
2025-10-31,4,05,4,4047,吉永浩則,67,28,6.92,4,0.21
2025-10-31,4,06,6,4036,金田諭,31,12,6.84,6,0.24
2025-10-31,5,01,1,3333,丸尾義孝,34,16,6.86,1,0.25
2025-10-31,5,02,3,3554,仲口博崇,69,30,6.85,3,0.27
2025-10-31,5,03,2,3809,吉田光,39,70,6.95,2,0.26
2025-10-31,5,04,4,3448,高山秀雄,19,23,6.88,4,0.26
2025-10-31,5,05,5,3656,伯母芳恒,35,36,6.89,5,0.28
2025-10-31,5,06,6,3454,井川大作,57,22,6.9,6,0.20
2025-10-31,6,01,6,3527,中嶋誠一郎,56,38,6.9,6,0.23
2025-10-31,6,02,5,3822,平尾崇典,43,63,6.74,5,0.11
2025-10-31,6,03,1,4002,古結宏,60,49,6.82,1,0.11
