date,race,combo,odds
2026-08-14,1,1-2-3,10.2
2026-08-14,1,1-2-4,5.2
2026-08-14,1,1-2-5,8.2
2026-08-14,1,1-2-6,33.1
2026-08-14,1,1-3-2,16.1
2026-08-14,1,1-3-4,17.6
2026-08-14,1,1-3-5,17.6
2026-08-14,1,1-3-6,73.0
2026-08-14,1,1-4-2,7.3
2026-08-14,1,1-4-3,21.2
2026-08-14,1,1-4-5,10.2
2026-08-14,1,1-4-6,33.0
2026-08-14,1,1-5-2,14.8
2026-08-14,1,1-5-3,25.2
2026-08-14,1,1-5-4,16.9
2026-08-14,1,1-5-6,45.4
2026-08-14,1,1-6-2,112.6
2026-08-14,1,1-6-3,190.2
2026-08-14,1,1-6-4,114.5
2026-08-14,1,1-6-5,119.2
2026-08-14,1,2-1-3,159.7
2026-08-14,1,2-1-4,102.7
2026-08-14,1,2-1-5,140.5
2026-08-14,1,2-1-6,299.3
2026-08-14,1,2-3-1,424.1
2026-08-14,1,2-3-4,940.8
2026-08-14,1,2-3-5,1058.0
2026-08-14,1,2-3-6,1823.0
2026-08-14,1,2-4-1,315.3
2026-08-14,1,2-4-3,1063.0
2026-08-14,1,2-4-5,855.9
2026-08-14,1,2-4-6,1274.0
2026-08-14,1,2-5-1,488.8
2026-08-14,1,2-5-3,1624.0
2026-08-14,1,2-5-4,1254.0
2026-08-14,1,2-5-6,1881.0
2026-08-14,1,2-6-1,1463.0
2026-08-14,1,2-6-3,3001.0
2026-08-14,1,2-6-4,2444.0
2026-08-14,1,2-6-5,3248.0
2026-08-14,1,3-1-2,226.4
2026-08-14,1,3-1-4,271.2
2026-08-14,1,3-1-5,296.7
2026-08-14,1,3-1-6,534.0
2026-08-14,1,3-2-1,502.3
2026-08-14,1,3-2-4,948.4
2026-08-14,1,3-2-5,1402.0
2026-08-14,1,3-2-6,2444.0
2026-08-14,1,3-4-1,681.3
2026-08-14,1,3-4-2,1087.0
2026-08-14,1,3-4-5,1394.0
2026-08-14,1,3-4-6,2026.0
2026-08-14,1,3-5-1,736.3
2026-08-14,1,3-5-2,1782.0
2026-08-14,1,3-5-4,1669.0
2026-08-14,1,3-5-6,2634.0
2026-08-14,1,3-6-1,2098.0
2026-08-14,1,3-6-2,3387.0
2026-08-14,1,3-6-4,2927.0
