date,race,combo,odds
2026-04-13,1,1-2-3,13.6
2026-04-13,1,1-2-4,7.7
2026-04-13,1,1-2-5,32.1
2026-04-13,1,1-2-6,34.6
2026-04-13,1,1-3-2,17.8
2026-04-13,1,1-3-4,10.1
2026-04-13,1,1-3-5,34.5
2026-04-13,1,1-3-6,28.5
2026-04-13,1,1-4-2,9.3
2026-04-13,1,1-4-3,10.9
2026-04-13,1,1-4-5,20.9
2026-04-13,1,1-4-6,17.2
2026-04-13,1,1-5-2,101.7
2026-04-13,1,1-5-3,99.2
2026-04-13,1,1-5-4,77.7
2026-04-13,1,1-5-6,125.8
2026-04-13,1,1-6-2,125.1
2026-04-13,1,1-6-3,111.7
2026-04-13,1,1-6-4,82.2
2026-04-13,1,1-6-5,181.4
2026-04-13,1,2-1-3,93.3
2026-04-13,1,2-1-4,63.5
2026-04-13,1,2-1-5,169.0
2026-04-13,1,2-1-6,168.3
2026-04-13,1,2-3-1,214.9
2026-04-13,1,2-3-4,271.2
2026-04-13,1,2-3-5,531.5
2026-04-13,1,2-3-6,479.7
2026-04-13,1,2-4-1,130.5
2026-04-13,1,2-4-3,274.6
2026-04-13,1,2-4-5,409.6
2026-04-13,1,2-4-6,346.6
2026-04-13,1,2-5-1,570.6
2026-04-13,1,2-5-3,948.2
2026-04-13,1,2-5-4,881.8
2026-04-13,1,2-5-6,1217.0
2026-04-13,1,2-6-1,748.8
2026-04-13,1,2-6-3,1068.0
2026-04-13,1,2-6-4,851.3
2026-04-13,1,2-6-5,1485.0
2026-04-13,1,3-1-2,72.5
2026-04-13,1,3-1-4,35.1
2026-04-13,1,3-1-5,102.6
2026-04-13,1,3-1-6,71.7
2026-04-13,1,3-2-1,163.8
2026-04-13,1,3-2-4,168.6
2026-04-13,1,3-2-5,339.1
2026-04-13,1,3-2-6,284.0
2026-04-13,1,3-4-1,55.3
2026-04-13,1,3-4-2,121.4
2026-04-13,1,3-4-5,102.6
2026-04-13,1,3-4-6,77.4
2026-04-13,1,3-5-1,271.2
2026-04-13,1,3-5-2,429.5
2026-04-13,1,3-5-4,256.9
2026-04-13,1,3-5-6,271.7
2026-04-13,1,3-6-1,234.8
2026-04-13,1,3-6-2,421.2
2026-04-13,1,3-6-4,200.6
2026-04-13,1,3-6-5,337.5
2026-04-13,1,4-1-2,47.1
2026-04-13,1,4-1-3,43.1
2026-04-13,1,4-1-5,58.8
2026-04-13,1,4-1-6,48.6
2026-04-13,1,4-2-1,108.6
2026-04-13,1,4-2-3,190.4
2026-04-13,1,4-2-5,225.0
2026-04-13,1,4-2-6,179.2
2026-04-13,1,4-3-1,68.5
2026-04-13,1,4-3-2,148.3
2026-04-13,1,4-3-5,129.3
2026-04-13,1,4-3-6,90.7
2026-04-13,1,4-5-1,109.7
2026-04-13,1,4-5-2,212.6
2026-04-13,1,4-5-3,194.5
2026-04-13,1,4-5-6,119.5
2026-04-13,1,4-6-1,140.0
2026-04-13,1,4-6-2,243.8
2026-04-13,1,4-6-3,208.2
2026-04-13,1,4-6-5,189.9
2026-04-13,1,5-1-2,548.5
2026-04-13,1,5-1-3,562.1
2026-04-13,1,5-1-4,498.3
2026-04-13,1,5-1-6,606.7
2026-04-13,1,5-2-1,865.6
2026-04-13,1,5-2-3,1354.0
