regno,選手名,全国外n,全国外3着率,当地外n,当地外3着率,採用外3着率,外3着源,n1c,負け,残し率,残し有効,型,n6,6コ2着率,6コ3着率,6残し有効,艇番5乗艇,艇番5_3連対率,艇番6乗艇,艇番6_3連対率,6ヒモ外し候補,艇番5低率
5321,一色颯輝,82.0,0.183,,,0.183,全国,21.0,12.0,0.167,,,32.0,0.156,0.219,,27,0.519,28,0.464,,
5045,平川香織,131.0,0.282,4.0,0.0,0.282,全国,46.0,24.0,0.625,○,,35.0,0.029,0.314,,45,0.556,38,0.421,,
3256,三角哲男,101.0,0.228,,,0.228,全国,43.0,19.0,0.579,,,30.0,0.067,0.367,,35,0.4,35,0.429,,
5280,廣瀬凜,118.0,0.271,,,0.271,全国,45.0,8.0,0.5,,,34.0,0.059,0.324,,42,0.81,34,0.353,,
3306,武田正紀,85.0,0.141,4.0,0.25,0.141,全国,27.0,23.0,0.348,,,23.0,0.087,0.043,,28,0.143,19,0.211,●,●
3891,谷口健一,109.0,0.083,5.0,0.2,0.083,全国,30.0,21.0,0.095,,,26.0,0.038,0.077,,40,0.175,27,0.037,●,●
3873,別府昌樹,107.0,0.14,8.0,0.0,0.14,全国,26.0,14.0,0.357,,,57.0,0.105,0.105,○,33,0.394,37,0.27,,
5380,野田亜湖,139.0,0.0,,,0.0,全国,,,,,,84.0,0.0,0.0,○,42,0.0,63,0.0,●,●
4886,入海馨,112.0,0.268,5.0,0.6,0.268,全国,43.0,12.0,0.417,,,38.0,0.158,0.263,,34,0.588,37,0.459,,
3889,須藤隆雄,92.0,0.141,4.0,0.0,0.141,全国,25.0,17.0,0.294,,,27.0,0.0,0.074,,33,0.242,26,0.077,●,●
4568,廣瀬真也,107.0,0.262,9.0,0.222,0.262,全国,39.0,14.0,0.286,,,44.0,0.045,0.227,○,34,0.353,36,0.361,,
3459,中野和裕,88.0,0.091,,,0.091,全国,19.0,19.0,0.316,,,24.0,0.0,0.083,,31,0.129,23,0.087,●,●
5153,佐藤ほのか,98.0,0.163,3.0,0.0,0.163,全国,27.0,24.0,0.083,,,31.0,0.129,0.161,,36,0.167,31,0.29,,●
5322,根岸真優,92.0,0.065,,,0.065,全国,20.0,17.0,0.059,,,27.0,0.037,0.037,,37,0.162,28,0.107,●,●
4237,大峯豊,121.0,0.256,7.0,0.0,0.256,全国,61.0,19.0,0.526,,,29.0,0.103,0.276,,42,0.476,38,0.474,,
4188,久田敏之,107.0,0.159,4.0,0.0,0.159,全国,57.0,12.0,0.417,,,25.0,0.12,0.24,,39,0.667,39,0.641,,
4442,松竹大輔,107.0,0.168,8.0,0.0,0.168,全国,32.0,12.0,0.5,,,31.0,0.032,0.194,,36,0.389,31,0.258,,
4661,中島昂章,97.0,0.227,,,0.227,全国,28.0,17.0,0.471,,,26.0,0.038,0.115,,37,0.459,28,0.214,●,
3503,堂原洋史,99.0,0.081,,,0.081,全国,27.0,20.0,0.3,,,28.0,0.0,0.036,,33,0.212,27,0.037,●,●
3616,中村真,90.0,0.278,4.0,0.25,0.278,全国,27.0,15.0,0.267,,,28.0,0.143,0.179,,30,0.467,29,0.379,,
4254,川島圭司,87.0,0.172,,,0.172,全国,33.0,11.0,0.545,,,26.0,0.038,0.269,,27,0.296,30,0.3,,
5121,定松勇樹,114.0,0.132,,,0.132,全国,49.0,12.0,0.667,,,36.0,0.222,0.111,,38,0.605,40,0.4,,
3921,川村正輝,47.0,0.085,6.0,0.167,0.085,全国,13.0,8.0,0.125,,,13.0,0.0,0.0,,17,0.118,15,0.0,●,●
3989,熊本英一,98.0,0.102,,,0.102,全国,24.0,15.0,0.2,,,32.0,0.062,0.094,,27,0.148,27,0.185,●,●
4705,吉川勇作,100.0,0.05,4.0,0.0,0.05,全国,26.0,12.0,0.083,,,35.0,0.057,0.0,,39,0.077,25,0.08,●,●
5324,畑田希咲,80.0,0.012,11.0,0.0,0.012,全国,18.0,14.0,0.071,,,30.0,0.0,0.0,,26,0.0,24,0.0,●,●
3313,本吉正樹,93.0,0.086,4.0,0.0,0.086,全国,26.0,17.0,0.294,,,28.0,0.036,0.071,,33,0.242,28,0.107,●,●
3822,平尾崇典,110.0,0.173,,,0.173,全国,59.0,18.0,0.333,,,32.0,0.062,0.094,,40,0.65,41,0.39,,
4247,齊藤優,105.0,0.2,,,0.2,全国,32.0,22.0,0.364,,,28.0,0.071,0.143,,37,0.351,29,0.207,●,
3584,佐々木英樹,103.0,0.214,8.0,0.25,0.214,全国,34.0,26.0,0.385,,,26.0,0.077,0.269,,38,0.368,28,0.393,,
4744,伊藤玲奈,72.0,0.208,4.0,0.5,0.208,全国,18.0,13.0,0.385,,,24.0,0.042,0.083,,27,0.333,23,0.13,●,
4866,橋本英一,83.0,0.181,4.0,0.0,0.181,全国,17.0,12.0,0.25,,,27.0,0.037,0.037,,28,0.25,25,0.08,●,
3562,山下和彦,121.0,0.174,,,0.174,全国,54.0,24.0,0.292,○,飛ぶ型,34.0,0.118,0.118,,38,0.553,42,0.286,,
4904,松本一毅,125.0,0.2,12.0,0.25,0.2,全国,40.0,23.0,0.522,○,,35.0,0.086,0.143,,40,0.35,37,0.297,,
4117,廣中智紗衣,103.0,0.252,,,0.252,全国,47.0,29.0,0.517,○,,30.0,0.2,0.267,,33,0.455,32,0.531,,
4714,喜多須杏奈,98.0,0.245,,,0.245,全国,26.0,15.0,0.2,,,22.0,0.0,0.182,,30,0.333,28,0.214,●,
3576,白水勝也,100.0,0.38,5.0,0.2,0.38,全国,52.0,22.0,0.545,○,,27.0,0.111,0.444,,31,0.774,42,0.619,,
5033,藤原孝斗,91.0,0.099,4.0,0.0,0.099,全国,23.0,15.0,0.4,,,30.0,0.067,0.1,,29,0.138,27,0.222,●,●
3455,谷本幸司,111.0,0.207,,,0.207,全国,37.0,19.0,0.316,,,35.0,0.086,0.143,,31,0.355,37,0.243,●,
4653,小野達哉,105.0,0.248,4.0,0.5,0.248,全国,56.0,10.0,0.6,,,34.0,0.147,0.235,,31,0.516,36,0.444,,
3772,一柳和孝,90.0,0.278,9.0,0.333,0.278,全国,29.0,17.0,0.588,,,27.0,0.037,0.148,,29,0.379,28,0.25,,
3075,中村裕将,102.0,0.176,4.0,0.25,0.176,全国,32.0,21.0,0.095,,,29.0,0.069,0.069,,33,0.424,30,0.233,●,
4574,東潤樹,113.0,0.195,5.0,0.4,0.195,全国,34.0,17.0,0.235,,,33.0,0.091,0.182,,36,0.389,32,0.312,,
4359,横川聖志,102.0,0.167,4.0,0.0,0.167,全国,38.0,20.0,0.4,,,35.0,0.086,0.171,,35,0.371,37,0.324,,
3828,明石正之,108.0,0.241,3.0,0.0,0.241,全国,31.0,17.0,0.353,,,28.0,0.036,0.071,,34,0.294,33,0.182,●,
4040,廣瀬将亨,120.0,0.208,3.0,0.333,0.208,全国,50.0,17.0,0.471,,,43.0,0.07,0.14,○,36,0.556,43,0.186,●,
4798,浜先真範,120.0,0.217,,,0.217,全国,54.0,14.0,0.643,,,34.0,0.088,0.206,,39,0.436,38,0.368,,
3848,川上聡介,120.0,0.183,,,0.183,全国,35.0,22.0,0.5,,,40.0,0.1,0.15,○,35,0.429,35,0.314,,
3381,滝沢芳行,100.0,0.15,3.0,0.0,0.15,全国,30.0,20.0,0.3,,,18.0,0.111,0.111,,34,0.441,24,0.25,,
5133,堀越雄貴,95.0,0.189,5.0,0.0,0.189,全国,27.0,14.0,0.357,,,27.0,0.111,0.148,,34,0.382,24,0.333,,
4601,森野正弘,124.0,0.25,4.0,0.75,0.25,全国,56.0,23.0,0.652,○,残す型,37.0,0.081,0.189,,35,0.457,38,0.368,,
5044,渡邉健,103.0,0.146,3.0,0.0,0.146,全国,34.0,13.0,0.154,,,34.0,0.059,0.118,,30,0.3,33,0.212,●,
3888,山本英志,127.0,0.15,13.0,0.077,0.15,全国,46.0,19.0,0.421,,,39.0,0.128,0.154,,39,0.359,40,0.375,,
3712,淺香文武,94.0,0.085,17.0,0.059,0.085,全国,32.0,13.0,0.462,,,26.0,0.115,0.192,,29,0.241,29,0.276,,●
4757,山田祐也,118.0,0.229,9.0,0.222,0.229,全国,58.0,15.0,0.467,,,35.0,0.114,0.143,,36,0.667,42,0.405,,
5009,大賀龍之介,110.0,0.164,,,0.164,全国,37.0,18.0,0.333,,,38.0,0.053,0.105,,39,0.462,39,0.154,●,
3653,品川賢次,64.0,0.25,,,0.25,全国,22.0,15.0,0.267,,,23.0,0.043,0.217,,20,0.35,21,0.238,●,
4269,杉山裕也,117.0,0.188,,,0.188,全国,62.0,20.0,0.55,○,,29.0,0.069,0.207,,41,0.561,42,0.405,,
4610,佐藤大佑,135.0,0.141,,,0.141,全国,48.0,18.0,0.389,,,44.0,0.045,0.091,○,42,0.476,40,0.225,●,
4811,向井田佑紀,117.0,0.179,,,0.179,全国,28.0,17.0,0.235,,,28.0,0.0,0.179,,40,0.525,33,0.182,●,
3406,中里英夫,116.0,0.172,,,0.172,全国,46.0,23.0,0.652,○,残す型,34.0,0.088,0.235,,37,0.189,36,0.389,,●
4863,三浦裕貴,70.0,0.2,,,0.2,全国,19.0,11.0,0.273,,,28.0,0.0,0.214,,24,0.292,25,0.24,●,
4565,西村豪洋,108.0,0.204,13.0,0.0,0.204,全国,30.0,19.0,0.053,,,37.0,0.054,0.108,,36,0.389,30,0.167,●,
4637,中田友也,99.0,0.232,5.0,0.4,0.232,全国,32.0,13.0,0.538,,,29.0,0.103,0.138,,29,0.414,30,0.267,,
4483,北野輝季,118.0,0.22,8.0,0.25,0.22,全国,55.0,13.0,0.462,,,35.0,0.143,0.143,,42,0.571,42,0.429,,
4835,橋本明,110.0,0.273,,,0.273,全国,30.0,16.0,0.375,,,34.0,0.029,0.206,,40,0.3,29,0.276,,
4771,下寺秀和,125.0,0.216,9.0,0.111,0.216,全国,67.0,14.0,0.429,,,34.0,0.206,0.147,,40,0.475,39,0.41,,
3703,鳥飼眞,83.0,0.205,,,0.205,全国,48.0,23.0,0.435,○,,13.0,0.0,0.077,,31,0.387,33,0.455,,
5051,松本純平,119.0,0.227,4.0,0.25,0.227,全国,54.0,9.0,0.444,,,36.0,0.056,0.278,,39,0.564,40,0.4,,
4638,小林遼太,102.0,0.157,4.0,0.0,0.157,全国,29.0,17.0,0.235,,,28.0,0.107,0.179,,36,0.389,26,0.269,,
4723,寺島吉彦,99.0,0.121,4.0,0.25,0.121,全国,20.0,14.0,0.357,,,50.0,0.08,0.06,○,32,0.344,28,0.25,,
4684,楠原翔太,107.0,0.234,,,0.234,全国,39.0,14.0,0.357,,,36.0,0.056,0.222,,29,0.31,38,0.237,●,
4644,山田亮太,111.0,0.288,,,0.288,全国,41.0,15.0,0.667,,,26.0,0.077,0.385,,31,0.581,28,0.464,,
4062,後藤陽介,118.0,0.127,5.0,0.4,0.127,全国,37.0,22.0,0.136,,,36.0,0.0,0.083,,36,0.194,36,0.139,●,●
4808,松尾拓,128.0,0.234,29.0,0.345,0.345,当地,45.0,11.0,0.273,,,36.0,0.056,0.194,,47,0.617,40,0.25,,
5276,大島隆乃介,99.0,0.182,5.0,0.0,0.182,全国,29.0,18.0,0.333,,,26.0,0.038,0.192,,31,0.452,30,0.2,●,
4703,森永隆,113.0,0.15,,,0.15,全国,53.0,21.0,0.381,○,,30.0,0.1,0.167,,34,0.471,39,0.436,,
4907,小池修平,117.0,0.205,5.0,0.6,0.205,全国,62.0,16.0,0.625,,,40.0,0.15,0.2,○,35,0.571,48,0.521,,
4369,丹下将,132.0,0.159,5.0,0.6,0.159,全国,53.0,22.0,0.409,○,,40.0,0.075,0.1,○,41,0.488,45,0.222,●,
5110,杉山喜一,108.0,0.222,4.0,0.5,0.222,全国,38.0,23.0,0.304,,,35.0,0.086,0.229,,38,0.342,33,0.394,,
4467,渡邉俊介,132.0,0.242,4.0,0.25,0.242,全国,53.0,20.0,0.55,○,,33.0,0.212,0.182,,45,0.4,38,0.474,,
4905,土井祥伍,95.0,0.137,5.0,0.0,0.137,全国,22.0,14.0,0.286,,,27.0,0.0,0.148,,35,0.143,25,0.16,●,●
4402,乙藤智史,102.0,0.206,,,0.206,全国,44.0,13.0,0.538,,,35.0,0.057,0.2,,32,0.469,37,0.27,,
4840,鈴木秀茉,108.0,0.148,10.0,0.2,0.148,全国,31.0,21.0,0.476,,,25.0,0.2,0.12,,38,0.395,29,0.31,,
3993,永井聖美,92.0,0.217,4.0,0.0,0.217,全国,33.0,23.0,0.13,,,20.0,0.0,0.3,,32,0.281,23,0.348,,
4519,清水沙樹,68.0,0.132,3.0,0.0,0.132,全国,25.0,11.0,0.636,,,15.0,0.067,0.067,,23,0.348,18,0.111,●,
4901,出口舞有子,78.0,0.231,4.0,0.0,0.231,全国,23.0,11.0,0.091,,,16.0,0.0,0.188,,26,0.308,21,0.286,,
4893,渡邉真奈美,87.0,0.161,,,0.161,全国,28.0,18.0,0.333,,,24.0,0.0,0.083,,31,0.484,24,0.083,●,
4678,水野望美,83.0,0.217,,,0.217,全国,27.0,10.0,0.3,,,21.0,0.0,0.143,,36,0.278,23,0.174,●,
4940,白石有美,43.0,0.163,,,0.163,全国,12.0,9.0,0.111,,,16.0,0.062,0.062,,13,0.154,15,0.133,●,
3790,佐口達也,94.0,0.202,,,0.202,全国,28.0,20.0,0.25,,,29.0,0.069,0.069,,33,0.364,29,0.172,●,
3874,山本寛久,116.0,0.198,,,0.198,全国,53.0,18.0,0.667,,,38.0,0.184,0.132,,33,0.515,44,0.386,,
4293,鈴木智啓,117.0,0.154,1.0,0.0,0.154,全国,49.0,26.0,0.538,○,,44.0,0.023,0.159,○,35,0.4,42,0.238,●,
3414,加瀬智宏,16.0,0.25,2.0,0.0,0.25,全国,6.0,4.0,0.0,,,7.0,0.0,0.143,,4,0.0,7,0.286,,
4956,齊藤大将,45.0,0.111,,,0.111,全国,14.0,7.0,0.429,,,11.0,0.0,0.0,,17,0.294,12,0.167,,
4562,阪本勇介,118.0,0.161,5.0,0.0,0.161,全国,32.0,24.0,0.292,,,37.0,0.027,0.162,,40,0.3,32,0.219,●,
4067,永井源,127.0,0.189,,,0.189,全国,53.0,21.0,0.476,○,,32.0,0.219,0.219,,41,0.585,37,0.459,,
3745,橋本年光,70.0,0.214,8.0,0.0,0.214,全国,23.0,12.0,0.333,,,23.0,0.13,0.13,,26,0.385,25,0.28,,
3448,高山秀雄,75.0,0.16,4.0,0.25,0.16,全国,25.0,15.0,0.267,,,19.0,0.053,0.158,,26,0.192,19,0.211,●,●
3482,金子猛志,135.0,0.193,9.0,0.111,0.193,全国,48.0,27.0,0.481,○,,47.0,0.128,0.17,○,45,0.444,41,0.268,,
3620,信濃由行,88.0,0.102,4.0,0.0,0.102,全国,27.0,17.0,0.235,,,21.0,0.0,0.095,,31,0.226,25,0.12,●,●
5415,阿部未侑,124.0,0.008,17.0,0.0,0.008,全国,,,,,,109.0,0.0,0.009,○,37,0.0,84,0.012,●,●
3929,杢野誓良,102.0,0.147,5.0,0.0,0.147,全国,32.0,21.0,0.333,,,27.0,0.074,0.148,,36,0.278,28,0.25,,
4144,石塚久也,112.0,0.241,12.0,0.25,0.241,全国,41.0,14.0,0.571,,,33.0,0.061,0.333,,40,0.55,36,0.389,,
5316,村松将平,124.0,0.202,,,0.202,全国,15.0,7.0,0.143,,,39.0,0.077,0.205,,38,0.421,39,0.308,,
4992,廣瀬篤哉,111.0,0.081,4.0,0.0,0.081,全国,29.0,11.0,0.545,,,34.0,0.0,0.059,,40,0.1,28,0.107,●,●
3505,山田竜一,105.0,0.162,4.0,0.0,0.162,全国,44.0,22.0,0.455,○,,32.0,0.031,0.031,,37,0.27,33,0.121,●,
5347,井澤聖奈,144.0,0.028,,,0.028,全国,,,,,,64.0,0.0,0.016,○,46,0.043,54,0.019,●,●
4460,後藤翔之,117.0,0.222,,,0.222,全国,52.0,24.0,0.333,○,,32.0,0.062,0.281,,40,0.55,43,0.395,,
3827,今泉徹,97.0,0.124,,,0.124,全国,29.0,24.0,0.333,,,25.0,0.0,0.04,,34,0.353,26,0.077,●,
5085,中村栄治,106.0,0.217,5.0,0.2,0.217,全国,34.0,21.0,0.429,,,27.0,0.0,0.296,,40,0.475,28,0.214,●,
3462,竹上真司,17.0,0.059,,,0.059,全国,4.0,1.0,1.0,,,8.0,0.125,0.0,,5,0.2,7,0.143,,
4491,田中堅,104.0,0.163,4.0,0.75,0.163,全国,28.0,18.0,0.111,,,33.0,0.0,0.061,,33,0.242,31,0.065,●,●
4903,吉田凌太朗,133.0,0.218,9.0,0.556,0.218,全国,56.0,14.0,0.286,,,40.0,0.05,0.225,○,41,0.756,41,0.366,,
3422,服部幸男,122.0,0.131,8.0,0.0,0.131,全国,59.0,19.0,0.368,,,22.0,0.091,0.182,,35,0.486,45,0.422,,
4076,杉田篤光,131.0,0.214,7.0,0.143,0.214,全国,47.0,22.0,0.5,○,,40.0,0.05,0.125,○,42,0.286,37,0.27,,
3951,石川吉鎬,119.0,0.185,10.0,0.1,0.185,全国,44.0,26.0,0.385,○,,28.0,0.0,0.107,,39,0.333,32,0.125,●,
4110,小澤和也,91.0,0.154,10.0,0.3,0.154,全国,28.0,19.0,0.368,,,24.0,0.042,0.208,,32,0.375,26,0.269,,
3346,宮本裕之,37.0,0.108,3.0,0.333,0.108,全国,11.0,10.0,0.3,,,12.0,0.0,0.167,,14,0.214,11,0.091,,
3968,茶谷信次,107.0,0.29,4.0,0.0,0.29,全国,41.0,19.0,0.526,,,32.0,0.094,0.25,,33,0.485,42,0.333,,
3294,野中義生,90.0,0.189,14.0,0.071,0.189,全国,28.0,22.0,0.409,,,37.0,0.108,0.216,,28,0.357,34,0.353,,
4042,丸岡正典,133.0,0.226,,,0.226,全国,59.0,23.0,0.478,○,,49.0,0.102,0.184,○,41,0.561,48,0.333,,
3652,森下勇,88.0,0.091,5.0,0.0,0.091,全国,23.0,14.0,0.571,,,21.0,0.048,0.048,,29,0.172,21,0.095,●,●
4043,桐本康臣,112.0,0.259,,,0.259,全国,50.0,23.0,0.522,○,,26.0,0.115,0.115,,38,0.447,35,0.314,,
3981,今坂晃広,125.0,0.144,13.0,0.154,0.144,全国,34.0,15.0,0.2,,,41.0,0.024,0.098,○,41,0.195,32,0.156,●,●
3748,小黒竜吾,100.0,0.12,9.0,0.111,0.12,全国,26.0,21.0,0.19,,,29.0,0.069,0.069,,37,0.27,26,0.154,●,
4358,松本庸平,86.0,0.116,14.0,0.214,0.116,全国,27.0,20.0,0.4,,,24.0,0.0,0.083,,30,0.167,27,0.111,●,●
3305,小野信樹,87.0,0.115,3.0,0.0,0.115,全国,30.0,17.0,0.294,,,25.0,0.04,0.0,,29,0.207,26,0.038,●,●
4918,川島拓郎,110.0,0.245,4.0,0.0,0.245,全国,27.0,9.0,0.111,,,31.0,0.032,0.226,,34,0.265,28,0.286,,
5177,松井貫太,106.0,0.217,7.0,0.143,0.217,全国,24.0,18.0,0.278,,,29.0,0.034,0.138,,39,0.385,30,0.167,●,
3904,森貴洋,60.0,0.117,5.0,0.2,0.117,全国,19.0,11.0,0.545,,,18.0,0.0,0.222,,21,0.381,19,0.211,●,
4421,森作広大,77.0,0.104,,,0.104,全国,20.0,17.0,0.176,,,25.0,0.0,0.08,,27,0.185,23,0.043,●,●
4274,長畑友輔,97.0,0.206,7.0,0.286,0.206,全国,28.0,16.0,0.375,,,31.0,0.032,0.065,,29,0.345,27,0.148,●,
4348,宮崎奨,123.0,0.228,5.0,0.0,0.228,全国,48.0,25.0,0.44,○,,41.0,0.122,0.195,○,36,0.444,42,0.333,,
4902,山川雄大,112.0,0.188,,,0.188,全国,31.0,19.0,0.316,,,29.0,0.069,0.138,,40,0.475,30,0.233,●,
4133,高橋正男,109.0,0.211,4.0,0.0,0.211,全国,49.0,23.0,0.522,○,,38.0,0.158,0.237,,32,0.438,38,0.5,,
4219,本岡勝利,108.0,0.13,,,0.13,全国,22.0,16.0,0.125,,,25.0,0.04,0.08,,42,0.214,25,0.12,●,●
5127,沼田大都,81.0,0.259,5.0,0.0,0.259,全国,19.0,13.0,0.154,,,24.0,0.0,0.333,,28,0.286,23,0.391,,
4708,半田尚也,92.0,0.196,,,0.196,全国,23.0,17.0,0.118,,,20.0,0.0,0.2,,31,0.29,22,0.318,,
5411,木下虎之輔,145.0,0.028,8.0,0.0,0.028,全国,,,,,,126.0,0.008,0.016,○,47,0.021,91,0.033,●,●
4952,吉武真也,91.0,0.088,,,0.088,全国,22.0,12.0,0.333,,,25.0,0.0,0.0,,30,0.067,26,0.038,●,●
3516,吉原聖人,81.0,0.086,5.0,0.2,0.086,全国,31.0,25.0,0.44,,,26.0,0.038,0.115,,25,0.12,28,0.143,●,●
4012,中村有裕,101.0,0.158,,,0.158,全国,42.0,16.0,0.438,,,19.0,0.0,0.263,,36,0.472,36,0.306,,
4724,吉田祐貴,62.0,0.097,,,0.097,全国,13.0,10.0,0.0,,,19.0,0.053,0.105,,19,0.211,15,0.2,●,●
5266,石田勇斗,88.0,0.114,13.0,0.0,0.114,全国,24.0,12.0,0.333,,,27.0,0.037,0.111,,30,0.3,24,0.208,●,
5298,水谷理人,127.0,0.315,9.0,0.222,0.315,全国,49.0,9.0,0.333,,,43.0,0.163,0.326,○,34,0.735,44,0.5,,
5179,藤本元輝,82.0,0.11,,,0.11,全国,19.0,8.0,0.5,,,28.0,0.0,0.107,,21,0.238,28,0.107,●,●
4750,井上尚悟,92.0,0.163,,,0.163,全国,23.0,13.0,0.462,,,18.0,0.056,0.167,,33,0.273,18,0.278,,
4769,馬場剛,130.0,0.254,5.0,0.2,0.254,全国,56.0,21.0,0.524,○,,41.0,0.049,0.341,○,41,0.537,44,0.455,,
4097,貫地谷直人,86.0,0.14,14.0,0.071,0.14,全国,19.0,18.0,0.111,,,23.0,0.043,0.13,,30,0.333,24,0.167,●,
4202,浮田圭浩,100.0,0.18,4.0,0.25,0.18,全国,29.0,17.0,0.353,,,32.0,0.031,0.125,,34,0.265,33,0.212,●,
4229,市川美宏,75.0,0.187,7.0,0.286,0.187,全国,22.0,15.0,0.133,,,21.0,0.0,0.19,,30,0.233,23,0.174,●,●
3811,石田章央,122.0,0.148,,,0.148,全国,55.0,21.0,0.619,○,,47.0,0.149,0.106,○,35,0.543,51,0.275,,
4619,伏田裕隆,128.0,0.156,4.0,0.0,0.156,全国,23.0,12.0,0.25,,,60.0,0.05,0.117,○,40,0.475,30,0.233,●,
4089,妹尾忠幸,123.0,0.325,,,0.325,全国,52.0,16.0,0.438,,,40.0,0.1,0.25,○,35,0.686,43,0.395,,
5075,中島秀治,130.0,0.238,12.0,0.417,0.238,全国,51.0,30.0,0.3,○,飛ぶ型,40.0,0.125,0.25,○,42,0.643,39,0.41,,
4416,三宅健太,114.0,0.175,,,0.175,全国,33.0,24.0,0.417,,,37.0,0.0,0.081,,35,0.286,33,0.182,●,
5402,塚越陸斗,126.0,0.008,7.0,0.0,0.008,全国,,,,,,120.0,0.008,0.008,○,28,0.0,90,0.022,●,●
4991,宗行治哉,106.0,0.226,3.0,0.333,0.226,全国,45.0,14.0,0.643,,,29.0,0.069,0.241,,36,0.472,35,0.343,,
4366,前沢丈史,137.0,0.285,4.0,0.5,0.285,全国,68.0,23.0,0.522,○,,34.0,0.059,0.235,,45,0.644,44,0.386,,
4864,小川日紀太,88.0,0.182,,,0.182,全国,29.0,17.0,0.294,,,22.0,0.0,0.045,,31,0.387,27,0.074,●,
3825,宮嵜隆太郎,89.0,0.079,5.0,0.0,0.079,全国,23.0,14.0,0.286,,,35.0,0.029,0.029,,28,0.25,26,0.077,●,
4308,河村了,104.0,0.288,,,0.288,全国,57.0,15.0,0.333,,,31.0,0.097,0.355,,36,0.583,36,0.556,,
3623,深川真二,,,,,,全国,76.0,20.0,0.55,○,,,,,,29,0.793,37,0.757,,
4528,黒井達矢,111.0,0.27,8.0,0.0,0.27,全国,47.0,9.0,0.444,,,30.0,0.167,0.367,,38,0.605,38,0.579,,
4305,金子拓矢,96.0,0.271,8.0,0.375,0.271,全国,52.0,10.0,0.6,,,33.0,0.212,0.364,,29,0.793,35,0.657,,
4019,笠原亮,121.0,0.223,9.0,0.333,0.223,全国,55.0,15.0,0.333,,,39.0,0.103,0.231,,40,0.525,41,0.439,,
4000,松本博昭,130.0,0.277,12.0,0.083,0.277,全国,62.0,22.0,0.682,○,残す型,39.0,0.077,0.333,,39,0.333,48,0.417,,
3541,三嶌誠司,114.0,0.254,,,0.254,全国,55.0,23.0,0.435,○,,33.0,0.061,0.242,,40,0.45,41,0.366,,
4095,福来剛,117.0,0.179,3.0,0.0,0.179,全国,65.0,21.0,0.429,○,,31.0,0.258,0.161,,39,0.641,36,0.556,,
4766,石井孝之,84.0,0.107,4.0,0.5,0.107,全国,18.0,13.0,0.231,,,29.0,0.034,0.103,,27,0.222,27,0.148,●,●
5053,山口広樹,100.0,0.11,4.0,0.0,0.11,全国,28.0,13.0,0.385,,,40.0,0.025,0.075,○,31,0.226,34,0.088,●,●
3619,長谷川充,104.0,0.115,9.0,0.333,0.115,全国,38.0,24.0,0.375,,,32.0,0.062,0.0,,32,0.344,35,0.086,●,
5244,黒田剛,76.0,0.132,5.0,0.0,0.132,全国,17.0,12.0,0.167,,,18.0,0.0,0.056,,26,0.038,17,0.118,●,●
4630,岩永雅人,105.0,0.21,6.0,0.167,0.21,全国,45.0,21.0,0.476,○,,41.0,0.122,0.122,○,26,0.462,44,0.295,,
3583,齋藤智裕,83.0,0.096,8.0,0.125,0.096,全国,22.0,21.0,0.429,,,28.0,0.0,0.107,,26,0.192,25,0.16,●,●
3412,鈴木博,138.0,0.261,4.0,0.25,0.261,全国,60.0,19.0,0.526,,,47.0,0.213,0.277,○,44,0.591,42,0.595,,
2538,高橋二朗,80.0,0.125,3.0,0.333,0.125,全国,25.0,23.0,0.217,,,19.0,0.0,0.053,,27,0.185,20,0.1,●,●
4578,藤山雅弘,107.0,0.159,9.0,0.0,0.159,全国,43.0,11.0,0.545,,,34.0,0.088,0.118,,40,0.375,31,0.194,●,
4555,富永大一,105.0,0.2,5.0,0.4,0.2,全国,45.0,19.0,0.368,,,37.0,0.135,0.162,,27,0.519,37,0.297,,
5349,宮崎奏磨,148.0,0.007,4.0,0.0,0.007,全国,3.0,3.0,0.0,,,65.0,0.0,0.0,○,47,0.043,53,0.0,●,●
5304,井田涼介,95.0,0.011,4.0,0.0,0.011,全国,11.0,10.0,0.0,,,44.0,0.045,0.023,○,30,0.033,30,0.1,●,●
3740,大澤普司,125.0,0.2,3.0,0.667,0.2,全国,56.0,21.0,0.714,○,残す型,38.0,0.132,0.158,,39,0.564,44,0.545,,
4735,角山雄哉,96.0,0.177,4.0,0.25,0.177,全国,27.0,15.0,0.333,,,27.0,0.0,0.148,,32,0.406,28,0.143,●,
5343,小林礼央,152.0,0.184,,,0.184,全国,3.0,2.0,0.5,,,73.0,0.11,0.137,○,49,0.49,59,0.237,●,
5107,松本真広,89.0,0.146,11.0,0.0,0.146,全国,18.0,9.0,0.222,,,29.0,0.034,0.138,,26,0.269,22,0.273,,
4343,村岡賢,97.0,0.186,2.0,0.0,0.186,全国,28.0,20.0,0.25,,,24.0,0.0,0.083,,39,0.256,28,0.179,●,
5012,加倉侑征,90.0,0.156,3.0,0.0,0.156,全国,37.0,20.0,0.4,,,35.0,0.114,0.171,,28,0.393,37,0.351,,
4430,永田秀二,126.0,0.222,9.0,0.111,0.222,全国,49.0,25.0,0.48,○,,36.0,0.194,0.222,,36,0.417,38,0.421,,
5154,村松栄太,104.0,0.163,4.0,0.0,0.163,全国,23.0,15.0,0.2,,,31.0,0.097,0.161,,42,0.286,22,0.318,,
4437,中田元泰,127.0,0.205,,,0.205,全国,55.0,12.0,0.583,,,40.0,0.075,0.15,○,43,0.465,40,0.275,,
