regno,選手名,全国外n,全国外3着率,当地外n,当地外3着率,採用外3着率,外3着源,n1c,負け,残し率,残し有効,型,n6,6コ2着率,6コ3着率,6残し有効,艇番5乗艇,艇番5_3連対率,艇番6乗艇,艇番6_3連対率,6ヒモ外し候補,艇番5低率
3783,瓜生正義,115.0,0.243,4.0,0.0,0.243,全国,56.0,28.0,0.464,○,,31.0,0.097,0.258,,42,0.524,41,0.341,,
3277,齋藤勇,97.0,0.124,8.0,0.25,0.124,全国,33.0,23.0,0.217,,,26.0,0.038,0.115,,38,0.263,27,0.148,●,
4241,大串重幸,112.0,0.268,,,0.268,全国,44.0,18.0,0.444,,,33.0,0.121,0.273,,38,0.447,36,0.389,,
5162,松尾怜実,43.0,0.093,,,0.093,全国,12.0,10.0,0.3,,,15.0,0.0,0.067,,16,0.125,15,0.067,●,●
4529,嶋義信,112.0,0.223,,,0.223,全国,40.0,14.0,0.286,,,36.0,0.056,0.194,,39,0.41,37,0.297,,
4704,河野大,127.0,0.228,3.0,0.333,0.228,全国,55.0,17.0,0.412,,,47.0,0.128,0.149,○,40,0.575,42,0.31,,
3907,村越篤,119.0,0.185,4.0,0.0,0.185,全国,44.0,16.0,0.312,,,38.0,0.026,0.132,,41,0.341,38,0.211,●,
4950,高岡竜也,110.0,0.2,,,0.2,全国,44.0,8.0,0.375,,,33.0,0.061,0.182,,39,0.487,33,0.273,,
3906,飯山晃三,113.0,0.097,4.0,0.25,0.097,全国,28.0,16.0,0.5,,,33.0,0.121,0.121,,40,0.3,31,0.258,,
3977,山本兼士,119.0,0.143,10.0,0.3,0.143,全国,32.0,21.0,0.238,,,35.0,0.086,0.029,,35,0.229,32,0.188,●,●
5329,金子龍斗,115.0,0.174,,,0.174,全国,17.0,11.0,0.545,,,36.0,0.083,0.083,,41,0.39,35,0.286,,
4314,青木幸太郎,114.0,0.149,5.0,0.2,0.149,全国,47.0,12.0,0.583,,,38.0,0.079,0.132,,36,0.361,40,0.3,,
4713,白神優,134.0,0.269,,,0.269,全国,62.0,16.0,0.438,,,44.0,0.182,0.25,○,43,0.581,52,0.5,,
3333,丸尾義孝,131.0,0.275,14.0,0.214,0.275,全国,60.0,22.0,0.636,○,残す型,33.0,0.091,0.333,,41,0.463,40,0.45,,
3175,渡辺千草,92.0,0.152,11.0,0.182,0.152,全国,23.0,21.0,0.238,,,25.0,0.04,0.12,,31,0.258,26,0.115,●,
4623,中北将史,114.0,0.175,21.0,0.238,0.175,全国,34.0,16.0,0.312,,,25.0,0.0,0.12,,43,0.279,33,0.152,●,
5230,石原凪紗,91.0,0.099,6.0,0.0,0.099,全国,23.0,13.0,0.308,,,32.0,0.0,0.094,,29,0.276,31,0.097,●,
3909,佐々木康幸,104.0,0.163,7.0,0.143,0.163,全国,53.0,12.0,0.417,,,7.0,0.286,0.0,,37,0.568,36,0.472,,
3983,須藤博倫,126.0,0.198,,,0.198,全国,45.0,16.0,0.5,,,35.0,0.114,0.171,,40,0.575,40,0.325,,
5165,小林愛実,100.0,0.2,,,0.2,全国,27.0,19.0,0.316,,,33.0,0.061,0.152,,37,0.297,33,0.212,●,
3478,嶋田貴支,100.0,0.21,3.0,0.0,0.21,全国,28.0,13.0,0.462,,,32.0,0.062,0.219,,37,0.378,31,0.258,,
3587,武田信一,112.0,0.134,,,0.134,全国,33.0,22.0,0.182,,,39.0,0.026,0.077,,38,0.263,34,0.118,●,
5315,浅井翼,100.0,0.04,,,0.04,全国,18.0,16.0,0.25,,,47.0,0.021,0.0,○,34,0.147,37,0.054,●,●
4015,前野竜一,124.0,0.21,,,0.21,全国,52.0,22.0,0.318,○,飛ぶ型,44.0,0.068,0.205,○,37,0.432,41,0.268,,
3741,松尾基成,95.0,0.063,,,0.063,全国,22.0,14.0,0.286,,,22.0,0.0,0.045,,34,0.147,23,0.043,●,●
4055,吉田俊彦,130.0,0.246,4.0,0.25,0.246,全国,58.0,19.0,0.632,,,24.0,0.042,0.125,,49,0.592,41,0.415,,
4566,塩田北斗,115.0,0.217,9.0,0.333,0.217,全国,46.0,10.0,0.4,,,30.0,0.033,0.233,,39,0.513,37,0.351,,
3233,小畑実成,99.0,0.192,,,0.192,全国,30.0,19.0,0.211,,,28.0,0.0,0.143,,31,0.194,31,0.129,●,●
5241,門田栞,91.0,0.154,,,0.154,全国,25.0,17.0,0.353,,,36.0,0.083,0.111,,32,0.281,31,0.258,,
3563,堤昇,86.0,0.151,9.0,0.0,0.151,全国,39.0,22.0,0.364,,,12.0,0.083,0.0,,33,0.364,36,0.194,●,
5003,来田衣織,106.0,0.132,,,0.132,全国,27.0,16.0,0.375,,,17.0,0.0,0.059,,40,0.225,25,0.16,●,●
3327,野長瀬正孝,77.0,0.195,,,0.195,全国,50.0,21.0,0.333,○,,5.0,0.2,0.2,,27,0.593,35,0.6,,
4286,平田さやか,136.0,0.184,5.0,0.2,0.184,全国,55.0,29.0,0.655,○,残す型,36.0,0.083,0.111,,43,0.302,45,0.311,,
4509,平見真彦,115.0,0.287,,,0.287,全国,43.0,20.0,0.4,○,,37.0,0.081,0.216,,34,0.441,39,0.359,,
3784,中島友和,93.0,0.194,,,0.194,全国,28.0,18.0,0.556,,,28.0,0.0,0.143,,30,0.333,27,0.148,●,
5071,野見山拓己,97.0,0.144,,,0.144,全国,29.0,17.0,0.176,,,28.0,0.0,0.107,,33,0.152,30,0.233,●,●
4446,和田兼輔,126.0,0.262,8.0,0.25,0.262,全国,59.0,10.0,0.5,,,38.0,0.079,0.289,,38,0.658,45,0.422,,
5026,安河内健,121.0,0.149,9.0,0.111,0.149,全国,56.0,9.0,0.444,,,37.0,0.108,0.135,,41,0.512,38,0.289,,
3484,芝田浩治,115.0,0.183,7.0,0.286,0.183,全国,52.0,22.0,0.5,○,,29.0,0.034,0.103,,38,0.289,35,0.2,●,
3690,河合三弘,107.0,0.121,,,0.121,全国,30.0,19.0,0.421,,,34.0,0.059,0.088,,37,0.297,30,0.133,●,
5106,山崎祥,98.0,0.235,7.0,0.0,0.235,全国,33.0,18.0,0.5,,,28.0,0.036,0.179,,36,0.444,28,0.214,●,
4270,岸本雄貴,96.0,0.156,16.0,0.188,0.156,全国,28.0,13.0,0.538,,,28.0,0.107,0.071,,33,0.242,25,0.2,●,●
5277,井上未都,100.0,0.21,,,0.21,全国,30.0,16.0,0.438,,,30.0,0.033,0.133,,32,0.281,32,0.188,●,
3349,吉田一郎,90.0,0.222,,,0.222,全国,51.0,24.0,0.542,○,,8.0,0.0,0.0,,32,0.344,33,0.515,,
4044,湯川浩司,106.0,0.226,2.0,0.0,0.226,全国,52.0,17.0,0.588,,,29.0,0.069,0.379,,34,0.294,35,0.457,,
3662,大庭元明,116.0,0.147,5.0,0.4,0.147,全国,42.0,21.0,0.667,○,残す型,47.0,0.085,0.17,○,32,0.5,45,0.267,,
5173,谷口佳蓮,107.0,0.121,5.0,0.2,0.121,全国,31.0,9.0,0.444,,,32.0,0.0,0.094,,37,0.324,31,0.097,●,
3839,川合理司,115.0,0.122,5.0,0.0,0.122,全国,30.0,24.0,0.208,,,34.0,0.029,0.118,,39,0.179,29,0.207,●,●
3661,柳瀬興志,110.0,0.209,2.0,0.0,0.209,全国,46.0,26.0,0.385,○,,36.0,0.111,0.194,,36,0.306,39,0.282,,
4409,坂元浩仁,114.0,0.219,12.0,0.167,0.219,全国,54.0,12.0,0.417,,,37.0,0.081,0.135,,38,0.553,39,0.359,,
3679,飯島昌弘,127.0,0.26,9.0,0.222,0.26,全国,48.0,11.0,0.545,,,26.0,0.077,0.192,,42,0.286,34,0.412,,
4837,酒井陽祐,94.0,0.245,5.0,0.0,0.245,全国,28.0,17.0,0.647,,,24.0,0.083,0.083,,33,0.364,27,0.222,●,
5222,津田陸翔,101.0,0.198,3.0,0.333,0.198,全国,45.0,16.0,0.188,,,31.0,0.129,0.097,,34,0.412,37,0.27,,
4053,芦澤望,105.0,0.19,,,0.19,全国,40.0,18.0,0.389,,,33.0,0.061,0.152,,33,0.515,33,0.273,,
3998,冨成謙児,100.0,0.13,5.0,0.0,0.13,全国,29.0,18.0,0.667,,,28.0,0.0,0.071,,40,0.275,27,0.074,●,
3804,中渡修作,111.0,0.144,,,0.144,全国,30.0,20.0,0.4,,,31.0,0.097,0.097,,39,0.205,28,0.286,,●
4775,千葉真弥,82.0,0.159,,,0.159,全国,35.0,10.0,0.6,,,26.0,0.0,0.077,,27,0.444,26,0.154,●,
3470,新田芳美,82.0,0.232,,,0.232,全国,31.0,20.0,0.1,,,28.0,0.071,0.214,,28,0.393,23,0.304,,
4844,村上奈穂,111.0,0.144,,,0.144,全国,33.0,22.0,0.318,,,30.0,0.033,0.167,,41,0.195,29,0.241,●,●
3207,田村美和,75.0,0.08,,,0.08,全国,28.0,25.0,0.2,,,22.0,0.0,0.091,,25,0.12,20,0.1,●,●
3334,角ひとみ,118.0,0.22,,,0.22,全国,54.0,26.0,0.308,○,飛ぶ型,31.0,0.032,0.129,,37,0.27,38,0.237,●,
4408,仁科さやか,79.0,0.076,,,0.076,全国,19.0,10.0,0.4,,,17.0,0.059,0.0,,28,0.25,21,0.095,●,
4136,江夏満,97.0,0.289,7.0,0.286,0.289,全国,50.0,17.0,0.529,,,36.0,0.139,0.333,,29,0.586,36,0.5,,
4666,日笠勝弘,58.0,0.138,,,0.138,全国,12.0,8.0,0.5,,,22.0,0.0,0.045,,21,0.286,17,0.059,●,
4776,竹田和哉,132.0,0.273,8.0,0.0,0.273,全国,66.0,14.0,0.571,,,41.0,0.049,0.415,○,46,0.609,46,0.5,,
4979,中野夢斗,106.0,0.189,,,0.189,全国,35.0,12.0,0.417,,,27.0,0.037,0.259,,38,0.395,28,0.321,,
4103,山崎善庸,89.0,0.112,,,0.112,全国,29.0,22.0,0.091,,,30.0,0.0,0.067,,28,0.107,28,0.107,●,●
3430,角浜修,110.0,0.109,9.0,0.222,0.109,全国,30.0,16.0,0.375,,,26.0,0.038,0.038,,37,0.297,30,0.1,●,
4011,堀之内紀代子,102.0,0.196,11.0,0.091,0.196,全国,37.0,12.0,0.417,,,35.0,0.114,0.171,,31,0.419,34,0.441,,
5088,高憧四季,140.0,0.157,4.0,0.5,0.157,全国,77.0,23.0,0.565,○,,41.0,0.171,0.146,○,49,0.429,44,0.477,,
4443,津田裕絵,121.0,0.207,,,0.207,全国,44.0,23.0,0.522,○,,30.0,0.067,0.267,,44,0.341,31,0.355,,
4224,大橋栄里佳,113.0,0.23,5.0,0.2,0.23,全国,36.0,17.0,0.294,,,34.0,0.176,0.118,,37,0.351,36,0.306,,
5326,三嶌さらら,158.0,0.139,,,0.139,全国,27.0,18.0,0.111,,,59.0,0.034,0.102,○,53,0.226,53,0.189,●,●
5334,樫葉新心,109.0,0.073,3.0,0.333,0.073,全国,24.0,20.0,0.15,,,37.0,0.0,0.054,,39,0.128,35,0.057,●,●
4092,岡部大輔,87.0,0.195,,,0.195,全国,30.0,12.0,0.083,,,32.0,0.125,0.094,,31,0.355,30,0.233,●,
5125,高井雄基,91.0,0.198,8.0,0.125,0.198,全国,43.0,16.0,0.188,,,32.0,0.094,0.312,,31,0.484,31,0.387,,
3853,岩崎正哉,115.0,0.174,,,0.174,全国,46.0,13.0,0.692,,,33.0,0.03,0.152,,38,0.158,43,0.209,●,●
4465,大西賢,83.0,0.169,5.0,0.4,0.169,全国,22.0,13.0,0.154,,,26.0,0.0,0.154,,27,0.296,24,0.167,●,
5311,小林京平,105.0,0.171,,,0.171,全国,24.0,11.0,0.364,,,29.0,0.103,0.103,,39,0.436,27,0.185,●,
3618,海野ゆかり,117.0,0.197,,,0.197,全国,58.0,21.0,0.429,○,,37.0,0.081,0.108,,38,0.447,37,0.297,,
3355,橋谷田佳織,40.0,0.1,,,0.1,全国,12.0,12.0,0.0,,,9.0,0.0,0.0,,15,0.133,11,0.0,,●
4720,西澤日花里,90.0,0.2,4.0,0.5,0.2,全国,24.0,16.0,0.125,,,29.0,0.0,0.172,,32,0.219,28,0.179,●,●
5295,田上凜,132.0,0.129,8.0,0.25,0.129,全国,18.0,11.0,0.091,,,63.0,0.079,0.063,○,33,0.364,34,0.235,●,
4510,坂本奈央,58.0,0.034,,,0.034,全国,15.0,13.0,0.154,,,15.0,0.0,0.0,,20,0.1,16,0.0,●,●
4515,藤田浩人,129.0,0.225,4.0,0.0,0.225,全国,55.0,13.0,0.538,,,46.0,0.043,0.239,○,44,0.432,42,0.31,,
3684,清水攻二,110.0,0.164,9.0,0.222,0.164,全国,42.0,19.0,0.632,,,31.0,0.032,0.129,,30,0.433,38,0.184,●,
3710,吉永泰弘,111.0,0.153,,,0.153,全国,31.0,20.0,0.4,,,28.0,0.107,0.071,,40,0.325,32,0.25,,
3509,池千夏,69.0,0.116,,,0.116,全国,22.0,18.0,0.444,,,17.0,0.059,0.176,,22,0.227,21,0.19,●,●
3999,大瀧明日香,127.0,0.26,4.0,0.0,0.26,全国,62.0,21.0,0.619,○,,34.0,0.118,0.265,,44,0.364,39,0.436,,
4939,宮之原輝紀,105.0,0.162,9.0,0.0,0.162,全国,51.0,10.0,0.4,,,39.0,0.256,0.205,,37,0.459,38,0.526,,
4803,飯田庄吾,87.0,0.149,4.0,0.0,0.149,全国,22.0,17.0,0.235,,,27.0,0.0,0.111,,33,0.273,24,0.042,●,
4784,向井田真紀,70.0,0.043,6.0,0.0,0.043,全国,19.0,12.0,0.333,,,23.0,0.087,0.043,,25,0.12,23,0.13,●,●
5362,中嶋世奈,124.0,0.056,5.0,0.2,0.056,全国,6.0,5.0,0.2,,,56.0,0.0,0.054,○,36,0.111,51,0.039,●,●
4398,船岡洋一郎,137.0,0.197,7.0,0.143,0.197,全国,68.0,15.0,0.6,,,40.0,0.15,0.125,○,44,0.568,42,0.333,,
4411,沢田昭宏,124.0,0.21,4.0,0.25,0.21,全国,48.0,18.0,0.5,,,43.0,0.07,0.116,○,40,0.475,42,0.238,●,
3435,寺田千恵,113.0,0.265,,,0.265,全国,56.0,17.0,0.647,,,27.0,0.074,0.259,,36,0.444,31,0.387,,
4963,實森美祐,116.0,0.216,5.0,0.0,0.216,全国,49.0,12.0,0.583,,,33.0,0.121,0.152,,37,0.351,35,0.286,,
4938,小芦るり華,108.0,0.269,,,0.269,全国,56.0,15.0,0.667,,,30.0,0.033,0.333,,40,0.475,35,0.457,,
5243,三馬崇史,116.0,0.19,4.0,0.0,0.19,全国,39.0,20.0,0.35,,,29.0,0.103,0.103,,32,0.375,36,0.278,,
3392,小森信雄,89.0,0.124,12.0,0.167,0.124,全国,33.0,22.0,0.227,,,30.0,0.033,0.133,,32,0.156,28,0.179,●,●
4790,柳内敬太,130.0,0.254,,,0.254,全国,57.0,12.0,0.333,,,43.0,0.07,0.186,○,36,0.389,44,0.341,,
3955,眞田英二,73.0,0.247,2.0,0.0,0.247,全国,20.0,12.0,0.583,,,21.0,0.0,0.143,,23,0.348,23,0.174,●,
4615,板倉敦史,93.0,0.14,,,0.14,全国,22.0,15.0,0.333,,,21.0,0.0,0.095,,38,0.289,21,0.143,●,
5336,瀬川大地,67.0,0.045,,,0.045,全国,11.0,9.0,0.222,,,23.0,0.0,0.0,,25,0.12,18,0.0,●,●
4080,山崎哲司,40.0,0.125,,,0.125,全国,17.0,2.0,0.0,,,14.0,0.214,0.071,,13,0.462,17,0.471,,
4953,尾上雅也,117.0,0.154,9.0,0.333,0.154,全国,47.0,8.0,0.125,,,36.0,0.111,0.167,,37,0.486,39,0.487,,
4404,岸蔭亮,104.0,0.106,6.0,0.0,0.106,全国,24.0,17.0,0.118,,,31.0,0.032,0.0,,35,0.257,31,0.065,●,
4329,小松卓司,113.0,0.204,6.0,0.167,0.204,全国,30.0,20.0,0.55,,,30.0,0.0,0.1,,37,0.27,31,0.097,●,
5047,國分将太郎,97.0,0.206,,,0.206,全国,30.0,16.0,0.312,,,32.0,0.0,0.25,,31,0.29,30,0.3,,
5403,藤山湧太,154.0,0.052,,,0.052,全国,,,,,,117.0,0.026,0.026,○,54,0.074,84,0.071,●,●
4983,前田篤哉,119.0,0.193,,,0.193,全国,67.0,20.0,0.55,○,,39.0,0.179,0.231,,40,0.5,43,0.558,,
3282,池本輝明,96.0,0.167,,,0.167,全国,30.0,17.0,0.412,,,21.0,0.0,0.19,,36,0.194,22,0.227,●,●
4718,北川太一,105.0,0.171,6.0,0.333,0.171,全国,48.0,20.0,0.35,○,,33.0,0.091,0.212,,31,0.581,38,0.395,,
4945,上村宏太,122.0,0.205,10.0,0.3,0.205,全国,22.0,21.0,0.19,,,31.0,0.065,0.097,,38,0.211,32,0.156,●,●
4544,松田大志郎,128.0,0.211,10.0,0.1,0.211,全国,82.0,20.0,0.45,○,,35.0,0.229,0.371,,42,0.762,46,0.696,,
5404,内田壮,144.0,0.056,,,0.056,全国,,,,,,132.0,0.015,0.061,○,45,0.089,92,0.076,●,●
4066,東本勝利,122.0,0.393,,,0.393,全国,46.0,16.0,0.438,,,40.0,0.125,0.375,○,39,0.564,41,0.512,,
3788,一宮稔弘,77.0,0.091,4.0,0.0,0.091,全国,23.0,11.0,0.273,,,21.0,0.143,0.048,,28,0.357,19,0.158,●,
5014,梶山涼斗,99.0,0.141,,,0.141,全国,24.0,14.0,0.357,,,27.0,0.037,0.037,,31,0.323,27,0.074,●,
3072,西田靖,,,,,,全国,45.0,30.0,0.367,○,,,,,,31,0.226,23,0.391,,●
3722,西村秀樹,90.0,0.122,5.0,0.0,0.122,全国,21.0,20.0,0.35,,,30.0,0.0,0.133,,34,0.118,27,0.111,●,●
3350,藤本佳史,103.0,0.175,13.0,0.385,0.175,全国,35.0,14.0,0.429,,,31.0,0.032,0.097,,30,0.4,34,0.147,●,
4973,栗原直也,111.0,0.153,,,0.153,全国,40.0,19.0,0.211,,,40.0,0.025,0.125,○,39,0.462,34,0.206,●,
4710,福田宗平,124.0,0.242,8.0,0.375,0.242,全国,58.0,17.0,0.471,,,41.0,0.098,0.22,○,45,0.511,43,0.349,,
4839,四宮与寛,100.0,0.2,,,0.2,全国,42.0,20.0,0.35,○,,28.0,0.143,0.214,,32,0.531,31,0.387,,
3792,田中豪,97.0,0.186,,,0.186,全国,39.0,19.0,0.684,,,28.0,0.107,0.179,,33,0.424,34,0.382,,
4346,前田健太郎,117.0,0.094,4.0,0.25,0.094,全国,32.0,17.0,0.235,,,39.0,0.051,0.128,,40,0.275,34,0.147,●,
5375,庄島潤成,156.0,0.083,,,0.083,全国,,,,,,87.0,0.046,0.08,○,47,0.085,62,0.129,●,●
4934,佐々木翔斗,116.0,0.198,4.0,0.25,0.198,全国,50.0,23.0,0.565,○,,39.0,0.051,0.128,,37,0.486,40,0.2,●,
4656,大崎翔,100.0,0.15,9.0,0.0,0.15,全国,27.0,15.0,0.467,,,26.0,0.077,0.192,,36,0.417,25,0.32,,
4600,井内将太郎,111.0,0.297,,,0.297,全国,46.0,13.0,0.231,,,31.0,0.0,0.226,,33,0.485,40,0.375,,
4145,小澤学,102.0,0.186,4.0,0.0,0.186,全国,26.0,23.0,0.217,,,23.0,0.0,0.087,,36,0.222,23,0.087,●,●
4522,古澤光紀,106.0,0.17,,,0.17,全国,52.0,10.0,0.3,,,36.0,0.056,0.111,,34,0.294,39,0.231,●,
3849,中岡正彦,57.0,0.211,,,0.211,全国,61.0,12.0,0.667,,,5.0,0.0,0.6,,33,0.667,38,0.658,,
3963,原田秀弥,105.0,0.143,,,0.143,全国,44.0,23.0,0.304,○,飛ぶ型,35.0,0.029,0.2,,36,0.417,41,0.293,,
3931,黒崎竜也,95.0,0.253,13.0,0.308,0.253,全国,31.0,13.0,0.462,,,37.0,0.108,0.27,,30,0.367,35,0.429,,
4264,長尾章平,125.0,0.264,4.0,0.0,0.264,全国,65.0,19.0,0.526,,,30.0,0.267,0.167,,32,0.688,39,0.59,,
4079,出畑孝典,122.0,0.262,4.0,0.25,0.262,全国,51.0,20.0,0.45,○,,38.0,0.105,0.158,,39,0.333,42,0.286,,
3615,横田茂,105.0,0.057,1.0,0.0,0.057,全国,33.0,21.0,0.619,,,28.0,0.0,0.036,,33,0.152,33,0.061,●,●
4732,堀本和也,128.0,0.25,3.0,0.667,0.25,全国,59.0,17.0,0.647,,,28.0,0.036,0.214,,48,0.562,45,0.4,,
5166,仲道大輔,108.0,0.324,,,0.324,全国,47.0,18.0,0.333,,,37.0,0.027,0.324,,38,0.632,38,0.395,,
4583,古田祐貴,123.0,0.244,6.0,0.167,0.244,全国,50.0,21.0,0.524,○,,42.0,0.024,0.214,○,40,0.375,41,0.22,●,
5207,高山敬悟,87.0,0.138,,,0.138,全国,19.0,8.0,0.375,,,28.0,0.036,0.071,,30,0.433,25,0.16,●,
5235,岩田凌,47.0,0.085,4.0,0.0,0.085,全国,11.0,10.0,0.2,,,16.0,0.0,0.062,,16,0.062,13,0.077,,●
4100,松田隆司,105.0,0.19,5.0,0.2,0.19,全国,28.0,12.0,0.167,,,27.0,0.0,0.148,,35,0.371,27,0.185,●,
5351,齊藤廉,105.0,0.162,,,0.162,全国,18.0,9.0,0.333,,,39.0,0.026,0.179,,36,0.333,34,0.294,,
4422,永井亮次,95.0,0.105,6.0,0.167,0.105,全国,26.0,10.0,0.6,,,29.0,0.069,0.138,,34,0.265,26,0.231,●,
5285,若林麗,92.0,0.098,5.0,0.0,0.098,全国,26.0,21.0,0.238,,,35.0,0.029,0.143,,27,0.074,32,0.188,●,●
4631,新井英孝,103.0,0.165,4.0,0.0,0.165,全国,28.0,11.0,0.455,,,29.0,0.103,0.069,,37,0.432,28,0.179,●,
4436,渋谷明憲,112.0,0.268,4.0,0.25,0.268,全国,47.0,15.0,0.333,,,37.0,0.0,0.243,,37,0.649,41,0.341,,
3107,平岡重典,68.0,0.132,5.0,0.0,0.132,全国,20.0,16.0,0.062,,,16.0,0.062,0.188,,25,0.12,17,0.235,●,●
4319,三宅潤,125.0,0.208,5.0,0.2,0.208,全国,45.0,18.0,0.5,,,38.0,0.158,0.105,,49,0.449,39,0.256,,
4489,岩川仁士,111.0,0.207,8.0,0.125,0.207,全国,34.0,17.0,0.412,,,30.0,0.033,0.1,,38,0.395,34,0.206,●,
4639,雑賀勇貴,103.0,0.136,4.0,0.25,0.136,全国,29.0,14.0,0.643,,,17.0,0.0,0.118,,37,0.189,21,0.143,●,●
4134,杉山貴博,114.0,0.228,8.0,0.25,0.228,全国,47.0,22.0,0.5,○,,35.0,0.143,0.229,,38,0.447,37,0.405,,
4325,新出浩司,88.0,0.239,8.0,0.25,0.239,全国,32.0,23.0,0.348,,,29.0,0.0,0.138,,30,0.333,26,0.115,●,
4815,伏島祐介,80.0,0.188,,,0.188,全国,23.0,12.0,0.083,,,38.0,0.079,0.105,,25,0.36,31,0.194,●,
4572,渡部悟,98.0,0.184,5.0,0.2,0.184,全国,41.0,16.0,0.375,,,36.0,0.194,0.194,,32,0.438,34,0.382,,
5393,藤原駿,142.0,0.014,,,0.014,全国,,,,,,122.0,0.0,0.008,○,40,0.025,87,0.011,●,●
4832,権藤俊光,118.0,0.246,10.0,0.4,0.246,全国,53.0,18.0,0.444,,,34.0,0.088,0.294,,39,0.538,34,0.471,,
5253,藤井太雅,71.0,0.085,4.0,0.25,0.085,全国,11.0,10.0,0.0,,,40.0,0.05,0.1,○,17,0.176,39,0.179,●,●
4608,荒井翔伍,103.0,0.223,5.0,0.0,0.223,全国,46.0,20.0,0.6,○,,31.0,0.032,0.226,,33,0.364,33,0.242,●,
4345,西舘健,108.0,0.139,10.0,0.2,0.139,全国,44.0,21.0,0.571,○,,39.0,0.179,0.051,,32,0.406,38,0.211,●,
3293,宮内由紀英,91.0,0.209,9.0,0.222,0.209,全国,26.0,23.0,0.174,,,28.0,0.071,0.107,,32,0.219,28,0.25,,●
4875,大塚康雅,98.0,0.173,8.0,0.125,0.173,全国,32.0,21.0,0.286,,,27.0,0.074,0.037,,30,0.4,29,0.207,●,
4928,栗城匠,99.0,0.232,4.0,0.25,0.232,全国,46.0,19.0,0.526,,,29.0,0.069,0.207,,28,0.536,34,0.353,,
4330,奈須啓太,109.0,0.239,,,0.239,全国,48.0,16.0,0.438,,,29.0,0.0,0.207,,37,0.568,37,0.216,●,
4059,入澤友治,112.0,0.134,5.0,0.2,0.134,全国,35.0,20.0,0.4,,,36.0,0.139,0.111,,33,0.394,37,0.297,,
3869,井芹大志,94.0,0.149,5.0,0.4,0.149,全国,23.0,14.0,0.5,,,23.0,0.0,0.087,,38,0.211,23,0.13,●,●
4575,戸塚邦好,98.0,0.255,4.0,0.5,0.255,全国,34.0,9.0,0.556,,,29.0,0.207,0.241,,33,0.545,26,0.5,,
4085,荻野裕介,78.0,0.256,,,0.256,全国,18.0,12.0,0.417,,,29.0,0.103,0.241,,26,0.577,25,0.4,,
4641,磯村匠,97.0,0.247,,,0.247,全国,23.0,12.0,0.417,,,27.0,0.074,0.185,,32,0.312,28,0.321,,
4424,松尾昂明,129.0,0.24,9.0,0.222,0.24,全国,56.0,12.0,0.25,,,42.0,0.095,0.262,○,37,0.459,44,0.386,,
4023,柴田友和,88.0,0.102,3.0,0.0,0.102,全国,24.0,17.0,0.353,,,30.0,0.033,0.033,,32,0.312,24,0.125,●,
4094,中島真二,94.0,0.191,9.0,0.333,0.191,全国,26.0,12.0,0.417,,,27.0,0.037,0.148,,29,0.241,30,0.233,●,●
5104,山田丈,88.0,0.193,,,0.193,全国,34.0,14.0,0.357,,,24.0,0.0,0.125,,29,0.414,33,0.364,,
4287,今井貴士,102.0,0.245,6.0,0.167,0.245,全国,44.0,16.0,0.688,,,39.0,0.179,0.308,,31,0.355,39,0.487,,
4232,笠雅雄,102.0,0.157,4.0,0.0,0.157,全国,27.0,19.0,0.211,,,30.0,0.067,0.133,,40,0.375,29,0.276,,
5046,松山裕基,99.0,0.182,9.0,0.333,0.182,全国,25.0,15.0,0.133,,,27.0,0.074,0.259,,34,0.294,31,0.387,,
4151,下河誉史,101.0,0.168,,,0.168,全国,40.0,19.0,0.316,,,13.0,0.154,0.077,,36,0.25,38,0.342,,
3997,北村征嗣,132.0,0.318,14.0,0.214,0.318,全国,69.0,20.0,0.55,○,,32.0,0.094,0.25,,48,0.542,38,0.395,,
4406,幸野史明,124.0,0.145,5.0,0.0,0.145,全国,26.0,13.0,0.462,,,48.0,0.021,0.083,○,43,0.326,32,0.156,●,
4659,木下翔太,118.0,0.271,7.0,0.429,0.271,全国,57.0,12.0,0.333,,,32.0,0.156,0.188,,38,0.5,39,0.462,,
4848,仲谷颯仁,114.0,0.202,5.0,0.4,0.202,全国,48.0,13.0,0.769,,,35.0,0.143,0.171,,38,0.474,40,0.375,,
4831,羽野直也,94.0,0.319,5.0,0.4,0.319,全国,40.0,12.0,0.5,,,29.0,0.034,0.241,,33,0.455,30,0.4,,
3602,奥平拓也,95.0,0.2,,,0.2,全国,26.0,21.0,0.238,,,29.0,0.034,0.103,,36,0.361,29,0.207,●,
4561,藤山翔大,91.0,0.154,2.0,0.5,0.154,全国,44.0,19.0,0.526,,,17.0,0.0,0.059,,37,0.351,37,0.351,,
4485,楠原正剛,110.0,0.191,1.0,1.0,0.191,全国,37.0,25.0,0.48,,,29.0,0.069,0.103,,38,0.395,36,0.222,●,
4504,前田将太,114.0,0.193,4.0,0.5,0.193,全国,55.0,19.0,0.368,,,35.0,0.143,0.229,,37,0.405,40,0.425,,
3680,森林太,104.0,0.144,5.0,0.2,0.144,全国,28.0,24.0,0.417,,,28.0,0.0,0.071,,34,0.353,30,0.067,●,
5331,佐藤永梧,92.0,0.141,10.0,0.2,0.141,全国,28.0,16.0,0.25,,,41.0,0.073,0.073,○,25,0.36,30,0.133,●,
5263,花田凱成,103.0,0.175,,,0.175,全国,25.0,17.0,0.235,,,30.0,0.0,0.067,,39,0.333,26,0.038,●,
