regno,選手名,全国ダッシュn,全国ダッシュST,全国スローn,全国スローST,当地ダッシュn,当地ダッシュST,当地スローn,当地スローST,採用スローST,スロー源,スロー遅れ,スロー巧者,採用ダッシュST,ダッシュ源,ダッシュ遅れ,ダッシュ巧者
4114,深澤達徳,80.0,0.204,79.0,0.202,4.0,0.16,4.0,0.238,0.202,全国,●,,0.204,全国,●,
4116,川田正人,123.0,0.177,110.0,0.173,,,,,0.173,全国,,,0.177,全国,,
4117,廣中智紗衣,103.0,0.219,123.0,0.202,,,,,0.202,全国,●,,0.219,全国,●,
4118,宇佐見淳,132.0,0.153,139.0,0.143,7.0,0.163,10.0,0.124,0.124,当地,,●,0.153,全国,,
4119,泥谷一毅,110.0,0.178,122.0,0.173,8.0,0.208,12.0,0.187,0.187,当地,●,,0.178,全国,,
4120,柘植政浩,131.0,0.174,140.0,0.157,9.0,0.164,9.0,0.122,0.157,全国,,,0.174,全国,,
4121,富永修一,107.0,0.14,110.0,0.143,9.0,0.144,10.0,0.114,0.114,当地,,●,0.14,全国,,
4122,安東幸治,126.0,0.174,150.0,0.163,4.0,0.143,5.0,0.184,0.163,全国,,,0.174,全国,,
4123,細川裕子,117.0,0.194,150.0,0.189,4.0,0.258,7.0,0.21,0.189,全国,●,,0.194,全国,●,
4124,池田雄一,101.0,0.166,126.0,0.166,7.0,0.174,11.0,0.149,0.149,当地,,,0.166,全国,,
4128,川口貴久,91.0,0.16,91.0,0.147,,,,,0.147,全国,,,0.16,全国,,
4129,宇野博之,93.0,0.192,87.0,0.174,3.0,0.2,3.0,0.183,0.174,全国,,,0.192,全国,●,
4131,原豊土,100.0,0.172,99.0,0.156,5.0,0.172,6.0,0.167,0.156,全国,,,0.172,全国,,
4133,高橋正男,109.0,0.162,136.0,0.159,4.0,0.202,4.0,0.153,0.159,全国,,,0.162,全国,,
4134,杉山貴博,114.0,0.173,126.0,0.147,8.0,0.198,11.0,0.127,0.127,当地,,●,0.173,全国,,
4136,江夏満,97.0,0.183,118.0,0.148,7.0,0.181,10.0,0.168,0.168,当地,,,0.183,全国,●,
4137,君島秀三,120.0,0.135,158.0,0.136,8.0,0.156,11.0,0.158,0.158,当地,,,0.135,全国,,
4138,中井俊祐,101.0,0.149,106.0,0.177,4.0,0.155,6.0,0.162,0.177,全国,,,0.149,全国,,
4139,丹下健,96.0,0.19,98.0,0.166,5.0,0.182,4.0,0.122,0.166,全国,,,0.19,全国,●,
4140,梶野学志,96.0,0.167,116.0,0.151,5.0,0.21,6.0,0.168,0.151,全国,,,0.167,全国,,
4142,平野和明,107.0,0.181,121.0,0.165,5.0,0.172,5.0,0.194,0.165,全国,,,0.181,全国,●,
4143,浦田晃嗣,96.0,0.156,84.0,0.157,,,,,0.157,全国,,,0.156,全国,,
4144,石塚久也,112.0,0.177,126.0,0.182,12.0,0.196,13.0,0.182,0.182,当地,●,,0.196,当地,●,
4145,小澤学,102.0,0.263,102.0,0.242,4.0,0.258,5.0,0.274,0.242,全国,●,,0.263,全国,●,
4146,柳橋宏紀,114.0,0.145,126.0,0.149,8.0,0.13,8.0,0.098,0.149,全国,,,0.145,全国,,
4148,枝尾賢,119.0,0.146,123.0,0.153,9.0,0.112,9.0,0.146,0.153,全国,,,0.146,全国,,
4150,山田雄太,110.0,0.142,128.0,0.146,,,,,0.146,全国,,,0.142,全国,,
4151,下河誉史,101.0,0.199,126.0,0.177,,,,,0.177,全国,,,0.199,全国,●,
4152,深水慎一郎,86.0,0.173,98.0,0.168,2.0,0.255,2.0,0.17,0.168,全国,,,0.173,全国,,
4154,森安弘雅,99.0,0.2,113.0,0.172,,,,,0.172,全国,,,0.2,全国,●,
4155,長野壮志郎,102.0,0.15,124.0,0.155,,,,,0.155,全国,,,0.15,全国,,
4156,浜野孝志,114.0,0.165,132.0,0.155,13.0,0.201,16.0,0.147,0.147,当地,,,0.201,当地,●,
4158,木場雄二郎,106.0,0.159,101.0,0.165,,,,,0.165,全国,,,0.159,全国,,
4159,向後龍一,122.0,0.174,148.0,0.146,8.0,0.195,10.0,0.132,0.132,当地,,,0.174,全国,,
4161,黒柳浩孝,104.0,0.154,116.0,0.166,3.0,0.167,6.0,0.148,0.166,全国,,,0.154,全国,,
4162,竹本太樹,57.0,0.186,59.0,0.158,,,,,0.158,全国,,,0.186,全国,●,
4163,山崎裕司,125.0,0.172,153.0,0.162,,,,,0.162,全国,,,0.172,全国,,
4164,岩永節也,83.0,0.2,92.0,0.171,4.0,0.152,4.0,0.228,0.171,全国,,,0.2,全国,●,
4166,吉田拡郎,125.0,0.119,136.0,0.127,4.0,0.158,5.0,0.104,0.127,全国,,●,0.119,全国,,●
4167,片岡秀樹,101.0,0.16,86.0,0.159,,,,,0.159,全国,,,0.16,全国,,
4168,石野貴之,97.0,0.152,133.0,0.137,3.0,0.19,4.0,0.165,0.137,全国,,,0.152,全国,,
4169,多田有佑,87.0,0.231,79.0,0.2,16.0,0.2,14.0,0.185,0.185,当地,●,,0.2,当地,●,
4171,榎幸司,124.0,0.198,149.0,0.165,5.0,0.134,6.0,0.16,0.165,全国,,,0.198,全国,●,
4172,森定晃史,122.0,0.177,140.0,0.141,7.0,0.2,14.0,0.159,0.159,当地,,,0.177,全国,,
4173,岡谷健吾,107.0,0.172,110.0,0.174,5.0,0.19,4.0,0.158,0.174,全国,,,0.172,全国,,
4174,赤坂俊輔,116.0,0.157,169.0,0.151,5.0,0.138,5.0,0.142,0.151,全国,,,0.157,全国,,
4175,川尻泰輔,93.0,0.14,93.0,0.146,,,,,0.146,全国,,,0.14,全国,,
4176,樋口喜彦,71.0,0.167,59.0,0.158,4.0,0.18,4.0,0.228,0.158,全国,,,0.167,全国,,
4177,萬正嗣,85.0,0.177,79.0,0.163,4.0,0.158,4.0,0.172,0.163,全国,,,0.177,全国,,
4179,広次修,115.0,0.168,121.0,0.147,4.0,0.205,6.0,0.158,0.147,全国,,,0.168,全国,,
4180,上野秀和,106.0,0.161,110.0,0.16,4.0,0.145,5.0,0.116,0.16,全国,,,0.161,全国,,
4181,花本夏樹,86.0,0.232,94.0,0.177,8.0,0.19,9.0,0.181,0.177,全国,,,0.232,全国,●,
4182,吉田和仁,116.0,0.207,116.0,0.166,7.0,0.173,8.0,0.196,0.166,全国,,,0.207,全国,●,
4183,宇野弥生,108.0,0.141,109.0,0.138,5.0,0.212,4.0,0.182,0.138,全国,,,0.141,全国,,
4184,渡邊雄一郎,101.0,0.169,111.0,0.167,5.0,0.174,6.0,0.16,0.167,全国,,,0.169,全国,,
4186,小川時光,76.0,0.17,76.0,0.166,,,,,0.166,全国,,,0.17,全国,,
4188,久田敏之,106.0,0.121,126.0,0.125,4.0,0.118,5.0,0.116,0.125,全国,,●,0.121,全国,,●
4189,川上剛,113.0,0.167,166.0,0.16,,,,,0.16,全国,,,0.167,全国,,
4190,長嶋万記,60.0,0.146,76.0,0.167,,,,,0.167,全国,,,0.146,全国,,
4191,赤羽克也,105.0,0.162,134.0,0.158,6.0,0.15,4.0,0.138,0.158,全国,,,0.162,全国,,
4193,郷原章平,127.0,0.164,153.0,0.137,8.0,0.164,12.0,0.102,0.102,当地,,●,0.164,全国,,
4195,前川守嗣,105.0,0.15,106.0,0.152,5.0,0.132,5.0,0.132,0.152,全国,,,0.15,全国,,
4196,田中太一郎,115.0,0.172,104.0,0.173,,,,,0.173,全国,,,0.172,全国,,
4197,渥美卓郎,92.0,0.185,109.0,0.185,4.0,0.112,5.0,0.192,0.185,全国,●,,0.185,全国,●,
4199,北川潤二,74.0,0.157,234.0,0.148,2.0,0.09,5.0,0.174,0.148,全国,,,0.157,全国,,
4200,早川尚人,109.0,0.177,104.0,0.179,,,,,0.179,全国,,,0.177,全国,,
4201,佐竹友樹,83.0,0.164,72.0,0.18,9.0,0.116,10.0,0.174,0.174,当地,,,0.164,全国,,
4202,浮田圭浩,100.0,0.205,103.0,0.171,4.0,0.235,7.0,0.146,0.171,全国,,,0.205,全国,●,
4203,小倉康典,84.0,0.147,83.0,0.155,3.0,0.133,2.0,0.13,0.155,全国,,,0.147,全国,,
4204,柴田大輔,98.0,0.2,96.0,0.171,,,,,0.171,全国,,,0.2,全国,●,
4205,山口剛,99.0,0.136,126.0,0.127,,,,,0.127,全国,,●,0.136,全国,,
4207,松下一也,103.0,0.126,124.0,0.129,3.0,0.1,4.0,0.115,0.129,全国,,●,0.126,全国,,●
4208,三浦永理,118.0,0.15,147.0,0.16,4.0,0.12,4.0,0.125,0.16,全国,,,0.15,全国,,
4209,藤田竜弘,108.0,0.167,127.0,0.168,10.0,0.195,17.0,0.171,0.171,当地,,,0.195,当地,●,
4210,松村康太,111.0,0.169,121.0,0.166,7.0,0.134,8.0,0.145,0.166,全国,,,0.169,全国,,
4211,村田敦,95.0,0.14,93.0,0.147,3.0,0.107,2.0,0.22,0.147,全国,,,0.14,全国,,
4213,重富伸也,132.0,0.155,55.0,0.151,5.0,0.232,3.0,0.187,0.151,全国,,,0.155,全国,,
4214,林祐介,102.0,0.16,107.0,0.154,7.0,0.209,5.0,0.168,0.154,全国,,,0.16,全国,,
4215,吉島祥之,132.0,0.17,132.0,0.153,8.0,0.195,6.0,0.1,0.153,全国,,,0.17,全国,,
4216,星栄爾,126.0,0.158,120.0,0.135,9.0,0.166,11.0,0.135,0.135,当地,,,0.158,全国,,
4218,吉川喜継,101.0,0.171,178.0,0.142,8.0,0.22,12.0,0.147,0.147,当地,,,0.171,全国,,
4219,本岡勝利,108.0,0.192,96.0,0.17,,,,,0.17,全国,,,0.192,全国,●,
4220,深川和仁,91.0,0.171,97.0,0.169,5.0,0.15,4.0,0.138,0.169,全国,,,0.171,全国,,
4224,大橋栄里佳,113.0,0.197,121.0,0.196,5.0,0.166,4.0,0.185,0.196,全国,●,,0.197,全国,●,
4225,土屋千明,78.0,0.171,104.0,0.148,,,,,0.148,全国,,,0.171,全国,,
4226,村田浩司,99.0,0.15,110.0,0.164,,,,,0.164,全国,,,0.15,全国,,
4227,安達裕樹,115.0,0.158,126.0,0.152,20.0,0.154,28.0,0.172,0.172,当地,,,0.154,当地,,
4228,吉田慎二郎,130.0,0.154,140.0,0.184,7.0,0.171,7.0,0.224,0.184,全国,●,,0.154,全国,,
4229,市川美宏,75.0,0.192,78.0,0.181,7.0,0.229,9.0,0.143,0.181,全国,●,,0.192,全国,●,
4230,濱崎直矢,83.0,0.157,81.0,0.132,3.0,0.19,3.0,0.133,0.132,全国,,,0.157,全国,,
4231,鈴木裕隆,122.0,0.177,134.0,0.166,5.0,0.162,5.0,0.132,0.166,全国,,,0.177,全国,,
4232,笠雅雄,102.0,0.184,100.0,0.18,4.0,0.202,5.0,0.236,0.18,全国,●,,0.184,全国,●,
4233,亀山雅幸,122.0,0.186,128.0,0.157,10.0,0.171,9.0,0.15,0.157,全国,,,0.171,当地,,
4234,野相弘司,87.0,0.193,84.0,0.148,5.0,0.18,5.0,0.142,0.148,全国,,,0.193,全国,●,
4236,松村敏,126.0,0.109,163.0,0.116,11.0,0.1,14.0,0.097,0.097,当地,,●,0.1,当地,,●
4237,大峯豊,121.0,0.149,144.0,0.151,7.0,0.16,14.0,0.161,0.161,当地,,,0.149,全国,,
4238,毒島誠,56.0,0.155,104.0,0.144,4.0,0.148,3.0,0.107,0.144,全国,,,0.155,全国,,
4239,竹田辰也,112.0,0.156,140.0,0.139,5.0,0.172,4.0,0.142,0.139,全国,,,0.156,全国,,
4240,今井裕梨,96.0,0.157,118.0,0.147,,,,,0.147,全国,,,0.157,全国,,
4241,大串重幸,112.0,0.186,132.0,0.153,,,,,0.153,全国,,,0.186,全国,●,
4243,西村歩,109.0,0.173,133.0,0.166,,,,,0.166,全国,,,0.173,全国,,
4244,鈴木成美,73.0,0.145,70.0,0.14,,,,,0.14,全国,,,0.145,全国,,
4245,高橋直哉,96.0,0.19,102.0,0.19,3.0,0.187,4.0,0.178,0.19,全国,●,,0.19,全国,●,
4246,喜多那由夏,97.0,0.188,103.0,0.181,7.0,0.169,7.0,0.176,0.181,全国,●,,0.188,全国,●,
4247,齊藤優,105.0,0.162,116.0,0.166,,,,,0.166,全国,,,0.162,全国,,
4248,岡本大,92.0,0.178,88.0,0.147,8.0,0.192,8.0,0.181,0.147,全国,,,0.178,全国,,
4251,川崎誠志,118.0,0.212,121.0,0.2,,,,,0.2,全国,●,,0.212,全国,●,
4252,松下哲也,113.0,0.188,95.0,0.172,4.0,0.195,3.0,0.21,0.172,全国,,,0.188,全国,●,
4253,西川真人,114.0,0.179,120.0,0.177,8.0,0.196,7.0,0.181,0.177,全国,,,0.179,全国,,
4254,川島圭司,86.0,0.152,90.0,0.138,,,,,0.138,全国,,,0.152,全国,,
4256,渡辺浩司,112.0,0.138,132.0,0.126,3.0,0.11,4.0,0.148,0.126,全国,,●,0.138,全国,,
4257,古川健,90.0,0.163,89.0,0.156,5.0,0.178,4.0,0.162,0.156,全国,,,0.163,全国,,
4258,関根彰人,101.0,0.188,97.0,0.145,5.0,0.158,4.0,0.16,0.145,全国,,,0.188,全国,●,
4259,真庭明志,118.0,0.157,142.0,0.14,,,,,0.14,全国,,,0.157,全国,,
4260,中越博紀,126.0,0.171,125.0,0.164,12.0,0.173,8.0,0.184,0.164,全国,,,0.173,当地,,
4261,岡祐臣,123.0,0.167,137.0,0.151,26.0,0.158,31.0,0.138,0.138,当地,,,0.158,当地,,
4262,馬場貴也,113.0,0.153,154.0,0.131,4.0,0.188,5.0,0.134,0.131,全国,,,0.153,全国,,
4263,武重雄介,107.0,0.195,106.0,0.157,,,,,0.157,全国,,,0.195,全国,●,
4264,長尾章平,125.0,0.163,147.0,0.153,4.0,0.12,4.0,0.148,0.153,全国,,,0.163,全国,,
4266,長田頼宗,108.0,0.16,141.0,0.138,3.0,0.137,5.0,0.104,0.138,全国,,,0.16,全国,,
4268,和合俊介,70.0,0.18,60.0,0.167,3.0,0.153,3.0,0.117,0.167,全国,,,0.18,全国,●,
4269,杉山裕也,116.0,0.143,147.0,0.152,,,,,0.152,全国,,,0.143,全国,,
4270,岸本雄貴,96.0,0.194,95.0,0.157,16.0,0.196,23.0,0.144,0.144,当地,,,0.196,当地,●,
4271,川崎公靖,103.0,0.163,99.0,0.159,,,,,0.159,全国,,,0.163,全国,,
4272,大場広孝,90.0,0.183,88.0,0.148,7.0,0.184,11.0,0.131,0.131,当地,,,0.183,全国,●,
4273,佐藤旭,108.0,0.194,107.0,0.178,4.0,0.227,4.0,0.122,0.178,全国,,,0.194,全国,●,
4274,長畑友輔,96.0,0.168,96.0,0.158,7.0,0.144,5.0,0.148,0.158,全国,,,0.168,全国,,
4275,菅野はやか,61.0,0.195,66.0,0.23,,,,,0.23,全国,●,,0.195,全国,●,
4276,鈴木勝博,114.0,0.145,121.0,0.162,,,,,0.162,全国,,,0.145,全国,,
4277,金田大輔,103.0,0.152,88.0,0.165,9.0,0.122,8.0,0.159,0.165,全国,,,0.152,全国,,
4278,藤岡俊介,123.0,0.136,161.0,0.112,10.0,0.141,16.0,0.119,0.119,当地,,●,0.141,当地,,
4281,大澤大夢,84.0,0.174,95.0,0.155,8.0,0.186,9.0,0.137,0.155,全国,,,0.174,全国,,
4283,石井裕美,80.0,0.18,86.0,0.17,,,,,0.17,全国,,,0.18,全国,●,
4286,平田さやか,136.0,0.155,157.0,0.147,5.0,0.152,5.0,0.128,0.147,全国,,,0.155,全国,,
4287,今井貴士,102.0,0.164,111.0,0.159,6.0,0.183,10.0,0.167,0.167,当地,,,0.164,全国,,
4288,永田啓二,125.0,0.116,163.0,0.125,9.0,0.101,9.0,0.122,0.125,全国,,●,0.116,全国,,●
4289,落合直子,109.0,0.137,124.0,0.14,5.0,0.156,4.0,0.12,0.14,全国,,,0.137,全国,,
4290,稲田浩二,113.0,0.114,127.0,0.13,10.0,0.081,9.0,0.106,0.13,全国,,●,0.081,当地,,●
4292,麻生慎介,109.0,0.134,135.0,0.144,4.0,0.108,7.0,0.124,0.144,全国,,,0.134,全国,,
4293,鈴木智啓,117.0,0.178,130.0,0.167,1.0,0.22,1.0,0.13,0.167,全国,,,0.178,全国,,
4294,古賀繁輝,121.0,0.125,136.0,0.145,7.0,0.107,6.0,0.157,0.145,全国,,,0.125,全国,,●
4295,小坂尚哉,120.0,0.145,149.0,0.14,5.0,0.156,5.0,0.108,0.14,全国,,,0.145,全国,,
4296,岡崎恭裕,79.0,0.14,92.0,0.136,3.0,0.14,4.0,0.125,0.136,全国,,,0.14,全国,,
4297,山田哲也,120.0,0.095,136.0,0.123,5.0,0.06,5.0,0.098,0.123,全国,,●,0.095,全国,,●
4298,宮下元胤,117.0,0.175,147.0,0.159,,,,,0.159,全国,,,0.175,全国,,
4299,中島浩哉,91.0,0.159,81.0,0.137,4.0,0.15,4.0,0.158,0.137,全国,,,0.159,全国,,
4300,加藤綾,102.0,0.181,104.0,0.164,17.0,0.165,16.0,0.151,0.151,当地,,,0.165,当地,,
4301,関裕也,79.0,0.181,88.0,0.184,5.0,0.174,2.0,0.145,0.184,全国,●,,0.181,全国,●,
4302,西野翔太,80.0,0.14,184.0,0.138,,,,,0.138,全国,,,0.14,全国,,
4303,牧原崇,101.0,0.184,103.0,0.166,6.0,0.167,5.0,0.148,0.166,全国,,,0.184,全国,●,
4305,金子拓矢,96.0,0.15,113.0,0.147,8.0,0.148,10.0,0.12,0.12,当地,,●,0.15,全国,,
4306,畔柳俊吾,86.0,0.196,84.0,0.203,6.0,0.185,8.0,0.175,0.203,全国,●,,0.196,全国,●,
4308,河村了,104.0,0.171,136.0,0.155,,,,,0.155,全国,,,0.171,全国,,
4311,岡村仁,122.0,0.155,168.0,0.138,5.0,0.156,5.0,0.152,0.138,全国,,,0.155,全国,,
4313,西村美智子,68.0,0.149,76.0,0.148,,,,,0.148,全国,,,0.149,全国,,
4314,青木幸太郎,112.0,0.148,129.0,0.156,4.0,0.178,,,0.156,全国,,,0.148,全国,,
4315,山崎昂介,105.0,0.174,99.0,0.176,,,,,0.176,全国,,,0.174,全国,,
4317,木村紗友希,99.0,0.181,96.0,0.173,5.0,0.146,5.0,0.136,0.173,全国,,,0.181,全国,●,
4318,桑原将光,114.0,0.163,113.0,0.157,3.0,0.133,8.0,0.158,0.157,全国,,,0.163,全国,,
4319,三宅潤,125.0,0.188,134.0,0.163,5.0,0.202,5.0,0.136,0.163,全国,,,0.188,全国,●,
4320,峰竜太,84.0,0.131,118.0,0.128,5.0,0.138,4.0,0.122,0.128,全国,,●,0.131,全国,,
4323,山田佑樹,104.0,0.166,94.0,0.156,,,,,0.156,全国,,,0.166,全国,,
4324,海野康志郎,104.0,0.147,215.0,0.125,7.0,0.157,11.0,0.108,0.108,当地,,●,0.147,全国,,
4325,新出浩司,87.0,0.162,93.0,0.151,8.0,0.099,10.0,0.159,0.159,当地,,,0.162,全国,,
4327,加藤翔,111.0,0.202,113.0,0.186,,,,,0.186,全国,●,,0.202,全国,●,
4329,小松卓司,113.0,0.19,98.0,0.153,6.0,0.222,8.0,0.13,0.153,全国,,,0.19,全国,●,
4330,奈須啓太,109.0,0.127,129.0,0.131,,,,,0.131,全国,,,0.127,全国,,●
4331,三好勇人,109.0,0.166,110.0,0.14,,,,,0.14,全国,,,0.166,全国,,
4332,村上彰一,92.0,0.205,86.0,0.178,8.0,0.186,8.0,0.148,0.178,全国,,,0.205,全国,●,
4335,若林将,112.0,0.12,142.0,0.121,4.0,0.12,6.0,0.122,0.121,全国,,●,0.12,全国,,●
4336,松田竜馬,114.0,0.153,121.0,0.14,5.0,0.126,6.0,0.113,0.14,全国,,,0.153,全国,,
4337,平本真之,129.0,0.137,142.0,0.133,,,,,0.133,全国,,,0.137,全国,,
4339,平瀬城啓,97.0,0.188,96.0,0.181,,,,,0.181,全国,●,,0.188,全国,●,
4340,土性雅也,16.0,0.208,1.0,0.27,9.0,0.21,,,0.27,全国,●,,0.208,全国,●,
4342,谷野錬志,102.0,0.148,110.0,0.135,7.0,0.15,10.0,0.182,0.182,当地,●,,0.148,全国,,
4343,村岡賢,97.0,0.181,109.0,0.17,2.0,0.205,1.0,0.18,0.17,全国,,,0.181,全国,●,
4344,新田雄史,104.0,0.145,138.0,0.119,16.0,0.15,29.0,0.123,0.123,当地,,●,0.15,当地,,
4345,西舘健,107.0,0.165,123.0,0.15,10.0,0.145,10.0,0.162,0.162,当地,,,0.145,当地,,
4346,前田健太郎,117.0,0.169,104.0,0.169,4.0,0.118,5.0,0.124,0.169,全国,,,0.169,全国,,
4347,魚谷香織,103.0,0.18,121.0,0.17,4.0,0.198,6.0,0.2,0.17,全国,,,0.18,全国,●,
4348,宮崎奨,123.0,0.173,127.0,0.153,5.0,0.21,5.0,0.15,0.153,全国,,,0.173,全国,,
4349,犬童千秋,93.0,0.145,83.0,0.158,,,,,0.158,全国,,,0.145,全国,,
4350,篠崎元志,111.0,0.139,136.0,0.128,,,,,0.128,全国,,●,0.139,全国,,
4351,里岡右貴,126.0,0.13,165.0,0.131,5.0,0.128,3.0,0.113,0.131,全国,,,0.13,全国,,●
4352,下條雄太郎,93.0,0.151,104.0,0.139,,,,,0.139,全国,,,0.151,全国,,
4355,小川広大,76.0,0.226,66.0,0.187,,,,,0.187,全国,●,,0.226,全国,●,
4356,長岡良也,109.0,0.17,112.0,0.154,3.0,0.173,4.0,0.152,0.154,全国,,,0.17,全国,,
4357,田中和也,103.0,0.173,151.0,0.165,9.0,0.166,9.0,0.112,0.165,全国,,,0.173,全国,,
4358,松本庸平,86.0,0.239,91.0,0.191,14.0,0.264,21.0,0.175,0.175,当地,,,0.264,当地,●,
4359,横川聖志,100.0,0.137,110.0,0.137,4.0,0.167,4.0,0.185,0.137,全国,,,0.137,全国,,
4360,庄司孝輔,112.0,0.172,122.0,0.181,3.0,0.273,4.0,0.2,0.181,全国,●,,0.172,全国,,
4361,柳生泰二,105.0,0.147,127.0,0.14,8.0,0.129,11.0,0.133,0.133,当地,,,0.147,全国,,
4362,土屋智則,91.0,0.149,110.0,0.142,4.0,0.13,4.0,0.14,0.142,全国,,,0.149,全国,,
4363,大野芳顕,135.0,0.168,144.0,0.15,3.0,0.18,4.0,0.2,0.15,全国,,,0.168,全国,,
4364,池永太,115.0,0.141,134.0,0.132,5.0,0.152,5.0,0.12,0.132,全国,,,0.141,全国,,
4365,盛本真輔,109.0,0.188,110.0,0.164,,,,,0.164,全国,,,0.188,全国,●,
4366,前沢丈史,136.0,0.134,160.0,0.139,4.0,0.138,6.0,0.098,0.139,全国,,,0.134,全国,,
4367,山口修路,94.0,0.226,84.0,0.177,5.0,0.158,5.0,0.172,0.177,全国,,,0.226,全国,●,
4368,山口隆史,90.0,0.211,86.0,0.17,,,,,0.17,全国,,,0.211,全国,●,
4369,丹下将,132.0,0.162,148.0,0.16,5.0,0.178,4.0,0.128,0.16,全国,,,0.162,全国,,
4370,山口達也,101.0,0.154,157.0,0.136,1.0,0.11,5.0,0.13,0.136,全国,,,0.154,全国,,
4371,西山貴浩,103.0,0.139,131.0,0.123,9.0,0.124,9.0,0.104,0.123,全国,,●,0.139,全国,,
4372,原田佑実,88.0,0.151,93.0,0.178,,,,,0.178,全国,,,0.151,全国,,
4373,若狭奈美子,112.0,0.196,141.0,0.166,5.0,0.194,6.0,0.145,0.166,全国,,,0.196,全国,●,
4374,永田義紘,101.0,0.153,108.0,0.151,5.0,0.112,5.0,0.132,0.151,全国,,,0.153,全国,,
4375,照屋厚仁,121.0,0.159,135.0,0.16,4.0,0.155,6.0,0.178,0.16,全国,,,0.159,全国,,
4376,藤田靖弘,133.0,0.17,148.0,0.142,4.0,0.188,4.0,0.132,0.142,全国,,,0.17,全国,,
4377,濱本優一,123.0,0.153,139.0,0.138,7.0,0.089,10.0,0.138,0.138,当地,,,0.153,全国,,
4379,桑島和宏,121.0,0.165,144.0,0.148,14.0,0.186,16.0,0.132,0.132,当地,,,0.186,当地,●,
4380,鈴木峻佑,97.0,0.167,111.0,0.163,2.0,0.135,7.0,0.121,0.163,全国,,,0.167,全国,,
4381,田路朋史,110.0,0.163,130.0,0.171,4.0,0.17,6.0,0.16,0.171,全国,,,0.163,全国,,
4382,高山智至,107.0,0.187,100.0,0.153,4.0,0.285,3.0,0.197,0.153,全国,,,0.187,全国,●,
4383,竹田吉行,108.0,0.176,116.0,0.163,,,,,0.163,全国,,,0.176,全国,,
4384,鶴本崇文,116.0,0.186,144.0,0.155,6.0,0.198,6.0,0.138,0.155,全国,,,0.186,全国,●,
4385,鈴木祐美子,61.0,0.211,65.0,0.201,4.0,0.17,5.0,0.14,0.201,全国,●,,0.211,全国,●,
4387,平山智加,115.0,0.153,139.0,0.151,,,,,0.151,全国,,,0.153,全国,,
4388,是澤孝宏,133.0,0.176,138.0,0.159,4.0,0.168,6.0,0.188,0.159,全国,,,0.176,全国,,
4389,伊藤喜智,92.0,0.175,100.0,0.173,5.0,0.212,4.0,0.198,0.173,全国,,,0.175,全国,,
4390,松本弓雄,100.0,0.182,102.0,0.204,5.0,0.12,4.0,0.155,0.204,全国,●,,0.182,全国,●,
4391,松田祐季,115.0,0.166,131.0,0.156,5.0,0.138,6.0,0.158,0.156,全国,,,0.166,全国,,
4393,田中孝明,98.0,0.219,95.0,0.166,,,,,0.166,全国,,,0.219,全国,●,
4394,永嶋裕一,107.0,0.152,117.0,0.148,3.0,0.153,4.0,0.18,0.148,全国,,,0.152,全国,,
4395,下河雅史,117.0,0.178,114.0,0.171,,,,,0.171,全国,,,0.178,全国,,
4396,大田直弥,112.0,0.204,116.0,0.176,,,,,0.176,全国,,,0.204,全国,●,
4397,西村拓也,119.0,0.139,154.0,0.134,10.0,0.149,16.0,0.128,0.128,当地,,●,0.149,当地,,
4398,船岡洋一郎,137.0,0.15,153.0,0.129,7.0,0.143,9.0,0.141,0.129,全国,,●,0.15,全国,,
4400,加藤奈月,91.0,0.189,93.0,0.178,6.0,0.215,3.0,0.123,0.178,全国,,,0.189,全国,●,
4401,小林泰,104.0,0.141,109.0,0.144,,,,,0.144,全国,,,0.141,全国,,
4402,乙藤智史,102.0,0.172,109.0,0.161,,,,,0.161,全国,,,0.172,全国,,
4403,木下大將,108.0,0.151,121.0,0.15,2.0,0.175,4.0,0.212,0.15,全国,,,0.151,全国,,
4404,岸蔭亮,102.0,0.185,98.0,0.192,6.0,0.217,3.0,0.133,0.192,全国,●,,0.185,全国,●,
4405,南野利騰,93.0,0.153,100.0,0.166,,,,,0.166,全国,,,0.153,全国,,
4406,幸野史明,124.0,0.163,95.0,0.16,5.0,0.22,5.0,0.15,0.16,全国,,,0.163,全国,,
4407,鹿島敏弘,112.0,0.187,119.0,0.161,4.0,0.175,3.0,0.17,0.161,全国,,,0.187,全国,●,
4408,仁科さやか,79.0,0.211,71.0,0.169,,,,,0.169,全国,,,0.211,全国,●,
4409,坂元浩仁,114.0,0.152,135.0,0.147,12.0,0.161,17.0,0.131,0.131,当地,,,0.161,当地,,
4410,井上大輔,103.0,0.155,112.0,0.16,,,,,0.16,全国,,,0.155,全国,,
4411,沢田昭宏,123.0,0.178,127.0,0.181,4.0,0.152,5.0,0.14,0.181,全国,●,,0.178,全国,,
4413,水摩敦,120.0,0.166,160.0,0.178,,,,,0.178,全国,,,0.166,全国,,
4414,大澤真菜,78.0,0.189,88.0,0.167,4.0,0.213,7.0,0.176,0.167,全国,,,0.189,全国,●,
4415,下出卓矢,122.0,0.145,118.0,0.128,11.0,0.135,9.0,0.136,0.128,全国,,●,0.135,当地,,
4416,三宅健太,114.0,0.179,106.0,0.166,,,,,0.166,全国,,,0.179,全国,,
4417,服部剛,87.0,0.21,87.0,0.206,,,,,0.206,全国,●,,0.21,全国,●,
4418,茅原悠紀,106.0,0.125,132.0,0.126,9.0,0.14,8.0,0.129,0.126,全国,,●,0.125,全国,,●
