date,race,combo,odds
2026-07-11,1,1-2-3,32.6
2026-07-11,1,1-2-4,63.1
2026-07-11,1,1-2-5,72.7
2026-07-11,1,1-2-6,29.2
2026-07-11,1,1-3-2,49.3
2026-07-11,1,1-3-4,103.4
2026-07-11,1,1-3-5,91.0
2026-07-11,1,1-3-6,40.0
2026-07-11,1,1-4-2,130.0
2026-07-11,1,1-4-3,159.1
2026-07-11,1,1-4-5,201.8
2026-07-11,1,1-4-6,113.6
2026-07-11,1,1-5-2,147.8
2026-07-11,1,1-5-3,172.3
2026-07-11,1,1-5-4,272.0
2026-07-11,1,1-5-6,125.3
2026-07-11,1,1-6-2,39.2
2026-07-11,1,1-6-3,62.0
2026-07-11,1,1-6-4,103.4
2026-07-11,1,1-6-5,116.0
2026-07-11,1,2-1-3,33.4
2026-07-11,1,2-1-4,57.2
2026-07-11,1,2-1-5,56.2
2026-07-11,1,2-1-6,24.3
2026-07-11,1,2-3-1,48.3
2026-07-11,1,2-3-4,52.0
2026-07-11,1,2-3-5,44.1
2026-07-11,1,2-3-6,20.1
2026-07-11,1,2-4-1,85.1
2026-07-11,1,2-4-3,81.7
2026-07-11,1,2-4-5,86.4
2026-07-11,1,2-4-6,34.6
2026-07-11,1,2-5-1,87.8
2026-07-11,1,2-5-3,70.2
2026-07-11,1,2-5-4,107.8
2026-07-11,1,2-5-6,41.7
2026-07-11,1,2-6-1,28.4
2026-07-11,1,2-6-3,23.0
2026-07-11,1,2-6-4,32.3
2026-07-11,1,2-6-5,36.4
2026-07-11,1,3-1-2,80.5
2026-07-11,1,3-1-4,169.3
2026-07-11,1,3-1-5,125.9
2026-07-11,1,3-1-6,60.5
2026-07-11,1,3-2-1,81.8
2026-07-11,1,3-2-4,78.2
2026-07-11,1,3-2-5,63.5
2026-07-11,1,3-2-6,40.8
2026-07-11,1,3-4-1,215.2
2026-07-11,1,3-4-2,156.4
2026-07-11,1,3-4-5,189.4
2026-07-11,1,3-4-6,109.5
2026-07-11,1,3-5-1,208.7
2026-07-11,1,3-5-2,145.2
2026-07-11,1,3-5-4,223.1
2026-07-11,1,3-5-6,78.7
2026-07-11,1,3-6-1,77.2
2026-07-11,1,3-6-2,52.3
2026-07-11,1,3-6-4,111.7
2026-07-11,1,3-6-5,83.9
2026-07-11,1,4-1-2,275.7
2026-07-11,1,4-1-3,404.7
2026-07-11,1,4-1-5,317.2
2026-07-11,1,4-1-6,177.1
2026-07-11,1,4-2-1,265.1
2026-07-11,1,4-2-3,279.9
2026-07-11,1,4-2-5,228.8
2026-07-11,1,4-2-6,98.1
2026-07-11,1,4-3-1,442.9
2026-07-11,1,4-3-2,378.3
2026-07-11,1,4-3-5,416.3
2026-07-11,1,4-3-6,206.9
2026-07-11,1,4-5-1,393.7
2026-07-11,1,4-5-2,284.8
2026-07-11,1,4-5-3,451.2
2026-07-11,1,4-5-6,123.6
2026-07-11,1,4-6-1,167.5
2026-07-11,1,4-6-2,107.0
2026-07-11,1,4-6-3,256.2
2026-07-11,1,4-6-5,152.3
2026-07-11,1,5-1-2,255.8
2026-07-11,1,5-1-3,318.6
2026-07-11,1,5-1-4,438.9
2026-07-11,1,5-1-6,154.7
2026-07-11,1,5-2-1,231.3
2026-07-11,1,5-2-3,199.0
2026-07-11,1,5-2-4,277.2
2026-07-11,1,5-2-6,106.3
2026-07-11,1,5-3-1,484.3
2026-07-11,1,5-3-2,266.6
2026-07-11,1,5-3-4,576.5
2026-07-11,1,5-3-6,161.8
2026-07-11,1,5-4-1,600.4
2026-07-11,1,5-4-2,390.5
2026-07-11,1,5-4-3,678.9
2026-07-11,1,5-4-6,197.6
2026-07-11,1,5-6-1,213.9
2026-07-11,1,5-6-2,132.9
2026-07-11,1,5-6-3,185.8
2026-07-11,1,5-6-4,207.8
2026-07-11,1,6-1-2,45.2
2026-07-11,1,6-1-3,78.4
2026-07-11,1,6-1-4,139.8
2026-07-11,1,6-1-5,161.0
2026-07-11,1,6-2-1,50.6
2026-07-11,1,6-2-3,46.3
2026-07-11,1,6-2-4,70.2
2026-07-11,1,6-2-5,82.9
2026-07-11,1,6-3-1,109.9
2026-07-11,1,6-3-2,66.9
2026-07-11,1,6-3-4,193.7
2026-07-11,1,6-3-5,184.6
2026-07-11,1,6-4-1,250.0
2026-07-11,1,6-4-2,130.3
2026-07-11,1,6-4-3,345.1
2026-07-11,1,6-4-5,232.8
2026-07-11,1,6-5-1,211.8
2026-07-11,1,6-5-2,116.3
2026-07-11,1,6-5-3,222.5
2026-07-11,1,6-5-4,227.3
2026-07-11,2,1-2-3,4.8
2026-07-11,2,1-2-4,9.6
2026-07-11,2,1-2-5,15.4
2026-07-11,2,1-2-6,6.3
2026-07-11,2,1-3-2,10.1
2026-07-11,2,1-3-4,23.9
2026-07-11,2,1-3-5,39.1
2026-07-11,2,1-3-6,18.9
2026-07-11,2,1-4-2,22.5
2026-07-11,2,1-4-3,37.6
2026-07-11,2,1-4-5,59.0
2026-07-11,2,1-4-6,33.1
2026-07-11,2,1-5-2,45.0
2026-07-11,2,1-5-3,87.4
2026-07-11,2,1-5-4,96.7
2026-07-11,2,1-5-6,65.8
2026-07-11,2,1-6-2,16.2
2026-07-11,2,1-6-3,30.4
2026-07-11,2,1-6-4,43.8
2026-07-11,2,1-6-5,54.9
2026-07-11,2,2-1-3,53.6
2026-07-11,2,2-1-4,71.9
2026-07-11,2,2-1-5,90.4
2026-07-11,2,2-1-6,48.7
2026-07-11,2,2-3-1,167.8
2026-07-11,2,2-3-4,508.2
2026-07-11,2,2-3-5,503.5
2026-07-11,2,2-3-6,355.4
2026-07-11,2,2-4-1,244.9
2026-07-11,2,2-4-3,856.3
2026-07-11,2,2-4-5,913.9
2026-07-11,2,2-4-6,407.3
2026-07-11,2,2-5-1,401.3
2026-07-11,2,2-5-3,988.7
2026-07-11,2,2-5-4,1157.0
2026-07-11,2,2-5-6,776.8
2026-07-11,2,2-6-1,143.6
2026-07-11,2,2-6-3,443.9
2026-07-11,2,2-6-4,438.5
2026-07-11,2,2-6-5,591.0
2026-07-11,2,3-1-2,119.1
2026-07-11,2,3-1-4,245.5
2026-07-11,2,3-1-5,232.8
2026-07-11,2,3-1-6,178.2
2026-07-11,2,3-2-1,179.7
2026-07-11,2,3-2-4,421.5
2026-07-11,2,3-2-5,587.8
2026-07-11,2,3-2-6,445.7
2026-07-11,2,3-4-1,453.1
2026-07-11,2,3-4-2,510.6
2026-07-11,2,3-4-5,1195.0
2026-07-11,2,3-4-6,755.2
2026-07-11,2,3-5-1,929.5
2026-07-11,2,3-5-2,898.8
2026-07-11,2,3-5-4,1699.0
2026-07-11,2,3-5-6,1310.0
2026-07-11,2,3-6-1,404.3
2026-07-11,2,3-6-2,750.0
2026-07-11,2,3-6-4,856.3
2026-07-11,2,3-6-5,1812.0
2026-07-11,2,4-1-2,184.0
2026-07-11,2,4-1-3,328.5
2026-07-11,2,4-1-5,289.2
2026-07-11,2,4-1-6,229.4
2026-07-11,2,4-2-1,333.6
2026-07-11,2,4-2-3,1264.0
2026-07-11,2,4-2-5,997.7
2026-07-11,2,4-2-6,604.2
2026-07-11,2,4-3-1,600.8
2026-07-11,2,4-3-2,1045.0
2026-07-11,2,4-3-5,1342.0
2026-07-11,2,4-3-6,1045.0
2026-07-11,2,4-5-1,625.0
2026-07-11,2,4-5-2,988.7
2026-07-11,2,4-5-3,1875.0
2026-07-11,2,4-5-6,823.9
2026-07-11,2,4-6-1,399.8
2026-07-11,2,4-6-2,600.8
2026-07-11,2,4-6-3,945.7
2026-07-11,2,4-6-5,898.8
2026-07-11,2,5-1-2,344.1
2026-07-11,2,5-1-3,621.4
2026-07-11,2,5-1-4,487.7
2026-07-11,2,5-1-6,451.2
2026-07-11,2,5-2-1,481.2
2026-07-11,2,5-2-3,1531.0
2026-07-11,2,5-2-4,2788.0
2026-07-11,2,5-2-6,1469.0
2026-07-11,2,5-3-1,1359.0
2026-07-11,2,5-3-2,1469.0
2026-07-11,2,5-3-4,3750.0
2026-07-11,2,5-3-6,2652.0
2026-07-11,2,5-4-1,954.0
