date,race,combo,odds
2026-01-15,1,1-2-3,9.1
2026-01-15,1,1-2-4,21.3
2026-01-15,1,1-2-5,10.3
2026-01-15,1,1-2-6,145.3
2026-01-15,1,1-3-2,13.7
2026-01-15,1,1-3-4,33.2
2026-01-15,1,1-3-5,19.3
2026-01-15,1,1-3-6,207.6
2026-01-15,1,1-4-2,55.6
2026-01-15,1,1-4-3,59.6
2026-01-15,1,1-4-5,56.6
2026-01-15,1,1-4-6,291.0
2026-01-15,1,1-5-2,18.8
2026-01-15,1,1-5-3,29.5
2026-01-15,1,1-5-4,56.9
2026-01-15,1,1-5-6,301.0
2026-01-15,1,1-6-2,470.9
2026-01-15,1,1-6-3,646.3
2026-01-15,1,1-6-4,586.0
2026-01-15,1,1-6-5,665.9
2026-01-15,1,2-1-3,20.6
2026-01-15,1,2-1-4,43.5
2026-01-15,1,2-1-5,18.5
2026-01-15,1,2-1-6,196.5
2026-01-15,1,2-3-1,28.8
2026-01-15,1,2-3-4,60.5
2026-01-15,1,2-3-5,26.5
2026-01-15,1,2-3-6,294.9
2026-01-15,1,2-4-1,88.9
2026-01-15,1,2-4-3,115.8
2026-01-15,1,2-4-5,95.0
2026-01-15,1,2-4-6,284.7
2026-01-15,1,2-5-1,26.4
2026-01-15,1,2-5-3,31.0
2026-01-15,1,2-5-4,69.6
2026-01-15,1,2-5-6,303.8
2026-01-15,1,2-6-1,633.9
2026-01-15,1,2-6-3,915.6
2026-01-15,1,2-6-4,780.2
2026-01-15,1,2-6-5,794.3
2026-01-15,1,3-1-2,45.1
2026-01-15,1,3-1-4,75.6
2026-01-15,1,3-1-5,45.9
2026-01-15,1,3-1-6,362.2
2026-01-15,1,3-2-1,51.1
2026-01-15,1,3-2-4,84.9
2026-01-15,1,3-2-5,42.4
2026-01-15,1,3-2-6,425.3
2026-01-15,1,3-4-1,131.0
2026-01-15,1,3-4-2,144.8
2026-01-15,1,3-4-5,133.7
2026-01-15,1,3-4-6,540.4
