date,race,combo,odds
2025-08-22,1,1-2-3,6.5
2025-08-22,1,1-2-4,9.4
2025-08-22,1,1-2-5,38.9
2025-08-22,1,1-2-6,28.8
2025-08-22,1,1-3-2,12.0
2025-08-22,1,1-3-4,19.0
2025-08-22,1,1-3-5,40.7
2025-08-22,1,1-3-6,55.7
2025-08-22,1,1-4-2,21.6
2025-08-22,1,1-4-3,33.0
2025-08-22,1,1-4-5,75.1
2025-08-22,1,1-4-6,67.2
2025-08-22,1,1-5-2,106.5
2025-08-22,1,1-5-3,114.1
2025-08-22,1,1-5-4,191.6
2025-08-22,1,1-5-6,243.0
2025-08-22,1,1-6-2,73.0
2025-08-22,1,1-6-3,112.0
2025-08-22,1,1-6-4,115.1
2025-08-22,1,1-6-5,365.4
2025-08-22,1,2-1-3,15.3
2025-08-22,1,2-1-4,18.5
2025-08-22,1,2-1-5,56.5
2025-08-22,1,2-1-6,70.8
2025-08-22,1,2-3-1,26.6
2025-08-22,1,2-3-4,30.9
2025-08-22,1,2-3-5,90.0
2025-08-22,1,2-3-6,104.0
2025-08-22,1,2-4-1,40.9
2025-08-22,1,2-4-3,44.3
2025-08-22,1,2-4-5,113.2
2025-08-22,1,2-4-6,125.8
2025-08-22,1,2-5-1,167.1
2025-08-22,1,2-5-3,204.6
2025-08-22,1,2-5-4,227.5
2025-08-22,1,2-5-6,414.7
2025-08-22,1,2-6-1,273.1
2025-08-22,1,2-6-3,424.8
2025-08-22,1,2-6-4,401.9
2025-08-22,1,2-6-5,901.0
2025-08-22,1,3-1-2,39.9
2025-08-22,1,3-1-4,46.7
2025-08-22,1,3-1-5,85.9
2025-08-22,1,3-1-6,163.6
2025-08-22,1,3-2-1,51.3
2025-08-22,1,3-2-4,53.0
2025-08-22,1,3-2-5,126.2
2025-08-22,1,3-2-6,153.4
2025-08-22,1,3-4-1,72.6
2025-08-22,1,3-4-2,66.0
2025-08-22,1,3-4-5,151.9
2025-08-22,1,3-4-6,199.7
2025-08-22,1,3-5-1,228.8
2025-08-22,1,3-5-2,277.4
2025-08-22,1,3-5-4,307.4
2025-08-22,1,3-5-6,515.7
2025-08-22,1,3-6-1,591.6
2025-08-22,1,3-6-2,624.6
2025-08-22,1,3-6-4,602.9
2025-08-22,1,3-6-5,1018.0
2025-08-22,1,4-1-2,71.2
2025-08-22,1,4-1-3,91.8
2025-08-22,1,4-1-5,147.0
2025-08-22,1,4-1-6,174.5
2025-08-22,1,4-2-1,85.2
2025-08-22,1,4-2-3,92.4
2025-08-22,1,4-2-5,184.8
2025-08-22,1,4-2-6,207.9
2025-08-22,1,4-3-1,123.5
2025-08-22,1,4-3-2,109.9
2025-08-22,1,4-3-5,261.7
2025-08-22,1,4-3-6,240.4
2025-08-22,1,4-5-1,255.3
2025-08-22,1,4-5-2,291.4
2025-08-22,1,4-5-3,322.5
2025-08-22,1,4-5-6,385.1
2025-08-22,1,4-6-1,420.3
2025-08-22,1,4-6-2,442.8
2025-08-22,1,4-6-3,622.1
2025-08-22,1,4-6-5,739.5
2025-08-22,1,5-1-2,292.4
2025-08-22,1,5-1-3,291.9
2025-08-22,1,5-1-4,470.7
2025-08-22,1,5-1-6,509.0
2025-08-22,1,5-2-1,345.3
2025-08-22,1,5-2-3,455.7
2025-08-22,1,5-2-4,672.8
2025-08-22,1,5-2-6,833.9
2025-08-22,1,5-3-1,399.9
2025-08-22,1,5-3-2,614.8
2025-08-22,1,5-3-4,750.1
2025-08-22,1,5-3-6,1306.0
2025-08-22,1,5-4-1,684.6
2025-08-22,1,5-4-2,750.1
2025-08-22,1,5-4-3,885.7
2025-08-22,1,5-4-6,1215.0
2025-08-22,1,5-6-1,1018.0
2025-08-22,1,5-6-2,1438.0
2025-08-22,1,5-6-3,1984.0
2025-08-22,1,5-6-4,1479.0
2025-08-22,1,6-1-2,485.3
2025-08-22,1,6-1-3,901.0
2025-08-22,1,6-1-4,1018.0
2025-08-22,1,6-1-5,1633.0
2025-08-22,1,6-2-1,779.9
2025-08-22,1,6-2-3,1215.0
2025-08-22,1,6-2-4,1205.0
2025-08-22,1,6-2-5,2272.0
2025-08-22,1,6-3-1,1522.0
2025-08-22,1,6-3-2,1339.0
2025-08-22,1,6-3-4,1522.0
2025-08-22,1,6-3-5,2850.0
2025-08-22,1,6-4-1,1802.0
2025-08-22,1,6-4-2,1583.0
2025-08-22,1,6-4-3,1822.0
2025-08-22,1,6-4-5,2750.0
2025-08-22,1,6-5-1,1844.0
2025-08-22,1,6-5-2,2528.0
2025-08-22,1,6-5-3,3408.0
2025-08-22,1,6-5-4,3563.0
2025-08-22,2,1-2-3,97.1
2025-08-22,2,1-2-4,129.7
2025-08-22,2,1-2-5,130.1
2025-08-22,2,1-2-6,227.8
2025-08-22,2,1-3-2,83.1
2025-08-22,2,1-3-4,47.7
2025-08-22,2,1-3-5,36.9
2025-08-22,2,1-3-6,131.3
2025-08-22,2,1-4-2,149.6
2025-08-22,2,1-4-3,81.0
2025-08-22,2,1-4-5,83.3
2025-08-22,2,1-4-6,213.2
2025-08-22,2,1-5-2,162.2
2025-08-22,2,1-5-3,74.0
2025-08-22,2,1-5-4,120.5
2025-08-22,2,1-5-6,180.3
2025-08-22,2,1-6-2,458.4
2025-08-22,2,1-6-3,449.0
2025-08-22,2,1-6-4,507.0
2025-08-22,2,1-6-5,428.9
2025-08-22,2,2-1-3,134.7
2025-08-22,2,2-1-4,171.8
2025-08-22,2,2-1-5,152.6
2025-08-22,2,2-1-6,356.1
2025-08-22,2,2-3-1,144.3
2025-08-22,2,2-3-4,75.2
2025-08-22,2,2-3-5,52.6
2025-08-22,2,2-3-6,213.5
2025-08-22,2,2-4-1,234.1
2025-08-22,2,2-4-3,121.3
2025-08-22,2,2-4-5,118.5
2025-08-22,2,2-4-6,356.9
2025-08-22,2,2-5-1,212.9
2025-08-22,2,2-5-3,90.7
2025-08-22,2,2-5-4,129.7
2025-08-22,2,2-5-6,266.7
2025-08-22,2,2-6-1,705.6
2025-08-22,2,2-6-3,529.8
2025-08-22,2,2-6-4,696.0
2025-08-22,2,2-6-5,478.5
2025-08-22,2,3-1-2,82.0
2025-08-22,2,3-1-4,52.6
2025-08-22,2,3-1-5,36.4
2025-08-22,2,3-1-6,111.4
2025-08-22,2,3-2-1,106.3
2025-08-22,2,3-2-4,50.3
2025-08-22,2,3-2-5,34.3
2025-08-22,2,3-2-6,129.4
2025-08-22,2,3-4-1,38.3
2025-08-22,2,3-4-2,36.5
2025-08-22,2,3-4-5,11.4
2025-08-22,2,3-4-6,31.2
2025-08-22,2,3-5-1,27.5
2025-08-22,2,3-5-2,25.3
2025-08-22,2,3-5-4,8.5
2025-08-22,2,3-5-6,20.4
2025-08-22,2,3-6-1,217.2
2025-08-22,2,3-6-2,244.6
2025-08-22,2,3-6-4,104.2
2025-08-22,2,3-6-5,74.7
2025-08-22,2,4-1-2,238.1
2025-08-22,2,4-1-3,137.8
2025-08-22,2,4-1-5,112.6
2025-08-22,2,4-1-6,250.6
2025-08-22,2,4-2-1,319.0
2025-08-22,2,4-2-3,144.8
2025-08-22,2,4-2-5,127.3
2025-08-22,2,4-2-6,283.5
2025-08-22,2,4-3-1,99.8
2025-08-22,2,4-3-2,95.4
2025-08-22,2,4-3-5,28.8
2025-08-22,2,4-3-6,74.1
2025-08-22,2,4-5-1,98.7
2025-08-22,2,4-5-2,91.4
2025-08-22,2,4-5-3,35.1
2025-08-22,2,4-5-6,66.9
2025-08-22,2,4-6-1,388.6
2025-08-22,2,4-6-2,389.6
2025-08-22,2,4-6-3,201.2
2025-08-22,2,4-6-5,179.9
2025-08-22,2,5-1-2,218.7
2025-08-22,2,5-1-3,103.8
2025-08-22,2,5-1-4,178.4
2025-08-22,2,5-1-6,208.9
2025-08-22,2,5-2-1,238.8
2025-08-22,2,5-2-3,109.7
2025-08-22,2,5-2-4,170.7
2025-08-22,2,5-2-6,216.2
2025-08-22,2,5-3-1,66.2
2025-08-22,2,5-3-2,57.8
2025-08-22,2,5-3-4,18.0
2025-08-22,2,5-3-6,44.7
2025-08-22,2,5-4-1,140.7
2025-08-22,2,5-4-2,131.3
2025-08-22,2,5-4-3,38.6
2025-08-22,2,5-4-6,74.2
2025-08-22,2,5-6-1,268.1
2025-08-22,2,5-6-2,275.9
2025-08-22,2,5-6-3,114.4
2025-08-22,2,5-6-4,157.2
2025-08-22,2,6-1-2,1486.0
2025-08-22,2,6-1-3,1078.0
2025-08-22,2,6-1-4,1516.0
2025-08-22,2,6-1-5,1160.0
2025-08-22,2,6-2-1,1701.0
2025-08-22,2,6-2-3,1417.0
2025-08-22,2,6-2-4,1646.0
2025-08-22,2,6-2-5,1379.0
2025-08-22,2,6-3-1,994.3
2025-08-22,2,6-3-2,1501.0
2025-08-22,2,6-3-4,477.0
2025-08-22,2,6-3-5,345.6
2025-08-22,2,6-4-1,1486.0
2025-08-22,2,6-4-2,1595.0
2025-08-22,2,6-4-3,610.0
2025-08-22,2,6-4-5,528.0
2025-08-22,2,6-5-1,1142.0
2025-08-22,2,6-5-2,1297.0
2025-08-22,2,6-5-3,388.6
2025-08-22,2,6-5-4,500.4
2025-08-22,3,1-2-3,18.3
2025-08-22,3,1-2-4,24.7
2025-08-22,3,1-2-5,24.4
2025-08-22,3,1-2-6,42.2
2025-08-22,3,1-3-2,32.6
2025-08-22,3,1-3-4,52.0
2025-08-22,3,1-3-5,51.9
2025-08-22,3,1-3-6,94.8
2025-08-22,3,1-4-2,59.3
2025-08-22,3,1-4-3,81.9
2025-08-22,3,1-4-5,76.0
2025-08-22,3,1-4-6,141.6
2025-08-22,3,1-5-2,59.1
2025-08-22,3,1-5-3,90.2
2025-08-22,3,1-5-4,107.1
2025-08-22,3,1-5-6,124.1
