date,rno,chaku,teiban,touban,name,motor,tenji,shinnyu,st
2025-07-08,1,01,2,5086,本村大,22,6.88,2,0.18
2025-07-08,1,02,3,4636,赤池修平,51,6.9,3,0.14
2025-07-08,1,03,6,3528,笠野友紀恵,60,6.9,6,0.15
2025-07-08,1,04,5,4449,中嶋達也,76,6.93,5,0.10
2025-07-08,1,05,4,4382,高山智至,64,6.81,4,0.14
2025-07-08,1,06,1,4926,吉川貴仁,24,6.79,1,0.17
2025-07-08,2,01,2,4980,佐々木完太,79,6.94,2,0.21
2025-07-08,2,02,1,4098,赤澤文香,12,6.86,1,0.25
2025-07-08,2,03,6,4077,品田直樹,28,6.84,6,0.16
2025-07-08,2,04,4,4049,荒川健太,35,6.85,4,0.18
2025-07-08,2,05,3,3444,香月大介,31,6.81,3,0.18
2025-07-08,2,06,5,4173,岡谷健吾,11,6.86,5,0.17
2025-07-08,3,01,1,4302,西野翔太,58,6.8,1,0.11
2025-07-08,3,02,3,5257,西丸侑太朗,63,6.78,3,0.12
2025-07-08,3,03,5,5287,滝沢織寧,37,6.76,5,0.17
2025-07-08,3,04,2,4919,吉田翔悟,32,6.82,2,0.12
2025-07-08,3,05,4,3467,森弘行,16,6.81,4,0.19
2025-07-08,3,06,6,4393,田中孝明,36,6.83,6,0.19
2025-07-08,4,01,4,4306,畔柳俊吾,59,6.9,4,0.10
2025-07-08,4,02,5,5015,高橋竜矢,50,6.79,5,0.13
2025-07-08,4,03,1,3841,佐々木和伸,56,6.74,1,0.22
2025-07-08,4,04,3,4942,柴田朋哉,15,6.79,3,0.13
2025-07-08,4,05,2,4896,花本剛,72,6.87,2,0.21
2025-07-08,4,06,6,5170,佐藤太亮,55,6.84,6,0.17
2025-07-08,5,01,1,4183,宇野弥生,19,6.79,1,0.12
2025-07-08,5,02,6,4482,守屋美穂,53,6.76,6,0.22
2025-07-08,5,03,2,4385,鈴木祐美子,26,6.84,2,0.32
2025-07-08,5,04,3,5151,山下奈緒,34,6.9,3,0.27
2025-07-08,5,05,5,4965,福岡泉水,30,6.85,5,0.30
2025-07-08,5,06,4,4900,中田夕貴,52,6.81,4,0.24
2025-07-08,6,01,4,4377,濱本優一,17,6.78,4,0.01
2025-07-08,6,02,6,4382,高山智至,64,6.77,6,0.10
2025-07-08,6,03,1,3812,山崎聖司,39,6.79,1,0.03
2025-07-08,6,04,2,4596,葛原大陽,23,6.83,2,0.12
2025-07-08,6,05,5,4248,岡本大,29,6.83,5,0.04
2025-07-08,6,06,3,4081,樋口範政,18,6.98,3,0.15
2025-07-08,7,01,5,5257,西丸侑太朗,63,6.83,4,0.26
2025-07-08,7,02,1,4251,川崎誠志,62,6.79,1,0.17
2025-07-08,7,03,2,4981,牧山敦也,67,6.85,2,0.18
2025-07-08,7,04,6,4218,吉川喜継,38,6.79,5,0.27
2025-07-08,7,05,4,4077,品田直樹,28,6.9,6,0.36
2025-07-08,7,06,3,3528,笠野友紀恵,60,6.86,3,0.33
2025-07-08,8,01,1,4449,中嶋達也,76,6.74,1,0.18
2025-07-08,8,02,3,3743,林美憲,21,6.85,3,0.15
2025-07-08,8,03,2,3467,森弘行,16,6.85,2,0.16
2025-07-08,8,04,4,4967,中村魁生,81,6.82,4,0.29
2025-07-08,8,05,6,4942,柴田朋哉,15,6.89,6,0.09
2025-07-08,8,06,5,4098,赤澤文香,12,6.8,5,0.21
2025-07-08,9,01,1,3284,渡邊伸太郎,33,6.77,1,0.06
2025-07-08,9,02,6,4919,吉田翔悟,32,6.75,6,0.14
2025-07-08,9,03,4,3841,佐々木和伸,56,6.82,4,0.14
2025-07-08,9,04,5,4739,中村晃朋,25,6.81,5,0.17
2025-07-08,9,05,2,4557,松尾光広,10,6.84,2,0.09
2025-07-08,9,06,3,4965,福岡泉水,30,6.81,3,0.29
2025-07-08,10,01,3,4596,葛原大陽,23,6.8,3,0.15
2025-07-08,10,02,1,4173,岡谷健吾,11,6.73,1,0.15
2025-07-08,10,03,5,5086,本村大,22,6.74,5,0.17
2025-07-08,10,04,4,4183,宇野弥生,19,6.82,4,0.11
2025-07-08,10,05,2,4463,三苫晃幸,27,6.81,2,0.21
2025-07-08,10,06,6,4896,花本剛,72,6.98,6,0.25
2025-07-08,11,01,1,4377,濱本優一,17,6.73,1,0.24
2025-07-08,11,02,3,4302,西野翔太,58,6.75,3,0.23
2025-07-08,11,03,4,4381,田路朋史,57,6.71,4,0.16
2025-07-08,11,04,2,4900,中田夕貴,52,6.73,2,0.33
2025-07-08,11,05,6,4981,牧山敦也,67,6.91,6,0.19
2025-07-08,11,06,5,4049,荒川健太,35,6.86,5,0.19
2025-07-08,12,01,4,4482,守屋美穂,53,6.74,4,0.05
2025-07-08,12,02,6,4980,佐々木完太,79,6.75,6,0.10
2025-07-08,12,03,3,5015,高橋竜矢,50,6.78,3,0.15
2025-07-08,12,04,2,4218,吉川喜継,38,6.75,2,0.10
2025-07-08,12,05,1,3743,林美憲,21,6.77,1,0.13
2025-07-08,12,06,5,4926,吉川貴仁,24,6.84,5,0.05
2025-07-09,1,01,1,4596,葛原大陽,23,6.8,1,0.19
2025-07-09,1,02,2,4965,福岡泉水,30,6.77,2,0.26
2025-07-09,1,03,5,4942,柴田朋哉,15,6.82,5,0.18
2025-07-09,1,04,6,5151,山下奈緒,34,6.81,6,0.29
2025-07-09,1,05,4,4081,樋口範政,18,6.89,4,0.19
2025-07-09,1,06,3,5170,佐藤太亮,55,6.83,3,0.34
2025-07-09,2,01,4,4557,松尾光広,10,6.75,4,0.14
2025-07-09,2,02,1,4393,田中孝明,36,6.75,1,0.11
2025-07-09,2,03,5,4980,佐々木完太,79,6.77,5,0.12
2025-07-09,2,04,2,4248,岡本大,29,6.87,2,0.13
2025-07-09,2,05,6,4306,畔柳俊吾,59,6.75,6,0.14
2025-07-09,2,06,3,4385,鈴木祐美子,26,6.75,3,0.20
2025-07-09,3,01,3,4173,岡谷健吾,11,6.86,3,0.24
2025-07-09,3,02,5,4377,濱本優一,17,6.82,5,0.26
2025-07-09,3,03,2,5257,西丸侑太朗,63,6.79,2,0.21
2025-07-09,3,04,4,3444,香月大介,31,6.81,4,0.37
2025-07-09,3,05,1,4381,田路朋史,57,6.76,1,0.28
2025-07-09,3,06,6,4251,川崎誠志,62,6.81,6,0.32
2025-07-09,4,01,2,4049,荒川健太,35,6.83,2,0.12
2025-07-09,4,02,1,4218,吉川喜継,38,6.77,1,0.16
2025-07-09,4,03,5,3284,渡邊伸太郎,33,6.81,5,0.07
2025-07-09,4,04,6,5287,滝沢織寧,37,6.68,6,0.08
2025-07-09,4,05,3,4900,中田夕貴,52,6.8,3,0.16
2025-07-09,4,06,4,4636,赤池修平,51,6.8,4,0.08
2025-07-09,5,01,2,4926,吉川貴仁,24,6.76,2,0.15
2025-07-09,5,02,3,4077,品田直樹,28,6.83,3,0.16
2025-07-09,5,03,4,4919,吉田翔悟,32,6.82,4,0.13
2025-07-09,5,04,6,4449,中嶋達也,76,6.68,6,0.29
2025-07-09,5,05,5,4183,宇野弥生,19,6.79,5,0.18
2025-07-09,5,06,1,4463,三苫晃幸,27,6.68,1,0.24
2025-07-09,6,01,2,4967,中村魁生,81,6.74,2,0.11
2025-07-09,6,02,6,5015,高橋竜矢,50,6.91,6,0.06
2025-07-09,6,03,1,4896,花本剛,72,6.81,1,0.15
2025-07-09,6,04,4,4981,牧山敦也,67,6.84,4,0.07
2025-07-09,6,05,3,3467,森弘行,16,6.78,3,0.08
2025-07-09,6,06,5,4385,鈴木祐美子,26,6.83,5,0.17
2025-07-09,7,01,6,4739,中村晃朋,25,6.74,3,0.21
2025-07-09,7,02,2,5151,山下奈緒,34,6.71,2,0.21
2025-07-09,7,03,3,5086,本村大,22,6.82,4,0.20
2025-07-09,7,04,4,4980,佐々木完太,79,6.73,5,0.19
2025-07-09,7,05,5,3812,山崎聖司,39,6.78,6,0.14
2025-07-09,7,06,1,3444,香月大介,31,6.77,1,0.33
2025-07-09,8,01,5,4482,守屋美穂,53,6.64,5,0.15
2025-07-09,8,02,3,3841,佐々木和伸,56,6.79,3,0.17
2025-07-09,8,03,2,4251,川崎誠志,62,6.83,2,0.21
2025-07-09,8,04,4,4248,岡本大,29,6.82,4,0.16
2025-07-09,8,05,6,4081,樋口範政,18,6.83,6,0.23
2025-07-09,8,06,1,4636,赤池修平,51,6.71,1,0.29
2025-07-09,9,01,6,3743,林美憲,21,6.81,3,0.19
2025-07-09,9,02,3,4377,濱本優一,17,6.81,5,0.11
2025-07-09,9,03,5,4393,田中孝明,36,6.84,2,0.22
2025-07-09,9,04,4,5170,佐藤太亮,55,6.77,6,0.17
2025-07-09,9,05,1,4382,高山智至,64,6.75,1,0.20
2025-07-09,9,06,2,5287,滝沢織寧,37,6.71,4,0.16
2025-07-09,10,01,4,4926,吉川貴仁,24,6.75,4,0.09
2025-07-09,10,02,5,4302,西野翔太,58,6.77,5,0.06
2025-07-09,10,03,1,3528,笠野友紀恵,60,6.68,1,0.17
2025-07-09,10,04,2,4098,赤澤文香,12,6.71,2,0.18
2025-07-09,10,05,6,4557,松尾光広,10,6.79,6,0.09
2025-07-09,10,06,3,3284,渡邊伸太郎,33,6.78,3,0.16
2025-07-09,11,01,1,4049,荒川健太,35,6.74,1,0.08
2025-07-09,11,02,2,5015,高橋竜矢,50,6.77,2,0.10
2025-07-09,11,03,5,4596,葛原大陽,23,6.81,5,0.14
2025-07-09,11,04,6,5257,西丸侑太朗,63,6.89,6,0.12
2025-07-09,11,05,3,4183,宇野弥生,19,6.8,3,0.09
2025-07-09,11,06,4,3812,山崎聖司,39,6.8,4,0.12
2025-07-09,12,01,4,4463,三苫晃幸,27,6.85,4,0.11
2025-07-09,12,02,1,4482,守屋美穂,53,6.7,1,0.10
2025-07-09,12,03,5,4381,田路朋史,57,6.8,5,0.04
2025-07-09,12,04,6,4967,中村魁生,81,6.88,6,0.06
2025-07-09,12,05,3,4306,畔柳俊吾,59,6.85,3,0.04
2025-07-09,12,06,2,4739,中村晃朋,25,6.82,2,0.15
2025-07-10,1,01,1,5257,西丸侑太朗,63,6.71,1,0.17
2025-07-10,1,02,3,4382,高山智至,64,6.85,3,0.25
2025-07-10,1,03,5,3467,森弘行,16,6.88,5,0.21
2025-07-10,1,04,4,3528,笠野友紀恵,60,6.82,4,0.26
2025-07-10,1,05,6,3444,香月大介,31,6.9,6,0.21
2025-07-10,1,06,2,4081,樋口範政,18,6.86,2,0.22
2025-07-10,2,01,1,4739,中村晃朋,25,6.79,1,0.06
2025-07-10,2,02,6,4926,吉川貴仁,24,6.72,6,0.07
2025-07-10,2,03,4,4942,柴田朋哉,15,6.81,4,0.07
2025-07-10,2,04,2,4183,宇野弥生,19,6.9,2,0.09
2025-07-10,2,05,3,3812,山崎聖司,39,6.89,3,0.06
2025-07-10,2,06,5,4981,牧山敦也,67,6.88,5,0.09
2025-07-10,3,01,3,4218,吉川喜継,38,6.86,3,0.12
2025-07-10,3,02,2,4077,品田直樹,28,6.9,2,0.16
2025-07-10,3,03,5,4306,畔柳俊吾,59,6.84,4,0.16
2025-07-10,3,04,6,3841,佐々木和伸,56,6.79,6,0.21
2025-07-10,3,05,4,4965,福岡泉水,30,6.84,5,0.22
2025-07-10,3,06,1,4900,中田夕貴,52,6.81,1,0.20
2025-07-10,4,01,2,3284,渡邊伸太郎,33,6.95,2,0.14
2025-07-10,4,02,1,4980,佐々木完太,79,6.83,1,0.12
2025-07-10,4,03,5,4967,中村魁生,81,6.81,5,0.19
2025-07-10,4,04,3,4463,三苫晃幸,27,6.87,3,0.19
2025-07-10,4,05,6,4636,赤池修平,51,6.87,6,0.19
2025-07-10,4,06,4,4449,中嶋達也,76,6.86,4,0.19
2025-07-10,5,01,1,4248,岡本大,29,6.95,1,0.05
2025-07-10,5,02,5,3743,林美憲,21,6.79,2,0.11
2025-07-10,5,03,3,4098,赤澤文香,12,6.88,4,0.19
2025-07-10,5,04,2,4381,田路朋史,57,6.82,3,0.11
2025-07-10,5,05,4,5086,本村大,22,6.91,5,0.16
2025-07-10,5,06,6,4385,鈴木祐美子,26,6.87,6,0.23
2025-07-10,6,01,2,4482,守屋美穂,53,6.82,2,0.16
2025-07-10,6,02,4,4393,田中孝明,36,6.98,4,0.23
2025-07-10,6,03,3,4557,松尾光広,10,6.8,3,0.17
2025-07-10,6,04,1,5151,山下奈緒,34,6.83,1,0.17
2025-07-10,6,05,6,4173,岡谷健吾,11,6.85,6,0.17
2025-07-10,6,06,5,3528,笠野友紀恵,60,6.83,5,0.20
2025-07-10,7,01,5,4919,吉田翔悟,32,6.86,5,0.10
2025-07-10,7,02,1,3467,森弘行,16,6.82,1,0.21
2025-07-10,7,03,6,4183,宇野弥生,19,6.86,6,0.12
2025-07-10,7,04,2,4306,畔柳俊吾,59,6.87,2,0.16
2025-07-10,7,05,3,4251,川崎誠志,62,6.85,3,0.17
2025-07-10,7,06,4,5015,高橋竜矢,50,6.91,4,0.13
2025-07-10,8,01,3,4981,牧山敦也,67,6.83,3,0.13
2025-07-10,8,02,2,4302,西野翔太,58,6.81,2,0.12
2025-07-10,8,03,4,3284,渡邊伸太郎,33,6.88,4,0.08
2025-07-10,8,04,5,4077,品田直樹,28,6.89,5,0.18
2025-07-10,8,05,6,4596,葛原大陽,23,6.76,6,0.10
2025-07-10,8,06,1,5170,佐藤太亮,55,6.79,1,0.18
2025-07-10,9,01,2,4942,柴田朋哉,15,6.78,2,0.04
2025-07-10,9,02,4,5257,西丸侑太朗,63,6.81,4,0.04
2025-07-10,9,03,5,4218,吉川喜継,38,6.77,5,0.09
2025-07-10,9,04,3,4449,中嶋達也,76,6.83,3,0.02
2025-07-10,9,05,6,4381,田路朋史,57,6.82,6,0.17
2025-07-10,9,06,1,5287,滝沢織寧,37,6.71,1,0.11
2025-07-10,10,01,6,4049,荒川健太,35,6.93,4,0.22
2025-07-10,10,02,3,4926,吉川貴仁,24,6.81,3,0.19
2025-07-10,10,03,4,4098,赤澤文香,12,6.87,5,0.25
2025-07-10,10,04,5,4463,三苫晃幸,27,6.9,6,0.21
2025-07-10,10,05,2,4382,高山智至,64,6.87,2,0.24
2025-07-10,10,06,1,4965,福岡泉水,30,6.83,1,0.38
2025-07-10,11,01,1,4967,中村魁生,81,6.81,1,0.08
2025-07-10,11,02,4,4173,岡谷健吾,11,6.88,4,0.15
2025-07-10,11,03,6,4377,濱本優一,17,6.8,6,0.16
2025-07-10,11,04,2,3743,林美憲,21,6.85,2,0.07
2025-07-10,11,05,5,4900,中田夕貴,52,6.74,5,0.10
2025-07-10,11,06,3,4919,吉田翔悟,32,6.81,3,0.07
2025-07-10,12,01,1,5015,高橋竜矢,50,6.71,1,0.08
2025-07-10,12,02,3,4739,中村晃朋,25,6.8,3,0.11
2025-07-10,12,03,4,4302,西野翔太,58,6.7,4,0.10
2025-07-10,12,04,2,3841,佐々木和伸,56,6.78,2,0.16
2025-07-10,12,05,5,4557,松尾光広,10,6.8,5,0.16
2025-07-10,12,06,6,5086,本村大,22,6.78,6,0.27
2025-07-11,1,01,1,3743,林美憲,21,6.8,1,0.26
2025-07-11,1,02,4,4385,鈴木祐美子,26,6.86,4,0.23
2025-07-11,1,03,5,5151,山下奈緒,34,6.86,5,0.24
2025-07-11,1,04,6,3812,山崎聖司,39,6.87,6,0.24
2025-07-11,1,05,3,5287,滝沢織寧,37,6.81,3,0.23
2025-07-11,1,06,2,4636,赤池修平,51,6.78,2,0.28
2025-07-11,2,01,1,4081,樋口範政,18,6.88,1,0.09
2025-07-11,2,02,3,3841,佐々木和伸,56,6.81,3,0.09
2025-07-11,2,03,2,4449,中嶋達也,76,6.83,2,0.10
2025-07-11,2,04,5,4967,中村魁生,81,6.82,5,0.09
2025-07-11,2,05,6,4098,赤澤文香,12,6.94,6,0.12
2025-07-11,2,06,4,4900,中田夕貴,52,6.81,4,0.18
2025-07-11,3,01,1,4482,守屋美穂,53,6.69,1,0.05
2025-07-11,3,02,2,4377,濱本優一,17,6.78,2,0.14
2025-07-11,3,03,3,4248,岡本大,29,6.92,3,0.06
2025-07-11,3,04,6,4381,田路朋史,57,6.74,6,0.07
2025-07-11,3,05,4,4919,吉田翔悟,32,6.78,4,0.07
2025-07-11,3,06,5,3444,香月大介,31,6.81,5,0.08
2025-07-11,4,01,3,4382,高山智至,64,6.94,3,0.06
2025-07-11,4,02,2,4173,岡谷健吾,11,6.8,2,0.02
2025-07-11,4,03,5,4251,川崎誠志,62,6.91,6,0.07
2025-07-11,4,04,4,4218,吉川喜継,38,6.84,4,0.02
2025-07-11,4,F,1,4557,松尾光広,10,6.77,1,F0.04
2025-07-11,4,F,6,3284,渡邊伸太郎,33,6.82,5,F0.02
2025-07-11,5,01,3,5015,高橋竜矢,50,6.84,2,0.15
2025-07-11,5,02,6,4302,西野翔太,58,6.8,3,0.18
2025-07-11,5,03,5,5170,佐藤太亮,55,6.8,6,0.27
2025-07-11,5,04,4,4463,三苫晃幸,27,6.82,5,0.24
2025-07-11,5,05,1,4385,鈴木祐美子,26,6.7,1,0.34
2025-07-11,5,06,2,3528,笠野友紀恵,60,6.81,4,0.26
2025-07-11,6,01,2,4739,中村晃朋,25,6.79,2,0.21
2025-07-11,6,02,1,4942,柴田朋哉,15,6.81,1,0.21
2025-07-11,6,03,3,4393,田中孝明,36,6.91,3,0.22
2025-07-11,6,04,4,5151,山下奈緒,34,6.82,4,0.27
2025-07-11,6,05,5,4049,荒川健太,35,6.89,5,0.24
2025-07-11,6,06,6,4965,福岡泉水,30,6.89,6,0.18
2025-07-11,7,01,3,4377,濱本優一,17,6.84,3,0.08
2025-07-11,7,02,2,3812,山崎聖司,39,6.89,2,0.12
2025-07-11,7,03,6,4596,葛原大陽,23,6.87,6,0.09
2025-07-11,7,04,4,4926,吉川貴仁,24,6.79,4,0.09
2025-07-11,7,05,5,4081,樋口範政,18,6.88,5,0.14
2025-07-11,7,06,1,5086,本村大,22,6.8,1,0.20
2025-07-11,8,01,1,4981,牧山敦也,67,6.74,1,0.18
2025-07-11,8,02,2,4967,中村魁生,81,6.79,2,0.16
2025-07-11,8,03,3,4980,佐々木完太,79,6.8,3,0.14
2025-07-11,8,04,6,4248,岡本大,29,6.92,5,0.12
2025-07-11,8,05,5,5287,滝沢織寧,37,6.87,6,0.08
2025-07-11,8,06,4,4251,川崎誠志,62,6.88,4,0.25
2025-07-11,9,01,3,4381,田路朋史,57,6.81,3,0.16
2025-07-11,9,02,1,4306,畔柳俊吾,59,6.66,1,0.21
2025-07-11,9,03,6,4900,中田夕貴,52,6.7,6,0.21
2025-07-11,9,04,4,4557,松尾光広,10,6.82,4,0.18
2025-07-11,9,05,5,4636,赤池修平,51,6.78,5,0.15
2025-07-11,9,06,2,5170,佐藤太亮,55,6.81,2,0.21
2025-07-11,10,01,5,4739,中村晃朋,25,6.91,4,0.20
2025-07-11,10,02,4,4183,宇野弥生,19,6.9,6,0.14
2025-07-11,10,03,6,3743,林美憲,21,6.87,5,0.19
2025-07-11,10,04,2,3444,香月大介,31,6.77,2,0.31
2025-07-11,10,05,3,3284,渡邊伸太郎,33,6.89,3,0.32
2025-07-11,10,06,1,4077,品田直樹,28,6.8,1,0.25
2025-07-11,11,01,4,5257,西丸侑太朗,63,6.76,4,0.11
2025-07-11,11,02,1,4919,吉田翔悟,32,6.75,1,0.09
2025-07-11,11,03,6,4463,三苫晃幸,27,6.79,6,0.20
2025-07-11,11,04,3,4218,吉川喜継,38,6.75,3,0.10
2025-07-11,11,05,2,4393,田中孝明,36,6.92,2,0.12
2025-07-11,11,06,5,3841,佐々木和伸,56,6.82,5,0.15
2025-07-11,12,01,1,4596,葛原大陽,23,6.8,1,0.13
2025-07-11,12,02,3,4302,西野翔太,58,6.79,3,0.12
2025-07-11,12,03,2,4049,荒川健太,35,6.81,2,0.13
2025-07-11,12,04,4,4980,佐々木完太,79,6.78,4,0.18
2025-07-11,12,05,6,4482,守屋美穂,53,6.75,6,0.14
2025-07-11,12,06,5,4382,高山智至,64,6.83,5,0.19
2025-07-12,1,01,1,3841,佐々木和伸,56,6.85,1,0.21
2025-07-12,1,02,2,4965,福岡泉水,30,6.92,2,0.24
2025-07-12,1,03,4,3444,香月大介,31,6.9,4,0.22
2025-07-12,1,04,3,4251,川崎誠志,62,6.88,3,0.25
2025-07-12,1,05,5,5170,佐藤太亮,55,6.91,5,0.21
2025-07-12,1,06,6,4098,赤澤文香,12,6.87,6,0.25
2025-07-12,2,01,2,4919,吉田翔悟,32,6.86,2,0.23
2025-07-12,2,02,3,4306,畔柳俊吾,59,6.86,3,0.26
2025-07-12,2,03,4,3743,林美憲,21,6.84,4,0.22
2025-07-12,2,04,1,4381,田路朋史,57,6.72,1,0.26
2025-07-12,2,05,6,4393,田中孝明,36,6.82,6,0.22
2025-07-12,2,06,5,5086,本村大,22,6.82,5,0.22
2025-07-12,3,01,1,4218,吉川喜継,38,6.77,1,0.17
2025-07-12,3,02,5,4302,西野翔太,58,6.8,5,0.14
2025-07-12,3,03,3,4463,三苫晃幸,27,6.84,3,0.14
2025-07-12,3,04,2,3812,山崎聖司,39,6.83,2,0.18
2025-07-12,3,05,6,4449,中嶋達也,76,6.79,6,0.21
2025-07-12,3,06,4,4248,岡本大,29,6.87,4,0.15
2025-07-12,4,01,1,4980,佐々木完太,79,6.77,1,0.16
2025-07-12,4,02,5,4377,濱本優一,17,6.85,5,0.12
2025-07-12,4,03,4,4385,鈴木祐美子,26,6.84,4,0.14
2025-07-12,4,04,6,4077,品田直樹,28,6.84,6,0.15
2025-07-12,4,05,3,4049,荒川健太,35,6.89,3,0.33
2025-07-12,4,06,2,4081,樋口範政,18,6.82,2,0.16
2025-07-12,5,01,4,4596,葛原大陽,23,6.86,4,0.09
2025-07-12,5,02,1,4942,柴田朋哉,15,6.72,1,0.11
2025-07-12,5,03,5,5015,高橋竜矢,50,6.85,5,0.05
2025-07-12,5,04,3,5151,山下奈緒,34,6.76,3,0.11
2025-07-12,5,05,6,4557,松尾光広,10,6.88,6,0.07
2025-07-12,5,06,2,4382,高山智至,64,6.77,2,0.15
2025-07-12,6,01,1,4926,吉川貴仁,24,6.78,1,0.07
2025-07-12,6,02,5,5257,西丸侑太朗,63,6.77,5,0.19
2025-07-12,6,03,3,4967,中村魁生,81,6.67,3,0.11
2025-07-12,6,04,2,4173,岡谷健吾,11,6.76,2,0.12
2025-07-12,6,05,6,3284,渡邊伸太郎,33,6.89,6,0.34
2025-07-12,6,06,4,4393,田中孝明,36,6.92,4,0.20
2025-07-12,7,01,5,4482,守屋美穂,53,6.67,5,0.15
2025-07-12,7,02,6,4306,畔柳俊吾,59,6.79,6,0.19
2025-07-12,7,03,1,4981,牧山敦也,67,6.79,1,0.23
2025-07-12,7,04,4,4739,中村晃朋,25,6.8,4,0.17
2025-07-12,7,05,2,5086,本村大,22,6.7,2,0.22
2025-07-12,7,06,3,4449,中嶋達也,76,6.78,3,0.17
2025-07-12,8,01,1,4636,赤池修平,51,6.76,1,0.20
2025-07-12,8,02,5,3812,山崎聖司,39,6.83,5,0.20
2025-07-12,8,03,4,4081,樋口範政,18,6.97,4,0.19
2025-07-12,8,04,2,4248,岡本大,29,6.88,2,0.20
2025-07-12,8,05,3,4077,品田直樹,28,6.92,3,0.17
2025-07-12,8,06,6,4251,川崎誠志,62,6.79,6,0.22
2025-07-12,9,01,2,5287,滝沢織寧,37,6.78,2,0.21
2025-07-12,9,02,3,4900,中田夕貴,52,6.7,3,0.22
2025-07-12,9,03,1,3528,笠野友紀恵,60,6.71,1,0.30
2025-07-12,9,04,5,4385,鈴木祐美子,26,6.81,5,0.16
2025-07-12,9,05,4,4098,赤澤文香,12,6.82,4,0.17
2025-07-12,9,06,6,4183,宇野弥生,19,6.83,6,0.13
2025-07-12,10,01,4,4967,中村魁生,81,6.73,4,0.02
2025-07-12,10,02,2,5257,西丸侑太朗,63,6.8,2,0.13
2025-07-12,10,03,6,4942,柴田朋哉,15,6.78,6,0.01
2025-07-12,10,04,3,4980,佐々木完太,79,6.74,3,0.17
2025-07-12,10,05,5,4919,吉田翔悟,32,6.74,5,0.07
2025-07-12,10,06,1,4302,西野翔太,58,6.68,1,0.11
2025-07-12,11,01,1,4377,濱本優一,17,6.78,1,0.13
2025-07-12,11,02,3,4739,中村晃朋,25,6.77,3,0.18
2025-07-12,11,03,4,4049,荒川健太,35,6.88,4,0.18
2025-07-12,11,04,5,4218,吉川喜継,38,6.8,5,0.15
2025-07-12,11,05,2,5015,高橋竜矢,50,6.8,2,0.11
2025-07-12,11,06,6,4981,牧山敦也,67,6.9,6,0.14
2025-07-12,12,01,1,4482,守屋美穂,53,6.63,1,0.06
2025-07-12,12,02,4,4926,吉川貴仁,24,6.74,4,0.10
2025-07-12,12,03,2,3743,林美憲,21,6.82,2,0.10
2025-07-12,12,04,6,3841,佐々木和伸,56,6.86,6,0.13
2025-07-12,12,05,5,4173,岡谷健吾,11,6.83,5,0.12
2025-07-12,12,06,3,4596,葛原大陽,23,6.84,3,0.05
2025-07-13,1,01,4,5086,本村大,22,6.87,4,0.09
2025-07-13,1,02,5,4081,樋口範政,18,6.93,5,0.13
2025-07-13,1,03,1,4463,三苫晃幸,27,6.82,1,0.20
2025-07-13,1,04,6,3528,笠野友紀恵,60,6.84,6,0.14
2025-07-13,1,05,2,3444,香月大介,31,6.82,2,0.18
2025-07-13,1,06,3,5170,佐藤太亮,55,6.87,3,0.22
2025-07-13,2,01,4,4636,赤池修平,51,6.82,4,0.09
2025-07-13,2,02,5,4381,田路朋史,57,6.78,5,0.16
2025-07-13,2,03,6,4557,松尾光広,10,6.78,6,0.24
2025-07-13,2,04,3,4248,岡本大,29,6.94,3,0.19
2025-07-13,2,05,1,4449,中嶋達也,76,6.73,1,0.23
2025-07-13,2,06,2,5151,山下奈緒,34,6.87,2,0.22
2025-07-13,3,01,3,3812,山崎聖司,39,6.81,4,0.03
2025-07-13,3,02,2,4919,吉田翔悟,32,6.78,2,0.08
2025-07-13,3,03,5,4942,柴田朋哉,15,6.79,6,0.21
2025-07-13,3,04,6,4049,荒川健太,35,6.86,3,0.11
2025-07-13,3,05,1,4183,宇野弥生,19,6.84,1,0.04
2025-07-13,3,06,4,5287,滝沢織寧,37,6.84,5,0.34
2025-07-13,4,01,1,5015,高橋竜矢,50,6.81,1,0.21
2025-07-13,4,02,6,4980,佐々木完太,79,6.83,6,0.17
2025-07-13,4,03,2,4981,牧山敦也,67,6.82,2,0.17
2025-07-13,4,04,3,4393,田中孝明,36,6.89,3,0.17
2025-07-13,4,05,4,4382,高山智至,64,6.79,4,0.15
2025-07-13,4,06,5,4900,中田夕貴,52,6.77,5,0.32
2025-07-13,5,01,2,4596,葛原大陽,23,6.91,2,0.10
2025-07-13,5,02,4,4306,畔柳俊吾,59,6.78,4,0.13
2025-07-13,5,03,5,4218,吉川喜継,38,6.87,5,0.22
2025-07-13,5,04,6,3284,渡邊伸太郎,33,6.84,6,0.25
2025-07-13,5,05,1,4098,赤澤文香,12,6.74,1,0.11
2025-07-13,5,06,3,4965,福岡泉水,30,6.85,3,0.10
2025-07-13,6,01,4,3841,佐々木和伸,56,6.79,4,0.16
2025-07-13,6,02,1,4077,品田直樹,28,6.85,1,0.16
2025-07-13,6,03,5,4248,岡本大,29,6.88,5,0.14
2025-07-13,6,04,2,4302,西野翔太,58,6.86,2,0.09
2025-07-13,6,05,6,5151,山下奈緒,34,6.91,6,0.18
2025-07-13,6,06,3,4173,岡谷健吾,11,6.86,3,0.15
2025-07-13,7,01,5,3743,林美憲,21,6.84,2,0.26
2025-07-13,7,02,1,4251,川崎誠志,62,6.78,1,0.35
2025-07-13,7,03,4,5170,佐藤太亮,55,6.82,5,0.22
