date,rno,rname,nichime,wdir,wspd,kimarite,santan,payout,win_teiban,c1_touban,c1_win
2026-05-20,1,とるならなる,5,南東,3,逃げ,1-2-6,1060,1,4052,1
2026-05-20,2,どーなるなる,5,南東,3,逃げ,1-3-5,520,1,4415,1
2026-05-20,3,どきどきなる,5,東,3,逃げ,1-2-5,900,1,4381,1
2026-05-20,4,とにかくなる,5,南東,4,逃げ,1-6-2,2110,1,4903,1
2026-05-20,5,一般,5,東,4,まくり,4-6-1,7400,4,4572,0
2026-05-20,6,一般,5,南東,3,逃げ,1-3-5,3620,1,5002,1
2026-05-20,7,一般,5,南東,4,逃げ,1-3-5,1410,1,3664,1
2026-05-20,8,一般,5,南東,3,逃げ,1-2-5,1900,1,3475,1
2026-05-20,9,一般,5,南東,2,まくり差し,3-2-1,6400,3,3477,0
2026-05-20,10,準優勝戦,5,南東,3,逃げ,1-2-4,640,1,3909,1
2026-05-20,11,準優勝戦,5,南東,5,逃げ,1-6-3,10970,1,4793,1
2026-05-20,12,準優勝戦,5,南東,4,逃げ,1-3-5,1140,1,4532,1
2026-05-21,1,とるならなる,6,南東,1,逃げ,1-6-4,4220,1,3715,1
2026-05-21,2,どーなるなる,6,東,1,逃げ,1-2-5,2490,1,5172,1
2026-05-21,3,どきどきなる,6,南東,1,逃げ,1-3-2,600,1,3956,1
2026-05-21,4,とにかくなる,6,南東,2,抜き,4-3-1,4870,4,4015,0
2026-05-21,5,一般,6,東,2,まくり差し,3-1-4,5000,3,3742,0
2026-05-21,6,一般,6,東,2,逃げ,1-2-3,950,1,3747,1
2026-05-21,7,一般,6,南東,2,逃げ,1-2-4,1550,1,5219,1
2026-05-21,8,一般,6,南東,2,逃げ,1-3-2,4290,1,4973,1
2026-05-21,9,なるちゃん特,6,東,2,まくり差し,3-1-4,2010,3,3692,0
2026-05-21,10,選抜戦,6,東,1,逃げ,1-2-4,580,1,4702,1
2026-05-21,11,選抜戦,6,南東,2,逃げ,1-2-3,1040,1,4506,1
2026-05-21,12,優勝戦,6,南東,3,逃げ,1-4-3,1580,1,4532,1
2026-05-29,1,とるならなる,1,北西,4,まくり,3-1-2,2330,3,3304,0
2026-05-29,2,どーなるなる,1,北西,5,まくり,2-5-3,1560,2,4988,0
2026-05-29,3,どきどきなる,1,北西,3,逃げ,1-3-6,960,1,4437,1
2026-05-29,4,とにかくなる,1,北西,3,差し,4-1-3,2280,4,4598,0
2026-05-29,5,予選,1,北西,3,逃げ,1-2-5,3170,1,3611,1
2026-05-29,6,予選,1,北西,3,まくり,4-5-2,3560,4,4200,0
2026-05-29,7,予選,1,北西,3,まくり差し,5-1-3,8530,5,3933,0
2026-05-29,8,予選,1,北西,5,まくり差し,4-2-6,4230,4,4108,0
2026-05-29,9,特賞,1,北西,1,逃げ,1-2-4,1020,1,4214,1
2026-05-29,10,特賞,1,北西,2,差し,2-6-1,37010,2,4498,0
2026-05-29,11,特選,1,北,1,逃げ,1-3-4,970,1,4706,1
2026-05-29,12,ドリーム戦,1,北西,2,まくり差し,3-5-1,10620,3,4019,0
2026-05-30,1,とるならなる,2,北,2,逃げ,1-4-3,1600,1,4383,1
2026-05-30,2,どーなるなる,2,北西,2,逃げ,1-5-2,4200,1,4694,1
2026-05-30,3,どきどきなる,2,北西,2,逃げ,1-2-6,1330,1,5139,1
2026-05-30,4,とにかくなる,2,北西,1,逃げ,1-3-4,660,1,4531,1
2026-05-30,5,予選,2,西,1,まくり差し,3-1-5,1740,3,4108,0
2026-05-30,6,予選,2,西,1,まくり差し,5-3-4,16900,5,3463,0
2026-05-30,7,予選,2,西,1,まくり,4-5-2,28780,4,4714,0
2026-05-30,8,予選,2,西,1,逃げ,1-4-3,4000,1,4474,1
2026-05-30,9,特賞,2,北西,2,差し,2-3-5,2300,2,4969,0
2026-05-30,10,特賞,2,北西,1,まくり差し,4-1-2,3100,4,4402,0
2026-05-30,11,特選,2,北西,1,逃げ,1-4-5,1780,1,4459,1
2026-05-30,12,特選,2,北西,2,逃げ,1-4-6,5380,1,3556,1
2026-05-31,1,とるならなる,3,無,0,逃げ,1-3-4,610,1,4624,1
2026-05-31,2,どーなるなる,3,東,1,まくり,3-2-1,18890,3,5203,0
2026-05-31,3,どきどきなる,3,東,2,逃げ,1-2-6,960,1,4528,1
2026-05-31,4,とにかくなる,3,東,2,逃げ,1-3-2,500,1,5054,1
2026-05-31,5,予選,3,東,2,差し,2-4-3,2000,2,4020,0
2026-05-31,6,予選,3,東,2,逃げ,1-4-3,3700,1,4065,1
2026-05-31,7,予選,3,南東,2,差し,3-5-1,2280,3,5146,0
2026-05-31,8,予選,3,南東,3,差し,3-1-5,2690,3,5326,0
2026-05-31,9,特賞,3,東,2,まくり,6-3-2,24090,6,3550,0
2026-05-31,10,特賞,3,東,2,逃げ,1-4-6,1300,1,4281,1
2026-05-31,11,特選,3,南東,3,差し,2-6-1,39610,2,5231,0
2026-05-31,12,特選,3,東,2,逃げ,1-3-4,830,1,4324,1
2026-06-01,1,とるならなる,4,東,3,まくり差し,3-1-4,4160,3,4598,0
2026-06-01,2,どーなるなる,4,東,3,まくり,2-5-4,7800,2,5286,0
2026-06-01,3,どきどきなる,4,南東,3,まくり,4-1-5,33760,4,5139,0
2026-06-01,4,とにかくなる,4,東,4,まくり,3-1-4,3060,3,4383,0
2026-06-01,5,一般,4,東,3,まくり,5-1-3,3890,5,4065,0
2026-06-01,6,一般,4,東,3,まくり差し,6-5-4,4020,6,5310,0
2026-06-01,7,一般,4,東,4,まくり差し,3-6-1,5030,3,5235,0
2026-06-01,8,一般,4,南東,4,まくり差し,4-2-6,3010,4,5312,0
2026-06-01,9,一般,4,東,4,まくり差し,4-1-5,8790,4,3304,0
2026-06-01,10,準優勝戦,4,南東,5,逃げ,1-2-5,3020,1,4324,1
2026-06-01,11,準優勝戦,4,南東,6,まくり差し,3-1-4,5990,3,4706,0
2026-06-01,12,準優勝戦,4,南東,4,逃げ,1-6-5,6520,1,4459,1
2026-06-02,1,とるならなる,5,南東,2,逃げ,1-2-6,4590,1,4019,1
2026-06-02,2,どーなるなる,5,東,4,抜き,1-6-2,3660,1,3556,1
2026-06-02,3,どきどきなる,5,東,2,まくり差し,3-2-5,28530,3,3611,0
2026-06-02,4,とにかくなる,5,南東,3,逃げ,1-2-4,730,1,5054,1
2026-06-02,5,一般,5,東,3,逃げ,1-3-4,4250,1,4108,1
2026-06-02,6,一般,5,東,2,逃げ,1-2-4,1950,1,4531,1
2026-06-02,7,一般,5,南東,1,逃げ,1-4-2,1020,1,4528,1
2026-06-02,8,一般,5,南東,2,逃げ,1-3-6,490,1,4437,1
2026-06-02,9,なるちゃん特,5,東,1,まくり,5-4-3,7800,5,3463,0
2026-06-02,10,選抜戦,5,東,2,まくり,2-3-6,8830,2,4694,0
2026-06-02,11,選抜戦,5,東,2,逃げ,1-4-2,4570,1,4214,1
2026-06-02,12,優勝戦,5,東,3,逃げ,1-2-4,520,1,4459,1
2026-06-10,1,予選,1,北,2,まくり差し,4-1-5,1560,4,4839,0
2026-06-10,2,予選,1,北西,1,差し,2-1-3,1110,2,4182,0
2026-06-10,3,予選,1,無,0,まくり,2-3-6,18630,2,4124,0
2026-06-10,4,予選,1,北西,3,逃げ,1-2-4,1100,1,4095,1
2026-06-10,5,予選,1,西,1,逃げ,1-2-5,990,1,3302,1
2026-06-10,6,予選,1,北西,2,逃げ,1-4-6,8970,1,4380,1
2026-06-10,7,予選,1,北,2,まくり差し,3-1-5,2050,3,4436,0
2026-06-10,8,予選,1,北,2,逃げ,1-5-2,610,1,4082,1
2026-06-10,9,特賞,1,無,0,まくり差し,3-2-1,5440,3,3752,0
2026-06-10,10,特賞,1,北西,3,逃げ,1-3-6,2170,1,4834,1
2026-06-10,11,特選,1,無,0,差し,2-6-5,21740,2,3777,0
2026-06-10,12,ドリーム戦,1,無,0,逃げ,1-2-5,3340,1,4643,1
2026-06-11,1,予選,2,東,2,逃げ,1-4-2,1200,1,4704,1
2026-06-11,2,予選,2,南東,2,逃げ,1-4-6,800,1,5075,1
2026-06-11,3,予選,2,南東,2,まくり,3-4-5,10360,3,5188,0
2026-06-11,4,予選,2,東,2,まくり,2-3-4,13890,2,4447,0
2026-06-11,5,予選,2,南東,2,逃げ,1-4-6,3920,1,4463,1
2026-06-11,6,予選,2,東,2,逃げ,1-3-4,950,1,4062,1
2026-06-11,7,予選,2,南東,2,まくり,2-4-3,1300,2,2538,0
2026-06-11,8,予選,2,南東,2,まくり,4-6-3,4810,4,3832,0
2026-06-11,9,特賞,2,東,2,まくり,4-2-3,2510,4,3934,0
2026-06-11,10,特賞,2,東,2,逃げ,1-4-6,1000,1,3841,1
2026-06-11,11,特選,2,東,2,逃げ,1-4-3,3770,1,4057,1
2026-06-11,12,特選,2,東,2,差し,2-1-4,10300,2,4852,0
2026-06-12,1,一般,3,北西,3,逃げ,1-4-2,1420,1,4991,1
2026-06-12,2,一般,3,西,3,逃げ,1-3-4,8090,1,5170,1
2026-06-12,3,一般,3,北西,2,まくり,5-6-1,8320,5,5055,0
2026-06-12,4,一般,3,北,2,まくり差し,3-1-5,4870,3,5297,0
2026-06-12,5,一般,3,北,1,抜き,6-2-1,10280,6,4592,0
2026-06-12,6,一般,3,北,1,逃げ,1-2-5,1220,1,5086,1
2026-06-12,7,一般,3,北,1,差し,2-1-4,2740,2,5008,0
2026-06-12,8,一般,3,北,1,差し,2-4-1,2290,2,4952,0
2026-06-12,9,一般,3,北西,1,逃げ,1-3-4,1390,1,4835,1
2026-06-12,10,準優勝戦,3,北西,2,差し,5-2-6,25530,5,3841,0
2026-06-12,11,準優勝戦,3,北西,2,逃げ,1-2-3,1260,1,4842,1
2026-06-12,12,準優勝戦,3,北西,2,逃げ,1-3-5,2130,1,4852,1
2026-06-13,1,一般,4,北西,1,逃げ,1-3-6,530,1,4124,1
2026-06-13,2,一般,4,北西,1,逃げ,1-3-2,1060,1,5105,1
2026-06-13,3,一般,4,北西,1,逃げ,1-4-3,860,1,4839,1
2026-06-13,4,一般,4,北西,2,逃げ,1-4-3,580,1,4704,1
2026-06-13,5,一般,4,北西,1,逃げ,1-4-2,1550,1,3777,1
2026-06-13,6,一般,4,東,1,逃げ,1-5-3,3030,1,5240,1
2026-06-13,7,一般,4,北西,2,まくり差し,5-1-6,2760,5,4834,0
2026-06-13,8,一般,4,北,1,まくり,3-1-6,20470,3,5336,0
2026-06-13,9,なるちゃん特,4,南東,2,まくり,2-6-1,11900,2,5254,0
2026-06-13,10,選抜戦,4,南東,3,差し,2-6-1,32410,2,4447,0
2026-06-13,11,選抜戦,4,南東,3,逃げ,1-2-4,590,1,4643,1
2026-06-13,12,優勝戦,4,南東,2,まくり,4-6-1,19800,4,4852,0
2026-06-23,1,予選,1,北西,3,逃げ,1-5-2,2990,1,4502,1
2026-06-23,2,予選,1,北西,3,逃げ,1-2-5,1420,1,4682,1
2026-06-23,3,予選,1,北西,2,逃げ,1-3-2,2980,1,4504,1
2026-06-23,4,予選,1,北西,2,逃げ,1-4-6,2850,1,3415,1
2026-06-23,5,予選,1,北西,1,逃げ,1-3-5,1980,1,3779,1
2026-06-23,6,予選,1,北西,1,まくり,3-4-2,27110,3,4459,0
2026-06-23,7,予選,1,北西,3,逃げ,1-5-3,3450,1,4586,1
2026-06-23,8,予選,1,北西,1,まくり,3-2-4,9380,3,4547,0
2026-06-23,9,予選,1,北西,1,差し,2-1-3,1610,2,4237,0
2026-06-23,10,予選,1,西,1,逃げ,1-2-6,1350,1,4851,1
2026-06-23,11,予選,1,西,1,差し,2-1-4,5730,2,3897,0
2026-06-23,12,ドリーム戦,1,北西,1,逃げ,1-2-3,720,1,3941,1
2026-06-24,1,予選,2,南東,2,逃げ,1-4-6,1950,1,5121,1
2026-06-24,2,予選,2,南東,2,逃げ,1-2-3,690,1,4848,1
2026-06-24,3,予選,2,南東,2,逃げ,1-3-5,1830,1,4362,1
2026-06-24,4,予選,2,南東,2,まくり差し,3-6-4,5340,3,4571,0
2026-06-24,5,予選,2,南,3,まくり差し,3-1-2,21050,3,4760,0
2026-06-24,6,予選,2,南東,3,抜き,5-3-6,35060,5,3783,0
2026-06-24,7,予選,2,南東,3,まくり差し,3-1-4,3630,3,4503,0
2026-06-24,8,予選,2,南東,2,逃げ,1-4-6,5750,1,4719,1
2026-06-24,9,予選,2,南東,3,まくり,4-5-2,6840,4,4524,0
2026-06-24,10,予選,2,南東,2,まくり差し,4-1-3,5990,4,4337,0
2026-06-24,11,予選,2,南東,2,抜き,4-1-2,4190,4,4445,0
2026-06-24,12,予選,2,南東,2,逃げ,1-4-6,2410,1,4418,1
2026-06-25,1,予選,3,南東,3,逃げ,1-4-5,1460,1,4566,1
2026-06-25,2,予選,3,南東,3,まくり差し,5-1-3,7970,5,4205,0
2026-06-25,3,予選,3,南東,2,逃げ,1-2-4,1330,1,4500,1
2026-06-25,4,予選,3,南東,3,逃げ,1-2-6,1260,1,4324,1
2026-06-25,5,予選,3,南東,3,差し,2-1-4,8430,2,4166,0
2026-06-25,6,予選,3,南東,3,まくり差し,5-1-2,8890,5,4494,0
2026-06-25,7,予選,3,南東,4,まくり差し,3-4-5,5910,3,4030,0
2026-06-25,8,予選,3,南東,3,まくり差し,5-1-4,4600,5,4256,0
2026-06-25,9,予選,3,南東,4,逃げ,1-3-2,1360,1,3946,1
2026-06-25,10,予選,3,南東,3,逃げ,1-3-5,1880,1,3716,1
2026-06-25,11,予選,3,南東,3,逃げ,1-4-3,3500,1,4024,1
2026-06-25,12,予選,3,南東,3,逃げ,1-5-2,2950,1,4320,1
2026-06-26,1,予選,4,東,2,逃げ,1-2-3,1550,1,4344,1
2026-06-26,2,予選,4,東,2,まくり,5-6-2,21190,5,4013,0
2026-06-26,3,予選,4,南東,1,逃げ,1-2-5,4700,1,4914,1
2026-06-26,4,予選,4,西,1,逃げ,1-6-4,11130,1,4573,1
2026-06-26,5,予選,4,北西,1,逃げ,1-2-4,1110,1,4262,1
2026-06-26,6,予選,4,北西,1,逃げ,1-5-3,2640,1,3721,1
2026-06-26,7,予選,4,西,2,まくり差し,5-1-3,18110,5,4350,0
2026-06-26,8,予選,4,無,0,逃げ,1-2-6,1130,1,4847,1
2026-06-26,9,予選,4,南東,2,まくり差し,3-6-4,6580,3,4371,0
2026-06-26,10,予選,4,北西,1,逃げ,1-2-6,4630,1,4932,1
2026-06-26,11,予選,4,南東,2,逃げ,1-4-2,5320,1,4686,1
2026-06-26,12,予選,4,無,0,逃げ,1-3-2,1070,1,4444,1
2026-06-27,1,一般戦,5,北西,1,逃げ,1-4-5,1750,1,4266,1
2026-06-27,2,一般戦,5,北西,2,差し,2-1-4,6860,2,4362,0
2026-06-27,3,一般戦,5,西,1,まくり,4-1-3,9380,4,4503,0
2026-06-27,4,一般戦,5,北西,2,まくり差し,5-4-1,40430,5,4847,0
2026-06-27,5,一般戦,5,北西,2,逃げ,1-5-2,2650,1,4061,1
2026-06-27,6,一般戦,5,北西,2,逃げ,1-4-5,1840,1,4344,1
2026-06-27,7,一般戦,5,北西,3,抜き,3-1-6,9660,3,3779,0
2026-06-27,8,一般戦,5,北西,3,逃げ,1-6-4,11420,1,4686,1
2026-06-27,9,一般戦,5,北西,4,差し,2-1-3,7310,2,4418,0
2026-06-27,10,準優勝戦,5,北西,4,逃げ,1-2-6,3000,1,4166,1
2026-06-27,11,準優勝戦,5,北西,3,逃げ,1-4-6,4040,1,4262,1
2026-06-27,12,準優勝戦,5,北西,2,差し,4-6-1,66060,4,4445,0
2026-06-28,1,一般戦,6,北西,3,逃げ,1-3-2,1470,1,4537,1
2026-06-28,2,一般戦,6,北西,2,まくり差し,3-4-1,15070,3,4494,0
2026-06-28,3,一般戦,6,北西,2,逃げ,1-3-4,1250,1,4205,1
2026-06-28,4,一般戦,6,北西,3,逃げ,1-2-5,1530,1,4320,1
2026-06-28,5,一般戦,6,北西,3,逃げ,1-3-6,1240,1,3897,1
2026-06-28,6,一般戦,6,北西,3,逃げ,1-5-4,4110,1,4851,1
2026-06-28,7,一般戦,6,北西,3,まくり差し,4-1-3,9180,4,5121,0
2026-06-28,8,一般戦,6,北西,2,逃げ,1-5-2,1720,1,4719,1
2026-06-28,9,なるちゃん選,6,北西,2,まくり差し,3-5-1,15820,3,4847,0
2026-06-28,10,特別選抜戦,6,北西,1,逃げ,1-2-4,1570,1,4848,1
2026-06-28,11,特別選抜戦,6,西,2,逃げ,1-2-3,1050,1,4445,1
2026-06-28,12,優勝戦,6,北西,1,逃げ,1-3-2,1790,1,4166,1
2026-07-09,1,とるならなる,1,南東,3,まくり差し,5-1-4,13670,5,3333,0
2026-07-09,2,どーなるなる,1,南東,3,まくり,2-5-4,8840,2,4247,0
2026-07-09,3,どきどきなる,1,南東,4,抜き,4-1-2,3530,4,5238,0
2026-07-09,4,とにかくなる,1,南東,4,差し,2-1-5,1170,2,4319,0
2026-07-09,5,予選,1,南東,4,まくり,6-2-4,7490,6,4680,0
2026-07-09,6,予選,1,南東,3,まくり,4-3-5,26970,4,3370,0
2026-07-09,7,予選,1,南東,3,まくり差し,4-5-2,2320,4,4234,0
2026-07-09,8,予選,1,南東,4,差し,3-2-1,3850,3,3771,0
2026-07-09,9,特賞,1,南東,4,まくり差し,4-1-5,10510,4,3893,0
2026-07-09,10,特賞,1,南東,4,差し,6-3-2,36120,6,4339,0
2026-07-09,11,特選,1,南東,4,逃げ,1-3-2,1050,1,5252,1
2026-07-09,12,ドリーム戦,1,南東,4,逃げ,1-3-4,1330,1,4857,1
2026-07-10,1,とるならなる,2,南東,3,逃げ,1-6-4,5050,1,5145,1
2026-07-10,2,どーなるなる,2,南東,4,まくり差し,3-2-4,8160,3,5270,0
2026-07-10,3,どきどきなる,2,東,3,逃げ,1-3-2,630,1,4587,1
2026-07-10,4,とにかくなる,2,南東,5,逃げ,1-2-3,1170,1,4994,1
2026-07-10,5,予選,2,南東,5,逃げ,1-2-3,690,1,5056,1
2026-07-10,6,予選,2,南東,5,差し,4-5-3,9910,4,4145,0
2026-07-10,7,予選,2,南東,3,まくり,4-1-2,2240,4,3804,0
2026-07-10,8,予選,2,南東,5,逃げ,1-6-2,3480,1,5124,1
2026-07-10,9,特賞,2,南東,3,逃げ,1-4-3,2990,1,4816,1
2026-07-10,10,特賞,2,南東,4,まくり,4-6-3,2340,4,4897,0
2026-07-10,11,特選,2,南東,3,逃げ,1-2-3,900,1,5220,1
2026-07-10,12,特選,2,南東,3,逃げ,1-2-4,1020,1,5051,1
2026-07-11,1,とるならなる,3,南東,3,逃げ,1-4-6,720,1,4570,1
2026-07-11,2,どーなるなる,3,南東,3,逃げ,1-2-4,2150,1,3615,1
2026-07-11,3,どきどきなる,3,南東,3,逃げ,1-4-3,8540,1,4159,1
2026-07-11,4,とにかくなる,3,南東,3,逃げ,1-4-6,21660,1,4703,1
2026-07-11,5,予選,3,南東,4,逃げ,1-4-6,1730,1,5249,1
2026-07-11,6,予選,3,東,4,まくり,3-5-4,2520,3,5070,0
2026-07-11,7,予選,3,南東,3,逃げ,1-5-2,3300,1,4484,1
2026-07-11,8,予選,3,南東,3,まくり差し,3-2-4,2810,3,3989,0
2026-07-11,9,特賞,3,南東,4,逃げ,1-4-6,2460,1,4152,1
2026-07-11,10,特賞,3,南東,4,逃げ,1-5-3,15530,1,3642,1
2026-07-11,11,特選,3,南東,4,逃げ,1-2-3,380,1,4989,1
2026-07-11,12,特選,3,南東,4,まくり,3-6-4,32280,3,5066,0
2026-07-12,1,とるならなる,4,南東,2,逃げ,1-2-3,650,1,5238,1
2026-07-12,2,どーなるなる,4,東,3,まくり,4-6-2,760,4,5332,0
2026-07-12,3,どきどきなる,4,南東,2,逃げ,1-3-4,1180,1,4587,1
2026-07-12,4,とにかくなる,4,南東,2,まくり,3-6-2,10250,3,4152,0
2026-07-12,5,一般,4,南東,2,逃げ,1-3-2,2930,1,3989,1
2026-07-12,6,一般,4,南東,3,逃げ,1-3-4,1170,1,4484,1
2026-07-12,7,一般,4,東,3,まくり差し,5-3-2,6000,5,5329,0
2026-07-12,8,一般,4,東,2,逃げ,1-2-3,1750,1,5245,1
2026-07-12,9,一般,4,北,2,まくり,2-3-4,6550,2,4247,0
2026-07-12,10,準優勝戦,4,北西,1,逃げ,1-2-6,1820,1,5051,1
2026-07-12,11,準優勝戦,4,北,1,まくり,4-1-6,13080,4,4994,0
2026-07-12,12,準優勝戦,4,北西,1,逃げ,1-2-4,880,1,5220,1
