ym,touban,slow_n,slow_sum,dash_n,dash_sum
2026-02,4142,7,1.34,9,1.52
2026-02,4143,7,1.08,10,1.71
2026-02,4144,15,2.59,11,1.66
2026-02,4145,4,0.94,5,1.72
2026-02,4146,15,2.63,12,1.62
2026-02,4148,6,0.69,11,1.55
2026-02,4150,8,0.94,6,1.0
2026-02,4151,5,0.78,4,0.73
2026-02,4152,10,1.95,9,1.59
2026-02,4154,4,0.77,4,0.88
2026-02,4155,13,2.09,14,1.87
2026-02,4156,7,1.45,8,1.59
2026-02,4158,10,1.72,8,1.13
2026-02,4159,10,1.41,8,1.45
2026-02,4161,12,2.12,9,1.34
2026-02,4162,7,1.08,7,1.47
2026-02,4163,15,2.42,10,1.73
2026-02,4164,6,0.96,8,1.63
2026-02,4166,12,1.6,10,1.44
2026-02,4167,8,1.31,9,1.46
2026-02,4168,11,1.54,8,1.03
2026-02,4169,3,0.8,5,1.25
2026-02,4171,9,1.62,10,2.18
2026-02,4172,10,1.69,10,1.74
2026-02,4173,4,0.78,5,0.98
2026-02,4174,8,1.06,10,1.48
2026-02,4175,9,1.4,8,1.03
2026-02,4177,6,0.56,8,1.19
2026-02,4179,5,0.82,4,0.73
2026-02,4180,8,1.51,7,1.04
2026-02,4181,10,1.75,9,2.36
2026-02,4182,8,1.4,9,2.22
2026-02,4183,14,2.27,12,1.49
2026-02,4184,14,2.46,13,2.36
2026-02,4186,5,1.02,5,0.88
2026-02,4188,9,1.07,9,0.93
2026-02,4189,14,2.16,6,1.52
2026-02,4191,15,2.79,9,1.46
2026-02,4193,10,1.57,11,1.65
2026-02,4195,6,1.13,8,1.64
2026-02,4196,5,1.16,10,1.45
2026-02,4197,10,1.69,7,1.54
2026-02,4199,20,2.8,5,0.83
2026-02,4200,11,2.69,6,1.69
2026-02,4201,6,1.18,7,1.07
2026-02,4202,9,1.59,9,1.99
2026-02,4203,6,0.82,5,0.58
2026-02,4204,11,1.98,12,2.25
2026-02,4205,8,1.38,5,0.8
2026-02,4207,9,1.35,12,1.39
2026-02,4208,14,2.0,13,1.68
2026-02,4209,7,1.39,7,1.05
2026-02,4210,14,2.26,11,2.08
2026-02,4211,12,1.62,14,2.1
2026-02,4213,6,0.81,9,0.96
2026-02,4214,1,0.14,1,0.18
2026-02,4215,13,1.71,11,1.98
2026-02,4216,9,1.19,8,1.28
2026-02,4218,17,2.42,10,1.89
2026-02,4219,7,1.29,6,1.13
2026-02,4220,11,2.04,9,1.46
2026-02,4224,14,2.44,10,1.83
2026-02,4225,7,0.79,3,0.47
2026-02,4226,8,1.06,7,1.18
2026-02,4227,7,0.74,4,0.58
2026-02,4228,11,2.25,9,1.31
2026-02,4229,9,1.76,9,1.94
2026-02,4230,10,1.45,8,1.47
2026-02,4231,12,2.23,12,2.52
2026-02,4232,5,0.63,6,1.23
2026-02,4233,14,1.79,10,1.57
2026-02,4234,5,0.66,6,1.37
2026-02,4236,14,1.39,15,1.74
2026-02,4237,9,1.18,8,1.31
2026-02,4238,9,1.1,2,0.31
2026-02,4239,9,1.18,11,1.88
2026-02,4240,9,1.44,7,1.28
2026-02,4241,10,1.82,11,2.32
2026-02,4245,5,0.71,5,1.04
2026-02,4246,8,1.4,7,1.29
2026-02,4247,14,2.72,12,1.9
2026-02,4248,5,0.58,5,0.81
2026-02,4251,6,1.48,5,1.17
2026-02,4252,7,1.49,8,2.0
2026-02,4253,11,2.2,8,1.62
2026-02,4254,11,1.38,9,1.33
2026-02,4256,14,1.7,12,1.4
2026-02,4257,8,1.38,7,1.19
2026-02,4258,8,1.24,6,1.06
2026-02,4259,10,1.26,10,1.62
2026-02,4260,12,2.14,11,2.07
2026-02,4261,11,1.82,9,1.77
2026-02,4262,14,2.19,10,1.23
2026-02,4263,6,0.99,5,1.3
2026-02,4264,12,1.55,9,1.44
2026-02,4266,9,1.32,9,1.52
2026-02,4268,4,0.59,6,1.22
2026-02,4269,10,1.52,10,1.44
2026-02,4270,2,0.24,8,1.43
2026-02,4271,12,1.83,13,1.85
2026-02,4272,9,1.26,9,1.69
2026-02,4273,7,1.18,7,1.41
2026-02,4274,4,0.46,4,0.7
2026-02,4275,5,1.42,4,0.8
2026-02,4276,7,1.36,8,1.16
2026-02,4277,6,0.99,6,1.26
2026-02,4278,9,1.24,9,1.21
2026-02,4281,6,1.36,7,1.52
2026-02,4283,7,1.1,7,1.17
2026-02,4286,14,2.15,15,2.02
2026-02,4287,5,0.93,11,1.96
2026-02,4288,6,0.67,9,0.97
2026-02,4289,13,1.63,7,1.05
2026-02,4290,7,1.13,9,1.03
2026-02,4292,8,1.21,8,1.22
2026-02,4293,4,0.61,4,0.81
2026-02,4294,10,1.57,11,1.15
2026-02,4295,12,1.58,14,1.99
2026-02,4296,13,1.82,9,1.47
2026-02,4297,10,1.25,9,0.85
2026-02,4298,12,1.6,11,2.25
2026-02,4299,6,0.76,9,1.23
2026-02,4300,9,1.65,8,1.4
2026-02,4301,5,0.9,4,0.88
2026-02,4302,14,2.16,5,0.46
2026-02,4303,9,1.48,10,1.74
2026-02,4305,10,1.53,7,0.77
2026-02,4306,5,0.98,4,0.74
2026-02,4308,12,2.1,10,2.15
2026-02,4311,9,1.0,9,1.22
2026-02,4313,11,1.63,10,1.63
2026-02,4314,13,2.52,12,2.0
2026-02,4315,9,1.34,9,1.52
2026-02,4317,8,1.59,8,1.53
2026-02,4318,5,0.65,6,0.87
2026-02,4319,7,1.49,4,0.63
2026-02,4320,3,0.45,4,0.53
2026-02,4323,9,1.09,10,1.66
2026-02,4324,16,2.27,5,1.03
2026-02,4325,5,0.93,5,0.86
2026-02,4327,6,1.31,7,1.69
2026-02,4329,5,1.02,5,0.78
2026-02,4330,14,2.16,8,0.85
2026-02,4331,6,0.83,5,0.94
2026-02,4332,4,0.73,6,1.25
2026-02,4335,15,2.46,8,0.92
2026-02,4336,10,1.66,9,1.77
2026-02,4337,11,1.53,8,1.17
2026-02,4339,7,1.22,9,1.55
2026-02,4342,11,1.54,9,1.67
2026-02,4343,4,0.58,7,1.45
2026-02,4344,9,1.19,6,1.03
2026-02,4345,11,1.71,8,1.28
2026-02,4346,6,1.35,6,0.86
2026-02,4347,11,1.86,7,1.21
2026-02,4348,8,1.4,9,1.33
2026-02,4349,9,1.58,11,1.4
2026-02,4350,11,1.59,11,1.76
2026-02,4351,16,1.9,11,1.17
2026-02,4352,11,1.88,12,1.88
2026-02,4355,8,1.83,5,1.08
2026-02,4356,1,0.27,5,0.62
2026-02,4357,17,2.79,9,1.63
2026-02,4358,5,0.78,6,1.28
2026-02,4359,12,1.52,9,1.23
2026-02,4360,7,1.26,9,1.78
2026-02,4361,5,0.7,4,0.46
2026-02,4362,7,1.11,5,1.03
2026-02,4363,12,1.9,8,1.39
2026-02,4364,6,0.69,9,1.45
2026-02,4365,9,1.57,10,1.97
2026-02,4366,8,1.18,8,0.99
2026-02,4367,4,0.96,4,0.98
2026-02,4368,10,1.72,8,1.78
2026-02,4369,8,1.39,9,1.57
2026-02,4370,13,1.88,7,1.1
2026-02,4371,7,0.81,6,1.02
2026-02,4372,10,1.65,9,1.26
2026-02,4373,15,2.05,11,2.01
2026-02,4374,5,1.0,5,0.54
2026-02,4375,10,1.39,10,1.88
2026-02,4376,11,1.6,10,1.6
2026-02,4377,15,1.59,13,2.38
2026-02,4379,13,2.04,11,1.66
2026-02,4380,5,1.07,6,1.02
2026-02,4381,11,2.3,14,2.76
2026-02,4382,5,1.03,5,1.34
2026-02,4383,12,2.14,11,1.72
2026-02,4384,7,1.13,6,1.09
2026-02,4385,4,0.99,4,0.58
2026-02,4387,16,2.08,14,2.44
2026-02,4388,13,2.06,10,1.63
2026-02,4389,10,1.23,10,2.04
2026-02,4390,10,2.03,7,1.21
2026-02,4391,10,1.3,8,1.4
2026-02,4393,7,1.27,8,2.07
2026-02,4394,10,1.3,8,1.4
2026-02,4395,6,1.22,6,1.26
2026-02,4396,9,1.81,10,2.63
2026-02,4397,9,1.24,7,0.87
2026-02,4398,12,1.68,12,2.02
2026-02,4400,8,1.66,9,1.56
2026-02,4401,6,0.84,5,0.56
2026-02,4402,6,0.87,6,0.99
2026-02,4403,10,1.39,10,1.23
2026-02,4404,14,2.86,9,1.92
2026-02,4405,6,0.72,8,1.36
2026-02,4406,8,1.32,10,1.51
2026-02,4407,11,2.0,10,1.9
2026-02,4408,5,0.85,9,2.34
2026-02,4409,3,0.41,2,0.33
2026-02,4410,7,1.28,4,0.63
2026-02,4411,7,1.28,8,1.38
2026-02,4413,10,1.97,4,0.82
2026-02,4414,5,0.75,4,0.82
2026-02,4415,9,1.29,6,1.09
2026-02,4416,10,1.53,10,2.08
2026-02,4417,8,1.29,7,1.37
2026-02,4418,5,0.6,6,0.74
2026-02,4419,6,1.19,7,1.13
2026-02,4420,12,1.67,9,1.47
2026-02,4421,5,0.69,5,1.25
2026-02,4422,7,1.21,9,1.87
2026-02,4423,6,0.85,7,1.14
2026-02,4424,14,2.17,10,1.45
2026-02,4425,6,0.98,5,0.88
2026-02,4427,10,1.36,8,0.94
2026-02,4428,7,0.82,9,1.24
2026-02,4429,7,1.34,9,2.1
2026-02,4430,10,1.41,10,1.84
2026-02,4431,7,0.92,6,1.06
2026-02,4432,8,0.84,9,1.46
2026-02,4433,11,1.51,11,1.75
2026-02,4434,11,1.67,5,0.74
2026-02,4435,7,1.41,7,1.12
2026-02,4436,17,2.53,13,2.05
2026-02,4437,8,1.16,8,1.42
2026-02,4438,12,1.38,10,0.97
2026-02,4439,8,0.99,8,1.49
2026-02,4440,7,1.26,7,1.49
2026-02,4441,12,1.71,8,1.28
2026-02,4442,13,2.41,13,2.11
2026-02,4443,12,2.18,11,2.12
2026-02,4444,4,0.48,3,0.36
2026-02,4445,6,0.75,9,1.17
2026-02,4446,9,1.05,10,1.14
2026-02,4447,10,2.01,12,2.57
2026-02,4448,7,0.94,7,1.02
2026-02,4449,3,0.36,4,0.56
2026-02,4450,14,2.21,9,1.27
2026-02,4451,10,1.61,10,1.72
2026-02,4452,14,2.23,12,2.42
2026-02,4456,14,1.63,9,1.5
2026-02,4457,6,0.97,7,0.96
2026-02,4458,3,0.33,4,0.59
2026-02,4459,12,1.26,11,1.52
2026-02,4460,9,1.42,8,1.05
2026-02,4461,6,1.15,7,1.33
2026-02,4462,9,1.16,7,1.18
2026-02,4463,8,1.22,9,1.39
2026-02,4464,9,1.55,8,1.61
2026-02,4465,9,1.55,7,1.33
2026-02,4466,12,2.09,7,1.61
2026-02,4467,11,1.26,11,1.27
2026-02,4468,11,1.37,8,1.19
2026-02,4469,8,1.14,7,1.03
2026-02,4470,6,0.64,10,1.81
2026-02,4471,14,1.91,12,2.13
2026-02,4472,9,1.13,9,1.28
2026-02,4473,9,1.96,9,1.53
2026-02,4474,8,1.31,10,2.12
2026-02,4475,8,0.99,7,1.15
2026-02,4477,9,1.08,9,1.38
2026-02,4478,15,2.43,10,1.64
2026-02,4479,5,0.89,5,1.23
2026-02,4482,17,2.46,14,2.67
2026-02,4483,11,1.38,9,1.34
2026-02,4484,2,0.26,6,1.48
2026-02,4485,8,1.28,9,1.46
2026-02,4486,12,1.9,10,2.05
2026-02,4487,6,1.16,5,1.05
2026-02,4488,9,1.74,8,1.21
2026-02,4489,6,0.88,7,1.25
2026-02,4491,7,1.6,6,1.39
2026-02,4494,8,0.89,9,1.82
2026-02,4496,16,3.07,7,0.78
2026-02,4497,11,1.43,7,1.17
2026-02,4498,5,0.67,5,0.79
2026-02,4500,10,1.24,7,1.23
2026-02,4501,8,1.1,8,1.37
2026-02,4502,12,2.03,12,1.82
2026-02,4503,8,0.83,6,0.8
2026-02,4504,6,1.2,4,0.55
2026-02,4505,5,0.96,5,1.03
2026-02,4506,4,0.71,7,1.07
2026-02,4508,5,0.76,5,1.14
2026-02,4509,4,0.61,6,1.11
2026-02,4511,9,1.64,8,1.44
2026-02,4512,9,1.49,9,1.38
2026-02,4513,10,2.0,8,1.99
2026-02,4514,13,2.01,5,1.14
2026-02,4515,11,1.68,9,1.46
2026-02,4516,14,2.26,11,1.82
2026-02,4518,12,1.78,7,0.98
2026-02,4519,10,1.33,7,1.08
2026-02,4520,6,0.83,11,1.83
2026-02,4521,14,2.14,8,1.84
2026-02,4522,12,1.82,14,2.17
2026-02,4523,4,0.66,4,0.5
2026-02,4524,8,0.95,10,1.28
2026-02,4525,8,0.88,7,0.86
2026-02,4526,9,1.23,11,1.51
2026-02,4527,11,1.68,6,1.22
2026-02,4528,4,0.52,5,0.61
2026-02,4529,9,1.21,9,1.28
2026-02,4530,7,0.69,6,1.07
2026-02,4531,12,2.01,9,1.56
2026-02,4532,13,1.58,8,1.03
2026-02,4533,7,1.37,6,1.12
2026-02,4534,11,2.45,8,1.34
2026-02,4535,10,1.55,8,1.32
2026-02,4536,12,1.65,9,1.71
2026-02,4537,8,1.14,7,0.92
2026-02,4538,9,1.43,17,2.22
2026-02,4539,12,1.25,9,1.2
2026-02,4540,10,1.25,12,1.79
2026-02,4543,8,0.88,9,1.59
2026-02,4544,12,1.94,9,1.49
2026-02,4545,9,1.1,13,2.15
2026-02,4546,8,0.98,8,1.46
2026-02,4547,11,1.7,13,2.04
2026-02,4548,3,0.8,3,0.52
2026-02,4549,7,1.36,7,1.54
2026-02,4550,11,2.08,8,1.2
2026-02,4551,9,1.31,9,1.47
2026-02,4552,5,0.78,6,0.71
2026-02,4553,8,1.23,10,2.05
2026-02,4555,11,1.7,9,1.64
2026-02,4556,12,2.04,12,1.56
2026-02,4557,5,0.9,3,0.81
2026-02,4558,10,1.49,11,2.38
2026-02,4560,6,0.63,5,0.71
2026-02,4561,18,2.87,7,1.34
2026-02,4562,7,1.49,9,1.7
2026-02,4563,7,0.99,6,1.14
2026-02,4564,9,1.52,5,0.96
2026-02,4565,5,1.07,6,1.36
2026-02,4566,8,1.23,7,0.9
2026-02,4567,5,1.47,4,1.06
2026-02,4568,5,0.62,6,1.02
2026-02,4569,6,1.34,5,0.79
2026-02,4570,6,0.85,5,0.99
2026-02,4571,2,0.21,4,0.52
2026-02,4572,5,0.96,5,1.22
2026-02,4573,10,1.44,8,1.19
2026-02,4574,9,1.47,10,1.9
2026-02,4575,9,1.4,10,1.7
2026-02,4578,6,1.21,5,0.93
2026-02,4579,10,1.47,8,1.1
2026-02,4580,8,1.56,8,1.44
2026-02,4581,15,2.0,13,1.98
2026-02,4583,11,1.66,15,2.23
2026-02,4584,4,0.45,11,1.51
2026-02,4586,8,0.75,9,1.46
2026-02,4587,12,1.84,10,1.81
2026-02,4588,10,1.44,10,1.89
2026-02,4589,7,1.23,9,1.28
2026-02,4590,11,1.49,12,1.47
2026-02,4592,10,1.38,8,1.03
2026-02,4593,11,1.75,9,1.56
2026-02,4594,8,1.25,3,0.61
2026-02,4596,10,1.67,11,1.58
2026-02,4598,6,1.0,14,2.43
2026-02,4600,11,1.4,11,1.57
2026-02,4601,11,1.43,9,0.96
2026-02,4603,8,1.38,9,1.76
2026-02,4604,10,1.19,10,1.51
2026-02,4607,12,1.63,8,1.65
2026-02,4608,10,1.43,12,2.37
2026-02,4610,16,2.52,12,1.88
2026-02,4611,12,1.47,8,1.3
2026-02,4614,8,1.04,9,1.23
2026-02,4615,8,1.25,10,2.26
2026-02,4618,5,0.75,7,1.28
2026-02,4619,7,1.23,17,3.23
2026-02,4623,9,1.48,10,1.57
2026-02,4624,9,1.47,11,1.87
2026-02,4625,8,1.23,5,0.98
2026-02,4626,7,1.18,7,1.48
2026-02,4627,13,1.77,11,1.49
2026-02,4630,5,1.11,5,1.1
2026-02,4631,10,1.45,9,1.41
2026-02,4632,7,1.14,6,1.22
2026-02,4633,13,2.15,15,3.11
2026-02,4635,8,1.08,7,0.82
2026-02,4636,3,0.4,4,0.62
2026-02,4637,1,0.13,1,0.12
2026-02,4638,9,1.68,11,1.98
2026-02,4639,11,1.62,9,1.79
2026-02,4640,13,1.52,11,1.55
2026-02,4641,8,1.62,7,1.61
2026-02,4642,9,1.2,7,0.86
2026-02,4643,10,1.01,10,1.39
2026-02,4644,11,1.7,10,1.67
2026-02,4645,9,1.15,9,1.13
2026-02,4648,6,1.44,8,1.81
2026-02,4649,15,1.96,13,1.6
2026-02,4651,10,1.54,8,1.71
2026-02,4652,4,0.66,2,0.41
2026-02,4653,12,1.67,8,1.3
2026-02,4654,13,2.18,8,1.38
2026-02,4656,12,1.81,9,1.5
2026-02,4659,12,1.82,11,1.67
2026-02,4660,9,1.93,7,1.19
2026-02,4661,11,1.54,10,1.71
2026-02,4664,8,1.83,7,1.63
2026-02,4665,7,1.18,8,1.54
2026-02,4666,6,0.98,5,0.87
2026-02,4669,4,0.63,5,0.89
2026-02,4672,8,1.56,11,2.19
2026-02,4674,9,1.4,6,0.67
2026-02,4675,4,0.61,6,0.58
2026-02,4676,5,0.85,5,1.06
2026-02,4677,11,1.78,9,1.45
2026-02,4678,9,1.4,8,1.42
2026-02,4679,9,1.24,9,1.44
2026-02,4680,7,1.3,5,0.81
2026-02,4681,8,1.47,8,1.66
2026-02,4682,11,1.43,10,1.53
2026-02,4683,0,0.0,16,2.23
2026-02,4684,4,0.62,8,1.43
2026-02,4685,11,1.27,7,0.86
2026-02,4686,13,1.95,12,1.67
2026-02,4688,12,1.46,11,1.47
2026-02,4689,9,1.14,9,1.54
2026-02,4691,10,1.66,8,1.65
2026-02,4692,6,0.96,7,0.77
2026-02,4693,7,1.47,9,1.58
2026-02,4694,4,1.0,4,0.71
2026-02,4695,8,1.3,10,1.52
2026-02,4697,9,1.45,8,1.43
2026-02,4700,14,1.97,15,2.07
2026-02,4702,8,1.37,6,1.17
2026-02,4703,4,0.94,4,0.83
2026-02,4704,10,1.3,13,1.68
2026-02,4705,9,0.92,10,1.97
2026-02,4706,14,2.57,11,1.37
2026-02,4708,10,1.68,12,2.23
2026-02,4709,1,0.14,1,0.33
2026-02,4710,13,1.84,10,1.29
2026-02,4711,6,1.0,7,1.46
2026-02,4713,14,1.83,14,1.73
2026-02,4714,10,1.67,8,1.74
2026-02,4715,8,1.07,12,2.41
2026-02,4718,12,2.13,9,1.2
2026-02,4719,12,1.5,13,2.12
2026-02,4720,12,2.45,9,2.12
2026-02,4723,5,0.95,12,1.42
2026-02,4724,3,0.85,6,1.07
2026-02,4725,6,0.98,9,1.51
2026-02,4726,5,0.62,4,0.59
2026-02,4727,6,1.02,5,0.64
2026-02,4728,10,1.38,7,1.08
2026-02,4729,4,0.63,2,0.3
2026-02,4730,11,1.75,11,2.33
2026-02,4731,4,0.65,6,0.73
2026-02,4732,8,0.94,8,1.2
2026-02,4733,13,1.77,11,1.48
2026-02,4734,15,2.12,11,1.57
2026-02,4735,6,0.81,5,0.75
2026-02,4736,2,0.26,3,0.52
2026-02,4737,13,2.34,6,0.93
2026-02,4738,16,2.62,15,2.16
2026-02,4739,11,1.77,7,1.3
2026-02,4740,3,0.35,4,0.46
2026-02,4743,8,1.1,10,1.27
2026-02,4744,9,2.16,7,1.56
2026-02,4746,8,1.46,9,1.98
2026-02,4747,8,1.38,9,1.48
2026-02,4748,9,1.52,11,2.52
2026-02,4750,5,0.87,4,0.58
2026-02,4752,6,1.0,11,2.16
2026-02,4753,5,0.6,13,2.34
2026-02,4754,9,1.26,8,0.97
2026-02,4757,4,0.51,3,0.43
2026-02,4759,3,0.49,5,0.8
2026-02,4760,11,1.78,10,1.3
2026-02,4761,10,1.65,11,1.77
2026-02,4762,13,1.83,10,1.09
2026-02,4764,8,1.36,4,0.65
2026-02,4765,8,1.08,7,0.76
2026-02,4766,2,0.33,2,0.19
2026-02,4769,11,1.21,8,0.86
2026-02,4771,12,1.77,10,1.72
2026-02,4772,12,1.56,13,1.17
2026-02,4773,12,1.83,11,1.83
2026-02,4775,13,1.64,7,1.2
2026-02,4776,8,0.84,8,1.46
2026-02,4778,8,1.4,7,0.99
2026-02,4779,9,1.26,9,1.99
2026-02,4782,5,0.69,5,1.06
2026-02,4784,5,0.65,5,0.8
2026-02,4785,8,1.55,7,1.27
2026-02,4786,9,1.26,10,1.27
2026-02,4787,4,0.63,5,0.76
2026-02,4788,8,1.38,7,1.42
2026-02,4789,10,1.97,10,1.98
2026-02,4790,13,1.6,8,1.32
2026-02,4791,6,0.99,4,0.9
2026-02,4792,9,1.12,7,1.38
2026-02,4793,10,1.43,10,1.48
2026-02,4794,12,1.65,10,1.58
2026-02,4796,15,2.29,11,1.48
2026-02,4797,3,0.26,3,0.51
2026-02,4798,14,1.59,12,1.69
2026-02,4803,9,1.92,8,1.68
2026-02,4804,8,1.55,11,2.2
2026-02,4808,8,1.28,8,1.37
2026-02,4809,4,0.6,4,0.76
2026-02,4811,9,1.38,6,0.97
2026-02,4812,8,1.04,8,0.91
2026-02,4813,7,1.11,9,1.74
2026-02,4815,9,1.54,9,1.51
2026-02,4816,8,1.39,5,1.32
2026-02,4817,10,1.63,6,1.44
2026-02,4819,15,2.32,11,2.29
2026-02,4821,7,1.35,7,1.32
2026-02,4822,8,1.25,11,2.3
2026-02,4823,8,1.05,6,0.48
2026-02,4824,10,1.33,9,1.24
2026-02,4825,9,1.18,7,1.16
2026-02,4826,9,1.16,8,0.92
2026-02,4828,7,0.64,6,0.89
2026-02,4831,5,0.71,5,0.98
2026-02,4832,10,1.26,8,1.11
2026-02,4834,15,2.15,11,1.6
2026-02,4835,7,1.09,8,1.2
2026-02,4836,7,1.41,8,0.95
2026-02,4837,3,0.65,2,0.24
2026-02,4839,11,1.78,8,1.25
2026-02,4840,10,1.04,7,1.03
2026-02,4842,8,1.78,8,1.08
2026-02,4843,4,0.79,6,1.09
2026-02,4844,12,1.93,8,1.41
2026-02,4845,4,0.47,3,0.15
2026-02,4846,9,1.13,9,1.68
2026-02,4848,9,1.27,5,0.87
2026-02,4850,10,1.17,9,1.04
2026-02,4851,5,0.85,4,0.37
2026-02,4852,16,2.55,11,1.56
2026-02,4853,9,1.55,9,2.02
2026-02,4854,5,1.23,6,1.28
2026-02,4856,9,1.24,8,1.07
2026-02,4857,9,1.37,11,1.94
2026-02,4861,9,1.26,9,1.85
2026-02,4863,3,0.45,6,1.08
2026-02,4864,0,0.0,3,0.91
2026-02,4865,9,1.15,9,1.82
2026-02,4866,7,0.86,10,2.11
2026-02,4871,3,0.52,4,0.52
2026-02,4872,15,2.25,11,2.23
2026-02,4873,12,2.24,7,1.35
2026-02,4874,19,2.66,1,0.23
2026-02,4875,7,0.93,5,0.91
2026-02,4876,8,1.28,7,1.14
2026-02,4877,4,0.5,5,0.65
2026-02,4878,8,1.12,9,1.56
2026-02,4879,5,1.2,9,1.57
2026-02,4880,8,1.24,8,1.28
2026-02,4883,8,1.23,6,0.89
2026-02,4885,13,1.6,7,1.11
2026-02,4886,8,1.37,7,1.42
2026-02,4887,7,1.13,6,0.9
2026-02,4888,7,1.79,9,1.55
2026-02,4889,10,1.41,9,0.92
2026-02,4890,5,0.76,6,0.76
2026-02,4891,10,1.19,8,0.92
2026-02,4892,1,0.12,0,0.0
2026-02,4893,10,1.87,9,1.26
2026-02,4894,8,1.36,8,1.49
2026-02,4895,5,0.91,5,1.02
2026-02,4896,3,0.5,6,1.24
2026-02,4897,12,2.74,9,2.37
2026-02,4898,7,1.26,8,1.54
2026-02,4899,6,1.09,5,0.87
2026-02,4900,10,1.56,8,1.83
2026-02,4902,9,1.57,5,0.82
2026-02,4903,4,0.63,4,0.87
2026-02,4904,11,1.53,9,1.52
2026-02,4905,4,0.84,6,1.72
2026-02,4906,4,0.88,5,0.89
2026-02,4907,8,1.19,10,1.29
2026-02,4908,5,0.76,5,0.56
2026-02,4909,10,1.6,10,1.42
2026-02,4910,6,1.18,11,1.96
2026-02,4911,8,1.27,9,1.27
2026-02,4914,9,1.02,9,1.37
2026-02,4917,10,1.54,8,1.37
2026-02,4918,2,0.31,3,0.36
2026-02,4924,11,1.86,9,1.66
2026-02,4925,6,1.08,5,0.68
2026-02,4926,8,1.07,6,0.89
2026-02,4927,9,1.7,8,1.15
2026-02,4928,5,0.82,7,1.18
2026-02,4930,12,2.16,11,2.04
2026-02,4931,16,1.83,13,2.17
2026-02,4932,10,1.69,7,1.28
2026-02,4933,7,0.89,8,1.48
2026-02,4934,10,1.63,10,2.3
2026-02,4936,12,1.6,12,2.44
2026-02,4938,12,1.69,11,1.77
2026-02,4939,10,1.53,8,0.97
2026-02,4941,9,2.12,8,1.41
2026-02,4943,9,1.38,6,1.25
2026-02,4944,3,0.58,6,1.27
2026-02,4945,3,0.59,7,1.17
2026-02,4947,8,1.23,9,1.23
2026-02,4948,6,1.07,7,1.09
2026-02,4949,16,2.47,9,1.55
2026-02,4950,13,2.08,7,1.32
2026-02,4951,5,0.62,5,0.69
2026-02,4952,1,0.18,3,0.73
2026-02,4953,11,1.88,10,1.68
2026-02,4954,0,0.0,9,1.59
2026-02,4956,4,0.6,6,1.33
2026-02,4957,7,1.29,10,1.36
2026-02,4958,11,1.15,8,1.2
2026-02,4959,7,1.07,7,1.0
2026-02,4960,11,1.61,9,1.04
2026-02,4961,3,0.3,4,0.7
2026-02,4962,2,0.36,2,0.32
2026-02,4963,10,1.3,7,1.05
2026-02,4964,12,1.61,14,1.72
2026-02,4965,8,1.44,6,0.85
2026-02,4966,11,1.95,9,1.27
2026-02,4967,10,1.63,7,1.18
2026-02,4969,9,1.55,9,1.81
2026-02,4973,11,1.96,9,1.75
2026-02,4974,3,0.48,2,0.32
2026-02,4976,9,1.65,8,1.81
2026-02,4978,10,1.66,10,1.91
2026-02,4979,15,2.43,11,1.78
2026-02,4980,7,1.0,6,1.18
2026-02,4981,9,1.71,9,1.99
2026-02,4982,4,0.53,4,0.7
2026-02,4983,11,1.63,10,1.46
2026-02,4984,6,0.94,12,2.27
2026-02,4985,12,1.87,9,1.29
2026-02,4987,7,1.32,6,1.57
2026-02,4988,12,1.73,13,1.9
2026-02,4989,6,1.18,8,1.07
2026-02,4990,5,1.02,4,0.96
2026-02,4991,9,1.38,11,2.17
2026-02,4992,11,2.05,10,1.48
2026-02,4994,14,1.78,13,2.4
2026-02,4995,9,1.58,8,1.44
2026-02,4997,4,0.45,5,0.75
2026-02,4998,2,0.18,7,1.03
2026-02,5000,9,0.97,10,1.44
2026-02,5002,10,1.76,12,1.9
2026-02,5003,7,0.87,9,1.52
2026-02,5004,9,1.33,8,1.14
2026-02,5005,11,1.75,8,1.44
2026-02,5006,9,1.53,8,1.44
2026-02,5007,14,2.42,12,2.18
2026-02,5008,10,1.52,12,2.0
2026-02,5009,15,2.97,10,1.7
2026-02,5010,13,2.02,11,1.9
2026-02,5011,7,1.17,7,1.12
2026-02,5012,11,1.71,10,1.33
2026-02,5013,10,1.84,11,1.55
2026-02,5014,8,1.06,9,1.39
2026-02,5015,13,1.78,11,1.81
2026-02,5016,11,1.47,12,1.99
2026-02,5017,9,1.19,9,1.08
2026-02,5018,11,1.33,12,1.49
2026-02,5019,9,1.39,7,1.21
2026-02,5020,3,0.51,5,1.01
2026-02,5022,7,1.28,9,1.94
2026-02,5023,6,1.04,8,1.76
2026-02,5026,3,0.28,3,0.66
2026-02,5027,8,1.67,8,1.08
2026-02,5028,8,1.47,3,0.53
2026-02,5029,8,0.88,4,0.39
2026-02,5031,6,0.91,7,1.52
2026-02,5032,8,1.23,9,1.73
2026-02,5033,6,1.13,7,1.2
2026-02,5034,14,1.74,9,1.24
2026-02,5035,9,1.69,9,1.09
2026-02,5036,8,1.5,8,1.26
2026-02,5037,9,1.3,10,1.48
2026-02,5038,4,0.72,7,1.0
2026-02,5042,10,1.21,11,1.42
2026-02,5043,7,0.85,9,1.39
2026-02,5044,7,0.7,8,1.18
2026-02,5045,13,2.44,14,2.79
2026-02,5046,9,1.71,9,1.4
2026-02,5047,7,0.93,6,0.9
