regno,選手名,n2,nige,exp,壁力,負けn,自分勝ち率,まくり決着率,壁,弱タイプ
5060,数原魁,42,0.4762,0.5203,-4.4,22,0.364,0.636,,
5158,宮脇遼太,49,0.551,0.5948,-4.4,22,0.5,0.727,,
5221,竹間隆晟,44,0.5227,0.5666,-4.4,21,0.571,0.571,,
5223,森清友翔,50,0.46,0.5043,-4.4,27,0.259,0.63,,
3546,中里昌志,43,0.5116,0.5545,-4.3,21,0.095,0.81,,
3771,折下寛法,43,0.5116,0.5542,-4.3,21,0.286,0.714,,
4124,池田雄一,40,0.5,0.5434,-4.3,20,0.55,0.35,,
4350,篠崎元志,47,0.5957,0.6391,-4.3,19,0.632,0.526,,
4760,山崎郡,45,0.5778,0.6209,-4.3,19,0.421,0.368,,
3212,亀本勇樹,46,0.5217,0.5637,-4.2,22,0.091,0.682,,
3517,高橋勲,40,0.5,0.5415,-4.2,20,0.15,0.55,,
5213,湯淺紀香,41,0.4878,0.5299,-4.2,21,0.238,0.714,,
4776,竹田和哉,51,0.549,0.5897,-4.1,23,0.522,0.391,,
5289,佃來紀,41,0.5122,0.5534,-4.1,20,0.2,0.7,,
4791,黒澤めぐみ,40,0.475,0.5152,-4.0,21,0.333,0.476,,
3898,平田忠則,48,0.5417,0.581,-3.9,22,0.5,0.364,,
4236,松村敏,45,0.5333,0.5712,-3.8,21,0.429,0.762,,
4477,篠崎仁志,48,0.625,0.6629,-3.8,18,0.333,0.611,,
5167,小川竜太朗,40,0.5,0.5381,-3.8,20,0.35,0.6,,
3642,大塚浩二,41,0.5122,0.5488,-3.7,20,0.15,0.65,,
3813,佐藤大介,46,0.5435,0.5807,-3.7,21,0.429,0.571,,
4342,谷野錬志,42,0.5476,0.5842,-3.7,19,0.632,0.421,,
4601,森野正弘,47,0.5532,0.5903,-3.7,21,0.619,0.333,,
4925,森悠稀,41,0.5366,0.5733,-3.7,19,0.105,0.737,,
3716,石渡鉄兵,41,0.5854,0.6211,-3.6,17,0.294,0.882,,
4075,中野次郎,43,0.5814,0.6169,-3.6,18,0.444,0.444,,
4084,杉山正樹,50,0.6,0.6364,-3.6,20,0.25,0.65,,
4159,向後龍一,51,0.5294,0.5654,-3.6,24,0.333,0.542,,
4436,渋谷明憲,47,0.5319,0.5682,-3.6,22,0.455,0.545,,
4661,中島昂章,42,0.5238,0.5595,-3.6,20,0.3,0.45,,
5075,中島秀治,51,0.549,0.5846,-3.6,23,0.304,0.522,,
3703,鳥飼眞,43,0.5349,0.5697,-3.5,20,0.3,0.6,,
4930,佐藤悠,46,0.5217,0.5554,-3.4,22,0.409,0.636,,
5153,佐藤ほのか,43,0.5349,0.5692,-3.4,20,0.05,0.8,,
5292,佐藤右京,43,0.5116,0.5458,-3.4,21,0.19,0.762,,
5330,安河内鈴之介,48,0.5625,0.5961,-3.4,21,0.476,0.619,,
3951,石川吉鎬,45,0.5111,0.5439,-3.3,22,0.455,0.591,,
4063,市橋卓士,53,0.5472,0.5803,-3.3,24,0.333,0.667,,
4960,黒野元基,43,0.5349,0.5681,-3.3,20,0.65,0.4,,
4980,佐々木完太,42,0.5952,0.6285,-3.3,17,0.647,0.294,,
3572,安田政彦,47,0.5319,0.564,-3.2,22,0.273,0.682,,
4232,笠雅雄,40,0.5,0.5317,-3.2,20,0.25,0.55,,
3581,加木郁,43,0.5116,0.5427,-3.1,21,0.143,0.762,,
3708,岡部貴司,42,0.5476,0.5787,-3.1,19,0.211,0.737,,
3827,今泉徹,41,0.5366,0.5673,-3.1,19,0.0,0.684,,
5157,市川健太,44,0.5227,0.5536,-3.1,21,0.238,0.571,,
3482,金子猛志,46,0.5,0.5292,-2.9,23,0.13,0.783,,
3915,繁野谷圭介,49,0.5306,0.5592,-2.9,23,0.348,0.435,,
4327,加藤翔,43,0.5349,0.5643,-2.9,20,0.1,0.75,,
5015,高橋竜矢,42,0.5714,0.6004,-2.9,18,0.611,0.444,,
5042,畑田汰一,44,0.5682,0.5976,-2.9,19,0.474,0.632,,
3613,角谷健吾,45,0.5111,0.5393,-2.8,22,0.409,0.455,,
4488,小山勉,43,0.5116,0.5399,-2.8,21,0.381,0.571,,
4654,篠田優也,41,0.561,0.5885,-2.8,18,0.389,0.556,,
4710,福田宗平,50,0.54,0.5676,-2.8,23,0.304,0.652,,
3946,赤岩善生,145,0.5517,0.5783,-2.7,65,0.323,0.554,,
4298,宮下元胤,56,0.5357,0.5632,-2.7,26,0.192,0.615,,
4311,岡村仁,49,0.551,0.5776,-2.7,22,0.545,0.591,,
4487,三原司,45,0.5333,0.56,-2.7,21,0.381,0.429,,
4579,中嶋健一郎,43,0.5349,0.5623,-2.7,20,0.15,0.5,,
4624,高田明,49,0.5714,0.5983,-2.7,21,0.524,0.571,,
4948,木場悠介,41,0.5122,0.5389,-2.7,20,0.2,0.7,,
4452,松尾祭,47,0.5532,0.5789,-2.6,21,0.333,0.524,,
5278,田中駿兵,46,0.5435,0.5691,-2.6,21,0.429,0.524,,
3256,三角哲男,48,0.5417,0.5666,-2.5,22,0.5,0.409,,
3548,室田泰史,41,0.5366,0.5615,-2.5,19,0.316,0.579,,
5036,福田翔吾,43,0.5349,0.5597,-2.5,20,0.15,0.65,,
5043,中村日向,49,0.6122,0.6371,-2.5,19,0.368,0.579,,
3304,烏野賢太,55,0.5455,0.5692,-2.4,25,0.24,0.6,,
3327,野長瀬正孝,55,0.5455,0.5699,-2.4,25,0.28,0.64,,
3439,大平誉史明,43,0.5581,0.5822,-2.4,19,0.421,0.474,,
4348,宮崎奨,47,0.5745,0.5983,-2.4,20,0.35,0.6,,
4759,今泉友吾,40,0.575,0.5991,-2.4,17,0.412,0.529,,
4173,岡谷健吾,50,0.56,0.5831,-2.3,22,0.273,0.591,,
4174,赤坂俊輔,51,0.549,0.5724,-2.3,23,0.348,0.522,,
4261,岡祐臣,46,0.5435,0.5669,-2.3,21,0.143,0.714,,
4276,鈴木勝博,43,0.5581,0.5813,-2.3,19,0.474,0.421,,
4376,藤田靖弘,57,0.5263,0.549,-2.3,27,0.222,0.741,,
4703,森永隆,44,0.5455,0.5689,-2.3,20,0.35,0.65,,
4953,尾上雅也,51,0.549,0.5725,-2.3,23,0.522,0.565,,
3576,白水勝也,52,0.5577,0.58,-2.2,23,0.348,0.652,,
3680,森林太,41,0.5366,0.5586,-2.2,19,0.0,0.737,,
3860,松本浩貴,41,0.5122,0.5342,-2.2,20,0.15,0.55,,
4074,柳沢一,45,0.5556,0.5773,-2.2,20,0.55,0.5,,
4959,井上忠政,53,0.6226,0.6448,-2.2,20,0.55,0.55,,
5143,常盤海心,43,0.5349,0.5565,-2.2,20,0.05,0.7,,
4031,飯島誠,41,0.5122,0.5334,-2.1,20,0.25,0.75,,
3349,吉田一郎,57,0.5614,0.5805,-1.9,25,0.48,0.52,,
4377,濱本優一,50,0.54,0.559,-1.9,23,0.391,0.435,,
4740,齋藤達希,40,0.575,0.5939,-1.9,17,0.176,0.647,,
5121,定松勇樹,49,0.6327,0.6518,-1.9,18,0.611,0.444,,
3870,寺嶋雄,46,0.5,0.5181,-1.8,23,0.087,0.652,,
3900,香川素子,42,0.5238,0.5418,-1.8,20,0.3,0.75,,
3556,田中信一郎,43,0.5814,0.5984,-1.7,18,0.333,0.667,,
3968,茶谷信次,41,0.561,0.5783,-1.7,18,0.278,0.556,,
4938,小芦るり華,53,0.566,0.583,-1.7,23,0.652,0.522,,
4961,西橋奈未,45,0.5778,0.5949,-1.7,19,0.368,0.684,,
3730,塩崎優司,44,0.5455,0.5619,-1.6,20,0.1,0.95,,
4076,杉田篤光,45,0.5333,0.5495,-1.6,21,0.143,0.81,,
4109,谷津幸宏,49,0.5306,0.5464,-1.6,23,0.304,0.783,,
4181,花本夏樹,42,0.5,0.5157,-1.6,21,0.143,0.762,,
4224,大橋栄里佳,46,0.5435,0.5591,-1.6,21,0.286,0.667,,
4447,深川麻奈美,40,0.55,0.5656,-1.6,18,0.167,0.722,,
4738,清埜翔子,46,0.5,0.5159,-1.6,23,0.565,0.565,,
3574,大神康司,136,0.5368,0.5521,-1.5,63,0.397,0.587,,
4120,柘植政浩,43,0.5814,0.5967,-1.5,18,0.333,0.611,,
4182,吉田和仁,45,0.5111,0.5258,-1.5,22,0.182,0.727,,
4294,古賀繁輝,46,0.587,0.6021,-1.5,19,0.421,0.632,,
4381,田路朋史,45,0.5778,0.5926,-1.5,19,0.368,0.789,,
3776,横井健太,40,0.525,0.5388,-1.4,19,0.053,0.737,,
4430,永田秀二,52,0.5385,0.5522,-1.4,24,0.25,0.667,,
4927,関野文,51,0.5294,0.5437,-1.4,24,0.417,0.458,,
3455,谷本幸司,41,0.5366,0.5495,-1.3,19,0.316,0.474,,
4471,新田泰章,53,0.5849,0.5971,-1.2,22,0.727,0.455,,
3940,飯山泰,57,0.5439,0.555,-1.1,26,0.423,0.615,,
4086,寺本重宣,41,0.561,0.5717,-1.1,18,0.333,0.722,,
4532,秋元哲,53,0.6038,0.6144,-1.1,21,0.524,0.429,,
3564,桑原啓,43,0.5116,0.5215,-1.0,21,0.333,0.714,,
4496,内堀学,60,0.55,0.5599,-1.0,27,0.259,0.556,,
5145,島川海輝,53,0.566,0.5762,-1.0,23,0.435,0.826,,
3612,馬袋義則,71,0.5493,0.5585,-0.9,32,0.188,0.781,,
4380,鈴木峻佑,41,0.5366,0.5457,-0.9,19,0.053,0.789,,
4551,三川昂暁,49,0.551,0.5598,-0.9,22,0.409,0.682,,
4398,船岡洋一郎,47,0.5957,0.6042,-0.8,19,0.368,0.579,,
4451,松崎祐太郎,49,0.5714,0.5791,-0.8,21,0.381,0.667,,
4725,佐竹太一,43,0.5581,0.5663,-0.8,19,0.211,0.789,,
4762,藤原啓史朗,44,0.6136,0.6213,-0.8,17,0.647,0.412,,
4834,浜本裕己,49,0.551,0.5591,-0.8,22,0.273,0.545,,
4058,野末智一,47,0.5532,0.5603,-0.7,21,0.333,0.619,,
4240,今井裕梨,42,0.5238,0.5311,-0.7,20,0.4,0.5,,
4512,高野哲史,46,0.5652,0.5724,-0.7,20,0.6,0.45,,
4693,松下誉士,42,0.5476,0.5542,-0.7,19,0.158,0.789,,
5018,竹下大樹,54,0.5741,0.5808,-0.7,23,0.565,0.565,,
4711,前出達吉,41,0.561,0.5669,-0.6,18,0.222,0.778,,
5034,若林義人,58,0.569,0.575,-0.6,25,0.32,0.44,,
3641,一瀬明,55,0.5455,0.5508,-0.5,25,0.28,0.64,,
3687,花田和明,66,0.5606,0.5653,-0.5,29,0.103,0.828,,
3885,久田武,44,0.5682,0.5729,-0.5,19,0.474,0.316,,
4191,赤羽克也,53,0.5472,0.5519,-0.5,24,0.583,0.5,,
4290,稲田浩二,40,0.625,0.6304,-0.5,15,0.4,0.667,,
4966,田川大貴,41,0.5366,0.5405,-0.4,19,0.368,0.421,,
4420,津久井拓也,50,0.58,0.5833,-0.3,21,0.095,0.714,,
4574,東潤樹,40,0.55,0.553,-0.3,18,0.167,0.722,,
4607,鶴田勇雄,48,0.5833,0.5867,-0.3,20,0.2,0.7,,
4015,前野竜一,54,0.5741,0.5766,-0.2,23,0.304,0.609,,
4713,白神優,47,0.5957,0.5976,-0.2,19,0.421,0.474,,
4152,深水慎一郎,41,0.561,0.562,-0.1,18,0.278,0.444,,
4934,佐々木翔斗,43,0.5814,0.5821,-0.1,18,0.444,0.444,,
3777,樋口亮,44,0.5682,0.5679,0.0,19,0.526,0.526,,
3850,小川知行,45,0.5333,0.5328,0.1,21,0.143,0.619,,
5301,岩下巧斗,43,0.5581,0.5575,0.1,19,0.211,0.842,,
4389,伊藤喜智,45,0.5778,0.5762,0.2,19,0.263,0.789,,
4536,喜井つかさ,51,0.549,0.547,0.2,23,0.478,0.565,,
5082,一色凌雅,49,0.5714,0.5698,0.2,21,0.048,0.762,,
4218,吉川喜継,64,0.5625,0.559,0.3,28,0.393,0.571,,
5146,野田彩加,41,0.5854,0.5817,0.4,17,0.294,0.647,,
3627,井上恵一,47,0.5532,0.5479,0.5,21,0.048,0.81,,
3841,佐々木和伸,53,0.566,0.5615,0.5,23,0.261,0.435,,
4515,藤田浩人,49,0.5714,0.5663,0.5,21,0.333,0.476,,
5177,松井貫太,45,0.5556,0.5507,0.5,20,0.25,0.55,,
5096,上原崚,47,0.5957,0.5897,0.6,19,0.316,0.684,,
4179,広次修,43,0.5814,0.5747,0.7,18,0.444,0.444,,
4524,深谷知博,41,0.6829,0.6756,0.7,13,0.385,0.538,,
4531,武富智亮,48,0.5625,0.5552,0.7,21,0.333,0.571,,
5125,高井雄基,42,0.5476,0.5403,0.7,19,0.263,0.684,,
3161,古場輝義,45,0.5556,0.5476,0.8,20,0.1,0.85,,
3797,岩井繁,42,0.5714,0.5635,0.8,18,0.111,0.778,,
4013,中島孝平,41,0.6585,0.6504,0.8,14,0.429,0.714,,
4991,宗行治哉,49,0.5714,0.5634,0.8,21,0.286,0.714,,
3686,鳥居塚孝博,41,0.561,0.5519,0.9,18,0.278,0.556,,
3944,山口裕二,44,0.6136,0.6043,0.9,17,0.294,0.529,,
4146,柳橋宏紀,43,0.5814,0.5724,0.9,18,0.167,0.667,,
4189,川上剛,63,0.5873,0.578,0.9,26,0.308,0.692,,
4754,松尾充,40,0.575,0.5658,0.9,17,0.353,0.588,,
5238,笹木香吾,41,0.5854,0.5766,0.9,17,0.412,0.529,,
3527,中嶋誠一郎,43,0.5581,0.5477,1.0,19,0.421,0.579,,
3908,重成一人,47,0.6383,0.6279,1.0,17,0.471,0.529,,
4061,萩原秀人,48,0.6458,0.6356,1.0,17,0.412,0.529,,
4273,佐藤旭,43,0.5581,0.5469,1.1,19,0.211,0.632,,
4978,山田和佐,47,0.5745,0.563,1.1,20,0.3,0.6,,
4472,尾嶋一広,49,0.6122,0.6003,1.2,19,0.684,0.263,,
3562,山下和彦,51,0.5686,0.556,1.3,22,0.273,0.5,,
3934,鋤柄貴俊,41,0.561,0.5482,1.3,18,0.222,0.611,,
4308,河村了,46,0.6087,0.5961,1.3,18,0.389,0.5,,
4857,加藤翔馬,42,0.619,0.6064,1.3,16,0.5,0.438,,
4973,栗原直也,42,0.5476,0.535,1.3,19,0.105,0.737,,
4659,木下翔太,51,0.6471,0.6335,1.4,18,0.556,0.556,,
4994,山本梨菜,46,0.5652,0.5509,1.4,20,0.4,0.75,,
4475,末永祐輝,50,0.6,0.5855,1.5,20,0.2,0.75,,
4482,守屋美穂,43,0.6279,0.6126,1.5,16,0.5,0.25,,
5055,眞鳥章太,43,0.5814,0.566,1.5,18,0.611,0.389,,
3897,白井英治,41,0.6829,0.6673,1.6,13,0.538,0.615,,
4292,麻生慎介,44,0.5909,0.5748,1.6,18,0.389,0.667,,
4409,坂元浩仁,48,0.6042,0.588,1.6,19,0.526,0.579,,
4501,樋口由加里,49,0.551,0.5349,1.6,22,0.227,0.773,,
4941,孫崎百世,41,0.5854,0.5696,1.6,17,0.294,0.588,,
4111,奥田誠,44,0.5909,0.5742,1.7,18,0.333,0.722,,
4957,竹之内極,47,0.5745,0.5575,1.7,20,0.35,0.55,,
5134,大原祥昌,43,0.5814,0.5644,1.7,18,0.389,0.556,,
3156,金子良昭,47,0.5745,0.556,1.8,20,0.1,0.65,,
3333,丸尾義孝,47,0.5957,0.5778,1.8,19,0.421,0.526,,
3489,大場敏,55,0.5818,0.5643,1.8,23,0.174,0.696,,
4168,石野貴之,47,0.6596,0.6412,1.8,16,0.375,0.625,,
4302,西野翔太,67,0.5821,0.5636,1.8,28,0.393,0.5,,
4638,小林遼太,40,0.6,0.5819,1.8,16,0.438,0.312,,
5035,櫻井優,44,0.5909,0.5733,1.8,18,0.444,0.556,,
5214,田中宏典,45,0.6,0.5822,1.8,18,0.111,0.722,,
3563,堤昇,52,0.5769,0.5576,1.9,22,0.227,0.682,,
3990,芹澤克彦,42,0.5714,0.5529,1.9,18,0.5,0.778,,
4172,森定晃史,48,0.5625,0.5436,1.9,21,0.238,0.619,,
4216,星栄爾,43,0.5814,0.5627,1.9,18,0.222,0.611,,
4467,渡邉俊介,45,0.5778,0.5592,1.9,19,0.263,0.684,,
4933,板橋侑我,40,0.65,0.6307,1.9,14,0.357,0.571,,
3684,清水攻二,42,0.5714,0.5518,2.0,18,0.5,0.444,,
3833,中辻博訓,52,0.5769,0.557,2.0,22,0.545,0.5,,
4259,真庭明志,51,0.6078,0.5877,2.0,20,0.45,0.5,,
3661,柳瀬興志,53,0.566,0.545,2.1,23,0.304,0.522,,
3957,大谷直弘,45,0.5778,0.5564,2.1,19,0.263,0.789,,
4468,大池佑来,45,0.6222,0.6016,2.1,17,0.412,0.529,,
5102,原田雄次,44,0.5909,0.5697,2.1,18,0.167,0.833,,
5294,豊田祥生,41,0.5854,0.5639,2.1,17,0.176,0.647,,
4873,蒲原健太,49,0.5918,0.5699,2.2,20,0.35,0.6,,
4043,桐本康臣,46,0.6087,0.5844,2.4,18,0.111,0.611,,
4446,和田兼輔,50,0.62,0.596,2.4,19,0.632,0.474,,
3775,泉啓文,44,0.5682,0.5435,2.5,19,0.211,0.737,,
3988,古川誠之,42,0.5952,0.5702,2.5,17,0.294,0.588,,
4908,上田龍星,47,0.6383,0.613,2.5,17,0.588,0.412,,
4330,奈須啓太,43,0.6047,0.5787,2.6,17,0.235,0.471,,
5126,山下大輝,42,0.5952,0.569,2.6,17,0.353,0.588,,
4231,鈴木裕隆,53,0.6038,0.5771,2.7,21,0.571,0.476,,
3436,柏野幸二,40,0.575,0.5472,2.8,17,0.471,0.353,,
4105,松下直也,46,0.587,0.5586,2.8,19,0.368,0.526,,
5178,成貞琳平,45,0.5556,0.5277,2.8,20,0.1,0.7,,
5307,富永夏哉人,47,0.5957,0.5678,2.8,19,0.158,0.684,,
3224,栗山繁洋,43,0.5581,0.5295,2.9,19,0.053,0.737,,
3554,仲口博崇,62,0.629,0.5999,2.9,23,0.304,0.652,,
3853,岩崎正哉,40,0.6,0.5706,2.9,16,0.188,0.75,,
3977,山本兼士,45,0.5778,0.5485,2.9,19,0.211,0.632,,
4752,西尾亮輔,43,0.5814,0.5527,2.9,18,0.056,0.778,,
4910,中村泰平,46,0.6087,0.5802,2.9,18,0.333,0.5,,
5023,久永祥平,41,0.5854,0.5566,2.9,17,0.353,0.529,,
3340,池田雷太,44,0.5455,0.5151,3.0,20,0.2,0.8,,
4362,土屋智則,42,0.6667,0.637,3.0,14,0.5,0.5,,
4460,後藤翔之,52,0.5962,0.5663,3.0,21,0.286,0.619,,
4604,岩瀬裕亮,50,0.68,0.6501,3.0,16,0.562,0.562,,
5156,坂野さくら,40,0.55,0.5202,3.0,18,0.167,0.722,,
4134,杉山貴博,43,0.5814,0.5499,3.1,18,0.222,0.778,,
4486,野村誠,48,0.6042,0.5731,3.1,19,0.421,0.368,,
3719,辻栄蔵,42,0.6905,0.6586,3.2,13,0.308,0.615,,
4314,青木幸太郎,40,0.625,0.5929,3.2,15,0.333,0.467,,
4209,藤田竜弘,47,0.617,0.5836,3.3,18,0.167,0.778,,
4219,本岡勝利,40,0.575,0.542,3.3,17,0.059,0.824,,
4902,山川雄大,45,0.6,0.5674,3.3,18,0.222,0.611,,
4928,栗城匠,40,0.6,0.5671,3.3,16,0.438,0.625,,
3696,白井友晴,40,0.6,0.5661,3.4,16,0.25,0.812,,
4295,小坂尚哉,53,0.6038,0.5697,3.4,21,0.619,0.667,,
3300,川崎智幸,50,0.62,0.5848,3.5,19,0.421,0.526,,
3654,武田光史,43,0.6279,0.5925,3.5,16,0.438,0.562,,
4424,松尾昂明,51,0.6078,0.573,3.5,20,0.4,0.5,,
4645,上村純一,47,0.6596,0.6222,3.7,16,0.438,0.438,,
4384,鶴本崇文,45,0.6,0.5616,3.8,18,0.111,0.833,,
3474,松瀬弘美,41,0.5854,0.5461,3.9,17,0.353,0.647,,
4550,石岡将太,43,0.6047,0.5659,3.9,17,0.353,0.529,,
5263,花田凱成,46,0.6304,0.5915,3.9,17,0.235,0.529,,
3539,金子順一,57,0.5789,0.539,4.0,24,0.125,0.708,,
3910,松下知幸,47,0.5957,0.5557,4.0,19,0.158,0.684,,
4407,鹿島敏弘,43,0.5814,0.5419,4.0,18,0.333,0.5,,
4543,重木輝彦,42,0.619,0.5792,4.0,16,0.562,0.5,,
4623,中北将史,48,0.5833,0.543,4.0,20,0.35,0.5,,
3629,浅見昌克,42,0.5952,0.5543,4.1,17,0.412,0.471,,
5317,長尾萌加,42,0.5952,0.5543,4.1,17,0.059,0.706,,
4679,植田太一,50,0.6,0.5583,4.2,20,0.35,0.7,,
5017,澤田尚也,49,0.6735,0.6317,4.2,16,0.625,0.312,,
5081,篠原飛翔,41,0.6098,0.5664,4.3,16,0.5,0.438,,
4900,中田夕貴,40,0.625,0.5813,4.4,15,0.4,0.733,,
5264,登みひ果,45,0.6222,0.5779,4.4,17,0.412,0.765,,
3984,坂口周,54,0.6111,0.5665,4.5,21,0.381,0.571,,
4319,三宅潤,53,0.6226,0.5774,4.5,20,0.35,0.6,,
3319,山崎義明,42,0.619,0.5727,4.6,16,0.25,0.562,,
4748,渡邉雄朗,44,0.6136,0.5675,4.6,17,0.588,0.471,,
2538,高橋二朗,43,0.5814,0.5341,4.7,18,0.056,0.611,,
4924,中北涼,45,0.5778,0.531,4.7,19,0.053,0.579,,
4163,山崎裕司,50,0.62,0.5724,4.8,19,0.211,0.526,,
4123,細川裕子,47,0.617,0.5678,4.9,18,0.333,0.722,,
4113,木村浩士,42,0.5952,0.5444,5.1,17,0.412,0.529,,
4442,松竹大輔,45,0.6222,0.5717,5.1,17,0.588,0.588,,
4732,堀本和也,49,0.6327,0.5819,5.1,18,0.556,0.389,,
5064,品川二千翔,44,0.6364,0.585,5.1,16,0.25,0.625,,
5273,山下拓巳,41,0.6341,0.5834,5.1,15,0.2,0.733,,
3999,大瀧明日香,52,0.6154,0.5637,5.2,20,0.2,0.7,,
4890,石川諒,47,0.5957,0.5437,5.2,19,0.316,0.526,,
3569,増田進,40,0.6,0.547,5.3,16,0.25,0.562,,
3744,徳増秀樹,45,0.6667,0.614,5.3,15,0.467,0.467,,
4033,伊藤将吉,52,0.6538,0.6005,5.3,18,0.444,0.5,,
4967,中村魁生,43,0.6512,0.598,5.3,15,0.267,0.667,,
5031,渡辺空依,45,0.6222,0.5697,5.3,17,0.235,0.588,,
5286,坂井滉哉,46,0.6304,0.5776,5.3,17,0.235,0.882,,
3370,坪内実,40,0.575,0.5208,5.4,17,0.118,0.882,,
4145,小澤学,40,0.575,0.5215,5.4,17,0.118,0.588,,
4808,松尾拓,44,0.6364,0.5826,5.4,16,0.438,0.625,,
4876,梅木敬太,47,0.617,0.5622,5.5,18,0.056,0.667,,
3743,林美憲,58,0.5862,0.5304,5.6,24,0.333,0.625,,
4840,鈴木秀茉,40,0.6,0.5434,5.7,16,0.312,0.375,,
3746,岡瀬正人,45,0.6,0.542,5.8,18,0.333,0.722,,
4064,原田篤志,44,0.6818,0.6236,5.8,14,0.286,0.571,,
4068,幸田智裕,44,0.6591,0.6016,5.8,15,0.133,0.533,,
4133,高橋正男,46,0.6304,0.5727,5.8,17,0.412,0.588,,
4614,石倉洋行,41,0.6341,0.576,5.8,15,0.667,0.4,,
3740,大澤普司,47,0.6383,0.5794,5.9,17,0.471,0.471,,
3930,岸本隆,44,0.6364,0.5773,5.9,16,0.312,0.562,,
3973,崎利仁,49,0.5918,0.5333,5.9,20,0.1,0.8,,
4506,稗田聖也,44,0.6364,0.5775,5.9,16,0.562,0.5,,
4615,板倉敦史,41,0.6098,0.5508,5.9,16,0.062,0.625,,
3334,角ひとみ,46,0.587,0.5266,6.0,19,0.211,0.737,,
3804,中渡修作,48,0.6042,0.5443,6.0,19,0.316,0.526,,
4000,松本博昭,48,0.625,0.5649,6.0,18,0.222,0.5,,
4049,荒川健太,52,0.5962,0.5366,6.0,21,0.333,0.476,,
4138,中井俊祐,43,0.6047,0.5451,6.0,17,0.118,0.882,,
4208,三浦永理,50,0.66,0.6003,6.0,17,0.471,0.529,,
4371,西山貴浩,40,0.75,0.6897,6.0,10,0.4,0.5,,
4798,浜先真範,43,0.6279,0.5684,6.0,16,0.562,0.188,,
3922,菅沼佳昭,51,0.6471,0.586,6.1,18,0.056,0.833,,
5351,齊藤廉,41,0.6098,0.5489,6.1,16,0.188,0.438,,
4594,谷川祐一,42,0.619,0.5569,6.2,16,0.438,0.625,,
5222,津田陸翔,51,0.6471,0.584,6.3,18,0.444,0.667,,
3611,岩崎芳美,42,0.6429,0.5784,6.4,15,0.267,0.6,,
4649,和田操拓,47,0.5957,0.5322,6.4,19,0.421,0.421,,
5234,塚越海斗,49,0.6531,0.5886,6.4,17,0.706,0.471,,
5247,大森翼,51,0.6275,0.5637,6.4,19,0.158,0.842,,
4396,大田直弥,40,0.625,0.5597,6.5,15,0.133,0.667,,
5270,小玉啓太,41,0.6098,0.545,6.5,16,0.25,0.875,,
3406,中里英夫,45,0.6,0.5341,6.6,18,0.278,0.556,,
3664,鈴木賢一,41,0.6341,0.568,6.6,15,0.4,0.533,,
3888,山本英志,48,0.6458,0.5796,6.6,17,0.235,0.588,,
4466,南佑典,52,0.6154,0.5498,6.6,20,0.3,0.5,,
4504,前田将太,45,0.6889,0.6233,6.6,14,0.214,0.857,,
3303,渡辺豊,48,0.5833,0.5162,6.7,20,0.05,0.55,,
3614,谷勝幸,52,0.6346,0.5678,6.7,19,0.105,0.789,,
3868,尾形栄治,42,0.619,0.552,6.7,16,0.125,0.812,,
5265,大廣咲季,42,0.5952,0.5279,6.7,17,0.0,0.882,,
3909,佐々木康幸,48,0.6458,0.578,6.8,17,0.412,0.765,,
3679,飯島昌弘,41,0.6098,0.5412,6.9,16,0.312,0.625,,
3928,林恵祐,41,0.6585,0.5885,7.0,14,0.0,0.857,,
4227,安達裕樹,46,0.6739,0.604,7.0,15,0.267,0.6,,
4395,下河雅史,41,0.6341,0.5646,7.0,15,0.267,0.533,,
4640,山ノ内雅人,46,0.6739,0.603,7.1,15,0.267,0.733,,
5291,三嶌こころ,42,0.5952,0.524,7.1,17,0.118,0.647,,
4264,長尾章平,45,0.6889,0.6172,7.2,14,0.357,0.5,,
4366,前沢丈史,51,0.6275,0.5556,7.2,19,0.421,0.421,,
3878,胡本悟志,40,0.625,0.5515,7.3,15,0.267,0.6,,
4337,平本真之,40,0.725,0.6515,7.3,11,0.545,0.455,,
5002,上田健太,45,0.6222,0.548,7.4,17,0.588,0.529,,
5038,金田智博,53,0.6415,0.567,7.4,19,0.526,0.421,,
3843,上之晃弘,43,0.6279,0.5525,7.5,16,0.125,0.688,,
3175,渡辺千草,41,0.5854,0.5089,7.6,17,0.235,0.647,,
4593,小坂宗司,42,0.619,0.5426,7.6,16,0.375,0.438,,
4773,中川りな,44,0.6364,0.5601,7.6,16,0.312,0.5,,
5089,前田翔,44,0.6591,0.5818,7.7,15,0.733,0.467,,
5114,小林孝彰,57,0.6316,0.5534,7.8,21,0.381,0.619,,
4062,後藤陽介,40,0.625,0.5456,7.9,15,0.067,0.867,,
3618,海野ゆかり,50,0.64,0.5598,8.0,18,0.556,0.778,,
4633,森智也,41,0.6341,0.554,8.0,15,0.333,0.533,,
4788,小池哲也,50,0.64,0.5598,8.0,18,0.333,0.667,,
4962,畑竜生,44,0.6136,0.5333,8.0,17,0.235,0.765,,
4429,豊田泰洋,41,0.6098,0.529,8.1,16,0.125,0.75,,
3807,岡部哲,47,0.6383,0.5555,8.3,17,0.235,0.765,,
4844,村上奈穂,53,0.6226,0.5388,8.4,20,0.15,0.65,,
4297,山田哲也,44,0.6591,0.574,8.5,15,0.2,0.733,,
4019,笠原亮,46,0.7174,0.6319,8.6,13,0.308,0.846,,
5144,中尾彩香,42,0.6429,0.5558,8.7,15,0.267,0.733,,
