date,rno,rname,nichime,kimarite,wdir,wspd,payout,ninki,win_course,win_teiban,entries
2025-10-02,11,選抜戦,5,逃げ,南,4,1990,9,1,1,6
2025-10-02,12,優勝戦,5,逃げ,南,4,3600,14,1,1,6
2025-10-05,1,予選,1,まくり,西,2,7150,30,4,4,6
2025-10-05,2,予選,1,逃げ,南西,3,10190,42,1,1,6
2025-10-05,3,予選,1,抜き,南西,3,61080,90,5,5,6
2025-10-05,4,予選,1,まくり,南,5,1220,1,4,4,6
2025-10-05,5,予選,1,逃げ,南,4,7640,29,1,1,6
2025-10-05,6,予選,1,まくり,南,5,7810,28,2,2,6
2025-10-05,7,予選,1,差し,南,5,3570,14,3,3,6
2025-10-05,8,予選,1,恵まれ,南,6,720,2,4,4,6
2025-10-05,9,予選,1,逃げ,南,7,1830,5,1,1,6
2025-10-05,10,予選特賞,1,逃げ,南,5,1010,2,1,1,6
2025-10-05,11,予選特選,1,差し,南,6,36980,74,5,5,6
2025-10-05,12,江戸川選抜,1,まくり,南,5,10760,45,3,3,6
2025-10-06,1,予選,2,まくり,北西,5,46650,100,6,6,6
2025-10-06,2,予選,2,抜き,北西,5,6710,26,5,5,6
2025-10-06,3,予選,2,逃げ,北,6,1370,2,1,1,6
2025-10-06,4,予選,2,差し,北東,7,2050,4,3,3,6
2025-10-06,5,予選,2,逃げ,北東,6,1950,2,1,1,6
2025-10-06,6,予選,2,まくり差し,北東,7,7430,27,3,3,6
2025-10-06,7,予選,2,抜き,北東,7,1970,7,3,3,6
2025-10-07,1,予選,3,逃げ,北,5,10690,44,1,1,6
2025-10-07,2,予選,3,まくり,北西,5,9000,35,4,4,6
2025-10-07,3,予選,3,抜き,北東,6,7530,32,1,1,6
2025-10-07,4,予選,3,恵まれ,北東,7,650,5,5,5,6
2025-10-07,5,予選,3,逃げ,北東,5,2250,8,1,1,6
2025-10-07,6,予選,3,差し,北東,6,3060,10,2,2,6
2025-10-07,7,予選,3,まくり,北東,6,4550,17,2,2,6
2025-10-07,8,予選,3,逃げ,北東,6,4490,19,1,1,6
2025-10-07,9,予選,3,まくり,北東,6,17170,63,3,3,6
2025-10-07,10,予選特賞,3,逃げ,北東,5,1880,7,1,1,6
2025-10-07,11,予選特選,3,逃げ,北東,6,1950,4,1,1,6
2025-10-07,12,記者選抜戦,3,差し,北東,5,15160,31,3,3,6
2025-10-08,1,予選,4,逃げ,北西,3,2060,7,1,1,6
2025-10-08,2,予選,4,逃げ,南,2,3290,14,1,1,6
2025-10-08,3,予選,4,逃げ,南西,3,4490,17,1,1,6
2025-10-08,4,予選,4,差し,南西,3,16430,57,2,2,6
2025-10-08,5,予選,4,差し,南,3,10310,59,2,2,6
2025-10-08,6,予選,4,まくり差し,南西,4,4420,16,3,3,6
2025-10-08,7,予選,4,抜き,南西,4,2140,6,3,3,6
2025-10-08,8,予選,4,逃げ,南西,4,3120,12,1,1,6
2025-10-08,9,予選,4,逃げ,南西,4,3510,13,1,1,6
2025-10-08,10,予選特賞,4,逃げ,南西,4,1770,6,1,1,6
2025-10-08,11,予選特選,4,抜き,南西,4,2550,10,3,3,6
2025-10-08,12,記者選抜戦,4,逃げ,南西,3,1310,4,1,1,6
2025-10-10,1,一般,5,逃げ,北,4,2380,9,1,1,6
2025-10-10,2,一般,5,差し,東,3,4870,16,2,2,6
2025-10-10,3,一般,5,逃げ,北,4,1130,3,1,1,6
2025-10-10,4,一般,5,逃げ,西,4,1860,7,1,1,6
2025-10-10,5,一般,5,逃げ,南,4,5350,19,1,1,6
2025-10-10,6,一般,5,逃げ,南西,5,1570,6,1,1,6
2025-10-10,7,一般,5,抜き,南西,5,2140,7,4,4,6
2025-10-10,8,一般,5,差し,南,5,7590,32,2,2,6
2025-10-10,9,一般,5,まくり,南東,3,14920,43,2,2,6
2025-10-10,10,一般特賞,5,逃げ,南西,4,2130,5,1,1,6
2025-10-10,11,準優勝戦,5,まくり,南西,4,3290,14,4,4,6
2025-10-10,12,準優勝戦,5,まくり,南,5,3720,14,5,5,6
2025-10-11,1,一般,6,まくり,北東,4,3250,12,2,2,6
2025-10-11,2,一般,6,まくり,北東,4,10430,39,4,4,6
2025-10-11,3,一般,6,まくり,北東,5,5850,26,4,4,6
2025-10-11,4,一般,6,逃げ,北東,5,2700,4,1,1,6
2025-10-11,5,一般,6,逃げ,北,6,1780,4,1,1,6
2025-10-11,6,一般,6,抜き,北,6,11400,46,4,4,6
2025-10-11,7,一般,6,逃げ,北,6,7270,28,1,1,6
2025-10-11,8,一般,6,抜き,北,6,5540,20,3,3,6
2025-10-11,9,一般,6,逃げ,北,6,2190,4,1,1,6
2025-10-11,10,選抜戦,6,まくり,北,6,11670,48,4,4,6
2025-10-11,11,選抜戦,6,逃げ,北,6,3750,15,1,1,6
2025-10-11,12,優勝戦,6,逃げ,北,5,6030,28,1,1,6
2025-10-14,1,予選,1,逃げ,北東,5,5570,17,1,1,6
2025-10-14,2,予選,1,まくり,北東,5,30780,78,3,3,6
2025-10-14,3,予選,1,まくり,北東,6,14470,57,2,2,6
2025-10-14,4,予選,1,差し,北東,5,8550,35,2,2,6
2025-10-14,5,予選,1,まくり,北東,5,8680,38,3,3,6
2025-10-14,6,予選,1,逃げ,北東,5,2120,4,1,1,6
2025-10-14,7,予選,1,まくり,北東,5,4300,20,2,2,6
2025-10-14,8,予選,1,まくり差し,北東,6,3320,10,3,3,6
2025-10-14,9,予選,1,差し,北東,5,11630,43,2,2,6
2025-10-14,10,予選,1,逃げ,北東,5,1480,5,1,1,6
2025-10-14,11,予選,1,抜き,北東,5,9830,39,3,3,6
2025-10-14,12,ドリーム１,1,逃げ,北東,5,1360,3,1,1,6
2025-10-15,1,予選,2,差し,北,6,5990,30,2,2,6
2025-10-15,2,予選,2,まくり差し,北,6,3880,16,4,4,6
2025-10-15,3,予選,2,逃げ,北,6,890,1,1,1,6
2025-10-15,4,予選,2,まくり差し,北,5,37100,89,5,5,6
2025-10-15,5,予選,2,逃げ,北東,4,1440,5,1,1,6
2025-10-15,6,予選,2,まくり,北東,5,23460,74,3,3,6
2025-10-15,7,予選,2,逃げ,北東,5,6630,25,1,1,6
2025-10-15,8,予選,2,まくり,北東,6,3260,9,4,4,6
2025-10-15,9,予選,2,まくり,北東,5,13540,41,4,4,6
2025-10-15,10,予選,2,逃げ,北東,5,1090,3,1,1,6
2025-10-15,11,予選,2,逃げ,北東,5,1460,4,1,1,6
2025-10-15,12,ドリーム２,2,まくり差し,北東,6,41350,84,5,5,6
2025-10-16,1,予選,3,抜き,北,3,1310,2,3,3,6
2025-10-16,2,予選,3,差し,北,3,5380,19,2,2,6
2025-10-16,3,予選,3,逃げ,南東,2,6330,23,1,1,6
2025-10-16,4,予選,3,まくり差し,南東,2,5130,17,5,5,6
2025-10-16,5,予選,3,抜き,南東,2,3000,14,1,1,6
2025-10-16,6,予選,3,まくり,南東,3,16040,67,2,2,6
2025-10-16,7,予選,3,逃げ,東,2,1840,5,1,1,6
2025-10-16,8,予選,3,差し,南東,3,1420,3,2,2,6
2025-10-16,9,予選,3,まくり差し,南,2,60620,109,5,5,6
2025-10-16,10,予選,3,逃げ,南,3,1420,3,1,1,6
2025-10-16,11,予選,3,逃げ,南,3,1720,6,1,1,6
2025-10-16,12,予選,3,まくり,南,3,16470,57,3,3,6
2025-10-17,1,予選,4,まくり,北,4,10960,43,3,3,6
2025-10-17,2,予選,4,逃げ,北,6,3500,13,1,1,6
2025-10-17,3,予選,4,逃げ,北東,6,3870,13,1,1,6
2025-10-17,4,予選,4,まくり差し,北東,7,5290,23,3,3,6
2025-10-17,5,予選,4,逃げ,北東,7,2360,6,1,1,6
2025-10-17,6,予選,4,逃げ,北東,7,1750,2,1,1,6
2025-10-17,7,予選,4,まくり,北東,5,3710,15,3,3,6
2025-10-17,8,予選,4,差し,北東,6,16120,44,3,3,6
2025-10-17,9,予選,4,まくり,北東,7,4350,17,3,3,6
2025-10-17,10,予選,4,まくり,北東,5,6590,22,2,2,6
2025-10-17,11,予選,4,まくり差し,北東,6,22930,67,6,6,6
2025-10-17,12,予選,4,逃げ,北東,4,1390,3,1,1,6
2025-10-18,1,一般,5,逃げ,北,3,2200,9,1,1,6
2025-10-18,2,一般,5,逃げ,北東,2,6290,24,1,1,6
2025-10-18,3,一般,5,逃げ,西,3,2570,11,1,1,6
2025-10-18,4,一般,5,逃げ,南,6,18400,64,1,1,6
2025-10-18,5,一般,5,抜き,南,7,830,1,1,1,6
2025-10-18,6,一般,5,逃げ,南,6,890,2,1,1,6
2025-10-18,7,一般,5,まくり差し,南,7,18420,74,3,3,6
2025-10-18,8,一般,5,逃げ,南,8,2820,10,1,1,6
2025-10-18,9,一般,5,逃げ,南,9,1370,4,1,1,6
2025-10-18,10,準優勝戦,5,まくり,南,6,5970,22,4,4,6
2025-10-18,11,準優勝戦,5,逃げ,南,9,870,1,1,1,6
2025-10-18,12,準優勝戦,5,逃げ,南,8,1420,6,1,1,6
2025-10-19,1,一般,6,まくり差し,北東,4,8750,38,3,3,6
2025-10-19,2,一般,6,まくり差し,北東,3,24140,65,5,5,6
2025-10-19,3,一般,6,逃げ,東,3,1200,2,1,1,6
2025-10-19,4,一般,6,抜き,東,3,1510,4,2,2,6
2025-10-19,5,一般,6,まくり,東,3,8210,33,4,4,6
2025-10-19,6,一般,6,まくり,東,3,2390,4,5,5,6
2025-10-19,7,一般,6,抜き,北東,5,8320,28,6,6,6
2025-10-19,8,一般,6,差し,北東,4,5410,23,4,4,6
2025-10-19,9,一般,6,まくり差し,北東,5,25190,74,6,6,6
2025-10-19,10,特別選抜戦,6,抜き,北東,4,3750,13,1,1,6
2025-10-19,11,特別選抜戦,6,逃げ,北東,5,1290,3,1,1,6
2025-10-19,12,優勝戦,6,逃げ,北東,5,6090,20,1,1,6
2025-10-25,1,予選,1,抜き,北,6,4400,17,2,2,6
2025-10-25,2,予選,1,逃げ,北,5,800,1,1,1,6
2025-10-25,3,予選,1,逃げ,北,4,1430,2,1,1,6
2025-10-25,4,予選,1,まくり,北,5,2830,13,4,4,6
2025-10-25,5,予選,1,まくり差し,北,5,3580,10,3,3,6
2025-10-25,6,予選,1,まくり,北,5,16280,51,3,3,6
2025-10-25,7,予選,1,逃げ,北,5,1750,2,1,1,6
2025-10-25,8,予選,1,逃げ,北,6,970,2,1,1,6
2025-10-25,9,予選特賞,1,まくり,北西,5,3630,14,4,4,6
2025-10-25,10,予選特賞,1,まくり差し,北西,5,4030,20,4,5,6
2025-10-25,11,予選特選,1,まくり差し,北西,4,4270,16,4,4,6
2025-10-25,12,江戸川選抜,1,まくり差し,北西,5,5970,23,3,3,6
2025-10-26,1,予選,2,差し,北,4,7830,32,3,3,6
2025-10-26,2,予選,2,まくり,北,5,18610,45,3,3,6
2025-10-26,3,予選,2,まくり差し,北,4,41930,97,5,5,6
2025-10-26,4,予選,2,逃げ,北,4,1050,1,1,1,6
2025-10-26,5,予選,2,抜き,北,4,2930,8,3,3,6
2025-10-26,6,予選,2,差し,北,4,3420,13,2,2,6
2025-10-26,7,予選,2,まくり,北,4,4750,20,6,6,6
2025-10-26,8,予選,2,逃げ,北,4,20300,63,1,1,6
2025-10-26,9,予選特賞,2,まくり,北,4,6940,25,6,6,6
2025-10-26,10,予選特賞,2,逃げ,北,4,1510,3,1,1,6
2025-10-26,11,予選特選,2,逃げ,北,4,5350,20,1,1,6
2025-10-26,12,記者選抜戦,2,逃げ,北,5,1020,3,1,1,6
2025-10-27,1,予選,3,まくり,北,3,18800,67,4,4,6
2025-10-27,2,予選,3,まくり,北東,4,3770,14,4,4,6
2025-10-27,3,予選,3,逃げ,北東,4,1990,8,1,1,6
2025-10-27,4,予選,3,抜き,北東,4,1460,4,1,1,6
2025-10-27,5,予選,3,抜き,北東,3,1930,4,2,2,6
2025-10-27,6,予選,3,抜き,東,2,1360,4,1,1,6
2025-10-27,7,予選,3,まくり,北東,3,4640,19,2,2,6
2025-10-27,8,予選,3,逃げ,北東,2,2540,11,1,1,6
2025-10-27,9,予選特賞,3,逃げ,西,2,610,1,1,1,6
2025-10-27,10,予選特賞,3,差し,南西,3,2110,8,2,2,6
2025-10-27,11,予選特選,3,逃げ,南西,3,600,1,1,1,6
2025-10-27,12,記者選抜戦,3,逃げ,南西,4,640,2,1,1,6
2025-10-28,1,予選,4,まくり,北西,6,4250,19,3,3,6
2025-10-28,2,予選,4,差し,北西,5,20260,57,3,3,6
2025-10-28,3,予選,4,差し,北西,4,23060,58,3,3,6
2025-10-28,4,予選,4,逃げ,北西,6,2560,9,1,1,6
2025-10-28,5,予選,4,逃げ,北,6,1160,1,1,1,6
2025-10-28,6,予選,4,抜き,北西,4,1180,3,3,3,6
2025-10-28,7,予選,4,まくり,北西,4,3600,12,2,2,6
2025-10-28,8,予選,4,逃げ,北西,3,2260,6,1,1,6
2025-10-28,9,予選特賞,4,まくり,北西,4,4030,13,6,6,6
2025-10-28,10,予選特賞,4,逃げ,北西,4,2950,9,1,1,6
2025-10-28,11,予選特選,4,抜き,北西,5,710,1,1,1,6
2025-10-28,12,記者選抜戦,4,差し,北東,5,4820,18,2,2,6
2025-10-29,1,一般,5,逃げ,北東,4,1180,2,1,1,6
2025-10-29,2,一般,5,まくり,北東,5,8880,35,4,4,6
2025-10-29,3,一般,5,抜き,北東,6,3410,13,4,4,6
2025-10-29,4,一般,5,逃げ,北東,4,2520,10,1,1,6
2025-10-29,5,一般,5,逃げ,北東,5,4600,20,1,1,6
2025-10-29,6,一般,5,逃げ,北東,6,580,1,1,1,6
2025-10-29,7,一般,5,逃げ,北東,5,1070,2,1,1,6
2025-10-29,8,一般,5,差し,北東,5,6970,29,2,2,6
2025-10-29,9,一般特賞,5,抜き,北東,5,940,2,1,1,6
2025-10-29,10,一般特賞,5,差し,北東,4,37980,69,3,3,6
2025-10-29,11,準優勝戦,5,まくり,北東,4,5130,19,3,3,6
2025-10-29,12,準優勝戦,5,逃げ,北東,5,1440,4,1,1,6
2025-10-30,1,一般,6,まくり,北,6,11580,50,4,4,6
2025-10-30,2,一般,6,まくり差し,北,6,5530,21,3,3,6
2025-10-30,3,一般,6,差し,北,6,2870,15,2,2,6
2025-10-30,4,一般,6,逃げ,北,6,3030,10,1,1,6
2025-10-30,5,一般,6,まくり,北西,5,2990,15,2,2,6
2025-10-30,6,一般,6,逃げ,北,5,8380,38,1,1,6
2025-10-30,7,一般,6,まくり,北,5,13970,42,2,2,6
2025-10-30,8,一般,6,逃げ,北,5,8160,37,1,1,6
2025-10-30,9,一般特選,6,差し,北,5,1860,7,2,2,6
2025-10-30,10,選抜戦,6,まくり差し,北東,4,15030,49,4,4,6
2025-10-30,11,選抜戦,6,逃げ,北東,5,1380,5,1,1,6
2025-10-30,12,優勝戦,6,逃げ,北東,4,990,3,1,1,6
2025-11-07,1,予選,1,まくり,北西,6,4480,20,3,3,6
2025-11-07,2,予選,1,差し,北西,5,2480,8,4,4,6
2025-11-07,3,予選,1,まくり,北西,6,2020,6,4,4,6
2025-11-07,4,予選,1,差し,北西,7,3910,14,2,2,6
2025-11-07,5,予選,1,まくり差し,北西,6,19320,62,3,3,6
2025-11-07,6,予選,1,抜き,北西,6,4320,16,6,6,6
2025-11-07,7,予選,1,まくり,北西,7,5000,24,4,4,6
2025-11-07,8,予選,1,逃げ,北西,5,2680,9,1,1,6
2025-11-07,9,予選特賞,1,逃げ,北西,5,2430,10,1,1,6
2025-11-07,10,予選特賞,1,抜き,北西,6,11830,45,4,4,6
2025-11-07,11,予選特選,1,差し,北西,5,15290,41,2,2,6
2025-11-07,12,江戸川選抜,1,逃げ,北西,6,1920,5,1,1,6
2025-11-08,1,予選,2,逃げ,南,3,2390,5,1,1,6
2025-11-08,2,予選,2,まくり差し,東,2,3240,13,5,5,6
2025-11-08,3,予選,2,逃げ,南東,4,3540,14,1,1,6
2025-11-08,4,予選,2,まくり,南東,2,2590,8,2,2,6
2025-11-08,5,予選,2,逃げ,南東,4,600,1,1,1,6
2025-11-08,6,予選,2,逃げ,南東,3,690,2,1,1,6
2025-11-08,7,予選,2,逃げ,南東,3,1510,5,1,1,6
2025-11-08,8,予選,2,まくり,南東,4,4100,19,2,2,6
2025-11-08,9,予選特賞,2,差し,南東,4,1400,6,2,2,6
2025-11-08,10,予選特賞,2,まくり差し,南東,3,2340,7,5,5,6
2025-11-08,11,予選特選,2,まくり,北東,4,6860,23,4,4,6
2025-11-08,12,記者選抜戦,2,まくり差し,東,3,8030,34,3,3,6
2025-11-09,1,予選,3,逃げ,南東,3,4540,17,1,1,6
2025-11-09,2,予選,3,差し,,,68730,81,6,6,6
2025-11-09,3,予選,3,まくり差し,北,2,1670,2,3,3,6
2025-11-09,4,予選,3,逃げ,北,3,980,2,1,1,6
2025-11-09,5,予選,3,まくり,北西,3,1380,2,3,3,6
2025-11-09,6,予選,3,逃げ,北,3,1420,6,1,1,6
2025-11-09,7,予選,3,逃げ,北,3,1040,3,1,1,6
2025-11-09,8,予選,3,まくり,北,3,5310,21,5,5,6
2025-11-09,9,予選特賞,3,逃げ,北,2,4650,16,1,1,6
2025-11-09,10,予選特賞,3,差し,北,2,2440,7,2,2,6
2025-11-09,11,予選特選,3,逃げ,北,3,1160,2,1,1,6
2025-11-09,12,記者選抜戦,3,逃げ,北,5,800,3,1,1,6
2025-11-10,1,予選,4,まくり,北,4,8810,41,3,3,6
2025-11-10,2,予選,4,逃げ,北,4,2600,9,1,1,6
2025-11-10,3,予選,4,まくり差し,東,3,3170,12,3,3,6
2025-11-10,4,予選,4,まくり,北西,3,3420,13,5,5,6
2025-11-10,5,予選,4,抜き,北西,8,3010,16,2,2,6
2025-11-10,6,予選,4,まくり差し,北西,6,2170,6,3,3,6
2025-11-10,7,予選,4,まくり,北西,7,3310,12,5,5,6
2025-11-10,8,予選,4,抜き,北西,5,4570,15,4,4,6
2025-11-10,9,予選特賞,4,逃げ,北西,7,1040,3,1,1,6
2025-11-10,10,予選特賞,4,逃げ,北西,7,1750,5,1,1,6
2025-11-10,11,予選特選,4,まくり,北西,5,4530,15,5,5,6
2025-11-10,12,記者選抜戦,4,逃げ,北西,8,2950,14,1,1,6
2025-11-11,1,一般,5,逃げ,北西,6,1500,4,1,1,6
2025-11-11,2,一般,5,まくり,北西,6,6420,29,4,4,6
2025-11-11,3,一般,5,逃げ,北西,6,1250,4,1,1,6
2025-11-11,4,一般,5,まくり差し,北西,5,6890,30,6,6,6
2025-11-11,5,一般,5,差し,北西,5,1770,6,2,2,6
2025-11-11,6,一般,5,逃げ,北西,5,790,1,1,1,6
2025-11-11,7,一般,5,逃げ,北西,4,5200,19,1,1,6
2025-11-11,8,一般,5,逃げ,北西,5,830,1,1,1,6
2025-11-11,9,一般特賞,5,差し,北西,4,19310,50,2,2,6
2025-11-11,10,一般特賞,5,逃げ,北西,5,870,1,1,1,6
2025-11-11,11,準優勝戦,5,まくり差し,北西,4,29840,70,5,5,6
2025-11-11,12,準優勝戦,5,逃げ,北西,3,1670,6,1,1,6
2025-11-12,1,一般,6,逃げ,南東,4,2120,4,1,1,6
2025-11-12,2,一般,6,逃げ,北東,3,1150,3,1,1,6
2025-11-12,3,一般,6,まくり差し,南東,3,11590,43,3,3,6
2025-11-12,4,一般,6,逃げ,南東,3,3930,18,1,1,6
2025-11-12,5,一般,6,差し,南東,3,7440,28,2,2,6
2025-11-12,6,一般,6,まくり差し,南東,4,1250,4,3,3,6
2025-11-12,7,一般,6,逃げ,東,3,1810,4,1,1,6
2025-11-12,8,一般,6,差し,南東,4,5950,27,2,2,6
2025-11-12,9,一般特選,6,逃げ,南東,4,2000,5,1,1,6
2025-11-12,10,選抜戦,6,逃げ,南東,4,1330,1,1,1,6
2025-11-12,11,選抜戦,6,抜き,南東,5,5120,17,2,2,6
2025-11-12,12,優勝戦,6,まくり,南東,4,4410,16,3,3,6
2025-11-16,1,予選,1,差し,北東,1,1560,3,2,2,6
2025-11-16,2,予選,1,逃げ,北東,2,1430,3,1,1,6
2025-11-16,3,予選,1,まくり,北東,3,910,1,2,2,6
2025-11-16,4,予選,1,逃げ,南東,1,680,1,1,1,6
2025-11-16,5,予選,1,まくり,北東,2,15800,42,4,4,6
2025-11-16,6,予選,1,逃げ,南東,1,1250,1,1,1,6
2025-11-16,7,予選,1,逃げ,南東,3,22570,72,1,1,6
2025-11-16,8,予選,1,逃げ,南東,3,1510,3,1,1,6
2025-11-16,9,予選特賞,1,まくり,南東,3,2810,9,3,3,6
2025-11-16,10,予選特賞,1,逃げ,南東,2,450,1,1,1,6
2025-11-16,11,予選特選,1,差し,南東,2,9220,28,2,2,6
2025-11-16,12,江戸川選抜,1,逃げ,南東,2,1950,7,1,1,6
2025-11-17,1,予選,2,逃げ,南,7,1130,3,1,1,6
2025-11-17,2,予選,2,差し,南,7,14080,53,2,2,6
2025-11-17,3,予選,2,逃げ,南,7,8340,41,1,1,6
2025-11-17,4,予選,2,差し,南,8,8670,42,3,3,6
2025-11-17,5,予選,2,抜き,南,8,134060,90,5,5,6
2025-11-17,6,予選,2,まくり差し,南,8,2700,7,3,3,6
2025-11-17,7,予選,2,まくり,南,7,35070,83,3,3,6
2025-11-17,8,予選,2,逃げ,南,8,2080,5,1,1,6
2025-11-17,9,予選特賞,2,まくり,南,7,7420,29,3,3,6
2025-11-17,10,予選特賞,2,まくり,南,6,12920,41,2,2,6
2025-11-17,11,予選特選,2,逃げ,南,6,3600,16,1,1,6
2025-11-17,12,記者選抜戦,2,逃げ,南,6,1170,3,1,1,6
2025-11-18,1,予選,3,逃げ,北,4,600,1,1,1,6
2025-11-18,2,予選,3,逃げ,北,5,1120,3,1,1,6
2025-11-18,3,予選,3,まくり,北,3,7250,30,2,2,6
2025-11-18,4,予選,3,逃げ,北東,2,720,1,1,1,6
2025-11-18,5,予選,3,逃げ,北東,4,1500,3,1,1,6
2025-11-18,6,予選,3,差し,北東,3,1720,6,2,2,6
2025-11-18,7,予選,3,逃げ,北,4,6540,21,1,1,6
2025-11-18,8,予選,3,逃げ,北,4,2160,4,1,1,6
2025-11-18,9,予選特賞,3,逃げ,北,3,1680,4,1,1,6
2025-11-18,10,予選特賞,3,逃げ,北東,2,820,1,1,1,6
2025-11-18,11,予選特選,3,逃げ,北東,3,1030,2,1,1,6
2025-11-18,12,記者選抜戦,3,差し,北東,1,26770,39,2,2,6
2025-11-19,1,一般,4,まくり,北東,5,1120,1,2,2,6
2025-11-19,2,一般,4,まくり,北,4,,,3,3,6
2025-11-19,3,一般,4,差し,北,2,14030,59,4,4,6
2025-11-19,4,一般,4,逃げ,北東,2,1600,4,1,1,6
2025-11-19,5,一般,4,まくり,北東,2,6030,26,5,5,6
2025-11-19,6,一般,4,まくり,南東,1,14700,30,3,3,6
2025-11-19,7,一般,4,逃げ,北東,2,1410,2,1,1,6
2025-11-19,8,一般,4,まくり,北東,4,8010,41,4,4,6
2025-11-19,9,一般特選,4,逃げ,東,2,2070,8,1,1,6
2025-11-19,10,選抜戦,4,まくり,南東,2,2180,5,3,4,6
2025-11-19,11,選抜戦,4,まくり,南,4,3150,8,3,3,6
2025-11-19,12,優勝戦,4,逃げ,南,3,1520,5,1,1,6
2025-11-23,1,予選,1,まくり,北,3,17070,43,4,4,6
2025-11-23,2,予選,1,差し,北,3,1470,4,2,2,6
2025-11-23,3,予選,1,差し,北,3,3320,16,2,2,6
2025-11-23,4,予選,1,差し,北,3,2410,7,2,2,6
2025-11-23,5,予選,1,逃げ,北,3,4850,17,1,1,6
2025-11-23,6,予選,1,抜き,北,3,780,1,1,1,6
2025-11-23,7,予選,1,逃げ,北,4,1840,6,1,1,6
2025-11-23,8,予選,1,抜き,北,3,3980,19,3,3,6
2025-11-23,9,予選特賞,1,まくり,北,4,5020,22,4,4,6
2025-11-23,10,予選特賞,1,逃げ,北,4,1560,4,1,1,6
2025-11-23,11,予選特選,1,逃げ,北東,4,2440,8,1,1,6
2025-11-23,12,江戸川選抜,1,逃げ,北,3,11180,35,1,1,6
2025-11-24,1,予選,2,まくり差し,北,2,2350,8,3,3,6
2025-11-24,2,予選,2,逃げ,北,2,2030,8,1,1,6
2025-11-24,3,予選,2,まくり,北,1,4350,18,2,2,6
2025-11-24,4,予選,2,まくり,北,1,1300,2,2,2,6
2025-11-24,5,予選,2,逃げ,東,1,890,3,1,1,6
2025-11-24,6,予選,2,逃げ,南東,1,1070,1,1,1,6
2025-11-24,7,予選,2,逃げ,南東,1,2860,10,1,1,6
2025-11-24,8,予選,2,逃げ,南東,2,620,2,1,1,6
2025-11-24,9,予選特賞,2,まくり差し,南東,3,11990,49,6,6,6
2025-11-24,10,予選特賞,2,逃げ,南東,2,1220,3,1,1,6
2025-11-24,11,予選特選,2,まくり,南東,2,10890,26,4,4,6
2025-11-24,12,記者選抜戦,2,まくり,南東,2,17980,34,3,3,6
2025-11-25,1,予選,3,逃げ,北,1,4380,14,1,1,6
2025-11-25,2,予選,3,逃げ,北,2,690,1,1,1,6
2025-11-25,3,予選,3,逃げ,南西,1,2370,10,1,1,6
2025-11-25,4,予選,3,まくり,北西,2,12020,37,4,4,6
2025-11-25,5,予選,3,まくり,北西,3,5960,26,5,5,6
2025-11-25,6,予選,3,まくり,北,2,3810,14,4,4,6
2025-11-25,7,予選,3,逃げ,北,2,360,1,1,1,6
2025-11-25,8,予選,3,逃げ,北,2,4940,22,1,1,6
2025-11-25,9,予選特賞,3,まくり,北,1,6710,28,4,4,6
2025-11-25,10,予選特賞,3,逃げ,北,1,1650,6,1,1,6
2025-11-25,11,予選特選,3,まくり,北,1,3210,11,4,4,6
2025-11-25,12,記者選抜戦,3,逃げ,北,2,1700,5,1,1,6
2025-11-26,1,予選,4,逃げ,北,4,4040,16,1,1,6
2025-11-26,2,予選,4,逃げ,北,4,10820,44,1,1,6
2025-11-26,3,予選,4,抜き,北,5,14260,41,2,2,6
2025-11-26,4,予選,4,まくり,北,6,8200,28,4,4,6
2025-11-26,5,予選,4,差し,北,5,11410,35,2,2,6
2025-11-26,6,予選,4,逃げ,北,5,1460,1,1,1,6
2025-11-26,7,予選,4,逃げ,北,5,3480,14,1,1,6
2025-11-26,8,予選,4,逃げ,北,6,2090,5,1,1,6
2025-11-26,9,予選特賞,4,まくり,北西,6,1860,6,2,2,6
2025-11-26,10,予選特賞,4,逃げ,北西,6,570,1,1,1,6
2025-11-26,11,予選特選,4,逃げ,北西,5,1020,2,1,1,6
2025-11-26,12,記者選抜戦,4,まくり,北,5,44820,71,3,3,6
2025-11-27,1,一般,5,逃げ,北,3,1330,3,1,1,6
2025-11-27,2,一般,5,逃げ,北,2,730,2,1,1,6
2025-11-27,3,一般,5,まくり,北,1,7670,31,3,3,6
2025-11-27,4,一般,5,まくり,北,1,13600,39,3,3,6
2025-11-27,5,一般,5,差し,北,1,8990,27,2,2,6
2025-11-27,6,一般,5,逃げ,北西,1,1720,3,1,1,6
2025-11-27,7,一般,5,差し,北西,1,3050,9,2,2,6
2025-11-27,8,一般,5,逃げ,西,1,900,2,1,1,6
2025-11-27,9,一般特賞,5,逃げ,西,1,1520,5,1,1,6
2025-11-27,10,一般特賞,5,逃げ,北西,1,2040,5,1,1,6
2025-11-27,11,準優勝戦,5,まくり,北西,1,18720,53,4,4,6
2025-11-27,12,準優勝戦,5,逃げ,,,1760,5,1,1,6
2025-11-28,1,一般,6,まくり差し,北,3,1550,4,3,3,6
2025-11-28,2,一般,6,抜き,北,4,7260,32,3,3,6
2025-11-28,3,一般,6,まくり差し,北,4,5280,21,3,3,6
2025-11-28,4,一般,6,逃げ,北,5,10240,37,1,1,6
2025-11-28,5,一般,6,まくり,北,5,93540,91,5,5,6
2025-11-28,6,一般,6,まくり差し,北,6,2830,12,4,4,6
2025-11-28,7,一般,6,逃げ,北,6,8990,39,1,1,6
