regno,選手名,全国外n,全国外3着率,当地外n,当地外3着率,採用外3着率,外3着源,n1c,負け,残し率,残し有効,型,n6,6コ2着率,6コ3着率,6残し有効,艇番5乗艇,艇番5_3連対率,艇番6乗艇,艇番6_3連対率,6ヒモ外し候補,艇番5低率
5257,西丸侑太朗,137,0.467,8,,0.467,全国,66,24,0.292,○,飛ぶ型,39,,,,49,0.469,47,0.426,,
5258,仲本舜,109,0.239,9,,0.239,全国,28,13,,,,31,,,,38,0.289,29,0.241,●,
5259,野田昇吾,79,0.19,9,,0.19,全国,17,13,,,,27,,,,23,0.217,24,0.125,●,●
5261,岡暢祐,101,0.257,9,,0.257,全国,25,16,,,,26,,,,35,0.171,25,0.12,●,●
5262,鈴木章司,99,0.222,7,,0.222,全国,25,21,,,,27,,,,34,0.324,31,0.161,●,
5263,花田凱成,116,0.259,7,,0.259,全国,27,20,,,,33,,,,43,0.302,30,0.067,●,
5264,登みひ果,114,0.36,4,,0.36,全国,30,25,,,,41,0.049,0.171,○,42,0.31,37,0.324,,
5265,大廣咲季,119,0.21,0,,0.21,全国,26,18,,,,37,,,,37,0.189,35,0.029,●,●
5266,石田勇斗,104,0.24,9,,0.24,全国,30,17,,,,32,,,,36,0.278,28,0.214,●,
5267,石本裕武,132,0.523,6,,0.523,全国,58,17,,,,42,0.119,0.143,○,44,0.568,46,0.326,,
5268,山本幸也,117,0.12,0,,0.12,全国,17,14,,,,67,0.015,0.06,○,30,0.2,47,0.021,●,●
5269,山口晃朋,115,0.357,4,,0.357,全国,42,10,,,,34,,,,37,0.351,36,0.361,,
5270,小玉啓太,114,0.325,9,,0.325,全国,26,20,,,,35,,,,40,0.425,32,0.094,●,
5271,杉山太陽,102,0.216,3,,0.216,全国,21,15,,,,33,,,,37,0.27,33,0.121,●,
5272,松田真実,101,0.238,5,,0.238,全国,29,14,,,,29,,,,37,0.243,30,0.167,●,●
5273,山下拓巳,117,0.214,8,,0.214,全国,34,21,,,,29,,,,42,0.333,30,0.033,●,
5274,城間盛渚,96,0.292,8,,0.292,全国,24,7,,,,31,,,,28,0.286,31,0.161,●,
5275,松田淳平,116,0.578,4,,0.578,全国,47,16,,,,26,,,,38,0.579,34,0.441,,
5276,大島隆乃介,112,0.304,5,,0.304,全国,34,20,,,,31,,,,35,0.4,34,0.206,●,
5277,井上未都,108,0.343,4,,0.343,全国,31,18,,,,32,,,,37,0.243,33,0.212,●,●
5278,田中駿兵,129,0.589,0,,0.589,全国,65,10,,,,44,0.295,0.136,○,41,0.61,42,0.571,,
5279,石渡翔一郎,99,0.414,40,0.525,0.525,当地,35,16,,,,30,,,,39,0.564,27,0.296,,
5280,廣瀬凜,131,0.603,9,,0.603,全国,50,9,,,,37,,,,48,0.812,38,0.342,,
5281,井上遥妃,116,0.491,0,,0.491,全国,46,13,,,,40,0.125,0.275,○,35,0.629,44,0.432,,
5282,中本大樹,117,0.393,8,,0.393,全国,34,17,,,,32,,,,40,0.4,33,0.333,,
5283,植木美帆,72,0.125,0,,0.125,全国,11,8,,,,26,,,,23,0.304,23,0.0,●,
5284,嘉手苅徹哉,91,0.22,0,,0.22,全国,11,7,,,,25,,,,28,0.286,25,0.04,●,
5285,若林麗,104,0.163,19,,0.163,全国,30,22,,,,39,,,,30,0.067,36,0.194,●,●
5286,坂井滉哉,112,0.277,7,,0.277,全国,29,18,,,,33,,,,43,0.302,33,0.152,●,
5287,滝沢織寧,92,0.196,5,,0.196,全国,19,17,,,,30,,,,31,0.226,30,0.1,●,●
5288,尾道佳諭,96,0.25,9,,0.25,全国,25,19,,,,28,,,,33,0.212,29,0.103,●,●
5289,佃來紀,116,0.466,4,,0.466,全国,33,13,,,,38,,,,36,0.611,32,0.312,,
5290,坂本一真,102,0.186,14,,0.186,全国,27,22,,,,33,,,,32,0.125,29,0.034,●,●
5291,三嶌こころ,123,0.187,0,,0.187,全国,25,20,,,,42,0.048,0.119,○,42,0.143,31,0.161,●,●
5292,佐藤右京,100,0.2,15,,0.2,全国,24,18,,,,33,,,,37,0.27,27,0.074,●,
5293,眞崎武蔵,93,0.129,7,,0.129,全国,10,9,,,,50,0.02,0.04,○,34,0.147,36,0.028,●,●
5294,豊田祥生,105,0.114,5,,0.114,全国,28,18,,,,30,,,,32,0.094,30,0.033,●,●
5295,田上凜,127,0.315,4,,0.315,全国,17,10,,,,59,0.085,0.068,○,32,0.375,32,0.25,,
5296,永田楽,104,0.173,0,,0.173,全国,18,12,,,,33,,,,38,0.211,26,0.038,●,●
5297,南彩寧,115,0.096,4,,0.096,全国,23,17,,,,27,,,,40,0.125,28,0.036,●,●
5298,水谷理人,139,0.647,15,,0.647,全国,53,9,,,,48,0.146,0.312,○,37,0.73,49,0.469,,
5299,西丸敦基,127,0.417,9,,0.417,全国,35,12,,,,36,,,,42,0.429,35,0.286,,
5300,横田海人,98,0.092,9,,0.092,全国,19,17,,,,32,,,,29,0.138,30,0.1,●,●
5301,岩下巧斗,103,0.262,0,,0.262,全国,38,16,,,,32,,,,33,0.333,37,0.108,●,
5302,秋末秦悟,92,0.196,3,,0.196,全国,21,12,,,,30,,,,31,0.258,33,0.121,●,
5303,土井歩夢,120,0.45,3,,0.45,全国,37,16,,,,32,,,,41,0.317,36,0.444,,
5304,井田涼介,94,0.032,17,,0.032,全国,12,11,,,,43,0.047,0.023,○,30,0.033,29,0.069,●,●
5305,伊藤栞,80,0.087,0,,0.087,全国,15,13,,,,24,,,,28,0.107,20,0.0,●,●
5306,河内悠利杏,101,0.089,8,,0.089,全国,25,23,,,,28,,,,36,0.083,32,0.062,●,●
5307,富永夏哉人,110,0.3,7,,0.3,全国,30,14,,,,28,,,,44,0.341,29,0.241,●,
5308,藤森拓海,114,0.263,4,,0.263,全国,21,18,,,,30,,,,41,0.317,26,0.115,●,
5309,森雄利,105,0.076,0,,0.076,全国,13,9,,,,35,,,,37,0.135,28,0.036,●,●
5310,土屋蘭,90,0.267,0,,0.267,全国,20,13,,,,33,,,,29,0.276,29,0.172,●,
5311,小林京平,111,0.378,8,,0.378,全国,30,13,,,,30,,,,41,0.415,30,0.167,●,
5312,川辺郭人,109,0.128,4,,0.128,全国,24,17,,,,33,,,,34,0.088,36,0.167,●,●
5313,鈴木唯央,128,0.242,9,,0.242,全国,17,13,,,,46,0.087,0.109,○,44,0.273,47,0.191,●,
5314,中曽瑠華,115,0.104,5,,0.104,全国,19,15,,,,37,,,,38,0.105,34,0.0,●,●
5315,浅井翼,102,0.127,18,,0.127,全国,20,17,,,,45,0.022,0.0,○,36,0.167,35,0.057,●,●
5316,村松将平,135,0.422,0,,0.422,全国,22,11,,,,43,0.07,0.186,○,44,0.409,42,0.286,,
5317,長尾萌加,128,0.344,3,,0.344,全国,36,24,,,,34,,,,42,0.381,35,0.257,,
5318,河内一馬,111,0.189,3,,0.189,全国,21,16,,,,41,0.073,0.024,○,38,0.237,33,0.121,●,●
5319,近藤颯斗,82,0.39,7,,0.39,全国,26,13,,,,32,,,,24,0.5,32,0.281,,
5320,岩崎麗子,92,0.13,4,,0.13,全国,22,20,,,,25,,,,28,0.107,28,0.143,●,●
5321,一色颯輝,85,0.447,2,,0.447,全国,21,13,,,,32,,,,27,0.481,28,0.464,,
5322,根岸真優,99,0.131,5,,0.131,全国,24,19,,,,30,,,,39,0.205,30,0.1,●,●
5323,香川陽太,97,0.289,8,,0.289,全国,20,10,,,,42,0.024,0.119,○,31,0.387,29,0.138,●,
5324,畑田希咲,85,0.035,5,,0.035,全国,20,16,,,,29,,,,25,0.0,26,0.0,●,●
5325,澁川夏,133,0.331,8,,0.331,全国,28,14,,,,47,0.043,0.17,○,39,0.333,47,0.255,,
5326,三嶌さらら,161,0.236,9,,0.236,全国,31,20,,,,59,0.034,0.085,○,56,0.232,53,0.17,●,●
5327,西田和加,113,0.027,0,,0.027,全国,14,14,,,,38,,,,38,0.0,34,0.0,●,●
5328,井上慧人,100,0.27,3,,0.27,全国,18,13,,,,30,,,,33,0.333,29,0.172,●,
5329,金子龍斗,124,0.355,3,,0.355,全国,20,11,,,,40,0.075,0.075,○,44,0.409,38,0.263,,
5330,安河内鈴之介,119,0.546,4,,0.546,全国,42,7,,,,37,,,,39,0.59,37,0.432,,
5331,佐藤永梧,98,0.337,3,,0.337,全国,28,15,,,,39,,,,28,0.321,29,0.207,●,
5332,村松遥輝,113,0.159,4,,0.159,全国,25,16,,,,35,,,,36,0.222,37,0.081,●,●
5333,山下智己,81,0.272,11,,0.272,全国,14,5,,,,25,,,,34,0.324,19,0.211,●,
5334,樫葉新心,108,0.111,0,,0.111,全国,23,19,,,,35,,,,39,0.154,33,0.061,●,●
5335,森陽多,112,0.116,7,,0.116,全国,14,11,,,,48,0.042,0.021,○,34,0.147,44,0.091,●,●
5336,瀬川大地,82,0.085,0,,0.085,全国,16,12,,,,31,,,,30,0.1,23,0.0,●,●
5337,出畑孝成,210,0.333,15,,0.333,全国,0,0,,,,86,0.093,0.07,○,68,0.324,74,0.23,●,
5338,香月大輝,154,0.234,12,,0.234,全国,12,6,,,,53,0.038,0.113,○,50,0.3,45,0.111,●,
5339,石井伸長,117,0.41,3,,0.41,全国,18,15,,,,40,0.075,0.1,○,35,0.429,39,0.256,,
5340,樋江井舞,167,0.275,9,,0.275,全国,9,8,,,,61,0.066,0.098,○,55,0.291,54,0.204,●,
5341,山道諄也,132,0.106,19,,0.106,全国,6,5,,,,69,0.029,0.043,○,41,0.171,53,0.075,●,●
5342,原村百那,144,0.049,0,,0.049,全国,4,3,,,,57,0.018,0.018,○,43,0.07,50,0.04,●,●
5343,小林礼央,184,0.293,13,,0.293,全国,6,4,,,,74,0.122,0.108,○,60,0.417,62,0.258,,
5344,谷口丞,132,0.371,6,,0.371,全国,16,8,,,,53,0.057,0.17,○,46,0.283,48,0.229,●,
5345,牧村俊輝,141,0.092,14,,0.092,全国,14,10,,,,60,0.017,0.033,○,45,0.111,45,0.089,●,●
5346,中村紋夕梨,140,0.107,9,,0.107,全国,7,7,,,,54,0.0,0.019,○,46,0.087,53,0.038,●,●
5347,井澤聖奈,155,0.026,0,,0.026,全国,0,0,,,,70,0.0,0.014,○,47,0.043,61,0.016,●,●
5348,小林甘寧,153,0.418,3,,0.418,全国,4,3,,,,71,0.155,0.056,○,43,0.442,64,0.266,,
5349,宮崎奏磨,143,0.014,22,,0.014,全国,4,4,,,,61,0.0,0.0,○,45,0.044,49,0.0,●,●
5350,網代良芽,132,0.356,13,,0.356,全国,28,21,,,,45,0.089,0.244,○,43,0.302,39,0.359,,
5351,齊藤廉,138,0.319,6,,0.319,全国,22,10,,,,47,0.043,0.149,○,51,0.373,42,0.286,,
5352,西岡蒼志,140,0.357,4,,0.357,全国,25,13,,,,47,0.064,0.128,○,44,0.432,41,0.244,●,
5353,草川壮良,136,0.125,7,,0.125,全国,5,4,,,,70,0.029,0.043,○,46,0.13,58,0.086,●,●
5354,渡邊雄斗,160,0.175,36,0.083,0.083,当地,7,4,,,,78,0.051,0.064,○,47,0.17,60,0.117,●,●
5355,萩原丈太朗,112,0.08,3,,0.08,全国,9,9,,,,56,0.0,0.036,○,34,0.088,41,0.024,●,●
5356,長谷川暖,106,0.406,8,,0.406,全国,20,10,,,,42,0.119,0.167,○,34,0.559,40,0.3,,
5357,田中瀬里奈,116,0.034,0,,0.034,全国,13,13,,,,65,0.015,0.015,○,35,0.0,41,0.049,●,●
5358,増本杏珠,93,0.14,0,,0.14,全国,12,11,,,,41,0.0,0.073,○,25,0.2,36,0.083,●,●
5359,佐藤世那,93,0.301,10,,0.301,全国,23,16,,,,31,,,,30,0.3,29,0.31,,
5360,高木茉白,120,0.125,10,,0.125,全国,12,7,,,,52,0.038,0.077,○,34,0.088,47,0.128,●,●
5361,植竹玲奈,133,0.135,0,,0.135,全国,7,7,,,,54,0.019,0.111,○,45,0.133,40,0.1,●,●
5362,中嶋世奈,126,0.071,0,,0.071,全国,9,6,,,,56,0.0,0.054,○,38,0.105,50,0.04,●,●
5363,山本凱立,93,0.022,0,,0.022,全国,0,0,,,,88,0.0,0.011,○,28,0.036,61,0.016,●,●
5364,金子怜央,169,0.089,35,0.086,0.086,当地,2,2,,,,90,0.022,0.011,○,52,0.135,75,0.04,●,●
5365,石村日奈那,156,0.077,9,,0.077,全国,4,3,,,,64,0.0,0.031,○,51,0.078,67,0.045,●,●
5366,塩嶋泰空,137,0.015,4,,0.015,全国,5,4,,,,94,0.0,0.0,○,39,0.0,71,0.0,●,●
5367,赤松咲香,122,0.057,0,,0.057,全国,0,0,,,,63,0.016,0.0,○,37,0.054,52,0.019,●,●
5368,宮崎心之介,130,0.385,16,,0.385,全国,19,4,,,,59,0.068,0.169,○,46,0.283,48,0.312,,
5369,岡崎凪汰,111,0.117,4,,0.117,全国,17,15,,,,52,0.0,0.058,○,31,0.129,46,0.065,●,●
5370,日隈茜,123,0.008,0,,0.008,全国,0,0,,,,71,0.0,0.0,○,37,0.0,54,0.0,●,●
5371,早川颯太,160,0.031,68,0.044,0.044,当地,0,0,,,,67,0.015,0.015,○,55,0.018,55,0.036,●,●
5372,上岡巧汰,156,0.058,0,,0.058,全国,0,0,,,,127,0.0,0.031,○,51,0.02,87,0.069,●,●
5373,諏訪玲奈,108,0.157,10,,0.157,全国,1,1,,,,38,,,,40,0.2,32,0.094,●,●
5374,木山大聖,181,0.177,15,,0.177,全国,0,0,,,,74,0.014,0.122,○,59,0.237,63,0.127,●,●
5375,庄島潤成,184,0.12,0,,0.12,全国,0,0,,,,96,0.042,0.104,○,57,0.088,67,0.134,●,●
5376,吉田一心,126,0.389,5,,0.389,全国,25,10,,,,46,0.174,0.087,○,41,0.317,41,0.341,,
5377,鳥居塚嶺王,162,0.309,19,,0.309,全国,7,2,,,,69,0.043,0.13,○,55,0.327,62,0.226,●,
5378,鈴木結平太,159,0.044,12,,0.044,全国,2,2,,,,92,0.011,0.022,○,51,0.02,73,0.041,●,●
5379,廣部大明,112,0.143,0,,0.143,全国,13,10,,,,73,0.014,0.082,○,33,0.091,51,0.098,●,●
5380,野田亜湖,159,0.0,0,,0.0,全国,0,0,,,,92,0.0,0.0,○,49,0.0,71,0.0,●,●
5381,有山望,145,0.138,14,,0.138,全国,7,4,,,,56,0.0,0.071,○,53,0.151,49,0.102,●,●
5382,山下心一,164,0.122,5,,0.122,全国,0,0,,,,73,0.027,0.055,○,48,0.083,67,0.119,●,●
5383,中村楓,181,0.061,10,,0.061,全国,0,0,,,,102,0.01,0.02,○,59,0.136,74,0.027,●,●
5384,八戸琉楓,165,0.042,18,,0.042,全国,1,1,,,,104,0.0,0.019,○,53,0.075,72,0.028,●,●
5385,鈴木柊介,163,0.129,15,,0.129,全国,1,0,,,,87,0.034,0.046,○,46,0.174,65,0.031,●,●
5386,米玉利大悟,137,0.117,4,,0.117,全国,19,16,,,,65,0.015,0.077,○,41,0.073,53,0.094,●,●
5387,戸田海咲音,144,0.021,0,,0.021,全国,0,0,,,,94,0.0,0.021,○,51,0.02,62,0.032,●,●
5388,佐野優都,168,0.321,12,,0.321,全国,0,0,,,,92,0.054,0.13,○,46,0.348,70,0.214,●,
5389,恵良琴美,207,0.111,10,,0.111,全国,0,0,,,,125,0.016,0.048,○,65,0.108,99,0.081,●,●
5390,高橋涼夏,144,0.09,8,,0.09,全国,0,0,,,,93,0.011,0.032,○,42,0.095,75,0.053,●,●
5391,出穂和鼓,156,0.045,0,,0.045,全国,0,0,,,,86,0.012,0.023,○,51,0.0,61,0.049,●,●
5392,安武一也,171,0.023,0,,0.023,全国,0,0,,,,116,0.009,0.009,○,46,0.022,91,0.022,●,●
5393,藤原駿,156,0.013,0,,0.013,全国,0,0,,,,132,0.0,0.008,○,46,0.022,92,0.011,●,●
5394,福西広太郎,201,0.199,25,0.12,0.12,当地,1,1,,,,122,0.025,0.139,○,60,0.25,98,0.163,●,
5395,日高龍之介,149,0.101,0,,0.101,全国,2,1,,,,87,0.023,0.034,○,50,0.1,71,0.085,●,●
5396,近藤来希,159,0.063,0,,0.063,全国,0,0,,,,109,0.0,0.028,○,48,0.083,79,0.025,●,●
5397,寺田夢生,169,0.018,0,,0.018,全国,0,0,,,,131,0.0,0.015,○,57,0.018,106,0.009,●,●
5398,鐘ヶ江真司,173,0.202,4,,0.202,全国,12,7,,,,84,0.0,0.119,○,54,0.259,67,0.179,●,
5399,長野未来,145,0.048,9,,0.048,全国,0,0,,,,120,0.0,0.05,○,37,0.027,86,0.035,●,●
5400,高村諒,165,0.048,0,,0.048,全国,5,4,,,,115,0.009,0.043,○,54,0.111,76,0.026,●,●
5401,谷海夏人,103,0.107,0,,0.107,全国,0,0,,,,101,0.03,0.059,○,30,0.167,71,0.07,●,●
5402,塚越陸斗,135,0.015,8,,0.015,全国,0,0,,,,126,0.008,0.008,○,32,0.0,93,0.022,●,●
5403,藤山湧太,155,0.09,0,,0.09,全国,0,0,,,,113,0.027,0.027,○,55,0.109,82,0.073,●,●
5404,内田壮,175,0.103,0,,0.103,全国,0,0,,,,139,0.022,0.072,○,54,0.093,100,0.1,●,●
5405,竹内来,166,0.102,15,,0.102,全国,0,0,,,,92,0.0,0.054,○,55,0.145,70,0.029,●,●
5406,小畑楓夏,179,0.022,0,,0.022,全国,0,0,,,,151,0.0,0.02,○,57,0.018,113,0.018,●,●
5407,中岡駿,160,0.106,0,,0.106,全国,3,2,,,,105,0.019,0.038,○,53,0.151,83,0.048,●,●
5408,中山鷹輔,70,0.057,0,,0.057,全国,0,0,,,,59,0.0,0.068,○,20,0.1,44,0.045,●,●
5409,宮本琉正,161,0.075,0,,0.075,全国,0,0,,,,130,0.015,0.038,○,47,0.085,92,0.065,●,●
5410,今泉澪,127,0.039,9,,0.039,全国,0,0,,,,121,0.017,0.017,○,39,0.051,81,0.037,●,●
5411,木下虎之輔,162,0.056,43,0.047,0.047,当地,0,0,,,,132,0.008,0.015,○,52,0.058,96,0.031,●,●
5412,久保田凪紗,174,0.034,0,,0.034,全国,0,0,,,,120,0.008,0.017,○,56,0.054,95,0.021,●,●
5413,宮城那菜,162,0.074,0,,0.074,全国,0,0,,,,125,0.008,0.024,○,57,0.158,103,0.019,●,●
5414,中澤英里,34,0.029,0,,0.029,全国,0,0,,,,34,,,,7,,27,0.037,●,
5415,阿部未侑,126,0.008,9,,0.008,全国,0,0,,,,106,0.0,0.009,○,40,0.0,80,0.013,●,●
5416,龍田真白,166,0.151,0,,0.151,全国,0,0,,,,109,0.064,0.046,○,54,0.185,88,0.114,●,●
5417,小柳勝希,148,0.209,0,,0.209,全国,0,0,,,,94,0.032,0.096,○,42,0.167,77,0.13,●,●
5418,堀内亜海,153,0.0,0,,0.0,全国,0,0,,,,132,0.0,0.0,○,51,0.0,91,0.0,●,●
5419,櫻井隼,158,0.082,18,,0.082,全国,0,0,,,,131,0.008,0.076,○,43,0.093,89,0.09,●,●
5420,吉原快誓,148,0.047,0,,0.047,全国,0,0,,,,112,0.009,0.018,○,46,0.043,81,0.037,●,●
5421,原田朱理,95,0.032,0,,0.032,全国,0,0,,,,79,0.013,0.0,○,26,0.038,56,0.018,●,●
5422,真田聖也,96,0.01,0,,0.01,全国,0,0,,,,84,0.0,0.0,○,28,0.0,61,0.0,●,●
5423,高橋嗣穏,95,0.0,0,,0.0,全国,0,0,,,,94,0.0,0.0,○,29,0.0,63,0.0,●,●
5424,熊倉幹太,100,0.02,18,,0.02,全国,0,0,,,,80,0.0,0.0,○,25,0.04,63,0.016,●,●
5425,西山育,110,0.009,10,,0.009,全国,0,0,,,,95,0.0,0.0,○,30,0.033,66,0.0,●,●
5426,甲斐貴大,126,0.079,0,,0.079,全国,0,0,,,,106,0.019,0.047,○,35,0.143,77,0.052,●,●
5427,港理樹,151,0.139,18,,0.139,全国,0,0,,,,123,0.024,0.098,○,45,0.133,87,0.138,●,●
5428,古園井綾南,103,0.0,0,,0.0,全国,0,0,,,,99,0.0,0.0,○,29,0.0,70,0.0,●,●
5429,吉川颯汰,103,0.01,0,,0.01,全国,0,0,,,,99,0.0,0.0,○,35,0.029,65,0.0,●,●
5430,鳥本智史,99,0.04,0,,0.04,全国,0,0,,,,99,0.02,0.02,○,28,0.071,69,0.029,●,●
5431,得山大輝,109,0.028,0,,0.028,全国,0,0,,,,102,0.01,0.01,○,35,0.057,70,0.014,●,●
5432,安藤瑠希,136,0.14,0,,0.14,全国,0,0,,,,100,0.03,0.05,○,45,0.178,68,0.118,●,●
5433,米本圭佑,123,0.057,29,0.138,0.138,当地,0,0,,,,88,0.011,0.023,○,41,0.122,71,0.028,●,●
5434,藤田康生,139,0.209,0,,0.209,全国,0,0,,,,100,0.05,0.11,○,42,0.19,71,0.211,●,●
5435,中西月輝,110,0.009,0,,0.009,全国,0,0,,,,108,0.0,0.009,○,33,0.0,75,0.013,●,●
5436,市川瑚幸,118,0.017,0,,0.017,全国,0,0,,,,104,0.0,0.01,○,33,0.0,78,0.013,●,●
5437,中澤里桜,81,0.049,0,,0.049,全国,0,0,,,,80,0.025,0.025,○,21,0.048,58,0.052,●,●
5438,星田夢結,114,0.018,0,,0.018,全国,0,0,,,,106,0.0,0.019,○,37,0.054,77,0.0,●,●
5439,志賀美優,116,0.034,0,,0.034,全国,0,0,,,,105,0.0,0.029,○,25,0.0,79,0.051,●,●
5440,薗頭心,111,0.036,0,,0.036,全国,0,0,,,,109,0.037,0.0,○,17,0.0,86,0.035,●,●
5441,鈴木雄登,132,0.28,7,,0.28,全国,0,0,,,,112,0.107,0.116,○,38,0.316,72,0.278,,
5442,池田美優,111,0.036,0,,0.036,全国,0,0,,,,111,0.009,0.027,○,34,0.0,74,0.054,●,●
5443,西村仁吾,107,0.028,0,,0.028,全国,0,0,,,,107,0.019,0.009,○,32,0.031,72,0.028,●,●
5444,林風音,120,0.017,0,,0.017,全国,0,0,,,,117,0.009,0.009,○,32,0.0,83,0.024,●,●
5445,一ノ木匠,41,0.0,0,,0.0,全国,0,0,,,,41,0.0,0.0,○,10,,29,0.0,●,
5446,長嶺真李愛,36,0.0,0,,0.0,全国,0,0,,,,34,,,,11,,25,0.0,●,
5447,岡本亜子,44,0.0,0,,0.0,全国,0,0,,,,44,0.0,0.0,○,12,,31,0.0,●,
5448,福田柊人,49,0.0,0,,0.0,全国,0,0,,,,49,0.0,0.0,○,14,,35,0.0,●,
5449,堀井涼平,38,0.053,0,,0.053,全国,0,0,,,,38,,,,10,,28,0.071,●,
5450,藤本遼磨,48,0.062,0,,0.062,全国,0,0,,,,48,0.0,0.042,○,12,,34,0.029,●,
5451,知念伶奈,30,0.033,0,,0.033,全国,0,0,,,,29,,,,7,,23,0.043,●,
5452,上馬場風依,44,0.0,0,,0.0,全国,0,0,,,,44,0.0,0.0,○,14,,30,0.0,●,
5453,久保翔耶,51,0.098,0,,0.098,全国,0,0,,,,51,0.039,0.039,○,20,0.05,30,0.133,●,●
5454,谷島咲希,51,0.02,0,,0.02,全国,0,0,,,,51,0.02,0.0,○,12,,38,0.026,●,
5455,澁澤周羽,50,0.04,0,,0.04,全国,0,0,,,,50,0.0,0.04,○,19,0.0,29,0.069,●,●
5456,今村天次朗,51,0.059,0,,0.059,全国,0,0,,,,50,0.0,0.06,○,11,,36,0.056,●,
5457,山田陽翔,50,0.0,0,,0.0,全国,0,0,,,,47,0.0,0.0,○,16,0.0,33,0.0,●,●
5458,田中大輝,50,0.0,0,,0.0,全国,0,0,,,,50,0.0,0.0,○,16,0.0,34,0.0,●,●
5459,田中きら,36,0.0,0,,0.0,全国,0,0,,,,35,,,,12,,24,0.0,●,
5460,早川理稀,66,0.045,0,,0.045,全国,0,0,,,,66,0.0,0.045,○,15,0.0,48,0.062,●,●
5461,板頭里緒,47,0.0,0,,0.0,全国,0,0,,,,47,0.0,0.0,○,9,,35,0.0,●,
5462,山浦槙,41,0.024,0,,0.024,全国,0,0,,,,41,0.0,0.024,○,14,,27,0.037,●,
5463,出口飛龍,38,0.0,0,,0.0,全国,0,0,,,,38,,,,6,,31,0.0,●,
5464,宮田栞,37,0.0,0,,0.0,全国,0,0,,,,36,,,,10,,26,0.0,●,
5465,直江健成,32,0.0,0,,0.0,全国,0,0,,,,32,,,,5,,27,0.0,●,
5466,成田華音,42,0.071,0,,0.071,全国,0,0,,,,42,0.024,0.048,○,11,,28,0.071,●,
5467,野村羽玖,46,0.13,0,,0.13,全国,0,0,,,,46,0.0,0.13,○,13,,31,0.097,●,
5468,山口隼人,48,0.0,0,,0.0,全国,0,0,,,,48,0.0,0.0,○,15,0.0,33,0.0,●,●
5469,今泉博人,48,0.021,0,,0.021,全国,0,0,,,,48,0.0,0.021,○,17,0.059,31,0.0,●,●
5470,坂口諒宗,39,0.0,0,,0.0,全国,0,0,,,,39,,,,8,,29,0.0,●,
5471,田中結,55,0.0,0,,0.0,全国,0,0,,,,55,0.0,0.0,○,11,,42,0.0,●,
5472,中川海虹,40,0.0,0,,0.0,全国,0,0,,,,39,,,,9,,25,0.0,●,
