regno,選手名,全国スローn,全国スローST,当地スローn,当地スローST,採用スローST,スロー源,スロー遅れ,スロー巧者,全国ダッシュn,全国ダッシュST,当地ダッシュn,当地ダッシュST,採用ダッシュST,ダッシュ源,ダッシュ遅れ,ダッシュ巧者
4729,佐藤謙史朗,75,0.191,8,0.203,0.191,全国,●,,75,0.191,8,0.209,0.191,全国,●,
4730,土屋実沙希,99,0.146,0,,0.146,全国,,,92,0.181,0,,0.181,全国,●,
4731,間野兼礼,96,0.172,0,,0.172,全国,,,99,0.151,0,,0.151,全国,,
4732,堀本和也,161,0.11,0,,0.11,全国,,●,133,0.113,0,,0.113,全国,,●
4733,赤井睦,88,0.151,0,,0.151,全国,,,92,0.145,0,,0.145,全国,,
4734,安河内将,147,0.143,0,,0.143,全国,,,125,0.152,0,,0.152,全国,,
4735,角山雄哉,114,0.142,12,0.162,0.162,当地,,,108,0.157,10,0.171,0.171,当地,,
4736,高倉和士,146,0.128,0,,0.128,全国,,●,142,0.128,0,,0.128,全国,,●
4737,竹井貴史,161,0.17,4,0.158,0.17,全国,,,127,0.15,5,0.21,0.15,全国,,
4738,清埜翔子,162,0.157,10,0.183,0.183,当地,●,,145,0.16,8,0.208,0.16,全国,,
4739,中村晃朋,173,0.145,2,0.13,0.145,全国,,,127,0.14,1,0.04,0.14,全国,,
4740,齋藤達希,112,0.157,5,0.208,0.157,全国,,,110,0.191,4,0.21,0.191,全国,●,
4743,木村仁紀,173,0.137,0,,0.137,全国,,,151,0.142,0,,0.142,全国,,
4744,伊藤玲奈,86,0.21,0,,0.21,全国,●,,83,0.224,0,,0.224,全国,●,
4746,大豆生田蒼,85,0.177,6,0.247,0.177,全国,,,84,0.192,3,0.237,0.192,全国,●,
4747,山戸信二,89,0.171,0,,0.171,全国,,,89,0.174,0,,0.174,全国,,
4748,渡邉雄朗,146,0.142,42,0.142,0.142,当地,,,119,0.154,34,0.151,0.151,当地,,
4750,井上尚悟,89,0.157,12,0.107,0.107,当地,,●,101,0.173,11,0.214,0.214,当地,●,
4752,西尾亮輔,107,0.17,17,0.166,0.166,当地,,,114,0.176,16,0.193,0.193,当地,●,
4753,森照夫,54,0.15,0,,0.15,全国,,,65,0.155,0,,0.155,全国,,
4754,松尾充,135,0.151,0,,0.151,全国,,,120,0.158,0,,0.158,全国,,
4757,山田祐也,152,0.137,2,0.165,0.137,全国,,,128,0.139,0,,0.139,全国,,
4758,富樫麗加,43,0.129,0,,0.129,全国,,●,48,0.171,0,,0.171,全国,,
4759,今泉友吾,147,0.149,0,,0.149,全国,,,126,0.164,0,,0.164,全国,,
4760,山崎郡,179,0.141,0,,0.141,全国,,,152,0.132,0,,0.132,全国,,
4761,山田晃大,151,0.134,6,0.123,0.134,全国,,,135,0.137,4,0.175,0.137,全国,,
4762,藤原啓史朗,155,0.131,0,,0.131,全国,,,125,0.122,0,,0.122,全国,,●
4764,小池礼乃,116,0.163,0,,0.163,全国,,,101,0.179,0,,0.179,全国,,
4765,野田部宏子,92,0.137,0,,0.137,全国,,,100,0.12,0,,0.12,全国,,●
4766,石井孝之,77,0.149,0,,0.149,全国,,,87,0.129,0,,0.129,全国,,●
4769,馬場剛,142,0.113,34,0.111,0.111,当地,,●,136,0.119,27,0.118,0.118,当地,,●
4771,下寺秀和,153,0.145,0,,0.145,全国,,,124,0.163,0,,0.163,全国,,
4772,石丸海渡,139,0.11,0,,0.11,全国,,●,123,0.106,0,,0.106,全国,,●
4773,中川りな,161,0.173,5,0.264,0.173,全国,,,135,0.185,5,0.212,0.185,全国,●,
4775,千葉真弥,98,0.141,4,0.128,0.141,全国,,,88,0.158,5,0.138,0.158,全国,,
4776,竹田和哉,171,0.143,5,0.124,0.143,全国,,,141,0.161,4,0.217,0.161,全国,,
4778,堤啓輔,102,0.162,3,0.17,0.162,全国,,,85,0.17,2,0.175,0.17,全国,,
4779,伊倉光,104,0.157,0,,0.157,全国,,,108,0.168,0,,0.168,全国,,
4781,西舘果里,37,0.153,3,0.163,0.153,全国,,,39,0.196,5,0.166,0.196,全国,●,
4782,浜崎準也,76,0.17,0,,0.17,全国,,,84,0.205,0,,0.205,全国,●,
4784,向井田真紀,62,0.19,0,,0.19,全国,●,,69,0.216,0,,0.216,全国,●,
4785,木幡純也,100,0.182,0,,0.182,全国,●,,102,0.197,0,,0.197,全国,●,
4786,佐藤博亮,179,0.135,0,,0.135,全国,,,145,0.131,0,,0.131,全国,,
4787,椎名豊,162,0.131,5,0.126,0.131,全国,,,127,0.139,4,0.15,0.139,全国,,
4788,小池哲也,160,0.146,0,,0.146,全国,,,131,0.154,0,,0.154,全国,,
4789,古賀智之,117,0.156,3,0.167,0.156,全国,,,109,0.166,3,0.16,0.166,全国,,
4790,柳内敬太,145,0.15,4,0.155,0.15,全国,,,138,0.169,5,0.17,0.169,全国,,
4791,黒澤めぐみ,117,0.189,6,0.288,0.189,全国,●,,108,0.196,4,0.25,0.196,全国,●,
4792,杉村賢也,77,0.144,0,,0.144,全国,,,65,0.182,2,0.205,0.182,全国,●,
4793,金子萌,138,0.129,5,0.16,0.129,全国,,●,130,0.133,4,0.193,0.133,全国,,
4794,和田拓也,126,0.142,0,,0.142,全国,,,101,0.132,0,,0.132,全国,,
4796,春園功太,146,0.148,0,,0.148,全国,,,126,0.137,0,,0.137,全国,,
4797,中山将,110,0.136,0,,0.136,全国,,,117,0.151,0,,0.151,全国,,
4798,浜先真範,154,0.123,0,,0.123,全国,,●,128,0.132,0,,0.132,全国,,
4803,飯田庄吾,97,0.176,5,0.198,0.176,全国,,,96,0.197,3,0.23,0.197,全国,●,
4804,高田ひかる,140,0.19,6,0.215,0.19,全国,●,,124,0.179,4,0.208,0.179,全国,,
4808,松尾拓,132,0.157,3,0.223,0.157,全国,,,136,0.167,3,0.24,0.167,全国,,
4809,外崎悟,109,0.161,14,0.156,0.156,当地,,,110,0.154,13,0.166,0.166,当地,,
4811,向井田佑紀,131,0.155,5,0.142,0.155,全国,,,123,0.169,4,0.217,0.169,全国,,
4812,西野雄貴,136,0.132,0,,0.132,全国,,,111,0.139,0,,0.139,全国,,
4813,宮内直哉,99,0.186,14,0.173,0.173,当地,,,99,0.193,13,0.202,0.202,当地,●,
4815,伏島祐介,72,0.188,14,0.19,0.19,当地,●,,89,0.191,13,0.178,0.178,当地,,
4816,村松修二,114,0.147,0,,0.147,全国,,,118,0.161,0,,0.161,全国,,
4817,渡邉翼,131,0.135,0,,0.135,全国,,,101,0.149,0,,0.149,全国,,
4818,伏見俊介,14,0.159,0,,0.159,全国,,,56,0.137,0,,0.137,全国,,
4819,蜂須瑞生,111,0.154,0,,0.154,全国,,,109,0.177,0,,0.177,全国,,
4821,妻鳥晋也,113,0.191,5,0.252,0.191,全国,●,,124,0.169,6,0.187,0.169,全国,,
4822,百武翔,153,0.149,0,,0.149,全国,,,135,0.185,0,,0.185,全国,●,
4823,中村桃佳,129,0.136,0,,0.136,全国,,,109,0.144,0,,0.144,全国,,
4824,松井洪弥,149,0.129,15,0.111,0.111,当地,,●,132,0.117,13,0.118,0.118,当地,,●
4825,倉持莉々,136,0.134,9,0.133,0.134,全国,,,114,0.13,9,0.171,0.13,全国,,●
4826,井上一輝,172,0.129,18,0.122,0.122,当地,,●,134,0.136,14,0.138,0.138,当地,,
4828,松山将吾,125,0.137,5,0.078,0.137,全国,,,121,0.163,4,0.152,0.163,全国,,
4831,羽野直也,112,0.144,0,,0.144,全国,,,110,0.15,0,,0.15,全国,,
4832,権藤俊光,152,0.143,15,0.135,0.135,当地,,,133,0.143,15,0.139,0.139,当地,,
4834,浜本裕己,155,0.135,4,0.133,0.135,全国,,,140,0.151,4,0.27,0.151,全国,,
4835,橋本明,119,0.154,2,0.15,0.154,全国,,,123,0.153,1,0.18,0.153,全国,,
4836,大谷健太,105,0.181,0,,0.181,全国,●,,104,0.152,0,,0.152,全国,,
4837,酒井陽祐,103,0.155,5,0.158,0.155,全国,,,104,0.157,5,0.214,0.157,全国,,
4839,四宮与寛,123,0.133,3,0.113,0.133,全国,,,115,0.141,2,0.225,0.141,全国,,
4840,鈴木秀茉,111,0.154,5,0.192,0.154,全国,,,119,0.172,5,0.188,0.172,全国,,
4842,山下昂大,124,0.16,5,0.164,0.16,全国,,,122,0.169,4,0.217,0.169,全国,,
4843,深尾巴恵,73,0.166,0,,0.166,全国,,,72,0.151,0,,0.151,全国,,
4844,村上奈穂,131,0.163,0,,0.163,全国,,,115,0.199,0,,0.199,全国,●,
4845,前田紗希,105,0.144,6,0.173,0.144,全国,,,99,0.153,5,0.156,0.153,全国,,
4846,佐藤駿介,105,0.16,3,0.103,0.16,全国,,,107,0.185,4,0.223,0.185,全国,●,
4847,佐藤隆太郎,133,0.135,17,0.128,0.128,当地,,●,115,0.149,13,0.152,0.152,当地,,
4848,仲谷颯仁,143,0.139,0,,0.139,全国,,,126,0.156,0,,0.156,全国,,
4850,野中一平,144,0.123,0,,0.123,全国,,●,128,0.113,0,,0.113,全国,,●
4851,関浩哉,142,0.136,0,,0.136,全国,,,121,0.128,0,,0.128,全国,,●
4852,川原祐明,167,0.142,4,0.138,0.142,全国,,,143,0.15,3,0.187,0.15,全国,,
4853,前原哉,82,0.184,0,,0.184,全国,●,,78,0.228,0,,0.228,全国,●,
4854,大橋由珠,62,0.185,11,0.187,0.187,当地,●,,65,0.151,7,0.139,0.151,全国,,
4856,豊田健士郎,177,0.136,0,,0.136,全国,,,157,0.139,0,,0.139,全国,,
4857,加藤翔馬,123,0.147,6,0.122,0.147,全国,,,111,0.172,4,0.147,0.172,全国,,
4861,田中宏樹,121,0.157,4,0.163,0.157,全国,,,123,0.175,4,0.242,0.175,全国,,
4863,三浦裕貴,74,0.171,0,,0.171,全国,,,85,0.16,0,,0.16,全国,,
4864,小川日紀太,95,0.161,0,,0.161,全国,,,93,0.161,0,,0.161,全国,,
4865,立具敬司,66,0.166,7,0.166,0.166,全国,,,53,0.177,6,0.2,0.177,全国,,
4866,橋本英一,82,0.16,2,0.11,0.16,全国,,,90,0.182,2,0.125,0.182,全国,●,
4871,菊池宏志,105,0.164,11,0.182,0.182,当地,●,,107,0.179,10,0.189,0.189,当地,●,
4872,山下流心,123,0.16,13,0.166,0.166,当地,,,117,0.191,13,0.166,0.166,当地,,
4873,蒲原健太,154,0.18,0,,0.18,全国,,,128,0.195,0,,0.195,全国,●,
4874,池田奈津美,183,0.147,0,,0.147,全国,,,6,0.16,0,,0.16,全国,,
4875,大塚康雅,109,0.164,20,0.176,0.176,当地,,,110,0.194,19,0.23,0.23,当地,●,
4876,梅木敬太,123,0.164,5,0.218,0.164,全国,,,124,0.169,4,0.292,0.169,全国,,
4877,鈴谷一平,138,0.134,0,,0.134,全国,,,124,0.139,0,,0.139,全国,,
4878,西岡育未,84,0.166,1,0.35,0.166,全国,,,79,0.175,0,,0.175,全国,,
4879,山崎鉄平,106,0.167,10,0.166,0.166,当地,,,117,0.17,10,0.186,0.186,当地,●,
4880,澤崎雄哉,90,0.165,18,0.187,0.187,当地,●,,106,0.169,18,0.174,0.174,当地,,
4882,瀧川千依,59,0.208,0,,0.208,全国,●,,66,0.225,0,,0.225,全国,●,
4883,岡部大輝,114,0.16,0,,0.16,全国,,,110,0.158,0,,0.158,全国,,
4884,勝浦真帆,70,0.124,0,,0.124,全国,,●,60,0.151,0,,0.151,全国,,
4885,大山千広,97,0.143,0,,0.143,全国,,,66,0.15,0,,0.15,全国,,
4886,入海馨,136,0.14,6,0.16,0.14,全国,,,125,0.152,3,0.093,0.152,全国,,
4887,富澤祐作,113,0.132,0,,0.132,全国,,,105,0.134,0,,0.134,全国,,
4888,金児隆太,119,0.204,6,0.18,0.204,全国,●,,106,0.171,3,0.18,0.171,全国,,
4889,後藤盛也,79,0.145,7,0.18,0.145,全国,,,73,0.151,9,0.199,0.151,全国,,
4890,石川諒,128,0.137,0,,0.137,全国,,,124,0.127,0,,0.127,全国,,●
4891,寺島美里,103,0.153,10,0.16,0.16,当地,,,103,0.167,9,0.176,0.167,全国,,
4892,柴田直哉,106,0.168,1,0.12,0.168,全国,,,123,0.193,0,,0.193,全国,●,
4893,渡邉真奈美,104,0.161,11,0.146,0.146,当地,,,94,0.144,7,0.169,0.144,全国,,
4894,原村拓也,116,0.184,6,0.26,0.184,全国,●,,129,0.199,8,0.271,0.199,全国,●,
4895,門間雄大,111,0.143,2,0.17,0.143,全国,,,110,0.144,6,0.182,0.144,全国,,
4896,花本剛,102,0.18,9,0.147,0.18,全国,,,107,0.182,7,0.223,0.182,全国,●,
4897,深見亜由美,101,0.196,5,0.226,0.196,全国,●,,102,0.199,5,0.22,0.199,全国,●,
4898,菊地敬介,84,0.159,9,0.119,0.159,全国,,,105,0.156,8,0.143,0.156,全国,,
4899,占部一真,110,0.154,0,,0.154,全国,,,94,0.15,0,,0.15,全国,,
4900,中田夕貴,127,0.17,5,0.184,0.17,全国,,,107,0.186,5,0.198,0.186,全国,●,
4901,出口舞有子,89,0.172,4,0.193,0.172,全国,,,95,0.158,4,0.16,0.158,全国,,
4902,山川雄大,119,0.186,0,,0.186,全国,●,,125,0.184,0,,0.184,全国,●,
4903,吉田凌太朗,152,0.144,0,,0.144,全国,,,129,0.152,0,,0.152,全国,,
4904,松本一毅,147,0.167,0,,0.167,全国,,,140,0.162,0,,0.162,全国,,
4905,土井祥伍,98,0.18,5,0.156,0.18,全国,,,108,0.204,4,0.21,0.204,全国,●,
4906,鈴木雅希,119,0.153,0,,0.153,全国,,,122,0.163,0,,0.163,全国,,
4907,小池修平,145,0.139,17,0.129,0.129,当地,,●,122,0.143,11,0.159,0.159,当地,,
4908,上田龍星,152,0.125,0,,0.125,全国,,●,119,0.151,0,,0.151,全国,,
4909,薮内瑞希,105,0.153,0,,0.153,全国,,,101,0.17,0,,0.17,全国,,
4910,中村泰平,156,0.138,2,0.295,0.138,全国,,,126,0.15,1,0.23,0.15,全国,,
4911,片岡大地,101,0.15,0,,0.15,全国,,,105,0.143,0,,0.143,全国,,
4914,吉田裕平,119,0.113,0,,0.113,全国,,●,130,0.13,0,,0.13,全国,,●
4917,岩橋裕馬,108,0.168,10,0.167,0.167,当地,,,103,0.149,9,0.142,0.149,全国,,
4918,川島拓郎,112,0.148,3,0.157,0.148,全国,,,118,0.164,3,0.143,0.164,全国,,
4919,吉田翔悟,63,0.151,0,,0.151,全国,,,78,0.17,0,,0.17,全国,,
4924,中北涼,117,0.164,5,0.22,0.164,全国,,,114,0.183,5,0.246,0.183,全国,●,
4925,森悠稀,135,0.142,1,0.09,0.142,全国,,,123,0.14,0,,0.14,全国,,
4926,吉川貴仁,111,0.14,5,0.244,0.14,全国,,,89,0.15,4,0.21,0.15,全国,,
4927,関野文,158,0.158,12,0.181,0.181,当地,●,,128,0.153,7,0.137,0.153,全国,,
4928,栗城匠,141,0.148,15,0.134,0.134,当地,,,112,0.145,15,0.155,0.155,当地,,
4930,佐藤悠,129,0.143,13,0.105,0.105,当地,,●,137,0.157,13,0.198,0.198,当地,●,
4931,木谷賢太,166,0.131,0,,0.131,全国,,,142,0.162,0,,0.162,全国,,
4932,新開航,151,0.142,0,,0.142,全国,,,135,0.152,0,,0.152,全国,,
4933,板橋侑我,118,0.121,8,0.124,0.121,全国,,●,110,0.15,8,0.144,0.15,全国,,
4934,佐々木翔斗,141,0.156,0,,0.156,全国,,,128,0.17,0,,0.17,全国,,
4936,戸敷晃美,112,0.162,5,0.094,0.162,全国,,,116,0.174,5,0.186,0.174,全国,,
4938,小芦るり華,168,0.136,0,,0.136,全国,,,123,0.16,0,,0.16,全国,,
4939,宮之原輝紀,147,0.131,0,,0.131,全国,,,124,0.134,0,,0.134,全国,,
4940,白石有美,43,0.179,5,0.28,0.179,全国,,,54,0.165,5,0.192,0.165,全国,,
4941,孫崎百世,108,0.205,0,,0.205,全国,●,,107,0.214,0,,0.214,全国,●,
4942,柴田朋哉,119,0.157,8,0.159,0.157,全国,,,117,0.142,6,0.13,0.142,全国,,
4943,八木治樹,91,0.138,10,0.139,0.139,当地,,,88,0.155,9,0.169,0.155,全国,,
4944,田代達也,108,0.156,0,,0.156,全国,,,112,0.162,0,,0.162,全国,,
4945,上村宏太,98,0.185,25,0.174,0.174,当地,,,123,0.166,20,0.183,0.183,当地,●,
4947,間庭菜摘,106,0.188,6,0.185,0.188,全国,●,,104,0.171,4,0.185,0.171,全国,,
4948,木場悠介,113,0.148,9,0.2,0.148,全国,,,107,0.147,9,0.128,0.147,全国,,
4949,横田貴満,146,0.151,3,0.173,0.151,全国,,,127,0.158,3,0.237,0.158,全国,,
4950,高岡竜也,133,0.157,0,,0.157,全国,,,125,0.162,0,,0.162,全国,,
4951,新田洋一,112,0.154,4,0.147,0.154,全国,,,114,0.136,4,0.178,0.136,全国,,
4952,吉武真也,88,0.161,15,0.167,0.167,当地,,,98,0.187,15,0.228,0.228,当地,●,
4953,尾上雅也,160,0.156,0,,0.156,全国,,,132,0.149,0,,0.149,全国,,
4954,内山峻輔,34,0.159,6,0.13,0.159,全国,,,89,0.175,12,0.164,0.164,当地,,
4956,齊藤大将,42,0.163,0,,0.163,全国,,,41,0.194,0,,0.194,全国,●,
4957,竹之内極,124,0.15,12,0.118,0.118,当地,,●,128,0.171,9,0.23,0.171,全国,,
4958,溝口海義也,155,0.143,5,0.178,0.143,全国,,,151,0.139,5,0.126,0.139,全国,,
4959,井上忠政,165,0.145,12,0.185,0.185,当地,●,,138,0.144,12,0.181,0.181,当地,●,
4960,黒野元基,163,0.141,4,0.125,0.141,全国,,,137,0.137,5,0.156,0.137,全国,,
4961,西橋奈未,147,0.134,3,0.167,0.134,全国,,,123,0.161,2,0.235,0.161,全国,,
4962,畑竜生,144,0.159,9,0.171,0.159,全国,,,125,0.158,8,0.174,0.158,全国,,
4963,實森美祐,137,0.135,0,,0.135,全国,,,128,0.157,0,,0.157,全国,,
4964,土屋南,95,0.141,0,,0.141,全国,,,95,0.15,0,,0.15,全国,,
4965,福岡泉水,104,0.186,0,,0.186,全国,●,,100,0.16,0,,0.16,全国,,
4966,田川大貴,117,0.155,5,0.23,0.155,全国,,,130,0.153,4,0.232,0.153,全国,,
4967,中村魁生,141,0.144,0,,0.144,全国,,,128,0.133,3,0.177,0.133,全国,,
4969,町田洸希,94,0.154,0,,0.154,全国,,,93,0.198,0,,0.198,全国,●,
4973,栗原直也,115,0.172,14,0.182,0.182,当地,●,,116,0.183,11,0.211,0.211,当地,●,
4974,安井瑞紀,126,0.177,0,,0.177,全国,,,116,0.159,0,,0.159,全国,,
4976,金山立樹,103,0.195,25,0.202,0.202,当地,●,,95,0.203,18,0.21,0.21,当地,●,
4977,馬野耀,134,0.158,0,,0.158,全国,,,114,0.15,0,,0.15,全国,,
4978,山田和佐,128,0.163,8,0.179,0.163,全国,,,127,0.169,8,0.174,0.169,全国,,
4979,中野夢斗,120,0.159,6,0.137,0.159,全国,,,117,0.172,6,0.232,0.172,全国,,
4980,佐々木完太,149,0.141,0,,0.141,全国,,,133,0.162,0,,0.162,全国,,
4981,牧山敦也,100,0.17,9,0.214,0.17,全国,,,112,0.181,8,0.23,0.181,全国,●,
4982,中村将隆,98,0.149,4,0.133,0.149,全国,,,96,0.179,4,0.175,0.179,全国,,
4983,前田篤哉,165,0.147,5,0.188,0.147,全国,,,129,0.154,3,0.203,0.154,全国,,
4984,森下愛梨,91,0.19,1,0.09,0.19,全国,●,,94,0.209,2,0.16,0.209,全国,●,
4985,井本昌也,172,0.136,3,0.167,0.136,全国,,,128,0.145,2,0.13,0.145,全国,,
4987,島倉都,105,0.158,0,,0.158,全国,,,103,0.174,0,,0.174,全国,,
4988,牟田奨太,109,0.141,0,,0.141,全国,,,114,0.154,0,,0.154,全国,,
4989,石原翼,132,0.146,4,0.11,0.146,全国,,,124,0.152,3,0.143,0.152,全国,,
4990,田中博子,49,0.224,0,,0.224,全国,●,,50,0.187,0,,0.187,全国,●,
4991,宗行治哉,141,0.157,6,0.122,0.157,全国,,,111,0.188,5,0.27,0.188,全国,●,
4992,廣瀬篤哉,106,0.144,0,,0.144,全国,,,116,0.157,0,,0.157,全国,,
4994,山本梨菜,151,0.157,0,,0.157,全国,,,126,0.178,0,,0.178,全国,,
4995,田邉亮蔵,106,0.179,24,0.176,0.176,当地,,,112,0.194,27,0.202,0.202,当地,●,
4997,濱崎寿里矢,54,0.18,3,0.28,0.18,全国,,,62,0.188,4,0.282,0.188,全国,●,
4998,中村かなえ,41,0.133,0,,0.133,全国,,,50,0.125,0,,0.125,全国,,●
5000,岡本翔太郎,107,0.122,3,0.193,0.122,全国,,●,109,0.128,4,0.188,0.128,全国,,●
5002,上田健太,134,0.164,2,0.29,0.164,全国,,,123,0.157,5,0.288,0.157,全国,,
5003,来田衣織,122,0.178,0,,0.178,全国,,,115,0.158,0,,0.158,全国,,
5004,河野主樹,126,0.143,5,0.158,0.143,全国,,,126,0.163,4,0.185,0.163,全国,,
5005,石田貴洋,113,0.163,4,0.175,0.163,全国,,,118,0.142,3,0.143,0.142,全国,,
5006,久保原秀人,98,0.198,4,0.193,0.198,全国,●,,107,0.184,4,0.217,0.184,全国,●,
5007,近藤雄一郎,103,0.169,31,0.156,0.156,当地,,,109,0.186,33,0.174,0.174,当地,,
5008,羽野諒,97,0.151,3,0.207,0.151,全国,,,98,0.131,4,0.133,0.131,全国,,
5009,大賀龍之介,118,0.165,3,0.153,0.165,全国,,,112,0.17,3,0.227,0.17,全国,,
5010,宇留田翔平,146,0.144,4,0.138,0.144,全国,,,131,0.138,4,0.202,0.138,全国,,
5011,高木圭大,103,0.151,3,0.197,0.151,全国,,,108,0.165,2,0.175,0.165,全国,,
5012,加倉侑征,119,0.127,3,0.113,0.127,全国,,●,111,0.148,3,0.23,0.148,全国,,
5013,山下夏鈴,124,0.16,0,,0.16,全国,,,114,0.167,0,,0.167,全国,,
5014,梶山涼斗,82,0.144,4,0.145,0.144,全国,,,97,0.135,3,0.16,0.135,全国,,
5015,高橋竜矢,146,0.128,0,,0.128,全国,,●,115,0.147,0,,0.147,全国,,
5016,宮田龍馬,149,0.135,3,0.143,0.135,全国,,,125,0.149,3,0.123,0.149,全国,,
5017,澤田尚也,149,0.123,5,0.136,0.123,全国,,●,130,0.134,4,0.122,0.134,全国,,
5018,竹下大樹,188,0.141,17,0.172,0.172,当地,,,147,0.153,10,0.173,0.173,当地,,
5019,柴田百恵,81,0.167,0,,0.167,全国,,,77,0.157,0,,0.157,全国,,
5020,宮村勇哉,88,0.155,0,,0.155,全国,,,106,0.18,0,,0.18,全国,,
5022,伊藤尚汰,91,0.169,0,,0.169,全国,,,103,0.168,0,,0.168,全国,,
5023,久永祥平,111,0.138,17,0.118,0.118,当地,,●,114,0.172,17,0.206,0.206,当地,●,
5026,安河内健,151,0.145,5,0.114,0.145,全国,,,131,0.165,4,0.212,0.165,全国,,
5027,重冨勇哉,105,0.178,0,,0.178,全国,,,110,0.193,0,,0.193,全国,●,
5028,原田才一郎,157,0.144,6,0.082,0.144,全国,,,126,0.179,4,0.23,0.179,全国,,
5029,中亮太,151,0.138,16,0.128,0.128,当地,,●,131,0.14,11,0.136,0.136,当地,,
5031,渡辺空依,113,0.158,14,0.179,0.179,当地,,,111,0.198,12,0.282,0.282,当地,●,
5032,谷口知優,120,0.156,0,,0.156,全国,,,116,0.163,0,,0.163,全国,,
5033,藤原孝斗,102,0.173,9,0.158,0.173,全国,,,97,0.19,7,0.227,0.19,全国,●,
5034,若林義人,199,0.126,11,0.175,0.175,当地,,,140,0.144,6,0.165,0.144,全国,,
5035,櫻井優,121,0.172,0,,0.172,全国,,,123,0.164,0,,0.164,全国,,
5036,福田翔吾,129,0.165,15,0.205,0.205,当地,●,,136,0.156,14,0.164,0.164,当地,,
5037,田頭虎親,97,0.165,3,0.25,0.165,全国,,,103,0.187,3,0.207,0.187,全国,●,
5038,金田智博,138,0.154,21,0.108,0.108,当地,,●,113,0.15,15,0.164,0.164,当地,,
5039,倉田茂将,107,0.153,0,,0.153,全国,,,107,0.143,0,,0.143,全国,,
5041,荒牧凪沙,88,0.18,0,,0.18,全国,,,97,0.185,0,,0.185,全国,●,
5042,畑田汰一,136,0.115,9,0.104,0.115,全国,,●,121,0.125,10,0.16,0.16,当地,,
5043,中村日向,151,0.125,0,,0.125,全国,,●,142,0.139,0,,0.139,全国,,
5044,渡邉健,108,0.14,3,0.13,0.14,全国,,,110,0.146,3,0.153,0.146,全国,,
5045,平川香織,148,0.187,0,,0.187,全国,●,,139,0.214,0,,0.214,全国,●,
5046,松山裕基,92,0.169,8,0.171,0.169,全国,,,106,0.182,9,0.187,0.182,全国,●,
5047,國分将太郎,105,0.147,10,0.167,0.167,当地,,,107,0.189,6,0.235,0.189,全国,●,
5048,眞鳥康太,67,0.166,9,0.163,0.166,全国,,,136,0.196,8,0.217,0.196,全国,●,
5049,松井友汰,98,0.168,10,0.14,0.14,当地,,,103,0.181,9,0.239,0.181,全国,●,
5050,木下雄介,128,0.159,1,0.22,0.159,全国,,,122,0.162,1,0.25,0.162,全国,,
5051,松本純平,144,0.149,1,0.33,0.149,全国,,,119,0.164,1,0.31,0.164,全国,,
5052,赤井星璃菜,64,0.139,0,,0.139,全国,,,59,0.174,0,,0.174,全国,,
5053,山口広樹,86,0.162,7,0.119,0.162,全国,,,106,0.189,8,0.215,0.189,全国,●,
5054,佐々木大河,111,0.127,8,0.138,0.127,全国,,●,115,0.143,8,0.212,0.143,全国,,
5055,眞鳥章太,136,0.146,0,,0.146,全国,,,129,0.153,0,,0.153,全国,,
5056,西岡成美,12,0.177,0,,0.177,全国,,,13,0.142,0,,0.142,全国,,
5057,上田紗奈,118,0.153,0,,0.153,全国,,,105,0.162,0,,0.162,全国,,
5058,前原大道,156,0.153,8,0.14,0.153,全国,,,145,0.16,5,0.172,0.16,全国,,
5060,数原魁,124,0.157,0,,0.157,全国,,,116,0.173,0,,0.173,全国,,
5061,中村駿平,80,0.167,0,,0.167,全国,,,92,0.165,0,,0.165,全国,,
5063,大塚雅治,92,0.178,19,0.179,0.179,当地,,,109,0.182,19,0.218,0.218,当地,●,
5064,品川二千翔,133,0.157,13,0.163,0.163,当地,,,130,0.168,11,0.23,0.23,当地,●,
5065,伊久間陽優,97,0.124,14,0.135,0.135,当地,,,105,0.114,14,0.143,0.143,当地,,
5066,鈴木孝明,135,0.165,4,0.2,0.165,全国,,,133,0.158,5,0.194,0.158,全国,,
5067,山田真聖,102,0.146,3,0.207,0.146,全国,,,117,0.159,2,0.2,0.159,全国,,
5068,前田滉,152,0.141,0,,0.141,全国,,,123,0.142,0,,0.142,全国,,
5069,山崎小葉音,92,0.154,3,0.15,0.154,全国,,,85,0.169,3,0.213,0.169,全国,,
5070,中島航,92,0.179,24,0.195,0.195,当地,●,,82,0.208,19,0.262,0.262,当地,●,
5071,野見山拓己,96,0.117,7,0.124,0.117,全国,,●,102,0.145,5,0.216,0.145,全国,,
5072,吉田杏美,34,0.219,0,,0.219,全国,●,,32,0.19,0,,0.19,全国,●,
5073,上原健次郎,131,0.185,11,0.176,0.176,当地,,,114,0.176,9,0.218,0.176,全国,,
5074,大澤誠也,91,0.181,8,0.194,0.181,全国,●,,104,0.19,8,0.173,0.19,全国,●,
5075,中島秀治,160,0.164,15,0.139,0.139,当地,,,148,0.16,12,0.147,0.147,当地,,
5076,石原光,112,0.152,0,,0.152,全国,,,111,0.17,0,,0.17,全国,,
5077,滝沢崚,57,0.185,0,,0.185,全国,●,,67,0.181,0,,0.181,全国,●,
5078,山川波乙,100,0.169,5,0.22,0.169,全国,,,101,0.2,4,0.24,0.2,全国,●,
5079,大石真央,106,0.173,0,,0.173,全国,,,103,0.175,0,,0.175,全国,,
