regno,選手名,全国スローn,全国スローST,当地スローn,当地スローST,採用スローST,スロー源,スロー遅れ,スロー巧者,全国ダッシュn,全国ダッシュST,当地ダッシュn,当地ダッシュST,採用ダッシュST,ダッシュ源,ダッシュ遅れ,ダッシュ巧者
5081,篠原飛翔,121,0.183,5,0.19,0.183,全国,●,,108,0.174,4,0.138,0.174,全国,,
5082,一色凌雅,132,0.184,17,0.187,0.187,当地,●,,133,0.191,15,0.215,0.215,当地,●,
5083,柳瀬幹太,95,0.179,8,0.244,0.179,全国,,,97,0.148,9,0.211,0.148,全国,,
5084,末永和也,121,0.127,0,,0.127,全国,,●,103,0.137,0,,0.137,全国,,
5085,中村栄治,124,0.185,6,0.148,0.185,全国,●,,119,0.208,3,0.24,0.208,全国,●,
5086,本村大,87,0.197,1,0.18,0.197,全国,●,,101,0.194,3,0.23,0.194,全国,●,
5087,佐藤航,133,0.152,6,0.158,0.152,全国,,,132,0.155,2,0.22,0.155,全国,,
5088,高憧四季,178,0.15,10,0.225,0.225,当地,●,,149,0.166,8,0.236,0.166,全国,,
5089,前田翔,156,0.145,0,,0.145,全国,,,117,0.173,0,,0.173,全国,,
5090,生方靖亜,90,0.139,0,,0.139,全国,,,102,0.171,0,,0.171,全国,,
5091,為本智也,88,0.158,0,,0.158,全国,,,82,0.152,0,,0.152,全国,,
5092,篠原晟弥,122,0.135,6,0.183,0.135,全国,,,114,0.134,4,0.08,0.134,全国,,
5093,浦野海,119,0.15,0,,0.15,全国,,,108,0.203,0,,0.203,全国,●,
5095,小原聡将,118,0.15,29,0.153,0.153,当地,,,104,0.146,21,0.172,0.172,当地,,
5096,上原崚,139,0.138,27,0.142,0.142,当地,,,141,0.146,25,0.179,0.179,当地,,
5098,大江純,110,0.135,0,,0.135,全国,,,116,0.15,1,0.12,0.15,全国,,
5100,栗原一馬,87,0.162,10,0.181,0.181,当地,●,,90,0.183,7,0.22,0.183,全国,●,
5101,表健太,73,0.182,8,0.193,0.182,全国,●,,95,0.198,12,0.247,0.247,当地,●,
5102,原田雄次,122,0.164,9,0.126,0.164,全国,,,122,0.216,8,0.236,0.216,全国,●,
5103,芝田京介,69,0.18,9,0.154,0.18,全国,,,86,0.197,8,0.171,0.197,全国,●,
5104,山田丈,101,0.142,0,,0.142,全国,,,98,0.17,0,,0.17,全国,,
5105,富田恕生,120,0.19,0,,0.19,全国,●,,121,0.165,0,,0.165,全国,,
5106,山崎祥,115,0.178,0,,0.178,全国,,,108,0.189,0,,0.189,全国,●,
5107,松本真広,79,0.167,8,0.208,0.167,全国,,,86,0.183,7,0.227,0.183,全国,●,
5108,柴田愛梨,48,0.258,0,,0.258,全国,●,,54,0.254,0,,0.254,全国,●,
5109,川崎智稔,126,0.147,8,0.13,0.147,全国,,,120,0.131,6,0.173,0.131,全国,,
5110,杉山喜一,128,0.15,8,0.158,0.15,全国,,,112,0.16,7,0.173,0.16,全国,,
5111,三村岳人,101,0.161,5,0.174,0.161,全国,,,101,0.153,4,0.195,0.153,全国,,
5112,砂長知輝,157,0.138,6,0.115,0.138,全国,,,125,0.167,5,0.222,0.167,全国,,
5113,黒明花夢,42,0.202,6,0.247,0.202,全国,●,,44,0.187,4,0.242,0.187,全国,●,
5114,小林孝彰,176,0.157,9,0.189,0.157,全国,,,143,0.174,8,0.171,0.174,全国,,
5115,香川颯太,96,0.14,8,0.149,0.14,全国,,,103,0.154,7,0.177,0.154,全国,,
5117,冨名腰桃奈,79,0.17,0,,0.17,全国,,,81,0.182,0,,0.182,全国,●,
5118,野田なづき,90,0.185,0,,0.185,全国,●,,86,0.182,0,,0.182,全国,●,
5120,山本稔太朗,95,0.15,4,0.188,0.15,全国,,,82,0.162,5,0.148,0.162,全国,,
5121,定松勇樹,149,0.136,0,,0.136,全国,,,122,0.129,0,,0.129,全国,,●
5122,相馬翔,68,0.16,5,0.168,0.16,全国,,,76,0.206,8,0.258,0.206,全国,●,
5123,福山恵里奈,111,0.158,0,,0.158,全国,,,115,0.165,0,,0.165,全国,,
5124,上瀧絢也,80,0.174,5,0.156,0.174,全国,,,89,0.16,5,0.256,0.16,全国,,
5125,高井雄基,131,0.169,5,0.238,0.169,全国,,,117,0.198,5,0.194,0.198,全国,●,
5126,山下大輝,140,0.144,0,,0.144,全国,,,126,0.155,0,,0.155,全国,,
5127,沼田大都,108,0.2,7,0.194,0.2,全国,●,,108,0.218,3,0.247,0.218,全国,●,
5128,坪井爽佑,75,0.181,5,0.166,0.181,全国,●,,88,0.172,4,0.242,0.172,全国,,
5129,山口真喜子,120,0.168,0,,0.168,全国,,,113,0.16,0,,0.16,全国,,
5130,上野拓馬,126,0.165,0,,0.165,全国,,,114,0.175,0,,0.175,全国,,
5131,江藤敦宏,99,0.188,2,0.215,0.188,全国,●,,103,0.162,3,0.14,0.162,全国,,
5132,中野希一,180,0.135,13,0.152,0.152,当地,,,130,0.127,7,0.093,0.127,全国,,●
5133,堀越雄貴,102,0.191,17,0.228,0.228,当地,●,,98,0.2,10,0.185,0.185,当地,●,
5134,大原祥昌,132,0.144,4,0.175,0.144,全国,,,122,0.155,2,0.245,0.155,全国,,
5135,仲航太,111,0.147,5,0.26,0.147,全国,,,114,0.192,12,0.268,0.268,当地,●,
5136,濱野斗馬,170,0.138,7,0.154,0.138,全国,,,138,0.16,8,0.185,0.16,全国,,
5137,川原涼,98,0.162,11,0.132,0.132,当地,,,128,0.177,10,0.222,0.222,当地,●,
5138,村本大成,66,0.181,10,0.216,0.216,当地,●,,64,0.189,8,0.193,0.189,全国,●,
5139,大場恒季,142,0.151,9,0.177,0.151,全国,,,102,0.161,7,0.159,0.161,全国,,
5140,吉田彩乃,91,0.173,0,,0.173,全国,,,91,0.186,0,,0.186,全国,●,
5141,大澤風葵,140,0.143,0,,0.143,全国,,,113,0.121,0,,0.121,全国,,●
5142,常住蓮,162,0.132,0,,0.132,全国,,,122,0.135,0,,0.135,全国,,
5143,常盤海心,117,0.189,0,,0.189,全国,●,,118,0.196,0,,0.196,全国,●,
5144,中尾彩香,113,0.162,0,,0.162,全国,,,114,0.17,0,,0.17,全国,,
5145,島川海輝,171,0.148,5,0.168,0.148,全国,,,135,0.161,4,0.15,0.161,全国,,
5146,野田彩加,110,0.153,0,,0.153,全国,,,103,0.166,0,,0.166,全国,,
5147,田中勇輔,76,0.144,12,0.128,0.128,当地,,●,79,0.152,11,0.145,0.145,当地,,
5148,松本怜,79,0.173,0,,0.173,全国,,,83,0.188,0,,0.188,全国,●,
5150,坂本雄紀,121,0.149,6,0.177,0.149,全国,,,118,0.135,2,0.265,0.135,全国,,
5151,山下奈緒,107,0.197,5,0.224,0.197,全国,●,,102,0.238,4,0.253,0.238,全国,●,
5152,丸山祐也,95,0.207,6,0.265,0.207,全国,●,,89,0.233,3,0.22,0.233,全国,●,
5153,佐藤ほのか,113,0.18,9,0.207,0.18,全国,,,104,0.158,6,0.193,0.158,全国,,
5154,村松栄太,112,0.167,5,0.19,0.167,全国,,,118,0.172,4,0.25,0.172,全国,,
5155,内山七海,119,0.142,0,,0.142,全国,,,115,0.152,3,0.213,0.152,全国,,
5156,坂野さくら,106,0.174,5,0.272,0.174,全国,,,99,0.18,5,0.192,0.18,全国,,
5157,市川健太,122,0.17,12,0.183,0.183,当地,●,,121,0.166,8,0.237,0.166,全国,,
5158,宮脇遼太,150,0.148,9,0.196,0.148,全国,,,136,0.16,5,0.232,0.16,全国,,
5160,藤森陸斗,151,0.151,6,0.203,0.151,全国,,,139,0.148,4,0.158,0.148,全国,,
5161,登玉隼百,124,0.141,3,0.233,0.141,全国,,,126,0.145,3,0.157,0.145,全国,,
5162,松尾怜実,48,0.166,0,,0.166,全国,,,42,0.177,0,,0.177,全国,,
5163,清水愛海,120,0.157,0,,0.157,全国,,,119,0.184,0,,0.184,全国,●,
5164,森田梨湖,54,0.214,0,,0.214,全国,●,,46,0.204,0,,0.204,全国,●,
5165,小林愛実,109,0.165,0,,0.165,全国,,,109,0.173,0,,0.173,全国,,
5166,仲道大輔,135,0.158,10,0.114,0.114,当地,,●,126,0.181,9,0.203,0.181,全国,●,
5167,小川竜太朗,109,0.165,12,0.18,0.18,当地,,,101,0.152,11,0.165,0.165,当地,,
5169,堀本翔太,60,0.196,8,0.198,0.196,全国,●,,66,0.183,9,0.223,0.183,全国,●,
5170,佐藤太亮,118,0.154,6,0.1,0.154,全国,,,102,0.158,4,0.198,0.158,全国,,
5171,清水未唯,17,0.187,0,,0.187,全国,●,,17,0.128,0,,0.128,全国,,●
5172,田村慶,119,0.198,0,,0.198,全国,●,,117,0.179,0,,0.179,全国,,
5173,谷口佳蓮,102,0.144,0,,0.144,全国,,,112,0.159,0,,0.159,全国,,
5174,川井萌,51,0.181,0,,0.181,全国,●,,50,0.187,0,,0.187,全国,●,
5175,島崎丈一朗,64,0.165,0,,0.165,全国,,,70,0.181,0,,0.181,全国,●,
5176,石倉拓美,49,0.184,0,,0.184,全国,●,,52,0.169,0,,0.169,全国,,
5177,松井貫太,117,0.198,15,0.188,0.188,当地,●,,120,0.2,15,0.213,0.213,当地,●,
5178,成貞琳平,124,0.174,9,0.187,0.174,全国,,,126,0.205,8,0.18,0.205,全国,●,
5179,藤本元輝,70,0.172,3,0.253,0.172,全国,,,88,0.183,4,0.263,0.183,全国,●,
5180,藤本紗弥香,43,0.203,0,,0.203,全国,●,,57,0.206,0,,0.206,全国,●,
5181,森智哉,105,0.168,9,0.181,0.168,全国,,,102,0.168,7,0.203,0.168,全国,,
5182,宮崎安奈,108,0.153,0,,0.153,全国,,,94,0.138,0,,0.138,全国,,
5183,中野孝二,110,0.156,3,0.163,0.156,全国,,,114,0.159,1,0.09,0.159,全国,,
5184,飯塚響,38,0.205,0,,0.205,全国,●,,43,0.19,0,,0.19,全国,●,
5185,加藤優弥,105,0.125,8,0.099,0.125,全国,,●,111,0.148,8,0.139,0.148,全国,,
5186,遠藤圭吾,105,0.172,5,0.16,0.172,全国,,,95,0.175,4,0.17,0.175,全国,,
5187,小坂風太,68,0.191,9,0.2,0.191,全国,●,,67,0.197,7,0.256,0.197,全国,●,
5188,武井莉里佳,144,0.164,0,,0.164,全国,,,124,0.155,0,,0.155,全国,,
5189,藤原早菜,133,0.205,0,,0.205,全国,●,,130,0.186,0,,0.186,全国,●,
5190,大月遊雅,96,0.166,4,0.175,0.166,全国,,,105,0.188,5,0.26,0.188,全国,●,
5191,飛田江己,172,0.12,21,0.099,0.099,当地,,●,153,0.126,18,0.139,0.139,当地,,
5192,中尾優香,86,0.185,2,0.19,0.185,全国,●,,95,0.192,6,0.33,0.192,全国,●,
5193,米丸乃絵,154,0.146,0,,0.146,全国,,,127,0.162,0,,0.162,全国,,
5194,大久保佑香,112,0.164,5,0.218,0.164,全国,,,113,0.165,4,0.307,0.165,全国,,
5195,北村寧々,97,0.142,4,0.163,0.142,全国,,,97,0.142,4,0.195,0.142,全国,,
5196,鰐部太空海,136,0.159,8,0.14,0.159,全国,,,126,0.16,8,0.196,0.16,全国,,
5197,中野仁照,57,0.172,0,,0.172,全国,,,77,0.174,5,0.242,0.174,全国,,
5198,奥村明日香,88,0.205,0,,0.205,全国,●,,94,0.194,0,,0.194,全国,●,
5199,垂水悠,98,0.121,12,0.129,0.129,当地,,●,106,0.117,10,0.109,0.109,当地,,●
5200,筒井美琴,49,0.214,0,,0.214,全国,●,,61,0.192,0,,0.192,全国,●,
5201,村上宗太郎,51,0.183,0,,0.183,全国,●,,72,0.217,0,,0.217,全国,●,
5203,神里琴音,107,0.157,0,,0.157,全国,,,102,0.154,0,,0.154,全国,,
5204,宇恵有香,56,0.18,0,,0.18,全国,,,61,0.157,0,,0.157,全国,,
5205,刑部亜里紗,139,0.158,0,,0.158,全国,,,136,0.184,0,,0.184,全国,●,
5206,梅原祥平,83,0.138,0,,0.138,全国,,,83,0.147,0,,0.147,全国,,
5207,高山敬悟,90,0.169,5,0.162,0.169,全国,,,97,0.156,5,0.21,0.156,全国,,
5208,屋良龍紀,94,0.148,3,0.207,0.148,全国,,,102,0.163,2,0.22,0.163,全国,,
5209,小野京平,71,0.195,4,0.223,0.195,全国,●,,84,0.2,5,0.192,0.2,全国,●,
5210,藤井公人,110,0.143,8,0.125,0.143,全国,,,119,0.15,9,0.156,0.15,全国,,
5211,高井駿弥,95,0.174,4,0.188,0.174,全国,,,102,0.158,4,0.165,0.158,全国,,
5212,西川拓利,131,0.125,12,0.143,0.143,当地,,,121,0.14,11,0.153,0.153,当地,,
5213,湯淺紀香,123,0.171,0,,0.171,全国,,,123,0.203,0,,0.203,全国,●,
5214,田中宏典,119,0.171,8,0.15,0.171,全国,,,109,0.182,7,0.233,0.182,全国,●,
5216,長谷川晴哉,173,0.161,0,,0.161,全国,,,132,0.155,0,,0.155,全国,,
5217,藤原碧生,116,0.149,0,,0.149,全国,,,114,0.173,0,,0.173,全国,,
5218,山田理央,129,0.144,5,0.132,0.144,全国,,,129,0.152,5,0.22,0.152,全国,,
5219,森口和紀,95,0.181,0,,0.181,全国,●,,107,0.168,0,,0.168,全国,,
5220,青木蓮,152,0.126,4,0.115,0.126,全国,,●,138,0.116,2,0.125,0.116,全国,,●
5221,竹間隆晟,162,0.145,6,0.158,0.145,全国,,,139,0.155,3,0.3,0.155,全国,,
5222,津田陸翔,157,0.164,3,0.217,0.164,全国,,,126,0.177,3,0.19,0.177,全国,,
5223,森清友翔,131,0.155,4,0.12,0.155,全国,,,133,0.165,4,0.23,0.165,全国,,
5224,西岡顕心,161,0.14,13,0.166,0.166,当地,,,130,0.149,8,0.174,0.149,全国,,
5226,藤田俊祐,100,0.15,11,0.176,0.176,当地,,,85,0.164,7,0.209,0.164,全国,,
5227,川原愛未,21,0.174,0,,0.174,全国,,,29,0.202,0,,0.202,全国,●,
5228,若林樹蘭,106,0.156,2,0.205,0.156,全国,,,98,0.167,1,0.4,0.167,全国,,
5229,吉川晴人,142,0.171,11,0.192,0.192,当地,●,,132,0.158,9,0.143,0.158,全国,,
5230,石原凪紗,86,0.188,0,,0.188,全国,●,,101,0.195,0,,0.195,全国,●,
5231,寺田空詩,107,0.155,0,,0.155,全国,,,92,0.167,0,,0.167,全国,,
5232,樅山拓馬,97,0.166,9,0.186,0.166,全国,,,100,0.151,9,0.189,0.151,全国,,
5234,塚越海斗,166,0.151,3,0.213,0.151,全国,,,138,0.142,1,0.21,0.142,全国,,
5235,岩田凌,62,0.178,0,,0.178,全国,,,64,0.178,0,,0.178,全国,,
5236,小宮涼雅,99,0.153,5,0.148,0.153,全国,,,146,0.179,12,0.236,0.236,当地,●,
5237,永松良教,66,0.13,0,,0.13,全国,,●,90,0.174,0,,0.174,全国,,
5238,笹木香吾,131,0.149,0,,0.149,全国,,,121,0.136,0,,0.136,全国,,
5239,上野俊樹,114,0.163,11,0.139,0.139,当地,,,111,0.158,11,0.221,0.221,当地,●,
5240,高橋龍治,99,0.171,9,0.187,0.171,全国,,,97,0.17,8,0.245,0.17,全国,,
5241,門田栞,95,0.177,0,,0.177,全国,,,101,0.163,0,,0.163,全国,,
5242,高山弘斗,100,0.173,14,0.219,0.219,当地,●,,99,0.181,20,0.254,0.254,当地,●,
5243,三馬崇史,116,0.142,8,0.179,0.142,全国,,,123,0.168,7,0.2,0.168,全国,,
5244,黒田剛,91,0.143,13,0.188,0.188,当地,●,,92,0.169,12,0.218,0.218,当地,●,
5245,倉富大誠,93,0.181,5,0.222,0.181,全国,●,,106,0.164,6,0.272,0.164,全国,,
5246,楠将太郎,110,0.166,0,,0.166,全国,,,106,0.17,0,,0.17,全国,,
5247,大森翼,125,0.177,5,0.218,0.177,全国,,,114,0.158,5,0.174,0.158,全国,,
5248,本田愛,92,0.21,0,,0.21,全国,●,,111,0.186,0,,0.186,全国,●,
5249,三木晴斗,103,0.153,11,0.157,0.157,当地,,,107,0.161,9,0.162,0.161,全国,,
5250,嶋田有里,101,0.17,3,0.213,0.17,全国,,,99,0.187,6,0.272,0.187,全国,●,
5251,沼田七華,52,0.171,0,,0.171,全国,,,47,0.185,0,,0.185,全国,●,
5252,荒木颯斗,138,0.135,4,0.185,0.135,全国,,,114,0.153,3,0.067,0.153,全国,,
5253,藤井太雅,45,0.234,9,0.262,0.234,全国,●,,77,0.25,20,0.291,0.291,当地,●,
5254,羽田妃希,73,0.222,0,,0.222,全国,●,,100,0.198,0,,0.198,全国,●,
5255,藤原仙二,138,0.182,20,0.203,0.203,当地,●,,135,0.18,16,0.219,0.219,当地,●,
5256,中山翔太,143,0.133,4,0.177,0.133,全国,,,121,0.125,8,0.166,0.125,全国,,●
5257,西丸侑太朗,175,0.155,11,0.165,0.165,当地,,,146,0.152,8,0.156,0.152,全国,,
5258,仲本舜,97,0.143,8,0.151,0.143,全国,,,109,0.174,9,0.234,0.174,全国,,
5259,野田昇吾,68,0.142,11,0.106,0.106,当地,,●,80,0.169,12,0.172,0.172,当地,,
5261,岡暢祐,96,0.157,15,0.134,0.134,当地,,,98,0.187,11,0.212,0.212,当地,●,
5262,鈴木章司,95,0.171,10,0.185,0.185,当地,●,,94,0.218,7,0.187,0.218,全国,●,
5263,花田凱成,112,0.162,10,0.178,0.178,当地,,,116,0.184,7,0.276,0.184,全国,●,
5264,登みひ果,116,0.159,5,0.214,0.159,全国,,,113,0.164,4,0.227,0.164,全国,,
5265,大廣咲季,112,0.151,0,,0.151,全国,,,118,0.165,0,,0.165,全国,,
5266,石田勇斗,103,0.152,7,0.17,0.152,全国,,,107,0.151,9,0.218,0.151,全国,,
5267,石本裕武,158,0.149,9,0.167,0.149,全国,,,138,0.148,6,0.163,0.148,全国,,
5268,山本幸也,72,0.166,0,,0.166,全国,,,115,0.232,0,,0.232,全国,●,
5269,山口晃朋,113,0.133,5,0.118,0.133,全国,,,119,0.142,4,0.21,0.142,全国,,
5270,小玉啓太,103,0.16,9,0.199,0.16,全国,,,118,0.17,9,0.201,0.17,全国,,
5271,杉山太陽,96,0.161,3,0.16,0.161,全国,,,100,0.182,3,0.16,0.182,全国,●,
5272,松田真実,96,0.185,4,0.198,0.185,全国,●,,102,0.188,5,0.228,0.188,全国,●,
5273,山下拓巳,119,0.169,9,0.2,0.169,全国,,,114,0.184,8,0.217,0.184,全国,●,
5274,城間盛渚,84,0.175,9,0.177,0.175,全国,,,96,0.187,8,0.2,0.187,全国,●,
5275,松田淳平,134,0.131,5,0.168,0.131,全国,,,118,0.121,4,0.122,0.121,全国,,●
5276,大島隆乃介,124,0.157,10,0.19,0.19,当地,●,,113,0.163,9,0.193,0.163,全国,,
5277,井上未都,102,0.145,4,0.095,0.145,全国,,,110,0.152,4,0.193,0.152,全国,,
5278,田中駿兵,153,0.136,0,,0.136,全国,,,129,0.148,0,,0.148,全国,,
5279,石渡翔一郎,123,0.154,50,0.164,0.164,当地,,,102,0.163,38,0.155,0.155,当地,,
5280,廣瀬凜,142,0.143,10,0.166,0.166,当地,,,133,0.172,9,0.176,0.172,全国,,
5281,井上遥妃,112,0.135,0,,0.135,全国,,,110,0.142,0,,0.142,全国,,
5282,中本大樹,123,0.158,9,0.154,0.158,全国,,,121,0.164,8,0.24,0.164,全国,,
5283,植木美帆,55,0.193,0,,0.193,全国,●,,70,0.207,0,,0.207,全国,●,
5284,嘉手苅徹哉,77,0.148,0,,0.148,全国,,,99,0.174,0,,0.174,全国,,
5285,若林麗,101,0.179,16,0.19,0.19,当地,●,,107,0.182,19,0.202,0.202,当地,●,
5286,坂井滉哉,122,0.157,10,0.19,0.19,当地,●,,111,0.149,7,0.157,0.149,全国,,
5287,滝沢織寧,85,0.167,4,0.193,0.167,全国,,,94,0.163,5,0.142,0.163,全国,,
5288,尾道佳諭,96,0.147,8,0.142,0.147,全国,,,103,0.152,9,0.161,0.152,全国,,
5289,佃來紀,116,0.157,5,0.188,0.157,全国,,,118,0.149,4,0.188,0.149,全国,,
5290,坂本一真,102,0.166,15,0.161,0.161,当地,,,104,0.179,14,0.216,0.216,当地,●,
5291,三嶌こころ,105,0.184,0,,0.184,全国,●,,127,0.241,0,,0.241,全国,●,
5292,佐藤右京,112,0.2,21,0.249,0.249,当地,●,,102,0.209,15,0.249,0.249,当地,●,
5293,眞崎武蔵,57,0.195,3,0.22,0.195,全国,●,,90,0.209,6,0.215,0.209,全国,●,
5294,豊田祥生,106,0.166,5,0.192,0.166,全国,,,108,0.158,5,0.29,0.158,全国,,
5295,田上凜,51,0.17,5,0.222,0.17,全国,,,120,0.177,4,0.2,0.177,全国,,
5296,永田楽,91,0.196,0,,0.196,全国,●,,107,0.195,0,,0.195,全国,●,
5297,南彩寧,106,0.201,5,0.276,0.201,全国,●,,114,0.218,4,0.273,0.218,全国,●,
5298,水谷理人,144,0.14,15,0.142,0.142,当地,,,140,0.153,15,0.178,0.178,当地,,
5299,西丸敦基,121,0.153,8,0.223,0.153,全国,,,129,0.144,9,0.18,0.144,全国,,
5300,横田海人,84,0.177,9,0.197,0.177,全国,,,97,0.188,9,0.261,0.188,全国,●,
5301,岩下巧斗,129,0.156,0,,0.156,全国,,,103,0.152,0,,0.152,全国,,
5302,秋末秦悟,87,0.158,4,0.268,0.158,全国,,,91,0.172,3,0.227,0.172,全国,,
5303,土井歩夢,115,0.16,3,0.207,0.16,全国,,,122,0.169,3,0.257,0.169,全国,,
5304,井田涼介,45,0.196,9,0.222,0.196,全国,●,,92,0.2,16,0.252,0.252,当地,●,
5305,伊藤栞,76,0.169,0,,0.169,全国,,,84,0.161,0,,0.161,全国,,
5306,河内悠利杏,103,0.208,10,0.26,0.26,当地,●,,95,0.196,7,0.271,0.196,全国,●,
5307,富永夏哉人,116,0.176,15,0.167,0.167,当地,,,112,0.193,12,0.177,0.177,当地,,
5308,藤森拓海,103,0.168,4,0.182,0.168,全国,,,116,0.164,2,0.175,0.164,全国,,
5309,森雄利,70,0.15,0,,0.15,全国,,,106,0.154,0,,0.154,全国,,
5310,土屋蘭,81,0.187,0,,0.187,全国,●,,96,0.179,0,,0.179,全国,,
5311,小林京平,121,0.173,11,0.21,0.21,当地,●,,111,0.178,8,0.201,0.178,全国,,
5312,川辺郭人,103,0.171,10,0.212,0.212,当地,●,,112,0.173,9,0.196,0.173,全国,,
5313,鈴木唯央,77,0.144,0,,0.144,全国,,,128,0.175,9,0.191,0.175,全国,,
5314,中曽瑠華,73,0.17,4,0.392,0.17,全国,,,112,0.179,5,0.246,0.179,全国,,
5315,浅井翼,83,0.184,11,0.193,0.193,当地,●,,100,0.2,18,0.264,0.264,当地,●,
5316,村松将平,79,0.153,0,,0.153,全国,,,135,0.14,0,,0.14,全国,,
5317,長尾萌加,119,0.154,4,0.143,0.154,全国,,,124,0.161,3,0.217,0.161,全国,,
5318,河内一馬,94,0.176,6,0.195,0.176,全国,,,111,0.173,3,0.213,0.173,全国,,
5319,近藤颯斗,76,0.157,7,0.229,0.157,全国,,,78,0.134,7,0.183,0.134,全国,,
5320,岩崎麗子,93,0.182,5,0.23,0.182,全国,●,,94,0.153,4,0.217,0.153,全国,,
5321,一色颯輝,88,0.187,4,0.23,0.187,全国,●,,86,0.185,2,0.195,0.185,全国,●,
5322,根岸真優,101,0.197,4,0.24,0.197,全国,●,,102,0.157,5,0.172,0.157,全国,,
5323,香川陽太,73,0.169,10,0.192,0.192,当地,●,,91,0.167,8,0.269,0.167,全国,,
5324,畑田希咲,71,0.199,5,0.224,0.199,全国,●,,87,0.224,5,0.348,0.224,全国,●,
5325,澁川夏,97,0.155,11,0.165,0.165,当地,,,135,0.159,8,0.216,0.159,全国,,
5326,三嶌さらら,115,0.175,1,0.25,0.175,全国,,,156,0.18,9,0.187,0.18,全国,,
5327,西田和加,59,0.189,0,,0.189,全国,●,,110,0.198,0,,0.198,全国,●,
5328,井上慧人,74,0.175,3,0.29,0.175,全国,,,98,0.173,3,0.26,0.173,全国,,
5329,金子龍斗,77,0.153,8,0.129,0.153,全国,,,128,0.17,8,0.191,0.17,全国,,
5330,安河内鈴之介,133,0.138,6,0.148,0.138,全国,,,123,0.157,4,0.135,0.157,全国,,
5331,佐藤永梧,99,0.138,0,,0.138,全国,,,96,0.152,0,,0.152,全国,,
5332,村松遥輝,95,0.172,4,0.237,0.172,全国,,,111,0.159,4,0.158,0.159,全国,,
5333,山下智己,76,0.182,8,0.199,0.182,全国,●,,80,0.189,11,0.265,0.265,当地,●,
5334,樫葉新心,97,0.183,0,,0.183,全国,●,,107,0.2,0,,0.2,全国,●,
5335,森陽多,74,0.193,3,0.34,0.193,全国,●,,108,0.168,7,0.21,0.168,全国,,
5336,瀬川大地,82,0.151,0,,0.151,全国,,,81,0.174,0,,0.174,全国,,
5337,出畑孝成,1,0.31,0,,0.31,全国,●,,211,0.189,15,0.199,0.199,当地,●,
5338,香月大輝,51,0.15,4,0.158,0.15,全国,,,151,0.165,12,0.227,0.227,当地,●,
5339,石井伸長,64,0.181,3,0.213,0.181,全国,●,,116,0.163,3,0.203,0.163,全国,,
5340,樋江井舞,71,0.169,0,,0.169,全国,,,164,0.16,9,0.229,0.16,全国,,
5341,山道諄也,24,0.165,0,,0.165,全国,,,129,0.196,19,0.214,0.214,当地,●,
5342,原村百那,27,0.17,0,,0.17,全国,,,146,0.168,0,,0.168,全国,,
5343,小林礼央,36,0.177,4,0.12,0.177,全国,,,182,0.158,13,0.235,0.235,当地,●,
5344,谷口丞,74,0.152,2,0.185,0.152,全国,,,129,0.144,6,0.207,0.144,全国,,
5345,牧村俊輝,70,0.163,5,0.134,0.163,全国,,,145,0.204,14,0.23,0.23,当地,●,
5346,中村紋夕梨,31,0.21,0,,0.21,全国,●,,142,0.208,9,0.229,0.208,全国,●,
5347,井澤聖奈,8,0.25,0,,0.25,全国,●,,153,0.204,0,,0.204,全国,●,
5348,小林甘寧,27,0.175,3,0.207,0.175,全国,,,163,0.154,3,0.18,0.154,全国,,
5349,宮崎奏磨,18,0.231,5,0.206,0.231,全国,●,,146,0.197,22,0.208,0.208,当地,●,
5350,網代良芽,105,0.157,13,0.181,0.181,当地,●,,126,0.158,13,0.203,0.203,当地,●,
5351,齊藤廉,91,0.159,10,0.212,0.212,当地,●,,136,0.158,6,0.205,0.158,全国,,
5352,西岡蒼志,98,0.168,5,0.252,0.168,全国,,,135,0.164,4,0.275,0.164,全国,,
5353,草川壮良,25,0.166,0,,0.166,全国,,,132,0.177,7,0.257,0.177,全国,,
5354,渡邊雄斗,32,0.166,0,,0.166,全国,,,161,0.196,36,0.224,0.224,当地,●,
5355,萩原丈太朗,60,0.188,4,0.16,0.188,全国,●,,118,0.176,3,0.117,0.176,全国,,
5356,長谷川暖,82,0.153,0,,0.153,全国,,,108,0.155,8,0.143,0.155,全国,,
5357,田中瀬里奈,45,0.197,0,,0.197,全国,●,,115,0.173,0,,0.173,全国,,
5358,増本杏珠,56,0.186,0,,0.186,全国,●,,90,0.197,0,,0.197,全国,●,
5359,佐藤世那,86,0.154,15,0.155,0.155,当地,,,90,0.179,10,0.182,0.182,当地,●,
5360,高木茉白,51,0.184,6,0.212,0.184,全国,●,,118,0.182,10,0.201,0.201,当地,●,
5361,植竹玲奈,35,0.218,0,,0.218,全国,●,,127,0.215,0,,0.215,全国,●,
5362,中嶋世奈,38,0.213,0,,0.213,全国,●,,121,0.207,0,,0.207,全国,●,
5363,山本凱立,1,0.13,0,,0.13,全国,,●,90,0.196,0,,0.196,全国,●,
5364,金子怜央,8,0.142,0,,0.142,全国,,,179,0.155,35,0.167,0.167,当地,,
5365,石村日奈那,25,0.215,0,,0.215,全国,●,,150,0.198,9,0.223,0.198,全国,●,
5366,塩嶋泰空,23,0.185,5,0.216,0.185,全国,●,,137,0.19,4,0.27,0.19,全国,●,
5367,赤松咲香,8,0.189,0,,0.189,全国,●,,118,0.177,0,,0.177,全国,,
