ym,regno,course,n,r1,r2,r3,st_sum,st_n,mk1
2025-10,4568,3,1,0,1,0,0.17,1,0
2025-10,4568,4,1,0,1,0,0.15,1,0
2025-10,4568,5,1,0,0,0,0.17,1,0
2025-10,4568,6,3,0,0,1,0.67,3,0
2025-10,4574,2,2,0,1,0,0.31,2,0
2025-10,4574,3,1,0,0,0,0.14,1,0
2025-10,4574,6,1,0,0,0,0.16,1,0
2025-10,4575,1,1,1,0,0,0.11,1,0
2025-10,4575,2,2,0,2,0,0.34,2,0
2025-10,4575,3,3,0,1,0,0.6,3,0
2025-10,4575,4,3,1,1,0,0.38,3,1
2025-10,4575,5,2,0,1,1,0.45,2,0
2025-10,4583,1,2,1,1,0,0.19,2,0
2025-10,4583,2,1,0,0,0,0.24,1,0
2025-10,4583,3,2,0,1,1,0.06,2,0
2025-10,4583,4,1,0,0,0,0.07,1,0
2025-10,4583,5,1,0,0,0,0.11,1,0
2025-10,4583,6,2,0,1,0,0.38,2,0
2025-10,4586,1,2,1,1,0,0.18,2,0
2025-10,4586,2,1,0,0,0,0.12,1,0
2025-10,4586,3,2,0,0,1,0.3,2,0
2025-10,4586,4,2,0,0,0,0.17,2,0
2025-10,4586,5,1,0,0,1,0.17,1,0
2025-10,4586,6,2,1,0,0,0.34,2,1
2025-10,4603,2,1,1,0,0,0.19,1,0
2025-10,4603,3,1,0,0,1,0.19,1,0
2025-10,4603,4,1,0,0,1,0.19,1,0
2025-10,4603,5,1,0,0,0,0.24,1,0
2025-10,4608,1,2,0,1,1,0.31,2,0
2025-10,4608,2,2,0,2,0,0.22,2,0
2025-10,4608,3,1,0,0,0,0.11,1,0
2025-10,4608,4,2,0,0,1,0.38,2,0
2025-10,4608,5,2,0,0,0,0.29,2,0
2025-10,4608,6,1,0,0,0,0.19,1,0
2025-10,4610,1,1,1,0,0,0.12,1,0
2025-10,4610,2,1,0,1,0,0.09,1,0
2025-10,4610,3,2,1,0,0,0.23,2,1
2025-10,4610,4,2,1,0,0,0.23,2,1
2025-10,4610,5,1,0,1,0,0.19,1,0
2025-10,4610,6,1,0,0,0,0.07,1,0
2025-10,4614,1,2,0,0,0,0.42,2,0
2025-10,4614,2,1,0,0,1,0.19,1,0
2025-10,4614,3,1,0,0,0,0.35,1,0
2025-10,4614,4,2,0,1,0,0.23,2,0
2025-10,4614,5,1,0,0,0,0.41,1,0
2025-10,4614,6,2,0,0,0,0.44,2,0
2025-10,4649,1,1,0,1,0,0.07,1,0
2025-10,4649,2,1,0,0,1,0.18,1,0
2025-10,4649,3,2,1,0,0,0.29,2,1
2025-10,4649,4,4,0,1,0,0.36,4,0
2025-10,4649,5,1,0,0,0,0.02,1,0
2025-10,4649,6,1,0,1,0,0.08,1,0
2025-10,4650,2,1,0,1,0,0.13,1,0
2025-10,4650,5,1,0,1,0,0.22,1,0
2025-10,4651,1,1,1,0,0,0.08,1,0
2025-10,4651,2,2,1,1,0,0.41,2,0
2025-10,4651,3,2,0,0,1,0.62,2,0
2025-10,4651,4,2,0,0,0,0.31,2,0
2025-10,4651,5,2,0,0,2,0.26,2,0
2025-10,4651,6,1,0,0,0,0.33,1,0
2025-10,4652,1,1,0,0,0,0.2,1,0
2025-10,4652,2,2,0,0,0,0.35,2,0
2025-10,4652,3,2,0,0,0,0.24,2,0
2025-10,4652,4,1,0,1,0,0.21,1,0
2025-10,4652,5,3,1,0,0,0.49,3,1
2025-10,4665,2,1,0,0,0,0.18,1,0
2025-10,4665,3,1,0,0,0,0.32,1,0
2025-10,4665,4,1,0,0,0,0.14,1,0
2025-10,4665,6,1,0,0,0,0.4,1,0
2025-10,4669,1,1,0,1,0,0.21,1,0
2025-10,4669,2,2,0,0,0,0.52,2,0
2025-10,4669,3,1,0,0,0,0.33,1,0
2025-10,4669,4,2,1,0,0,0.3,2,1
2025-10,4669,5,2,0,0,0,0.66,2,0
2025-10,4669,6,1,0,0,0,0.23,1,0
2025-10,4682,2,1,0,0,0,0,0,0
2025-10,4682,4,1,0,0,0,0.11,1,0
2025-10,4682,5,3,0,1,0,0.76,3,0
2025-10,4682,6,4,0,0,1,0.97,4,0
2025-10,4688,1,1,1,0,0,0.03,1,0
2025-10,4688,2,1,0,0,0,0.19,1,0
2025-10,4688,3,2,0,2,0,0.28,2,0
2025-10,4688,4,3,0,1,1,0.48,3,0
2025-10,4688,5,1,0,0,1,0.09,1,0
2025-10,4688,6,1,0,0,0,0.14,1,0
2025-10,4692,1,3,1,1,1,0.6,3,0
2025-10,4692,2,1,0,0,0,0.24,1,0
2025-10,4692,3,2,0,2,0,0.45,2,0
2025-10,4692,4,1,0,0,1,0.21,1,0
2025-10,4692,5,1,0,0,0,0.22,1,0
2025-10,4692,6,2,0,0,1,0.36,2,0
2025-10,4693,3,1,1,0,0,0.29,1,1
2025-10,4693,4,1,0,0,0,0.17,1,0
2025-10,4693,6,1,0,0,0,0.3,1,0
2025-10,4718,1,2,1,1,0,0.25,2,0
2025-10,4718,2,1,0,0,1,0.06,1,0
2025-10,4718,3,2,1,0,1,0.33,2,0
2025-10,4718,4,2,0,0,1,0.3,2,0
2025-10,4718,5,1,0,0,0,0.19,1,0
2025-10,4718,6,2,0,0,0,0.35,2,0
2025-10,4748,1,2,2,0,0,0.2,2,0
2025-10,4748,2,1,0,1,0,0.17,1,0
2025-10,4748,3,2,0,0,1,0.28,2,0
2025-10,4748,4,2,0,2,0,0.13,2,0
2025-10,4748,5,2,0,0,1,0.09,2,0
2025-10,4748,6,1,0,0,0,0.03,1,0
2025-10,4757,1,1,0,1,0,0.18,1,0
2025-10,4757,2,1,0,0,0,0.15,1,0
2025-10,4769,1,1,0,0,0,0.07,1,0
2025-10,4769,2,1,0,1,0,0.13,1,0
2025-10,4769,3,1,1,0,0,0.15,1,0
2025-10,4769,4,1,0,1,0,0.06,1,0
2025-10,4769,5,2,0,1,1,0.3,2,0
2025-10,4769,6,2,0,0,1,0.35,2,0
2025-10,4809,1,1,0,0,0,0.15,1,0
2025-10,4809,2,2,0,1,0,0.27,2,0
2025-10,4809,3,2,0,0,0,0.33,2,0
2025-10,4809,4,2,0,0,1,0.23,2,0
2025-10,4809,5,2,0,0,1,0.36,2,0
2025-10,4809,6,1,0,0,0,0.12,1,0
2025-10,4824,1,2,1,1,0,0.29,2,0
2025-10,4824,2,1,1,0,0,0.07,1,0
2025-10,4824,3,2,0,0,1,0.08,2,0
2025-10,4824,4,2,1,0,0,0.22,2,0
2025-10,4824,5,1,0,0,0,0.13,1,0
2025-10,4824,6,2,0,0,1,0.27,2,0
2025-10,4826,1,2,2,0,0,0.28,2,0
2025-10,4826,2,1,0,0,0,0.14,1,0
2025-10,4826,3,2,1,0,0,0.19,2,1
2025-10,4826,4,2,0,1,0,0.23,2,0
2025-10,4826,5,1,0,0,0,0.16,1,0
2025-10,4826,6,2,0,1,0,0.25,2,0
2025-10,4837,1,1,1,0,0,0.19,1,0
2025-10,4837,2,2,1,0,0,0.37,2,0
2025-10,4837,3,2,0,0,1,0.23,2,0
2025-10,4837,4,2,0,0,2,0.46,2,0
2025-10,4837,5,2,0,0,1,0.42,2,0
2025-10,4837,6,1,0,0,0,0.19,1,0
2025-10,4847,1,1,1,0,0,0.19,1,0
2025-10,4847,2,2,1,1,0,0.27,2,1
2025-10,4847,3,1,0,0,1,0.12,1,0
2025-10,4847,4,2,0,0,1,0.37,2,0
2025-10,4847,5,1,0,0,0,0.18,1,0
2025-10,4847,6,1,0,1,0,0.21,1,0
2025-10,4875,1,2,0,0,0,0.45,2,0
2025-10,4875,5,1,0,0,0,0.39,1,0
2025-10,4879,1,2,2,0,0,0.36,2,0
2025-10,4879,2,2,1,1,0,0.3,2,1
2025-10,4879,3,1,0,1,0,0.12,1,0
2025-10,4879,4,2,0,0,0,0.35,2,0
2025-10,4879,5,2,0,0,0,0.38,2,0
2025-10,4879,6,1,0,0,0,0.2,1,0
2025-10,4886,1,1,1,0,0,0.22,1,0
2025-10,4886,2,3,0,1,2,0.46,3,0
2025-10,4886,3,2,1,0,1,0.28,2,1
2025-10,4886,4,2,2,0,0,0.15,2,1
2025-10,4886,6,1,0,1,0,0.13,1,0
2025-10,4905,1,1,0,0,0,0.15,1,0
2025-10,4905,2,2,0,0,0,0.21,2,0
2025-10,4905,3,2,1,0,0,0.42,2,1
2025-10,4905,4,1,0,0,0,0.25,1,0
2025-10,4905,5,2,0,0,0,0.37,2,0
2025-10,4905,6,1,0,0,1,0.22,1,0
2025-10,4928,1,1,0,1,0,0.03,1,0
2025-10,4928,2,1,1,0,0,0.16,1,0
2025-10,4928,3,3,0,1,1,0.38,3,0
2025-10,4928,4,2,1,0,1,0.24,2,1
2025-10,4928,5,1,0,0,0,0.19,1,0
2025-10,4928,6,1,1,0,0,0.13,1,1
2025-10,4945,1,2,1,0,0,0.36,2,0
2025-10,4945,2,2,0,1,0,0.45,2,0
2025-10,4945,3,1,1,0,0,0.12,1,0
2025-10,4945,4,2,0,0,1,0.49,2,0
2025-10,4945,5,1,0,0,0,0.2,1,0
2025-10,4945,6,2,0,0,0,0.41,2,0
2025-10,4951,1,1,1,0,0,0.18,1,0
2025-10,4951,3,1,0,0,1,0.09,1,0
2025-10,4951,4,1,0,0,0,0.17,1,0
2025-10,4991,6,1,0,0,0,0.35,1,0
2025-10,5004,1,2,1,0,0,0.22,2,0
2025-10,5004,2,1,0,0,1,0.14,1,0
2025-10,5004,3,2,0,0,0,0.43,2,0
2025-10,5004,4,1,0,0,0,0.26,1,0
2025-10,5004,5,1,0,0,0,0.11,1,0
2025-10,5004,6,2,0,0,0,0.37,2,0
2025-10,5007,1,2,2,0,0,0.27,2,0
2025-10,5007,5,1,0,0,1,0.19,1,0
2025-10,5007,6,1,0,1,0,0.15,1,0
2025-10,5023,1,1,1,0,0,0.11,1,0
2025-10,5023,2,2,1,1,0,0.23,2,0
2025-10,5023,3,3,1,0,1,0.39,3,0
2025-10,5023,4,1,0,1,0,0.44,1,0
2025-10,5023,5,2,0,1,1,0.47,2,0
2025-10,5023,6,1,0,1,0,0.05,1,0
2025-10,5029,1,1,1,0,0,0.09,1,0
2025-10,5029,2,2,0,0,0,0.25,2,0
2025-10,5029,3,2,1,0,0,0.22,2,1
2025-10,5029,4,2,0,0,1,0.23,2,0
2025-10,5029,5,2,0,0,0,0.26,2,0
2025-10,5029,6,1,0,0,0,0.15,1,0
2025-10,5031,1,2,0,1,0,0.62,2,0
2025-10,5031,2,2,0,0,1,0.39,2,0
2025-10,5031,3,1,0,0,0,0.24,1,0
2025-10,5031,4,1,0,0,0,0.29,1,0
2025-10,5031,5,2,0,0,0,0.71,2,0
2025-10,5031,6,1,0,0,0,0.39,1,0
2025-10,5042,1,1,0,0,1,0.05,1,0
2025-10,5042,2,2,0,1,1,0.32,2,0
2025-10,5042,3,2,0,1,0,0.13,2,0
2025-10,5042,4,2,0,1,1,0.28,2,0
2025-10,5042,5,2,0,0,1,0.43,2,0
2025-10,5042,6,1,0,1,0,0.23,1,0
2025-10,5046,2,1,0,0,1,0.17,1,0
2025-10,5046,3,1,0,0,1,0.19,1,0
2025-10,5046,4,1,0,0,1,0.06,1,0
2025-10,5046,5,1,0,0,0,0.24,1,0
2025-10,5049,1,1,1,0,0,0.11,1,0
2025-10,5049,2,1,1,0,0,0.03,1,1
2025-10,5049,3,2,0,1,1,0.53,2,0
2025-10,5049,4,2,0,0,1,0.56,2,0
2025-10,5049,5,2,0,0,1,0.48,2,0
2025-10,5049,6,1,0,1,0,0.33,1,0
2025-10,5064,1,2,0,0,0,0.45,2,0
2025-10,5064,2,1,0,0,1,0.19,1,0
2025-10,5064,3,1,0,0,1,0.13,1,0
2025-10,5064,4,2,0,0,0,0.21,2,0
2025-10,5064,5,1,0,0,1,0.34,1,0
2025-10,5064,6,2,0,0,1,0.51,2,0
2025-10,5074,1,1,1,0,0,0.15,1,0
2025-10,5074,2,2,0,0,0,0.49,2,0
2025-10,5074,3,2,0,0,1,0.29,2,0
2025-10,5074,4,2,0,0,0,0.33,2,0
2025-10,5074,5,2,0,0,1,0.39,2,0
2025-10,5074,6,1,0,0,0,0.26,1,0
2025-10,5092,1,2,1,0,0,0.6,2,0
2025-10,5092,2,1,1,0,0,0.12,1,0
2025-10,5092,3,3,2,0,0,0.38,3,2
2025-10,5092,4,2,1,0,0,0.09,2,1
2025-10,5092,5,1,0,0,1,0.09,1,0
2025-10,5092,6,1,0,0,1,0.14,1,0
2025-10,5095,1,1,1,0,0,0.11,1,0
2025-10,5095,3,1,0,1,0,0.12,1,0
2025-10,5095,6,1,0,0,0,0.25,1,0
2025-10,5096,1,2,1,1,0,0.2,2,0
2025-10,5096,2,2,1,0,0,0.23,2,0
2025-10,5096,3,2,0,0,1,0.37,2,0
2025-10,5096,4,1,0,0,0,0.16,1,0
2025-10,5096,5,2,0,0,1,0.23,2,0
2025-10,5096,6,1,0,0,0,0.12,1,0
2025-10,5100,2,1,0,0,0,0.14,1,0
2025-10,5100,4,1,0,0,0,0.29,1,0
2025-10,5100,5,1,0,0,1,0.12,1,0
2025-10,5100,6,1,0,0,1,0.36,1,0
2025-10,5102,1,1,0,1,0,0.08,1,0
2025-10,5102,2,2,0,2,0,0.22,2,0
2025-10,5102,3,1,0,0,1,0.13,1,0
2025-10,5102,4,2,0,1,0,0.53,2,0
2025-10,5102,5,3,0,1,0,0.67,3,0
2025-10,5110,1,1,0,0,1,0.13,1,0
2025-10,5110,2,2,0,0,0,0.34,2,0
2025-10,5110,3,2,0,0,0,0.21,2,0
2025-10,5110,4,2,0,0,1,0.5,2,0
2025-10,5110,5,3,0,1,0,0.49,3,0
2025-10,5124,1,2,1,1,0,0.31,2,0
2025-10,5124,2,1,0,0,0,0.22,1,0
2025-10,5124,3,2,0,0,1,0.25,2,0
2025-10,5124,4,3,0,0,1,0.87,3,0
2025-10,5124,6,2,0,0,0,0.41,2,0
2025-10,5125,1,2,0,0,0,0.56,2,0
2025-10,5125,2,1,0,0,1,0.2,1,0
2025-10,5125,3,2,0,0,0,0.43,2,0
2025-10,5125,4,2,0,0,1,0.33,2,0
2025-10,5125,5,1,0,0,0,0.26,1,0
2025-10,5125,6,2,0,0,1,0.38,2,0
2025-10,5166,1,1,1,0,0,0.1,1,0
2025-10,5166,2,1,1,0,0,0.11,1,1
2025-10,5166,3,2,0,0,2,0.29,2,0
2025-10,5166,4,2,0,1,0,0.46,2,0
2025-10,5166,5,2,0,0,1,0.37,2,0
2025-10,5166,6,1,0,0,0,0,1,0
2025-10,5191,1,2,1,0,0,0.26,2,0
2025-10,5191,2,1,0,1,0,0.02,1,0
2025-10,5191,3,2,0,0,1,0.21,2,0
2025-10,5191,4,2,0,0,0,0.16,2,0
2025-10,5191,5,1,0,0,1,0.12,1,0
2025-10,5191,6,2,0,1,0,0.28,2,0
2025-10,5196,1,2,1,1,0,0.21,2,0
2025-10,5196,2,2,0,0,1,0.33,2,0
2025-10,5196,3,1,0,0,1,0.14,1,0
2025-10,5196,4,2,2,0,0,0.42,2,2
2025-10,5196,5,1,0,1,0,0.16,1,0
2025-10,5196,6,2,1,0,0,0.33,2,1
2025-10,5214,1,1,0,0,0,0.06,1,0
2025-10,5214,2,2,0,0,2,0.26,2,0
2025-10,5214,3,2,0,0,0,0.29,2,0
2025-10,5214,4,1,1,0,0,0.16,1,1
2025-10,5214,5,2,0,0,0,0.57,2,0
2025-10,5214,6,1,0,0,0,0.16,1,0
2025-10,5236,4,1,0,0,0,0.28,1,0
2025-10,5236,5,1,0,0,0,0.22,1,0
2025-10,5236,6,2,0,0,0,0.62,2,0
2025-10,5242,1,1,0,1,0,0.24,1,0
2025-10,5242,2,2,1,0,0,0.42,2,1
2025-10,5242,3,3,1,0,0,0.83,3,0
2025-10,5242,4,1,0,0,1,0.13,1,0
2025-10,5242,5,1,0,0,1,0.22,1,0
2025-10,5242,6,2,0,0,0,0.32,2,0
2025-10,5244,3,1,0,0,0,0.07,1,0
2025-10,5244,4,1,0,0,1,0.14,1,0
2025-10,5244,6,1,0,0,0,0.11,1,0
2025-10,5263,3,3,0,2,1,0.46,3,0
2025-10,5263,4,1,0,0,0,0.26,1,0
2025-10,5270,2,1,0,0,0,0.24,1,0
2025-10,5270,3,1,0,1,0,0.17,1,0
2025-10,5270,4,1,0,0,0,0.18,1,0
2025-10,5270,5,1,0,0,1,0.23,1,0
2025-10,5279,1,1,0,0,1,0.26,1,0
2025-10,5279,2,3,1,0,1,0.55,3,0
2025-10,5279,3,2,1,0,0,0.49,2,1
2025-10,5279,4,1,0,0,1,0.15,1,0
2025-10,5279,5,3,0,1,1,0.48,3,0
2025-10,5285,1,1,0,0,0,0.16,1,0
2025-10,5285,2,1,0,0,0,0.35,1,0
2025-10,5285,4,1,0,0,0,0.26,1,0
2025-10,5285,6,1,0,0,0,0.31,1,0
2025-10,5292,2,1,0,0,0,0.12,1,0
2025-10,5292,3,1,0,0,0,0.11,1,0
2025-10,5292,4,1,0,0,0,0.28,1,0
2025-10,5307,2,1,0,0,0,0.11,1,0
2025-10,5307,3,1,1,0,0,0.21,1,1
2025-10,5307,4,1,0,0,0,0.33,1,0
2025-10,5313,4,3,0,0,0,0.66,3,0
2025-10,5313,5,3,0,0,0,0.48,3,0
2025-10,5313,6,3,0,0,0,0.58,3,0
2025-10,5341,5,1,0,0,0,0.16,1,0
2025-10,5341,6,3,0,0,0,0.73,3,0
2025-10,5354,4,2,0,0,0,0.36,2,0
2025-10,5354,5,3,0,0,0,0.81,3,0
2025-10,5354,6,4,0,0,1,0.93,4,0
2025-10,5377,5,2,1,0,0,0.25,2,1
2025-10,5377,6,2,0,0,0,0.28,2,0
2025-10,5383,4,3,0,0,0,0.83,3,0
2025-10,5383,5,3,0,0,0,0.57,3,0
2025-10,5383,6,4,0,0,0,1.29,4,0
2025-11,3303,1,2,0,0,1,0.57,2,0
2025-11,3303,2,2,0,1,1,0.43,2,0
2025-11,3303,3,2,0,1,1,0.62,2,0
2025-11,3303,4,2,0,0,0,0.5,2,0
2025-11,3303,5,1,0,0,1,0.16,1,0
2025-11,3303,6,1,0,0,0,0.34,1,0
2025-11,3306,1,1,1,0,0,0.02,1,0
2025-11,3306,2,2,0,0,0,0.14,2,0
2025-11,3306,3,2,0,0,1,0.41,2,0
2025-11,3306,4,2,1,0,0,0.18,2,1
2025-11,3306,5,2,0,0,0,0.33,2,0
2025-11,3306,6,1,0,0,0,0.14,1,0
2025-11,3319,1,2,1,0,1,0.38,2,0
2025-11,3319,2,2,0,0,1,0.32,2,0
2025-11,3319,3,2,0,1,1,0.29,2,0
2025-11,3319,4,1,1,0,0,0.07,1,1
2025-11,3319,5,2,0,0,0,0.4,2,0
2025-11,3319,6,1,0,0,0,0.28,1,0
2025-11,3436,1,1,0,1,0,0.11,1,0
2025-11,3436,2,2,1,0,1,0.23,2,0
2025-11,3436,3,2,0,1,1,0.18,2,0
2025-11,3436,4,2,0,0,0,0.29,2,0
2025-11,3436,5,2,0,1,1,0.36,2,0
2025-11,3436,6,1,0,0,0,0.17,1,0
2025-11,3482,1,1,0,0,1,0.32,1,0
2025-11,3482,2,1,0,1,0,0.16,1,0
2025-11,3482,3,1,0,0,0,0.13,1,0
2025-11,3482,4,1,0,0,0,0.26,1,0
2025-11,3482,5,1,0,0,1,0.11,1,0
2025-11,3482,6,1,0,0,0,0.22,1,0
2025-11,3499,1,1,1,0,0,0.01,1,0
2025-11,3499,2,2,0,1,0,0.34,2,0
2025-11,3499,3,1,0,1,0,0.21,1,0
2025-11,3499,4,1,0,0,0,0.12,1,0
2025-11,3499,5,1,0,1,0,0.25,1,0
2025-11,3564,1,1,0,0,1,0.22,1,0
2025-11,3564,2,1,1,0,0,0.18,1,1
2025-11,3564,3,1,1,0,0,0.21,1,1
2025-11,3564,4,2,2,0,0,0.31,2,2
2025-11,3564,6,1,0,0,0,0.09,1,0
2025-11,3602,1,1,1,0,0,0.03,1,0
2025-11,3602,2,1,0,0,0,0,0,0
2025-11,3602,3,1,0,0,0,0.14,1,0
2025-11,3602,4,1,1,0,0,0.09,1,1
2025-11,3602,5,3,0,0,2,0.6,3,0
2025-11,3602,6,3,0,0,1,0.74,3,0
2025-11,3647,1,2,1,0,0,0.32,2,0
2025-11,3647,2,2,0,1,1,0.21,2,0
2025-11,3647,3,1,0,0,1,0.21,1,0
2025-11,3647,4,2,0,0,1,0.36,2,0
2025-11,3647,5,2,0,0,0,0.37,2,0
2025-11,3647,6,1,0,0,1,0.37,1,0
2025-11,3652,1,1,1,0,0,0.25,1,0
2025-11,3652,2,2,0,0,1,0.21,2,0
2025-11,3652,3,2,0,0,1,0.27,2,0
2025-11,3652,4,2,0,0,0,0.55,2,0
2025-11,3652,5,1,0,0,0,0.23,1,0
2025-11,3652,6,1,0,1,0,0.22,1,0
2025-11,3740,1,2,1,1,0,0.33,2,0
2025-11,3740,2,2,1,1,0,0.45,2,0
2025-11,3740,3,2,1,0,0,0.38,2,1
2025-11,3740,4,2,1,0,1,0.38,2,1
2025-11,3740,5,1,0,0,0,0.33,1,0
2025-11,3740,6,1,0,1,0,0.1,1,0
2025-11,3746,1,1,1,0,0,0.2,1,0
2025-11,3746,2,1,0,1,0,0.16,1,0
2025-11,3746,3,2,0,1,1,0.43,2,0
2025-11,3746,5,1,0,1,0,0.15,1,0
2025-11,3746,6,1,0,0,1,0.2,1,0
2025-11,3771,1,2,2,0,0,0.32,2,0
2025-11,3771,2,1,0,0,1,0.12,1,0
2025-11,3771,3,1,0,0,1,0.06,1,0
2025-11,3771,4,1,1,0,0,0.22,1,0
2025-11,3771,5,1,0,0,1,0.13,1,0
2025-11,3771,6,1,0,0,0,0.26,1,0
2025-11,3850,1,1,1,0,0,0.13,1,0
2025-11,3850,2,1,1,0,0,0.11,1,0
2025-11,3850,3,2,1,0,1,0.21,2,0
2025-11,3850,4,2,0,0,1,0.24,2,0
2025-11,3850,5,1,0,1,0,0.06,1,0
2025-11,3850,6,2,0,0,0,0.49,2,0
2025-11,3868,1,3,2,1,0,0.42,3,0
2025-11,3868,2,1,0,1,0,0.22,1,0
2025-11,3868,3,1,0,1,0,0.18,1,0
2025-11,3868,4,2,0,0,1,0.58,2,0
2025-11,3868,5,1,0,1,0,0.37,1,0
2025-11,3868,6,2,0,0,1,0.44,2,0
2025-11,3880,1,2,2,0,0,0.29,2,0
2025-11,3880,2,1,0,0,1,0.23,1,0
2025-11,3880,3,1,0,0,1,0.11,1,0
2025-11,3880,5,1,0,0,0,0.27,1,0
2025-11,3880,6,2,0,0,0,0.52,2,0
2025-11,3946,1,1,1,0,0,0.11,1,0
2025-11,3946,2,1,0,1,0,0.17,1,0
2025-11,3946,3,1,0,1,0,0.2,1,0
2025-11,3946,4,1,0,0,1,0.23,1,0
2025-11,3946,5,2,0,0,1,0.48,2,0
2025-11,3951,3,1,0,0,0,0.1,1,0
2025-11,3951,4,1,0,0,0,0.31,1,0
2025-11,3951,5,1,0,0,1,0.18,1,0
2025-11,4004,1,1,1,0,0,0.14,1,0
2025-11,4004,2,2,1,0,0,0.36,2,0
2025-11,4004,3,1,0,0,0,0.21,1,0
2025-11,4004,4,1,0,1,0,0.25,1,0
2025-11,4004,5,1,0,0,0,0.21,1,0
2025-11,4004,6,1,0,1,0,0.14,1,0
2025-11,4058,1,1,1,0,0,0.11,1,0
2025-11,4058,2,1,1,0,0,0.16,1,0
2025-11,4058,3,1,0,1,0,0.27,1,0
2025-11,4058,4,1,0,0,1,0.16,1,0
2025-11,4058,5,1,0,0,0,0.27,1,0
2025-11,4058,6,1,0,0,0,0.17,1,0
2025-11,4075,1,3,1,1,1,0.26,3,0
2025-11,4075,2,1,0,1,0,0.08,1,0
2025-11,4075,3,2,0,2,0,0.34,2,0
2025-11,4075,4,1,0,1,0,0.22,1,0
2025-11,4075,5,1,0,0,1,0.23,1,0
2025-11,4075,6,2,1,0,0,0.42,2,1
2025-11,4118,1,2,1,1,0,0.27,2,0
2025-11,4118,2,1,0,1,0,0.25,1,0
2025-11,4118,3,2,0,0,1,0.28,2,0
2025-11,4118,4,2,0,1,1,0.27,2,0
2025-11,4118,5,1,0,0,1,0.2,1,0
2025-11,4118,6,2,0,0,0,0.42,2,0
2025-11,4122,1,1,0,0,0,0.19,1,0
2025-11,4122,2,2,1,1,0,0.25,2,0
2025-11,4122,3,2,0,0,0,0.47,2,0
2025-11,4122,4,2,0,0,0,0.34,2,0
2025-11,4122,5,2,0,1,1,0.43,2,0
2025-11,4122,6,1,0,0,1,0.21,1,0
2025-11,4129,1,1,0,1,0,0.17,1,0
2025-11,4129,2,2,0,0,0,0.51,2,0
2025-11,4129,3,2,0,0,0,0.59,2,0
2025-11,4129,4,2,0,2,0,0.43,2,0
2025-11,4129,5,2,0,0,0,0.5,2,0
2025-11,4129,6,1,0,0,0,0.19,1,0
2025-11,4133,1,1,0,1,0,0.21,1,0
2025-11,4133,2,1,1,0,0,0.13,1,0
2025-11,4133,3,2,1,0,0,0.26,2,1
2025-11,4133,4,1,0,1,0,0.02,1,0
2025-11,4133,5,1,1,0,0,0.23,1,0
2025-11,4133,6,1,0,0,0,0.3,1,0
2025-11,4134,1,1,0,0,0,0.17,1,0
2025-11,4134,2,1,0,0,0,0.15,1,0
2025-11,4134,3,1,0,1,0,0.2,1,0
2025-11,4134,5,1,0,0,0,0.24,1,0
2025-11,4134,6,1,0,1,0,0.23,1,0
2025-11,4145,1,2,1,0,1,0.55,2,0
2025-11,4145,2,2,0,0,1,0.38,2,0
2025-11,4145,3,1,1,0,0,0.23,1,1
2025-11,4145,4,1,0,0,1,0.41,1,0
2025-11,4145,5,2,0,0,0,0.34,2,0
2025-11,4145,6,1,0,0,0,0.34,1,0
2025-11,4161,1,1,0,0,1,0.18,1,0
2025-11,4161,2,1,0,0,0,0.15,1,0
2025-11,4161,3,1,0,1,0,0.08,1,0
2025-11,4161,4,1,0,1,0,0.23,1,0
2025-11,4161,5,1,0,0,0,0.21,1,0
2025-11,4161,6,1,0,0,1,0.15,1,0
2025-11,4162,1,1,0,0,0,0.17,1,0
2025-11,4162,2,1,0,0,0,0.25,1,0
2025-11,4162,3,1,0,0,0,0.11,1,0
2025-11,4162,4,1,0,0,0,0.22,1,0
2025-11,4162,5,1,0,0,0,0.33,1,0
2025-11,4162,6,1,0,0,0,0.26,1,0
2025-11,4169,1,2,1,0,1,0.54,2,0
2025-11,4169,2,2,0,0,0,0.36,2,0
2025-11,4169,3,2,0,0,0,0.5,2,0
2025-11,4169,4,1,0,0,1,0.28,1,0
2025-11,4169,5,1,0,0,0,0.36,1,0
2025-11,4169,6,2,0,0,0,0.98,2,0
2025-11,4182,1,2,1,1,0,0.23,2,0
2025-11,4182,2,2,0,1,0,0.47,2,0
2025-11,4182,3,2,0,0,0,0.44,2,0
2025-11,4182,4,1,0,0,0,0.15,1,0
2025-11,4182,5,1,0,0,1,0.26,1,0
2025-11,4182,6,2,0,0,0,0.47,2,0
2025-11,4204,1,1,0,1,0,0.17,1,0
2025-11,4204,2,1,1,0,0,0.11,1,0
2025-11,4204,3,1,0,1,0,0.17,1,0
2025-11,4204,4,2,0,1,1,0.7,2,0
2025-11,4204,5,2,1,0,0,0.47,2,1
2025-11,4215,1,3,1,0,0,0.41,3,0
2025-11,4215,2,1,0,0,0,0.16,1,0
2025-11,4215,3,1,0,0,1,0.2,1,0
2025-11,4215,4,1,0,1,0,0.12,1,0
2025-11,4215,5,1,0,1,0,0.28,1,0
2025-11,4215,6,3,0,0,2,0.79,3,0
2025-11,4216,1,2,1,0,1,0.19,2,0
2025-11,4216,2,2,0,0,0,0.25,2,0
2025-11,4216,3,2,0,0,1,0.49,2,0
2025-11,4216,4,1,0,1,0,0.3,1,0
2025-11,4216,5,3,0,0,0,0.75,3,0
