ym,regno,course,n,r1,r2,r3,st_sum,st_n,mk1
2026-01,4962,1,2,1,0,1,0.46,2,0
2026-01,4962,2,1,0,1,0,0.1,1,0
2026-01,4962,4,1,0,1,0,0.22,1,0
2026-01,4962,5,1,0,0,0,0.18,1,0
2026-01,4962,6,1,0,1,0,0.12,1,0
2026-01,4976,1,1,0,0,0,0.2,1,0
2026-01,4976,3,2,1,0,0,0.37,2,1
2026-01,4976,4,1,0,0,1,0.22,1,0
2026-01,4976,6,1,0,0,0,0.25,1,0
2026-01,4979,4,1,0,0,1,0.24,1,0
2026-01,4979,6,1,0,0,0,0.17,1,0
2026-01,4995,1,1,1,0,0,0.14,1,0
2026-01,4995,2,1,0,0,0,0.2,1,0
2026-01,4995,3,1,0,0,1,0.12,1,0
2026-01,4995,4,1,0,1,0,0.2,1,0
2026-01,4995,5,2,0,1,1,0.29,2,0
2026-01,4995,6,2,0,0,0,0.43,2,0
2026-01,5007,1,2,2,0,0,0.23,2,0
2026-01,5007,2,1,0,0,1,0.12,1,0
2026-01,5007,3,1,0,0,0,0.09,1,0
2026-01,5007,4,1,1,0,0,0.16,1,1
2026-01,5007,5,3,0,1,1,0.61,3,0
2026-01,5007,6,1,0,0,0,0.33,1,0
2026-01,5023,1,1,0,1,0,0.05,1,0
2026-01,5023,2,2,0,0,0,0.33,2,0
2026-01,5023,3,1,0,0,0,0.12,1,0
2026-01,5023,4,2,0,0,0,0.47,2,0
2026-01,5023,5,2,1,1,0,0.36,2,1
2026-01,5023,6,1,0,1,0,0.15,1,0
2026-01,5058,1,1,1,0,0,0.2,1,0
2026-01,5058,2,2,0,0,0,0.44,2,0
2026-01,5058,5,2,0,0,0,0.51,2,0
2026-01,5063,1,2,0,0,1,0.38,2,0
2026-01,5063,2,1,0,1,0,0.19,1,0
2026-01,5063,3,1,0,0,0,0.24,1,0
2026-01,5063,4,2,0,0,0,0.52,2,0
2026-01,5063,5,1,0,0,0,0.18,1,0
2026-01,5063,6,2,0,0,0,0.49,2,0
2026-01,5067,1,1,0,1,0,0.03,1,0
2026-01,5067,2,1,0,0,0,0.28,1,0
2026-01,5067,3,1,0,0,0,0.31,1,0
2026-01,5067,4,1,0,0,0,0.18,1,0
2026-01,5067,5,1,0,0,0,0.22,1,0
2026-01,5078,1,1,0,1,0,0.29,1,0
2026-01,5078,2,2,0,1,0,0.43,2,0
2026-01,5078,3,2,0,1,0,0.38,2,0
2026-01,5078,4,1,0,0,0,0.11,1,0
2026-01,5078,5,2,0,0,2,0.6,2,0
2026-01,5078,6,1,0,1,0,0.25,1,0
2026-01,5088,1,2,1,0,1,0.51,2,0
2026-01,5088,2,1,1,0,0,0.17,1,1
2026-01,5088,3,1,1,0,0,0.12,1,0
2026-01,5088,5,2,0,0,1,0.43,2,0
2026-01,5088,6,2,0,0,0,0.47,2,0
2026-01,5107,1,1,1,0,0,0.23,1,0
2026-01,5107,2,1,0,0,0,0.22,1,0
2026-01,5107,3,1,0,0,0,0.18,1,0
2026-01,5107,4,1,0,0,0,0.3,1,0
2026-01,5107,6,1,0,0,0,0.18,1,0
2026-01,5109,1,1,0,1,0,0.12,1,0
2026-01,5109,2,1,1,0,0,0.14,1,1
2026-01,5109,3,1,0,0,0,0.21,1,0
2026-01,5109,5,1,0,0,0,0.27,1,0
2026-01,5109,6,1,0,0,0,0.18,1,0
2026-01,5110,1,1,0,0,1,0.13,1,0
2026-01,5110,2,1,1,0,0,0.34,1,0
2026-01,5110,3,1,0,0,0,0.11,1,0
2026-01,5110,4,1,0,0,0,0.1,1,0
2026-01,5110,6,1,0,0,1,0.12,1,0
2026-01,5147,1,1,1,0,0,0.23,1,0
2026-01,5147,2,1,0,1,0,0.01,1,0
2026-01,5147,3,1,1,0,0,0.17,1,0
2026-01,5147,4,1,0,0,0,0.17,1,0
2026-01,5147,6,1,0,0,0,0.05,1,0
2026-01,5151,1,1,1,0,0,0.09,1,0
2026-01,5151,2,2,1,1,0,0.35,2,1
2026-01,5151,3,2,0,0,0,0.68,2,0
2026-01,5151,4,2,0,1,0,0.45,2,0
2026-01,5151,5,1,0,0,0,0.41,1,0
2026-01,5151,6,1,0,0,0,0.15,1,0
2026-01,5194,1,1,0,0,0,0.25,1,0
2026-01,5194,2,2,0,0,1,0.48,2,0
2026-01,5194,3,2,0,1,1,0.36,2,0
2026-01,5194,4,1,0,0,0,0.29,1,0
2026-01,5194,5,2,0,0,1,0.63,2,0
2026-01,5194,6,1,0,0,0,0.31,1,0
2026-01,5195,1,1,0,1,0,0.15,1,0
2026-01,5195,2,2,0,2,0,0.25,2,0
2026-01,5195,3,1,0,1,0,0.25,1,0
2026-01,5195,4,2,1,0,1,0.38,2,0
2026-01,5195,5,1,0,0,0,0.19,1,0
2026-01,5195,6,1,0,1,0,0.21,1,0
2026-01,5199,1,1,1,0,0,0.12,1,0
2026-01,5199,2,1,0,1,0,0.12,1,0
2026-01,5199,3,1,1,0,0,0.13,1,1
2026-01,5199,5,1,1,0,0,0.09,1,1
2026-01,5253,1,1,0,0,0,0.36,1,0
2026-01,5253,2,2,0,0,1,0.43,2,0
2026-01,5253,3,1,0,0,0,0.26,1,0
2026-01,5253,4,2,1,0,0,0.52,2,0
2026-01,5253,5,1,0,0,0,0.28,1,0
2026-01,5253,6,2,0,0,0,0.8,2,0
2026-01,5264,1,1,0,0,1,0.26,1,0
2026-01,5264,2,2,0,0,1,0.49,2,0
2026-01,5264,3,2,0,1,0,0.32,2,0
2026-01,5264,4,2,0,1,0,0.47,2,0
2026-01,5264,5,1,0,0,0,0.14,1,0
2026-01,5264,6,1,0,0,1,0.3,1,0
2026-01,5272,1,1,1,0,0,0.25,1,0
2026-01,5272,2,2,0,0,1,0.22,2,0
2026-01,5272,3,1,0,0,0,0.32,1,0
2026-01,5272,4,2,0,0,1,0.52,2,0
2026-01,5272,5,2,0,0,0,0.31,2,0
2026-01,5272,6,1,0,0,0,0.31,1,0
2026-01,5279,1,1,0,0,0,0.19,1,0
2026-01,5279,2,2,0,0,2,0.24,2,0
2026-01,5279,3,1,0,1,0,0.14,1,0
2026-01,5279,4,1,0,1,0,0.16,1,0
2026-01,5279,5,2,1,0,0,0.28,2,1
2026-01,5279,6,1,0,1,0,0.15,1,0
2026-01,5285,1,1,0,0,0,0.23,1,0
2026-01,5285,2,2,0,0,1,0.4,2,0
2026-01,5285,3,1,0,0,0,0.19,1,0
2026-01,5285,4,2,0,1,0,0.5,2,0
2026-01,5285,5,1,0,0,0,0.27,1,0
2026-01,5285,6,2,0,0,1,0.43,2,0
2026-01,5287,1,1,0,0,0,0.37,1,0
2026-01,5287,2,2,0,0,0,0.35,2,0
2026-01,5287,3,1,0,0,0,0.05,1,0
2026-01,5287,4,2,1,0,0,0.34,2,1
2026-01,5287,5,2,0,1,0,0.23,2,0
2026-01,5287,6,1,0,0,0,0.14,1,0
2026-01,5290,1,2,1,0,1,0.29,2,0
2026-01,5290,2,1,0,0,0,0.11,1,0
2026-01,5290,3,1,0,0,1,0.14,1,0
2026-01,5290,4,1,0,0,0,0.04,1,0
2026-01,5290,5,2,0,0,0,0.54,2,0
2026-01,5290,6,2,0,0,0,0.7,2,0
2026-01,5292,1,2,0,0,1,0.27,2,0
2026-01,5292,2,1,1,0,0,0.34,1,0
2026-01,5292,3,2,0,1,0,0.33,2,0
2026-01,5292,4,1,0,0,1,0.18,1,0
2026-01,5292,5,1,0,1,0,0.25,1,0
2026-01,5292,6,2,0,0,0,0.72,2,0
2026-01,5295,1,3,1,0,1,0.57,3,0
2026-01,5295,2,1,1,0,0,0.28,1,0
2026-01,5295,3,1,0,0,0,0.26,1,0
2026-01,5295,4,1,0,0,0,0.37,1,0
2026-01,5295,5,1,0,0,1,0.18,1,0
2026-01,5295,6,2,0,2,0,0.25,2,0
2026-01,5297,1,2,0,1,0,0.52,2,0
2026-01,5297,2,1,0,0,0,0.42,1,0
2026-01,5297,3,2,0,0,0,0.44,2,0
2026-01,5297,4,1,0,0,0,0.19,1,0
2026-01,5297,5,1,0,0,0,0.37,1,0
2026-01,5297,6,2,0,0,0,0.53,2,0
2026-01,5303,2,2,0,1,1,0.36,2,0
2026-01,5303,3,1,0,1,0,0.26,1,0
2026-01,5303,4,1,1,0,0,0.16,1,1
2026-01,5303,5,2,0,0,0,0.61,2,0
2026-01,5314,1,1,0,0,0,0.31,1,0
2026-01,5314,2,2,0,0,0,0.57,2,0
2026-01,5314,3,1,0,0,0,0.69,1,0
2026-01,5314,4,2,0,0,2,0.48,2,0
2026-01,5314,5,2,0,0,0,0.53,2,0
2026-01,5314,6,1,0,0,0,0.22,1,0
2026-01,5315,1,1,0,0,0,0.25,1,0
2026-01,5315,2,1,0,0,0,0.38,1,0
2026-01,5315,3,1,0,0,0,0.17,1,0
2026-01,5315,5,1,0,0,0,0.11,1,0
2026-01,5315,6,1,0,0,0,0.15,1,0
2026-01,5319,1,1,0,0,1,0.21,1,0
2026-01,5319,2,1,0,0,0,0.16,1,0
2026-01,5319,3,1,0,0,0,0.24,1,0
2026-01,5319,4,1,0,1,0,0.14,1,0
2026-01,5319,6,1,0,0,1,0.19,1,0
2026-01,5322,1,1,0,0,0,0.13,1,0
2026-01,5322,2,2,0,0,0,0.64,2,0
2026-01,5322,3,1,0,0,0,0.19,1,0
2026-01,5322,4,2,0,0,0,0.27,2,0
2026-01,5322,5,2,0,0,0,0.27,2,0
2026-01,5322,6,1,0,0,0,0.32,1,0
2026-01,5337,4,1,0,0,1,0.06,1,0
2026-01,5337,5,2,0,1,0,0.42,2,0
2026-01,5337,6,2,0,0,0,0.48,2,0
2026-01,5339,2,2,1,1,0,0.41,2,0
2026-01,5339,3,1,0,0,1,0.23,1,0
2026-01,5339,4,1,0,0,1,0.26,1,0
2026-01,5339,5,2,0,1,0,0.35,2,0
2026-01,5346,4,3,0,0,0,0.55,3,0
2026-01,5346,5,4,0,0,1,0.89,4,0
2026-01,5346,6,2,0,0,0,0.62,2,0
2026-01,5359,1,1,0,0,0,0.21,1,0
2026-01,5359,2,2,1,0,1,0.27,2,1
2026-01,5359,3,2,1,0,0,0.2,2,1
2026-01,5359,4,1,0,0,0,0.07,1,0
2026-01,5359,5,1,0,0,0,0.18,1,0
2026-01,5359,6,2,0,0,2,0.55,2,0
2026-01,5360,1,1,1,0,0,0.15,1,0
2026-01,5360,2,2,0,0,1,0.33,2,0
2026-01,5360,3,2,0,1,0,0.56,2,0
2026-01,5360,4,2,0,1,0,0.68,2,0
2026-01,5360,5,1,0,0,0,0.31,1,0
2026-01,5360,6,1,0,0,0,0,1,0
2026-01,5374,4,1,0,0,0,0.17,1,0
2026-01,5374,5,2,0,0,0,0.36,2,0
2026-01,5374,6,2,0,0,0,0.51,2,0
2026-01,5378,4,1,0,0,0,0.32,1,0
2026-01,5378,5,2,0,0,0,0.6,2,0
2026-01,5378,6,2,0,0,0,0.36,2,0
2026-01,5382,4,1,0,0,0,0.25,1,0
2026-01,5382,5,2,0,0,0,0.45,2,0
2026-01,5382,6,2,0,0,0,0.57,2,0
2026-01,5399,6,9,0,0,0,2.48,9,0
2026-01,5410,5,4,0,0,0,0.9,4,0
2026-01,5410,6,5,0,0,1,0.72,5,0
2026-01,5415,5,3,0,0,0,0.87,3,0
2026-01,5415,6,6,0,0,1,2.37,6,0
2026-01,5419,6,5,0,0,0,1.32,5,0
2026-02,3202,1,1,1,0,0,0.13,1,0
2026-02,3202,2,2,0,1,1,0.38,2,0
2026-02,3202,3,2,0,1,0,0.34,2,0
2026-02,3202,4,1,0,0,0,0.38,1,0
2026-02,3202,5,2,0,1,0,0.34,2,0
2026-02,3226,1,1,0,0,0,0,0,0
2026-02,3226,2,1,0,0,1,0.09,1,0
2026-02,3226,3,1,0,0,0,0.14,1,0
2026-02,3226,4,1,0,1,0,0.24,1,0
2026-02,3226,5,1,0,0,0,0.17,1,0
2026-02,3226,6,2,0,0,0,0.41,2,0
2026-02,3277,1,1,1,0,0,0.09,1,0
2026-02,3277,2,2,1,0,1,0.47,2,0
2026-02,3277,3,2,0,1,0,0.28,2,0
2026-02,3277,4,2,1,0,0,0.52,2,1
2026-02,3277,5,2,0,0,1,0.56,2,0
2026-02,3300,1,2,2,0,0,0.31,2,0
2026-02,3300,2,1,0,0,0,0.06,1,0
2026-02,3300,3,1,0,0,1,0.05,1,0
2026-02,3300,4,2,0,1,0,0.36,2,0
2026-02,3300,5,1,1,0,0,0.16,1,0
2026-02,3300,6,1,0,0,1,0.37,1,0
2026-02,3303,1,3,3,0,0,0.53,3,0
2026-02,3303,4,1,0,0,1,0.26,1,0
2026-02,3303,5,1,0,1,0,0.27,1,0
2026-02,3303,6,1,1,0,0,0.04,1,0
2026-02,3436,1,2,1,1,0,0.27,2,0
2026-02,3436,2,1,0,0,0,0.07,1,0
2026-02,3436,3,1,0,0,0,0.11,1,0
2026-02,3436,4,1,0,0,0,0.05,1,0
2026-02,3436,5,2,0,0,0,0.4,2,0
2026-02,3436,6,1,0,0,0,0.13,1,0
2026-02,3499,1,2,2,0,0,0.33,2,0
2026-02,3499,2,1,0,0,0,0.16,1,0
2026-02,3499,3,1,1,0,0,0.17,1,0
2026-02,3499,4,1,0,0,0,0.11,1,0
2026-02,3499,5,1,0,0,1,0.11,1,0
2026-02,3499,6,1,0,0,0,0.12,1,0
2026-02,3503,1,1,0,0,0,0.15,1,0
2026-02,3503,2,2,0,0,1,0.27,2,0
2026-02,3503,3,2,0,0,2,0.4,2,0
2026-02,3503,4,2,0,1,1,0.26,2,0
2026-02,3503,5,1,0,0,0,0.31,1,0
2026-02,3527,1,1,0,1,0,0.35,1,0
2026-02,3548,1,1,1,0,0,0.13,1,0
2026-02,3548,2,1,0,0,0,0.15,1,0
2026-02,3548,3,2,1,1,0,0.2,2,0
2026-02,3548,4,2,0,0,2,0.17,2,0
2026-02,3548,5,1,0,0,0,0.17,1,0
2026-02,3578,1,1,0,0,0,0.15,1,0
2026-02,3578,2,2,0,1,0,0.37,2,0
2026-02,3578,3,1,0,0,0,0.11,1,0
2026-02,3578,4,2,0,0,0,0.52,2,0
2026-02,3578,5,2,0,0,0,0.22,2,0
2026-02,3581,1,2,1,1,0,0.18,2,0
2026-02,3581,2,1,0,0,0,0.18,1,0
2026-02,3581,3,1,0,0,0,0.27,1,0
2026-02,3581,4,1,0,0,0,0.21,1,0
2026-02,3581,5,1,0,0,0,0.21,1,0
2026-02,3581,6,1,0,0,0,0.25,1,0
2026-02,3602,1,2,0,0,2,0.45,2,0
2026-02,3602,2,1,0,0,0,0.21,1,0
2026-02,3602,3,2,0,1,1,0.28,2,0
2026-02,3602,5,1,0,0,1,0.24,1,0
2026-02,3602,6,1,0,0,0,0.19,1,0
2026-02,3619,1,1,1,0,0,0.12,1,0
2026-02,3619,5,1,0,0,0,0.47,1,0
2026-02,3685,1,1,0,0,0,0.04,1,0
2026-02,3685,2,2,0,1,0,0.32,2,0
2026-02,3685,3,1,0,0,0,0.16,1,0
2026-02,3685,4,2,0,2,0,0.12,2,0
2026-02,3685,5,1,0,0,0,0.29,1,0
2026-02,3685,6,1,0,0,0,0.34,1,0
2026-02,3686,1,2,2,0,0,0.24,2,0
2026-02,3686,2,1,0,1,0,0.09,1,0
2026-02,3686,3,1,0,0,1,0.2,1,0
2026-02,3686,4,2,1,0,0,0.3,2,0
2026-02,3686,6,2,0,0,1,0.39,2,0
2026-02,3690,6,1,0,0,1,0.46,1,0
2026-02,3708,2,1,0,0,0,0.49,1,0
2026-02,3708,3,1,0,0,0,0.19,1,0
2026-02,3716,1,1,0,0,0,0,0,0
2026-02,3716,5,2,0,0,1,0.3,2,0
2026-02,3716,6,5,1,1,1,0.67,5,1
2026-02,3790,1,1,1,0,0,0.12,1,0
2026-02,3790,2,2,0,0,0,0.37,2,0
2026-02,3790,3,2,0,0,0,0.36,2,0
2026-02,3790,4,1,0,0,0,0.26,1,0
2026-02,3790,5,2,0,0,1,0.45,2,0
2026-02,3796,1,2,1,1,0,0.25,2,0
2026-02,3796,2,1,0,1,0,0.07,1,0
2026-02,3796,4,2,1,1,0,0.34,2,1
2026-02,3796,6,2,0,0,0,0.53,2,0
2026-02,3807,1,1,0,1,0,0.19,1,0
2026-02,3807,5,1,0,0,0,0.15,1,0
2026-02,3822,1,1,1,0,0,0.06,1,0
2026-02,3822,2,1,0,0,0,0.14,1,0
2026-02,3822,5,1,0,0,1,0.26,1,0
2026-02,3822,6,1,0,0,1,0.13,1,0
2026-02,3839,1,2,0,1,1,0.26,2,0
2026-02,3839,2,1,0,0,0,0.23,1,0
2026-02,3839,3,1,0,0,1,0.09,1,0
2026-02,3839,4,1,0,1,0,0.16,1,0
2026-02,3839,5,2,0,0,2,0.53,2,0
2026-02,3839,6,1,0,0,1,0.07,1,0
2026-02,3857,1,2,1,0,0,0.4,2,0
2026-02,3857,2,1,0,0,0,0.14,1,0
2026-02,3857,3,1,0,0,0,0.24,1,0
2026-02,3857,5,1,0,1,0,0.32,1,0
2026-02,3857,6,2,0,0,0,0.47,2,0
2026-02,3866,1,1,0,1,0,0.08,1,0
2026-02,3866,5,1,0,0,0,0.26,1,0
2026-02,3874,1,1,1,0,0,0.18,1,0
2026-02,3874,2,1,0,0,0,0.09,1,0
2026-02,3874,3,2,0,0,0,0.35,2,0
2026-02,3874,4,2,1,0,0,0.3,2,1
2026-02,3874,5,1,0,0,0,0.19,1,0
2026-02,3874,6,1,0,0,0,0.25,1,0
2026-02,3876,1,1,0,0,0,0.18,1,0
2026-02,3876,2,1,0,0,0,0.14,1,0
2026-02,3876,3,2,0,1,1,0.3,2,0
2026-02,3876,5,1,0,0,0,0.16,1,0
2026-02,3876,6,1,0,0,0,0.04,1,0
2026-02,3929,1,1,0,0,0,0.18,1,0
2026-02,3929,2,1,0,0,1,0.18,1,0
2026-02,3929,3,1,0,0,0,0.17,1,0
2026-02,3929,5,1,1,0,0,0.22,1,1
2026-02,3929,6,1,0,0,0,0.12,1,0
2026-02,3931,2,1,0,1,0,0.12,1,0
2026-02,3931,5,1,0,0,0,0.2,1,0
2026-02,3931,6,1,0,1,0,0.12,1,0
2026-02,3940,1,2,1,1,0,0.18,2,0
2026-02,3940,2,1,0,0,0,0.03,1,0
2026-02,3940,3,1,0,0,0,0.15,1,0
2026-02,3940,4,2,0,0,0,0.39,2,0
2026-02,3940,5,2,0,0,1,0.22,2,0
2026-02,3940,6,1,0,0,0,0.15,1,0
2026-02,3959,1,2,0,2,0,0.11,2,0
2026-02,3959,2,1,0,0,1,0.15,1,0
2026-02,3959,3,2,0,0,0,0.27,2,0
2026-02,3959,4,1,0,0,0,0.09,1,0
2026-02,3959,5,1,0,0,1,0.2,1,0
2026-02,3959,6,1,0,0,0,0.19,1,0
2026-02,3964,1,1,0,0,0,0.01,1,0
2026-02,3964,2,2,0,0,0,0.4,2,0
2026-02,3964,3,2,1,0,0,0.43,2,1
2026-02,3964,4,2,0,0,0,0.4,2,0
2026-02,3964,5,1,0,0,0,0.31,1,0
2026-02,3964,6,1,0,0,0,0.24,1,0
2026-02,3978,1,1,1,0,0,0.12,1,0
2026-02,3978,2,2,0,2,0,0.11,2,0
2026-02,3978,3,2,0,0,0,0.15,2,0
2026-02,3978,4,1,0,0,0,0.07,1,0
2026-02,3978,5,2,0,1,0,0.34,2,0
2026-02,3978,6,1,0,0,0,0.15,1,0
2026-02,4000,1,2,1,1,0,0.44,2,0
2026-02,4000,2,1,0,0,0,0.22,1,0
2026-02,4000,3,2,1,0,0,0.42,2,1
2026-02,4000,4,1,0,1,0,0.22,1,0
2026-02,4000,5,2,0,0,0,0.42,2,0
2026-02,4000,6,1,0,0,0,0.16,1,0
2026-02,4013,1,2,2,0,0,0.34,2,0
2026-02,4013,2,1,0,0,0,0.16,1,0
2026-02,4013,3,1,0,1,0,0.03,1,0
2026-02,4013,4,1,0,0,0,0.16,1,0
2026-02,4013,5,1,0,0,0,0.21,1,0
2026-02,4013,6,2,0,1,0,0.4,2,0
2026-02,4023,5,1,0,0,0,0.31,1,0
2026-02,4024,1,1,0,0,0,0,0,0
2026-02,4024,2,1,1,0,0,0.09,1,1
2026-02,4024,5,2,1,0,0,0.46,2,0
2026-02,4024,6,5,0,0,2,0.88,5,0
2026-02,4028,1,1,1,0,0,0.11,1,0
2026-02,4028,2,2,1,0,1,0.26,2,0
2026-02,4028,3,2,0,1,1,0.29,2,0
2026-02,4028,4,1,0,0,0,0.16,1,0
2026-02,4028,5,2,0,0,0,0.38,2,0
2026-02,4028,6,1,0,0,1,0.15,1,0
2026-02,4044,1,2,1,1,0,0.34,2,0
2026-02,4044,2,2,1,1,0,0.28,2,0
2026-02,4044,3,1,0,0,1,0.14,1,0
2026-02,4044,4,1,0,0,1,0.05,1,0
2026-02,4044,5,1,0,0,1,0.13,1,0
2026-02,4044,6,1,0,0,1,0.12,1,0
2026-02,4059,1,1,0,0,0,0.29,1,0
2026-02,4059,4,1,0,0,0,0.19,1,0
2026-02,4064,1,2,2,0,0,0.19,2,0
2026-02,4064,2,2,0,2,0,0.24,2,0
2026-02,4064,3,1,0,1,0,0.28,1,0
2026-02,4064,5,1,1,0,0,0.21,1,0
2026-02,4064,6,1,0,0,0,0.34,1,0
2026-02,4068,4,1,1,0,0,0.39,1,1
2026-02,4068,6,1,0,0,1,0.38,1,0
2026-02,4077,1,1,1,0,0,0.14,1,0
2026-02,4077,2,2,0,0,2,0.36,2,0
2026-02,4077,3,1,1,0,0,0.15,1,1
2026-02,4077,5,1,1,0,0,0.2,1,1
2026-02,4077,6,1,0,0,1,0.25,1,0
2026-02,4082,1,1,1,0,0,0.07,1,0
2026-02,4082,2,1,0,1,0,0.25,1,0
2026-02,4082,3,2,0,1,1,0.5,2,0
2026-02,4082,4,1,0,0,1,0.19,1,0
2026-02,4082,5,1,0,0,0,0.16,1,0
2026-02,4082,6,1,0,0,0,0.19,1,0
2026-02,4084,1,2,1,0,0,0.2,2,0
2026-02,4084,2,1,0,0,0,0.11,1,0
2026-02,4084,3,2,0,0,2,0.33,2,0
2026-02,4084,4,1,0,0,0,0.12,1,0
2026-02,4084,5,2,0,1,0,0.3,2,0
2026-02,4084,6,1,0,0,0,0.22,1,0
2026-02,4086,2,1,0,0,1,0.16,1,0
2026-02,4086,4,1,1,0,0,0.19,1,1
2026-02,4095,1,2,2,0,0,0.3,2,0
2026-02,4095,2,2,1,0,1,0.15,2,0
2026-02,4095,3,1,0,0,0,0.11,1,0
2026-02,4095,4,2,2,0,0,0.28,2,2
2026-02,4095,5,1,0,0,0,0.02,1,0
2026-02,4095,6,1,0,0,1,0.22,1,0
2026-02,4097,1,1,0,0,0,0.17,1,0
2026-02,4097,2,2,0,1,0,0.39,2,0
2026-02,4097,3,3,0,0,1,0.82,3,0
2026-02,4097,4,1,0,0,0,0.25,1,0
2026-02,4097,5,1,0,0,0,0.22,1,0
2026-02,4097,6,1,0,0,1,0.23,1,0
2026-02,4100,5,1,0,1,0,0.13,1,0
2026-02,4100,6,1,0,0,0,0.16,1,0
2026-02,4122,1,1,0,0,0,0.08,1,0
2026-02,4122,2,2,0,0,0,0.39,2,0
2026-02,4122,3,1,0,1,0,0.19,1,0
2026-02,4122,4,1,1,0,0,0.11,1,0
2026-02,4122,5,2,0,1,0,0.34,2,0
2026-02,4148,1,2,2,0,0,0.29,2,0
2026-02,4148,2,1,0,0,0,0.13,1,0
2026-02,4148,4,1,0,0,0,0.09,1,0
2026-02,4148,5,2,1,0,0,0.33,2,1
2026-02,4148,6,1,0,1,0,0.1,1,0
2026-02,4181,1,1,0,0,0,0.23,1,0
2026-02,4181,2,2,0,1,1,0.35,2,0
2026-02,4181,3,2,0,0,0,0.21,2,0
2026-02,4181,4,1,0,0,1,0.24,1,0
2026-02,4181,5,1,0,0,0,0.25,1,0
2026-02,4181,6,1,0,0,0,0.3,1,0
2026-02,4189,3,1,1,0,0,0.16,1,0
2026-02,4189,6,1,0,0,0,0.54,1,0
2026-02,4197,1,1,0,0,1,0.13,1,0
2026-02,4197,2,1,0,0,0,0.18,1,0
2026-02,4197,3,1,0,0,0,0.16,1,0
2026-02,4197,4,2,0,0,0,0.5,2,0
2026-02,4197,5,1,0,0,0,0.26,1,0
2026-02,4197,6,1,0,0,0,0.18,1,0
2026-02,4200,1,1,0,1,0,0.22,1,0
2026-02,4200,2,2,0,0,0,0.39,2,0
2026-02,4200,3,2,0,0,0,0.63,2,0
2026-02,4200,5,1,0,0,0,0.43,1,0
2026-02,4200,6,1,0,0,1,0.31,1,0
2026-02,4201,4,1,0,0,0,0.18,1,0
2026-02,4211,1,2,0,0,2,0.37,2,0
2026-02,4211,2,2,0,0,0,0.34,2,0
2026-02,4211,3,1,0,0,0,0.14,1,0
2026-02,4211,4,2,0,0,1,0.29,2,0
2026-02,4211,5,2,0,0,0,0.28,2,0
2026-02,4219,1,1,0,0,0,0.32,1,0
2026-02,4228,1,1,0,1,0,0.18,1,0
2026-02,4228,2,1,0,0,1,0.19,1,0
2026-02,4228,3,3,1,1,1,0.68,3,0
2026-02,4228,4,2,0,1,0,0.25,2,0
2026-02,4228,5,1,0,0,0,0.16,1,0
2026-02,4231,1,2,0,2,0,0.17,2,0
2026-02,4231,2,1,0,1,0,0.16,1,0
2026-02,4231,3,1,0,0,0,0.13,1,0
2026-02,4231,4,1,0,0,0,0.2,1,0
2026-02,4231,6,2,0,1,1,0.46,2,0
2026-02,4232,1,1,0,1,0,0.07,1,0
2026-02,4232,2,2,1,0,0,0.23,2,0
2026-02,4232,3,1,0,1,0,0.07,1,0
2026-02,4232,4,1,0,0,1,0.21,1,0
2026-02,4232,5,2,0,0,0,0.55,2,0
2026-02,4232,6,1,0,0,0,0.26,1,0
2026-02,4241,2,1,0,0,1,0.17,1,0
2026-02,4241,6,1,0,1,0,0.37,1,0
2026-02,4245,4,1,1,0,0,0.14,1,1
2026-02,4257,1,1,0,0,0,0.07,1,0
2026-02,4257,2,2,0,0,1,0.36,2,0
2026-02,4257,3,2,0,0,0,0.22,2,0
2026-02,4257,4,2,1,0,0,0.3,2,0
2026-02,4257,5,2,0,0,1,0.27,2,0
2026-02,4266,1,2,1,1,0,0.24,2,0
2026-02,4266,2,1,1,0,0,0.11,1,0
2026-02,4266,3,1,0,0,1,0.17,1,0
2026-02,4266,4,2,0,0,0,0.36,2,0
2026-02,4266,5,1,0,0,0,0.21,1,0
2026-02,4266,6,2,0,0,0,0.4,2,0
2026-02,4290,1,1,0,0,1,0.13,1,0
2026-02,4290,2,1,1,0,0,0.09,1,0
2026-02,4290,3,1,0,1,0,0.35,1,0
2026-02,4290,4,2,0,1,1,0.17,2,0
2026-02,4290,5,1,0,1,0,0.16,1,0
2026-02,4290,6,2,0,0,1,0.32,2,0
2026-02,4296,1,1,1,0,0,0.15,1,0
2026-02,4296,2,2,0,2,0,0.3,2,0
2026-02,4296,3,2,0,1,0,0.31,2,0
2026-02,4296,5,2,0,0,1,0.38,2,0
2026-02,4296,6,1,0,0,0,0.23,1,0
2026-02,4297,1,1,0,1,0,0.11,1,0
2026-02,4297,2,1,0,0,0,0.12,1,0
2026-02,4297,3,2,0,0,1,0.2,2,0
2026-02,4297,4,3,0,0,0,0.25,3,0
2026-02,4297,5,2,0,0,1,0.32,2,0
2026-02,4311,1,2,1,1,0,0.15,2,0
2026-02,4311,2,2,1,0,0,0.18,2,0
2026-02,4311,3,1,0,1,0,0.25,1,0
2026-02,4311,4,1,0,1,0,0.11,1,0
2026-02,4311,5,1,0,0,0,0.11,1,0
2026-02,4311,6,2,0,0,1,0.44,2,0
2026-02,4335,1,1,1,0,0,0.26,1,0
2026-02,4335,3,1,1,0,0,0.3,1,1
2026-02,4337,1,1,1,0,0,0.21,1,0
2026-02,4337,2,1,0,1,0,0.18,1,0
