date,race,combo,odds
2025-11-10,1,1-2-3,9.2
2025-11-10,1,1-2-4,18.8
2025-11-10,1,1-2-5,16.5
2025-11-10,1,1-2-6,14.6
2025-11-10,1,1-3-2,8.8
2025-11-10,1,1-3-4,12.7
2025-11-10,1,1-3-5,15.6
2025-11-10,1,1-3-6,12.2
2025-11-10,1,1-4-2,41.1
2025-11-10,1,1-4-3,37.8
2025-11-10,1,1-4-5,59.0
2025-11-10,1,1-4-6,44.0
2025-11-10,1,1-5-2,28.8
2025-11-10,1,1-5-3,41.7
2025-11-10,1,1-5-4,77.1
2025-11-10,1,1-5-6,40.1
2025-11-10,1,1-6-2,35.9
2025-11-10,1,1-6-3,32.3
2025-11-10,1,1-6-4,65.1
2025-11-10,1,1-6-5,52.9
2025-11-10,1,2-1-3,67.0
2025-11-10,1,2-1-4,116.3
2025-11-10,1,2-1-5,92.3
2025-11-10,1,2-1-6,79.1
2025-11-10,1,2-3-1,128.4
2025-11-10,1,2-3-4,351.7
2025-11-10,1,2-3-5,433.6
2025-11-10,1,2-3-6,286.2
2025-11-10,1,2-4-1,339.4
2025-11-10,1,2-4-3,514.5
2025-11-10,1,2-4-5,902.1
2025-11-10,1,2-4-6,554.6
2025-11-10,1,2-5-1,326.2
2025-11-10,1,2-5-3,736.2
2025-11-10,1,2-5-4,1055.0
2025-11-10,1,2-5-6,559.9
2025-11-10,1,2-6-1,286.2
2025-11-10,1,2-6-3,446.9
2025-11-10,1,2-6-4,939.8
2025-11-10,1,2-6-5,629.9
2025-11-10,1,3-1-2,39.9
2025-11-10,1,3-1-4,50.1
2025-11-10,1,3-1-5,47.3
2025-11-10,1,3-1-6,37.3
2025-11-10,1,3-2-1,96.6
2025-11-10,1,3-2-4,241.1
2025-11-10,1,3-2-5,219.1
2025-11-10,1,3-2-6,184.2
2025-11-10,1,3-4-1,94.8
2025-11-10,1,3-4-2,177.4
2025-11-10,1,3-4-5,169.3
2025-11-10,1,3-4-6,130.7
2025-11-10,1,3-5-1,101.0
2025-11-10,1,3-5-2,208.9
2025-11-10,1,3-5-4,210.1
2025-11-10,1,3-5-6,161.1
2025-11-10,1,3-6-1,92.9
2025-11-10,1,3-6-2,215.0
2025-11-10,1,3-6-4,207.0
2025-11-10,1,3-6-5,231.0
2025-11-10,1,4-1-2,319.4
2025-11-10,1,4-1-3,291.1
2025-11-10,1,4-1-5,277.5
2025-11-10,1,4-1-6,241.9
2025-11-10,1,4-2-1,536.3
2025-11-10,1,4-2-3,712.9
2025-11-10,1,4-2-5,939.8
2025-11-10,1,4-2-6,716.4
2025-11-10,1,4-3-1,305.1
2025-11-10,1,4-3-2,648.0
2025-11-10,1,4-3-5,489.6
2025-11-10,1,4-3-6,339.4
2025-11-10,1,4-5-1,373.7
2025-11-10,1,4-5-2,811.9
2025-11-10,1,4-5-3,773.2
2025-11-10,1,4-5-6,499.6
2025-11-10,1,4-6-1,422.3
2025-11-10,1,4-6-2,872.5
2025-11-10,1,4-6-3,553.5
2025-11-10,1,4-6-5,707.7
2025-11-10,1,5-1-2,105.0
2025-11-10,1,5-1-3,207.0
2025-11-10,1,5-1-4,236.1
2025-11-10,1,5-1-6,105.4
2025-11-10,1,5-2-1,250.2
2025-11-10,1,5-2-3,816.4
2025-11-10,1,5-2-4,902.1
2025-11-10,1,5-2-6,399.3
2025-11-10,1,5-3-1,276.7
2025-11-10,1,5-3-2,503.0
2025-11-10,1,5-3-4,624.5
2025-11-10,1,5-3-6,445.5
2025-11-10,1,5-4-1,477.6
2025-11-10,1,5-4-2,930.8
2025-11-10,1,5-4-3,1014.0
2025-11-10,1,5-4-6,575.3
2025-11-10,1,5-6-1,263.0
2025-11-10,1,5-6-2,458.8
2025-11-10,1,5-6-3,811.9
2025-11-10,1,5-6-4,711.1
2025-11-10,1,6-1-2,212.7
2025-11-10,1,6-1-3,201.3
2025-11-10,1,6-1-4,366.7
2025-11-10,1,6-1-5,294.3
2025-11-10,1,6-2-1,388.6
2025-11-10,1,6-2-3,675.0
2025-11-10,1,6-2-4,1011.0
2025-11-10,1,6-2-5,805.2
2025-11-10,1,6-3-1,281.3
2025-11-10,1,6-3-2,631.3
2025-11-10,1,6-3-4,607.6
2025-11-10,1,6-3-5,883.0
2025-11-10,1,6-4-1,602.6
2025-11-10,1,6-4-2,1293.0
2025-11-10,1,6-4-3,832.7
2025-11-10,1,6-4-5,1164.0
2025-11-10,1,6-5-1,470.6
2025-11-10,1,6-5-2,745.6
2025-11-10,1,6-5-3,1169.0
2025-11-10,1,6-5-4,1098.0
2025-11-10,2,1-2-3,45.3
2025-11-10,2,1-2-4,49.2
2025-11-10,2,1-2-5,141.4
2025-11-10,2,1-2-6,44.8
2025-11-10,2,1-3-2,46.4
2025-11-10,2,1-3-4,20.2
2025-11-10,2,1-3-5,66.7
2025-11-10,2,1-3-6,20.5
