date,race,combo,odds
2025-08-23,1,1-2-3,17.8
2025-08-23,1,1-2-4,14.9
2025-08-23,1,1-2-5,16.0
2025-08-23,1,1-2-6,51.6
2025-08-23,1,1-3-2,16.1
2025-08-23,1,1-3-4,13.8
2025-08-23,1,1-3-5,9.7
2025-08-23,1,1-3-6,47.9
2025-08-23,1,1-4-2,13.1
2025-08-23,1,1-4-3,16.3
2025-08-23,1,1-4-5,8.9
2025-08-23,1,1-4-6,24.5
2025-08-23,1,1-5-2,17.0
2025-08-23,1,1-5-3,13.5
2025-08-23,1,1-5-4,12.9
2025-08-23,1,1-5-6,33.8
2025-08-23,1,1-6-2,94.8
2025-08-23,1,1-6-3,112.4
2025-08-23,1,1-6-4,71.9
2025-08-23,1,1-6-5,82.3
2025-08-23,1,2-1-3,306.2
2025-08-23,1,2-1-4,266.3
2025-08-23,1,2-1-5,256.1
2025-08-23,1,2-1-6,743.3
2025-08-23,1,2-3-1,754.8
2025-08-23,1,2-3-4,1218.0
2025-08-23,1,2-3-5,1049.0
2025-08-23,1,2-3-6,2290.0
2025-08-23,1,2-4-1,468.6
2025-08-23,1,2-4-3,1392.0
2025-08-23,1,2-4-5,1111.0
2025-08-23,1,2-4-6,2173.0
2025-08-23,1,2-5-1,547.6
2025-08-23,1,2-5-3,1364.0
2025-08-23,1,2-5-4,1327.0
2025-08-23,1,2-5-6,2145.0
2025-08-23,1,2-6-1,1427.0
2025-08-23,1,2-6-3,2967.0
2025-08-23,1,2-6-4,2565.0
2025-08-23,1,2-6-5,2665.0
2025-08-23,1,3-1-2,215.6
2025-08-23,1,3-1-4,203.8
2025-08-23,1,3-1-5,105.9
2025-08-23,1,3-1-6,507.7
2025-08-23,1,3-2-1,577.3
2025-08-23,1,3-2-4,924.6
2025-08-23,1,3-2-5,630.7
2025-08-23,1,3-2-6,1680.0
2025-08-23,1,3-4-1,433.0
2025-08-23,1,3-4-2,939.9
2025-08-23,1,3-4-5,562.1
2025-08-23,1,3-4-6,1415.0
2025-08-23,1,3-5-1,184.8
2025-08-23,1,3-5-2,481.9
2025-08-23,1,3-5-4,533.9
2025-08-23,1,3-5-6,953.1
2025-08-23,1,3-6-1,1587.0
2025-08-23,1,3-6-2,2337.0
2025-08-23,1,3-6-4,2369.0
2025-08-23,1,3-6-5,2031.0
2025-08-23,1,4-1-2,84.1
2025-08-23,1,4-1-3,117.1
2025-08-23,1,4-1-5,38.8
2025-08-23,1,4-1-6,80.7
2025-08-23,1,4-2-1,266.5
2025-08-23,1,4-2-3,685.1
2025-08-23,1,4-2-5,391.7
2025-08-23,1,4-2-6,679.7
2025-08-23,1,4-3-1,312.7
2025-08-23,1,4-3-2,886.2
2025-08-23,1,4-3-5,468.0
2025-08-23,1,4-3-6,881.6
2025-08-23,1,4-5-1,53.6
2025-08-23,1,4-5-2,159.9
2025-08-23,1,4-5-3,267.1
2025-08-23,1,4-5-6,115.1
2025-08-23,1,4-6-1,194.7
2025-08-23,1,4-6-2,591.3
2025-08-23,1,4-6-3,808.5
2025-08-23,1,4-6-5,255.2
2025-08-23,1,5-1-2,116.1
2025-08-23,1,5-1-3,84.0
2025-08-23,1,5-1-4,71.7
2025-08-23,1,5-1-6,136.5
2025-08-23,1,5-2-1,306.5
2025-08-23,1,5-2-3,663.8
2025-08-23,1,5-2-4,634.2
2025-08-23,1,5-2-6,844.5
2025-08-23,1,5-3-1,198.9
2025-08-23,1,5-3-2,663.8
2025-08-23,1,5-3-4,564.9
2025-08-23,1,5-3-6,1000.0
2025-08-23,1,5-4-1,99.7
2025-08-23,1,5-4-2,334.8
2025-08-23,1,5-4-3,416.6
2025-08-23,1,5-4-6,253.8
2025-08-23,1,5-6-1,361.0
2025-08-23,1,5-6-2,972.1
2025-08-23,1,5-6-3,1141.0
2025-08-23,1,5-6-4,582.2
2025-08-23,1,6-1-2,589.3
2025-08-23,1,6-1-3,912.3
2025-08-23,1,6-1-4,416.6
2025-08-23,1,6-1-5,553.9
2025-08-23,1,6-2-1,1214.0
2025-08-23,1,6-2-3,2508.0
2025-08-23,1,6-2-4,1916.0
2025-08-23,1,6-2-5,2337.0
2025-08-23,1,6-3-1,2159.0
2025-08-23,1,6-3-2,2941.0
2025-08-23,1,6-3-4,2624.0
2025-08-23,1,6-3-5,2508.0
2025-08-23,1,6-4-1,619.2
2025-08-23,1,6-4-2,1523.0
2025-08-23,1,6-4-3,2230.0
2025-08-23,1,6-4-5,1083.0
2025-08-23,1,6-5-1,786.2
2025-08-23,1,6-5-2,2080.0
2025-08-23,1,6-5-3,2093.0
2025-08-23,1,6-5-4,1236.0
2025-08-23,2,1-2-3,10.8
2025-08-23,2,1-2-4,6.6
2025-08-23,2,1-2-5,161.6
2025-08-23,2,1-2-6,29.2
2025-08-23,2,1-3-2,17.4
2025-08-23,2,1-3-4,17.8
2025-08-23,2,1-3-5,344.3
2025-08-23,2,1-3-6,48.4
2025-08-23,2,1-4-2,12.7
2025-08-23,2,1-4-3,17.7
2025-08-23,2,1-4-5,241.8
2025-08-23,2,1-4-6,30.6
2025-08-23,2,1-5-2,558.9
2025-08-23,2,1-5-3,833.2
2025-08-23,2,1-5-4,827.3
2025-08-23,2,1-5-6,984.0
2025-08-23,2,1-6-2,99.1
2025-08-23,2,1-6-3,134.6
2025-08-23,2,1-6-4,98.9
2025-08-23,2,1-6-5,754.8
2025-08-23,2,2-1-3,15.8
