jcd,date,race,band,points,cost,hit,ret,synth,fair_p,combo,payout,points_n50,cost_n50,hit_n50,ret_n50,fair_p_n50,rank_win
04,2026-02-13,7,head3,20,2000,0,0,2.53,0.2968,1-6-2,4320,12,1200,0,0,0.2833,19
04,2026-02-13,7,head4,20,2000,0,0,5.71,0.1314,1-6-2,4320,8,800,0,0,0.0976,19
04,2026-02-13,7,head5,20,2000,0,0,117.84,0.0064,1-6-2,4320,0,0,0,0,0.0,19
04,2026-02-13,7,head6,20,2000,0,0,6.11,0.1227,1-6-2,4320,9,900,0,0,0.0974,19
04,2026-02-13,7,anti_in,100,10000,0,0,1.08,0.6913,1-6-2,4320,38,3800,0,0,0.5887,19
04,2026-02-14,7,head1,20,2000,0,0,1.57,0.4763,2-6-3,130870,16,1600,0,0,0.4648,105
04,2026-02-14,7,head2,20,2000,1,130800,10.7,0.0701,2-6-3,130870,3,300,0,0,0.0241,105
04,2026-02-14,7,head3,20,2000,0,0,4.9,0.1531,2-6-3,130870,8,800,0,0,0.1163,105
04,2026-02-14,7,head4,20,2000,0,0,6.57,0.1142,2-6-3,130870,9,900,0,0,0.0889,105
04,2026-02-14,7,head5,20,2000,0,0,4.23,0.1773,2-6-3,130870,14,1400,0,0,0.1535,105
04,2026-02-14,7,head6,20,2000,0,0,73.82,0.0102,2-6-3,130870,0,0,0,0,0.0,105
04,2026-02-14,7,anti_in,100,10000,1,130800,1.43,0.5249,2-6-3,130870,34,3400,0,0,0.3829,105
04,2026-02-15,7,head1,20,2000,0,0,2.81,0.2668,5-2-6,24190,13,1300,0,0,0.243,75
04,2026-02-15,7,head2,20,2000,0,0,2.22,0.3384,5-2-6,24190,15,1500,0,0,0.3237,75
04,2026-02-15,7,head3,20,2000,0,0,4.07,0.1845,5-2-6,24190,11,1100,0,0,0.154,75
04,2026-02-15,7,head4,20,2000,0,0,6.61,0.1135,5-2-6,24190,8,800,0,0,0.0706,75
04,2026-02-15,7,head5,20,2000,1,24190,10.05,0.0746,5-2-6,24190,3,300,0,0,0.019,75
04,2026-02-15,7,head6,20,2000,0,0,32.36,0.0232,5-2-6,24190,0,0,0,0,0.0,75
04,2026-02-15,7,anti_in,100,10000,1,24190,1.02,0.7342,5-2-6,24190,37,3700,0,0,0.5674,75
04,2026-02-16,7,head1,20,2000,0,0,1.82,0.4117,4-2-6,3690,17,1700,0,0,0.3989,14
04,2026-02-16,7,head2,20,2000,0,0,3.44,0.218,4-2-6,3690,13,1300,0,0,0.1985,14
04,2026-02-16,7,head3,20,2000,0,0,15.18,0.0494,4-2-6,3690,0,0,0,0,0.0,14
04,2026-02-16,7,head4,20,2000,1,3690,3.8,0.1971,4-2-6,3690,14,1400,1,3690,0.178,14
04,2026-02-16,7,head5,20,2000,0,0,28.48,0.0263,4-2-6,3690,0,0,0,0,0.0,14
04,2026-02-16,7,head6,20,2000,0,0,7.6,0.0987,4-2-6,3690,6,600,0,0,0.062,14
04,2026-02-16,7,anti_in,100,10000,1,3690,1.27,0.5896,4-2-6,3690,33,3300,1,3690,0.4386,14
04,2026-02-17,7,head1,20,2000,1,919,1.79,0.4193,1-2-5,920,12,1200,1,919,0.4082,1
04,2026-02-17,7,head2,20,2000,0,0,3.79,0.1979,1-2-5,920,12,1200,0,0,0.1903,1
04,2026-02-17,7,head3,20,2000,0,0,9.46,0.0793,1-2-5,920,6,600,0,0,0.0445,1
04,2026-02-17,7,head4,20,2000,0,0,6.21,0.1207,1-2-5,920,8,800,0,0,0.0944,1
04,2026-02-17,7,head5,20,2000,0,0,4.2,0.1787,1-2-5,920,12,1200,0,0,0.166,1
04,2026-02-17,7,head6,20,2000,0,0,128.38,0.0058,1-2-5,920,0,0,0,0,0.0,1
04,2026-02-17,7,anti_in,100,10000,0,0,1.29,0.5825,1-2-5,920,38,3800,0,0,0.4952,1
04,2026-02-21,7,head1,20,2000,0,0,1.63,0.4612,4-1-6,7270,19,1900,0,0,0.4569,31
04,2026-02-21,7,head2,20,2000,0,0,5.7,0.1316,4-1-6,7270,10,1000,0,0,0.0977,31
04,2026-02-21,7,head3,20,2000,0,0,12.77,0.0587,4-1-6,7270,0,0,0,0,0.0,31
04,2026-02-21,7,head4,20,2000,1,7270,4.6,0.163,4-1-6,7270,10,1000,1,7270,0.1264,31
04,2026-02-21,7,head5,20,2000,0,0,4.63,0.162,4-1-6,7270,11,1100,0,0,0.1276,31
04,2026-02-21,7,head6,20,2000,0,0,29.99,0.025,4-1-6,7270,0,0,0,0,0.0,31
04,2026-02-21,7,anti_in,100,10000,1,7270,1.39,0.5403,4-1-6,7270,31,3100,1,7270,0.3517,31
04,2026-02-22,7,head1,20,2000,1,1250,1.55,0.4853,1-3-6,1250,12,1200,1,1250,0.4686,2
04,2026-02-22,7,head2,20,2000,0,0,4.89,0.1532,1-3-6,1250,10,1000,0,0,0.14,2
04,2026-02-22,7,head3,20,2000,0,0,4.41,0.1701,1-3-6,1250,12,1200,0,0,0.1606,2
04,2026-02-22,7,head4,20,2000,0,0,5.81,0.1291,1-3-6,1250,12,1200,0,0,0.1204,2
04,2026-02-22,7,head5,20,2000,0,0,124.17,0.006,1-3-6,1250,0,0,0,0,0.0,2
04,2026-02-22,7,head6,20,2000,0,0,12.97,0.0578,1-3-6,1250,4,400,0,0,0.0255,2
04,2026-02-22,7,anti_in,100,10000,0,0,1.45,0.5163,1-3-6,1250,38,3800,0,0,0.4465,2
04,2026-02-23,7,head1,20,2000,0,0,2.14,0.3505,2-1-4,2880,12,1200,0,0,0.3405,11
04,2026-02-23,7,head2,20,2000,1,2880,3.16,0.2373,2-1-4,2880,12,1200,1,2880,0.2306,11
04,2026-02-23,7,head3,20,2000,0,0,2.47,0.3042,2-1-4,2880,12,1200,0,0,0.2925,11
04,2026-02-23,7,head4,20,2000,0,0,10.98,0.0683,2-1-4,2880,9,900,0,0,0.0559,11
04,2026-02-23,7,head5,20,2000,0,0,20.46,0.0367,2-1-4,2880,5,500,0,0,0.019,11
04,2026-02-23,7,head6,20,2000,0,0,149.65,0.005,2-1-4,2880,0,0,0,0,0.0,11
04,2026-02-23,7,anti_in,100,10000,1,2880,1.15,0.6515,2-1-4,2880,38,3800,1,2880,0.598,11
04,2026-02-24,7,head1,20,2000,0,0,1.23,0.6117,5-1-2,5640,20,2000,0,0,0.6117,22
04,2026-02-24,7,head2,20,2000,0,0,13.31,0.0564,5-1-2,5640,4,400,0,0,0.026,22
04,2026-02-24,7,head3,20,2000,0,0,7.66,0.0979,5-1-2,5640,8,800,0,0,0.0636,22
04,2026-02-24,7,head4,20,2000,0,0,12.18,0.0616,5-1-2,5640,4,400,0,0,0.0246,22
04,2026-02-24,7,head5,20,2000,1,5640,5.4,0.139,5-1-2,5640,12,1200,1,5640,0.1173,22
04,2026-02-24,7,head6,20,2000,0,0,21.07,0.0356,5-1-2,5640,2,200,0,0,0.0094,22
04,2026-02-24,7,anti_in,100,10000,1,5640,1.92,0.3904,5-1-2,5640,30,3000,1,5640,0.2409,22
04,2026-02-25,7,head1,20,2000,1,3470,2.5,0.3003,1-6-4,3470,12,1200,1,3470,0.291,14
04,2026-02-25,7,head2,20,2000,0,0,3.07,0.2441,1-6-4,3470,12,1200,0,0,0.2365,14
04,2026-02-25,7,head3,20,2000,0,0,13.06,0.0574,1-6-4,3470,7,700,0,0,0.0407,14
04,2026-02-25,7,head4,20,2000,0,0,13.53,0.0554,1-6-4,3470,6,600,0,0,0.0391,14
04,2026-02-25,7,head5,20,2000,0,0,154.7,0.0048,1-6-4,3470,0,0,0,0,0.0,14
04,2026-02-25,7,head6,20,2000,0,0,2.21,0.34,1-6-4,3470,13,1300,0,0,0.3254,14
04,2026-02-25,7,anti_in,100,10000,0,0,1.07,0.7018,1-6-4,3470,38,3800,0,0,0.6417,14
04,2026-02-26,7,head1,20,2000,0,0,1.82,0.412,2-1-4,2010,15,1500,0,0,0.3965,4
04,2026-02-26,7,head2,20,2000,1,2010,3.67,0.2046,2-1-4,2010,11,1100,1,2010,0.1801,4
04,2026-02-26,7,head3,20,2000,0,0,6.19,0.1212,2-1-4,2010,8,800,0,0,0.0803,4
04,2026-02-26,7,head4,20,2000,0,0,3.32,0.2259,2-1-4,2010,16,1600,0,0,0.2104,4
04,2026-02-26,7,head5,20,2000,0,0,26.55,0.0282,2-1-4,2010,0,0,0,0,0.0,4
04,2026-02-26,7,head6,20,2000,0,0,75.86,0.0099,2-1-4,2010,0,0,0,0,0.0,4
04,2026-02-26,7,anti_in,100,10000,1,2010,1.27,0.5898,2-1-4,2010,35,3500,1,2010,0.4708,4
04,2026-03-02,7,head1,20,2000,0,0,1.48,0.5058,3-1-5,1510,15,1500,0,0,0.4957,6
04,2026-03-02,7,head2,20,2000,0,0,7.56,0.0992,3-1-5,1510,8,800,0,0,0.0807,6
04,2026-03-02,7,head3,20,2000,1,1510,3.41,0.2201,3-1-5,1510,15,1500,1,1510,0.2108,6
04,2026-03-02,7,head4,20,2000,0,0,27.45,0.0273,3-1-5,1510,1,100,0,0,0.0032,6
04,2026-03-02,7,head5,20,2000,0,0,5.44,0.1378,3-1-5,1510,11,1100,0,0,0.1193,6
04,2026-03-02,7,head6,20,2000,0,0,58.92,0.0127,3-1-5,1510,0,0,0,0,0.0,6
04,2026-03-02,7,anti_in,100,10000,1,1510,1.51,0.4972,3-1-5,1510,35,3500,1,1510,0.414,6
04,2026-03-03,7,head1,20,2000,0,0,1.4,0.5358,4-1-6,6520,20,2000,0,0,0.5358,26
04,2026-03-03,7,head2,20,2000,0,0,5.11,0.1469,4-1-6,6520,9,900,0,0,0.1092,26
04,2026-03-03,7,head3,20,2000,0,0,16.86,0.0445,4-1-6,6520,1,100,0,0,0.0062,26
04,2026-03-03,7,head4,20,2000,1,6520,8.64,0.0868,4-1-6,6520,7,700,1,6520,0.0533,26
04,2026-03-03,7,head5,20,2000,0,0,6.75,0.1111,4-1-6,6520,10,1000,0,0,0.0862,26
04,2026-03-03,7,head6,20,2000,0,0,9.84,0.0762,4-1-6,6520,3,300,0,0,0.0316,26
04,2026-03-03,7,anti_in,100,10000,1,6520,1.61,0.4654,4-1-6,6520,30,3000,1,6520,0.2866,26
04,2026-03-04,7,head1,20,2000,1,2390,2.29,0.3274,1-4-2,2390,13,1300,1,2390,0.3121,6
04,2026-03-04,7,head2,20,2000,0,0,2.54,0.2951,1-4-2,2390,13,1300,0,0,0.2815,6
04,2026-03-04,7,head3,20,2000,0,0,15.92,0.0471,1-4-2,2390,3,300,0,0,0.0121,6
04,2026-03-04,7,head4,20,2000,0,0,5.37,0.1398,1-4-2,2390,8,800,0,0,0.115,6
04,2026-03-04,7,head5,20,2000,0,0,62.07,0.0121,1-4-2,2390,0,0,0,0,0.0,6
04,2026-03-04,7,head6,20,2000,0,0,4.17,0.18,1-4-2,2390,13,1300,0,0,0.164,6
04,2026-03-04,7,anti_in,100,10000,0,0,1.11,0.6741,1-4-2,2390,37,3700,0,0,0.5726,6
04,2026-03-05,7,head1,20,2000,1,7650,1.93,0.3896,1-6-2,7650,16,1600,1,7650,0.3777,31
04,2026-03-05,7,head2,20,2000,0,0,10.18,0.0737,1-6-2,7650,6,600,0,0,0.0454,31
04,2026-03-05,7,head3,20,2000,0,0,1.87,0.4006,1-6-2,7650,20,2000,0,0,0.4006,31
04,2026-03-05,7,head4,20,2000,0,0,15.78,0.0475,1-6-2,7650,3,300,0,0,0.0152,31
04,2026-03-05,7,head5,20,2000,0,0,36.53,0.0205,1-6-2,7650,0,0,0,0,0.0,31
04,2026-03-05,7,head6,20,2000,0,0,10.72,0.07,1-6-2,7650,5,500,0,0,0.0413,31
04,2026-03-05,7,anti_in,100,10000,0,0,1.22,0.6123,1-6-2,7650,34,3400,0,0,0.5024,31
04,2026-03-06,7,head1,20,2000,1,1270,1.02,0.7324,1-4-3,1270,16,1600,1,1270,0.728,6
04,2026-03-06,7,head2,20,2000,0,0,18.57,0.0404,1-4-3,1270,6,600,0,0,0.03,6
04,2026-03-06,7,head3,20,2000,0,0,5.47,0.1372,1-4-3,1270,13,1300,0,0,0.1317,6
04,2026-03-06,7,head4,20,2000,0,0,11.77,0.0637,1-4-3,1270,10,1000,0,0,0.0533,6
04,2026-03-06,7,head5,20,2000,0,0,31.06,0.0241,1-4-3,1270,5,500,0,0,0.0125,6
04,2026-03-06,7,head6,20,2000,0,0,154.6,0.0049,1-4-3,1270,0,0,0,0,0.0,6
04,2026-03-06,7,anti_in,100,10000,0,0,2.77,0.2703,1-4-3,1270,34,3400,0,0,0.2275,6
04,2026-03-09,7,head1,20,2000,1,2740,1.14,0.659,1-3-2,2740,20,2000,1,2740,0.659,9
04,2026-03-09,7,head2,20,2000,0,0,4.28,0.1752,1-3-2,2740,14,1400,0,0,0.1628,9
04,2026-03-09,7,head3,20,2000,0,0,25.01,0.03,1-3-2,2740,1,100,0,0,0.0028,9
04,2026-03-09,7,head4,20,2000,0,0,33.54,0.0224,1-3-2,2740,0,0,0,0,0.0,9
04,2026-03-09,7,head5,20,2000,0,0,17.92,0.0419,1-3-2,2740,6,600,0,0,0.0277,9
04,2026-03-09,7,head6,20,2000,0,0,10.06,0.0746,1-3-2,2740,9,900,0,0,0.0595,9
04,2026-03-09,7,anti_in,100,10000,0,0,2.18,0.344,1-3-2,2740,30,3000,0,0,0.2529,9
04,2026-03-10,7,head1,20,2000,0,0,1.47,0.5111,5-6-2,53380,19,1900,0,0,0.5068,98
04,2026-03-10,7,head2,20,2000,0,0,16.67,0.045,5-6-2,53380,3,300,0,0,0.0203,98
04,2026-03-10,7,head3,20,2000,0,0,2.89,0.2596,5-6-2,53380,17,1700,0,0,0.2498,98
04,2026-03-10,7,head4,20,2000,0,0,8.44,0.0889,5-6-2,53380,7,700,0,0,0.0568,98
04,2026-03-10,7,head5,20,2000,1,53379,18.61,0.0403,5-6-2,53380,0,0,0,0,0.0,98
04,2026-03-10,7,head6,20,2000,0,0,13.25,0.0566,5-6-2,53380,4,400,0,0,0.0259,98
04,2026-03-10,7,anti_in,100,10000,1,53379,1.53,0.4904,5-6-2,53380,31,3100,0,0,0.3528,98
04,2026-03-11,7,head1,20,2000,0,0,8.92,0.0841,3-4-1,7420,6,600,0,0,0.0435,29
04,2026-03-11,7,head2,20,2000,0,0,3.91,0.1918,3-4-1,7420,11,1100,0,0,0.1584,29
04,2026-03-11,7,head3,20,2000,1,7420,2.4,0.3131,3-4-1,7420,14,1400,1,7420,0.2895,29
04,2026-03-11,7,head4,20,2000,0,0,2.69,0.2788,3-4-1,7420,13,1300,0,0,0.2482,29
04,2026-03-11,7,head5,20,2000,0,0,22.85,0.0328,3-4-1,7420,0,0,0,0,0.0,29
04,2026-03-11,7,head6,20,2000,0,0,7.45,0.1006,3-4-1,7420,6,600,0,0,0.0623,29
04,2026-03-11,7,anti_in,100,10000,1,7420,0.82,0.9171,3-4-1,7420,44,4400,1,7420,0.7584,29
04,2026-03-12,7,head1,20,2000,1,7130,5.17,0.1449,1-4-6,7130,8,800,1,7130,0.1004,39
04,2026-03-12,7,head2,20,2000,0,0,4.51,0.1664,1-4-6,7130,9,900,0,0,0.1221,39
04,2026-03-12,7,head3,20,2000,0,0,3.45,0.2174,1-4-6,7130,12,1200,0,0,0.1767,39
04,2026-03-12,7,head4,20,2000,0,0,1.96,0.3828,1-4-6,7130,20,2000,0,0,0.3828,39
04,2026-03-12,7,head5,20,2000,0,0,11.74,0.0639,1-4-6,7130,1,100,0,0,0.0078,39
04,2026-03-12,7,head6,20,2000,0,0,29.42,0.0255,1-4-6,7130,0,0,0,0,0.0,39
04,2026-03-12,7,anti_in,100,10000,0,0,0.88,0.8561,1-4-6,7130,42,4200,0,0,0.6894,39
04,2026-03-13,7,head1,20,2000,0,0,1.96,0.3834,3-1-5,28720,16,1600,0,0,0.3626,77
04,2026-03-13,7,head2,20,2000,0,0,3.99,0.188,3-1-5,28720,11,1100,0,0,0.15,77
04,2026-03-13,7,head3,20,2000,1,28720,19.61,0.0383,3-1-5,28720,0,0,0,0,0.0,77
04,2026-03-13,7,head4,20,2000,0,0,4.02,0.1867,3-1-5,28720,11,1100,0,0,0.1612,77
04,2026-03-13,7,head5,20,2000,0,0,4.42,0.1698,3-1-5,28720,12,1200,0,0,0.1457,77
04,2026-03-13,7,head6,20,2000,0,0,21.39,0.0351,3-1-5,28720,0,0,0,0,0.0,77
04,2026-03-13,7,anti_in,100,10000,1,28720,1.21,0.6179,3-1-5,28720,34,3400,0,0,0.457,77
04,2026-03-14,7,head1,20,2000,0,0,3.83,0.1956,4-5-2,1560,12,1200,0,0,0.1771,3
04,2026-03-14,7,head2,20,2000,0,0,5.66,0.1324,4-5-2,1560,8,800,0,0,0.105,3
04,2026-03-14,7,head3,20,2000,0,0,11.7,0.0641,4-5-2,1560,4,400,0,0,0.0293,3
04,2026-03-14,7,head4,20,2000,1,1560,2.95,0.2543,4-5-2,1560,10,1000,1,1560,0.2209,3
04,2026-03-14,7,head5,20,2000,0,0,2.21,0.3396,4-5-2,1560,16,1600,0,0,0.3232,3
04,2026-03-14,7,head6,20,2000,0,0,48.42,0.0155,4-5-2,1560,0,0,0,0,0.0,3
04,2026-03-14,7,anti_in,100,10000,1,1560,0.93,0.8059,4-5-2,1560,38,3800,1,1560,0.6785,3
04,2026-03-18,7,head1,20,2000,0,0,2.29,0.3278,3-1-4,800,16,1600,0,0,0.3187,1
04,2026-03-18,7,head2,20,2000,0,0,15.81,0.0474,3-1-4,800,4,400,0,0,0.0253,1
04,2026-03-18,7,head3,20,2000,1,800,1.53,0.4914,3-1-4,800,19,1900,1,800,0.4881,1
04,2026-03-18,7,head4,20,2000,0,0,8.05,0.0931,3-1-4,800,9,900,0,0,0.0666,1
04,2026-03-18,7,head5,20,2000,0,0,25.67,0.0292,3-1-4,800,2,200,0,0,0.008,1
04,2026-03-18,7,head6,20,2000,0,0,60.44,0.0124,3-1-4,800,0,0,0,0,0.0,1
04,2026-03-18,7,anti_in,100,10000,1,800,1.11,0.6736,3-1-4,800,34,3400,1,800,0.588,1
04,2026-03-19,7,head1,20,2000,0,0,2.54,0.2957,2-4-1,3510,13,1300,0,0,0.283,12
04,2026-03-19,7,head2,20,2000,1,3510,1.72,0.437,2-4-1,3510,15,1500,1,3510,0.4252,12
04,2026-03-19,7,head3,20,2000,0,0,9.27,0.0809,2-4-1,3510,7,700,0,0,0.0529,12
04,2026-03-19,7,head4,20,2000,0,0,7.85,0.0956,2-4-1,3510,7,700,0,0,0.0639,12
04,2026-03-19,7,head5,20,2000,0,0,9.51,0.0789,2-4-1,3510,8,800,0,0,0.0525,12
04,2026-03-19,7,head6,20,2000,0,0,54.95,0.0136,2-4-1,3510,0,0,0,0,0.0,12
04,2026-03-19,7,anti_in,100,10000,1,3510,1.06,0.706,2-4-1,3510,37,3700,1,3510,0.5946,12
04,2026-03-20,7,head1,20,2000,1,5860,1.48,0.5066,1-4-5,5860,16,1600,1,5860,0.4926,23
04,2026-03-20,7,head2,20,2000,0,0,3.38,0.2217,1-4-5,5860,14,1400,0,0,0.2079,23
04,2026-03-20,7,head3,20,2000,0,0,14.53,0.0516,1-4-5,5860,2,200,0,0,0.0093,23
04,2026-03-20,7,head4,20,2000,0,0,4.55,0.165,1-4-5,5860,13,1300,0,0,0.1456,23
04,2026-03-20,7,head5,20,2000,0,0,50.42,0.0149,1-4-5,5860,0,0,0,0,0.0,23
04,2026-03-20,7,head6,20,2000,0,0,17.72,0.0423,1-4-5,5860,5,500,0,0,0.0249,23
04,2026-03-20,7,anti_in,100,10000,0,0,1.51,0.4955,1-4-5,5860,34,3400,0,0,0.3876,23
04,2026-03-21,7,head1,20,2000,0,0,4.54,0.1652,3-1-5,4240,10,1000,0,0,0.1436,14
04,2026-03-21,7,head2,20,2000,0,0,5.28,0.1421,3-1-5,4240,9,900,0,0,0.1143,14
04,2026-03-21,7,head3,20,2000,1,4240,1.69,0.4438,3-1-5,4240,15,1500,1,4240,0.4269,14
04,2026-03-21,7,head4,20,2000,0,0,4.39,0.1708,3-1-5,4240,13,1300,0,0,0.1495,14
04,2026-03-21,7,head5,20,2000,0,0,10.81,0.0694,3-1-5,4240,3,300,0,0,0.0285,14
04,2026-03-21,7,head6,20,2000,0,0,74.87,0.01,3-1-5,4240,0,0,0,0,0.0,14
04,2026-03-21,7,anti_in,100,10000,1,4240,0.9,0.8361,3-1-5,4240,40,4000,1,4240,0.7192,14
04,2026-03-25,7,head1,20,2000,0,0,3.69,0.2032,2-1-3,970,13,1300,0,0,0.1904,1
04,2026-03-25,7,head2,20,2000,1,969,1.46,0.5139,2-1-3,970,15,1500,1,969,0.4993,1
04,2026-03-25,7,head3,20,2000,0,0,4.42,0.1698,2-1-3,970,13,1300,0,0,0.1543,1
04,2026-03-25,7,head4,20,2000,0,0,12.13,0.0618,2-1-3,970,6,600,0,0,0.0361,1
04,2026-03-25,7,head5,20,2000,0,0,73.08,0.0103,2-1-3,970,0,0,0,0,0.0,1
04,2026-03-25,7,head6,20,2000,0,0,17.26,0.0435,2-1-3,970,3,300,0,0,0.0163,1
04,2026-03-25,7,anti_in,100,10000,1,969,0.94,0.7993,2-1-3,970,37,3700,1,969,0.7059,1
04,2026-03-26,7,head1,20,2000,0,0,4.96,0.1512,2-1-4,820,11,1100,0,0,0.1383,3
04,2026-03-26,7,head2,20,2000,1,819,1.44,0.5197,2-1-4,820,17,1700,1,819,0.5141,3
04,2026-03-26,7,head3,20,2000,0,0,17.85,0.042,2-1-4,820,4,400,0,0,0.0192,3
04,2026-03-26,7,head4,20,2000,0,0,3.33,0.225,2-1-4,820,12,1200,0,0,0.2086,3
04,2026-03-26,7,head5,20,2000,0,0,13.03,0.0576,2-1-4,820,6,600,0,0,0.0391,3
04,2026-03-26,7,head6,20,2000,0,0,101.99,0.0074,2-1-4,820,0,0,0,0,0.0,3
04,2026-03-26,7,anti_in,100,10000,1,819,0.88,0.8516,2-1-4,820,39,3900,1,819,0.781,3
04,2026-03-27,7,head1,20,2000,1,1670,2.35,0.3193,1-2-3,1670,13,1300,1,1670,0.3047,4
04,2026-03-27,7,head2,20,2000,0,0,5.97,0.1257,1-2-3,1670,9,900,0,0,0.1037,4
04,2026-03-27,7,head3,20,2000,0,0,1.91,0.3935,1-2-3,1670,15,1500,0,0,0.3752,4
04,2026-03-27,7,head4,20,2000,0,0,51.89,0.0145,1-2-3,1670,0,0,0,0,0.0,4
04,2026-03-27,7,head5,20,2000,0,0,7.22,0.1039,1-2-3,1670,11,1100,0,0,0.0902,4
04,2026-03-27,7,head6,20,2000,0,0,16.75,0.0448,1-2-3,1670,2,200,0,0,0.0115,4
04,2026-03-27,7,anti_in,100,10000,0,0,1.1,0.6824,1-2-3,1670,37,3700,0,0,0.5807,4
04,2026-03-28,7,head1,20,2000,1,2610,1.46,0.5142,1-4-3,2610,14,1400,1,2610,0.5026,10
04,2026-03-28,7,head2,20,2000,0,0,12.26,0.0612,1-4-3,2610,7,700,0,0,0.0417,10
04,2026-03-28,7,head3,20,2000,0,0,6.52,0.115,1-4-3,2610,9,900,0,0,0.0966,10
04,2026-03-28,7,head4,20,2000,0,0,11.38,0.0659,1-4-3,2610,7,700,0,0,0.048,10
04,2026-03-28,7,head5,20,2000,0,0,88.45,0.0085,1-4-3,2610,0,0,0,0,0.0,10
04,2026-03-28,7,head6,20,2000,0,0,3.16,0.2374,1-4-3,2610,13,1300,0,0,0.2203,10
04,2026-03-28,7,anti_in,100,10000,0,0,1.54,0.4879,1-4-3,2610,36,3600,0,0,0.4066,10
04,2026-03-29,7,head1,20,2000,0,0,2.86,0.2625,4-5-1,1900,12,1200,0,0,0.2454,4
04,2026-03-29,7,head2,20,2000,0,0,3.64,0.206,4-5-1,1900,12,1200,0,0,0.1903,4
04,2026-03-29,7,head3,20,2000,0,0,11.63,0.0645,4-5-1,1900,3,300,0,0,0.0181,4
04,2026-03-29,7,head4,20,2000,1,1900,2.5,0.3004,4-5-1,1900,13,1300,1,1900,0.28,4
04,2026-03-29,7,head5,20,2000,0,0,4.71,0.1592,4-5-1,1900,10,1000,0,0,0.1313,4
04,2026-03-29,7,head6,20,2000,0,0,85.35,0.0088,4-5-1,1900,0,0,0,0,0.0,4
04,2026-03-29,7,anti_in,100,10000,1,1900,1.02,0.7389,4-5-1,1900,38,3800,1,1900,0.6198,4
04,2026-03-30,7,head1,20,2000,0,0,2.5,0.2995,2-4-1,34210,14,1400,0,0,0.2784,85
04,2026-03-30,7,head2,20,2000,1,34210,5.37,0.1396,2-4-1,34210,9,900,0,0,0.107,85
04,2026-03-30,7,head3,20,2000,0,0,9.07,0.0827,2-4-1,34210,6,600,0,0,0.0483,85
04,2026-03-30,7,head4,20,2000,0,0,18.61,0.0403,2-4-1,34210,0,0,0,0,0.0,85
04,2026-03-30,7,head5,20,2000,0,0,10.78,0.0696,2-4-1,34210,4,400,0,0,0.0355,85
04,2026-03-30,7,head6,20,2000,0,0,2.03,0.3694,2-4-1,34210,17,1700,0,0,0.356,85
04,2026-03-30,7,anti_in,100,10000,1,34210,1.07,0.7016,2-4-1,34210,36,3600,0,0,0.5468,85
04,2026-04-03,7,head1,20,2000,0,0,4.2,0.1785,3-2-5,1700,13,1300,0,0,0.1636,1
04,2026-04-03,7,head2,20,2000,0,0,2.89,0.2594,3-2-5,1700,13,1300,0,0,0.2435,1
04,2026-04-03,7,head3,20,2000,1,1700,1.88,0.3979,3-2-5,1700,16,1600,1,1700,0.3831,1
04,2026-04-03,7,head4,20,2000,0,0,11.58,0.0648,3-2-5,1700,3,300,0,0,0.0209,1
04,2026-04-03,7,head5,20,2000,0,0,8.68,0.0864,3-2-5,1700,5,500,0,0,0.0438,1
04,2026-04-03,7,head6,20,2000,0,0,52.26,0.0144,3-2-5,1700,0,0,0,0,0.0,1
04,2026-04-03,7,anti_in,100,10000,1,1700,0.91,0.8229,3-2-5,1700,37,3700,1,1700,0.6913,1
04,2026-04-04,7,head1,20,2000,1,4990,2.65,0.2835,1-3-2,4990,13,1300,1,4990,0.2556,17
04,2026-04-04,7,head2,20,2000,0,0,2.32,0.3236,1-3-2,4990,13,1300,0,0,0.2893,17
04,2026-04-04,7,head3,20,2000,0,0,8.55,0.0877,1-3-2,4990,5,500,0,0,0.0444,17
04,2026-04-04,7,head4,20,2000,0,0,7.35,0.102,1-3-2,4990,7,700,0,0,0.065,17
04,2026-04-04,7,head5,20,2000,0,0,4.34,0.1729,1-3-2,4990,12,1200,0,0,0.142,17
04,2026-04-04,7,head6,20,2000,0,0,23.23,0.0323,1-3-2,4990,0,0,0,0,0.0,17
04,2026-04-04,7,anti_in,100,10000,0,0,1.04,0.7185,1-3-2,4990,37,3700,0,0,0.5407,17
04,2026-04-05,7,head1,20,2000,1,1280,1.51,0.4965,1-2-4,1280,14,1400,1,1280,0.4859,3
04,2026-04-05,7,head2,20,2000,0,0,4.34,0.1729,1-2-4,1280,11,1100,0,0,0.1585,3
04,2026-04-05,7,head3,20,2000,0,0,4.83,0.1552,1-2-4,1280,11,1100,0,0,0.1393,3
04,2026-04-05,7,head4,20,2000,0,0,6.01,0.1247,1-2-4,1280,12,1200,0,0,0.1099,3
04,2026-04-05,7,head5,20,2000,0,0,16.21,0.0463,1-2-4,1280,2,200,0,0,0.0099,3
04,2026-04-05,7,head6,20,2000,0,0,121.71,0.0062,1-2-4,1280,0,0,0,0,0.0,3
04,2026-04-05,7,anti_in,100,10000,0,0,1.48,0.5053,1-2-4,1280,36,3600,0,0,0.4176,3
04,2026-04-06,7,head1,20,2000,0,0,3.66,0.2047,3-5-1,7530,11,1100,0,0,0.1845,27
04,2026-04-06,7,head2,20,2000,0,0,1.7,0.4405,3-5-1,7530,18,1800,0,0,0.435,27
