jcd,date,race,band,points,cost,hit,ret,synth,fair_p,combo,payout,points_n50,cost_n50,hit_n50,ret_n50,fair_p_n50,rank_win
09,2026-06-04,4,head4,20,2000,0,0,5.16,0.1453,1-3-2,1500,13,1300,0,0,0.1342,7
09,2026-06-04,4,head5,20,2000,0,0,18.04,0.0416,1-3-2,1500,6,600,0,0,0.0249,7
09,2026-06-04,4,head6,20,2000,0,0,121.44,0.0062,1-3-2,1500,0,0,0,0,0.0,7
09,2026-06-04,4,anti_in,100,10000,0,0,2.5,0.3001,1-3-2,1500,30,3000,0,0,0.2338,7
09,2026-06-07,4,head1,20,2000,1,2470,3.37,0.2228,1-2-3,2470,14,1400,1,2470,0.2127,8
09,2026-06-07,4,head2,20,2000,0,0,1.44,0.5221,1-2-3,2470,17,1700,0,0,0.5125,8
09,2026-06-07,4,head3,20,2000,0,0,21.45,0.035,1-2-3,2470,2,200,0,0,0.0081,8
09,2026-06-07,4,head4,20,2000,0,0,4.69,0.16,1-2-3,2470,13,1300,0,0,0.1447,8
09,2026-06-07,4,head5,20,2000,0,0,14.38,0.0522,1-2-3,2470,4,400,0,0,0.0238,8
09,2026-06-07,4,head6,20,2000,0,0,71.79,0.0104,1-2-3,2470,0,0,0,0,0.0,8
09,2026-06-07,4,anti_in,100,10000,0,0,0.96,0.7797,1-2-3,2470,36,3600,0,0,0.689,8
09,2026-06-08,4,head1,20,2000,0,0,2.45,0.3058,3-5-6,3170,13,1300,0,0,0.2871,11
09,2026-06-08,4,head2,20,2000,0,0,3.64,0.2062,3-5-6,3170,11,1100,0,0,0.1833,11
09,2026-06-08,4,head3,20,2000,1,3170,2.54,0.2948,3-5-6,3170,13,1300,1,3170,0.2657,11
09,2026-06-08,4,head4,20,2000,0,0,42.88,0.0175,3-5-6,3170,0,0,0,0,0.0,11
09,2026-06-08,4,head5,20,2000,0,0,6.64,0.1129,3-5-6,3170,11,1100,0,0,0.0962,11
09,2026-06-08,4,head6,20,2000,0,0,11.66,0.0643,3-5-6,3170,2,200,0,0,0.0133,11
09,2026-06-08,4,anti_in,100,10000,1,3170,1.08,0.6956,3-5-6,3170,37,3700,1,3170,0.5584,11
09,2026-06-09,4,head1,20,2000,0,0,3.45,0.2175,6-2-5,5640,13,1300,0,0,0.1745,19
09,2026-06-09,4,head2,20,2000,0,0,3.41,0.2201,6-2-5,5640,13,1300,0,0,0.1764,19
09,2026-06-09,4,head3,20,2000,0,0,7.05,0.1064,6-2-5,5640,2,200,0,0,0.02,19
09,2026-06-09,4,head4,20,2000,0,0,5.48,0.1369,6-2-5,5640,6,600,0,0,0.0733,19
09,2026-06-09,4,head5,20,2000,0,0,3.66,0.205,6-2-5,5640,11,1100,0,0,0.1564,19
09,2026-06-09,4,head6,20,2000,1,5640,6.53,0.1148,6-2-5,5640,5,500,1,5640,0.0528,19
09,2026-06-09,4,anti_in,100,10000,1,5640,0.96,0.7833,6-2-5,5640,37,3700,1,5640,0.4789,19
09,2026-06-10,4,head1,20,2000,0,0,6.47,0.1159,2-4-5,5250,8,800,0,0,0.0843,21
09,2026-06-10,4,head2,20,2000,1,5250,2.94,0.2552,2-4-5,5250,12,1200,1,5250,0.2287,21
09,2026-06-10,4,head3,20,2000,0,0,3.12,0.2403,2-4-5,5250,11,1100,0,0,0.2107,21
09,2026-06-10,4,head4,20,2000,0,0,6.54,0.1146,2-4-5,5250,6,600,0,0,0.0669,21
09,2026-06-10,4,head5,20,2000,0,0,2.91,0.2575,2-4-5,5250,13,1300,0,0,0.2251,21
09,2026-06-10,4,head6,20,2000,0,0,43.21,0.0174,2-4-5,5250,0,0,0,0,0.0,21
09,2026-06-10,4,anti_in,100,10000,1,5250,0.85,0.8849,2-4-5,5250,42,4200,1,5250,0.7314,21
09,2026-06-11,4,head1,20,2000,0,0,1.95,0.3843,4-5-2,23640,15,1500,0,0,0.3762,49
09,2026-06-11,4,head2,20,2000,0,0,24.97,0.03,4-5-2,23640,1,100,0,0,0.0031,49
09,2026-06-11,4,head3,20,2000,0,0,2.43,0.309,4-5-2,23640,14,1400,0,0,0.299,49
09,2026-06-11,4,head4,20,2000,1,23640,6.5,0.1154,4-5-2,23640,9,900,1,23640,0.0959,49
09,2026-06-11,4,head5,20,2000,0,0,4.87,0.1541,4-5-2,23640,11,1100,0,0,0.1328,49
09,2026-06-11,4,head6,20,2000,0,0,81.68,0.0092,4-5-2,23640,0,0,0,0,0.0,49
09,2026-06-11,4,anti_in,100,10000,1,23640,1.21,0.6178,4-5-2,23640,35,3500,1,23640,0.5308,49
09,2026-06-12,4,head1,20,2000,0,0,1.31,0.5746,5-1-2,2780,14,1400,0,0,0.5621,10
09,2026-06-12,4,head2,20,2000,0,0,6.87,0.1092,5-1-2,2780,9,900,0,0,0.0916,10
09,2026-06-12,4,head3,20,2000,0,0,8.73,0.0859,5-1-2,2780,9,900,0,0,0.0689,10
09,2026-06-12,4,head4,20,2000,0,0,9.91,0.0756,5-1-2,2780,5,500,0,0,0.0433,10
09,2026-06-12,4,head5,20,2000,1,2780,5.02,0.1494,5-1-2,2780,13,1300,1,2780,0.1365,10
09,2026-06-12,4,head6,20,2000,0,0,98.04,0.0076,5-1-2,2780,0,0,0,0,0.0,10
09,2026-06-12,4,anti_in,100,10000,1,2780,1.75,0.4278,5-1-2,2780,36,3600,1,2780,0.3404,10
09,2026-06-16,4,head1,20,2000,1,1550,3.11,0.2408,1-2-3,1550,12,1200,1,1550,0.2219,3
09,2026-06-16,4,head2,20,2000,0,0,1.89,0.3972,1-2-3,1550,15,1500,0,0,0.3831,3
09,2026-06-16,4,head3,20,2000,0,0,3.79,0.198,1-2-3,1550,13,1300,0,0,0.1816,3
09,2026-06-16,4,head4,20,2000,0,0,24.84,0.0302,1-2-3,1550,0,0,0,0,0.0,3
09,2026-06-16,4,head5,20,2000,0,0,6.06,0.1238,1-2-3,1550,10,1000,0,0,0.0979,3
09,2026-06-16,4,head6,20,2000,0,0,63.58,0.0118,1-2-3,1550,0,0,0,0,0.0,3
09,2026-06-16,4,anti_in,100,10000,0,0,0.99,0.761,1-2-3,1550,38,3800,0,0,0.6626,3
09,2026-06-17,4,head1,20,2000,0,0,1.47,0.511,6-3-1,4330,15,1500,0,0,0.5003,15
09,2026-06-17,4,head2,20,2000,0,0,6.59,0.1138,6-3-1,4330,9,900,0,0,0.096,15
09,2026-06-17,4,head3,20,2000,0,0,7.2,0.1042,6-3-1,4330,8,800,0,0,0.0802,15
09,2026-06-17,4,head4,20,2000,0,0,8.36,0.0897,6-3-1,4330,6,600,0,0,0.0536,15
09,2026-06-17,4,head5,20,2000,0,0,65.76,0.0114,6-3-1,4330,0,0,0,0,0.0,15
09,2026-06-17,4,head6,20,2000,1,4330,4.37,0.1717,6-3-1,4330,12,1200,1,4330,0.157,15
09,2026-06-17,4,anti_in,100,10000,1,4330,1.53,0.4908,6-3-1,4330,35,3500,1,4330,0.3868,15
09,2026-06-18,4,head1,20,2000,0,0,1.64,0.4568,5-1-3,5820,15,1500,0,0,0.4443,21
09,2026-06-18,4,head2,20,2000,0,0,3.15,0.2377,5-1-3,5820,12,1200,0,0,0.2196,21
09,2026-06-18,4,head3,20,2000,0,0,6.26,0.1198,5-1-3,5820,10,1000,0,0,0.0979,21
09,2026-06-18,4,head4,20,2000,0,0,16.3,0.046,5-1-3,5820,4,400,0,0,0.0201,21
09,2026-06-18,4,head5,20,2000,1,5820,5.67,0.1324,5-1-3,5820,9,900,1,5820,0.0998,21
09,2026-06-18,4,head6,20,2000,0,0,77.13,0.0097,5-1-3,5820,0,0,0,0,0.0,21
09,2026-06-18,4,anti_in,100,10000,1,5820,1.37,0.5456,5-1-3,5820,35,3500,1,5820,0.4373,21
09,2026-06-19,4,head1,20,2000,1,8020,2.71,0.2771,1-4-3,8020,13,1300,1,8020,0.2681,24
09,2026-06-19,4,head2,20,2000,0,0,6.26,0.1199,1-4-3,8020,10,1000,0,0,0.106,24
09,2026-06-19,4,head3,20,2000,0,0,1.44,0.5201,1-4-3,8020,19,1900,0,0,0.5169,24
09,2026-06-19,4,head4,20,2000,0,0,15.77,0.0476,1-4-3,8020,6,600,0,0,0.0264,24
09,2026-06-19,4,head5,20,2000,0,0,88.72,0.0085,1-4-3,8020,0,0,0,0,0.0,24
09,2026-06-19,4,head6,20,2000,0,0,25.61,0.0293,1-4-3,8020,2,200,0,0,0.0083,24
09,2026-06-19,4,anti_in,100,10000,0,0,1.03,0.7252,1-4-3,8020,37,3700,0,0,0.6575,24
09,2026-06-20,4,head1,20,2000,1,3190,1.32,0.5678,1-4-6,3190,17,1700,1,3190,0.5626,9
09,2026-06-20,4,head2,20,2000,0,0,51.35,0.0146,1-4-6,3190,0,0,0,0,0.0,9
09,2026-06-20,4,head3,20,2000,0,0,6.66,0.1126,1-4-6,3190,9,900,0,0,0.1016,9
09,2026-06-20,4,head4,20,2000,0,0,3.95,0.1901,1-4-6,3190,13,1300,0,0,0.1809,9
09,2026-06-20,4,head5,20,2000,0,0,6.96,0.1077,1-4-6,3190,11,1100,0,0,0.0969,9
09,2026-06-20,4,head6,20,2000,0,0,73.33,0.0102,1-4-6,3190,0,0,0,0,0.0,9
09,2026-06-20,4,anti_in,100,10000,0,0,1.72,0.4352,1-4-6,3190,33,3300,0,0,0.3794,9
09,2026-06-21,4,head1,20,2000,1,1739,1.44,0.5194,1-3-4,1740,18,1800,1,1739,0.5125,5
09,2026-06-21,4,head2,20,2000,0,0,3.61,0.2077,1-3-4,1740,15,1500,0,0,0.1941,5
09,2026-06-21,4,head3,20,2000,0,0,4.6,0.1632,1-3-4,1740,15,1500,0,0,0.1493,5
09,2026-06-21,4,head4,20,2000,0,0,14.69,0.0511,1-3-4,1740,2,200,0,0,0.0086,5
09,2026-06-21,4,head5,20,2000,0,0,17.14,0.0438,1-3-4,1740,0,0,0,0,0.0,5
09,2026-06-21,4,head6,20,2000,0,0,45.12,0.0166,1-3-4,1740,0,0,0,0,0.0,5
09,2026-06-21,4,anti_in,100,10000,0,0,1.56,0.4823,1-3-4,1740,32,3200,0,0,0.352,5
09,2026-06-24,4,head1,20,2000,0,0,1.74,0.4305,2-5-1,2670,17,1700,0,0,0.4198,8
09,2026-06-24,4,head2,20,2000,1,2670,2.39,0.3132,2-5-1,2670,18,1800,1,2670,0.3045,8
09,2026-06-24,4,head3,20,2000,0,0,17.18,0.0436,2-5-1,2670,0,0,0,0,0.0,8
09,2026-06-24,4,head4,20,2000,0,0,6.58,0.114,2-5-1,2670,8,800,0,0,0.0763,8
09,2026-06-24,4,head5,20,2000,0,0,9.11,0.0823,2-5-1,2670,7,700,0,0,0.0526,8
09,2026-06-24,4,head6,20,2000,0,0,38.87,0.0193,2-5-1,2670,0,0,0,0,0.0,8
09,2026-06-24,4,anti_in,100,10000,1,2670,1.31,0.5724,2-5-1,2670,33,3300,1,2670,0.4333,8
09,2026-06-25,4,head1,20,2000,0,0,4.21,0.1781,4-6-5,49180,10,1000,0,0,0.1676,63
09,2026-06-25,4,head2,20,2000,0,0,3.91,0.1918,4-6-5,49180,10,1000,0,0,0.1828,63
09,2026-06-25,4,head3,20,2000,0,0,2.87,0.2614,4-6-5,49180,13,1300,0,0,0.2552,63
09,2026-06-25,4,head4,20,2000,1,49180,2.18,0.3443,4-6-5,49180,16,1600,0,0,0.3383,63
09,2026-06-25,4,head5,20,2000,0,0,36.21,0.0207,4-6-5,49180,1,100,0,0,0.003,63
09,2026-06-25,4,head6,20,2000,0,0,147.87,0.0051,4-6-5,49180,0,0,0,0,0.0,63
09,2026-06-25,4,anti_in,100,10000,1,49180,0.91,0.8233,4-6-5,49180,40,4000,0,0,0.7793,63
09,2026-06-26,4,head1,20,2000,0,0,3.95,0.1898,2-4-6,4430,11,1100,0,0,0.153,18
09,2026-06-26,4,head2,20,2000,1,4430,3.56,0.2108,2-4-6,4430,11,1100,1,4430,0.1698,18
09,2026-06-26,4,head3,20,2000,0,0,6.33,0.1184,2-4-6,4430,6,600,0,0,0.0593,18
09,2026-06-26,4,head4,20,2000,0,0,1.98,0.3793,2-4-6,4430,20,2000,0,0,0.3793,18
09,2026-06-26,4,head5,20,2000,0,0,11.48,0.0653,2-4-6,4430,2,200,0,0,0.0155,18
09,2026-06-26,4,head6,20,2000,0,0,19.98,0.0375,2-4-6,4430,0,0,0,0,0.0,18
09,2026-06-26,4,anti_in,100,10000,1,4430,0.92,0.8114,2-4-6,4430,39,3900,1,4430,0.624,18
09,2026-06-27,4,head1,20,2000,1,1019,2.38,0.3157,1-2-3,1020,13,1300,1,1019,0.2993,2
09,2026-06-27,4,head2,20,2000,0,0,3.26,0.2301,1-2-3,1020,12,1200,0,0,0.2113,2
09,2026-06-27,4,head3,20,2000,0,0,2.11,0.3555,1-2-3,1020,19,1900,0,0,0.3525,2
09,2026-06-27,4,head4,20,2000,0,0,33.84,0.0222,1-2-3,1020,0,0,0,0,0.0,2
09,2026-06-27,4,head5,20,2000,0,0,12.36,0.0607,1-2-3,1020,6,600,0,0,0.0338,2
09,2026-06-27,4,head6,20,2000,0,0,41.95,0.0179,1-2-3,1020,0,0,0,0,0.0,2
09,2026-06-27,4,anti_in,100,10000,0,0,1.09,0.6863,1-2-3,1020,37,3700,0,0,0.5976,2
09,2026-06-28,4,head1,20,2000,1,830,1.27,0.5885,1-5-2,830,16,1600,1,830,0.58,1
09,2026-06-28,4,head2,20,2000,0,0,8.58,0.0874,1-5-2,830,9,900,0,0,0.0744,1
09,2026-06-28,4,head3,20,2000,0,0,19.99,0.0375,1-5-2,830,2,200,0,0,0.0094,1
09,2026-06-28,4,head4,20,2000,0,0,7.82,0.096,1-5-2,830,9,900,0,0,0.0815,1
09,2026-06-28,4,head5,20,2000,0,0,4.04,0.1856,1-5-2,830,14,1400,0,0,0.1715,1
09,2026-06-28,4,head6,20,2000,0,0,112.69,0.0067,1-5-2,830,0,0,0,0,0.0,1
09,2026-06-28,4,anti_in,100,10000,0,0,1.82,0.4131,1-5-2,830,34,3400,0,0,0.3368,1
09,2026-06-29,4,head1,20,2000,0,0,1.25,0.5983,4-1-3,3960,14,1400,0,0,0.5889,16
09,2026-06-29,4,head2,20,2000,0,0,16.57,0.0453,4-1-3,3960,5,500,0,0,0.0295,16
09,2026-06-29,4,head3,20,2000,0,0,3.97,0.189,4-1-3,3960,13,1300,0,0,0.1833,16
09,2026-06-29,4,head4,20,2000,1,3960,5.65,0.1327,4-1-3,3960,13,1300,1,3960,0.1234,16
09,2026-06-29,4,head5,20,2000,0,0,21.54,0.0348,4-1-3,3960,5,500,0,0,0.0195,16
09,2026-06-29,4,head6,20,2000,0,0,187.34,0.004,4-1-3,3960,0,0,0,0,0.0,16
09,2026-06-29,4,anti_in,100,10000,1,3960,1.85,0.4058,4-1-3,3960,36,3600,1,3960,0.3558,16
09,2026-07-03,4,head1,20,2000,0,0,1.55,0.483,6-1-3,5900,18,1800,0,0,0.475,23
09,2026-07-03,4,head2,20,2000,0,0,4.08,0.1837,6-1-3,5900,12,1200,0,0,0.1584,23
09,2026-07-03,4,head3,20,2000,0,0,12.36,0.0607,6-1-3,5900,4,400,0,0,0.0224,23
09,2026-07-03,4,head4,20,2000,0,0,12.62,0.0594,6-1-3,5900,1,100,0,0,0.0056,23
09,2026-07-03,4,head5,20,2000,0,0,11.62,0.0645,6-1-3,5900,5,500,0,0,0.0358,23
09,2026-07-03,4,head6,20,2000,1,5900,5.02,0.1495,6-1-3,5900,10,1000,1,5900,0.114,23
09,2026-07-03,4,anti_in,100,10000,1,5900,1.45,0.5178,6-1-3,5900,32,3200,1,5900,0.3362,23
09,2026-07-04,4,head1,20,2000,0,0,3.87,0.1937,3-5-6,3500,11,1100,0,0,0.1705,14
09,2026-07-04,4,head2,20,2000,0,0,6.7,0.1119,3-5-6,3500,7,700,0,0,0.0829,14
09,2026-07-04,4,head3,20,2000,1,3500,4.37,0.1718,3-5-6,3500,12,1200,1,3500,0.142,14
09,2026-07-04,4,head4,20,2000,0,0,31.75,0.0236,3-5-6,3500,0,0,0,0,0.0,14
09,2026-07-04,4,head5,20,2000,0,0,1.57,0.4787,3-5-6,3500,20,2000,0,0,0.4787,14
09,2026-07-04,4,head6,20,2000,0,0,34.11,0.022,3-5-6,3500,0,0,0,0,0.0,14
09,2026-07-04,4,anti_in,100,10000,1,3500,0.93,0.8081,3-5-6,3500,39,3900,1,3500,0.7036,14
09,2026-07-05,4,head1,20,2000,0,0,1.73,0.4332,4-6-1,41290,18,1800,0,0,0.4253,107
09,2026-07-05,4,head2,20,2000,0,0,3.02,0.2487,4-6-1,41290,17,1700,0,0,0.2333,107
09,2026-07-05,4,head3,20,2000,0,0,8.22,0.0912,4-6-1,41290,6,600,0,0,0.045,107
09,2026-07-05,4,head4,20,2000,1,41290,9.33,0.0804,4-6-1,41290,3,300,0,0,0.0241,107
09,2026-07-05,4,head5,20,2000,0,0,8.94,0.0839,4-6-1,41290,3,300,0,0,0.0218,107
09,2026-07-05,4,head6,20,2000,0,0,11.73,0.0639,4-6-1,41290,3,300,0,0,0.0194,107
09,2026-07-05,4,anti_in,100,10000,1,41290,1.32,0.5682,4-6-1,41290,32,3200,0,0,0.3436,107
09,2026-07-06,4,head1,20,2000,1,1150,0.98,0.7661,1-3-5,1150,20,2000,1,1150,0.7661,3
09,2026-07-06,4,head2,20,2000,0,0,10.72,0.07,1-3-5,1150,8,800,0,0,0.0553,3
09,2026-07-06,4,head3,20,2000,0,0,11.2,0.067,1-3-5,1150,8,800,0,0,0.0501,3
09,2026-07-06,4,head4,20,2000,0,0,18.24,0.0411,1-3-5,1150,6,600,0,0,0.0237,3
09,2026-07-06,4,head5,20,2000,0,0,16.9,0.0444,1-3-5,1150,7,700,0,0,0.0302,3
09,2026-07-06,4,head6,20,2000,0,0,48.44,0.0155,1-3-5,1150,1,100,0,0,0.0025,3
09,2026-07-06,4,anti_in,100,10000,0,0,3.15,0.238,1-3-5,1150,30,3000,0,0,0.1618,3
09,2026-07-10,4,head1,20,2000,0,0,2.75,0.2726,4-1-2,16030,11,1100,0,0,0.2412,54
09,2026-07-10,4,head2,20,2000,0,0,2.14,0.3498,4-1-2,16030,18,1800,0,0,0.3419,54
09,2026-07-10,4,head3,20,2000,0,0,3.55,0.2112,4-1-2,16030,15,1500,0,0,0.1906,54
09,2026-07-10,4,head4,20,2000,1,16030,9.71,0.0772,4-1-2,16030,3,300,0,0,0.0185,54
09,2026-07-10,4,head5,20,2000,0,0,22.64,0.0331,4-1-2,16030,0,0,0,0,0.0,54
09,2026-07-10,4,head6,20,2000,0,0,13.02,0.0576,4-1-2,16030,3,300,0,0,0.0219,54
09,2026-07-10,4,anti_in,100,10000,1,16030,1.03,0.7289,4-1-2,16030,39,3900,0,0,0.5729,54
09,2026-07-11,4,head1,20,2000,0,0,2.11,0.3558,2-4-1,2060,17,1700,0,0,0.3471,7
09,2026-07-11,4,head2,20,2000,1,2060,1.64,0.4583,2-4-1,2060,19,1900,1,2060,0.4554,7
09,2026-07-11,4,head3,20,2000,0,0,33.37,0.0225,2-4-1,2060,0,0,0,0,0.0,7
09,2026-07-11,4,head4,20,2000,0,0,8.33,0.0901,2-4-1,2060,8,800,0,0,0.0629,7
09,2026-07-11,4,head5,20,2000,0,0,20.41,0.0368,2-4-1,2060,2,200,0,0,0.0079,7
09,2026-07-11,4,head6,20,2000,0,0,18.98,0.0395,2-4-1,2060,4,400,0,0,0.0201,7
09,2026-07-11,4,anti_in,100,10000,1,2060,1.16,0.6471,2-4-1,2060,33,3300,1,2060,0.5462,7
09,2026-07-12,4,head1,20,2000,0,0,3.35,0.224,4-2-5,5560,12,1200,0,0,0.2023,24
09,2026-07-12,4,head2,20,2000,0,0,2.89,0.2596,4-2-5,5560,12,1200,0,0,0.2314,24
09,2026-07-12,4,head3,20,2000,0,0,10.64,0.0705,4-2-5,5560,2,200,0,0,0.0193,24
09,2026-07-12,4,head4,20,2000,1,5560,8.12,0.0924,4-2-5,5560,5,500,1,5560,0.0556,24
09,2026-07-12,4,head5,20,2000,0,0,2.26,0.3324,4-2-5,5560,19,1900,0,0,0.3276,24
09,2026-07-12,4,head6,20,2000,0,0,33.5,0.0224,4-2-5,5560,0,0,0,0,0.0,24
09,2026-07-12,4,anti_in,100,10000,1,5560,0.96,0.7773,4-2-5,5560,38,3800,1,5560,0.6339,24
09,2026-07-13,4,head1,20,2000,0,0,1.14,0.6564,3-1-4,5640,14,1400,0,0,0.6497,16
09,2026-07-13,4,head2,20,2000,0,0,17.55,0.0427,3-1-4,5640,7,700,0,0,0.033,16
09,2026-07-13,4,head3,20,2000,1,5640,5.3,0.1414,3-1-4,5640,12,1200,1,5640,0.1343,16
09,2026-07-13,4,head4,20,2000,0,0,27.72,0.0271,3-1-4,5640,6,600,0,0,0.0156,16
09,2026-07-13,4,head5,20,2000,0,0,5.79,0.1295,3-1-4,5640,11,1100,0,0,0.1203,16
09,2026-07-13,4,head6,20,2000,0,0,136.61,0.0055,3-1-4,5640,0,0,0,0,0.0,16
09,2026-07-13,4,anti_in,100,10000,1,5640,2.17,0.3462,3-1-4,5640,36,3600,1,5640,0.3033,16
09,2026-07-14,4,head1,20,2000,0,0,1.42,0.5297,5-3-2,8640,14,1400,0,0,0.5225,22
09,2026-07-14,4,head2,20,2000,0,0,3.62,0.2069,5-3-2,8640,12,1200,0,0,0.1999,22
09,2026-07-14,4,head3,20,2000,0,0,4.32,0.1736,5-3-2,8640,14,1400,0,0,0.1691,22
09,2026-07-14,4,head4,20,2000,0,0,35.5,0.0211,5-3-2,8640,2,200,0,0,0.004,22
09,2026-07-14,4,head5,20,2000,1,8640,11.08,0.0677,5-3-2,8640,8,800,1,8640,0.0567,22
09,2026-07-14,4,head6,20,2000,0,0,128.47,0.0058,5-3-2,8640,0,0,0,0,0.0,22
09,2026-07-14,4,anti_in,100,10000,1,8640,1.58,0.4752,5-3-2,8640,36,3600,1,8640,0.4297,22
09,2026-07-18,4,head1,20,2000,1,1660,1.27,0.5916,1-4-2,1660,16,1600,1,1660,0.5846,6
09,2026-07-18,4,head2,20,2000,0,0,5.11,0.1468,1-4-2,1660,11,1100,0,0,0.1312,6
09,2026-07-18,4,head3,20,2000,0,0,11.74,0.0639,1-4-2,1660,6,600,0,0,0.0375,6
09,2026-07-18,4,head4,20,2000,0,0,6.84,0.1097,1-4-2,1660,9,900,0,0,0.0848,6
09,2026-07-18,4,head5,20,2000,0,0,9.08,0.0826,1-4-2,1660,8,800,0,0,0.061,6
09,2026-07-18,4,head6,20,2000,0,0,94.37,0.0079,1-4-2,1660,0,0,0,0,0.0,6
09,2026-07-18,4,anti_in,100,10000,0,0,1.82,0.4111,1-4-2,1660,34,3400,0,0,0.3146,6
09,2026-07-19,4,head1,20,2000,1,2530,2.25,0.3331,1-6-2,2530,18,1800,1,2530,0.3254,5
09,2026-07-19,4,head2,20,2000,0,0,2.62,0.2864,1-6-2,2530,13,1300,0,0,0.2504,5
09,2026-07-19,4,head3,20,2000,0,0,12.53,0.0598,1-6-2,2530,0,0,0,0,0.0,5
09,2026-07-19,4,head4,20,2000,0,0,6.35,0.1181,1-6-2,2530,8,800,0,0,0.0739,5
09,2026-07-19,4,head5,20,2000,0,0,10.81,0.0694,1-6-2,2530,2,200,0,0,0.0132,5
09,2026-07-19,4,head6,20,2000,0,0,5.58,0.1343,1-6-2,2530,9,900,0,0,0.0901,5
09,2026-07-19,4,anti_in,100,10000,0,0,1.12,0.668,1-6-2,2530,32,3200,0,0,0.4276,5
09,2026-07-20,4,head1,20,2000,0,0,1.56,0.4802,5-4-6,15590,19,1900,0,0,0.4749,53
09,2026-07-20,4,head2,20,2000,0,0,4.99,0.1503,5-4-6,15590,9,900,0,0,0.1157,53
09,2026-07-20,4,head3,20,2000,0,0,11.62,0.0645,5-4-6,15590,3,300,0,0,0.0218,53
09,2026-07-20,4,head4,20,2000,0,0,3.9,0.1921,5-4-6,15590,13,1300,0,0,0.1669,53
09,2026-07-20,4,head5,20,2000,1,15590,22.22,0.0338,5-4-6,15590,0,0,0,0,0.0,53
09,2026-07-20,4,head6,20,2000,0,0,9.31,0.0806,5-4-6,15590,6,600,0,0,0.0467,53
09,2026-07-20,4,anti_in,100,10000,1,15590,1.44,0.5212,5-4-6,15590,31,3100,0,0,0.3511,53
09,2026-07-21,4,head1,20,2000,0,0,4.21,0.1781,5-3-6,28400,11,1100,0,0,0.143,88
09,2026-07-21,4,head2,20,2000,0,0,6.5,0.1154,5-3-6,28400,8,800,0,0,0.0739,88
09,2026-07-21,4,head3,20,2000,0,0,1.68,0.4474,5-3-6,28400,20,2000,0,0,0.4474,88
09,2026-07-21,4,head4,20,2000,0,0,4.45,0.1685,5-3-6,28400,9,900,0,0,0.111,88
09,2026-07-21,4,head5,20,2000,1,28400,22.33,0.0336,5-3-6,28400,0,0,0,0,0.0,88
09,2026-07-21,4,head6,20,2000,0,0,12.87,0.0583,5-3-6,28400,2,200,0,0,0.0176,88
09,2026-07-21,4,anti_in,100,10000,1,28400,0.91,0.8232,5-3-6,28400,39,3900,0,0,0.6499,88
09,2026-07-22,4,head1,20,2000,0,0,1.56,0.4797,4-6-5,2690,20,2000,0,0,0.4797,12
09,2026-07-22,4,head2,20,2000,0,0,25.32,0.0296,4-6-5,2690,1,100,0,0,0.0057,12
09,2026-07-22,4,head3,20,2000,0,0,21.88,0.0343,4-6-5,2690,2,200,0,0,0.0099,12
09,2026-07-22,4,head4,20,2000,1,2690,2.09,0.3588,4-6-5,2690,18,1800,1,2690,0.354,12
09,2026-07-22,4,head5,20,2000,0,0,13.81,0.0543,4-6-5,2690,6,600,0,0,0.0354,12
09,2026-07-22,4,head6,20,2000,0,0,16.68,0.045,4-6-5,2690,3,300,0,0,0.02,12
09,2026-07-22,4,anti_in,100,10000,1,2690,1.44,0.522,4-6-5,2690,30,3000,1,2690,0.425,12
09,2026-07-23,4,head1,20,2000,0,0,2.27,0.3307,3-4-1,1490,12,1200,0,0,0.315,5
09,2026-07-23,4,head2,20,2000,0,0,10.37,0.0723,3-4-1,1490,7,700,0,0,0.0496,5
09,2026-07-23,4,head3,20,2000,1,1490,2.11,0.3555,3-4-1,1490,13,1300,1,1490,0.3429,5
09,2026-07-23,4,head4,20,2000,0,0,4.28,0.1754,3-4-1,1490,12,1200,0,0,0.1573,5
09,2026-07-23,4,head5,20,2000,0,0,11.8,0.0636,3-4-1,1490,6,600,0,0,0.038,5
09,2026-07-23,4,head6,20,2000,0,0,166.09,0.0045,3-4-1,1490,0,0,0,0,0.0,5
09,2026-07-23,4,anti_in,100,10000,1,1490,1.12,0.6713,3-4-1,1490,38,3800,1,1490,0.5877,5
09,2026-07-27,4,head1,20,2000,1,6500,1.45,0.5172,1-5-4,6500,17,1700,1,6500,0.5097,27
09,2026-07-27,4,head2,20,2000,0,0,4.12,0.182,1-5-4,6500,10,1000,0,0,0.1636,27
09,2026-07-27,4,head3,20,2000,0,0,4.71,0.1594,1-5-4,6500,12,1200,0,0,0.1434,27
09,2026-07-27,4,head4,20,2000,0,0,29.31,0.0256,1-5-4,6500,0,0,0,0,0.0,27
09,2026-07-27,4,head5,20,2000,0,0,6.92,0.1085,1-5-4,6500,11,1100,0,0,0.0891,27
09,2026-07-27,4,head6,20,2000,0,0,85.98,0.0087,1-5-4,6500,0,0,0,0,0.0,27
09,2026-07-27,4,anti_in,100,10000,0,0,1.55,0.4842,1-5-4,6500,33,3300,0,0,0.3961,27
09,2026-07-28,4,head1,20,2000,0,0,1.71,0.4381,2-6-1,27450,18,1800,0,0,0.4313,67
09,2026-07-28,4,head2,20,2000,1,27450,7.3,0.1027,2-6-1,27450,9,900,0,0,0.075,67
