登番,名前,級,1コ進入,1コ負け,1コ負け時2着率,型,外進入(全国),外3着残し率(全国),丸亀外進入,丸亀外3着残し率,外採用値,6コ進入,6コ2着率,6コ3着率
4180,上野秀和,A2,41,18,,,109,0.367,4,,0.367,30,,
4607,鶴田勇雄,A2,54,25,0.48,中間,136,0.441,6,,0.441,44,0.045,0.182
4215,吉島祥之,A2,53,27,0.296,飛ぶ,128,0.453,6,,0.453,43,0.14,0.256
4391,松田祐季,A1,58,15,,,114,0.447,8,,0.447,34,,
4486,野村誠,A2,30,16,,,112,0.438,4,,0.438,32,,
3313,本吉正樹,B1,27,18,,,91,0.22,6,,0.22,27,,
4447,深川麻奈美,B1,40,25,0.28,飛ぶ,113,0.389,5,,0.389,35,,
4739,中村晃朋,A1,54,20,0.65,残す,114,0.553,22,,0.553,33,,
4561,藤山翔大,A2,39,16,,,88,0.443,0,,0.443,19,,
4505,島田賢人,A1,44,8,,,106,0.5,0,,0.5,31,,
5312,川辺郭人,B1,20,13,,,95,0.137,0,,0.137,29,,
3908,重成一人,A1,62,23,0.348,飛ぶ,115,0.496,16,,0.496,41,0.073,0.195
5050,木下雄介,A2,36,13,,,101,0.455,4,,0.455,30,,
4690,高石梨菜,B2,6,2,,,25,0.4,0,,0.4,7,,
3574,大神康司,A1,58,21,0.381,飛ぶ,7,,0,,,0,,
5207,高山敬悟,B1,20,7,,,87,0.333,6,,0.333,26,,
3539,金子順一,B1,30,21,,,100,0.18,3,,0.18,17,,
5466,成田華音,B2,0,0,,,48,0.062,0,,0.062,48,0.021,0.042
4526,池田雄祐,A2,37,13,,,103,0.35,4,,0.35,28,,
3516,吉原聖人,B1,33,26,,,90,0.189,15,,0.189,28,,
3848,川上聡介,B1,34,21,,,114,0.351,11,,0.351,45,0.111,0.111
4082,濱崎誠,B1,30,16,,,109,0.413,0,,0.413,36,,
4373,若狭奈美子,A1,62,24,0.583,残す,114,0.474,5,,0.474,39,,
4356,長岡良也,A2,43,12,,,108,0.454,4,,0.454,24,,
4550,石岡将太,A2,33,19,,,102,0.373,10,,0.373,25,,
5132,中野希一,A1,65,25,0.32,飛ぶ,117,0.607,9,,0.607,35,,
3297,藤丸光一,B1,32,25,,,45,0.2,4,,0.2,1,,
4106,坂井康嗣,B1,18,15,,,83,0.241,0,,0.241,16,,
5176,石倉拓美,B2,7,4,,,45,0.067,0,,0.067,16,,
5012,加倉侑征,B1,36,23,,,101,0.406,6,,0.406,41,0.098,0.22
5127,沼田大都,B1,24,18,,,93,0.323,0,,0.323,31,,
5303,土井歩夢,A2,34,15,,,108,0.463,0,,0.463,28,,
5386,米玉利大悟,B1,21,17,,,118,0.136,14,,0.136,51,0.0,0.098
5172,田村慶,B1,30,13,,,99,0.414,8,,0.414,35,,
5335,森陽多,B1,16,12,,,92,0.109,12,,0.109,44,0.045,0.023
4459,片岡雅裕,A2,49,17,,,115,0.365,19,,0.365,43,0.07,0.186
4989,石原翼,A2,38,13,,,107,0.393,4,,0.393,40,0.05,0.15
5016,宮田龍馬,A1,54,11,,,114,0.535,0,,0.535,43,0.07,0.279
4495,森晋太郎,B2,23,7,,,81,0.333,0,,0.333,25,,
4389,伊藤喜智,A2,34,20,,,100,0.4,2,,0.4,33,,
4086,寺本重宣,A2,43,18,,,112,0.438,0,,0.438,35,,
3843,上之晃弘,B1,30,17,,,100,0.26,4,,0.26,27,,
4640,山ノ内雅人,A2,56,23,0.652,残す,134,0.448,9,,0.448,41,0.098,0.244
3912,川原正明,B1,44,9,,,118,0.339,5,,0.339,34,,
4374,永田義紘,B1,28,17,,,108,0.278,5,,0.278,29,,
4581,吉村誠,A1,55,19,,,129,0.45,4,,0.45,39,,
4619,伏田裕隆,B1,23,13,,,140,0.45,4,,0.45,70,0.057,0.114
4631,新井英孝,B1,27,14,,,100,0.34,9,,0.34,27,,
4168,石野貴之,A1,59,17,,,101,0.465,0,,0.465,26,,
3740,大澤普司,A1,56,24,0.625,残す,124,0.484,9,,0.484,39,,
5447,岡本亜子,B2,0,0,,,48,0.0,0,,0.0,48,0.0,0.0
3796,長野道臣,B1,26,17,,,99,0.283,0,,0.283,41,0.049,0.098
5244,黒田剛,B1,21,13,,,90,0.222,5,,0.222,27,,
4369,丹下将,A2,51,24,0.458,中間,132,0.447,4,,0.447,39,,
5078,山川波乙,B1,26,11,,,93,0.226,7,,0.226,27,,
4424,松尾昂明,A2,55,12,,,132,0.417,5,,0.417,43,0.093,0.256
5041,荒牧凪沙,B1,22,12,,,89,0.315,0,,0.315,35,,
3928,林恵祐,B1,26,13,,,99,0.152,0,,0.152,27,,
4733,赤井睦,B1,23,10,,,86,0.337,8,,0.337,29,,
4068,幸田智裕,B1,32,20,,,105,0.371,4,,0.371,27,,
5169,堀本翔太,B2,12,11,,,58,0.19,0,,0.19,16,,
4936,戸敷晃美,A2,41,14,,,111,0.523,4,,0.523,35,,
4903,吉田凌太朗,A1,51,10,,,117,0.521,3,,0.521,37,,
5003,来田衣織,B1,28,15,,,107,0.374,13,,0.374,16,,
5032,谷口知優,A2,33,17,,,104,0.365,31,0.226,0.226,30,,
3696,白井友晴,B1,28,19,,,99,0.354,5,,0.354,29,,
4306,畔柳俊吾,B1,32,25,,,89,0.303,6,,0.303,25,,
3233,小畑実成,B1,27,19,,,93,0.215,0,,0.215,25,,
3934,鋤柄貴俊,B1,37,22,,,118,0.373,4,,0.373,30,,
3943,三松直美,B2,5,5,,,28,0.0,0,,0.0,12,,
5459,田中きら,B2,0,0,,,45,0.0,0,,0.0,44,0.0,0.0
5255,藤原仙二,A1,45,13,,,127,0.583,14,,0.583,38,,
5275,松田淳平,A1,44,15,,,106,0.528,5,,0.528,27,,
4759,今泉友吾,A1,49,11,,,114,0.588,7,,0.588,41,0.146,0.268
4933,板橋侑我,A2,43,10,,,104,0.452,2,,0.452,33,,
5103,芝田京介,B2,19,14,,,80,0.212,4,,0.212,38,,
5074,大澤誠也,B1,27,13,,,97,0.268,0,,0.268,31,,
4692,酒井俊弘,B1,30,22,,,104,0.404,5,,0.404,42,0.119,0.143
4332,村上彰一,B1,21,16,,,84,0.25,5,,0.25,27,,
4210,松村康太,A2,49,25,0.48,中間,114,0.544,9,,0.544,31,,
4560,庄司樹良々,A2,35,16,,,98,0.49,3,,0.49,33,,
4788,小池哲也,A2,52,23,0.435,中間,124,0.532,5,,0.532,28,,
5345,牧村俊輝,B1,15,11,,,130,0.108,5,,0.108,54,0.019,0.037
3714,梶原正,B1,25,12,,,97,0.268,0,,0.268,26,,
4278,藤岡俊介,A1,66,12,,,128,0.523,0,,0.523,35,,
5307,富永夏哉人,B1,25,13,,,103,0.282,5,,0.282,26,,
3505,山田竜一,A2,45,20,0.45,中間,107,0.271,0,,0.271,33,,
4214,林祐介,B1,41,14,,,100,0.39,9,,0.39,29,,
5034,若林義人,A1,67,20,0.55,残す,127,0.528,0,,0.528,37,,
3752,宇土泰就,B1,27,20,,,97,0.216,0,,0.216,30,,
5276,大島隆乃介,B1,33,21,,,104,0.279,5,,0.279,29,,
3611,岩崎芳美,A2,43,20,0.45,中間,108,0.398,13,,0.398,34,,
3268,森竜也,B1,32,15,,,80,0.225,0,,0.225,4,,
4465,大西賢,B1,22,11,,,84,0.298,4,,0.298,27,,
4271,川崎公靖,B1,27,21,,,100,0.36,5,,0.36,19,,
4208,三浦永理,A1,62,15,,,118,0.644,8,,0.644,34,,
4958,溝口海義也,A1,55,22,0.364,飛ぶ,139,0.496,0,,0.496,43,0.047,0.209
4477,篠崎仁志,A1,53,11,,,116,0.534,0,,0.534,34,,
3713,伊藤誠二,A1,40,17,,,108,0.361,10,,0.361,35,,
3868,尾形栄治,B1,28,17,,,105,0.257,0,,0.257,30,,
4885,大山千広,A2,39,11,,,70,0.571,0,,0.571,18,,
4407,鹿島敏弘,B1,36,22,,,114,0.298,0,,0.298,34,,
4532,秋元哲,A1,50,14,,,96,0.552,0,,0.552,25,,
4053,芦澤望,A2,44,17,,,111,0.414,0,,0.414,36,,
5174,川井萌,B2,16,8,,,51,0.353,6,,0.353,13,,
3265,今村暢孝,A2,58,34,0.382,飛ぶ,0,,0,,,0,,
4122,安東幸治,A2,55,25,0.4,飛ぶ,129,0.434,4,,0.434,39,,
4305,金子拓矢,A1,56,12,,,107,0.654,4,,0.654,36,,
4804,高田ひかる,A1,50,16,,,115,0.435,0,,0.435,35,,
3686,鳥居塚孝博,A2,47,17,,,117,0.462,0,,0.462,36,,
4166,吉田拡郎,A1,66,14,,,126,0.516,3,,0.516,41,0.098,0.293
3470,新田芳美,B1,27,19,,,80,0.362,5,,0.362,27,,
3852,澤大介,B1,29,14,,,97,0.33,9,,0.33,28,,
5388,佐野優都,B1,0,0,,,164,0.348,0,,0.348,97,0.072,0.144
4478,櫻本あゆみ,A1,49,17,,,109,0.44,0,,0.44,36,,
4815,伏島祐介,B1,23,14,,,83,0.277,0,,0.277,40,0.05,0.125
5439,志賀美優,B2,0,0,,,125,0.032,0,,0.032,111,0.0,0.027
3517,高橋勲,B1,30,16,,,93,0.441,3,,0.441,13,,
4809,外崎悟,A1,38,15,,,103,0.466,7,,0.466,33,,
5147,田中勇輔,B1,20,15,,,75,0.227,4,,0.227,24,,
3489,大場敏,A2,55,15,,,136,0.397,7,,0.397,41,0.049,0.171
5137,川原涼,A2,31,12,,,107,0.43,0,,0.43,43,0.116,0.093
5022,伊藤尚汰,B1,19,13,,,90,0.222,0,,0.222,22,,
4350,篠崎元志,A1,68,10,,,115,0.53,0,,0.53,29,,
4842,山下昂大,A2,41,16,,,109,0.44,0,,0.44,39,,
5152,丸山祐也,B1,22,20,,,83,0.145,5,,0.145,24,,
4069,山本修一,A2,52,21,0.476,中間,124,0.516,6,,0.516,37,,
5027,重冨勇哉,B1,24,16,,,99,0.343,10,,0.343,31,,
5254,羽田妃希,B1,13,8,,,83,0.217,0,,0.217,26,,
5066,鈴木孝明,A1,44,17,,,125,0.64,4,,0.64,31,,
4403,木下大將,A2,39,11,,,113,0.496,7,,0.496,29,,
5465,直江健成,B2,0,0,,,41,0.0,0,,0.0,41,0.0,0.0
4376,藤田靖弘,A2,51,18,,,136,0.39,12,,0.39,51,0.098,0.137
3800,牧宏次,A2,32,19,,,88,0.352,5,,0.352,31,,
4967,中村魁生,A1,51,16,,,114,0.588,7,,0.588,31,,
5241,門田栞,B1,24,17,,,91,0.308,22,,0.308,31,,
4930,佐藤悠,A2,37,16,,,122,0.434,0,,0.434,38,,
5340,樋江井舞,B1,10,9,,,139,0.273,8,,0.273,51,0.039,0.118
5112,砂長知輝,A1,56,15,,,120,0.567,8,,0.567,39,,
4846,佐藤駿介,B1,26,15,,,100,0.26,0,,0.26,31,,
4260,中越博紀,B1,44,18,,,121,0.413,8,,0.413,41,0.122,0.146
5035,櫻井優,A2,32,17,,,114,0.395,5,,0.395,32,,
4479,矢野真梨菜,B1,16,10,,,72,0.194,8,,0.194,15,,
4150,山田雄太,A2,39,15,,,103,0.437,9,,0.437,32,,
5063,大塚雅治,B1,23,12,,,97,0.289,6,,0.289,35,,
5156,坂野さくら,B1,23,15,,,85,0.4,4,,0.4,27,,
3717,立間充宏,A2,30,14,,,93,0.376,7,,0.376,37,,
5195,北村寧々,A2,29,9,,,92,0.337,4,,0.337,32,,
3990,芹澤克彦,B1,26,15,,,101,0.248,6,,0.248,27,,
5293,眞崎武蔵,B1,12,11,,,80,0.188,0,,0.188,38,,
4872,山下流心,B1,30,16,,,105,0.276,10,,0.276,24,,
3289,高橋淳美,B2,18,16,,,48,0.167,0,,0.167,12,,
5366,塩嶋泰空,B2,6,5,,,117,0.017,0,,0.017,75,0.0,0.0
3909,佐々木康幸,A1,57,12,,,105,0.562,3,,0.562,8,,
3614,谷勝幸,B1,30,24,,,110,0.236,5,,0.236,25,,
5247,大森翼,B1,26,20,,,106,0.368,5,,0.368,37,,
5055,眞鳥章太,A2,40,15,,,112,0.42,4,,0.42,35,,
5124,上瀧絢也,B1,20,14,,,93,0.301,11,,0.301,21,,
4111,奥田誠,A2,35,16,,,106,0.387,10,,0.387,29,,
4703,森永隆,A1,51,20,0.45,中間,111,0.505,4,,0.505,24,,
5218,山田理央,A1,46,14,,,119,0.513,25,0.56,0.56,34,,
5265,大廣咲季,B1,25,17,,,114,0.219,25,0.08,0.08,36,,
4951,新田洋一,B1,35,19,,,94,0.351,0,,0.351,30,,
4294,古賀繁輝,A1,54,18,,,110,0.591,7,,0.591,34,,
4524,深谷知博,A1,49,10,,,111,0.405,0,,0.405,29,,
3986,沖島広和,B1,20,9,,,54,0.333,5,,0.333,22,,
4083,福島勇樹,A1,59,12,,,116,0.629,6,,0.629,25,,
4371,西山貴浩,A1,43,10,,,98,0.357,5,,0.357,28,,
5359,佐藤世那,B1,20,13,,,80,0.338,10,,0.338,26,,
5015,高橋竜矢,A1,56,7,,,104,0.481,5,,0.481,32,,
3458,東健介,B1,24,17,,,77,0.117,3,,0.117,25,,
4370,山口達也,A1,62,22,0.318,飛ぶ,91,0.484,5,,0.484,25,,
3590,濱野谷憲吾,A1,60,20,0.3,飛ぶ,119,0.529,0,,0.529,35,,
4834,浜本裕己,A2,55,17,,,129,0.426,6,,0.426,34,,
3482,金子猛志,B1,45,27,0.407,中間,122,0.32,0,,0.32,40,0.075,0.175
5138,村本大成,B1,18,12,,,67,0.239,0,,0.239,18,,
4848,仲谷颯仁,A1,52,13,,,113,0.478,4,,0.478,33,,
5440,薗頭心,B2,0,0,,,120,0.033,0,,0.033,118,0.034,0.0
4232,笠雅雄,B1,28,17,,,100,0.44,4,,0.44,27,,
3857,阿波勝哉,B1,24,16,,,137,0.387,5,,0.387,67,0.104,0.09
