登番,名前,級,全国3/4進入,全国まくり率,丸亀3/4進入,丸亀まくり率,採用値,絞りまくり型
5291,三嶌こころ,B1,76,0.013,21,0.048,0.048,
4138,中井俊祐,B1,75,0.067,10,,0.067,
4836,大谷健太,B1,57,0.07,2,,0.07,
4886,入海馨,A2,73,0.11,4,,0.11,
4743,木村仁紀,A1,94,0.16,0,,0.16,●
5140,吉田彩乃,B1,64,0.047,4,,0.047,
4422,永井亮次,B1,69,0.029,2,,0.029,
5135,仲航太,B1,61,0.098,0,,0.098,
5327,西田和加,B2,50,0.0,4,,0.0,
5127,沼田大都,B1,65,0.046,3,,0.046,
5123,福山恵里奈,B1,73,0.055,6,,0.055,
5160,藤森陸斗,A2,90,0.144,0,,0.144,●
4987,島倉都,B1,76,0.013,0,,0.013,
5058,前原大道,A1,79,0.165,2,,0.165,●
5294,豊田祥生,B1,72,0.056,0,,0.056,
5068,前田滉,A1,80,0.237,3,,0.237,●
5357,田中瀬里奈,B2,38,0.0,0,,0.0,
4441,末永由楽,A2,84,0.095,4,,0.095,
5086,本村大,B1,59,0.085,3,,0.085,
4529,嶋義信,A1,64,0.109,9,,0.109,
5394,福西広太郎,B1,30,0.0,0,,0.0,
5109,川崎智稔,B1,86,0.105,5,,0.105,
4122,安東幸治,A2,93,0.118,0,,0.118,
4787,椎名豊,A1,84,0.238,4,,0.238,●
4089,妹尾忠幸,A2,95,0.063,3,,0.063,
4949,横田貴満,A2,84,0.131,3,,0.131,●
3959,坪井康晴,A1,72,0.167,0,,0.167,●
4099,吉永則雄,A2,81,0.062,8,,0.062,
4520,高倉孝太,A2,80,0.15,0,,0.15,●
3535,渡修平,B1,61,0.049,2,,0.049,
3961,谷村一哉,A1,50,0.12,0,,0.12,●
4894,原村拓也,B1,89,0.011,16,0.0,0.0,
5337,出畑孝成,B1,56,0.071,0,,0.071,
4864,小川日紀太,B1,60,0.05,3,,0.05,
4314,青木幸太郎,A2,79,0.114,7,,0.114,
4256,渡辺浩司,A1,76,0.105,3,,0.105,
4451,松崎祐太郎,A2,88,0.0,0,,0.0,
4506,稗田聖也,A1,78,0.179,0,,0.179,●
4978,山田和佐,B1,79,0.038,5,,0.038,
4431,石塚裕介,B1,60,0.067,0,,0.067,
4410,井上大輔,B1,81,0.136,0,,0.136,●
3572,安田政彦,B1,90,0.067,12,,0.067,
3656,伯母芳恒,B1,71,0.042,0,,0.042,
4914,吉田裕平,A1,84,0.119,3,,0.119,
4131,原豊土,B1,63,0.143,4,,0.143,●
5107,松本真広,B1,72,0.083,0,,0.083,
4601,森野正弘,A1,95,0.2,3,,0.2,●
4346,前田健太郎,B1,67,0.075,1,,0.075,
4258,関根彰人,B1,69,0.043,4,,0.043,
4766,石井孝之,B1,49,0.163,0,,0.163,●
5036,福田翔吾,B1,85,0.094,0,,0.094,
3574,大神康司,A1,64,0.016,4,,0.016,
4174,赤坂俊輔,A1,105,0.086,10,,0.086,
4369,丹下将,A2,92,0.185,4,,0.185,●
4370,山口達也,A1,90,0.189,5,,0.189,●
4907,小池修平,A1,77,0.169,3,,0.169,●
5122,相馬翔,B1,53,0.019,0,,0.019,
5074,大澤誠也,B1,61,0.016,0,,0.016,
5098,大江純,B1,83,0.133,5,,0.133,●
5175,島崎丈一朗,B1,43,0.0,0,,0.0,
4388,是澤孝宏,A2,84,0.071,10,,0.071,
3797,岩井繁,B1,85,0.024,0,,0.024,
3889,須藤隆雄,B1,70,0.043,2,,0.043,
4944,田代達也,B1,77,0.065,3,,0.065,
5303,土井歩夢,A2,76,0.053,0,,0.053,
4308,河村了,A1,80,0.125,0,,0.125,●
4652,酒見峻介,B1,75,0.027,0,,0.027,
5299,西丸敦基,A2,82,0.11,17,0.118,0.118,
4633,森智也,A2,84,0.06,0,,0.06,
5367,赤松咲香,B2,30,0.033,3,,0.033,
4158,木場雄二郎,B1,69,0.043,4,,0.043,
5212,西川拓利,A2,81,0.123,0,,0.123,●
5042,畑田汰一,A1,92,0.152,0,,0.152,●
5065,伊久間陽優,A2,65,0.108,3,,0.108,
5293,眞崎武蔵,B1,26,0.0,0,,0.0,
4839,四宮与寛,A2,65,0.092,5,,0.092,
5085,中村栄治,A2,82,0.122,0,,0.122,●
5374,木山大聖,B1,42,0.0,0,,0.0,
3430,角浜修,B1,82,0.049,8,,0.049,
4239,竹田辰也,A1,75,0.147,4,,0.147,●
3832,下田哲也,B2,43,0.047,15,0.067,0.067,
3848,川上聡介,B1,71,0.028,9,,0.028,
4188,久田敏之,A1,76,0.224,4,,0.224,●
3372,加藤雅之,B2,57,0.0,5,,0.0,
4120,柘植政浩,A2,96,0.083,9,,0.083,
3497,後藤浩,B1,66,0.121,5,,0.121,●
3370,坪内実,B1,56,0.018,0,,0.018,
4234,野相弘司,B1,64,0.062,0,,0.062,
3893,汐崎正則,B1,78,0.077,4,,0.077,
5145,島川海輝,A2,89,0.135,4,,0.135,●
4145,小澤学,B1,79,0.025,6,,0.025,
5391,出穂和鼓,B2,25,0.0,0,,0.0,
5066,鈴木孝明,A1,84,0.155,3,,0.155,●
4924,中北涼,B1,76,0.053,6,,0.053,
5254,羽田妃希,B1,61,0.0,0,,0.0,
4773,中川りな,A2,93,0.086,8,,0.086,
5322,根岸真優,B1,63,0.0,0,,0.0,
5213,湯淺紀香,B1,85,0.082,4,,0.082,
4941,孫崎百世,B1,68,0.059,2,,0.059,
3618,海野ゆかり,A1,89,0.157,3,,0.157,●
3871,池田紫乃,B1,61,0.066,4,,0.066,
4045,佐々木裕美,B1,67,0.09,4,,0.09,
5129,山口真喜子,A2,69,0.159,4,,0.159,●
5079,大石真央,B1,77,0.078,4,,0.078,
5296,永田楽,B1,69,0.072,6,,0.072,
5283,植木美帆,B2,44,0.023,0,,0.023,
4011,堀之内紀代子,A2,71,0.155,6,,0.155,●
3580,水口由紀,B1,73,0.027,3,,0.027,
4694,高田綾,B1,69,0.058,7,,0.058,
5281,井上遥妃,A1,73,0.11,9,,0.11,
4938,小芦るり華,A1,83,0.241,10,,0.241,●
4964,土屋南,A2,61,0.098,0,,0.098,
5088,高憧四季,A1,98,0.163,5,,0.163,●
2878,富山弘幸,B1,80,0.1,0,,0.1,
3692,竹腰正樹,B1,66,0.061,0,,0.061,
3906,飯山晃三,B1,85,0.012,7,,0.012,
3619,長谷川充,B1,75,0.067,2,,0.067,
3548,室田泰史,A2,93,0.086,0,,0.086,
3517,高橋勲,B1,96,0.135,4,,0.135,●
3584,佐々木英樹,B1,73,0.055,0,,0.055,
3514,山一鉄也,A2,86,0.116,3,,0.116,
3516,吉原聖人,B1,54,0.111,7,,0.111,
3945,橋口真樹,B1,57,0.053,0,,0.053,
3256,三角哲男,A1,72,0.125,0,,0.125,●
4828,松山将吾,A1,69,0.159,3,,0.159,●
5253,藤井太雅,B2,26,0.115,0,,0.115,
4771,下寺秀和,A1,86,0.163,0,,0.163,●
5006,久保原秀人,B1,70,0.057,0,,0.057,
5277,井上未都,B1,68,0.088,0,,0.088,
3582,吉川昭男,A2,118,0.127,4,,0.127,●
5184,飯塚響,B2,34,0.029,4,,0.029,
4416,三宅健太,B1,83,0.181,3,,0.181,●
4471,新田泰章,A1,91,0.11,0,,0.11,
4596,葛原大陽,A2,80,0.037,3,,0.037,
3392,小森信雄,B1,57,0.018,3,,0.018,
3541,三嶌誠司,A2,84,0.06,8,,0.06,
3334,角ひとみ,A2,92,0.033,2,,0.033,
3606,川北浩貴,B1,85,0.071,7,,0.071,
4997,濱崎寿里矢,B2,45,0.044,2,,0.044,
3589,西村勝,B1,57,0.018,0,,0.018,
4608,荒井翔伍,A2,82,0.11,5,,0.11,
4260,中越博紀,B1,81,0.136,3,,0.136,●
3878,胡本悟志,B1,67,0.075,4,,0.075,
4266,長田頼宗,A1,86,0.116,4,,0.116,
4357,田中和也,A1,84,0.131,0,,0.131,●
4589,塩崎桐加,B1,57,0.158,0,,0.158,●
4335,若林将,A1,82,0.134,0,,0.134,●
4146,柳橋宏紀,A2,84,0.071,4,,0.071,
5189,藤原早菜,A2,74,0.081,0,,0.081,
3156,金子良昭,B1,76,0.039,0,,0.039,
4175,川尻泰輔,A2,68,0.074,0,,0.074,
4415,下出卓矢,A1,71,0.155,0,,0.155,●
4240,今井裕梨,A2,66,0.076,3,,0.076,
5185,加藤優弥,B1,69,0.116,4,,0.116,
3305,小野信樹,B1,57,0.018,2,,0.018,
4374,永田義紘,B1,77,0.091,3,,0.091,
4164,岩永節也,B1,67,0.0,3,,0.0,
4163,山崎裕司,A2,95,0.116,4,,0.116,
5205,刑部亜里紗,A2,83,0.108,7,,0.108,
5064,品川二千翔,A1,79,0.089,3,,0.089,
5290,坂本一真,B1,76,0.039,4,,0.039,
5368,宮崎心之介,B1,42,0.19,3,,0.19,●
4769,馬場剛,A1,82,0.183,0,,0.183,●
4241,大串重幸,A2,89,0.067,0,,0.067,
5133,堀越雄貴,B1,70,0.129,0,,0.129,●
4932,新開航,A1,75,0.187,0,,0.187,●
4238,毒島誠,A1,57,0.211,0,,0.211,●
4364,池永太,A1,77,0.221,1,,0.221,●
4245,高橋直哉,B1,63,0.063,10,,0.063,
4848,仲谷颯仁,A1,69,0.072,2,,0.072,
4497,桑原悠,A1,68,0.221,5,,0.221,●
3960,菊地孝平,A1,93,0.108,0,,0.108,
5073,上原健次郎,A2,72,0.056,0,,0.056,
4102,益田啓司,A1,89,0.202,5,,0.202,●
4719,上條暢嵩,A1,84,0.071,3,,0.071,
4401,小林泰,A2,72,0.097,2,,0.097,
4494,河合佑樹,A1,72,0.083,0,,0.083,
4685,島村隆幸,A1,69,0.246,3,,0.246,●
3854,吉川元浩,A1,81,0.086,0,,0.086,
4844,村上奈穂,B1,79,0.025,3,,0.025,
5193,米丸乃絵,A1,80,0.075,6,,0.075,
4262,馬場貴也,A1,88,0.136,4,,0.136,●
4407,鹿島敏弘,B1,84,0.024,0,,0.024,
4547,中田竜太,A1,77,0.091,0,,0.091,
4686,丸野一樹,A1,73,0.123,0,,0.123,●
4586,磯部誠,A1,84,0.083,3,,0.083,
4237,大峯豊,A1,89,0.191,4,,0.191,●
3590,濱野谷憲吾,A1,95,0.105,0,,0.105,
5312,川辺郭人,B1,72,0.028,3,,0.028,
4966,田川大貴,B1,68,0.088,2,,0.088,
3853,岩崎正哉,A2,88,0.057,2,,0.057,
4483,北野輝季,A1,77,0.195,4,,0.195,●
3679,飯島昌弘,A2,99,0.02,0,,0.02,
3562,山下和彦,A2,82,0.134,0,,0.134,●
3558,山本浩次,B1,73,0.082,6,,0.082,
3863,海老澤泰行,B1,74,0.054,4,,0.054,
4371,西山貴浩,A1,82,0.037,3,,0.037,
3984,坂口周,A1,91,0.121,0,,0.121,●
4362,土屋智則,A1,72,0.014,3,,0.014,
4676,後藤隼之,A2,85,0.059,0,,0.059,
4363,大野芳顕,A2,89,0.079,4,,0.079,
3563,堤昇,B1,83,0.06,0,,0.06,
3857,阿波勝哉,B1,41,0.098,0,,0.098,
4396,大田直弥,B1,84,0.048,3,,0.048,
4103,山崎善庸,B1,61,0.0,3,,0.0,
3982,福田理,B1,70,0.071,8,,0.071,
4992,廣瀬篤哉,B1,75,0.107,0,,0.107,
4302,西野翔太,A1,96,0.125,3,,0.125,●
4565,西村豪洋,B1,67,0.03,0,,0.03,
4708,半田尚也,B1,61,0.016,0,,0.016,
4429,豊田泰洋,B1,79,0.038,2,,0.038,
5336,瀬川大地,B1,55,0.0,2,,0.0,
5275,松田淳平,A1,79,0.127,2,,0.127,●
4112,大久保信一郎,A2,75,0.107,2,,0.107,
3989,熊本英一,B1,69,0.043,0,,0.043,
5270,小玉啓太,B1,67,0.104,0,,0.104,
5051,松本純平,A1,77,0.117,0,,0.117,
3771,折下寛法,B1,75,0.053,5,,0.053,
4570,前田聖文,A1,82,0.134,0,,0.134,●
5361,植竹玲奈,B1,45,0.022,3,,0.022,
4703,森永隆,A1,78,0.192,0,,0.192,●
4816,村松修二,A2,70,0.086,6,,0.086,
5220,青木蓮,A2,94,0.16,4,,0.16,●
4984,森下愛梨,B1,57,0.07,7,,0.07,
5297,南彩寧,B1,76,0.013,0,,0.013,
3302,谷川里江,B1,49,0.143,3,,0.143,●
4714,喜多須杏奈,B1,75,0.027,10,,0.027,
3900,香川素子,A2,86,0.105,6,,0.105,
4825,倉持莉々,A1,70,0.186,3,,0.186,●
5314,中曽瑠華,B1,58,0.017,0,,0.017,
5003,来田衣織,B1,86,0.105,9,,0.105,
5165,小林愛実,B1,65,0.046,4,,0.046,
4385,鈴木祐美子,B2,43,0.047,0,,0.047,
5182,宮崎安奈,B1,61,0.066,3,,0.066,
3807,岡部哲,B1,75,0.027,0,,0.027,
3773,津留浩一郎,B1,67,0.03,3,,0.03,
4081,樋口範政,B1,87,0.046,0,,0.046,
3226,浦田信義,B1,67,0.06,0,,0.06,
3564,桑原啓,B1,81,0.086,11,,0.086,
3543,福田雅一,B1,55,0.091,4,,0.091,
3875,廣中良一,B1,81,0.025,6,,0.025,
3503,堂原洋史,B1,69,0.058,0,,0.058,
4082,濱崎誠,B1,77,0.091,0,,0.091,
3620,信濃由行,B1,71,0.028,7,,0.028,
3614,谷勝幸,B1,78,0.064,0,,0.064,
3282,池本輝明,B1,75,0.013,2,,0.013,
3915,繁野谷圭介,A2,84,0.071,5,,0.071,
4553,坪口竜也,A2,78,0.077,8,,0.077,
5371,早川颯太,B2,42,0.024,0,,0.024,
4618,乃村康友,B1,64,0.047,2,,0.047,
4516,野口勝弘,A1,96,0.156,0,,0.156,●
3569,増田進,B1,68,0.029,2,,0.029,
5247,大森翼,B1,81,0.012,4,,0.012,
5018,竹下大樹,A1,100,0.11,3,,0.11,
4421,森作広大,B1,46,0.022,1,,0.022,
3339,泉具巳,B1,62,0.097,0,,0.097,
3567,吉岡誠,B1,45,0.044,1,,0.044,
3377,塚田修二,B1,54,0.056,0,,0.056,
5167,小川竜太朗,B1,65,0.046,0,,0.046,
3922,菅沼佳昭,B1,80,0.025,4,,0.025,
4688,永井彪也,A1,72,0.097,6,,0.097,
4317,木村紗友希,B1,68,0.044,3,,0.044,
4788,小池哲也,A2,85,0.106,0,,0.106,
4171,榎幸司,A2,85,0.141,3,,0.141,●
4948,木場悠介,B1,70,0.071,3,,0.071,
3880,浅見宗孝,B1,67,0.03,3,,0.03,
3381,滝沢芳行,B1,80,0.113,9,,0.113,
4352,下條雄太郎,A1,64,0.062,0,,0.062,
4366,前沢丈史,A1,89,0.169,0,,0.169,●
4478,櫻本あゆみ,A1,73,0.205,0,,0.205,●
4961,西橋奈未,A1,80,0.113,3,,0.113,
4895,門間雄大,A2,69,0.116,2,,0.116,
5206,梅原祥平,B1,55,0.091,0,,0.091,
4611,今井美亜,A1,89,0.079,5,,0.079,
4391,松田祐季,A1,82,0.122,3,,0.122,●
4700,金子和之,A2,77,0.065,4,,0.065,
4344,新田雄史,A1,89,0.112,3,,0.112,
4205,山口剛,A1,70,0.114,0,,0.114,
3716,石渡鉄兵,A1,75,0.173,0,,0.173,●
4468,大池佑来,A1,77,0.182,1,,0.182,●
4337,平本真之,A1,82,0.073,0,,0.073,
3897,白井英治,A1,85,0.047,3,,0.047,
3726,桂林寛,B1,45,0.067,0,,0.067,
5222,津田陸翔,A1,83,0.133,6,,0.133,●
5015,高橋竜矢,A1,81,0.062,8,,0.062,
5139,大場恒季,A1,92,0.109,6,,0.109,
4640,山ノ内雅人,A2,97,0.165,6,,0.165,●
4226,村田浩司,B1,75,0.093,0,,0.093,
5229,吉川晴人,A2,82,0.085,0,,0.085,
5151,山下奈緒,B1,72,0.014,0,,0.014,
4283,石井裕美,B1,55,0.073,3,,0.073,
4203,小倉康典,B1,57,0.035,2,,0.035,
5132,中野希一,A1,90,0.189,7,,0.189,●
4857,加藤翔馬,A1,52,0.173,0,,0.173,●
4014,片岡恵里,A2,85,0.082,4,,0.082,
5045,平川香織,A2,96,0.104,3,,0.104,
4473,藤堂里香,B1,64,0.094,2,,0.094,
4050,田口節子,A1,71,0.169,4,,0.169,●
5013,山下夏鈴,B1,86,0.256,6,,0.256,●
5163,清水愛海,A1,73,0.151,10,,0.151,●
5231,寺田空詩,B1,67,0.075,0,,0.075,
5218,山田理央,A1,93,0.14,25,0.2,0.2,●
4878,西岡育未,B1,56,0.054,5,,0.054,
3654,武田光史,A2,80,0.15,3,,0.15,●
3796,長野道臣,B1,66,0.045,0,,0.045,
3977,山本兼士,B1,84,0.06,0,,0.06,
4821,妻鳥晋也,B1,70,0.143,9,,0.143,●
3800,牧宏次,A2,61,0.066,0,,0.066,
5158,宮脇遼太,A1,71,0.254,4,,0.254,●
4085,荻野裕介,B1,48,0.062,0,,0.062,
3579,中里優子,B1,58,0.034,2,,0.034,
4513,河野真也,A2,78,0.128,6,,0.128,●
4738,清埜翔子,A2,93,0.086,0,,0.086,
4508,野間大樹,A2,66,0.045,0,,0.045,
5089,前田翔,A1,83,0.133,6,,0.133,●
5256,中山翔太,A1,88,0.148,0,,0.148,●
4199,北川潤二,A1,143,0.07,10,,0.07,
4190,長嶋万記,B2,37,0.189,3,,0.189,●
3557,太田和美,A1,105,0.105,5,,0.105,
4201,佐竹友樹,B1,48,0.062,0,,0.062,
4336,松田竜馬,B1,83,0.024,4,,0.024,
4024,井口佳典,A1,74,0.162,2,,0.162,●
4573,佐藤翼,A1,79,0.114,0,,0.114,
4166,吉田拡郎,A1,75,0.093,3,,0.093,
4020,川上清人,B1,60,0.05,9,,0.05,
4592,小林孝弘,B1,64,0.078,1,,0.078,
3566,川添英正,B1,77,0.078,4,,0.078,
4182,吉田和仁,B1,82,0.061,4,,0.061,
3353,前田光昭,B1,39,0.026,0,,0.026,
3357,福島陽子,B1,64,0.016,0,,0.016,
4873,蒲原健太,B1,91,0.055,4,,0.055,
3207,田村美和,B1,55,0.018,0,,0.018,
5289,佃來紀,A2,74,0.081,2,,0.081,
5280,廣瀬凜,A1,70,0.143,3,,0.143,●
5298,水谷理人,A1,94,0.191,25,0.16,0.16,●
4875,大塚康雅,B1,72,0.083,0,,0.083,
5083,柳瀬幹太,B1,59,0.085,0,,0.085,
4360,庄司孝輔,A2,90,0.056,6,,0.056,
5246,楠将太郎,A2,63,0.079,0,,0.079,
3809,吉田光,B1,76,0.026,9,,0.026,
3714,梶原正,B1,72,0.083,3,,0.083,
4003,表憲一,B1,63,0.063,0,,0.063,
4988,牟田奨太,B1,75,0.08,3,,0.08,
5114,小林孝彰,B1,95,0.116,2,,0.116,
3361,岡部浩,B1,48,0.021,4,,0.021,
5228,若林樹蘭,A2,56,0.107,0,,0.107,
3901,松田憲幸,B2,54,0.093,3,,0.093,
4627,藤原菜希,A2,60,0.2,7,,0.2,●
5195,北村寧々,A2,59,0.102,6,,0.102,
3699,富永正人,B1,58,0.103,3,,0.103,
3616,中村真,B1,66,0.061,2,,0.061,
3784,中島友和,B1,76,0.105,3,,0.105,
4061,萩原秀人,A1,84,0.119,4,,0.119,
4359,横川聖志,A2,72,0.097,2,,0.097,
5259,野田昇吾,B2,46,0.022,0,,0.022,
4979,中野夢斗,B1,76,0.092,0,,0.092,
4598,加藤政彦,B1,73,0.123,2,,0.123,●
3933,山地正樹,B1,96,0.062,3,,0.062,
3852,澤大介,B1,58,0.069,0,,0.069,
4502,遠藤エミ,A1,71,0.127,3,,0.127,●
4851,関浩哉,A1,73,0.151,3,,0.151,●
5295,田上凜,B1,56,0.161,6,,0.161,●
3538,菊池峰晴,B2,47,0.085,0,,0.085,
3459,中野和裕,B1,68,0.059,5,,0.059,
4367,山口修路,B1,69,0.029,7,,0.029,
5417,小柳勝希,B1,28,0.071,0,,0.071,
3748,小黒竜吾,B1,62,0.065,2,,0.065,
5268,山本幸也,B1,45,0.0,2,,0.0,
4214,林祐介,B1,67,0.03,2,,0.03,
4607,鶴田勇雄,A2,84,0.024,4,,0.024,
4928,栗城匠,A1,87,0.241,2,,0.241,●
3850,小川知行,B1,85,0.059,0,,0.059,
4119,泥谷一毅,B1,90,0.067,0,,0.067,
3581,加木郁,B1,76,0.013,0,,0.013,
4931,木谷賢太,A1,79,0.114,19,0.158,0.158,●
3583,齋藤智裕,B1,56,0.018,6,,0.018,
3687,花田和明,B1,92,0.022,5,,0.022,
5307,富永夏哉人,B1,68,0.059,4,,0.059,
3477,近藤稔也,B1,71,0.0,6,,0.0,
4995,田邉亮蔵,B1,73,0.027,5,,0.027,
4603,谷川将太,B1,84,0.036,0,,0.036,
5286,坂井滉哉,B1,70,0.029,3,,0.029,
3744,徳増秀樹,A1,114,0.079,4,,0.079,
4016,西川新太郎,B1,67,0.03,0,,0.03,
3577,向所浩二,B1,55,0.127,0,,0.127,●
4927,関野文,A2,86,0.081,8,,0.081,
3998,冨成謙児,B1,65,0.015,3,,0.015,
3401,上田隆章,B1,75,0.04,11,,0.04,
5366,塩嶋泰空,B2,28,0.0,0,,0.0,
5194,大久保佑香,B1,73,0.041,2,,0.041,
5362,中嶋世奈,B2,37,0.0,0,,0.0,
4098,赤澤文香,B1,66,0.03,1,,0.03,
4084,杉山正樹,A1,86,0.093,3,,0.093,
4557,松尾光広,B1,57,0.018,3,,0.018,
4730,土屋実沙希,B1,68,0.088,4,,0.088,
3075,中村裕将,B1,81,0.074,0,,0.074,
5181,森智哉,B1,66,0.091,4,,0.091,
5039,倉田茂将,B1,83,0.048,0,,0.048,
5004,河野主樹,A2,76,0.118,0,,0.118,
3704,本部めぐみ,B1,54,0.0,3,,0.0,
5052,赤井星璃菜,B1,44,0.136,3,,0.136,●
3909,佐々木康幸,A1,100,0.11,3,,0.11,
3964,宮地博士,B1,69,0.014,3,,0.014,
3885,久田武,A2,81,0.049,4,,0.049,
3808,秋田健太郎,B1,69,0.014,3,,0.014,
4365,盛本真輔,A2,73,0.123,3,,0.123,●
4735,角山雄哉,B1,71,0.085,2,,0.085,
3445,加藤高史,B1,60,0.0,0,,0.0,
4169,多田有佑,B1,52,0.058,4,,0.058,
5043,中村日向,A1,81,0.16,12,,0.16,●
4406,幸野史明,B1,71,0.042,0,,0.042,
5010,宇留田翔平,A2,86,0.081,0,,0.081,
5278,田中駿兵,A1,86,0.233,6,,0.233,●
3957,大谷直弘,B1,77,0.065,0,,0.065,
3432,宮迫暢彦,B1,75,0.013,2,,0.013,
3712,淺香文武,B1,70,0.029,0,,0.029,
4096,石橋道友,A1,72,0.056,0,,0.056,
4729,佐藤謙史朗,B1,43,0.093,3,,0.093,
5011,高木圭大,B1,71,0.0,3,,0.0,
5310,土屋蘭,B1,56,0.089,5,,0.089,
4918,川島拓郎,B1,84,0.048,0,,0.048,
4350,篠崎元志,A1,81,0.148,0,,0.148,●
4957,竹之内極,B1,82,0.11,0,,0.11,
4167,片岡秀樹,B1,60,0.033,3,,0.033,
4361,柳生泰二,A1,75,0.16,3,,0.16,●
3868,尾形栄治,B1,77,0.039,0,,0.039,
3710,吉永泰弘,B1,86,0.035,17,0.0,0.0,
4892,柴田直哉,B1,62,0.097,0,,0.097,
4998,中村かなえ,B2,27,0.037,0,,0.037,
4060,島田一生,B1,77,0.13,5,,0.13,●
4664,東口晃,B1,56,0.089,3,,0.089,
4068,幸田智裕,B1,73,0.027,0,,0.027,
4887,富澤祐作,B1,78,0.115,0,,0.115,
5355,萩原丈太朗,B1,41,0.024,0,,0.024,
5154,村松栄太,B1,70,0.071,7,,0.071,
3715,倉尾大介,A2,62,0.032,4,,0.032,
3527,中嶋誠一郎,B1,77,0.026,0,,0.026,
3772,一柳和孝,B1,65,0.015,0,,0.015,
4803,飯田庄吾,B1,59,0.017,4,,0.017,
4077,品田直樹,A2,73,0.068,4,,0.068,
4086,寺本重宣,A2,73,0.123,0,,0.123,●
4489,岩川仁士,B1,73,0.055,0,,0.055,
3882,新田智彰,B1,79,0.063,10,,0.063,
4697,國弘翔平,B1,70,0.029,4,,0.029,
3935,岩津徹郎,B1,58,0.069,2,,0.069,
3406,中里英夫,B1,85,0.094,2,,0.094,
5060,数原魁,A2,74,0.135,4,,0.135,●
4356,長岡良也,A2,83,0.133,4,,0.133,●
5110,杉山喜一,B1,80,0.087,3,,0.087,
3787,天野誠,B1,63,0.016,5,,0.016,
4142,平野和明,A2,85,0.024,0,,0.024,
4083,福島勇樹,A1,83,0.169,3,,0.169,●
4063,市橋卓士,A1,86,0.128,6,,0.128,●
5255,藤原仙二,A1,87,0.172,13,,0.172,●
4009,小林一樹,A2,80,0.087,3,,0.087,
4093,吉田宗弘,B1,68,0.044,2,,0.044,
3872,岡田憲行,A2,80,0.113,0,,0.113,
5090,生方靖亜,B1,61,0.164,0,,0.164,●
5111,三村岳人,A2,57,0.088,0,,0.088,
5359,佐藤世那,B1,60,0.1,6,,0.1,
4470,平田健之佑,A2,76,0.039,4,,0.039,
4930,佐藤悠,A2,74,0.149,0,,0.149,●
3306,武田正紀,B1,62,0.081,0,,0.081,
5405,竹内来,B1,21,0.095,0,,0.095,
5379,廣部大明,B1,30,0.0,1,,0.0,
4832,権藤俊光,A1,82,0.183,3,,0.183,●
3471,赤峰和也,B1,61,0.033,0,,0.033,
4368,山口隆史,B1,68,0.059,6,,0.059,
4919,吉田翔悟,B1,49,0.041,0,,0.041,
3867,松浦勝,B1,75,0.04,2,,0.04,
3752,宇土泰就,B1,67,0.03,0,,0.03,
5106,山崎祥,A2,69,0.145,7,,0.145,●
4753,森照夫,B2,35,0.057,0,,0.057,
4764,小池礼乃,B1,75,0.093,2,,0.093,
4438,森作雄大,B1,90,0.178,0,,0.178,●
3542,清水紀克,B1,34,0.0,1,,0.0,
3801,五反田忍,B1,42,0.167,0,,0.167,●
4899,占部一真,B1,70,0.043,4,,0.043,
3999,大瀧明日香,A2,88,0.114,2,,0.114,
3842,星野太郎,B1,53,0.057,8,,0.057,
4097,貫地谷直人,B1,60,0.0,5,,0.0,
3696,白井友晴,B1,66,0.03,4,,0.03,
4076,杉田篤光,B1,96,0.062,2,,0.062,
5376,吉田一心,B1,58,0.034,0,,0.034,
5319,近藤颯斗,B1,54,0.111,0,,0.111,
5208,屋良龍紀,B1,70,0.057,2,,0.057,
5191,飛田江己,A1,95,0.211,3,,0.211,●
4501,樋口由加里,B1,86,0.128,3,,0.128,●
5230,石原凪紗,B1,52,0.077,7,,0.077,
5304,井田涼介,B2,32,0.031,0,,0.031,
5161,登玉隼百,A2,86,0.14,3,,0.14,●
5276,大島隆乃介,B1,84,0.06,4,,0.06,
5196,鰐部太空海,A1,80,0.175,0,,0.175,●
4917,岩橋裕馬,B1,75,0.067,0,,0.067,
3929,杢野誓良,B1,76,0.026,0,,0.026,
5120,山本稔太朗,B1,57,0.035,4,,0.035,
4967,中村魁生,A1,83,0.157,4,,0.157,●
4572,渡部悟,B1,62,0.097,5,,0.097,
5037,田頭虎親,B1,56,0.107,15,0.067,0.067,
5008,羽野諒,B1,61,0.016,4,,0.016,
3949,今出晋二,B1,57,0.0,0,,0.0,
4465,大西賢,B1,49,0.02,3,,0.02,
4358,松本庸平,B1,59,0.051,3,,0.051,
5009,大賀龍之介,A2,75,0.12,0,,0.12,●
5017,澤田尚也,A1,74,0.162,1,,0.162,●
5292,佐藤右京,B1,73,0.055,3,,0.055,
4106,坂井康嗣,B1,68,0.029,3,,0.029,
4925,森悠稀,A2,82,0.159,14,,0.159,●
4409,坂元浩仁,A1,73,0.096,1,,0.096,
4544,松田大志郎,A1,88,0.341,3,,0.341,●
4908,上田龍星,A1,84,0.119,0,,0.119,
4372,原田佑実,A2,58,0.121,7,,0.121,●
3419,栗原謙治,B2,20,0.0,0,,0.0,
4709,岡村将也,A2,74,0.081,0,,0.081,
5272,松田真実,B1,63,0.032,4,,0.032,
5235,岩田凌,B2,36,0.083,0,,0.083,
5318,河内一馬,B1,73,0.027,3,,0.027,
5221,竹間隆晟,A1,96,0.115,11,,0.115,
