regno,選手名,slow_st,slow_src,slow_flag,dash_st,dash_src,dash_flag
3654,武田光史,0.157,全国,,0.162,全国,
3655,本橋克洋,0.176,全国,,0.18,全国,
3656,伯母芳恒,0.159,全国,,0.174,全国,
3659,藤生雄人,0.158,全国,,0.176,全国,
3660,長谷川親王,0.197,全国,遅れ,0.205,全国,遅れ
3661,柳瀬興志,0.171,全国,,0.167,全国,
3662,大庭元明,0.156,全国,,0.166,全国,
3663,木山和幸,0.146,当地,,0.182,全国,遅れ
3664,鈴木賢一,0.14,全国,,0.206,全国,遅れ
3679,飯島昌弘,0.142,全国,,0.17,全国,
3680,森林太,0.193,全国,遅れ,0.202,全国,遅れ
3681,山谷央,0.152,全国,,0.148,全国,
3684,清水攻二,0.16,全国,,0.202,全国,遅れ
3685,荒井輝年,0.15,全国,,0.164,全国,
3686,鳥居塚孝博,0.136,全国,,0.153,全国,
3687,花田和明,0.158,全国,,0.173,全国,
3690,河合三弘,0.193,全国,遅れ,0.18,全国,
3692,竹腰正樹,0.152,全国,,0.164,全国,
3696,白井友晴,0.18,全国,,0.17,全国,
3699,富永正人,0.177,全国,,0.181,全国,遅れ
3701,大西隆洋,0.185,全国,遅れ,0.188,当地,遅れ
3703,鳥飼眞,0.179,当地,,0.171,全国,
3704,本部めぐみ,0.228,全国,遅れ,0.224,全国,遅れ
3708,岡部貴司,0.144,全国,,0.17,全国,
3710,吉永泰弘,0.161,全国,,0.258,当地,遅れ
3711,江本真治,0.163,当地,,0.154,全国,
3712,淺香文武,0.143,全国,,0.174,全国,
3713,伊藤誠二,0.154,全国,,0.152,全国,
3714,梶原正,0.146,全国,,0.162,全国,
3715,倉尾大介,0.144,全国,,0.18,全国,遅れ
3716,石渡鉄兵,0.127,全国,巧者,0.124,全国,巧者
3717,立間充宏,0.16,全国,,0.174,全国,
3718,伊達正利,0.163,全国,,0.179,全国,
3719,辻栄蔵,0.146,全国,,0.151,全国,
3721,守田俊介,0.124,全国,巧者,0.12,全国,巧者
3722,西村秀樹,0.173,全国,,0.192,全国,遅れ
3726,桂林寛,0.165,全国,,0.161,全国,
3730,塩崎優司,0.158,全国,,0.178,全国,
3731,高濱芳久,0.184,全国,遅れ,0.181,全国,遅れ
3736,岡本猛,0.186,全国,遅れ,0.127,全国,巧者
3737,上平真二,0.156,全国,,0.189,全国,遅れ
3740,大澤普司,0.164,全国,,0.174,全国,
3741,松尾基成,0.166,全国,,0.19,全国,遅れ
3742,宮地秀祈,0.181,全国,遅れ,0.18,全国,遅れ
3743,林美憲,0.138,全国,,0.165,全国,
3744,徳増秀樹,0.131,全国,,0.129,全国,巧者
3745,橋本年光,0.166,全国,,0.189,全国,遅れ
3746,岡瀬正人,0.164,全国,,0.181,全国,遅れ
3747,國崎良春,0.168,全国,,0.157,全国,
3748,小黒竜吾,0.164,全国,,0.157,全国,
3752,宇土泰就,0.174,全国,,0.158,全国,
3757,畑和宏,0.177,当地,,0.163,全国,
3761,山本光雄,0.164,全国,,0.168,全国,
3769,佐竹恒彦,0.19,当地,遅れ,0.183,全国,遅れ
3771,折下寛法,0.141,全国,,0.152,全国,
3772,一柳和孝,0.151,全国,,0.154,全国,
3773,津留浩一郎,0.16,全国,,0.165,全国,
3775,泉啓文,0.169,全国,,0.183,全国,遅れ
3776,横井健太,0.182,全国,遅れ,0.185,全国,遅れ
3777,樋口亮,0.164,全国,,0.178,全国,
3778,安達美帆,0.215,全国,遅れ,0.221,全国,遅れ
3779,原田幸哉,0.11,全国,巧者,0.114,全国,巧者
3783,瓜生正義,0.154,当地,,0.171,当地,
3784,中島友和,0.148,全国,,0.181,当地,遅れ
3787,天野誠,0.18,全国,遅れ,0.199,全国,遅れ
3788,一宮稔弘,0.14,全国,,0.119,全国,巧者
3790,佐口達也,0.174,全国,,0.213,全国,遅れ
3792,田中豪,0.156,全国,,0.157,全国,
3793,高橋真吾,0.173,全国,,0.155,全国,
3796,長野道臣,0.173,全国,,0.173,全国,
3797,岩井繁,0.197,全国,遅れ,0.207,全国,遅れ
3800,牧宏次,0.143,全国,,0.166,全国,
3801,五反田忍,0.162,全国,,0.174,全国,
3804,中渡修作,0.159,全国,,0.161,全国,
3805,高橋英之,0.131,全国,,0.128,全国,巧者
3807,岡部哲,0.162,全国,,0.18,全国,遅れ
3808,秋田健太郎,0.165,全国,,0.16,全国,
3809,吉田光,0.172,全国,,0.245,当地,遅れ
3811,石田章央,0.157,全国,,0.15,全国,
3812,山崎聖司,0.159,全国,,0.184,全国,遅れ
3813,佐藤大介,0.169,当地,,0.185,全国,遅れ
3814,金子貴志,0.181,全国,遅れ,0.192,全国,遅れ
3820,樫葉次郎,0.153,全国,,0.158,全国,
3822,平尾崇典,0.172,当地,,0.148,全国,
3825,宮嵜隆太郎,0.129,全国,巧者,0.123,全国,巧者
3826,村田修次,0.146,全国,,0.164,全国,
3827,今泉徹,0.173,全国,,0.175,全国,
3828,明石正之,0.159,全国,,0.175,全国,
3831,安藤裕貴,0.134,全国,,0.165,全国,
3832,下田哲也,0.155,全国,,0.173,全国,
3833,中辻博訓,0.127,全国,巧者,0.134,全国,
3834,細川明人,0.191,全国,遅れ,0.192,全国,遅れ
3837,秋山広一,0.155,全国,,0.177,全国,
3838,伊藤啓三,0.155,全国,,0.15,全国,
3839,川合理司,0.16,全国,,0.186,全国,遅れ
3841,佐々木和伸,0.149,全国,,0.168,全国,
3842,星野太郎,0.176,全国,,0.197,全国,遅れ
3843,上之晃弘,0.153,当地,,0.164,全国,
3845,中谷朋子,0.201,全国,遅れ,0.204,全国,遅れ
3848,川上聡介,0.149,全国,,0.144,全国,
3849,中岡正彦,0.135,全国,,0.119,全国,巧者
3850,小川知行,0.139,全国,,0.146,全国,
3851,森田昭彦,0.15,全国,,0.196,当地,遅れ
3852,澤大介,0.174,全国,,0.191,全国,遅れ
3853,岩崎正哉,0.153,当地,,0.209,全国,遅れ
3854,吉川元浩,0.14,全国,,0.137,全国,
3855,大熊辰弥,0.21,全国,遅れ,0.282,全国,遅れ
3857,阿波勝哉,0.196,全国,遅れ,0.198,全国,遅れ
3859,多羅尾達之,0.144,全国,,0.154,全国,
3860,松本浩貴,0.191,全国,遅れ,0.201,全国,遅れ
3863,海老澤泰行,0.175,当地,,0.195,全国,遅れ
3866,木山誠一,0.124,全国,巧者,0.143,全国,
3867,松浦勝,0.171,全国,,0.167,全国,
3868,尾形栄治,0.191,全国,遅れ,0.204,全国,遅れ
3869,井芹大志,0.178,全国,,0.184,全国,遅れ
3870,寺嶋雄,0.187,全国,遅れ,0.171,全国,
3871,池田紫乃,0.175,当地,,0.184,全国,遅れ
3872,岡田憲行,0.193,全国,遅れ,0.189,全国,遅れ
3873,別府昌樹,0.164,全国,,0.187,全国,遅れ
3874,山本寛久,0.151,全国,,0.169,全国,
3875,廣中良一,0.159,全国,,0.179,全国,
3876,中辻崇人,0.147,全国,,0.132,全国,
3878,胡本悟志,0.159,全国,,0.177,全国,
3880,浅見宗孝,0.192,全国,遅れ,0.193,全国,遅れ
3882,新田智彰,0.174,全国,,0.187,当地,遅れ
3885,久田武,0.158,全国,,0.186,全国,遅れ
3888,山本英志,0.143,全国,,0.141,全国,
3889,須藤隆雄,0.159,全国,,0.177,全国,
3891,谷口健一,0.168,全国,,0.187,全国,遅れ
3892,草場康幸,0.19,当地,遅れ,0.157,全国,
3893,汐崎正則,0.162,全国,,0.164,全国,
3895,堀本裕也,0.193,全国,遅れ,0.161,全国,
3896,上田洋平,0.158,全国,,0.171,全国,
3897,白井英治,0.133,全国,,0.131,全国,
3898,平田忠則,0.152,当地,,0.169,全国,
3900,香川素子,0.169,全国,,0.183,全国,遅れ
3901,松田憲幸,0.202,全国,遅れ,0.214,全国,遅れ
3904,森貴洋,0.166,全国,,0.183,全国,遅れ
3905,天野友和,0.154,全国,,0.154,全国,
3906,飯山晃三,0.181,全国,遅れ,0.218,全国,遅れ
3907,村越篤,0.162,全国,,0.165,全国,
3908,重成一人,0.153,全国,,0.134,全国,
3909,佐々木康幸,0.111,全国,巧者,0.114,全国,巧者
3910,松下知幸,0.16,全国,,0.187,全国,遅れ
3911,鈴木猛,0.139,当地,,0.171,全国,
3912,川原正明,0.138,全国,,0.145,全国,
3915,繁野谷圭介,0.193,全国,遅れ,0.174,全国,
3918,深井利寿,0.171,全国,,0.174,全国,
3920,正木聖賢,0.169,全国,,0.159,全国,
3921,川村正輝,0.199,全国,遅れ,0.215,全国,遅れ
3922,菅沼佳昭,0.186,全国,遅れ,0.195,全国,遅れ
3928,林恵祐,0.173,当地,,0.168,当地,
3929,杢野誓良,0.161,全国,,0.165,全国,
3930,岸本隆,0.149,全国,,0.164,全国,
3931,黒崎竜也,0.15,全国,,0.149,全国,
3932,池田浩美,0.167,全国,,0.189,全国,遅れ
3933,山地正樹,0.174,全国,,0.18,全国,
3934,鋤柄貴俊,0.167,全国,,0.165,全国,
3935,岩津徹郎,0.153,全国,,0.176,全国,
3939,渡辺真至,0.147,全国,,0.13,全国,
3940,飯山泰,0.147,全国,,0.143,全国,
3941,池田浩二,0.117,全国,巧者,0.133,全国,
3942,寺田祥,0.147,全国,,0.146,全国,
3943,三松直美,0.161,全国,,0.188,全国,遅れ
3944,山口裕二,0.156,全国,,0.187,全国,遅れ
3945,橋口真樹,0.198,全国,遅れ,0.207,全国,遅れ
3946,赤岩善生,0.146,全国,,0.161,全国,
3947,寺本昇平,0.184,全国,遅れ,0.192,全国,遅れ
3948,大町利克,0.171,全国,,0.202,全国,遅れ
3949,今出晋二,0.161,全国,,0.192,全国,遅れ
3950,石川哲秀,0.154,全国,,0.157,全国,
3951,石川吉鎬,0.241,当地,遅れ,0.197,全国,遅れ
3952,中澤和志,0.149,全国,,0.133,全国,
3953,志道吉和,0.181,全国,遅れ,0.219,全国,遅れ
3955,眞田英二,0.181,全国,遅れ,0.193,全国,遅れ
3956,横澤剛治,0.168,当地,,0.16,全国,
3957,大谷直弘,0.187,全国,遅れ,0.19,全国,遅れ
3959,坪井康晴,0.132,全国,,0.151,全国,
3960,菊地孝平,0.112,全国,巧者,0.107,全国,巧者
3961,谷村一哉,0.164,全国,,0.173,全国,
3963,原田秀弥,0.16,全国,,0.179,全国,
3964,宮地博士,0.188,全国,遅れ,0.206,全国,遅れ
3965,北中元樹,0.168,全国,,0.164,全国,
3966,作間章,0.169,全国,,0.177,全国,
3967,鈴木茂高,0.178,全国,,0.202,全国,遅れ
3968,茶谷信次,0.157,全国,,0.185,全国,遅れ
3973,崎利仁,0.194,全国,遅れ,0.197,全国,遅れ
3974,深山祐二,0.158,全国,,0.169,全国,
3975,小野寺智洋,0.139,全国,,0.137,全国,
3976,内田圭,0.167,全国,,0.181,全国,遅れ
3977,山本兼士,0.171,全国,,0.173,全国,
3978,齊藤仁,0.137,全国,,0.17,全国,
3981,今坂晃広,0.183,全国,遅れ,0.194,全国,遅れ
3982,福田理,0.172,全国,,0.16,全国,
3983,須藤博倫,0.132,全国,,0.145,全国,
3984,坂口周,0.158,全国,,0.171,全国,
3986,沖島広和,0.16,全国,,0.202,当地,遅れ
3987,後藤正宗,0.176,全国,,0.149,全国,
3988,古川誠之,0.147,全国,,0.151,全国,
3989,熊本英一,0.186,当地,遅れ,0.198,当地,遅れ
3990,芹澤克彦,0.137,全国,,0.155,全国,
3992,関口智久,0.149,全国,,0.135,全国,
3993,永井聖美,0.162,全国,,0.16,全国,
3994,小野桜,0.185,全国,遅れ,0.187,全国,遅れ
3995,重野哲之,0.124,全国,巧者,0.115,全国,巧者
3997,北村征嗣,0.153,全国,,0.167,全国,
3998,冨成謙児,0.149,全国,,0.191,全国,遅れ
3999,大瀧明日香,0.153,全国,,0.158,全国,
4000,松本博昭,0.155,当地,,0.177,全国,
4002,古結宏,0.14,全国,,0.141,全国,
4003,表憲一,0.17,全国,,0.168,全国,
4004,山本浩輔,0.177,全国,,0.181,全国,遅れ
4005,瀬川公則,0.151,全国,,0.175,全国,
4006,小野勇作,0.166,全国,,0.178,全国,
4007,榮田将彦,0.147,全国,,0.134,全国,
4009,小林一樹,0.12,全国,巧者,0.129,全国,巧者
4010,越智照浩,0.166,全国,,0.206,当地,遅れ
4011,堀之内紀代子,0.185,当地,遅れ,0.106,当地,巧者
4012,中村有裕,0.147,全国,,0.161,全国,
4013,中島孝平,0.132,全国,,0.157,当地,
4014,片岡恵里,0.167,全国,,0.178,全国,
4015,前野竜一,0.16,全国,,0.16,全国,
4016,西川新太郎,0.141,当地,,0.173,当地,
4017,向井美鈴,0.177,全国,,0.201,全国,遅れ
4019,笠原亮,0.149,全国,,0.176,全国,
4020,川上清人,0.177,全国,,0.189,全国,遅れ
4022,待鳥雄紀,0.16,全国,,0.187,当地,遅れ
4023,柴田友和,0.177,全国,,0.178,全国,
4024,井口佳典,0.163,当地,,0.15,全国,
4025,山本隆幸,0.17,当地,,0.167,全国,
4027,松江秀徳,0.179,当地,,0.15,全国,
4028,田村隆信,0.139,全国,,0.167,全国,
4030,森高一真,0.14,全国,,0.135,全国,
4031,飯島誠,0.152,全国,,0.177,全国,
4033,伊藤将吉,0.137,全国,,0.148,全国,
4034,西原明生,0.194,全国,遅れ,0.21,全国,遅れ
4035,杉江浩明,0.217,全国,遅れ,0.195,全国,遅れ
4036,金田諭,0.154,全国,,0.164,全国,
4039,村上功祐,0.156,全国,,0.142,全国,
4040,廣瀬将亨,0.143,全国,,0.143,全国,
4041,小林基樹,0.188,全国,遅れ,0.209,全国,遅れ
4042,丸岡正典,0.166,全国,,0.189,全国,遅れ
4043,桐本康臣,0.161,全国,,0.161,全国,
4044,湯川浩司,0.138,全国,,0.133,全国,
4045,佐々木裕美,0.16,全国,,0.159,全国,
4047,吉永浩則,0.168,全国,,0.193,全国,遅れ
4049,荒川健太,0.155,全国,,0.19,全国,遅れ
4050,田口節子,0.14,全国,,0.161,全国,
4051,清水敦揮,0.151,当地,,0.187,全国,遅れ
4052,興津藍,0.14,全国,,0.167,全国,
4053,芦澤望,0.158,全国,,0.165,全国,
4054,福嶋智之,0.159,全国,,0.153,全国,
4055,吉田俊彦,0.136,当地,,0.178,当地,
4056,小西英輝,0.165,全国,,0.154,全国,
4057,松井賢治,0.152,全国,,0.16,全国,
4058,野末智一,0.182,全国,遅れ,0.187,全国,遅れ
4059,入澤友治,0.167,全国,,0.155,全国,
4060,島田一生,0.153,全国,,0.169,全国,
4061,萩原秀人,0.128,全国,巧者,0.133,全国,
4062,後藤陽介,0.178,全国,,0.178,全国,
4063,市橋卓士,0.126,全国,巧者,0.136,全国,
4064,原田篤志,0.143,当地,,0.179,全国,
4065,金田幸子,0.171,全国,,0.175,全国,
4066,東本勝利,0.162,全国,,0.17,全国,
4067,永井源,0.168,全国,,0.16,全国,
4068,幸田智裕,0.15,全国,,0.176,全国,
4069,山本修一,0.147,全国,,0.206,全国,遅れ
4071,古賀千晶,0.175,全国,,0.169,全国,
4072,森永淳,0.132,全国,,0.134,全国,
4073,大橋純一郎,0.143,全国,,0.171,全国,
4074,柳沢一,0.135,当地,,0.139,全国,
4075,中野次郎,0.121,全国,巧者,0.136,全国,
4076,杉田篤光,0.183,全国,遅れ,0.225,全国,遅れ
4077,品田直樹,0.168,全国,,0.192,全国,遅れ
4078,渡辺史之,0.142,全国,,0.16,全国,
4079,出畑孝典,0.146,当地,,0.169,全国,
4080,山崎哲司,0.143,全国,,0.149,全国,
4081,樋口範政,0.184,全国,遅れ,0.195,全国,遅れ
4082,濱崎誠,0.148,全国,,0.192,全国,遅れ
4083,福島勇樹,0.123,全国,巧者,0.144,全国,
4084,杉山正樹,0.149,全国,,0.157,全国,
4085,荻野裕介,0.199,全国,遅れ,0.207,全国,遅れ
4086,寺本重宣,0.135,全国,,0.151,全国,
4089,妹尾忠幸,0.149,全国,,0.172,全国,
4090,中村尊,0.135,全国,,0.163,全国,
4092,岡部大輔,0.144,全国,,0.178,全国,
4093,吉田宗弘,0.172,全国,,0.189,全国,遅れ
4094,中島真二,0.17,全国,,0.189,全国,遅れ
4095,福来剛,0.13,全国,,0.125,当地,巧者
4096,石橋道友,0.151,全国,,0.148,全国,
4097,貫地谷直人,0.204,全国,遅れ,0.212,全国,遅れ
4098,赤澤文香,0.187,全国,遅れ,0.199,全国,遅れ
4099,吉永則雄,0.173,全国,,0.156,全国,
4100,松田隆司,0.181,当地,遅れ,0.169,全国,
4102,益田啓司,0.13,当地,巧者,0.163,全国,
4103,山崎善庸,0.214,全国,遅れ,0.237,全国,遅れ
4104,木下陽介,0.148,全国,,0.139,全国,
4105,松下直也,0.177,全国,,0.177,全国,
4106,坂井康嗣,0.186,全国,遅れ,0.183,全国,遅れ
4108,吉村正明,0.144,全国,,0.141,全国,
4109,谷津幸宏,0.124,全国,巧者,0.127,全国,巧者
4110,小澤和也,0.156,当地,,0.179,全国,
4111,奥田誠,0.16,当地,,0.169,全国,
4112,大久保信一郎,0.146,全国,,0.184,全国,遅れ
4113,木村浩士,0.186,全国,遅れ,0.184,全国,遅れ
4114,深澤達徳,0.202,全国,遅れ,0.204,全国,遅れ
4116,川田正人,0.174,全国,,0.178,全国,
4117,廣中智紗衣,0.204,全国,遅れ,0.217,全国,遅れ
4118,宇佐見淳,0.143,全国,,0.153,全国,
4119,泥谷一毅,0.173,全国,,0.178,全国,
4120,柘植政浩,0.157,全国,,0.174,全国,
4121,富永修一,0.148,当地,,0.14,全国,
4122,安東幸治,0.165,当地,,0.175,全国,
4123,細川裕子,0.191,当地,遅れ,0.216,当地,遅れ
4124,池田雄一,0.166,全国,,0.165,全国,
4128,川口貴久,0.147,全国,,0.16,全国,
4129,宇野博之,0.174,全国,,0.191,全国,遅れ
4131,原豊土,0.155,全国,,0.172,全国,
4133,高橋正男,0.122,当地,巧者,0.137,当地,
4134,杉山貴博,0.148,全国,,0.203,当地,遅れ
4136,江夏満,0.126,当地,巧者,0.183,全国,遅れ
4137,君島秀三,0.136,全国,,0.135,全国,
4138,中井俊祐,0.177,全国,,0.149,全国,
4139,丹下健,0.166,全国,,0.189,全国,遅れ
4140,梶野学志,0.152,全国,,0.167,全国,
4142,平野和明,0.214,当地,遅れ,0.181,全国,遅れ
4143,浦田晃嗣,0.157,全国,,0.156,全国,
4144,石塚久也,0.182,全国,遅れ,0.177,全国,
4145,小澤学,0.242,全国,遅れ,0.263,全国,遅れ
4146,柳橋宏紀,0.149,全国,,0.145,全国,
4148,枝尾賢,0.153,当地,,0.121,当地,巧者
4150,山田雄太,0.146,全国,,0.142,全国,
4151,下河誉史,0.177,全国,,0.199,全国,遅れ
4152,深水慎一郎,0.169,全国,,0.174,全国,
4154,森安弘雅,0.172,全国,,0.2,全国,遅れ
4155,長野壮志郎,0.167,当地,,0.149,全国,
4156,浜野孝志,0.155,全国,,0.164,全国,
4158,木場雄二郎,0.165,全国,,0.159,全国,
4159,向後龍一,0.147,全国,,0.174,全国,
4161,黒柳浩孝,0.166,全国,,0.156,全国,
4162,竹本太樹,0.158,全国,,0.186,全国,遅れ
4163,山崎裕司,0.163,全国,,0.172,全国,
4164,岩永節也,0.171,全国,,0.2,全国,遅れ
4166,吉田拡郎,0.127,全国,巧者,0.119,全国,巧者
4167,片岡秀樹,0.159,全国,,0.185,当地,遅れ
4168,石野貴之,0.139,全国,,0.153,全国,
4169,多田有佑,0.2,全国,遅れ,0.231,全国,遅れ
4171,榎幸司,0.166,全国,,0.198,全国,遅れ
4172,森定晃史,0.141,全国,,0.177,全国,
4173,岡谷健吾,0.174,全国,,0.171,全国,
4174,赤坂俊輔,0.151,全国,,0.157,全国,
4175,川尻泰輔,0.146,全国,,0.14,全国,
4176,樋口喜彦,0.158,全国,,0.17,全国,
4177,萬正嗣,0.162,全国,,0.177,全国,
4179,広次修,0.148,全国,,0.168,全国,
4180,上野秀和,0.159,全国,,0.161,全国,
4181,花本夏樹,0.175,全国,,0.232,全国,遅れ
4182,吉田和仁,0.166,全国,,0.207,全国,遅れ
4183,宇野弥生,0.138,全国,,0.141,全国,
4184,渡邊雄一郎,0.166,全国,,0.168,全国,
4186,小川時光,0.166,全国,,0.17,全国,
4188,久田敏之,0.124,全国,巧者,0.12,全国,巧者
4189,川上剛,0.178,当地,,0.216,当地,遅れ
4190,長嶋万記,0.145,当地,,0.144,全国,
4191,赤羽克也,0.117,当地,巧者,0.162,全国,
4193,郷原章平,0.137,全国,,0.164,全国,
4195,前川守嗣,0.152,全国,,0.15,全国,
4196,田中太一郎,0.172,全国,,0.172,全国,
4197,渥美卓郎,0.186,全国,遅れ,0.185,全国,遅れ
4199,北川潤二,0.137,当地,,0.157,全国,
4200,早川尚人,0.167,当地,,0.177,全国,
4201,佐竹友樹,0.178,全国,,0.164,全国,
4202,浮田圭浩,0.172,全国,,0.205,全国,遅れ
4203,小倉康典,0.155,全国,,0.147,全国,
4204,柴田大輔,0.171,当地,,0.209,当地,遅れ
4205,山口剛,0.127,全国,巧者,0.136,全国,
4207,松下一也,0.129,全国,巧者,0.127,全国,巧者
4208,三浦永理,0.161,全国,,0.15,全国,
4209,藤田竜弘,0.168,全国,,0.167,全国,
4210,松村康太,0.166,全国,,0.17,全国,
4211,村田敦,0.148,全国,,0.138,全国,
4213,重富伸也,0.15,全国,,0.155,全国,
4214,林祐介,0.155,全国,,0.162,全国,
4215,吉島祥之,0.153,全国,,0.17,全国,
4216,星栄爾,0.134,全国,,0.158,全国,
4218,吉川喜継,0.142,全国,,0.171,全国,
4219,本岡勝利,0.171,全国,,0.192,全国,遅れ
4220,深川和仁,0.152,当地,,0.195,当地,遅れ
4224,大橋栄里佳,0.192,当地,遅れ,0.205,当地,遅れ
4225,土屋千明,0.149,全国,,0.169,全国,
4226,村田浩司,0.164,全国,,0.148,全国,
4227,安達裕樹,0.152,全国,,0.158,全国,
4228,吉田慎二郎,0.185,全国,遅れ,0.155,全国,
4229,市川美宏,0.182,全国,遅れ,0.193,全国,遅れ
4230,濱崎直矢,0.13,全国,,0.157,全国,
4231,鈴木裕隆,0.165,全国,,0.177,全国,
4232,笠雅雄,0.223,当地,遅れ,0.182,全国,遅れ
4233,亀山雅幸,0.157,全国,,0.186,全国,遅れ
4234,野相弘司,0.15,全国,,0.193,全国,遅れ
4236,松村敏,0.117,当地,巧者,0.102,当地,巧者
4237,大峯豊,0.15,全国,,0.15,全国,
4238,毒島誠,0.144,全国,,0.155,全国,
4239,竹田辰也,0.158,当地,,0.157,全国,
4240,今井裕梨,0.174,当地,,0.156,全国,
4241,大串重幸,0.165,当地,,0.193,当地,遅れ
4243,西村歩,0.167,全国,,0.174,全国,
4244,鈴木成美,0.14,全国,,0.145,全国,
4245,高橋直哉,0.178,当地,,0.19,全国,遅れ
4246,喜多那由夏,0.184,当地,遅れ,0.199,当地,遅れ
4247,齊藤優,0.166,全国,,0.141,当地,
4248,岡本大,0.147,全国,,0.178,全国,
4251,川崎誠志,0.2,全国,遅れ,0.212,全国,遅れ
4252,松下哲也,0.172,全国,,0.188,全国,遅れ
4253,西川真人,0.177,全国,,0.179,全国,
4254,川島圭司,0.137,全国,,0.151,全国,
4256,渡辺浩司,0.128,当地,巧者,0.167,当地,
4257,古川健,0.157,全国,,0.162,全国,
4258,関根彰人,0.144,全国,,0.188,全国,遅れ
4259,真庭明志,0.127,当地,巧者,0.158,全国,
4260,中越博紀,0.164,全国,,0.171,全国,
4261,岡祐臣,0.152,全国,,0.168,全国,
4262,馬場貴也,0.131,全国,,0.153,全国,
4263,武重雄介,0.158,全国,,0.195,全国,遅れ
4264,長尾章平,0.153,全国,,0.163,全国,
4266,長田頼宗,0.138,全国,,0.16,全国,
4268,和合俊介,0.167,全国,,0.18,全国,遅れ
4269,杉山裕也,0.152,当地,,0.144,全国,
4270,岸本雄貴,0.156,全国,,0.194,全国,遅れ
4271,川崎公靖,0.159,当地,,0.164,全国,
4272,大場広孝,0.148,全国,,0.182,全国,遅れ
4273,佐藤旭,0.179,全国,,0.193,全国,遅れ
4274,長畑友輔,0.157,全国,,0.169,全国,
4275,菅野はやか,0.23,全国,遅れ,0.196,全国,遅れ
4276,鈴木勝博,0.163,全国,,0.145,全国,
4277,金田大輔,0.165,全国,,0.153,全国,
4278,藤岡俊介,0.112,全国,巧者,0.136,全国,
4281,大澤大夢,0.155,全国,,0.174,全国,
4283,石井裕美,0.17,全国,,0.18,全国,遅れ
4286,平田さやか,0.146,全国,,0.155,全国,
4287,今井貴士,0.159,全国,,0.165,全国,
4288,永田啓二,0.122,当地,巧者,0.102,当地,巧者
4289,落合直子,0.162,当地,,0.152,当地,
4290,稲田浩二,0.131,全国,,0.116,全国,巧者
4292,麻生慎介,0.145,全国,,0.136,全国,
4293,鈴木智啓,0.158,当地,,0.198,当地,遅れ
4294,古賀繁輝,0.146,全国,,0.125,全国,巧者
4295,小坂尚哉,0.14,全国,,0.145,全国,
4296,岡崎恭裕,0.137,全国,,0.142,全国,
4297,山田哲也,0.123,全国,巧者,0.095,全国,巧者
4298,宮下元胤,0.159,全国,,0.176,全国,
4299,中島浩哉,0.137,全国,,0.159,全国,
4300,加藤綾,0.164,全国,,0.181,全国,遅れ
4301,関裕也,0.184,全国,遅れ,0.181,全国,遅れ
4302,西野翔太,0.138,全国,,0.14,全国,
4303,牧原崇,0.164,全国,,0.184,全国,遅れ
4305,金子拓矢,0.146,全国,,0.152,全国,
4306,畔柳俊吾,0.204,全国,遅れ,0.196,全国,遅れ
4308,河村了,0.155,全国,,0.17,全国,
4311,岡村仁,0.138,全国,,0.155,全国,
4313,西村美智子,0.149,全国,,0.147,全国,
4314,青木幸太郎,0.153,当地,,0.148,全国,
4315,山崎昂介,0.176,全国,,0.174,全国,
4317,木村紗友希,0.174,全国,,0.182,全国,遅れ
4318,桑原将光,0.158,全国,,0.164,全国,
4319,三宅潤,0.163,全国,,0.188,全国,遅れ
4320,峰竜太,0.128,全国,巧者,0.131,全国,
4323,山田佑樹,0.155,全国,,0.166,全国,
4324,海野康志郎,0.126,全国,巧者,0.146,全国,
4325,新出浩司,0.151,全国,,0.162,全国,
4327,加藤翔,0.186,全国,遅れ,0.202,全国,遅れ
4329,小松卓司,0.158,当地,,0.156,当地,
4330,奈須啓太,0.135,当地,,0.132,当地,
4331,三好勇人,0.14,全国,,0.167,全国,
4332,村上彰一,0.177,全国,,0.206,全国,遅れ
4335,若林将,0.129,当地,巧者,0.12,全国,巧者
4336,松田竜馬,0.14,全国,,0.153,全国,
4337,平本真之,0.133,全国,,0.137,全国,
4339,平瀬城啓,0.181,全国,遅れ,0.188,全国,遅れ
4340,土性雅也,0.28,全国,遅れ,0.21,全国,遅れ
4342,谷野錬志,0.136,全国,,0.149,全国,
4343,村岡賢,0.182,当地,遅れ,0.212,当地,遅れ
4344,新田雄史,0.128,当地,巧者,0.144,全国,
4345,西舘健,0.146,当地,,0.166,全国,
4346,前田健太郎,0.169,全国,,0.169,全国,
4347,魚谷香織,0.175,当地,,0.179,当地,
4348,宮崎奨,0.153,全国,,0.173,全国,
4349,犬童千秋,0.162,当地,,0.143,当地,
4350,篠崎元志,0.102,当地,巧者,0.145,当地,
4351,里岡右貴,0.133,当地,,0.175,当地,
4352,下條雄太郎,0.134,当地,,0.164,当地,
4355,小川広大,0.187,全国,遅れ,0.226,全国,遅れ
4356,長岡良也,0.154,全国,,0.17,全国,
4357,田中和也,0.165,全国,,0.173,全国,
4358,松本庸平,0.191,全国,遅れ,0.239,全国,遅れ
4359,横川聖志,0.137,全国,,0.136,全国,
4360,庄司孝輔,0.181,全国,遅れ,0.172,全国,
4361,柳生泰二,0.141,全国,,0.147,全国,
4362,土屋智則,0.142,全国,,0.149,全国,
4363,大野芳顕,0.15,全国,,0.168,全国,
4364,池永太,0.132,全国,,0.141,全国,
4365,盛本真輔,0.164,全国,,0.188,全国,遅れ
